Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Operating Temperature","Ratings","Applications","Ripple Current @ Low Frequency","Ripple Current @ High Frequency","Impedance","Lead Spacing","Size / Dimension","Height - Seated (Max)","Surface Mount Land Size","Mounting Type","Package / Case"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8002+6SVPE220MW+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPE%205mm.jpg",P16836TR-ND,6SVPE220MW,Panasonic Electronic Components,CAP ALUM POLY 220UF 20% 6.3V SMD,10500,0,"0.20247","0","1500","Tape & Reel (TR)","OS-CON™, SVPE","Active","Polymer","220µF","±20%","6.3V","15mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","157.5mA @ 120Hz","3.15A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.236"" (6.00mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8002+6SVPE220MW+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPE%205mm.jpg",P16836CT-ND,6SVPE220MW,Panasonic Electronic Components,CAP ALUM POLY 220UF 20% 6.3V SMD,12760,0,"0.65000","0","1","Cut Tape (CT)","OS-CON™, SVPE","Active","Polymer","220µF","±20%","6.3V","15mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","157.5mA @ 120Hz","3.15A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.236"" (6.00mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8002+6SVPE220MW+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPE%205mm.jpg",P16836DKR-ND,6SVPE220MW,Panasonic Electronic Components,CAP ALUM POLY 220UF 20% 6.3V SMD,12760,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVPE","Active","Polymer","220µF","±20%","6.3V","15mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","157.5mA @ 120Hz","3.15A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.236"" (6.00mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rs8.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RS80J331MDN1JT.JPG,493-4042-3-ND,RS80J561MDN1JT,Nichicon,CAP ALUM POLY 560UF 20% 6.3V T/H,4000,0,"0.20580","0","2000","Tape & Box (TB)","FPCAP, RS8","Active","Polymer","560µF","±20%","6.3V","8mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","500mA @ 120Hz","5A @ 100kHz","-","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.315"" (8.00mm)","-","Through Hole","Radial, Can"
http://nichicon-us.com/english/products/pdfs/e-rs8.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RS80J331MDN1JT.JPG,493-4042-1-ND,RS80J561MDN1JT,Nichicon,CAP ALUM POLY 560UF 20% 6.3V T/H,4332,0,"0.75000","0","1","Cut Tape (CT)","FPCAP, RS8","Active","Polymer","560µF","±20%","6.3V","8mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","500mA @ 120Hz","5A @ 100kHz","-","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.315"" (8.00mm)","-","Through Hole","Radial, Can"
http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxg,//media.digikey.com/Photos/United%20Chemi-Con%20Photos/PXG-Series.jpg,565-4527-2-ND,APXG160ARA101ME61G,United Chemi-Con,CAP ALUM POLY 100UF 20% 16V SMD,43000,0,"0.21920","0","1000","Tape & Reel (TR)","NPCAP™-PXG","Active","Polymer","100µF","±20%","16V","27mOhm","15000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","3A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.240"" (6.10mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxg,//media.digikey.com/Photos/United%20Chemi-Con%20Photos/PXG-Series.jpg,565-4527-1-ND,APXG160ARA101ME61G,United Chemi-Con,CAP ALUM POLY 100UF 20% 16V SMD,43835,0,"0.75000","0","1","Cut Tape (CT)","NPCAP™-PXG","Active","Polymer","100µF","±20%","16V","27mOhm","15000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","3A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.240"" (6.10mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxg,//media.digikey.com/Photos/United%20Chemi-Con%20Photos/PXG-Series.jpg,565-4527-6-ND,APXG160ARA101ME61G,United Chemi-Con,CAP ALUM POLY 100UF 20% 16V SMD,43835,0,"Digi-Reel","0","1","Digi-Reel®","NPCAP™-PXG","Active","Polymer","100µF","±20%","16V","27mOhm","15000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","3A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.240"" (6.10mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rfs_rfa.pdf,//media.digikey.com/Photos/Nichicon%20Photos/FS5%20SERIES.JPG,493-3680-2-ND,RFS0J101MCN1GS,Nichicon,CAP ALUM POLY 100UF 20% 6.3V SMD,5000,0,"0.24992","0","1000","Tape & Reel (TR)","FPCAP, RFS","Active","Polymer","100µF","±20%","6.3V","24mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","250mA @ 120Hz","2.5A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.224"" (5.70mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rfs_rfa.pdf,//media.digikey.com/Photos/Nichicon%20Photos/FS5%20SERIES.JPG,493-3680-1-ND,RFS0J101MCN1GS,Nichicon,CAP ALUM POLY 100UF 20% 6.3V SMD,5658,0,"0.85000","0","1","Cut Tape (CT)","FPCAP, RFS","Active","Polymer","100µF","±20%","6.3V","24mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","250mA @ 120Hz","2.5A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.224"" (5.70mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rfs_rfa.pdf,//media.digikey.com/Photos/Nichicon%20Photos/FS5%20SERIES.JPG,493-3680-6-ND,RFS0J101MCN1GS,Nichicon,CAP ALUM POLY 100UF 20% 6.3V SMD,5658,0,"Digi-Reel","0","1","Digi-Reel®","FPCAP, RFS","Active","Polymer","100µF","±20%","6.3V","24mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","250mA @ 120Hz","2.5A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.224"" (5.70mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rl8.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RL80J821MDN1KX.jpg,493-4023-3-ND,RL80J821MDN1KX,Nichicon,CAP ALUM POLY 820UF 20% 6.3V T/H,74000,0,"0.25120","0","1000","Tape & Box (TB)","FPCAP, RL8","Active","Polymer","820µF","±20%","6.3V","8mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","570mA @ 120Hz","5.7A @ 100kHz","-","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.315"" (8.00mm)","-","Through Hole","Radial, Can"
http://nichicon-us.com/english/products/pdfs/e-rl8.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RL80J821MDN1KX.jpg,493-4023-1-ND,RL80J821MDN1KX,Nichicon,CAP ALUM POLY 820UF 20% 6.3V T/H,74988,0,"0.77000","0","1","Cut Tape (CT)","FPCAP, RL8","Active","Polymer","820µF","±20%","6.3V","8mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","570mA @ 120Hz","5.7A @ 100kHz","-","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.315"" (8.00mm)","-","Through Hole","Radial, Can"
http://nichicon-us.com/english/products/pdfs/e-rfs_rfa.pdf,//media.digikey.com/Photos/Nichicon%20Photos/FS5%20SERIES.JPG,493-3681-2-ND,RFS0J121MCN1GS,Nichicon,CAP ALUM POLY 120UF 20% 6.3V SMD,3000,0,"0.26288","0","1000","Tape & Reel (TR)","FPCAP, RFS","Active","Polymer","120µF","±20%","6.3V","24mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","250mA @ 120Hz","2.5A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.224"" (5.70mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rfs_rfa.pdf,//media.digikey.com/Photos/Nichicon%20Photos/FS5%20SERIES.JPG,493-3681-1-ND,RFS0J121MCN1GS,Nichicon,CAP ALUM POLY 120UF 20% 6.3V SMD,4635,0,"0.81000","0","1","Cut Tape (CT)","FPCAP, RFS","Active","Polymer","120µF","±20%","6.3V","24mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","250mA @ 120Hz","2.5A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.224"" (5.70mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rfs_rfa.pdf,//media.digikey.com/Photos/Nichicon%20Photos/FS5%20SERIES.JPG,493-3681-6-ND,RFS0J121MCN1GS,Nichicon,CAP ALUM POLY 120UF 20% 6.3V SMD,4635,0,"Digi-Reel","0","1","Digi-Reel®","FPCAP, RFS","Active","Polymer","120µF","±20%","6.3V","24mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","250mA @ 120Hz","2.5A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.224"" (5.70mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rl8.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RL80J821MDN1KX.jpg,493-4024-3-ND,RL80J102MDN1KX,Nichicon,CAP ALUM POLY 1000UF 6.3V T/H,31000,0,"0.26528","0","1000","Tape & Box (TB)","FPCAP, RL8","Active","Polymer","1000µF","±20%","6.3V","9mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","570mA @ 120Hz","5.7A @ 100kHz","-","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.315"" (8.00mm)","-","Through Hole","Radial, Can"
http://nichicon-us.com/english/products/pdfs/e-rl8.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RL80J821MDN1KX.jpg,493-4024-1-ND,RL80J102MDN1KX,Nichicon,CAP ALUM POLY 1000UF 6.3V T/H,31341,0,"0.82000","0","1","Cut Tape (CT)","FPCAP, RL8","Active","Polymer","1000µF","±20%","6.3V","9mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","570mA @ 120Hz","5.7A @ 100kHz","-","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.315"" (8.00mm)","-","Through Hole","Radial, Can"
http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RHA0J331MCN1GS.JPG,493-3768-2-ND,RHA0J331MCN1GS,Nichicon,CAP ALUM POLY 330UF 20% 6.3V SMD,3000,0,"0.28179","0","1000","Tape & Reel (TR)","FPCAP, RHA","Active","Polymer","330µF","±20%","6.3V","9mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","450mA @ 120Hz","4.5A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.264"" (6.70mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RHA0J331MCN1GS.JPG,493-3768-1-ND,RHA0J331MCN1GS,Nichicon,CAP ALUM POLY 330UF 20% 6.3V SMD,3905,0,"0.89000","0","1","Cut Tape (CT)","FPCAP, RHA","Active","Polymer","330µF","±20%","6.3V","9mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","450mA @ 120Hz","4.5A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.264"" (6.70mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RHA0J331MCN1GS.JPG,493-3768-6-ND,RHA0J331MCN1GS,Nichicon,CAP ALUM POLY 330UF 20% 6.3V SMD,3905,0,"Digi-Reel","0","1","Digi-Reel®","FPCAP, RHA","Active","Polymer","330µF","±20%","6.3V","9mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","450mA @ 120Hz","4.5A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.264"" (6.70mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rl8.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RL80J821MDN1KX.jpg,493-4019-3-ND,RL80J471MDNASQKX,Nichicon,CAP ALUM POLY 470UF 20% 6.3V T/H,17000,0,"0.28381","0","1000","Tape & Box (TB)","FPCAP, RL8","Active","Polymer","470µF","±20%","6.3V","8mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","570mA @ 120Hz","5.7A @ 100kHz","-","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.315"" (8.00mm)","-","Through Hole","Radial, Can"
http://nichicon-us.com/english/products/pdfs/e-rl8.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RL80J821MDN1KX.jpg,493-4019-1-ND,RL80J471MDNASQKX,Nichicon,CAP ALUM POLY 470UF 20% 6.3V T/H,18385,0,"0.90000","0","1","Cut Tape (CT)","FPCAP, RL8","Active","Polymer","470µF","±20%","6.3V","8mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","570mA @ 120Hz","5.7A @ 100kHz","-","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.315"" (8.00mm)","-","Through Hole","Radial, Can"
http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RHA0J331MCN1GS.JPG,493-3771-2-ND,RHA0J471MCN1GS,Nichicon,CAP ALUM POLY 470UF 20% 6.3V SMD,38000,0,"0.29605","0","1000","Tape & Reel (TR)","FPCAP, RHA","Active","Polymer","470µF","±20%","6.3V","9mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","450mA @ 120Hz","4.5A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.264"" (6.70mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RHA0J331MCN1GS.JPG,493-3771-1-ND,RHA0J471MCN1GS,Nichicon,CAP ALUM POLY 470UF 20% 6.3V SMD,38462,0,"0.94000","0","1","Cut Tape (CT)","FPCAP, RHA","Active","Polymer","470µF","±20%","6.3V","9mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","450mA @ 120Hz","4.5A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.264"" (6.70mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RHA0J331MCN1GS.JPG,493-3771-6-ND,RHA0J471MCN1GS,Nichicon,CAP ALUM POLY 470UF 20% 6.3V SMD,38462,0,"Digi-Reel","0","1","Digi-Reel®","FPCAP, RHA","Active","Polymer","470µF","±20%","6.3V","9mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","450mA @ 120Hz","4.5A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.264"" (6.70mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPC%206.30mm.jpg",P16468TR-ND,16SVPC100M,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 16V SMD,13000,0,"0.29931","0","1000","Tape & Reel (TR)","OS-CON™, SVPC","Active","Polymer","100µF","±20%","16V","24mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","124.5mA @ 120Hz","2.49A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPC%206.30mm.jpg",P16468CT-ND,16SVPC100M,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 16V SMD,13982,0,"0.95000","0","1","Cut Tape (CT)","OS-CON™, SVPC","Active","Polymer","100µF","±20%","16V","24mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","124.5mA @ 120Hz","2.49A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPC%206.30mm.jpg",P16468DKR-ND,16SVPC100M,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 16V SMD,13982,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVPC","Active","Polymer","100µF","±20%","16V","24mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","124.5mA @ 120Hz","2.49A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8002+6SVPE150M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPE%205mm.jpg",P16614TR-ND,6SVPE150M,Panasonic Electronic Components,CAP ALUM POLY 150UF 20% 6.3V SMD,7500,0,"0.29931","0","1500","Tape & Reel (TR)","OS-CON™, SVPE","Active","Polymer","150µF","±20%","6.3V","12mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","176mA @ 120Hz","3.52A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.236"" (6.00mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8002+6SVPE150M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPE%205mm.jpg",P16614CT-ND,6SVPE150M,Panasonic Electronic Components,CAP ALUM POLY 150UF 20% 6.3V SMD,9289,0,"1.00000","0","1","Cut Tape (CT)","OS-CON™, SVPE","Active","Polymer","150µF","±20%","6.3V","12mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","176mA @ 120Hz","3.52A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.236"" (6.00mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8002+6SVPE150M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPE%205mm.jpg",P16614DKR-ND,6SVPE150M,Panasonic Electronic Components,CAP ALUM POLY 150UF 20% 6.3V SMD,9289,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVPE","Active","Polymer","150µF","±20%","6.3V","12mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","176mA @ 120Hz","3.52A @ 100kHz","-","-","0.197"" Dia (5.00mm)","0.236"" (6.00mm)","0.209"" L x 0.209"" W (5.30mm x 5.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RHS1A151MCN1GS.JPG,493-3775-2-ND,RHS1A151MCN1GS,Nichicon,CAP ALUM POLY 150UF 20% 10V SMD,88000,0,"0.29977","0","1000","Tape & Reel (TR)","FPCAP, RHS","Active","Polymer","150µF","±20%","10V","25mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","300mA @ 120Hz","3A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.264"" (6.70mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RHS1A151MCN1GS.JPG,493-3775-1-ND,RHS1A151MCN1GS,Nichicon,CAP ALUM POLY 150UF 20% 10V SMD,88625,0,"0.95000","0","1","Cut Tape (CT)","FPCAP, RHS","Active","Polymer","150µF","±20%","10V","25mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","300mA @ 120Hz","3A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.264"" (6.70mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rhs_rha.pdf,//media.digikey.com/Photos/Nichicon%20Photos/RHS1A151MCN1GS.JPG,493-3775-6-ND,RHS1A151MCN1GS,Nichicon,CAP ALUM POLY 150UF 20% 10V SMD,88625,0,"Digi-Reel","0","1","Digi-Reel®","FPCAP, RHS","Active","Polymer","150µF","±20%","10V","25mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","300mA @ 120Hz","3A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.264"" (6.70mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rsl.pdf,//media.digikey.com/Photos/Nichicon%20Photos/SL6%20SERIES.JPG,493-3821-2-ND,RSL0J221MCN1GB,Nichicon,CAP ALUM POLY 220UF 20% 6.3V SMD,21000,0,"0.32163","0","1000","Tape & Reel (TR)","FPCAP, RSL","Active","Polymer","220µF","±20%","6.3V","18mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","320mA @ 120Hz","3.2A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.165"" (4.20mm)","0.256"" L x 0.256"" W (6.50mm x 6.50mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rsl.pdf,//media.digikey.com/Photos/Nichicon%20Photos/SL6%20SERIES.JPG,493-3821-1-ND,RSL0J221MCN1GB,Nichicon,CAP ALUM POLY 220UF 20% 6.3V SMD,21255,0,"1.02000","0","1","Cut Tape (CT)","FPCAP, RSL","Active","Polymer","220µF","±20%","6.3V","18mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","320mA @ 120Hz","3.2A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.165"" (4.20mm)","0.256"" L x 0.256"" W (6.50mm x 6.50mm)","Surface Mount","Radial, Can - SMD"
http://nichicon-us.com/english/products/pdfs/e-rsl.pdf,//media.digikey.com/Photos/Nichicon%20Photos/SL6%20SERIES.JPG,493-3821-6-ND,RSL0J221MCN1GB,Nichicon,CAP ALUM POLY 220UF 20% 6.3V SMD,21255,0,"Digi-Reel","0","1","Digi-Reel®","FPCAP, RSL","Active","Polymer","220µF","±20%","6.3V","18mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","320mA @ 120Hz","3.2A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.165"" (4.20mm)","0.256"" L x 0.256"" W (6.50mm x 6.50mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPC%206.30mm.jpg",P16611TR-ND,6SVPC330M,Panasonic Electronic Components,CAP ALUM POLY 330UF 20% 6.3V SMD,34000,0,"0.32938","0","1000","Tape & Reel (TR)","OS-CON™, SVPC","Active","Polymer","330µF","±20%","6.3V","17mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","169.5mA @ 120Hz","3.39A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPC%206.30mm.jpg",P16611CT-ND,6SVPC330M,Panasonic Electronic Components,CAP ALUM POLY 330UF 20% 6.3V SMD,34886,0,"1.10000","0","1","Cut Tape (CT)","OS-CON™, SVPC","Active","Polymer","330µF","±20%","6.3V","17mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","169.5mA @ 120Hz","3.39A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/AAB8000/AAB8000C256.pdf,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPC%206.30mm.jpg",P16611DKR-ND,6SVPC330M,Panasonic Electronic Components,CAP ALUM POLY 330UF 20% 6.3V SMD,34886,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVPC","Active","Polymer","330µF","±20%","6.3V","17mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","169.5mA @ 120Hz","3.39A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
