Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Operating Temperature","Ratings","Applications","Ripple Current @ Low Frequency","Ripple Current @ High Frequency","Impedance","Lead Spacing","Size / Dimension","Height - Seated (Max)","Surface Mount Land Size","Mounting Type","Package / Case"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+20SVP22M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVP%206.30mm.jpg",P16492TR-ND,20SVP22M,Panasonic Electronic Components,CAP ALUM POLY 22UF 20% 20V SMD,25000,0,"0.43440","0","1000","Tape & Reel (TR)","OS-CON™, SVP","Active","Polymer","22µF","±20%","20V","60mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","72.5mA @ 120Hz","1.45A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+20SVP22M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVP%206.30mm.jpg",P16492CT-ND,20SVP22M,Panasonic Electronic Components,CAP ALUM POLY 22UF 20% 20V SMD,25436,0,"1.27000","0","1","Cut Tape (CT)","OS-CON™, SVP","Active","Polymer","22µF","±20%","20V","60mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","72.5mA @ 120Hz","1.45A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+20SVP22M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVP%206.30mm.jpg",P16492DKR-ND,20SVP22M,Panasonic Electronic Components,CAP ALUM POLY 22UF 20% 20V SMD,25436,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVP","Active","Polymer","22µF","±20%","20V","60mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","72.5mA @ 120Hz","1.45A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+6SVP100M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVP%206.30mm.jpg",P16595TR-ND,6SVP100M,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 6.3V SMD,8000,0,"0.43440","0","1000","Tape & Reel (TR)","OS-CON™, SVP","Active","Polymer","100µF","±20%","6.3V","40mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","90.5mA @ 120Hz","1.81A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+6SVP100M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVP%206.30mm.jpg",P16595CT-ND,6SVP100M,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 6.3V SMD,8558,0,"1.27000","0","1","Cut Tape (CT)","OS-CON™, SVP","Active","Polymer","100µF","±20%","6.3V","40mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","90.5mA @ 120Hz","1.81A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8008+6SVP100M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVP%206.30mm.jpg",P16595DKR-ND,6SVP100M,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 6.3V SMD,8558,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVP","Active","Polymer","100µF","±20%","6.3V","40mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","90.5mA @ 120Hz","1.81A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABE0009+EEFCX0J101R+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/CX%20SERIES%207.3L,4.3W.jpg",PCE4278TR-ND,EEF-CX0J101R,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 6.3V SMD,31500,0,"0.44100","0","3500","Tape & Reel (TR)","SP-Cap CX","Active","Polymer","100µF","±20%","6.3V","15mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","5.1A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","Surface Mount","2917 (7343 Metric)"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABE0009+EEFCX0J101R+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/CX%20SERIES%207.3L,4.3W.jpg",PCE4278CT-ND,EEF-CX0J101R,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 6.3V SMD,38798,0,"1.45000","0","1","Cut Tape (CT)","SP-Cap CX","Active","Polymer","100µF","±20%","6.3V","15mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","5.1A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","Surface Mount","2917 (7343 Metric)"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+PZ+3+ABE0009+EEFCX0J101R+7+WW,"//media.digikey.com/photos/Panasonic%20Photos/CX%20SERIES%207.3L,4.3W.jpg",PCE4278DKR-ND,EEF-CX0J101R,Panasonic Electronic Components,CAP ALUM POLY 100UF 20% 6.3V SMD,38798,0,"Digi-Reel","0","1","Digi-Reel®","SP-Cap CX","Active","Polymer","100µF","±20%","6.3V","15mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","5.1A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","Surface Mount","2917 (7343 Metric)"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+20SVPF120M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16498TR-ND,20SVPF120M,Panasonic Electronic Components,CAP ALUM POLY 120UF 20% 20V SMD,30000,0,"0.44415","0","1000","Tape & Reel (TR)","OS-CON™, SVPF","Active","Polymer","120µF","±20%","20V","25mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","160mA @ 120Hz","3.2A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+20SVPF120M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16498CT-ND,20SVPF120M,Panasonic Electronic Components,CAP ALUM POLY 120UF 20% 20V SMD,31062,0,"1.29000","0","1","Cut Tape (CT)","OS-CON™, SVPF","Active","Polymer","120µF","±20%","20V","25mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","160mA @ 120Hz","3.2A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+20SVPF120M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16498DKR-ND,20SVPF120M,Panasonic Electronic Components,CAP ALUM POLY 120UF 20% 20V SMD,31062,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVPF","Active","Polymer","120µF","±20%","20V","25mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","160mA @ 120Hz","3.2A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+16SVPF180M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16479TR-ND,16SVPF180M,Panasonic Electronic Components,CAP ALUM POLY 180UF 20% 16V SMD,20000,0,"0.44415","0","1000","Tape & Reel (TR)","OS-CON™, SVPF","Active","Polymer","180µF","±20%","16V","22mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","165mA @ 120Hz","3.3A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+16SVPF180M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16479CT-ND,16SVPF180M,Panasonic Electronic Components,CAP ALUM POLY 180UF 20% 16V SMD,21331,0,"1.29000","0","1","Cut Tape (CT)","OS-CON™, SVPF","Active","Polymer","180µF","±20%","16V","22mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","165mA @ 120Hz","3.3A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+16SVPF180M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16479DKR-ND,16SVPF180M,Panasonic Electronic Components,CAP ALUM POLY 180UF 20% 16V SMD,21331,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVPF","Active","Polymer","180µF","±20%","16V","22mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","165mA @ 120Hz","3.3A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+35SVPF22M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16560TR-ND,35SVPF22M,Panasonic Electronic Components,CAP ALUM POLY 22UF 20% 35V SMD,17000,0,"0.44415","0","1000","Tape & Reel (TR)","OS-CON™, SVPF","Active","Polymer","22µF","±20%","35V","35mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","130mA @ 120Hz","2.6A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+35SVPF22M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16560CT-ND,35SVPF22M,Panasonic Electronic Components,CAP ALUM POLY 22UF 20% 35V SMD,17554,0,"1.29000","0","1","Cut Tape (CT)","OS-CON™, SVPF","Active","Polymer","22µF","±20%","35V","35mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","130mA @ 120Hz","2.6A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+35SVPF22M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16560DKR-ND,35SVPF22M,Panasonic Electronic Components,CAP ALUM POLY 22UF 20% 35V SMD,17554,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVPF","Active","Polymer","22µF","±20%","35V","35mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","130mA @ 120Hz","2.6A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+25SVPF47M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16513TR-ND,25SVPF47M,Panasonic Electronic Components,CAP ALUM POLY 47UF 20% 25V SMD,6000,0,"0.44415","0","1000","Tape & Reel (TR)","OS-CON™, SVPF","Active","Polymer","47µF","±20%","25V","30mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","140mA @ 120Hz","2.8A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+25SVPF47M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16513CT-ND,25SVPF47M,Panasonic Electronic Components,CAP ALUM POLY 47UF 20% 25V SMD,7145,0,"1.29000","0","1","Cut Tape (CT)","OS-CON™, SVPF","Active","Polymer","47µF","±20%","25V","30mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","140mA @ 120Hz","2.8A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+25SVPF47M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16513DKR-ND,25SVPF47M,Panasonic Electronic Components,CAP ALUM POLY 47UF 20% 25V SMD,7145,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVPF","Active","Polymer","47µF","±20%","25V","30mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","140mA @ 120Hz","2.8A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+25SVPF56M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16514TR-ND,25SVPF56M,Panasonic Electronic Components,CAP ALUM POLY 56UF 20% 25V SMD,6000,0,"0.44415","0","1000","Tape & Reel (TR)","OS-CON™, SVPF","Active","Polymer","56µF","±20%","25V","30mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","140mA @ 120Hz","2.8A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+25SVPF56M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16514CT-ND,25SVPF56M,Panasonic Electronic Components,CAP ALUM POLY 56UF 20% 25V SMD,6011,0,"1.29000","0","1","Cut Tape (CT)","OS-CON™, SVPF","Active","Polymer","56µF","±20%","25V","30mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","140mA @ 120Hz","2.8A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+CI+4+AAB8001+25SVPF56M+8+WW,"//media.digikey.com/photos/Panasonic%20Photos/OS-CON,%20SVPF%206.30mm.jpg",P16514DKR-ND,25SVPF56M,Panasonic Electronic Components,CAP ALUM POLY 56UF 20% 25V SMD,6011,0,"Digi-Reel","0","1","Digi-Reel®","OS-CON™, SVPF","Active","Polymer","56µF","±20%","25V","30mOhm","5000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","140mA @ 120Hz","2.8A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.236"" (6.00mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://industrial.panasonic.com/cdbs/www-data/pdf/ABE0000/ABE0000C49.pdf,"//media.digikey.com/photos/Panasonic%20Photos/CX%20SERIES%207.3L,4.3W.jpg",P18997TR-ND,EEF-CX1D560R,Panasonic Electronic Components,CAP ALUM POLY 56UF 20% 20V SMD,14000,0,"0.45752","0","3500","Tape & Reel (TR)","SP-Cap CX","Active","Polymer","56µF","±20%","20V","40mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","3.2A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","Surface Mount","2917 (7343 Metric)"
http://industrial.panasonic.com/cdbs/www-data/pdf/ABE0000/ABE0000C49.pdf,"//media.digikey.com/photos/Panasonic%20Photos/CX%20SERIES%207.3L,4.3W.jpg",P18997CT-ND,EEF-CX1D560R,Panasonic Electronic Components,CAP ALUM POLY 56UF 20% 20V SMD,15167,0,"1.43000","0","1","Cut Tape (CT)","SP-Cap CX","Active","Polymer","56µF","±20%","20V","40mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","3.2A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","Surface Mount","2917 (7343 Metric)"
http://industrial.panasonic.com/cdbs/www-data/pdf/ABE0000/ABE0000C49.pdf,"//media.digikey.com/photos/Panasonic%20Photos/CX%20SERIES%207.3L,4.3W.jpg",P18997DKR-ND,EEF-CX1D560R,Panasonic Electronic Components,CAP ALUM POLY 56UF 20% 20V SMD,15167,0,"Digi-Reel","0","1","Digi-Reel®","SP-Cap CX","Active","Polymer","56µF","±20%","20V","40mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","3.2A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","Surface Mount","2917 (7343 Metric)"
http://industrial.panasonic.com/cdbs/www-data/pdf/ABE0000/ABE0000C49.pdf,"//media.digikey.com/photos/Panasonic%20Photos/CX%20SERIES%207.3L,4.3W.jpg",P18999TR-ND,EEF-CX0J221R,Panasonic Electronic Components,CAP ALUM POLY 220UF 20% 6.3V SMD,3500,0,"0.45752","0","3500","Tape & Reel (TR)","SP-Cap CX","Active","Polymer","220µF","±20%","6.3V","15mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","5.1A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","Surface Mount","2917 (7343 Metric)"
http://industrial.panasonic.com/cdbs/www-data/pdf/ABE0000/ABE0000C49.pdf,"//media.digikey.com/photos/Panasonic%20Photos/CX%20SERIES%207.3L,4.3W.jpg",P18999CT-ND,EEF-CX0J221R,Panasonic Electronic Components,CAP ALUM POLY 220UF 20% 6.3V SMD,6375,0,"1.43000","0","1","Cut Tape (CT)","SP-Cap CX","Active","Polymer","220µF","±20%","6.3V","15mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","5.1A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","Surface Mount","2917 (7343 Metric)"
http://industrial.panasonic.com/cdbs/www-data/pdf/ABE0000/ABE0000C49.pdf,"//media.digikey.com/photos/Panasonic%20Photos/CX%20SERIES%207.3L,4.3W.jpg",P18999DKR-ND,EEF-CX0J221R,Panasonic Electronic Components,CAP ALUM POLY 220UF 20% 6.3V SMD,6375,0,"Digi-Reel","0","1","Digi-Reel®","SP-Cap CX","Active","Polymer","220µF","±20%","6.3V","15mOhm","2000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","5.1A @ 100kHz","-","-","0.287"" L x 0.169"" W (7.30mm x 4.30mm)","0.075"" (1.90mm)","-","Surface Mount","2917 (7343 Metric)"
http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxg,//media.digikey.com/Photos/United%20Chemi-Con%20Photos/PXG-Series.jpg,565-4307-2-ND,APXG250ARA101MHA0G,United Chemi-Con,CAP ALUM POLY 100UF 20% 25V SMD,2000,0,"0.47770","0","500","Tape & Reel (TR)","NPCAP™-PXG","Active","Polymer","100µF","±20%","25V","24mOhm","15000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","3.3A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.406"" (10.30mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxg,//media.digikey.com/Photos/United%20Chemi-Con%20Photos/PXG-Series.jpg,565-4307-1-ND,APXG250ARA101MHA0G,United Chemi-Con,CAP ALUM POLY 100UF 20% 25V SMD,2102,0,"1.29000","0","1","Cut Tape (CT)","NPCAP™-PXG","Active","Polymer","100µF","±20%","25V","24mOhm","15000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","3.3A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.406"" (10.30mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=pxg,//media.digikey.com/Photos/United%20Chemi-Con%20Photos/PXG-Series.jpg,565-4307-6-ND,APXG250ARA101MHA0G,United Chemi-Con,CAP ALUM POLY 100UF 20% 25V SMD,2102,0,"Digi-Reel","0","1","Digi-Reel®","NPCAP™-PXG","Active","Polymer","100µF","±20%","25V","24mOhm","15000 Hrs @ 105°C","-55°C ~ 105°C","-","General Purpose","-","3.3A @ 100kHz","-","-","0.315"" Dia (8.00mm)","0.406"" (10.30mm)","0.327"" L x 0.327"" W (8.30mm x 8.30mm)","Surface Mount","Radial, Can - SMD"
http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxa,//media.digikey.com/Photos/United%20Chemi-Con%20Photos/HXA%20SERIES%206.3mm.JPG,565-4163-2-ND,HHXA350ARA470MF61G,United Chemi-Con,CAP ALUM POLY HYB 47UF 35V SMD,28000,0,"0.49650","0","1000","Tape & Reel (TR)","HXA","Active","Hybrid","47µF","±20%","35V","60mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","-","900mA @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.240"" (6.10mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxa,//media.digikey.com/Photos/United%20Chemi-Con%20Photos/HXA%20SERIES%206.3mm.JPG,565-4163-1-ND,HHXA350ARA470MF61G,United Chemi-Con,CAP ALUM POLY HYB 47UF 35V SMD,29257,0,"1.52000","0","1","Cut Tape (CT)","HXA","Active","Hybrid","47µF","±20%","35V","60mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","-","900mA @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.240"" (6.10mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
http://www.chemi-con.co.jp/cgi-bin/CAT_DB/SEARCH/cat_db_al.cgi?e=e&j=p&pdfname=hxa,//media.digikey.com/Photos/United%20Chemi-Con%20Photos/HXA%20SERIES%206.3mm.JPG,565-4163-6-ND,HHXA350ARA470MF61G,United Chemi-Con,CAP ALUM POLY HYB 47UF 35V SMD,29257,0,"Digi-Reel","0","1","Digi-Reel®","HXA","Active","Hybrid","47µF","±20%","35V","60mOhm","4000 Hrs @ 125°C","-55°C ~ 125°C","AEC-Q200","Automotive","-","900mA @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.240"" (6.10mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1221.pdf,//media.digikey.com/Photos/Panasonic%20Photos/EEH-ZA1V270P.jpg,P15454TR-ND,EEH-ZA1V470P,Panasonic Electronic Components,CAP ALUM POLY HYB 47UF 35V SMD,22000,0,"0.49980","0","1000","Tape & Reel (TR)","ZA","Active","Hybrid","47µF","±20%","35V","60mOhm","10000 Hrs @ 105°C","-55°C ~ 105°C","AEC-Q200","Automotive","195mA @ 100Hz","1.3A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.240"" (6.10mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1221.pdf,//media.digikey.com/Photos/Panasonic%20Photos/EEH-ZA1V270P.jpg,P15454CT-ND,EEH-ZA1V470P,Panasonic Electronic Components,CAP ALUM POLY HYB 47UF 35V SMD,22712,0,"1.53000","0","1","Cut Tape (CT)","ZA","Active","Hybrid","47µF","±20%","35V","60mOhm","10000 Hrs @ 105°C","-55°C ~ 105°C","AEC-Q200","Automotive","195mA @ 100Hz","1.3A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.240"" (6.10mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
https://industrial.panasonic.com/cdbs/www-data/pdf/RDD0000/ABA0000C1221.pdf,//media.digikey.com/Photos/Panasonic%20Photos/EEH-ZA1V270P.jpg,P15454DKR-ND,EEH-ZA1V470P,Panasonic Electronic Components,CAP ALUM POLY HYB 47UF 35V SMD,22712,0,"Digi-Reel","0","1","Digi-Reel®","ZA","Active","Hybrid","47µF","±20%","35V","60mOhm","10000 Hrs @ 105°C","-55°C ~ 105°C","AEC-Q200","Automotive","195mA @ 100Hz","1.3A @ 100kHz","-","-","0.248"" Dia (6.30mm)","0.240"" (6.10mm)","0.260"" L x 0.260"" W (6.60mm x 6.60mm)","Surface Mount","Radial, Can - SMD"
