Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,"//media.digikey.com/Renders/Murata%20Renders/0402-(1005-Metric)-0,55mm.jpg",490-6310-6-ND,GRM155R61C104KA88J,Murata Electronics North America,CAP CER 0.1UF 16V X5R 0402,3925805,0,"Digi-Reel","0","1","Digi-Reel®","GRM","Not For New Designs","0.1µF","±10%","16V","X5R","-55°C ~ 85°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A105MQ5NNNC.jsp,//media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/0805-(1.40)-CL-Series.jpg,1276-1235-2-ND,CL05A105MQ5NNNC,Samsung Electro-Mechanics,CAP CER 1UF 6.3V X5R 0402,5290000,0,"0.00474","0","10000","Tape & Reel (TR)","CL","Active","1µF","±20%","6.3V","X5R","-55°C ~ 85°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A105MQ5NNNC.jsp,//media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/0805-(1.40)-CL-Series.jpg,1276-1235-1-ND,CL05A105MQ5NNNC,Samsung Electro-Mechanics,CAP CER 1UF 6.3V X5R 0402,5302313,0,"0.10000","0","1","Cut Tape (CT)","CL","Active","1µF","±20%","6.3V","X5R","-55°C ~ 85°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.samsungsem.com/kr/support/product-search/mlcc/CL05A105MQ5NNNC.jsp,//media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/0805-(1.40)-CL-Series.jpg,1276-1235-6-ND,CL05A105MQ5NNNC,Samsung Electro-Mechanics,CAP CER 1UF 6.3V X5R 0402,5302313,0,"Digi-Reel","0","1","Digi-Reel®","CL","Active","1µF","±20%","6.3V","X5R","-55°C ~ 85°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1024-2-ND,CC0402JRNPO9BN101,Yageo,CAP CER 100PF 50V C0G/NPO 0402,8840000,0,"0.00346","0","10000","Tape & Reel (TR)","CC","Active","100pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1024-1-ND,CC0402JRNPO9BN101,Yageo,CAP CER 100PF 50V C0G/NPO 0402,8845141,0,"0.10000","0","1","Cut Tape (CT)","CC","Active","100pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1024-6-ND,CC0402JRNPO9BN101,Yageo,CAP CER 100PF 50V C0G/NPO 0402,8845141,0,"Digi-Reel","0","1","Digi-Reel®","CC","Active","100pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1018-2-ND,CC0402JRNPO9BN220,Yageo,CAP CER 22PF 50V C0G/NPO 0402,7050000,0,"0.00377","0","10000","Tape & Reel (TR)","CC","Active","22pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1018-1-ND,CC0402JRNPO9BN220,Yageo,CAP CER 22PF 50V C0G/NPO 0402,7052467,0,"0.10000","0","1","Cut Tape (CT)","CC","Active","22pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1018-6-ND,CC0402JRNPO9BN220,Yageo,CAP CER 22PF 50V C0G/NPO 0402,7052467,0,"Digi-Reel","0","1","Digi-Reel®","CC","Active","22pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1021-2-ND,CC0402JRNPO9BN470,Yageo,CAP CER 47PF 50V C0G/NPO 0402,3570000,0,"0.00476","0","10000","Tape & Reel (TR)","CC","Active","47pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1021-1-ND,CC0402JRNPO9BN470,Yageo,CAP CER 47PF 50V C0G/NPO 0402,3572416,0,"0.10000","0","1","Cut Tape (CT)","CC","Active","47pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1021-6-ND,CC0402JRNPO9BN470,Yageo,CAP CER 47PF 50V C0G/NPO 0402,3572416,0,"Digi-Reel","0","1","Digi-Reel®","CC","Active","47pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,"//media.digikey.com/Renders/Murata%20Renders/0402-(1005-Metric)-0,55mm.jpg",490-7754-2-ND,GRM1555C1H101JA01J,Murata Electronics North America,CAP CER 100PF 50V C0G/NP0 0402,2350000,0,"0.00476","0","50000","Tape & Reel (TR)","GRM","Not For New Designs","100pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,"//media.digikey.com/Renders/Murata%20Renders/0402-(1005-Metric)-0,55mm.jpg",490-7754-1-ND,GRM1555C1H101JA01J,Murata Electronics North America,CAP CER 100PF 50V C0G/NP0 0402,2375758,0,"0.10000","0","1","Cut Tape (CT)","GRM","Not For New Designs","100pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,"//media.digikey.com/Renders/Murata%20Renders/0402-(1005-Metric)-0,55mm.jpg",490-7754-6-ND,GRM1555C1H101JA01J,Murata Electronics North America,CAP CER 100PF 50V C0G/NP0 0402,2375258,0,"Digi-Reel","0","1","Digi-Reel®","GRM","Not For New Designs","100pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1014-2-ND,CC0402JRNPO9BN100,Yageo,CAP CER 10PF 50V C0G/NPO 0402,1740000,0,"0.00476","0","10000","Tape & Reel (TR)","CC","Active","10pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1014-1-ND,CC0402JRNPO9BN100,Yageo,CAP CER 10PF 50V C0G/NPO 0402,1746518,0,"0.10000","0","1","Cut Tape (CT)","CC","Active","10pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1014-6-ND,CC0402JRNPO9BN100,Yageo,CAP CER 10PF 50V C0G/NPO 0402,1746518,0,"Digi-Reel","0","1","Digi-Reel®","CC","Active","10pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1028-2-ND,CC0402KRX7R9BB471,Yageo,CAP CER 470PF 50V X7R 0402,1670000,0,"0.00377","0","10000","Tape & Reel (TR)","CC","Active","470pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1028-1-ND,CC0402KRX7R9BB471,Yageo,CAP CER 470PF 50V X7R 0402,1673938,0,"0.10000","0","1","Cut Tape (CT)","CC","Active","470pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1028-6-ND,CC0402KRX7R9BB471,Yageo,CAP CER 470PF 50V X7R 0402,1673938,0,"Digi-Reel","0","1","Digi-Reel®","CC","Active","470pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1415-2-ND,CC0402JRNPO9BN180,Yageo,CAP CER 18PF 50V C0G/NPO 0402,830000,0,"0.00399","0","10000","Tape & Reel (TR)","CC","Active","18pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1415-1-ND,CC0402JRNPO9BN180,Yageo,CAP CER 18PF 50V C0G/NPO 0402,836253,0,"0.10000","0","1","Cut Tape (CT)","CC","Active","18pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GP_NP0_16V-to-50V_16.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1415-6-ND,CC0402JRNPO9BN180,Yageo,CAP CER 18PF 50V C0G/NPO 0402,836253,0,"Digi-Reel","0","1","Digi-Reel®","CC","Active","18pF","±5%","50V","C0G, NP0","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1034-2-ND,CC0402KRX7R9BB332,Yageo,CAP CER 3300PF 50V X7R 0402,780000,0,"0.00399","0","10000","Tape & Reel (TR)","CC","Active","3300pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1034-1-ND,CC0402KRX7R9BB332,Yageo,CAP CER 3300PF 50V X7R 0402,784698,0,"0.10000","0","1","Cut Tape (CT)","CC","Active","3300pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.yageo.com/documents/recent/UPY-GPHC_X7R_6.3V-to-50V_18.pdf,//media.digikey.com/Renders/Yageo%20Renders/0402%280%5E50%20thickness%29.jpg,311-1034-6-ND,CC0402KRX7R9BB332,Yageo,CAP CER 3300PF 50V X7R 0402,784698,0,"Digi-Reel","0","1","Digi-Reel®","CC","Active","3300pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.yuden.co.jp/productdata/catalog/mlcc01_e.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/0402-(1005-Metric).jpg,587-1227-2-ND,LMK105BJ104KV-F,Taiyo Yuden,CAP CER 0.1UF 10V X5R 0402,31120000,0,"0.00479","0","10000","Tape & Reel (TR)","M","Active","0.1µF","±10%","10V","X5R","-55°C ~ 85°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.yuden.co.jp/productdata/catalog/mlcc01_e.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/0402-(1005-Metric).jpg,587-1227-1-ND,LMK105BJ104KV-F,Taiyo Yuden,CAP CER 0.1UF 10V X5R 0402,31132140,0,"0.10000","0","1","Cut Tape (CT)","M","Active","0.1µF","±10%","10V","X5R","-55°C ~ 85°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.yuden.co.jp/productdata/catalog/mlcc01_e.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/0402-(1005-Metric).jpg,587-1227-6-ND,LMK105BJ104KV-F,Taiyo Yuden,CAP CER 0.1UF 10V X5R 0402,31132140,0,"Digi-Reel","0","1","Digi-Reel®","M","Active","0.1µF","±10%","10V","X5R","-55°C ~ 85°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://api.kemet.com/component-edge/download/datasheet/C0402C105K9PACTU.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-0.70mm-C-Series.jpg,399-4873-2-ND,C0402C105K9PACTU,KEMET,CAP CER 1UF 6.3V X5R 0402,1540000,0,"0.00479","0","10000","Tape & Reel (TR)","SMD Comm X5R","Active","1µF","±10%","6.3V","X5R","-55°C ~ 85°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://api.kemet.com/component-edge/download/datasheet/C0402C105K9PACTU.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-0.70mm-C-Series.jpg,399-4873-1-ND,C0402C105K9PACTU,KEMET,CAP CER 1UF 6.3V X5R 0402,1543577,0,"0.10000","0","1","Cut Tape (CT)","SMD Comm X5R","Active","1µF","±10%","6.3V","X5R","-55°C ~ 85°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://api.kemet.com/component-edge/download/datasheet/C0402C105K9PACTU.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-0.70mm-C-Series.jpg,399-4873-6-ND,C0402C105K9PACTU,KEMET,CAP CER 1UF 6.3V X5R 0402,1543577,0,"Digi-Reel","0","1","Digi-Reel®","SMD Comm X5R","Active","1µF","±10%","6.3V","X5R","-55°C ~ 85°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,"//media.digikey.com/Renders/Murata%20Renders/0402-(1005-Metric)-0,55mm.jpg",490-1312-2-ND,GRM155R71E103KA01D,Murata Electronics North America,CAP CER 10000PF 25V X7R 0402,10440000,0,"0.00483","0","10000","Tape & Reel (TR)","GRM","Not For New Designs","10000pF","±10%","25V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,"//media.digikey.com/Renders/Murata%20Renders/0402-(1005-Metric)-0,55mm.jpg",490-1312-1-ND,GRM155R71E103KA01D,Murata Electronics North America,CAP CER 10000PF 25V X7R 0402,10455969,0,"0.10000","0","1","Cut Tape (CT)","GRM","Not For New Designs","10000pF","±10%","25V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,"//media.digikey.com/Renders/Murata%20Renders/0402-(1005-Metric)-0,55mm.jpg",490-1312-6-ND,GRM155R71E103KA01D,Murata Electronics North America,CAP CER 10000PF 25V X7R 0402,10455969,0,"Digi-Reel","0","1","Digi-Reel®","GRM","Not For New Designs","10000pF","±10%","25V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,"//media.digikey.com/Renders/Murata%20Renders/0402-(1005-Metric)-0,55mm.jpg",490-1313-2-ND,GRM155R71C103KA01D,Murata Electronics North America,CAP CER 10000PF 16V X7R 0402,7960000,0,"0.00483","0","10000","Tape & Reel (TR)","GRM","Not For New Designs","10000pF","±10%","16V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,"//media.digikey.com/Renders/Murata%20Renders/0402-(1005-Metric)-0,55mm.jpg",490-1313-1-ND,GRM155R71C103KA01D,Murata Electronics North America,CAP CER 10000PF 16V X7R 0402,7960906,0,"0.10000","0","1","Cut Tape (CT)","GRM","Not For New Designs","10000pF","±10%","16V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,"//media.digikey.com/Renders/Murata%20Renders/0402-(1005-Metric)-0,55mm.jpg",490-1313-6-ND,GRM155R71C103KA01D,Murata Electronics North America,CAP CER 10000PF 16V X7R 0402,7964906,0,"Digi-Reel","0","1","Digi-Reel®","GRM","Not For New Designs","10000pF","±10%","16V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://api.kemet.com/component-edge/download/datasheet/C0402C102K3RACTU.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-0.70mm-C-Series.jpg,399-1031-2-ND,C0402C102K3RACTU,KEMET,CAP CER 1000PF 25V X7R 0402,1130000,0,"0.00483","0","10000","Tape & Reel (TR)","SMD Comm X7R","Active","1000pF","±10%","25V","X7R","-55°C ~ 125°C","-","-","Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://api.kemet.com/component-edge/download/datasheet/C0402C102K3RACTU.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-0.70mm-C-Series.jpg,399-1031-1-ND,C0402C102K3RACTU,KEMET,CAP CER 1000PF 25V X7R 0402,1135148,0,"0.10000","0","1","Cut Tape (CT)","SMD Comm X7R","Active","1000pF","±10%","25V","X7R","-55°C ~ 125°C","-","-","Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://api.kemet.com/component-edge/download/datasheet/C0402C102K3RACTU.pdf,//media.digikey.com/Renders/Kemet%20Renders/0402-(1005-Metric)-0.70mm-C-Series.jpg,399-1031-6-ND,C0402C102K3RACTU,KEMET,CAP CER 1000PF 25V X7R 0402,1135148,0,"Digi-Reel","0","1","Digi-Reel®","SMD Comm X7R","Active","1000pF","±10%","25V","X7R","-55°C ~ 125°C","-","-","Bypass, Decoupling","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,"//media.digikey.com/Renders/Murata%20Renders/0402-(1005-Metric)-0,55mm.jpg",490-1303-2-ND,GRM155R71H102KA01D,Murata Electronics North America,CAP CER 1000PF 50V X7R 0402,200000,0,"0.00483","0","10000","Tape & Reel (TR)","GRM","Not For New Designs","1000pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,"//media.digikey.com/Renders/Murata%20Renders/0402-(1005-Metric)-0,55mm.jpg",490-1303-1-ND,GRM155R71H102KA01D,Murata Electronics North America,CAP CER 1000PF 50V X7R 0402,219467,0,"0.10000","0","1","Cut Tape (CT)","GRM","Not For New Designs","1000pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
https://www.murata.com/~/media/webrenewal/support/library/catalog/products/capacitor/mlcc/c02e.ashx?la=en-us,"//media.digikey.com/Renders/Murata%20Renders/0402-(1005-Metric)-0,55mm.jpg",490-1303-6-ND,GRM155R71H102KA01D,Murata Electronics North America,CAP CER 1000PF 50V X7R 0402,219467,0,"Digi-Reel","0","1","Digi-Reel®","GRM","Not For New Designs","1000pF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0402 (1005 Metric)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-","0.022"" (0.55mm)","-","-"
http://www.samsungsem.com/kr/support/product-search/mlcc/CL10B104KB8NNNC.jsp,//media.digikey.com/Renders/Samsung%20Electro-Mechanics%20America/0805-(1.40)-CL-Series.jpg,1276-1000-2-ND,CL10B104KB8NNNC,Samsung Electro-Mechanics,CAP CER 0.1UF 50V X7R 0603,14756000,0,"0.00502","0","4000","Tape & Reel (TR)","CL","Active","0.1µF","±10%","50V","X7R","-55°C ~ 125°C","-","-","General Purpose","-","Surface Mount, MLCC","0603 (1608 Metric)","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","-","0.035"" (0.90mm)","-","-"
