Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Capacitance","Tolerance","Voltage - Rated","ESR (Equivalent Series Resistance)","Lifetime @ Temp.","Termination","Mounting Type","Package / Case","Lead Spacing","Size / Dimension","Height - Seated (Max)","Operating Temperature"
https://www.sii.co.jp/en/me/files/2016/02/English_Micro-Battery-2016.pdf,//media.digikey.com/photos/Seiko%20Instr%20Photos/XH311HU-IV07E.JPG,728-1086-2-ND,XH311HU-IV07E,Seiko Instruments,CAP 35MF 3.3V SURFACE MNT,28000,0,"0.60750","0","4000","Tape & Reel (TR)","XH","Not For New Designs","35mF","-","3.3V","-","-","SMD (SMT) Tabs","Surface Mount","Coin, Wide and Corner Terminals","-","0.150"" Dia (3.80mm)","0.059"" (1.50mm)","-20°C ~ 60°C"
https://www.sii.co.jp/en/me/files/2016/02/English_Micro-Battery-2016.pdf,//media.digikey.com/photos/Seiko%20Instr%20Photos/XH311HU-IV07E.JPG,728-1086-1-ND,XH311HU-IV07E,Seiko Instruments,CAP 35MF 3.3V SURFACE MNT,31169,0,"1.76000","0","1","Cut Tape (CT)","XH","Not For New Designs","35mF","-","3.3V","-","-","SMD (SMT) Tabs","Surface Mount","Coin, Wide and Corner Terminals","-","0.150"" Dia (3.80mm)","0.059"" (1.50mm)","-20°C ~ 60°C"
https://www.sii.co.jp/en/me/files/2016/02/English_Micro-Battery-2016.pdf,//media.digikey.com/photos/Seiko%20Instr%20Photos/XH311HU-IV07E.JPG,728-1086-6-ND,XH311HU-IV07E,Seiko Instruments,CAP 35MF 3.3V SURFACE MNT,31169,0,"Digi-Reel","0","1","Digi-Reel®","XH","Not For New Designs","35mF","-","3.3V","-","-","SMD (SMT) Tabs","Surface Mount","Coin, Wide and Corner Terminals","-","0.150"" Dia (3.80mm)","0.059"" (1.50mm)","-20°C ~ 60°C"
"//media.digikey.com/pdf/Data%20Sheets/Elna%20America%20Inc/DS,DSK.pdf",//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1020-2-ND,DSK-3R3H224U-HL,Elna America,CAP 220MF -20% +80% 3.3V SMD,88500,0,"0.64815","0","1500","Tape & Reel (TR)","DSK","Active","220mF","-20%, +80%","3.3V","200Ohm","1000 Hrs @ 60°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.268"" Dia (6.80mm)","0.118"" (3.00mm)","-10°C ~ 60°C"
"//media.digikey.com/pdf/Data%20Sheets/Elna%20America%20Inc/DS,DSK.pdf",//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1020-1-ND,DSK-3R3H224U-HL,Elna America,CAP 220MF -20% +80% 3.3V SMD,88883,0,"1.89000","0","1","Cut Tape (CT)","DSK","Active","220mF","-20%, +80%","3.3V","200Ohm","1000 Hrs @ 60°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.268"" Dia (6.80mm)","0.118"" (3.00mm)","-10°C ~ 60°C"
"//media.digikey.com/pdf/Data%20Sheets/Elna%20America%20Inc/DS,DSK.pdf",//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1020-6-ND,DSK-3R3H224U-HL,Elna America,CAP 220MF -20% +80% 3.3V SMD,88883,0,"Digi-Reel","0","1","Digi-Reel®","DSK","Active","220mF","-20%, +80%","3.3V","200Ohm","1000 Hrs @ 60°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.268"" Dia (6.80mm)","0.118"" (3.00mm)","-10°C ~ 60°C"
http://nichicon-us.com/english/products/pdfs/e-juw.pdf,//media.digikey.com/Photos/Nichicon%20Photos/JUWT1105MCD.JPG,493-4330-ND,JUWT1105MCD,Nichicon,CAP 1F 20% 2.7V T/H,211076,0,"0.71000","0","1","Bulk","EVerCAP® JUW","Active","1F","±20%","2.7V","4Ohm @ 1kHz","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial, Can","0.098"" (2.50mm)","0.248"" Dia (6.30mm)","0.413"" (10.50mm)","-25°C ~ 70°C"
"//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/XH414HG,%20XH409HG.pdf",//media.digikey.com/photos/Seiko%20Instr%20Photos/XH414HG-IV01E.JPG,728-1050-2-ND,XH414HG-IV01E,Seiko Instruments,CAP 80MF 3.3V SURFACE MNT,64000,0,"0.71500","0","4000","Tape & Reel (TR)","XH-HG","Not For New Designs","80mF","-","3.3V","-","-","SMD (SMT) Tabs","Surface Mount","Coin, Wide and Corner Terminals","-","0.189"" Dia (4.80mm)","0.073"" (1.85mm)","-20°C ~ 60°C"
"//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/XH414HG,%20XH409HG.pdf",//media.digikey.com/photos/Seiko%20Instr%20Photos/XH414HG-IV01E.JPG,728-1050-1-ND,XH414HG-IV01E,Seiko Instruments,CAP 80MF 3.3V SURFACE MNT,66195,0,"2.15000","0","1","Cut Tape (CT)","XH-HG","Not For New Designs","80mF","-","3.3V","-","-","SMD (SMT) Tabs","Surface Mount","Coin, Wide and Corner Terminals","-","0.189"" Dia (4.80mm)","0.073"" (1.85mm)","-20°C ~ 60°C"
"//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/XH414HG,%20XH409HG.pdf",//media.digikey.com/photos/Seiko%20Instr%20Photos/XH414HG-IV01E.JPG,728-1050-6-ND,XH414HG-IV01E,Seiko Instruments,CAP 80MF 3.3V SURFACE MNT,66195,0,"Digi-Reel","0","1","Digi-Reel®","XH-HG","Not For New Designs","80mF","-","3.3V","-","-","SMD (SMT) Tabs","Surface Mount","Coin, Wide and Corner Terminals","-","0.189"" Dia (4.80mm)","0.073"" (1.85mm)","-20°C ~ 60°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/ds_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1147-2-ND,DSK-3R3H204T614-H2L,Elna America,CAP 200MF -20% +80% 3.3V SMD,30000,0,"0.74640","0","1500","Tape & Reel (TR)","DSK","Active","200mF","-20%, +80%","3.3V","200Ohm","1000 Hrs @ 60°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.268"" Dia (6.80mm)","0.071"" (1.80mm)","-10°C ~ 60°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/ds_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1147-1-ND,DSK-3R3H204T614-H2L,Elna America,CAP 200MF -20% +80% 3.3V SMD,31387,0,"1.95000","0","1","Cut Tape (CT)","DSK","Active","200mF","-20%, +80%","3.3V","200Ohm","1000 Hrs @ 60°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.268"" Dia (6.80mm)","0.071"" (1.80mm)","-10°C ~ 60°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/ds_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1147-6-ND,DSK-3R3H204T614-H2L,Elna America,CAP 200MF -20% +80% 3.3V SMD,31387,0,"Digi-Reel","0","1","Digi-Reel®","DSK","Active","200mF","-20%, +80%","3.3V","200Ohm","1000 Hrs @ 60°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.268"" Dia (6.80mm)","0.071"" (1.80mm)","-10°C ~ 60°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dsk414_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1165-2-ND,DSK-3R3H703T414-HLL,Elna America,CAP 70MF -20% +80% 3.3V SMD,36000,0,"0.75276","0","2000","Tape & Reel (TR)","DSK","Active","70mF","-20%, +80%","3.3V","100Ohm","500 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.189"" Dia (4.80mm)","0.067"" (1.71mm)","-10°C ~ 70°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dsk414_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1165-1-ND,DSK-3R3H703T414-HLL,Elna America,CAP 70MF -20% +80% 3.3V SMD,39653,0,"2.18000","0","1","Cut Tape (CT)","DSK","Active","70mF","-20%, +80%","3.3V","100Ohm","500 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.189"" Dia (4.80mm)","0.067"" (1.71mm)","-10°C ~ 70°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dsk414_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1165-6-ND,DSK-3R3H703T414-HLL,Elna America,CAP 70MF -20% +80% 3.3V SMD,39653,0,"Digi-Reel","0","1","Digi-Reel®","DSK","Active","70mF","-20%, +80%","3.3V","100Ohm","500 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.189"" Dia (4.80mm)","0.067"" (1.71mm)","-10°C ~ 70°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dsk414_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1148-2-ND,DSK-3R3H703T414-HRL,Elna America,CAP 70MF -20% +80% 3.3V SMD,18000,0,"0.75276","0","2000","Tape & Reel (TR)","DSK","Active","70mF","-20%, +80%","3.3V","100Ohm","500 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.189"" Dia (4.80mm)","0.085"" (2.16mm)","-10°C ~ 70°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dsk414_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1148-1-ND,DSK-3R3H703T414-HRL,Elna America,CAP 70MF -20% +80% 3.3V SMD,19369,0,"2.18000","0","1","Cut Tape (CT)","DSK","Active","70mF","-20%, +80%","3.3V","100Ohm","500 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.189"" Dia (4.80mm)","0.085"" (2.16mm)","-10°C ~ 70°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dsk414_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1148-6-ND,DSK-3R3H703T414-HRL,Elna America,CAP 70MF -20% +80% 3.3V SMD,19369,0,"Digi-Reel","0","1","Digi-Reel®","DSK","Active","70mF","-20%, +80%","3.3V","100Ohm","500 Hrs @ 70°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.189"" Dia (4.80mm)","0.085"" (2.16mm)","-10°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/CPH3225A_CP3225A.pdf,//media.digikey.com/Renders/Seiko%20Instr%20Renders/CPH3225A%201210%20%283225%20Metric%29.jpg,728-1067-2-ND,CPH3225A-2K,Seiko Instruments,CAP 11MF 3.3V SURFACE MNT,124000,0,"0.78300","0","2000","Tape & Reel (TR)","CPH3225A","Active","11mF","-","3.3V","-","-","SMD (SMT) Tabs","Surface Mount","1210 (3225 Metric)","-","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/CPH3225A_CP3225A.pdf,//media.digikey.com/Renders/Seiko%20Instr%20Renders/CPH3225A%201210%20%283225%20Metric%29.jpg,728-1067-1-ND,CPH3225A-2K,Seiko Instruments,CAP 11MF 3.3V SURFACE MNT,124875,0,"2.27000","0","1","Cut Tape (CT)","CPH3225A","Active","11mF","-","3.3V","-","-","SMD (SMT) Tabs","Surface Mount","1210 (3225 Metric)","-","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Seiko%20Instruments%20PDFs/CPH3225A_CP3225A.pdf,//media.digikey.com/Renders/Seiko%20Instr%20Renders/CPH3225A%201210%20%283225%20Metric%29.jpg,728-1067-6-ND,CPH3225A-2K,Seiko Instruments,CAP 11MF 3.3V SURFACE MNT,124875,0,"Digi-Reel","0","1","Digi-Reel®","CPH3225A","Active","11mF","-","3.3V","-","-","SMD (SMT) Tabs","Surface Mount","1210 (3225 Metric)","-","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Elna%20America%20Inc/DSK-3R3H334T-HL_Dwg.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1160-2-ND,DSK-3R3H334T-HL,Elna America,CAP 330MF -20% +80% 3.3V SMD,60000,0,"0.86016","0","1500","Tape & Reel (TR)","DSK","Active","330mF","-20%, +80%","3.3V","200Ohm","500 Hrs @ 60°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.268"" Dia (6.80mm)","0.118"" (3.00mm)","-10°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Elna%20America%20Inc/DSK-3R3H334T-HL_Dwg.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1160-1-ND,DSK-3R3H334T-HL,Elna America,CAP 330MF -20% +80% 3.3V SMD,61293,0,"2.40000","0","1","Cut Tape (CT)","DSK","Active","330mF","-20%, +80%","3.3V","200Ohm","500 Hrs @ 60°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.268"" Dia (6.80mm)","0.118"" (3.00mm)","-10°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Elna%20America%20Inc/DSK-3R3H334T-HL_Dwg.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DSKW-SERIES.jpg,604-1160-6-ND,DSK-3R3H334T-HL,Elna America,CAP 330MF -20% +80% 3.3V SMD,61293,0,"Digi-Reel","0","1","Digi-Reel®","DSK","Active","330mF","-20%, +80%","3.3V","200Ohm","500 Hrs @ 60°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Opposite Sides","-","0.268"" Dia (6.80mm)","0.118"" (3.00mm)","-10°C ~ 60°C"
https://api.kemet.com/component-edge/download/datasheet/FC0H104ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-10939-2-ND,FC0H104ZFTBR24,KEMET,CAP 100MF -20% +80% 5.5V SMD,12000,0,"1.05700","0","1000","Tape & Reel (TR)","FC","Active","100mF","-20%, +80%","5.5V","25Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://api.kemet.com/component-edge/download/datasheet/FC0H104ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-10939-1-ND,FC0H104ZFTBR24,KEMET,CAP 100MF -20% +80% 5.5V SMD,13426,0,"2.95000","0","1","Cut Tape (CT)","FC","Active","100mF","-20%, +80%","5.5V","25Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://api.kemet.com/component-edge/download/datasheet/FC0H104ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-10939-6-ND,FC0H104ZFTBR24,KEMET,CAP 100MF -20% +80% 5.5V SMD,13426,0,"Digi-Reel","0","1","Digi-Reel®","FC","Active","100mF","-20%, +80%","5.5V","25Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4376_HV_Series.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV0810-2R7105-R.JPG,283-4198-ND,HV0810-2R7105-R,Eaton - Electronics Division,CAP 1F -10% +30% 2.7V T/H,14512,0,"1.25000","0","1","Bulk","PowerStor HV","Active","1F","-10%, +30%","2.7V","200mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.532"" (13.50mm)","-40°C ~ 65°C"
https://api.kemet.com/component-edge/download/datasheet/FC0H224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-10941-2-ND,FC0H224ZFTBR24,KEMET,CAP 220MF -20% +80% 5.5V SMD,10000,0,"1.27200","0","500","Tape & Reel (TR)","FC","Active","220mF","-20%, +80%","5.5V","25Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
https://api.kemet.com/component-edge/download/datasheet/FC0H224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-10941-1-ND,FC0H224ZFTBR24,KEMET,CAP 220MF -20% +80% 5.5V SMD,10388,0,"3.11000","0","1","Cut Tape (CT)","FC","Active","220mF","-20%, +80%","5.5V","25Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
https://api.kemet.com/component-edge/download/datasheet/FC0H224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FC-SERIES-10.50mm.jpg,399-10941-6-ND,FC0H224ZFTBR24,KEMET,CAP 220MF -20% +80% 5.5V SMD,10388,0,"Digi-Reel","0","1","Digi-Reel®","FC","Active","220mF","-20%, +80%","5.5V","25Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.413"" Dia (10.50mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
//media.digikey.com/pdf/Data%20Sheets/Elna%20America%20Inc/DC_DCKe.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DCK-3R3E224U-E.JPG,604-1007-ND,DCK-3R3E224U-E,Elna America,CAP 220MF -20% +80% 3.3V SMD,95261,0,"1.41000","0","1","Bulk","DCK","Active","220mF","-20%, +80%","3.3V","200Ohm @ 1kHz","1000 Hrs @ 60°C","SMD (SMT) Tabs","Surface Mount","Coin, Wide Terminals - Same Sides","-","0.268"" Dia (6.80mm)","0.083"" (2.10mm)","-10°C ~ 60°C"
https://www.sii.co.jp/en/me/files/2018/04/MicroBattery_catalogue_E_2018_forWeb.pdf,//media.digikey.com/Renders/Seiko%20Instr%20Renders/CPX-Series_1210_3225-MetricPKG.JPG,728-1083-2-ND,CPX3225A752D,Seiko Instruments,CAP 7.5MF 2.6V SURFACE MNT,2000,0,"1.45800","0","1000","Tape & Reel (TR)","CPX","Active","7.5mF","-","2.6V","25Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","1210 (3225 Metric)","-","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)","-30°C ~ 70°C"
https://www.sii.co.jp/en/me/files/2018/04/MicroBattery_catalogue_E_2018_forWeb.pdf,//media.digikey.com/Renders/Seiko%20Instr%20Renders/CPX-Series_1210_3225-MetricPKG.JPG,728-1083-1-ND,CPX3225A752D,Seiko Instruments,CAP 7.5MF 2.6V SURFACE MNT,2271,0,"3.85000","0","1","Cut Tape (CT)","CPX","Active","7.5mF","-","2.6V","25Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","1210 (3225 Metric)","-","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)","-30°C ~ 70°C"
https://www.sii.co.jp/en/me/files/2018/04/MicroBattery_catalogue_E_2018_forWeb.pdf,//media.digikey.com/Renders/Seiko%20Instr%20Renders/CPX-Series_1210_3225-MetricPKG.JPG,728-1083-6-ND,CPX3225A752D,Seiko Instruments,CAP 7.5MF 2.6V SURFACE MNT,2271,0,"Digi-Reel","0","1","Digi-Reel®","CPX","Active","7.5mF","-","2.6V","25Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","1210 (3225 Metric)","-","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.035"" (0.90mm)","-30°C ~ 70°C"
http://www.illinoiscapacitor.com/pdf/seriesDocuments/DGH%20series.pdf,//media.digikey.com/Photos/Illinois%20Capacitor/MFG_DGH.JPG,1572-1765-ND,DGH335Q2R7,Illinois Capacitor,CAPACITOR 3.3F -10% +30% 2.7V TH,7634,0,"1.47000","0","1","Bulk","DGH","Active","3.3F","-10%, +30%","2.7V","80mOhm","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.846"" (21.50mm)","-40°C ~ 65°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dc_e.pdf,//media.digikey.com/photos/Elna%20America%20Photos/DC-2R5E204T614-E.JPG,604-1078-ND,DCK-3R3E204T614-E,Elna America,CAP 200MF -20% +80% 3.3V SMD,52708,0,"1.57000","0","1","Bulk","DCK","Active","200mF","-20%, +80%","3.3V","200Ohm @ 1kHz","1000 Hrs @ 60°C","SMD (SMT) Tabs","Surface Mount","Coin, Thin Terminals - Same Sides","-","0.268"" Dia (6.80mm)","0.055"" (1.40mm)","-10°C ~ 60°C"
https://api.kemet.com/component-edge/download/datasheet/FYD0H104ZF.pdf,//media.digikey.com/Photos/Kemet%20Photos/FYD0H104ZF.jpg,399-10797-ND,FYD0H104ZF,KEMET,CAP 100MF -20% +80% 5.5V T/H,4394,0,"1.78000","0","1","Bulk","FYD","Active","100mF","-20%, +80%","5.5V","100Ohm @ 1kHz","-","PC Pins","Through Hole","Radial, Can","0.200"" (5.08mm)","0.512"" Dia (13.00mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
https://api.kemet.com/component-edge/download/datasheet/FCS0H224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FCS0H104ZFTBR24.JPG,399-16034-2-ND,FCS0H224ZFTBR24,KEMET,CAP 220MF -20% +80% 5.5V SMD,5500,0,"1.79076","0","500","Tape & Reel (TR)","FC","Active","220mF","-20%, +80%","5.5V","50Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.421"" Dia (10.70mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
https://api.kemet.com/component-edge/download/datasheet/FCS0H224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FCS0H104ZFTBR24.JPG,399-16034-1-ND,FCS0H224ZFTBR24,KEMET,CAP 220MF -20% +80% 5.5V SMD,5642,0,"4.40000","0","1","Cut Tape (CT)","FC","Active","220mF","-20%, +80%","5.5V","50Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.421"" Dia (10.70mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
https://api.kemet.com/component-edge/download/datasheet/FCS0H224ZFTBR24.pdf,//media.digikey.com/Photos/Kemet%20Photos/FCS0H104ZFTBR24.JPG,399-16034-6-ND,FCS0H224ZFTBR24,KEMET,CAP 220MF -20% +80% 5.5V SMD,5642,0,"Digi-Reel","0","1","Digi-Reel®","FC","Active","220mF","-20%, +80%","5.5V","50Ohm @ 1kHz","-","SMD (SMT) Tabs","Surface Mount","Radial, Can - SMD","-","0.421"" Dia (10.70mm)","0.335"" (8.50mm)","-25°C ~ 70°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dx_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DXH%20SERIES.JPG,604-1022-ND,DX-5R5H104U,Elna America,CAP 100MF -20% +80% 5.5V T/H,25371,0,"1.94000","0","1","Bulk","DX","Active","100mF","-20%, +80%","5.5V","75Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.453"" Dia (11.50mm)","0.217"" (5.50mm)","-25°C ~ 70°C"
https://api.kemet.com/component-edge/download/datasheet/FM0H473ZF.pdf,//media.digikey.com/photos/Kemet%20Photos/FM-Series.JPG,399-13099-ND,FM0H473ZF,KEMET,CAP 47MF -20% +80% 5.5V T/H,1496,0,"1.94000","0","1","Bulk","FM","Active","47mF","-20%, +80%","5.5V","200Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Radial","0.197"" (5.00mm)","0.413"" L x 0.197"" W (10.50mm x 5.00mm)","0.453"" (11.50mm)","-25°C ~ 70°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dx_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DX-5R5V334U.JPG,604-1030-ND,DX-5R5V104U,Elna America,CAP 100MF -20% +80% 5.5V T/H,4163,0,"2.00000","0","1","Bulk","DX","Active","100mF","-20%, +80%","5.5V","75Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.453"" Dia (11.50mm)","0.532"" (13.50mm)","-25°C ~ 70°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dx_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DX-5R5V334U.JPG,604-1032-ND,DX-5R5V334U,Elna America,CAP 330MF -20% +80% 5.5V T/H,2441,0,"2.00000","0","1","Bulk","DX","Active","330mF","-20%, +80%","5.5V","75Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Vertical","0.197"" (5.00mm)","0.453"" Dia (11.50mm)","0.532"" (13.50mm)","-25°C ~ 70°C"
http://www.cooperindustries.com/content/dam/public/bussmann/Electronics/Resources/product-datasheets/Bus_Elx_DS_4376_HV_Series.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/HV0820-2R7305-R.JPG,283-4197-ND,HV0820-2R7305-R,Eaton - Electronics Division,CAP 3F -10% +30% 2.7V T/H,27391,0,"2.02000","0","1","Bulk","PowerStor HV","Active","3F","-10%, +30%","2.7V","80mOhm @ 100Hz","1000 Hrs @ 65°C","PC Pins","Through Hole","Radial, Can","0.138"" (3.50mm)","0.315"" Dia (8.00mm)","0.827"" (21.00mm)","-40°C ~ 65°C"
http://www.elna.co.jp/en/capacitor/double_layer/catalog/pdf/dx_e.pdf,//media.digikey.com/Photos/Elna%20America%20Photos/DXH%20SERIES.JPG,604-1024-ND,DX-5R5H334U,Elna America,CAP 330MF -20% +80% 5.5V T/H,9812,0,"2.02000","0","1","Bulk","DX","Active","330mF","-20%, +80%","5.5V","75Ohm","1000 Hrs @ 70°C","PC Pins","Through Hole","Axial, Can - Horizontal","0.394"" (10.00mm)","0.453"" Dia (11.50mm)","0.197"" (5.00mm)","-25°C ~ 70°C"
