Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Slotted/Unslotted","Size","Length","Thickness","Material","Plating"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S7874-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 2M,445,0,"7.32000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S7874-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 2M,162,0,"8.08000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","Zinc"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1201730.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_1201730.jpg,277-2297-ND,1201730,Phoenix Contact,DIN RAIL 35MMX15MM SLOTTED 2M,179,6702,"9.39000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0514510000.pdf,//media.digikey.com/photos/Weidmuller/51451.jpg,281-1534-ND,0514510000,Weidmüller,DIN RAIL 35MMX7.5MM SLOTTED 1M,121,4750,"10.74000","0","1","-","Active","-","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","39.370"" (1000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0807012.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0807012.jpg,277-2064-ND,0807012,Phoenix Contact,DIN RAIL 35MMX7.5MM SLOTTED 1M,1802,1075,"10.83000","0","1","362","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","39.370"" (1000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1437685-3&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2TK2-48.jpg,A111892-ND,2TK2-48,TE Connectivity AMP Connectors,DIN RAIL 73.66MMX17.78MM SLOTTED,366,0,"18.18000","0","1","Buchanan","Active","C Section","Slotted","2.900"" W x 0.700"" H (73.66mm x 17.78mm)","48.000"" (1219.20mm)","-","Poly-Vinyl Chloride (PVC)","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801733.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_0801733.jpg,277-2293-ND,0801733,Phoenix Contact,DIN RAIL 35MMX7.5MM SLOTTED 2M,1100,19478,"19.38000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
-,-,1920-1123-ND,CA601/S,Altech Corporation,DIN RAIL 15 X 5.5MM 1M,121,1500,"3.46000","0","1","-","Active","Top Hat","Slotted","0.591"" W x 0.217"" H (15.00mm x 5.50mm)","39.370"" (1000.00mm)","0.039"" (1.00mm)","Steel","Zinc"
-,-,1920-1122-ND,2511120/1M,Altech Corporation,DIN RAIL 35 X 7.5MM 1M,476,6220,"3.52000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","39.370"" (1000.00mm)","0.039"" (1.00mm)","Steel","Zinc"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1207658.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1207658.jpg,277-10191-ND,1207658,Phoenix Contact,DIN RAIL 35MMX15MM SLOTTED 1M,121,320,"5.17000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","39.370"" (1000.00mm)","0.059"" (1.50mm)","Steel","Galvanized"
-,-,1920-1121-ND,2511120,Altech Corporation,DIN RAIL 35 X 7.5MM 2M,123,4540,"6.08000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Zinc"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1207640.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1207640.jpg,277-5375-ND,1207640,Phoenix Contact,DIN RAIL 35X7.5MM SLOTTED 29.7"",105,240,"7.88000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","29.724"" (755.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
-,//media.digikey.com/Photos/IDEC/MFG_BAA1000.jpg,1885-1011-ND,BAA1000,IDEC,DIN RAIL 35MM ALUMINUM 1M,629,0,"8.72000","0","1","BA","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","39.370"" (1000.00mm)","0.067"" (1.70mm)","Aluminum","-"
http://www.ia.omron.com/data_pdf/cat/pfp-__ds_csm1287.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/PFP50N,PFP100N.jpg",Z841-ND,PFP-50N,Omron Automation and Safety,DIN RAIL 35X7.3MM SLOTTED 19.7"",132,524,"9.06000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.287"" H (35.00mm x 7.30mm)","19.685"" (500.00mm)","0.039"" (1.00mm)","Aluminum","-"
http://www.ia.omron.com/data_pdf/cat/pfp-__ds_csm1287.pdf,"//media.digikey.com/photos/Omron%20Elect%20Photos/PFP50N,PFP100N.jpg",Z840-ND,PFP-100N,Omron Automation and Safety,DIN RAIL 35MMX7.3MM SLOTTED 1M,251,1711,"11.12000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.287"" H (35.00mm x 7.30mm)","39.370"" (1000.00mm)","0.039"" (1.00mm)","Aluminum","-"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electonics%20AMP%20PDFs/1-1437685-x_Dwg.pdf,//media.digikey.com/Photos/TE%20Connectivity/2TK2D-48.JPG,A111893-ND,2TK2D-48,TE Connectivity AMP Connectors,DIN RAIL 73.66MMX17.78MM SLOTTED,272,0,"18.69000","0","1","Buchanan","Active","C Section","Slotted","2.900"" W x 0.700"" H (73.66mm x 17.78mm)","48.000"" (1219.20mm)","-","Poly-Vinyl Chloride (PVC)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=3-1437685-1&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/3-1437685-1.jpg,A105030-ND,3TK2-48,TE Connectivity AMP Connectors,DIN RAIL 86.36MMX17.78MM SLOTTED,198,0,"18.69000","0","1","Buchanan","Active","C Section","Slotted","3.400"" W x 0.700"" H (86.36mm x 17.78mm)","48.000"" (1219.20mm)","-","Poly-Vinyl Chloride (PVC)","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Component%20Carriers%20&%20Housings.pdf,//media.digikey.com/photos/Weidmuller/MFG_0514500000.jpg,281-3296-ND,0514500000,Weidmüller,DIN RAIL 35MMX7.5MM SLOTTED 2M,117,16340,"20.93000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1401682.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_1401682.jpg,277-2291-ND,1401682,Phoenix Contact,DIN RAIL 15MMX5.5MM SLOTTED 2M,220,0,"31.46000","0","1","-","Active","Top Hat","Slotted","0.591"" W x 0.217"" H (15.00mm x 5.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0236500000.pdf,//media.digikey.com/photos/Weidmuller/MFG_0236500000.jpg,281-3826-ND,0236500000,Weidmüller,DIN RAIL 35MMX15MM SLOTTED 2M,112,10120,"35.35000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","Galvanized"
http://www.budind.com/pdf/hb4790r.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/DNR-4790.jpg,377-1952-ND,DNR-4790,Bud Industries,DINRAIL 35MMX7.5MM SLTTD 1M 1=10,113,15,"58.15000","0","1","DNR","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","39.370"" (1000.00mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U7874-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 2M,540,0,"7.32000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www3.panasonic.biz/ac/e_download/option/option/catalog/semi_eng_aqad.pdf,//media.digikey.com/Photos/Panasonic%20Elect%20Works%20Photos/AT8-DLA1.jpg,255-1210-ND,AT8-DLA1,Panasonic Industrial Automation Sales,DIN RAIL 35MMX7.5MM SLOTTED 1M,208,20,"9.00000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","39.370"" (1000.00mm)","0.059"" (1.50mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1207666.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1207666.jpg,277-5592-ND,1207666,Phoenix Contact,DIN RAIL 35X7.5MM SLOTTED 45.5"",149,0,"12.86000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","45.472"" (1155.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
-,//media.digikey.com/Photos/Tyco%20Photos/4-1437685-2.jpg,4TK2-48-ND,4TK2-48,TE Connectivity AMP Connectors,DIN RAIL 80.26MMX17.78MM SLOTTED,115,0,"17.74000","0","1","Buchanan","Active","-","Slotted","3.160"" W x 0.700"" H (80.26mm x 17.78mm)","48.000"" (1219.20mm)","-","-","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=8-1437685-8&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/8-1437685-9.jpg,8-1437685-9-ND,8-1437685-9,TE Connectivity AMP Connectors,DIN RAIL 78.74MMX17.78MM SLOTTED,166,0,"10.19000","0","1","Buchanan","Active","C Section","Slotted","3.100"" W x 0.700"" H (78.74mm x 17.78mm)","24.000"" (609.60mm)","-","Poly-Vinyl Chloride (PVC)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308389_INTERFACE_MODULE_SYSTEMS&DocType=CS&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2TK2-6.JPG,A108124-ND,2TK2-6,TE Connectivity AMP Connectors,DIN RAIL SLOTTED PVC 6"",244,0,"4.44000","0","1","Buchanan","Active","C Section","Slotted","-","6.000"" (152.40mm)","-","Poly-Vinyl Chloride (PVC)","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1207653.pdf,//media.digikey.com/photos/Phoenix%20Photos/1207653.JPG,277-2123-ND,1207653,Phoenix Contact,DIN RAIL 35X7.5MM SLOTTED 37.6"",92,140,"9.92000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","37.598"" (955.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801681.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_0801681.jpg,277-7262-ND,0801681,Phoenix Contact,DIN RAIL 35MMX7.5MM UNSLOT 2M,64,0,"14.99000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0117510000.pdf,//media.digikey.com/photos/Weidmuller/11751.jpg,281-1535-ND,0117510000,Weidmüller,DIN RAIL 15MMX5.5MM SLOTTED 1M,39,0,"15.47000","0","1","-","Active","Top Hat","Slotted","0.591"" W x 0.217"" H (15.00mm x 5.50mm)","39.370"" (1000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1437685-6&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/5-1437685-7.JPG,6TK2D-48-ND,6TK2D-48,TE Connectivity AMP Connectors,DIN RAIL 105.41X17.78MM SLOTTED,94,0,"18.18000","0","1","Buchanan","Active","C Section","Slotted","4.150"" W x 0.700"" H (105.41mm x 17.78mm)","48.000"" (1219.20mm)","-","Poly-Vinyl Chloride (PVC)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=KR_Accessories&DocType=DS&DocLang=English,//media.digikey.com/photos/Tyco%20Potter%20Brumfield%20Photos/24A110.jpg,PB345-ND,24A110,TE Connectivity Potter & Brumfield Relays,DIN RAIL 34.8MMX10.29MM SLOTTED,44,0,"18.99000","0","1","-","Active","Top Hat","Slotted","1.370"" W x 0.405"" H (34.80mm x 10.29mm)","36.000"" (914.40mm)","-","Aluminum","-"
http://www1.cooperbussmann.com/pdf/f0c6255b-4886-4e77-bb8d-49421de3da1b.pdf,//media.digikey.com/Photos/Cooper%20Bussmann%20Photos/NDNA100.JPG,283-3994-ND,NDNA100,Eaton - Bussmann Electrical Division,DIN RAIL 35MM SLOTTED ALUM 1M,27,0,"26.15000","0","1","NDN","Active","Top Hat","Slotted","1.378"" W (35.00mm)","39.370"" (1000.00mm)","-","Aluminum","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1206421.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1206421.jpg,277-5358-ND,1206421,Phoenix Contact,DIN RAIL 35MMX7.5MM SLOTTED 2M,71,1336,"32.89000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1401763.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_1401763.jpg,277-7265-ND,1401763,Phoenix Contact,DIN RAIL 15MMX5.5MM SLOTTED 2M,66,242,"52.50000","0","1","-","Active","Top Hat","Slotted","0.591"" W x 0.217"" H (15.00mm x 5.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Aluminum","-"
-,//media.digikey.com/Photos/Tyco%20Amp%20Photos/1437685-6.JPG,1437685-6-ND,2TK2-12,TE Connectivity AMP Connectors,DIN RAIL 73.66MMX17.78MM SLOTTED,69,0,"6.16000","0","1","Buchanan","Active","C Section","Slotted","2.900"" W x 0.700"" H (73.66mm x 17.78mm)","12.000"" (304.80mm)","-","Poly-Vinyl Chloride (PVC)","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U7874-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35X15MM UNSLOT STEEL 2M,73,0,"8.08000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=6-1437685-4&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/6-1437685-4.jpg,A124530-ND,8TK2-48,TE Connectivity AMP Connectors,DIN RAIL 58.42MMX17.78MM SLOTTED,60,0,"18.18000","0","1","Buchanan","Active","C Section","Slotted","2.300"" W x 0.700"" H (58.42mm x 17.78mm)","48.000"" (1219.20mm)","-","Poly-Vinyl Chloride (PVC)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=8-1437685-8&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/9-1437685-1.JPG,9-1437685-1-ND,9-1437685-1,TE Connectivity AMP Connectors,DIN RAIL 78.74MMX17.78MM SLOTTED,35,0,"18.18000","0","1","Buchanan","Active","C Section","Slotted","3.100"" W x 0.700"" H (78.74mm x 17.78mm)","48.000"" (1219.20mm)","-","-","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/5604187.jpg,277-7318-ND,5604187,Phoenix Contact,DIN RAIL 35X58MM SLOTTED ALUM 1M,15,546,"21.86000","0","1","-","Active","-","Slotted","1.378"" W x 2.283"" H (35.00mm x 58.00mm)","39.370"" (1000.00mm)","-","Aluminum","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/3240262.JPG,277-7403-ND,3240262,Phoenix Contact,DIN RAIL 30MMX15MM SLOTTED 2M,36,66,"34.02000","0","1","-","Active","C Section","Slotted","1.181"" W x 0.591"" H (30.00mm x 15.00mm)","78.740"" (2000.00mm)","0.020"" (0.51mm)","Steel","Galvanized"
-,//media.digikey.com/Photos/Phoenix%20Photos/1204119.JPG,277-7401-ND,1204119,Phoenix Contact,DIN RAIL 35MMX7.5MM SLOTTED 2M,16,134,"43.89000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1206418.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1206418.jpg,277-8227-ND,1206418,Phoenix Contact,DIN RAIL 35MMX7.5MM SLOTTED 2M,18,788,"46.96000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
-,//media.digikey.com/Photos/Phoenix%20Photos/1206586.jpg,277-5675-ND,1206586,Phoenix Contact,DIN RAIL 35X15MM UNSLOT STEEL 2M,14,168,"48.13000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","Galvanized"
-,//media.digikey.com/Photos/Phoenix%20Photos/1206599.JPG,277-5504-ND,1206599,Phoenix Contact,DIN RAIL 35MMX15MM SLOTTED 2M,25,1014,"53.38000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1201756.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1201756.jpg,277-7267-ND,1201756,Phoenix Contact,DIN RAIL 35X15MM UNSLOT ALUM 2M,19,268,"72.11000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Aluminum","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/5604188.jpg,277-7319-ND,5604188,Phoenix Contact,DIN RAIL SLOTTED ALUMINUM 2M,34,1758,"73.04000","0","1","-","Active","Top Hat","Slotted","-","78.740"" (2000.00mm)","-","Aluminum","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1201002.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_1201002.jpg,277-5379-ND,1201002,Phoenix Contact,DIN RAIL 32MMX15MM SLOTTED 2M,8,210,"85.13000","0","1","-","Active","G Section","Slotted","1.260"" W x 0.591"" H (32.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1201798.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_1201798.jpg,277-7268-ND,1201798,Phoenix Contact,DIN RAIL 35X15MM UNSLOT STEEL 2M,19,2,"102.40000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.091"" (2.30mm)","Steel","Galvanized"
-,//media.digikey.com/Photos/Phoenix%20Photos/0801377.JPG,277-5452-ND,0801377,Phoenix Contact,DIN RAIL 35MMX7.5MM UNSLOT 2M,27,46,"104.37000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0801762.pdf,//media.digikey.com/photos/Phoenix%20Photos/MFG_0801762.jpg,277-7266-ND,0801762,Phoenix Contact,DIN RAIL 35MMX7.5MM UNSLOT 2M,7,2496,"124.28000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Copper","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308389_INTERFACE_MODULE_SYSTEMS&DocType=CS&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/3-1437685-7.JPG,A105269-ND,3TK2D-48,TE Connectivity AMP Connectors,DIN RAIL 86.36MMX17.78MM SLOTTED,98,0,"18.18000","0","1","Buchanan","Active","C Section","Slotted","3.400"" W x 0.700"" H (86.36mm x 17.78mm)","48.000"" (1219.20mm)","-","Poly-Vinyl Chloride (PVC)","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1437381-1&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/60.jpg,A122921-ND,63-BU,TE Connectivity AMP Connectors,DIN RAIL 29.72X6.53MM UNSLOT 36"",92,0,"30.62000","0","1","Buchanan","Active","C Section","Unslotted","1.170"" W x 0.257"" H (29.72mm x 6.53mm)","36.000"" (914.40mm)","-","Steel","Zinc"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=9-1437381-1&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/TE%20Connectivity/60.jpg,A122920-ND,60,TE Connectivity AMP Connectors,DIN RAIL 29.72X6.53MM UNSLOT 72"",69,0,"43.11000","0","1","Buchanan","Active","C Section","Unslotted","1.170"" W x 0.257"" H (29.72mm x 6.53mm)","72.000"" (1828.80mm)","-","Steel","Zinc"
https://www.molex.com/webdocs/datasheets/pdf/en-us/0936040006_INDUSTRIAL_CONN_EN.pdf,-,WM22075-ND,0936040006,Molex,DIN RAIL FOR S-5 BOX,30,0,"2.94000","0","1","*","Active","Top Hat","Slotted","-","-","-","Steel","Zinc"
https://www.molex.com/webdocs/datasheets/pdf/en-us/0936040009_INDUSTRIAL_CONN_EN.pdf,-,WM22076-ND,0936040009,Molex,DIN RAIL FOR S-6 BOX,30,0,"2.97000","0","1","*","Active","Top Hat","Slotted","-","-","-","Steel","Zinc"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2-1437685-0&DocType=Customer+Drawing&DocLang=German,//media.digikey.com/Photos/TE%20Connectivity/2TK2D-6.jpg,A128700-ND,2TK2D-6,TE Connectivity AMP Connectors,DIN RAIL 73.66X17.78MM SLOTTED,47,0,"4.44000","0","1","Buchanan","Active","C Section","Slotted","2.900"" W x 0.700"" H (73.66mm x 17.78mm)","6.000"" (152.40mm)","-","Poly-Vinyl Chloride (PVC)","-"
http://www.altechcorp.com/Blocks/Block-Screw.pdf,-,1920-1125-ND,CA701-15/S,Altech Corporation,DIN RAIL 35 X 15MM 1M,75,580,"4.88000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","39.370"" (1000.00mm)","0.039"" (1.00mm)","Steel","Zinc"
-,-,281-4916-ND,0383400000,Weidmüller,DIN RAIL 35MMX7.5MM UNSLOT 2M,32,9020,"18.33000","0","1","-","Active","-","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","-"
//media.digikey.com/pdf/Data Sheets/Weidmuller PDFs/Component Carriers & Housings.pdf,//media.digikey.com/Photos/Weidmuller/MFG_0122800000.jpg,281-4032-ND,0122800000,Weidmüller,DIN RAIL 32X15MM UNSLOT STEEL 2M,36,1680,"18.55000","0","1","-","Active","G Section","Unslotted","1.260"" W x 0.591"" H (32.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","Galvanized"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/7915060000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_7915060000.jpg,281-4956-ND,7915060000,Weidmüller,DIN RAIL 35MMX7.5MM SLOTTED 2M,39,1020,"20.16000","0","1","-","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","0.039"" (1.00mm)","Steel","Galvanized"
https://www.curtisind.com/wp-content/uploads/Terminal-Blocks-Catalog-June_2012.pdf,-,364-1333-ND,TR2,Curtis Industries,DIN RAIL SLOTTED 48"",79,0,"20.54000","0","1","-","Active","-","Slotted","-","48.000"" (1219.20mm)","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0514400000.pdf,-,281-4927-ND,0514400000,Weidmüller,DIN RAIL 32MMX15MM SLOTTED 2M,39,1620,"21.92000","0","1","-","Active","-","Slotted","1.260"" W x 0.591"" H (32.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","-"
-,-,1864-1662-ND,DIN-RAIL,Carlo Gavazzi Inc.,DIN-RAIL 1M,7,0,"27.50000","0","1","-","Active","-","-","-","39.370"" (1000.00mm)","-","-","-"
-,-,281-4486-ND,1502100400,Weidmüller,TERMINAL TS 35/C REINFORCED ALUM,20,570,"28.04000","0","1","-","Active","-","-","-","-","-","Aluminum","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0236400000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_0236400000.jpg,281-4913-ND,0236400000,Weidmüller,DIN RAIL 35X15MM UNSLOT STEEL 2M,20,750,"35.65000","0","1","-","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","78.740"" (2000.00mm)","0.059"" (1.50mm)","Steel","Galvanized"
