Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Slotted/Unslotted","Size","Length","Thickness","Material","Plating"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U5900-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 59"",0,0,"5.48000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","59.000"" (1498.60mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S5400-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 54"",0,0,"5.54000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","54.000"" (1371.60mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U5400-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 54"",0,0,"5.54000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","54.000"" (1371.60mm)","0.059"" (1.50mm)","Steel","Zinc"
-,-,197-186-ND,197-186,Altech Corporation,TS15-186 DIN RAIL FOR TG2012 ENC,0,0,"5.54000","0","1","TG","Active","Top Hat","Slotted","-","7.323"" (186.00mm)","-","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S6000-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 60"",0,0,"5.58000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","60.000"" (1524.00mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U6000-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 60"",0,0,"5.58000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","60.000"" (1524.00mm)","0.039"" (1.00mm)","Steel","Zinc"
-,-,197-154-ND,197-154,Altech Corporation,TS15/154 DIN RAIL FOR TK1809 SER,0,3,"5.60000","0","1","TK","Active","Top Hat","Slotted","-","6.063"" (154.00mm)","-","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S5500-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 55"",0,0,"5.64000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","55.000"" (1397.00mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U5500-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 55"",0,0,"5.64000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","55.000"" (1397.00mm)","0.059"" (1.50mm)","Steel","Zinc"
-,-,198-144-ND,198-144,Altech Corporation,TS35/144 DIN RAIL FOR TK1809 181,0,74,"5.64000","0","1","TK","Active","Top Hat","Slotted","-","5.669"" (144.00mm)","-","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S6100-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 61"",0,0,"5.67000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","61.000"" (1549.40mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U6100-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 61"",0,0,"5.67000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","61.000"" (1549.40mm)","0.039"" (1.00mm)","Steel","Zinc"
-,-,ATBDR35S2-ND,ATBDR35S2,Amphenol PCD,DIN RAIL 35MMX7.5MM SLOTTED 2M,0,0,"5.70000","0","100","ATBDR","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","78.740"" (2000.00mm)","-","Steel","Zinc"
-,-,198-222-ND,198-222,Altech Corporation,TS35-222 DIN RAIL FOR TG2516 ENC,0,104,"5.70000","0","1","TG","Active","Top Hat","Slotted","-","8.740"" (222.00mm)","-","-","-"
-,-,198-216-ND,198-216,Altech Corporation,TS35/216 DIN RAIL FOR TK2518 SER,0,38,"5.72000","0","1","TK","Active","Top Hat","Slotted","-","8.504"" (216.00mm)","-","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S5600-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 56"",0,0,"5.74000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","56.000"" (1422.40mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U5600-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 56"",0,0,"5.74000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","56.000"" (1422.40mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S6200-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 62"",0,0,"5.76000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","62.000"" (1574.80mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U6200-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 62"",0,0,"5.76000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","62.000"" (1574.80mm)","0.039"" (1.00mm)","Steel","Zinc"
-,-,2511120-5.2X18-ND,2511120-5.2X18,Altech Corporation,TS35X7.5 DIN RAIL STEEL 2M PERFO,0,620,"5.76000","0","20","-","Active","-","-","-","-","-","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S6300-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 63"",0,0,"5.85000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","63.000"" (1600.20mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U6300-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 63"",0,0,"5.85000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","63.000"" (1600.20mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S5700-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 57"",0,0,"5.85000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","57.000"" (1447.80mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U5700-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 57"",0,0,"5.85000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","57.000"" (1447.80mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S6400-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 64"",0,0,"5.95000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","64.000"" (1625.60mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U6400-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 64"",0,0,"5.95000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","64.000"" (1625.60mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S5800-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 58"",0,0,"5.95000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","58.000"" (1473.20mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U5800-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 58"",0,0,"5.95000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","58.000"" (1473.20mm)","0.059"" (1.50mm)","Steel","Zinc"
-,-,913921-ND,913921,Weidmüller,DIN RAIL 35MMX7.5MM SLOTTED 10"",0,0,"6.02600","0","10","-","Active","-","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","10.000"" (254.00mm)","0.039"" (1.00mm)","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S6500-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 65"",0,0,"6.04000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","65.000"" (1651.00mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U6500-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 65"",0,0,"6.04000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","65.000"" (1651.00mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S5900-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 59"",0,0,"6.05000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","59.000"" (1498.60mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U5900-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 59"",0,0,"6.05000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","59.000"" (1498.60mm)","0.059"" (1.50mm)","Steel","Zinc"
-,-,915065-ND,915065,Weidmüller,DIN RAIL 35MMX7.5MM UNSLOT 11"",0,0,"6.07200","0","10","-","Active","-","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","11.000"" (279.40mm)","0.039"" (1.00mm)","-","-"
-,-,2511121/1M-ND,2511121/1M,Altech Corporation,TS35X7.5 DIN RAIL ALUMINUM PERFO,0,40,"6.12000","0","20","-","Active","-","-","-","-","-","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S6600-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 66"",0,0,"6.13000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","66.000"" (1676.40mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U6600-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 66"",0,0,"6.13000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","66.000"" (1676.40mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S6000-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 60"",0,0,"6.16000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","60.000"" (1524.00mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U6000-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 60"",0,0,"6.16000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","60.000"" (1524.00mm)","0.059"" (1.50mm)","Steel","Zinc"
-,-,197-222-ND,197-222,Altech Corporation,TS15-222 DIN RAIL FOR TG2516 ENC,0,0,"6.18000","0","1","TG","Active","Top Hat","Slotted","-","8.740"" (222.00mm)","-","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S6700-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 67"",0,0,"6.23000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","67.000"" (1701.80mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U6700-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 67"",0,0,"6.23000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","67.000"" (1701.80mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S6100-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 61"",0,0,"6.26000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","61.000"" (1549.40mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U6100-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 61"",0,0,"6.26000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","61.000"" (1549.40mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S6800-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 68"",0,0,"6.32000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","68.000"" (1727.20mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U6800-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 68"",0,0,"6.32000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","68.000"" (1727.20mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S6200-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 62"",0,0,"6.36000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","62.000"" (1574.80mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U6200-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 62"",0,0,"6.36000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","62.000"" (1574.80mm)","0.059"" (1.50mm)","Steel","Zinc"
-,-,915064-ND,9150640000,Weidmüller,DIN RAIL 35MMX7.5MM UNSLOT 10"",0,0,"6.39900","0","10","-","Active","-","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","10.000"" (254.00mm)","0.039"" (1.00mm)","Steel","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S6900-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 69"",0,0,"6.41000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","69.000"" (1752.60mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U6900-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 69"",0,0,"6.41000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","69.000"" (1752.60mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S6300-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 63"",0,0,"6.46000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","63.000"" (1600.20mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U6300-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 63"",0,0,"6.46000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","63.000"" (1600.20mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S7000-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 70"",0,0,"6.51000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","70.000"" (1778.00mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U7000-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 70"",0,0,"6.51000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","70.000"" (1778.00mm)","0.039"" (1.00mm)","Steel","Zinc"
-,-,915068-ND,915068,Weidmüller,DIN RAIL 35MMX7.5MM UNSLOT 14"",0,0,"6.51700","0","10","-","Active","-","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","14.000"" (355.60mm)","0.039"" (1.00mm)","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S6400-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 64"",0,0,"6.57000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","64.000"" (1625.60mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U6400-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 64"",0,0,"6.57000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","64.000"" (1625.60mm)","0.059"" (1.50mm)","Steel","Zinc"
-,-,913923-ND,913923,Weidmüller,DIN RAIL 35MMX7.5MM SLOTTED 12"",0,0,"6.58700","0","10","-","Active","-","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","12.000"" (304.80mm)","0.039"" (1.00mm)","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S7100-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 71"",0,0,"6.60000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","71.000"" (1803.40mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U7100-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 71"",0,0,"6.60000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","71.000"" (1803.40mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S6500-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 65"",0,0,"6.67000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","65.000"" (1651.00mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U6500-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 65"",0,0,"6.67000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","65.000"" (1651.00mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-S7874.jpg,ADR3575-S7200-ND,TS3575SL,American Electrical Inc.,DIN RAIL 35MMX7.5MM SLOTTED 72"",0,0,"6.69000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","72.000"" (1828.80mm)","0.039"" (1.00mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3575-U7874.jpg,ADR3575-U7200-ND,TS3575SOL,American Electrical Inc.,DIN RAIL 35MMX7.5MM UNSLOT 72"",0,0,"6.69000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","72.000"" (1828.80mm)","0.039"" (1.00mm)","Steel","Zinc"
-,-,198-285-ND,198-285,Altech Corporation,TS35-285 DIN RAIL FOR TG3023 ENC,0,0,"6.70000","0","1","TG","Active","Top Hat","Slotted","-","11.220"" (285.00mm)","-","-","-"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-S7874.jpg,ADR3515-S6600-ND,TS3515SL,American Electrical Inc.,DIN RAIL 35MMX15MM SLOTTED 66"",0,0,"6.77000","0","1","358","Active","Top Hat","Slotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","66.000"" (1676.40mm)","0.059"" (1.50mm)","Steel","Zinc"
https://www.americanelectrical.com/pdfs/DINRail/DINRail.pdf,//media.digikey.com/photos/American%20Elect%20Photos/ADR3515-U7874.jpg,ADR3515-U6600-ND,TS3515SOL,American Electrical Inc.,DIN RAIL 35MMX15MM UNSLOT 66"",0,0,"6.77000","0","1","358","Active","Top Hat","Unslotted","1.378"" W x 0.591"" H (35.00mm x 15.00mm)","66.000"" (1676.40mm)","0.059"" (1.50mm)","Steel","Zinc"
-,-,915069-ND,915069,Weidmüller,DIN RAIL 35MMX7.5MM UNSLOT 15"",0,0,"6.77400","0","10","-","Active","-","Unslotted","1.378"" W x 0.295"" H (35.00mm x 7.50mm)","15.000"" (381.00mm)","0.039"" (1.00mm)","-","-"
