Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Color","Size / Dimension"
-,-,PBB0171-ND,PBB0171,Panduit Corp,"TRAFFIC CONE, 36"", 10 LB, FL LIM",0,0,"102.76000","0","1","-","Active","Cone","Green, Yellow","36.00"" H (914.4mm)"
-,-,PFM0038-ND,PFM0038,Panduit Corp,83'PENNANT 18X18 FLO ORN VINYL,0,0,"103.69000","0","1","-","Active","Flag Tape Barricade","Orange","83.00' L (25.30m)"
-,-,PFM0039-ND,PFM0039,Panduit Corp,83'OSHA COMP PNT 18X18 FL OR,0,0,"103.69000","0","1","-","Active","Flag Tape Barricade","Orange","113.00' L (34.44m)"
-,-,952.4500.001-ND,952.4500.001,Altech Corporation,CS-3000 ALUM CONNECTION SECTION,0,7,"111.72000","0","1","*","Active","-","-","-"
https://assets.tripplite.com/product-pdfs/en/dwf60100xx.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DWF60100XX.jpg,DWF60100XX-ND,DWF60100XX,Tripp Lite,TV WALL MOUNT,0,0,"112.34000","0","1","DWF","Active","Mount","Black","39.72"" L x 24.00"" W x 1.25"" H (1008.9mm x 609.6mm x 31.8mm)"
-,-,PBB0043BLK-ND,PBB0043BLK,Panduit Corp,BLKDE WALL MT BELT BAR BKBK,0,0,"115.40000","0","1","-","Active","Belt Tape Barricade","Black","2.00"" W (50.8mm)"
-,-,PBB0043RED-ND,PBB0043RED,Panduit Corp,BLKDE WALL MT BELT BAR RDBK,0,0,"115.40000","0","1","-","Active","Belt Tape Barricade","Red","2.00"" W (50.8mm)"
-,-,PBB0043YEL-ND,PBB0043YEL,Panduit Corp,BLKDE WALL MT BELT BAR YLBK,0,0,"115.40000","0","1","-","Active","Belt Tape Barricade","Yellow","2.00"" W (50.8mm)"
-,-,PBB0045BLK-ND,PBB0045BLK,Panduit Corp,BLKDE WALL MT BELT BAR SL BK,0,0,"115.40000","0","1","-","Active","Belt Tape Barricade","Black","2.00"" W (50.8mm)"
-,-,PBB0045RED-ND,PBB0045RED,Panduit Corp,BLKDE WALL MT BELT BAR SL RD,0,0,"115.40000","0","1","-","Active","Belt Tape Barricade","Red","2.00"" W (50.8mm)"
-,-,PBB0045YEL-ND,PBB0045YEL,Panduit Corp,BLKDE WALL MT BELT BAR SL YL,0,0,"115.40000","0","1","-","Active","Belt Tape Barricade","Yellow","2.00"" W (50.8mm)"
-,-,PBB0049BLK-ND,PBB0049BLK,Panduit Corp,BLKDE WALL MT BELT BAR YLBK,0,0,"115.40000","0","1","-","Active","Belt Tape Barricade","Black","2.00"" W (50.8mm)"
-,-,PBB0049RED-ND,PBB0049RED,Panduit Corp,BLKDE WALL MT BELT BAR YLRD,0,0,"115.40000","0","1","-","Active","Belt Tape Barricade","Red","2.00"" W (50.8mm)"
-,-,PBB0049YEL-ND,PBB0049YEL,Panduit Corp,BLKDE WALL MT BELT BAR YLYL,0,0,"115.40000","0","1","-","Active","Belt Tape Barricade","Yellow","2.00"" W (50.8mm)"
-,-,PBB0022-ND,PBB0022,Panduit Corp,"TRAFFIC CONE, 36"", 12 LB, OR W/R",0,0,"116.45000","0","1","-","Active","Cone","Orange, Red","36.00"" H (914.4mm)"
https://assets.tripplite.com/product-pdfs/en/dwm2655m.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DWM2655M.jpg,DWM2655M-ND,DWM2655M,Tripp Lite,TV WALL MOUNT,0,0,"117.05000","0","1","DWM","Active","Mount","Black","-"
-,-,980.5317.000-ND,980.5317.000,Altech Corporation,CS-3000 SYSTEM CS-3000 LICHTAMP-,0,0,"122.55000","0","1","*","Active","-","-","-"
https://assets.tripplite.com/product-pdfs/en/ddr1527sdc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DDR1527SDC.jpg,DDR1527SDC-ND,DDR1527SDC,Tripp Lite,DUAL VERTICAL DESK MOUNT MONITOR,0,0,"125.49000","0","1","-","Active","-","-","-"
-,-,101.5179.000-ND,101.5179.000,Altech Corporation,BASE WALL FLANGE RAL7035 CS-2000,0,0,"135.00000","0","1","-","Active","Joint","-","-"
-,-,PBB0150BLK-ND,PBB0150BLK,Panduit Corp,STCHN PST YLW 38"" W/BLK STRIPE,0,0,"136.06000","0","1","-","Active","Post","Yellow, Black Stripe","38.00"" H (965.2mm)"
-,-,PBB0150BLU-ND,PBB0150BLU,Panduit Corp,STCHN PST YLW 38"" W/BLU STRIPE,0,0,"136.06000","0","1","-","Active","Post","Yellow, Blue Stripe","38.00"" H (965.2mm)"
-,-,PBB0150GRN-ND,PBB0150GRN,Panduit Corp,STCHN PST YLW 38"" W/GRN STRIPE,0,0,"136.06000","0","1","-","Active","Post","Yellow, Green Stripe","38.00"" H (965.2mm)"
-,-,PBB0150MAG-ND,PBB0150MAG,Panduit Corp,STCHN PST YLW 38"" W/MGN STRIPE,0,0,"136.06000","0","1","-","Active","Post","Yellow, Magenta Stripe","38.00"" H (965.2mm)"
-,-,PBB0150ORN-ND,PBB0150ORN,Panduit Corp,STCHN PST YLW 38"" W/ORN STRIPE,0,0,"136.06000","0","1","-","Active","Post","Yellow, Orange Stripe","38.00"" H (965.2mm)"
-,-,PBB0150RED-ND,PBB0150RED,Panduit Corp,STCHN PST YLW 38"" W/RED STRIPE,0,0,"136.06000","0","1","-","Active","Post","Yellow, Red Stripe","38.00"" H (965.2mm)"
-,-,PBB0150WHT-ND,PBB0150WHT,Panduit Corp,STCHN PST YLW 38"" W/WHT STRIPE,0,0,"136.06000","0","1","-","Active","Post","Yellow, White Stripe","38.00"" H (965.2mm)"
-,//media.digikey.com/Photos/3M%20Photos/MFG_615+.jpg,615+COLLAR-ND,615+COLLAR,3M,FIRE BARRIER DUCT WRAP COLLAR,0,0,"137.19000","0","1","*","Active","Fire Barrier Duct Wrap","-","-"
-,-,PBB0152GLOW-ND,PBB0152GLOW,Panduit Corp,STCHN PST YLW 38"" W/GLOW,0,0,"138.16000","0","1","-","Active","Post","Yellow, Glow Stripe","38.00"" H (965.2mm)"
-,-,PBB0152GRNF-ND,PBB0152GRNF,Panduit Corp,STCHN PST YLW 38"" W/FLUO GRN,0,0,"138.16000","0","1","-","Active","Post","Yellow, Green Stripe","38.00"" H (965.2mm)"
-,-,PBB0152ORNF-ND,PBB0152ORNF,Panduit Corp,STCHN PST YLW 38"" W/FLUO ORNG,0,0,"138.16000","0","1","-","Active","Post","Yellow, Orange Stripe","38.00"" H (965.2mm)"
-,-,PBB0152REDF-ND,PBB0152REDF,Panduit Corp,STCHN PST YLW 38"" W/FLUO RED,0,0,"138.16000","0","1","-","Active","Post","Yellow, Red Stripe","38.00"" H (965.2mm)"
-,-,PBB0152RRED-ND,PBB0152RRED,Panduit Corp,STCHN PST YLW 38"" W/REFL RED,0,0,"138.16000","0","1","-","Active","Post","Yellow, Red Stripe","38.00"" H (965.2mm)"
-,-,PBB0152RWHT-ND,PBB0152RWHT,Panduit Corp,STCHN PST YLW 38"" W/REFL WHT,0,0,"138.16000","0","1","-","Active","Post","Yellow, White Stripe","38.00"" H (965.2mm)"
-,-,PBB0152RYEL-ND,PBB0152RYEL,Panduit Corp,STCHN PST YLW 38"" W/REFL YEL,0,0,"138.16000","0","1","-","Active","Post","Yellow, Yellow Stripe","38.00"" H (965.2mm)"
https://assets.tripplite.com/product-pdfs/en/dwm1327sp.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DWM1327SP.jpg,DWM1327SP-ND,DWM1327SP,Tripp Lite,TV WALL MOUNT,0,0,"140.28000","0","1","DWM","Active","Mount","Black","-"
https://www.storm-interface.com/fileuploader/download/download/?d=0&file=custom%2Fupload%2FFile-1413896155.pdf,//media.digikey.com/photos/Storm%20Interface%20Photos/DEEM0103.jpg,MGR1679-ND,DEEM0103,Storm Interface,BRK GLSS EMRGNCY OVERIDE SW,0,0,"142.81400","0","5","-","Active","-","-","-"
-,-,952.4500.002-ND,952.4500.002,Altech Corporation,CS-3000 ALUM CONNECTION SECTION,0,7,"147.38000","0","1","*","Active","-","-","-"
https://assets.tripplite.com/product-pdfs/en/ddr1032se.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DDR1032SE.jpg,DDR1032SE-ND,DDR1032SE,Tripp Lite,TV DESK MNT,0,0,"147.46000","0","1","DDR","Active","Mount","Black","15.70"" L x 14.90"" W x 10.20"" H (398.8mm x 378.5mm x 259.1mm)"
https://assets.tripplite.com/product-pdfs/en/dwm1742s.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DWM1742S.jpg,DWM1742S-ND,DWM1742S,Tripp Lite,TV WALL MOUNT,0,0,"148.90000","0","1","DWM","Active","Mount","Black","-"
https://assets.tripplite.com/product-pdfs/en/ddr1327s.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DDR1327S.jpg,DDR1327S-ND,DDR1327S,Tripp Lite,TV DESK MNT,0,0,"149.21000","0","1","DDR","Active","Mount","Black","-"
-,-,PBB0003-ND,PBB0003,Panduit Corp,113'OSHA COMP PNT 18X18 FL OR,0,0,"149.38000","0","1","*","Active","-","-","-"
-,-,PBB0004-ND,PBB0004,Panduit Corp,113'PENNANT 18X18 FLO ORN VINY,0,0,"149.38000","0","1","-","Active","Flag Tape Barricade","Orange","113.00' L (34.44m)"
https://assets.tripplite.com/product-pdfs/en/ddr1327dcs.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DDR1327DCS.jpg,DDR1327DCS-ND,DDR1327DCS,Tripp Lite,TV DESK MNT,0,0,"156.39000","0","1","DDR","Active","Mount","Black","33.86"" L x 12.52"" W x 4.45"" H (860.0mm x 318.0mm x 113.0mm)"
https://assets.tripplite.com/product-pdfs/en/ddr1327sdfc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DDR1327SDFC.jpg,DDR1327SDFC-ND,DDR1327SDFC,Tripp Lite,TV DESK MNT,0,0,"158.03000","0","1","DDR","Active","Mount","Black","33.63"" L x 20.08"" W x 4.53"" H (854.2mm x 510.0mm x 115.0mm)"
-,-,101.7300.007-ND,101.7300.007,Altech Corporation,ELBOW RAL9006 CS-3000NEXT,0,0,"164.77000","0","1","*","Active","-","-","-"
https://assets.tripplite.com/product-pdfs/en/dwm3770x.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DWM3770X.jpg,DWM3770X-ND,DWM3770X,Tripp Lite,TV WALL MOUNT,0,0,"168.66000","0","1","DWM","Active","Mount","Black","23.62"" L x 17.32"" W x 20.62"" H (599.9mm x 439.9mm x 523.7mm)"
https://assets.tripplite.com/product-pdfs/en/ddr1026sd.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DDR1026SD.jpg,DDR1026SD-ND,DDR1026SD,Tripp Lite,TV DESK MNT,0,0,"174.09000","0","1","DDR","Active","Mount","Black","28.90"" L x 15.70"" W x 10.20"" H (734.1mm x 398.8mm x 259.1mm)"
https://assets.tripplite.com/product-pdfs/en/ddr1327nbmsc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DDR1327NBMSC.jpg,DDR1327NBMSC-ND,DDR1327NBMSC,Tripp Lite,TV DESK MNT,0,0,"179.32000","0","1","DDR","Active","Mount","Black","33.86"" L x 12.52"" W x 4.45"" H (860.0mm x 318.0mm x 113.0mm)"
-,-,101.5300.008-ND,101.5300.008,Altech Corporation,ELBOW RAL7016 CS-3000,0,5,"187.67000","0","1","*","Active","-","-","-"
-,-,101.5300.001-ND,101.5300.001,Altech Corporation,STRAIGHT COUPLING RAL7016 CS-300,0,6,"188.68000","0","1","*","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Storm%20Interface%20PDFs/DEL6003.pdf,//media.digikey.com/Photos/Storm%20Interface%20Photos/DEL6003.jpg,MGR1675-ND,DEL6003,Storm Interface,MAGNETIC DOOR LOCK 600LBS,0,0,"237.35000","0","5","-","Active","-","-","-"
http://multimedia.3m.com/mws/media/86864O/3mtm-scotchpadtm-custom-white-carry-handles-8327-8328.pdf,-,8310-1""X17""X3""-ND,8310-1""X17""X3"",3M,OUR CARRY HANDLE 8310 LETS YOU Q,0,0,"237.87000","0","1","-","Active","Carry Handle Strips","White","17.02"" L x 0.98"" W (432.1mm x 24.9mm)"
-,-,PTS179-ND,PTS179,Panduit Corp,"SGN STND,IRON BASE,14"", STEEL PO",0,0,"241.31000","0","1","-","Active","Post","Black","48.00"" H (1219.20mm)"
-,-,952.4700.004-ND,952.4700.004,Altech Corporation,CS-3000NEXT ALUMINUM TUBE 55X75X,0,0,"243.68000","0","1","*","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Storm%20Interface%20PDFs/DEPS030.pdf,//media.digikey.com/Photos/Storm%20Interface%20Photos/DEPS0303.jpg,MGR1674-ND,DEPS0303,Storm Interface,12V/6A 24V/3A DC POWER SUPPLY,0,0,"244.40800","0","5","-","Active","-","Black","11.22"" L x 8.66"" W x 3.31"" H (285.0mm x 220.0mm x 84.0mm)"
-,-,PBB0164-ND,PBB0164,Panduit Corp,"STEEL STANCHION POST, YL BK",0,0,"250.09000","0","1","-","Active","Post","Yellow","2.00"" Dia x 34.00"" H (50.8mm x 863.6mm)"
https://assets.tripplite.com/product-pdfs/en/ddr1327sqfc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DDR1327SQFC.jpg,DDR1327SQFC-ND,DDR1327SQFC,Tripp Lite,TV DESK MNT,0,0,"255.58000","0","1","DDR","Active","Mount","Black","34.65"" L x 33.62"" W x 4.53"" H (880.1mm x 853.9mm x 115.1mm)"
-,-,101.5172.000-ND,101.5172.000,Altech Corporation,ELBOW COUPLING FOR TORQUE LOAD R,0,0,"261.85000","0","1","*","Active","-","-","-"
-,-,PBB0119BLK-ND,PBB0119BLK,Panduit Corp,"PLASTIC CHAIN STD, BK, 100-FT",0,0,"264.56000","0","1","-","Active","Chain Link","Black","2.00"" L x 1.00"" W x 0.25"" H (50.8mm x 25.4mm x 6.4mm)"
-,-,PBB0119RED-ND,PBB0119RED,Panduit Corp,"PLASTIC CHAIN STD, RD, 100-FT",0,0,"264.56000","0","1","-","Active","Chain Link","Red","2.00"" L x 1.00"" W x 0.25"" H (50.8mm x 25.4mm x 6.4mm)"
-,-,PBB0119WHT-ND,PBB0119WHT,Panduit Corp,"PLASTIC CHAIN STD, WT, 100-FT",0,0,"264.56000","0","1","-","Active","Chain Link","White","2.00"" L x 1.00"" W x 0.25"" H (50.8mm x 25.4mm x 6.4mm)"
-,-,PBB0119YEL-ND,PBB0119YEL,Panduit Corp,"PLASTIC CHAIN STD, YL, 100-FT",0,0,"264.56000","0","1","-","Active","Chain Link","Yellow","2.00"" L x 1.00"" W x 0.25"" H (50.8mm x 25.4mm x 6.4mm)"
https://assets.tripplite.com/product-pdfs/en/dmr1015x3.pdf,-,DMR1015X3-ND,DMR1015X3,Tripp Lite,TRIPLE FLAT-PANEL RAIL WALL MOUN,0,0,"268.04000","0","1","-","Active","Mount","Silver","3.35"" L x 50.00"" W x 4.73"" H (85.1mm x 1270.0mm x 120.1mm)"
http://multimedia.3m.com/mws/media/86864O/3mtm-scotchpadtm-custom-white-carry-handles-8327-8328.pdf,-,8320-1""X17""X3""-ND,8320-1""X17""X3"",3M,OUR CARRY HANDLE 8320 TRANSFORMS,0,0,"269.49000","0","1","-","Active","Carry Handle Strips","White","17.02"" L x 0.98"" W (432.1mm x 24.9mm)"
-,//media.digikey.com/Photos/3M%20Photos/MFG_615+.jpg,615+24-ND,615+24,3M,FIRE BARRIER DUCT WRAP 615+ 24"",0,0,"272.48000","0","1","*","Active","Fire Barrier Duct Wrap","-","-"
-,-,MAWF00-1PK-ND,MAWF00-1PK,3M,FILTRETE MICRO ALLERGEN REDUCTIO,0,0,"280.58000","0","1","-","Active","-","-","-"
-,-,MAWF01-1PK-ND,MAWF01-1PK,3M,FILTRETE MICRO ALLERGEN REDUCTIO,0,0,"280.58000","0","1","-","Active","-","-","-"
-,-,MAWF02-1PK-ND,MAWF02-1PK,3M,FILTRETE MICRO ALLERGEN REDUCTIO,0,0,"280.58000","0","1","-","Active","-","-","-"
-,-,MAWF03-1PK-ND,MAWF03-1PK,3M,FILTRETE MICRO ALLERGEN REDUCTIO,0,0,"280.58000","0","1","-","Active","-","-","-"
-,-,PBB0006BY-ND,PBB0006BY,Panduit Corp,15' YL RACK MNT RETR BELT-HOSE C,0,0,"286.79000","0","1","-","Active","Belt Tape Barricade","Black Legend, Black and Yellow Background","15.00' L (4.57m)"
-,-,PBB0006C-ND,PBB0006C,Panduit Corp,15' YL RACK MNT RETR BELT-HOSE C,0,0,"286.79000","0","1","-","Active","Belt Tape Barricade","Black Legend, Black and Yellow Background","15.00' L (4.57m)"
https://assets.tripplite.com/product-pdfs/en/ddr1026mq.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_DDR1026MQ.jpg,DDR1026MQ-ND,DDR1026MQ,Tripp Lite,TV DESK MNT,0,0,"289.18000","0","1","DDR","Active","Mount","Black","28.90"" L x 25.90"" W x 10.20"" H (734.1mm x 657.9mm x 259.1mm)"
http://multimedia.3m.com/mws/media/86864O/3mtm-scotchpadtm-custom-white-carry-handles-8327-8328.pdf,-,8315-1-3/8""X23""X6""-ND,8315-1-3/8""X23""X6"",3M,OUR CARRY HANDLE 8315 TRANSFORMS,0,0,"294.22000","0","1","-","Active","Carry Handle Strips","White","22.99"" L x 1.38"" W (583.9mm x 35.1mm)"
-,-,MAWF22-1PK-ND,MAWF22-1PK,3M,FILTRETE MICRO ALLERGEN REDUCTIO,0,0,"297.18000","0","1","-","Active","-","-","-"
-,-,PBB0081-ND,PBB0081,Panduit Corp,"FLOOR ID PLATE, 8.5X5.5, 10/PK",0,0,"299.38000","0","1","-","Active","ID Plate","Silver","8.50"" L x 5.50"" W (215.9mm x 139.7mm)"
-,-,PBB0007BY-ND,PBB0007BY,Panduit Corp,15' YL RACK MNT RETR BELT-MAGNET,0,0,"299.54000","0","1","-","Active","Belt Tape Barricade","Black Legend, Black and Yellow Background","15.00' L (4.57m)"
-,-,PBB0007C-ND,PBB0007C,Panduit Corp,15' YL RACK MNT RETR BELT-MAGNET,0,0,"299.54000","0","1","-","Active","Belt Tape Barricade","Black Legend, Black and Yellow Background","15.00' L (4.57m)"
-,-,101.7300.003-ND,101.7300.003,Altech Corporation,ELBOW COUPLING RAL9006 CS-3000NE,0,0,"300.33000","0","1","*","Active","-","-","-"
-,-,101.5163.000-ND,101.5163.000,Altech Corporation,STRAIGHT COUPLING RAL7035 KUPPLU,0,0,"302.58000","0","1","-","Active","Coupler","-","-"
-,-,952.4500.005-ND,952.4500.005,Altech Corporation,CS-3000 ALUMCONNECTION SECTION 7,0,0,"302.88000","0","1","*","Active","-","-","-"
-,-,101.5300.002-ND,101.5300.002,Altech Corporation,ELBOW COUPLING RAL7016 CS-3000,0,10,"305.41000","0","1","*","Active","-","-","-"
-,-,101.6707.000-ND,101.6707.000,Altech Corporation,ELBOW S.60 NE RAL7035 P (FOR 60X,0,0,"313.38000","0","1","*","Active","-","-","-"
-,-,PTS180-ND,PTS180,Panduit Corp,"SGN STND,IRON BASE,18"", STEEL PO",0,0,"316.09000","0","1","-","Active","Post","Black","48.00"" H (1219.20mm)"
http://multimedia.3m.com/mws/media/86864O/3mtm-scotchpadtm-custom-white-carry-handles-8327-8328.pdf,-,83301-3/8""X23""X6""-ND,83301-3/8""X23""X6"",3M,OUR CARRY HANDLE 8330 ATTACHES T,0,0,"316.26000","0","1","-","Active","Carry Handle Strips","White","22.99"" L x 1.38"" W (583.9mm x 35.1mm)"
-,-,PFM0001-ND,PFM0001,Panduit Corp,"FLOOR ID PLATE, 12X7.5, 10/PK",0,0,"321.02000","0","1","-","Active","ID Plate","Silver","12.00"" L x 7.50"" W (304.8mm x 190.5mm)"
-,-,PBB0124-ND,PBB0124,Panduit Corp,OUTDR RETR RECVR PST ALU BLK FOR,0,0,"350.53000","0","1","-","Active","Post","Black","40.00"" H (1016.0mm)"
-,-,PBB0125-ND,PBB0125,Panduit Corp,OUTDR RETR RECVR PST ALU YLW FOR,0,0,"350.53000","0","1","-","Active","Post","Yellow","40.00"" H (1016.0mm)"
-,-,PTS181-ND,PTS181,Panduit Corp,"SGN STND,RUBBR BASE,STEEL POST",0,0,"350.53000","0","1","-","Active","Stand","Black, White","-"
//media.digikey.com/pdf/Data%20Sheets/Storm%20Interface%20PDFs/StrikeMaster_ES_Ds.pdf,//media.digikey.com/Photos/Storm%20Interface%20Photos/MFG_DXPS1W103.jpg,DXPS1W103-ND,DXPS1W103,Storm Interface,SECURE CONTRLLR W/BCKLT KYPD KIT,0,0,"355.09000","0","1","DXPS","Active","-","-","-"
-,-,101.5300.005-ND,101.5300.005,Altech Corporation,ROTARY JOINT STANDFUSS DREHBAR,0,10,"358.31000","0","1","*","Active","-","-","-"
-,-,PBB0009BY-ND,PBB0009BY,Panduit Corp,20' YL RACK MNT RETR BELT-HOSE C,0,0,"363.26000","0","1","-","Active","Belt Tape Barricade","Black Legend, Black and Yellow Background","20.00' L (6.10m)"
-,-,PBB0009C-ND,PBB0009C,Panduit Corp,20' YL RACK MNT RETR BELT-HOSE C,0,0,"363.26000","0","1","-","Active","Belt Tape Barricade","Black Legend, Black and Yellow Background","20.00' L (6.10m)"
-,-,952.4700.006-ND,952.4700.006,Altech Corporation,CS-3000NEXT ALUMINUM TUBE 55X75X,0,0,"367.60000","0","1","*","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Storm%20Interface%20PDFs/DEL12003.pdf,//media.digikey.com/Photos/Storm%20Interface%20Photos/DEL12003.jpg,MGR1676-ND,DEL12003,Storm Interface,MAGNETIC DOOR LOCK 1200LBS,0,0,"369.13200","0","5","-","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Storm%20Interface%20PDFs/StrikeMaster_ES_Ds.pdf,//media.digikey.com/Photos/Storm%20Interface%20Photos/MFG_DXPS1K103.jpg,DXPS1K103-ND,DXPS1K103,Storm Interface,SECURE CONTRLLR W/MTL KEYPAD KIT,0,0,"370.65000","0","1","DXPS","Active","-","-","-"
-,-,PBB0011BY-ND,PBB0011BY,Panduit Corp,20' YL RACK MNT RETR BELT-MAGNET,0,0,"376.02000","0","1","-","Active","Belt Tape Barricade","Black Legend, Black and Yellow Background","20.00' L (6.10m)"
-,-,PBB0011C-ND,PBB0011C,Panduit Corp,20' YL RACK MNT RETR BELT-MAGNET,0,0,"376.02000","0","1","-","Active","Belt Tape Barricade","Black Legend, Black and Yellow Background","20.00' L (6.10m)"
-,-,PBB0026-ND,PBB0026,Panduit Corp,RETR BANNER BARRIER AREA CLOSED,0,0,"402.15000","0","1","-","Active","Banner Barrier","Black, Red, White","4.50' W x 2.67' H (1.37m x 0.81m)"
-,-,PBB0027-ND,PBB0027,Panduit Corp,RETR BANNER BARRIER CTN NO ENTRY,0,0,"402.15000","0","1","*","Active","-","-","-"
-,-,PBB0028-ND,PBB0028,Panduit Corp,RETR BANNER BARRIER CTN PPE REQ,0,0,"402.15000","0","1","*","Active","-","-","-"
-,-,101.6710.000-ND,101.6710.000,Altech Corporation,TORQUE COUPLER .S.60 NE RAL7035,0,0,"402.28000","0","1","*","Active","-","-","-"
-,-,101.5300.007-ND,101.5300.007,Altech Corporation,WALL JOINT RAL7016 CS-3000,0,7,"402.71000","0","1","*","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Storm%20Interface%20PDFs/DEGL12003.pdf,-,MGR1677-ND,DEGL12003,Storm Interface,MAGNETIC GATE LOCK 1200LBS,0,0,"415.68600","0","5","-","Active","-","-","-"
-,-,CS-195+/BULK28X52-ND,CS-195+/BULK28X52,3M,FIRE BARRIER COMPOSITE SHEET 28"",0,0,"419.41000","0","1","*","Active","Fire Barrier Composite Sheet","-","-"
-,-,101.5176.000-ND,101.5176.000,Altech Corporation,WALL JOINT HORIZONTAL OUTLET RAL,0,0,"420.37000","0","1","-","Active","Joint","-","-"
-,-,101.5175.000-ND,101.5175.000,Altech Corporation,TOP JOINT RAL7035 CS-2000 SL,0,0,"420.39000","0","1","-","Active","Joint","-","-"
-,-,101.5178.000-ND,101.5178.000,Altech Corporation,BASE JOINT ROTATING RAL7035 CS-2,0,0,"420.39000","0","1","*","Active","-","-","-"
-,-,PBB0013BY-ND,PBB0013BY,Panduit Corp,25' YL RACK MNT RETR BELT-HOSE C,0,0,"420.63000","0","1","-","Active","Belt Tape Barricade","Black Legend, Black and Yellow Background","25.00' L (7.62m)"
-,-,PBB0013C-ND,PBB0013C,Panduit Corp,25' YL RACK MNT RETR BELT-HOSE C,0,0,"420.63000","0","1","-","Active","Belt Tape Barricade","Black Legend, Black and Yellow Background","25.00' L (7.62m)"
-,-,CS-195+/BX36X41-ND,CS-195+/BX36X41,3M,FIRE BARRIER COMPOSITE SHEET 36"",0,0,"421.54000","0","1","*","Active","Fire Barrier Composite Sheet","-","-"
-,-,101.6700.000-ND,101.6700.000,Altech Corporation,COUPLING 50 NE RAL7035 CS-2000 S,0,0,"424.98000","0","1","*","Active","-","-","-"
-,-,PBB0015BY-ND,PBB0015BY,Panduit Corp,25' YL RACK MNT RETR BELT-MAGNET,0,0,"439.74000","0","1","-","Active","Belt Tape Barricade","Black Legend, Black and Yellow Background","25.00' L (7.62m)"
-,-,PBB0015C-ND,PBB0015C,Panduit Corp,25' YL RACK MNT RETR BELT-MAGNET,0,0,"439.74000","0","1","-","Active","Belt Tape Barricade","Black Legend, Black and Yellow Background","25.00' L (7.62m)"
https://assets.tripplite.com/product-pdfs/en/dmcs3270xp.pdf,-,DMCS3270XP-ND,DMCS3270XP,Tripp Lite,MOBILE FLAT-PANEL FLOOR STAND FO,0,0,"452.52000","0","1","-","Active","Mount","Black, Silver","81.50"" L x 32.60"" W x 27.60"" H (2070.1mm x 828.0mm x 701.0mm)"
-,-,101.5165.000-ND,101.5165.000,Altech Corporation,ELBOW COUPLING RAL7035 WINNKELKU,0,0,"463.61000","0","1","-","Active","Coupler","-","-"
-,-,101.5300.004-ND,101.5300.004,Altech Corporation,INTERMEDIATE JOINT RAL7016 CS-30,0,9,"476.10000","0","1","*","Active","-","-","-"
-,//media.digikey.com/Photos/3M%20Photos/MFG_615+.jpg,615+48-ND,615+48,3M,FIRE BARRIER DUCT WRAP 615+ 48"",0,0,"512.90000","0","1","*","Active","Fire Barrier Duct Wrap","-","-"
-,-,PBB0001-ND,PBB0001,Panduit Corp,10' BLK OUTDR RETR BELT TAPE HAZ,0,0,"518.13000","0","1","-","Active","Belt Tape Barricade","Black","2.50"" Dia x 40.00"" H (63.5mm x 1016.0mm)"
-,-,PBB0002-ND,PBB0002,Panduit Corp,10' YLW OUTDR RETR BELT TAPE HAZ,0,0,"518.13000","0","1","-","Active","Belt Tape Barricade","Yellow","2.50"" Dia x 40.00"" H (63.5mm x 1016.0mm)"
-,-,101.5300.003-ND,101.5300.003,Altech Corporation,TOP JOINT RAL7016 CS-3000,0,6,"525.56000","0","1","*","Active","-","-","-"
-,-,101.5174.000-ND,101.5174.000,Altech Corporation,INTERMEDIATE JOINT RAL7035 CS-20,0,0,"532.44000","0","1","-","Active","Joint","-","-"
-,-,101.6702.000-ND,101.6702.000,Altech Corporation,STANDARD COUPLING FLANGE RAL7035,0,0,"579.89000","0","1","*","Active","-","-","-"
-,-,101.5169.000-ND,101.5169.000,Altech Corporation,TURN/TILT COUPLING RAL7035 CS-20,0,0,"610.70000","0","1","*","Active","-","-","-"
