Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Rivet Diameter","Rivet Length","Head Diameter","Head Height","Hole Diameter","Grip Range","Features","Color","Material"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/AB4-5A.jpg,H257-ND,AB4-5A,B&F Fastener Supply,RIVET BLIND 0.462"" ALUM NATURAL,21059,0,"0.10080","0","100","-","Active","Blind Rivet","0.125"" (3.18mm) 1/8""","0.462"" (11.73mm)","0.250"" (6.35mm) 1/4""","0.040"" (1.02mm)","0.130"" (3.30mm)","0.251"" ~ 0.312"" (6.38mm ~ 7.92mm)","Requires Installation Tool","Natural","Aluminum"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/ABL4-6A.jpg,H262-ND,ABL4-6A,B&F Fastener Supply,RIVET BLIND 0.525"" ALUM NATURAL,6500,0,"0.13200","0","100","-","Active","Blind Rivet","0.125"" (3.18mm) 1/8""","0.525"" (13.34mm)","0.375"" (9.53mm) 3/8""","0.045"" (1.14mm)","0.130"" (3.30mm)","0.251"" ~ 0.375"" (6.38mm ~ 9.53mm)","Requires Installation Tool","Natural","Aluminum"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/SB3-2.jpg,H263-ND,SB3-2,B&F Fastener Supply,RIVET BLIND 0.250"" STEEL NATURAL,10100,0,"0.14260","0","100","-","Active","Blind Rivet","0.094"" (2.39mm) 3/32""","0.250"" (6.35mm) 1/4""","0.188"" (4.78mm) 3/16""","0.032"" (0.81mm)","0.098"" (2.49mm)","0.031"" ~ 0.125"" (0.79mm ~ 3.18mm)","Requires Installation Tool","Natural","Steel"
http://www.keyelco.com/product-pdf.cfm?p=13999,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_33xy%20SERIES.jpg,36-3313-ND,3313,Keystone Electronics,MOUNTING BUTTON 0.187"" NYLON BLK,2765,1300,"0.16000","0","1","-","Active","Mounting Button","0.158"" (4.01mm)","-","0.313"" (7.95mm) 5/16""","0.063"" (1.60mm) 1/16""","0.158"" (4.01mm)","0.187"" (4.75mm) 3/16""","-","Black","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=14001,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_33xy%20SERIES.jpg,36-3315-ND,3315,Keystone Electronics,MOUNTING BUTTON 0.250"" NYLON BLK,1303,5500,"0.17000","0","1","-","Active","Mounting Button","0.158"" (4.01mm)","-","0.313"" (7.95mm) 5/16""","0.063"" (1.60mm) 1/16""","0.158"" (4.01mm)","0.250"" (6.35mm) 1/4""","-","Black","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=14002,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_33xy%20SERIES.jpg,36-3320-ND,3320,Keystone Electronics,MOUNTING BUTTON 0.125"" NYLON BLK,2445,11600,"0.19000","0","1","-","Active","Mounting Button","0.187"" (4.75mm) 3/16""","-","0.313"" (7.95mm) 5/16""","0.063"" (1.60mm) 1/16""","0.187"" (4.75mm) 3/16""","0.125"" (3.18mm) 1/8""","-","Black","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=14003,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_33xy%20SERIES.jpg,36-3321-ND,3321,Keystone Electronics,MOUNTING BUTTON 0.156"" NYLON BLK,2460,5800,"0.20000","0","1","-","Active","Mounting Button","0.187"" (4.75mm) 3/16""","-","0.313"" (7.95mm) 5/16""","0.063"" (1.60mm) 1/16""","0.187"" (4.75mm) 3/16""","0.156"" (3.96mm)","-","Black","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=14004,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_33xy%20SERIES.jpg,36-3322-ND,3322,Keystone Electronics,MOUNTING BUTTON 0.187"" NYLON BLK,2140,6500,"0.21000","0","1","-","Active","Mounting Button","0.187"" (4.75mm) 3/16""","-","0.313"" (7.95mm) 5/16""","0.063"" (1.60mm) 1/16""","0.187"" (4.75mm) 3/16""","0.187"" (4.75mm) 3/16""","-","Black","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=14008,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_33xy%20SERIES.jpg,36-3333-ND,3333,Keystone Electronics,MOUNTING BUTTON 0.250"" NYLON BLK,2463,6000,"0.26000","0","1","-","Active","Mounting Button","0.219"" (5.56mm)","-","0.343"" (8.71mm)","0.063"" (1.60mm) 1/16""","0.219"" (5.56mm)","0.250"" (6.35mm) 1/4""","-","Black","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MMB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_42762.jpg,RPC1755-ND,MMB-187-01BK,Essentra Components,MOUNTING BUTTON 0.430"" NYLON BLK,3145,0,"0.44000","0","1","MMB","Active","Mounting Button","-","0.430"" (10.92mm)","0.500"" (12.70mm) 1/2""","0.087"" (2.21mm)","0.187"" (4.75mm) 3/16""","0.098"" ~ 0.157"" (2.50mm ~ 4.00mm)","-","Black","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/SR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20161.jpg,RPC1787-ND,SRVO-3055B,Essentra Components,RIVET SNAP 0.220"" NYLON BLACK,2785,0,"0.47000","0","1","SR","Active","Snap Rivet","0.118"" (3.00mm)","0.220"" (5.59mm)","0.252"" (6.40mm)","0.063"" (1.60mm) 1/16""","0.124"" (3.15mm)","0.118"" ~ 0.158"" (3.00mm ~ 4.01mm)","Flame Retardant","Black","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/BR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_41307.jpg,RPC1723-ND,BR1-344-01,Essentra Components,BARBED FASTENR 0.344 1000 PCS,3571,0,"0.48000","0","1","BR","Active","Barbed Fastener (2 Piece)","-","0.344"" (8.74mm)","0.750"" (19.05mm) 3/4""","0.093"" (2.36mm)","0.281"" (7.14mm)","0.346"" ~ 0.502"" (8.79mm ~ 12.75mm)","-","Natural","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MB-1-156.JPG,RPC1341-ND,MB-1-187,Essentra Components,MOUNTING BUTTON 0.031"" - 0.094"",5398,0,"0.57000","0","1","MB","Active","Mounting Button","-","-","0.484"" (12.29mm) 31/64""","0.188"" (4.78mm) 3/16""","0.187"" (4.75mm) 3/16""","0.031"" ~ 0.094"" (0.79mm ~ 2.39mm) 1/32 ~ 3/32""","-","Natural","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27367.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20178.jpg,RPC1145-ND,TR-3,Essentra Components,RIVET SNAP 0.897"" NYLON BLACK,1034,0,"0.66000","0","1","-","Active","Snap Rivet","-","0.897"" (22.78mm)","-","0.079"" (2.01mm)","0.263"" (6.68mm)","0.098"" ~ 0.315"" (2.50mm ~ 8.00mm)","-","Black","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/SR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20161.jpg,RPC1427-ND,SR-6080B,Essentra Components,RIVET SNAP 0.315"" NYLON BLACK,6492,0,"0.83000","0","1","SR","Active","Snap Rivet","0.236"" (5.99mm)","0.315"" (8.00mm)","0.472"" (11.99mm)","0.118"" (3.00mm)","0.242"" (6.15mm)","0.138"" ~ 0.217"" (3.51mm ~ 5.51mm)","-","Black","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27376.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_USR-1133.jpg,RPC1800-ND,USR-1133,Essentra Components,RIVET SNAP 0.551"" NYLON BLACK,2646,0,"1.60000","0","1","USR","Active","Snap Rivet","-","0.551"" (14.00mm)","0.787"" (19.99mm)","0.157"" (4.00mm)","0.315"" (8.00mm)","0.118"" ~ 0.394"" (3.00mm ~ 10.01mm)","Unscrewing","Black","Nylon"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/SB4-3.jpg,H267-ND,SB4-3,B&F Fastener Supply,RIVET BLIND 0.337"" STEEL NATURAL,7200,0,"0.06260","0","100","-","Active","Blind Rivet","0.125"" (3.18mm) 1/8""","0.337"" (8.56mm)","0.250"" (6.35mm) 1/4""","0.040"" (1.02mm)","0.130"" (3.30mm)","0.126"" ~ 0.187"" (3.20mm ~ 4.75mm)","Requires Installation Tool","Natural","Steel"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/SB4-6.jpg,H269-ND,SB4-6,B&F Fastener Supply,RIVET BLIND 0.525"" STEEL NATURAL,2200,0,"0.09570","0","100","-","Active","Blind Rivet","0.125"" (3.18mm) 1/8""","0.525"" (13.34mm)","0.250"" (6.35mm) 1/4""","0.040"" (1.02mm)","0.130"" (3.30mm)","0.313"" ~ 0.375"" (7.95mm ~ 9.53mm)","Requires Installation Tool","Natural","Steel"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/ABL4-2A.jpg,H260-ND,ABL4-2A,B&F Fastener Supply,RIVET BLIND 0.275"" ALUM NATURAL,6700,0,"0.10380","0","100","-","Active","Blind Rivet","0.125"" (3.18mm) 1/8""","0.275"" (6.99mm)","0.375"" (9.53mm) 3/8""","0.045"" (1.14mm)","0.130"" (3.30mm)","0.031"" ~ 0.125"" (0.79mm ~ 3.18mm)","Requires Installation Tool","Natural","Aluminum"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/SBL4-2.jpg,H270-ND,SBL4-2,B&F Fastener Supply,RIVET BLIND 0.275"" STEEL NATURAL,5100,0,"0.10710","0","100","-","Active","Blind Rivet","0.125"" (3.18mm) 1/8""","0.275"" (6.99mm)","0.375"" (9.53mm) 3/8""","0.045"" (1.14mm)","0.130"" (3.30mm)","0.031"" ~ 0.125"" (0.79mm ~ 3.18mm)","Requires Installation Tool","Natural","Steel"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/SB3-4.jpg,H264-ND,SB3-4,B&F Fastener Supply,RIVET BLIND 0.375"" STEEL NATURAL,8000,0,"0.10800","0","100","-","Active","Blind Rivet","0.094"" (2.39mm) 3/32""","0.375"" (9.53mm) 3/8""","0.188"" (4.78mm) 3/16""","0.032"" (0.81mm)","0.098"" (2.49mm)","0.126"" ~ 0.250"" (3.20mm ~ 6.35mm)","Requires Installation Tool","Natural","Steel"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/ABL4-4A.jpg,H261-ND,ABL4-4A,B&F Fastener Supply,RIVET BLIND 0.400"" ALUM NATURAL,2465,0,"0.10800","0","100","-","Active","Blind Rivet","0.125"" (3.18mm) 1/8""","0.400"" (10.16mm)","0.375"" (9.53mm) 3/8""","0.045"" (1.14mm)","0.130"" (3.30mm)","0.188"" ~ 0.250"" (4.78mm ~ 6.35mm)","Requires Installation Tool","Natural","Aluminum"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/SBL4-4.jpg,H271-ND,SBL4-4,B&F Fastener Supply,RIVET BLIND 0.400"" STEEL NATURAL,5300,0,"0.11050","0","100","-","Active","Blind Rivet","0.125"" (3.18mm) 1/8""","0.400"" (10.16mm)","0.375"" (9.53mm) 3/8""","0.045"" (1.14mm)","0.130"" (3.30mm)","0.188"" ~ 0.250"" (4.78mm ~ 6.35mm)","Requires Installation Tool","Natural","Steel"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/AB4-8A.jpg,H258-ND,AB4-8A,B&F Fastener Supply,RIVET BLIND 0.650"" ALUM NATURAL,5700,0,"0.12330","0","100","-","Active","Blind Rivet","0.125"" (3.18mm) 1/8""","0.650"" (16.51mm)","0.250"" (6.35mm) 1/4""","0.040"" (1.02mm)","0.130"" (3.30mm)","0.376"" ~ 0.500"" (9.55mm ~ 12.70mm)","Requires Installation Tool","Natural","Aluminum"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/SBL4-6.jpg,H272-ND,SBL4-6,B&F Fastener Supply,RIVET BLIND 0.525"" STEEL NATURAL,1400,0,"0.13500","0","100","-","Active","Blind Rivet","0.125"" (3.18mm) 1/8""","0.525"" (13.34mm)","0.375"" (9.53mm) 3/8""","0.045"" (1.14mm)","0.130"" (3.30mm)","0.251"" ~ 0.375"" (6.38mm ~ 9.53mm)","Requires Installation Tool","Natural","Steel"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1269727.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/113108000002.JPG,RPC3286-ND,113108000002,Essentra Components,NATURAL SCREW-IN RIVET FOR A .31,6242,0,"0.14000","0","1","-","Active","Snap Rivet","0.315"" (8.00mm)","0.531"" (13.49mm)","0.787"" (19.99mm)","0.059"" (1.50mm)","-","0.118"" ~ 0.394"" (3.00mm ~ 10.01mm)","-","Natural","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1269720.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_113000369902.JPG,RPC3285-ND,113000369902,Essentra Components,BLACK SCREW-IN RIVET FOR A .315,3194,0,"0.16000","0","1","-","Active","Snap Rivet","0.315"" (8.00mm)","0.551"" (14.00mm)","0.787"" (19.99mm)","0.059"" (1.50mm)","-","0.118"" ~ 0.394"" (3.00mm ~ 10.01mm)","-","Black","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1238864.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20205.jpg,RPC2926-ND,XT1880250A,Essentra Components,BARBED FASTENER 0.348"" NYLON BLK,5900,0,"0.18000","0","1","XT","Active","Barbed Fastener","-","0.348"" (8.84mm)","0.500"" (12.70mm) 1/2""","0.078"" (1.98mm)","0.187"" (4.75mm) 3/16""","0.062"" ~ 0.252"" (1.57mm ~ 6.40mm)","-","Black","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1238864.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/XT1880375A.jpg,RPC2927-ND,XT1880375A,Essentra Components,BARBED FASTENER 0.473"" NYLON BLK,5840,0,"0.18000","0","1","XT","Active","Barbed Fastener","-","0.473"" (12.01mm)","0.500"" (12.70mm) 1/2""","0.078"" (1.98mm)","0.187"" (4.75mm) 3/16""","0.062"" ~ 0.374"" (1.57mm ~ 9.50mm)","-","Black","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1238864.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20205.jpg,RPC2925-ND,XT1250375A,Essentra Components,BARBED FASTENER 0.458"" NYLON BLK,3168,0,"0.18000","0","1","XT","Active","Barbed Fastener","-","0.458"" (11.63mm)","0.344"" (8.74mm)","0.063"" (1.60mm) 1/16""","0.125"" (3.18mm) 1/8""","0.062"" ~ 0.374"" (1.57mm ~ 9.50mm)","-","Black","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_167203069902.jpg,RPC2791-ND,167203069902,Essentra Components,"BLACK NYLON 6/6 FIR TREE RIVETS,",8797,0,"0.19000","0","1","167-2","Active","Barbed Fastener","-","0.315"" (8.00mm)","0.394"" (10.01mm)","-","0.130"" ~ 0.165"" (3.30mm ~ 4.20mm)","0.059"" ~ 0.177"" (1.50mm ~ 4.50mm)","-","Black","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1269843.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_167xxxx00002.jpg,RPC2790-ND,167203000002,Essentra Components,NATURAL NYLON 6/6 FIR TREE RIVET,5060,0,"0.19000","0","1","167-2","Active","Barbed Fastener","-","0.315"" (8.00mm)","0.394"" (10.01mm)","-","0.130"" ~ 0.165"" (3.30mm ~ 4.20mm)","0.059"" ~ 0.177"" (1.50mm ~ 4.50mm)","-","Natural","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1269842.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_167xxxx69902.jpg,RPC2789-ND,167202069902,Essentra Components,"BLACK NYLON 6/6 FIR TREE RIVETS,",3950,0,"0.19000","0","1","-","Active","Barbed Fastener","-","0.709"" (18.00mm)","0.236"" (5.99mm)","0.035"" (0.90mm)","0.106"" ~ 0.130"" (2.69mm ~ 3.30mm)","0.059"" ~ 0.591"" (1.50mm ~ 15.00mm)","-","Black","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_27MRF09.jpg,RPC7056-ND,27MRF09,Essentra Components,SNAP-TOGETHER RIVET - FEMAL MINI,15000,0,"0.21000","0","1","MicroPlastics, MR","Active","-","-","-","0.375"" (9.53mm)","0.075"" (1.91mm)","0.094"" (2.39mm)","-","-","Natural","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/27MRF09B.jpg,RPC7055-ND,27MRF09B,Essentra Components,SNAP-TOGETHER RIVET - FEMAL MINI,9950,0,"0.21000","0","1","MicroPlastics, MR","Active","-","-","-","0.375"" (9.53mm)","0.075"" (1.91mm)","0.094"" (2.39mm)","-","-","Black","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1269840.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_167xxxx69902.jpg,RPC2787-ND,167201569902,Essentra Components,"BLACK NYLON 6/6 FIR TREE RIVETS,",9745,0,"0.21000","0","1","-","Active","Barbed Fastener","-","0.433"" (11.00mm)","0.236"" (5.99mm)","0.035"" (0.90mm)","0.106"" ~ 0.130"" (2.69mm ~ 3.30mm)","0.059"" ~ 0.315"" (1.50mm ~ 8.00mm)","-","Black","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1269839.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_167xxxx00002.jpg,RPC2786-ND,167201500002,Essentra Components,NATURAL NYLON 6/6 FIR TREE RIVET,4935,0,"0.21000","0","1","-","Active","Barbed Fastener","-","0.433"" (11.00mm)","0.236"" (5.99mm)","0.035"" (0.90mm)","0.106"" ~ 0.130"" (2.69mm ~ 3.30mm)","0.059"" ~ 0.315"" (1.50mm ~ 8.00mm)","-","Natural","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1269838.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_167xxxx69902.jpg,RPC2785-ND,167201069902,Essentra Components,"BLACK NYLON 6/6 FIR TREE RIVETS,",2959,0,"0.21000","0","1","167-2","Active","Barbed Fastener","-","0.276"" (7.01mm)","0.236"" (5.99mm)","-","0.106"" ~ 0.130"" (2.69mm ~ 3.30mm)","0.059"" ~ 0.157"" (1.50mm ~ 4.00mm)","-","Black","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1269837.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_167xxxx00002.jpg,RPC2784-ND,167201000002,Essentra Components,NATURAL NYLON 6/6 FIR TREE RIVET,1495,0,"0.21000","0","1","167-2","Active","Barbed Fastener","-","0.276"" (7.01mm)","0.236"" (5.99mm)","-","0.106"" ~ 0.130"" (2.69mm ~ 3.30mm)","0.059"" ~ 0.157"" (1.50mm ~ 4.00mm)","-","Natural","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1269844.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_167xxxx00002.jpg,RPC2792-ND,167204000002,Essentra Components,NATURAL NYLON 6/6 FIR TREE RIVET,4990,0,"0.24000","0","1","167-2","Active","Barbed Fastener","-","0.236"" (5.99mm)","0.472"" (11.99mm)","-","0.161"" ~ 0.205"" (4.09mm ~ 5.20mm)","0.039"" ~ 0.098"" (0.99mm ~ 2.50mm)","-","Natural","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1269845.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_167xxxx69902.jpg,RPC2793-ND,167204069902,Essentra Components,"BLACK NYLON 6/6 FIR TREE RIVETS,",4960,0,"0.24000","0","1","167-2","Active","Barbed Fastener","-","0.236"" (5.99mm)","0.472"" (11.99mm)","-","0.161"" ~ 0.205"" (4.09mm ~ 5.20mm)","0.039"" ~ 0.098"" (0.99mm ~ 2.50mm)","-","Black","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1269846.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_167xxxx00002.jpg,RPC2794-ND,167204500002,Essentra Components,NATURAL NYLON 6/6 FIR TREE RIVET,4875,0,"0.24000","0","1","167-2","Active","Barbed Fastener","-","0.394"" (10.01mm)","0.472"" (11.99mm)","0.047"" (1.19mm) 3/64""","0.161"" ~ 0.205"" (4.09mm ~ 5.20mm)","0.059"" ~ 0.217"" (1.50mm ~ 5.50mm)","-","Natural","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1269849.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_167xxxx69902.jpg,RPC2797-ND,167205069902,Essentra Components,"BLACK NYLON 6/6 FIR TREE RIVETS,",4668,0,"0.24000","0","1","167-2","Active","Barbed Fastener","-","0.591"" (15.01mm)","0.472"" (11.99mm)","-","0.161"" ~ 0.205"" (4.09mm ~ 5.20mm)","0.079"" ~ 0.394"" (2.01mm ~ 10.01mm)","-","Black","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1269848.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_167xxxx00002.jpg,RPC2796-ND,167205000002,Essentra Components,NATURAL NYLON 6/6 FIR TREE RIVET,4975,0,"0.25000","0","1","167-2","Active","Barbed Fastener","-","0.591"" (15.01mm)","0.472"" (11.99mm)","-","0.161"" ~ 0.205"" (4.09mm ~ 5.20mm)","0.079"" ~ 0.394"" (2.01mm ~ 10.01mm)","-","Natural","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1269847.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_167xxxx69902.jpg,RPC2795-ND,167204569902,Essentra Components,"BLACK NYLON 6/6 FIR TREE RIVETS,",2139,0,"0.25000","0","1","167-2","Active","Barbed Fastener","-","0.394"" (10.01mm)","0.472"" (11.99mm)","0.047"" (1.19mm) 3/64""","0.161"" ~ 0.205"" (4.09mm ~ 5.20mm)","0.059"" ~ 0.217"" (1.50mm ~ 5.50mm)","-","Black","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1270640.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/46xxxx_black.jpg,RPC2813-ND,460437,Essentra Components,"BLACK NYLON 6/6 FIR TREE RIVETS,",10250,0,"0.26000","0","1","SR1965","Active","Barbed Fastener","-","0.563"" (14.30mm)","0.438"" (11.13mm) 7/16""","0.067"" (1.70mm)","0.189"" (4.80mm)","0.031"" ~ 0.331"" (0.79mm ~ 8.40mm)","-","Black","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1270773.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/468855.JPG,RPC2836-ND,468835,Essentra Components,"NATURAL NYLON 6 FIR TREE RIVETS,",4785,0,"0.26000","0","1","SR1965","Active","Barbed Fastener","-","0.374"" (9.50mm)","0.358"" (9.10mm)","0.059"" (1.50mm)","0.138"" (3.50mm)","0.028"" ~ 0.197"" (0.70mm ~ 5.00mm)","-","Natural","Nylon"
http://www.essentracomponents.com/wcsstore7.00.00.883/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1270757.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/46xxxx_black.jpg,RPC2820-ND,468811,Essentra Components,"BLACK NYLON 6/6 FIR TREE RIVETS,",2508,0,"0.26000","0","1","SR1965","Active","Barbed Fastener","-","0.374"" (9.50mm)","0.358"" (9.10mm)","0.059"" (1.50mm)","0.138"" (3.50mm)","0.028"" ~ 0.197"" (0.70mm ~ 5.00mm)","-","Black","Nylon"
https://katalog.we-online.de/em/datasheet/70097xxxx_typ2.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/700973500.JPG,732-12431-ND,700971600,Wurth Electronics Inc.,"SNAP RIVET 2,6/7,2 MM",1800,0,"0.26000","0","1","WA-EXRV","Active","Snap Rivet","0.102"" (2.60mm)","0.283"" (7.20mm)","0.197"" (5.00mm)","0.055"" (1.40mm)","0.102"" (2.60mm)","-","Flame Retardant","Black","Nylon"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_27RT187550.jpg,RPC6332-ND,27RT187550,Essentra Components,"BLACK NYLON 6/6 FIR TREE RIVETS,",1700,0,"0.26000","0","1","-","Active","Barbed Fastener","-","0.560"" (14.22mm)","0.435"" (11.05mm)","0.068"" (1.73mm)","0.188"" (4.78mm)","0.030"" ~ 0.330"" (0.76mm ~ 8.38mm)","-","Black","Nylon"
https://katalog.we-online.de/em/datasheet/70097xxxx_typ2.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/700974700.JPG,732-12438-ND,700972700,Wurth Electronics Inc.,"SNAP RIVET 3,0/9,1 MM",1350,0,"0.26000","0","1","WA-EXRV","Active","Snap Rivet","0.118"" (3.00mm)","0.358"" (9.10mm)","0.248"" (6.30mm)","0.067"" (1.70mm)","0.118"" (3.00mm)","-","Flame Retardant","Black","Nylon"
https://katalog.we-online.de/em/datasheet/70097xxxx_typ2.pdf,//media.digikey.com/photos/Wurth%20Electronics%20Photos/700974100.JPG,732-12446-ND,700974100,Wurth Electronics Inc.,"SNAP RIVET 4,0/5,0 MM",1300,0,"0.26000","0","1","WA-EXRV","Active","Snap Rivet","0.157"" (4.00mm)","0.197"" (5.00mm)","0.307"" (7.80mm)","0.075"" (1.90mm)","0.157"" (4.00mm)","-","Flame Retardant","Black","Nylon"
