Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Holding Type","Mounting Type","Between Board Height","Length - Overall","Support Hole Diameter","Support Panel Thickness","Mounting Hole Diameter","Mounting Panel Thickness","Features","Material"
http://www.essentracomponents.com.sg/images-line/pdfs/RLCBSRE.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_RLCBSRx-x-01.jpg,RPC1389-ND,RLCBSRE-6-01,Essentra Components,BRD SPT SNAP LOCK NYLON 3/8"",11202,0,"0.60000","0","1","RLCBSRE","Active","Snap Lock","Snap Lock","0.375"" (9.53mm) 3/8""","0.915"" (23.24mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.213"" (5.40mm)","0.059"" ~ 0.065"" (1.50mm ~ 1.65mm)","Locking, Reverse Mounting","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/SSRS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22848.jpg,RPC1674-ND,SSRS8-5-01,Essentra Components,BRD SPT SNAP LOCK SCREW MNT 5/16,5328,0,"0.60000","0","1","SSRS8","Active","Snap Lock","Screw Mount","0.313"" (7.95mm) 5/16""","0.438"" (11.13mm) 7/16""","0.232"" (5.90mm)","0.062"" (1.57mm) 1/16""","0.234"" (5.94mm)","-","Stackable","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/SRS.pdf,//media.digikey.com/photos/Richco%20Photos/SRS6-12-01.JPG,RPC1784-ND,SRS6-12-01,Essentra Components,BRD SPT SNAP LOCK SCREW MNT 3/4"",4616,0,"0.60000","0","1","SRS6","Active","Snap Lock","Screw Mount","0.750"" (19.05mm) 3/4""","0.878"" (22.30mm)","0.232"" (5.90mm)","0.062"" (1.57mm) 1/16""","0.232"" (5.90mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/DLCBSM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23351.jpg,RPC1495-ND,DLCBSM-6-01,Essentra Components,BRD SPT SNAP LOCK NYLON 3/8"",3727,0,"0.60000","0","1","DLCBSM","Active","Snap Lock","Snap Lock","0.375"" (9.53mm) 3/8""","0.886"" (22.50mm)","0.125"" (3.18mm) 1/8""","0.031"" ~ 0.078"" (0.79mm ~ 1.98mm)","0.125"" (3.18mm) 1/8""","0.031"" ~ 0.078"" (0.79mm ~ 1.98mm)","Winged","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MSPM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23284.jpg,RPC1565-ND,MSPM-18-01,Essentra Components,BRD SPT SNAP FIT/LOCK NYL 1 1/8"",3970,0,"0.61000","0","1","MSPM","Active","Snap Fit","Snap Lock","1.125"" (28.58mm) 1 1/8""","1.417"" (36.00mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/DLMSPM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_DLMSPM-18-01.jpg,RPC1734-ND,DLMSPM-18-01,Essentra Components,BRD SPT SNAP LOCK NYLON 1 1/8"",2869,0,"0.61000","0","1","DLMSPM","Active","Snap Lock","Snap Lock","1.125"" (28.58mm) 1 1/8""","1.409"" (35.80mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MDLSP2-05M-01.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MDLSP2-05M-01.jpg,RP918-ND,MDLSP2-05M-01,Essentra Components,BRD SPT SNAP LOCK NYLON 5MM,2752,0,"0.61000","0","1","MDLSP2","Active","Snap Lock","Snap Lock","0.197"" (5.00mm)","0.563"" (14.30mm)","0.138"" (3.50mm)","0.065"" (1.65mm)","0.138"" (3.50mm)","0.065"" (1.65mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/PST.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PST-4-01.jpg,RPC1117-ND,PST-4-01,Essentra Components,BRD SPT REST MNT SNAP LOCK 1/4"",1518,0,"0.61000","0","1","PST","Active","Resting Mount","Snap Lock","0.250"" (6.35mm) 1/4""","0.395"" (10.03mm)","-","-","0.100"" (2.54mm)","0.064"" (1.63mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/RLCBSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_RLCBSR-8-01.jpg,RPC1768-ND,RLCBSR-8-01,Essentra Components,BRD SPT SNAP LOCK NYLON 1/2"",1017,0,"0.61000","0","1","RLCBSR","Active","Snap Lock","Snap Lock","0.500"" (12.70mm) 1/2""","0.965"" (24.51mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.059"" ~ 0.063"" (1.50mm ~ 1.60mm)","Locking, Reverse Mounting","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MDLSP3.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23387.jpg,RPC1227-ND,MDLSP3-1-01,Essentra Components,BRD SPT SNAP LOCK NYLON 1/16"",4773,0,"0.62000","0","1","MDLSP3","Active","Snap Lock","Snap Lock","0.063"" (1.60mm) 1/16""","0.313"" (7.95mm) 5/16""","0.079"" (2.00mm)","0.042"" (1.07mm)","0.098"" (2.50mm)","0.065"" (1.65mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/LCBS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_LCBS-14-01.JPG,RPC1631-ND,LCBS-14-01,Essentra Components,BRD SPT SNAP LOCK NYLON 7/8"",4443,0,"0.62000","0","1","LCBS","Active","Snap Lock","Snap Lock","0.875"" (22.23mm) 7/8""","1.606"" (40.80mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.031"" ~ 0.078"" (0.79mm ~ 1.98mm)","Winged","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/DLMSPM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/DLMSPM-20-01.jpg,RPC1317-ND,DLMSPM-20-01,Essentra Components,BRD SPT SNAP LOCK NYLON 1 1/4"",2720,0,"0.62000","0","1","DLMSPM","Active","Snap Lock","Snap Lock","1.250"" (31.75mm) 1 1/4""","1.535"" (39.00mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/SSRS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22848.jpg,RPC1671-ND,SSRS6-6-01,Essentra Components,BRD SPT SNAP LOCK SCREW MNT 3/8"",2710,0,"0.62000","0","1","SSRS6","Active","Snap Lock","Screw Mount","0.375"" (9.53mm) 3/8""","0.500"" (12.70mm) 1/2""","0.232"" (5.90mm)","0.062"" (1.57mm) 1/16""","0.234"" (5.94mm)","-","Stackable","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/PST.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_PST-x-01.JPG,RPC1594-ND,PST-5-01,Essentra Components,BRD SPT REST MNT SNAP LOCK 5/16"",1435,0,"0.62000","0","1","PST","Active","Resting Mount","Snap Lock","0.313"" (7.95mm) 5/16""","0.454"" (11.53mm)","-","-","0.100"" (2.54mm)","0.064"" (1.63mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/LCBS-2.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/LCBS-2-3-01.jpg,RPC1525-ND,LCBS-2-3-01,Essentra Components,BRD SPT SNAP LOCK NYLON 3/16"",111824,0,"0.63000","0","1","LCBS-2","Active","Snap Lock","Snap Lock","0.188"" (4.78mm) 3/16""","0.992"" (25.20mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.078"" ~ 0.141"" (1.98mm ~ 3.58mm)","Winged","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/DLSP-1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/DLSP-1-6M-01.jpg,RPC1510-ND,DLSP-1-6M-01,Essentra Components,BRD SPT SNAP LOCK NYLON 6MM,35207,0,"0.63000","0","1","DLSP-1","Active","Snap Lock","Snap Lock","0.236"" (6.00mm)","0.630"" (16.00mm)","0.156"" (3.96mm) 5/32""","0.063"" (1.60mm)","0.156"" (3.96mm) 5/32""","0.063"" (1.60mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/LMSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_LMSP-xx-01.jpg,RPC1537-ND,LMSP-14-01,Essentra Components,BRD SPT SNAP LOCK NYLON 7/8"",13580,0,"0.63000","0","1","LMSP","Active","Snap Lock","Snap Lock","0.875"" (22.23mm) 7/8""","1.404"" (35.67mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/RLCBSPR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_17614.jpg,RPC1384-ND,RLCBSPR-4-01,Essentra Components,BRD SPT SNAP LOCK NYLON 1/4"",9295,0,"0.63000","0","1","RLCBSPR","Active","Snap Lock","Snap Lock","0.250"" (6.35mm) 1/4""","0.563"" (14.30mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.059"" ~ 0.063"" (1.50mm ~ 1.60mm)","Locking, Reverse Mounting","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/LCBS-2.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23442.jpg,RPC1746-ND,LCBS-2-4-01,Essentra Components,BRD SPT SNAP LOCK NYLON 1/4"",5326,0,"0.63000","0","1","LCBS-2","Active","Snap Lock","Snap Lock","0.250"" (6.35mm) 1/4""","1.055"" (26.80mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.078"" ~ 0.141"" (1.98mm ~ 3.58mm)","Winged","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MDLSP2-06M-01.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23381.jpg,RPC1106-ND,MDLSP2-06M-01,Essentra Components,BRD SPT SNAP LOCK NYLON 6MM,4240,0,"0.63000","0","1","MDLSP2","Active","Snap Lock","Snap Lock","0.236"" (6.00mm)","0.602"" (15.30mm)","0.138"" (3.50mm)","0.065"" (1.65mm)","0.138"" (3.50mm)","0.065"" (1.65mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/RLCBSR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_RLCBSR-9-01.JPG,RPC1628-ND,RLCBSR-9-01,Essentra Components,BRD SPT SNAP LOCK NYLON 9/16"",3291,0,"0.63000","0","1","RLCBSR","Active","Snap Lock","Snap Lock","0.563"" (14.30mm) 9/16""","1.028"" (26.10mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.059"" ~ 0.063"" (1.50mm ~ 1.60mm)","Locking, Reverse Mounting","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/DLCBSM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23351.jpg,RPC1945-ND,DLCBSM-7-01,Essentra Components,BRD SPT SNAP LOCK NYLON 7/16"",2942,0,"0.63000","0","1","DLCBSM","Active","Snap Lock","Snap Lock","0.438"" (11.13mm) 7/16""","0.949"" (24.10mm)","0.125"" (3.18mm) 1/8""","0.031"" ~ 0.078"" (0.79mm ~ 1.98mm)","0.125"" (3.18mm) 1/8""","0.031"" ~ 0.078"" (0.79mm ~ 1.98mm)","Winged","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MDLSP3.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23387.jpg,RPC1546-ND,MDLSP3-3-01,Essentra Components,BRD SPT SNAP LOCK NYLON 4.80MM,4301,0,"0.64000","0","1","MDLSP3","Active","Snap Lock","Snap Lock","0.189"" (4.80mm)","0.438"" (11.13mm)","0.079"" (2.00mm)","0.042"" (1.07mm)","0.098"" (2.50mm)","0.065"" (1.65mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/PST.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_PST-x-01.JPG,RPC1595-ND,PST-6-01,Essentra Components,BRD SPT REST MNT SNAP LOCK 3/8"",2921,0,"0.64000","0","1","PST","Active","Resting Mount","Snap Lock","0.375"" (9.53mm) 3/8""","0.517"" (13.13mm)","-","-","0.100"" (2.54mm)","0.064"" (1.63mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MDLSP3.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23387.jpg,RPC1547-ND,MDLSP3-4-01,Essentra Components,BRD SPT SNAP LOCK NYLON 6.40MM,2153,0,"0.64000","0","1","MDLSP3","Active","Snap Lock","Snap Lock","0.252"" (6.40mm)","0.501"" (12.72mm)","0.079"" (2.00mm)","0.042"" (1.07mm)","0.098"" (2.50mm)","0.065"" (1.65mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/SRSCBS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/SRSCBS-12-01.JPG,RPC2116-ND,SRSCBS-12-01,Essentra Components,BRD SPT THR STUD SNAP RIVET 3/4"",5960,0,"0.65000","0","1","SRSCBS","Active","Threaded Stud","Snap Rivet","0.750"" (19.05mm) 3/4""","1.051"" (26.70mm)","-","0.299"" (7.60mm)","0.157 ~ 0.161"" (4.00 ~ 4.10mm)","-","6-32 Thread","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MDLSP3.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23387.jpg,RPC1548-ND,MDLSP3-5-01,Essentra Components,BRD SPT SNAP LOCK NYLON 7.90MM,4488,0,"0.65000","0","1","MDLSP3","Active","Snap Lock","Snap Lock","0.311"" (7.90mm)","0.560"" (14.22mm)","0.079"" (2.00mm)","0.042"" (1.07mm)","0.098"" (2.50mm)","0.065"" (1.65mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/SRS8-2-10-19.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_16178.jpg,RPC1657-ND,SRS4-16-01,Essentra Components,BRD SPT SNAP LOCK SCREW MNT 1"",3108,0,"0.65000","0","1","SRS4","Active","Snap Lock","Screw Mount","1.000"" (25.40mm) 1""","1.126"" (28.60mm)","0.187"" (4.75mm) 3/16""","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/LCBS.pdf,//media.digikey.com/photos/Richco%20Photos/LCBS-16-01.JPG,RP434-ND,LCBS-16-01,Essentra Components,BRD SPT SNAP LOCK NYLON 1"",1285,0,"0.65000","0","1","LCBS","Active","Snap Lock","Snap Lock","1.000"" (25.40mm) 1""","1.732"" (44.00mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.031"" ~ 0.078"" (0.79mm ~ 1.98mm)","Winged","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/LNCBS.pdf,//media.digikey.com/Renders/Essentra%20Components/MFG_LNCBS-xx-01.jpg,RPC1993-ND,LNCBS-6-01,Essentra Components,BRD SPT SNAP FIT/LOCK NYLON 3/8"",12250,0,"0.66000","0","1","LNCBS","Active","Snap Fit","Snap Lock","0.375"" (9.53mm) 3/8""","1.303"" (33.10mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.031"" ~ 0.078"" (0.79mm ~ 1.98mm)","Winged","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MDLSP1-03M-01.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23368.jpg,RPC1225-ND,MDLSP1-03M-01,Essentra Components,BRD SPT SNAP LOCK NYLON 3MM,4413,0,"0.66000","0","1","MDLSP1","Active","Snap Lock","Snap Lock","0.118"" (3.00mm)","0.406"" (10.30mm)","0.098"" (2.50mm)","0.065"" (1.65mm)","0.098"" (2.50mm)","0.065"" (1.65mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/PST.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_PST-x-01.JPG,RPC1764-ND,PST-7-01,Essentra Components,BRD SPT REST MNT SNAP LOCK 7/16"",3973,0,"0.66000","0","1","PST","Active","Resting Mount","Snap Lock","0.438"" (11.13mm) 7/16""","0.580"" (14.74mm)","-","-","0.100"" (2.54mm)","0.064"" (1.63mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/RLCBSPR.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_17614.jpg,RPC1385-ND,RLCBSPR-6-01,Essentra Components,BRD SPT SNAP LOCK NYLON 3/8"",3479,0,"0.66000","0","1","RLCBSPR","Active","Snap Lock","Snap Lock","0.375"" (9.53mm) 3/8""","0.685"" (17.40mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.059"" ~ 0.063"" (1.50mm ~ 1.60mm)","Locking, Reverse Mounting","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/SSRS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22848.jpg,RPC1672-ND,SSRS6-8-01,Essentra Components,BRD SPT SNAP LOCK SCREW MNT 1/2"",2470,0,"0.66000","0","1","SSRS6","Active","Snap Lock","Screw Mount","0.500"" (12.70mm) 1/2""","0.626"" (15.90mm)","0.232"" (5.90mm)","0.062"" (1.57mm) 1/16""","0.234"" (5.94mm)","-","Stackable","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MDLSP2-03M-01.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MDLSP2-03M-01.jpg,RP917-ND,MDLSP2-03M-01,Essentra Components,BRD SPT SNAP LOCK NYLON 3MM,2073,0,"0.66000","0","1","MDLSP2","Active","Snap Lock","Snap Lock","0.118"" (3.00mm)","0.484"" (12.30mm)","0.138"" (3.50mm)","0.065"" (1.65mm)","0.138"" (3.50mm)","0.065"" (1.65mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/RLCBSB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22656.jpg,RPC2076-ND,RLCBSB-8-01,Essentra Components,BRD SPT REST MNT SNAP LOCK 8MM,5552,0,"0.67000","0","1","RLCBSB","Active","Resting Mount","Snap Lock","0.315"" (8.00mm)","-","-","-","0.217"" (5.50mm)","0.020"" ~ 0.039"" (0.50mm ~ 1.00mm)","Locking, Reverse Mounting","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/DLSP-1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_DLSP-1-8M-01.JPG,RPC1511-ND,DLSP-1-8M-01,Essentra Components,BRD SPT SNAP LOCK NYLON 8MM,3260,0,"0.68000","0","1","DLSP-1","Active","Snap Lock","Snap Lock","0.315"" (8.00mm)","0.709"" (18.00mm)","0.156"" (3.96mm) 5/32""","0.063"" (1.60mm)","0.156"" (3.96mm) 5/32""","0.063"" (1.60mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MDLSP2-08M-01.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23381.jpg,RPC1350-ND,MDLSP2-08M-01,Essentra Components,BRD SPT SNAP LOCK NYLON 8MM,1822,0,"0.68000","0","1","MDLSP2","Active","Snap Lock","Snap Lock","0.315"" (8.00mm)","0.681"" (17.30mm)","0.138"" (3.50mm)","0.065"" (1.65mm)","0.138"" (3.50mm)","0.065"" (1.65mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/LCBS-2.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23442.jpg,RPC1527-ND,LCBS-2-6-01,Essentra Components,BRD SPT SNAP LOCK NYLON 3/8"",2963,0,"0.69000","0","1","LCBS-2","Active","Snap Lock","Snap Lock","0.375"" (9.53mm) 3/8""","1.177"" (29.90mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.078"" ~ 0.141"" (1.98mm ~ 3.58mm)","Winged","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/PST.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/PST-8-01.jpg,RPC1596-ND,PST-8-01,Essentra Components,BRD SPT REST MNT SNAP LOCK 1/2"",2627,0,"0.69000","0","1","PST","Active","Resting Mount","Snap Lock","0.500"" (12.70mm) 1/2""","0.643"" (16.33mm)","-","-","0.100"" (2.54mm)","0.064"" (1.63mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MDLSP2-10M-01.pdf,//media.digikey.com/Renders/Essentra%20Components/MDLSP2-10M-01.jpg,RPC1107-ND,MDLSP2-10M-01,Essentra Components,BRD SPT SNAP LOCK NYLON 10MM,9318,0,"0.70000","0","1","MDLSP2","Active","Snap Lock","Snap Lock","0.394"" (10.00mm)","0.760"" (19.30mm)","0.138"" (3.50mm)","0.065"" (1.65mm)","0.138"" (3.50mm)","0.065"" (1.65mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/DLSP-1.pdf,//media.digikey.com/photos/Richco%20Photos/DLSP-1-14M-01.JPG,RPC1507-ND,DLSP-1-10M-01,Essentra Components,BRD SPT SNAP LOCK NYLON 10MM,6858,0,"0.70000","0","1","DLSP-1","Active","Snap Lock","Snap Lock","0.394"" (10.00mm)","0.787"" (20.00mm)","0.156"" (3.96mm) 5/32""","0.063"" (1.60mm)","0.156"" (3.96mm) 5/32""","0.063"" (1.60mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/SP1-14-01.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23409.jpg,RP408-ND,SP1-16-01,Essentra Components,BRD SPT SNAP LOCK NYLON 1"",4604,0,"0.70000","0","1","SP1","Active","Snap Lock","Snap Lock","1.000"" (25.40mm) 1""","1.313"" (33.34mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.157"" (4.00mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/SSRS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_22848.jpg,RPC1673-ND,SSRS8-12-01,Essentra Components,BRD SPT SNAP LOCK SCREW MNT 3/4"",10658,0,"0.71000","0","1","SSRS8","Active","Snap Lock","Screw Mount","0.750"" (19.05mm) 3/4""","0.878"" (22.30mm)","0.232"" (5.90mm)","0.062"" (1.57mm) 1/16""","0.234"" (5.94mm)","-","Stackable","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/LCBS-2.pdf,//media.digikey.com/photos/Richco%20Photos/LCBS-2-8-01.JPG,RPC1529-ND,LCBS-2-8-01,Essentra Components,BRD SPT SNAP LOCK NYLON 1/2"",5365,0,"0.73000","0","1","LCBS-2","Active","Snap Lock","Snap Lock","0.500"" (12.70mm) 1/2""","1.303"" (33.10mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.078"" ~ 0.141"" (1.98mm ~ 3.58mm)","Winged","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/PST.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_PST-x-01.JPG,RPC1373-ND,PST-10-01,Essentra Components,BRD SPT REST MNT SNAP LOCK 5/8"",2410,0,"0.73000","0","1","PST","Active","Resting Mount","Snap Lock","0.625"" (15.88mm) 5/8""","0.769"" (19.53mm)","-","-","0.100"" (2.54mm)","0.064"" (1.63mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/DLCBST.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23362.jpg,RPC1498-ND,DLCBST-8-01,Essentra Components,BRD SPT SNAP LOCK NYLON 1/2"",2720,0,"0.74000","0","1","DLCBST","Active","Snap Lock","Snap Lock","0.500"" (12.70mm) 1/2""","0.786"" (19.96mm)","0.100"" (2.54mm)","0.064"" (1.63mm)","0.100"" (2.54mm)","0.064"" (1.63mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MDLSP2-12M-01.pdf,//media.digikey.com/Photos/Richco%20Photos/MDLSP2-12M-01.jpg,RPC1997-ND,MDLSP2-12M-01,Essentra Components,BRD SPT SNAP LOCK NYLON 12MM,9555,0,"0.76000","0","1","MDLSP2","Active","Snap Lock","Snap Lock","0.472"" (12.00mm)","0.839"" (21.30mm)","0.138"" (3.50mm)","0.065"" (1.65mm)","0.138"" (3.50mm)","0.065"" (1.65mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/LCBS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_LCBS-22-01.JPG,RPC1632-ND,LCBS-22-01,Essentra Components,BRD SPT SNAP LOCK NYLON 1 3/8"",5420,0,"0.76000","0","1","LCBS","Active","Snap Lock","Snap Lock","1.375"" (34.93mm) 1 3/8""","2.106"" (53.50mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.031"" ~ 0.078"" (0.79mm ~ 1.98mm)","Winged","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MDLSP1-12M-01.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23368.jpg,RPC1349-ND,MDLSP1-12M-01,Essentra Components,BRD SPT SNAP LOCK NYLON 12MM,3410,0,"0.76000","0","1","MDLSP1","Active","Snap Lock","Snap Lock","0.472"" (12.00mm)","0.760"" (19.30mm)","0.098"" (2.50mm)","0.065"" (1.65mm)","0.098"" (2.50mm)","0.065"" (1.65mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/LCBS-2.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_LCBS-2-10-01.JPG,RPC1636-ND,LCBS-2-10-01,Essentra Components,BRD SPT SNAP LOCK NYLON 5/8"",2888,0,"0.77000","0","1","LCBS-2","Active","Snap Lock","Snap Lock","0.625"" (15.88mm) 5/8""","1.429"" (36.30mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.078"" ~ 0.141"" (1.98mm ~ 3.58mm)","Winged","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/DLSP-1.pdf,//media.digikey.com/photos/Richco%20Photos/DLSP-1-14M-01.JPG,RPC1508-ND,DLSP-1-16M-01,Essentra Components,BRD SPT SNAP LOCK NYLON 16MM,5428,0,"0.78000","0","1","DLSP-1","Active","Snap Lock","Snap Lock","0.630"" (16.00mm)","1.024"" (26.00mm)","0.156"" (3.96mm) 5/32""","0.063"" (1.60mm)","0.156"" (3.96mm) 5/32""","0.063"" (1.60mm)","-","Nylon"
