Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Holding Type","Mounting Type","Between Board Height","Length - Overall","Support Hole Diameter","Support Panel Thickness","Mounting Hole Diameter","Mounting Panel Thickness","Features","Material"
http://www.keyelco.com/product-pdf.cfm?p=9632,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_192xB%20Series.jpg,36-1929B-ND,1929B,Keystone Electronics,BRD SPT SNAP LOCK NYLON 1/2"",1268,0,"0.23000","0","1","-","Active","Snap Lock","Snap Lock","0.500"" (12.70mm) 1/2""","1.123"" (28.53mm)","0.156"" (3.96mm) 5/32""","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.070"" (1.78mm)","Winged","Nylon"
https://katalog.we-online.de/em/datasheet/709670040.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SNSN.jpg,732-10371-ND,709670040,Wurth Electronics Inc.,BOARD SUPRT SNAP LOCK NYLON 4MM,2995,0,"0.24000","0","1","WA-SNSN","Active","Snap Lock","Snap Lock","0.157"" (4.00mm)","0.456"" (11.60mm)","0.098"" (2.50mm)","0.063"" (1.60mm)","0.098"" (2.50mm)","0.063"" (1.60mm)","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9763,//media.digikey.com/photos/Keystone%20Elect%20Photos/8823.JPG,36-8823-ND,8823,Keystone Electronics,BRD SPT REST MNT SNAP LOCK 1/4"",2598,10200,"0.24000","0","1","-","Active","Resting Mount","Snap Lock","0.250"" (6.35mm) 1/4""","0.530"" (13.46mm)","-","-","0.187"" (4.75mm) 3/16""","0.062"" (1.57mm) 1/16""","Winged","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9763,//media.digikey.com/Photos/Keystone%20Elect%20Photos/8824.JPG,36-8824-ND,8824,Keystone Electronics,BRD SPT REST MNT SNAP LOCK 3/8"",9352,10400,"0.25000","0","1","-","Active","Resting Mount","Snap Lock","0.375"" (9.53mm) 3/8""","0.655"" (16.64mm)","-","-","0.187"" (4.75mm) 3/16""","0.062"" (1.57mm) 1/16""","Winged","Nylon"
https://cdn.harwin.com/pdfs/R6505-R6535.pdf,//media.digikey.com/Photos/Harwin/R6510-00.JPG,952-2004-ND,R6510-00,Harwin Inc.,BRD SPT SNAP LCK SCRW MNT 9.45MM,9240,0,"0.25000","0","1","-","Active","Snap Lock","Screw Mount","0.372"" (9.45mm)","-","0.157"" (3.99mm)","0.063"" (1.60mm)","0.142"" (3.60mm)","-","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9702,//media.digikey.com/photos/Keystone%20Elect%20Photos/8832.JPG,36-8832-ND,8832,Keystone Electronics,BRD SPT SNAP FIT SCREW MNT 3/8"",5580,18800,"0.25000","0","1","-","Active","Snap Fit","Snap Lock","0.375"" (9.53mm) 3/8""","0.500"" (12.70mm) 1/2""","0.187"" (4.75mm) 3/16""","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","-","Stackable","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9658,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_88xy.jpg,36-8810-ND,8810,Keystone Electronics,BRD SPT SNAP LOCK NYLON 1/2"",7296,32800,"0.26000","0","1","-","Active","Snap Lock","Snap Lock","0.500"" (12.70mm) 1/2""","1.180"" (29.97mm)","0.156"" (3.96mm) 5/32""","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.062"" (1.57mm) 1/16""","Winged","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9712,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_883x.jpg,36-8839-ND,8839,Keystone Electronics,BRD SPT SNAP FIT SCREW MNT 1/4"",5836,31500,"0.26000","0","1","-","Active","Snap Fit","Snap Lock","0.250"" (6.35mm) 1/4""","0.375"" (9.53mm) 3/8""","0.234"" (5.94mm)","0.062"" (1.57mm) 1/16""","0.234"" (5.94mm)","-","Stackable","Nylon"
https://katalog.we-online.de/em/datasheet/709670020.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SNSN.jpg,732-10368-ND,709670020,Wurth Electronics Inc.,BOARD SUPRT SNAP LOCK NYLON 2MM,1877,0,"0.26000","0","1","WA-SNSN","Active","Snap Lock","Snap Lock","0.079"" (2.00mm)","0.378"" (9.60mm)","0.098"" (2.50mm)","0.063"" (1.60mm)","0.098"" (2.50mm)","0.063"" (1.60mm)","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9651,//media.digikey.com/Photos/Keystone%20Elect%20Photos/8818.JPG,36-8818-ND,8818,Keystone Electronics,BRD SPT SNAP LOCK NYLON 1/2"",11537,9000,"0.27000","0","1","-","Active","Snap Lock","Snap Lock","0.500"" (12.70mm) 1/2""","1.060"" (26.92mm)","0.156"" (3.96mm) 5/32""","0.062"" (1.57mm) 1/16""","0.156"" (3.96mm) 5/32""","0.062"" (1.57mm) 1/16""","Winged","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9651,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_881x.jpg,36-8817-ND,8817,Keystone Electronics,BRD SPT SNAP LOCK NYLON 3/8"",6000,2300,"0.27000","0","1","-","Active","Snap Lock","Snap Lock","0.375"" (9.53mm) 3/8""","0.935"" (23.76mm)","0.156"" (3.96mm) 5/32""","0.062"" (1.57mm) 1/16""","0.156"" (3.96mm) 5/32""","0.062"" (1.57mm) 1/16""","Winged","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9716,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_888x.jpg,36-8883-ND,8883,Keystone Electronics,BRD SPT SNAP FIT/LOCK NYLON 1/2"",4590,2300,"0.27000","0","1","-","Active","Snap Fit","Snap Fit","0.500"" (12.70mm) 1/2""","0.791"" (20.10mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","Tension Fit","Nylon"
https://cdn.harwin.com/pdfs/R6706-R6718.pdf,//media.digikey.com/Photos/Harwin/R6712-00.JPG,952-3084-ND,R6712-00,Harwin Inc.,BRD SPT SNAP LOCK NYLON 12MM,4283,0,"0.27000","0","1","-","Active","Snap Lock","Snap Lock","0.472"" (12.00mm)","0.976"" (24.80mm)","0.157"" (3.99mm)","0.020"" ~ 0.071"" (0.50mm ~ 1.80mm)","0.217"" (5.50mm)","-","Locking, Reverse Mounting","Nylon"
https://katalog.we-online.de/em/datasheet/709670030.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SNSN.jpg,732-10369-ND,709670030,Wurth Electronics Inc.,BOARD SUPRT SNAP LOCK NYLON 3MM,3864,0,"0.27000","0","1","WA-SNSN","Active","Snap Lock","Snap Lock","0.118"" (3.00mm)","0.417"" (10.60mm)","0.098"" (2.50mm)","0.063"" (1.60mm)","0.098"" (2.50mm)","0.063"" (1.60mm)","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9725,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_9029.jpg,36-9029-ND,9029,Keystone Electronics,BRD SPT SNAP LOCK SCREW MNT 1/4"",1887,8000,"0.27000","0","1","-","Active","Snap Lock","Screw Mount","0.250"" (6.35mm) 1/4""","0.375"" (9.53mm) 3/8""","0.187"" (4.75mm) 3/16""","0.062"" (1.57mm) 1/16""","0.125"" (3.18mm) 1/8""","-","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9712,//media.digikey.com/photos/Keystone%20Elect%20Photos/8842.JPG,36-8842-ND,8842,Keystone Electronics,BRD SPT SNAP FIT SCREW MNT 5/8"",7769,1400,"0.28000","0","1","-","Active","Snap Fit","Snap Fit","0.625"" (15.88mm) 5/8""","0.750"" (19.05mm) 3/4""","0.234"" (5.94mm)","0.062"" (1.57mm) 1/16""","0.234"" (5.94mm)","-","Stackable","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9702,//media.digikey.com/photos/Keystone%20Elect%20Photos/8834.JPG,36-8834-ND,8834,Keystone Electronics,BRD SPT SNAP FIT SCREW MNT 5/8"",7618,20200,"0.28000","0","1","-","Active","Snap Fit","Snap Fit","0.625"" (15.88mm) 5/8""","0.750"" (19.05mm) 3/4""","0.187"" (4.75mm) 3/16""","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","-","Stackable","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9763,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_8827.jpg,36-8827-ND,8827,Keystone Electronics,BRD SPT REST MNT SNAP LOCK 3/4"",6255,4600,"0.28000","0","1","-","Active","Resting Mount","Snap Lock","0.750"" (19.05mm) 3/4""","1.030"" (26.17mm)","-","-","0.187"" (4.75mm) 3/16""","0.062"" (1.57mm) 1/16""","Winged","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9716,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_888x.jpg,36-8885-ND,8885,Keystone Electronics,BRD SPT SNAP FIT/LOCK NYLON 3/4"",4455,2600,"0.28000","0","1","-","Active","Snap Fit","Snap Lock","0.750"" (19.05mm) 3/4""","1.040"" (26.42mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","Tension Fit","Nylon"
https://katalog.we-online.de/em/datasheet/709670070.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SNSN.jpg,732-10374-ND,709670070,Wurth Electronics Inc.,BOARD SUPRT SNAP LOCK NYLON 7MM,1920,0,"0.28000","0","1","WA-SNSN","Active","Snap Lock","Snap Lock","0.276"" (7.00mm)","0.575"" (14.60mm)","0.098"" (2.50mm)","0.063"" (1.60mm)","0.098"" (2.50mm)","0.063"" (1.60mm)","-","Nylon"
https://katalog.we-online.de/em/datasheet/709670060.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SNSN.jpg,732-10373-ND,709670060,Wurth Electronics Inc.,BOARD SUPRT SNAP LOCK NYLON 6MM,1900,0,"0.28000","0","1","WA-SNSN","Active","Snap Lock","Snap Lock","0.236"" (6.00mm)","0.535"" (13.60mm)","0.098"" (2.50mm)","0.063"" (1.60mm)","0.098"" (2.50mm)","0.063"" (1.60mm)","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9658,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_88xy.jpg,36-8811-ND,8811,Keystone Electronics,BRD SPT SNAP LOCK NYLON 5/8"",1823,8200,"0.28000","0","1","-","Active","Snap Lock","Snap Lock","0.625"" (15.88mm) 5/8""","1.305"" (33.14mm)","0.156"" (3.96mm) 5/32""","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.062"" (1.57mm) 1/16""","Winged","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9708,//media.digikey.com/Photos/Keystone%20Elect%20Photos/8836.jpg,36-8836-ND,8836,Keystone Electronics,BRD SPT SNAP FIT SCREW MNT 3/8"",1211,13800,"0.28000","0","1","-","Active","Snap Fit","Snap Lock","0.375"" (9.53mm) 3/8""","0.500"" (12.70mm) 1/2""","0.234"" (5.94mm)","0.062"" (1.57mm) 1/16""","0.234"" (5.94mm)","-","Stackable","Nylon"
https://katalog.we-online.de/em/datasheet/709659000.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SNSN.jpg,732-10367-ND,709659000,Wurth Electronics Inc.,BOARD SUPRT SNAP LOCK NYLON 18MM,3991,0,"0.29000","0","1","WA-SNSN","Active","Snap Lock","Snap Lock","0.709"" (18.00mm)","-","0.138"" (3.50mm)","0.063"" (1.60mm)","0.138"" (3.50mm)","0.063"" (1.60mm)","-","Nylon"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/CPB_Series.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/CBP12-C.jpg,298-1128-ND,CBP12-C,Panduit Corp,BRD SPT SNAP FIT/LOCK NYLON 3MM,1464,0,"0.29000","0","1","CBP","Active","Snap Fit","Snap Lock","0.118"" (3.00mm)","0.402"" (10.20mm)","0.156"" (3.96mm) 5/32""","0.060"" (1.50mm)","0.156"" (3.96mm) 5/32""","0.060"" (1.50mm)","-","Nylon"
https://katalog.we-online.de/em/datasheet/709670100.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/MFG_WA-SNSN.jpg,732-10377-ND,709670100,Wurth Electronics Inc.,BOARD SUPRT SNAP LOCK NYLON 10MM,3223,0,"0.30000","0","1","WA-SNSN","Active","Snap Lock","Snap Lock","0.394"" (10.00mm)","0.693"" (17.60mm)","0.098"" (2.50mm)","0.063"" (1.60mm)","0.098"" (2.50mm)","0.063"" (1.60mm)","-","Nylon"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/CPB_Series.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/CBP37-C.JPG,298-1130-ND,CBP37-C,Panduit Corp,BRD SPT SNAP FIT/LOCK NYLN 9.4MM,2777,0,"0.30000","0","1","CBP","Active","Snap Fit","Snap Lock","0.370"" (9.40mm)","0.618"" (15.70mm)","0.156"" (3.96mm) 5/32""","0.060"" (1.50mm)","0.156"" (3.96mm) 5/32""","0.060"" (1.50mm)","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9770,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_884x.jpg,36-8844-ND,8844,Keystone Electronics,BRD SPT SNAP LOCK NYLON 4MM,2512,200,"0.30000","0","1","-","Active","Snap Lock","Snap Lock","0.157"" (4.00mm)","0.535"" (13.60mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.157"" (4.00mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
//media.digikey.com/pdf/Data%20Sheets/Panduit%20PDFs/CPB_Series.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/CBP50-C.JPG,298-1131-ND,CBP50-C,Panduit Corp,BRD SPT SNAP FIT/LOCK NYLON 1/2"",1946,0,"0.30000","0","1","CBP","Active","Snap Fit","Snap Lock","0.500"" (12.70mm) 1/2""","0.780"" (19.81mm)","0.156"" (3.96mm) 5/32""","0.060"" (1.50mm)","0.156"" (3.96mm) 5/32""","0.060"" (1.50mm)","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9658,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_88xy.jpg,36-8814-ND,8814,Keystone Electronics,BRD SPT SNAP LOCK NYLON 1"",9564,7900,"0.31000","0","1","-","Active","Snap Lock","Snap Lock","1.000"" (25.40mm) 1""","1.680"" (42.67mm)","0.156"" (3.96mm) 5/32""","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.062"" (1.57mm) 1/16""","Winged","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9735,//media.digikey.com/Photos/Keystone%20Elect%20Photos/9039.jpg,36-9039-ND,9039,Keystone Electronics,BRD SPT SNAP LOCK SCREW MNT 1/2"",6798,9300,"0.31000","0","1","-","Active","Snap Lock","Screw Mount","0.500"" (12.70mm) 1/2""","0.625"" (15.88mm) 5/8""","0.234"" (5.94mm)","0.062"" (1.57mm) 1/16""","0.169"" (4.30mm)","-","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9651,//media.digikey.com/Photos/Keystone%20Elect%20Photos/8820.jpg,36-8820-ND,8820,Keystone Electronics,BRD SPT SNAP LOCK NYLON 3/4"",4887,7000,"0.31000","0","1","-","Active","Snap Lock","Snap Lock","0.750"" (19.05mm) 3/4""","1.310"" (33.27mm)","0.156"" (3.96mm) 5/32""","0.062"" (1.57mm) 1/16""","0.156"" (3.96mm) 5/32""","0.062"" (1.57mm) 1/16""","Winged","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9639,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_887x.jpg,36-8871-ND,8871,Keystone Electronics,BRD SPT SNAP LOCK NYLON 3/16"",2926,6600,"0.31000","0","1","-","Active","Snap Lock","Snap Lock","0.188"" (4.78mm) 3/16""","0.747"" (18.98mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","Winged","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9770,//media.digikey.com/photos/Keystone%20Elect%20Photos/8845.JPG,36-8845-ND,8845,Keystone Electronics,BRD SPT SNAP LOCK NYLON 6MM,15096,2400,"0.32000","0","1","-","Active","Snap Lock","Snap Lock","0.236"" (6.00mm)","0.613"" (15.57mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.157"" (4.00mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9679,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_90xy.jpg,36-9026-ND,9026,Keystone Electronics,BRD SPT SNAP LOCK NYLON 1"",55617,68500,"0.34000","0","1","-","Active","Snap Lock","Snap Lock","1.000"" (25.40mm) 1""","1.280"" (32.50mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9770,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_884x.jpg,36-8846-ND,8846,Keystone Electronics,BRD SPT SNAP LOCK NYLON 8MM,27224,7400,"0.34000","0","1","-","Active","Snap Lock","Snap Lock","0.315"" (8.00mm)","0.692"" (17.58mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.157"" (4.00mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9749,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_906x.jpg,36-9062-ND,9062,Keystone Electronics,BRD SPT SNAP LOCK NYLON 3/8"",1570,24000,"0.34000","0","1","-","Active","Snap Lock","Snap Lock","0.375"" (9.53mm) 3/8""","0.907"" (23.03mm)","0.156"" (3.96mm) 5/32""","0.062"" (1.57mm) 1/16""","0.213"" (5.40mm)","0.062"" (1.57mm) 1/16""","Releasable, Reverse Mounting","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9753,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_906y.jpg,36-9066-ND,9066,Keystone Electronics,BRD SPT SNAP LOCK NYLON 3/8"",1542,7500,"0.37000","0","1","-","Active","Snap Lock","Snap Lock","0.375"" (9.53mm) 3/8""","0.683"" (17.35mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.062"" (1.57mm) 1/16""","Releasable, Reverse Mounting","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MSPM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23284.jpg,RPC1567-ND,MSPM-3-01,Essentra Components,BRD SPT SNAP FIT/LOCK NYLN 3/16"",1379,0,"0.38000","0","1","MSPM","Active","Snap Fit","Snap Lock","0.188"" (4.78mm) 3/16""","0.480"" (12.20mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","-","Nylon"
https://cdn.harwin.com/pdfs/R6003-R6022.pdf,//media.digikey.com/Photos/Harwin/MFG_R6010-00.jpg,952-3465-ND,R6010-00,Harwin Inc.,BRD SPT SNAP FIT/LOCK NYL 10.5MM,1498,0,"0.39000","0","1","-","Active","Snap Fit","Snap Lock","0.413"" (10.50mm)","0.713"" (18.10mm)","0.157"" (3.99mm)","0.063"" (1.60mm)","0.157"" (4.00mm)","0.063"" (1.60mm)","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/DLMSPM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/DLMSPM-6-01.jpg,RPC1505-ND,DLMSPM-6-01,Essentra Components,BRD SPT SNAP LOCK NYLON 3/8"",26721,0,"0.40000","0","1","DLMSPM","Active","Snap Lock","Snap Lock","0.375"" (9.53mm) 3/8""","0.657"" (16.70mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/DLMSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23397.jpg,RPC1313-ND,DLMSP-2-01,Essentra Components,BRD SPT SNAP LOCK NYLON 1/8"",8204,0,"0.40000","0","1","DLMSP","Active","Snap Lock","Snap Lock","0.125"" (3.18mm) 1/8""","0.409"" (10.40mm)","0.152"" (3.86mm)","0.062"" (1.57mm) 1/16""","0.152"" (3.86mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MSPM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23284.jpg,RPC1568-ND,MSPM-6-01,Essentra Components,BRD SPT SNAP FIT/LOCK NYLON 3/8"",1274,0,"0.40000","0","1","MSPM","Active","Snap Fit","Snap Lock","0.375"" (9.53mm) 3/8""","0.665"" (16.90mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9753,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_906y.jpg,36-9067-ND,9067,Keystone Electronics,BRD SPT SNAP LOCK NYLON 1/2"",1063,8800,"0.40000","0","1","-","Active","Snap Lock","Snap Lock","0.500"" (12.70mm) 1/2""","0.809"" (20.54mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.187"" (4.75mm) 3/16""","0.062"" (1.57mm) 1/16""","Releasable, Reverse Mounting","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_MSP-xx-01.JPG,RPC1560-ND,MSP-3-01,Essentra Components,BRD SPT SNAP FIT/LOCK NYLN 3/16"",3918,0,"0.41000","0","1","MSP","Active","Snap Fit","Snap Lock","0.188"" (4.78mm) 3/16""","0.472"" (12.00mm)","0.152"" (3.86mm)","0.062"" (1.57mm) 1/16""","0.152"" (3.86mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9673,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_889x.jpg,36-8892-ND,8892,Keystone Electronics,BRD SPT SNAP LOCK NYLON 1/2"",11125,0,"0.42000","0","1","-","Active","Snap Lock","Snap Lock","0.500"" (12.70mm) 1/2""","0.800"" (20.32mm)","0.100"" (2.54mm)","0.062"" (1.57mm) 1/16""","0.100"" (2.54mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/HMSP-TM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_HMSP-TM-x-01.jpg,RPC1961-ND,HMSP-TM-2-01,Essentra Components,BRD SPT SNAP FIT THR STUD 1/8"",10143,0,"0.42000","0","1","HMSP-TM","Active","Snap Fit","Threaded Stud","0.125"" (3.18mm) 1/8""","0.503"" (12.77mm)","0.152"" (3.86mm)","0.062"" (1.57mm) 1/16""","-","-","6-32 Thread","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MSPM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23284.jpg,RPC2012-ND,MSPM-7-01,Essentra Components,BRD SPT SNAP FIT/LOCK NYLN 7/16"",4537,0,"0.42000","0","1","MSPM","Active","Snap Fit","Snap Lock","0.438"" (11.13mm) 7/16""","0.728"" (18.50mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9639,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_887x.jpg,36-8875-ND,8875,Keystone Electronics,BRD SPT SNAP LOCK NYLON 5/8"",3388,700,"0.42000","0","1","-","Active","Snap Lock","Snap Lock","0.625"" (15.88mm) 5/8""","1.185"" (30.11mm)","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","0.125"" (3.18mm) 1/8""","0.062"" (1.57mm) 1/16""","Winged","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9688,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_904x.jpg,36-9044-ND,9044,Keystone Electronics,BRD SPT SNAP LOCK SCREW MNT 5/8"",3274,2500,"0.42000","0","1","-","Active","Snap Lock","Screw Mount","0.625"" (15.88mm) 5/8""","1.025"" (26.03mm)","0.156"" (3.96mm) 5/32""","0.062"" (1.57mm) 1/16""","-","-","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/DLMSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/DLMSP-4-01.jpg,RPC1501-ND,DLMSP-4-01,Essentra Components,BRD SPT SNAP LOCK NYLON 1/4"",2835,0,"0.42000","0","1","DLMSP","Active","Snap Lock","Snap Lock","0.250"" (6.35mm) 1/4""","0.535"" (13.60mm)","0.152"" (3.86mm)","0.062"" (1.57mm) 1/16""","0.152"" (3.86mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_MSP-xx-01.JPG,RPC1561-ND,MSP-5-01,Essentra Components,BRD SPT SNAP FIT/LOCK NYLN 5/16"",2418,0,"0.42000","0","1","MSP","Active","Snap Fit","Snap Lock","0.313"" (7.95mm) 5/16""","0.594"" (15.09mm)","0.152"" (3.86mm)","0.062"" (1.57mm) 1/16""","0.152"" (3.86mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.keyelco.com/product-pdf.cfm?p=9770,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_884x.jpg,36-8849-ND,8849,Keystone Electronics,BRD SPT SNAP LOCK NYLON 14MM,2052,21700,"0.42000","0","1","-","Active","Snap Lock","Snap Lock","0.551"" (14.00mm)","0.928"" (23.58mm)","0.157"" (3.99mm)","0.062"" (1.57mm) 1/16""","0.157"" (4.00mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/MSP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_MSP-6-01.jpg,RPC1756-ND,MSP-6-01,Essentra Components,BRD SPT SNAP FIT/LOCK NYLON 3/8"",34481,0,"0.43000","0","1","MSP","Active","Snap Fit","Snap Lock","0.375"" (9.53mm) 3/8""","0.657"" (16.70mm)","0.152"" (3.86mm)","0.062"" (1.57mm) 1/16""","0.152"" (3.86mm)","0.062"" (1.57mm) 1/16""","-","Nylon"
http://www.essentracomponents.com.sg/images-line/pdfs/BHC.pdf,//media.digikey.com/Renders/Essentra%20Components/MFG_BHC-xx-01.jpg,RPC2170-ND,BHC-4-01,Essentra Components,BRD SPT SNAP FIT BARBED 1/4"",43723,0,"0.44000","0","1","BHC","Active","Snap Fit","Barbed Fastener","0.250"" (6.35mm) 1/4""","0.996"" (25.30mm)","0.156"" (3.96mm) 5/32""","0.062"" (1.57mm) 1/16""","0.312"" (7.92mm) 5/16""","0.250"" (6.35mm) 1/4""","Blind Hole Mating","Nylon"
