Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Color","Material","Hole Diameter","Flange Diameter","Panel Thickness"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC3147-ND,PGM-29,Essentra Components,GROMMET HOLE PLUG .875,2748,0,"0.34000","0","1","M","Active","Body Plug","Black","Nylon","0.875"" (22.23mm) 7/8""","1.125"" (28.58mm) 1 1/8""","0.125"" (3.18mm) 1/8"""
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S13%5E16A.jpg,RPC6185-ND,S13/16A,Essentra Components,SHEET METAL PLUG: .813 IN (20.7,10000,0,"0.35000","0","1","S","Active","Body Plug","Black","-","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC4616-ND,PGM-25,Essentra Components,HOLE PLUG RIGID BLK 1-1.008"",9667,0,"0.35000","0","1","M","Active","Body Plug","Black","Nylon","1.000"" (25.40mm) 1""","1.100"" (27.94mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC4611-ND,PGM-14,Essentra Components,HOLE PLUG RIGID BLACK .75"" HOLE,6666,0,"0.36000","0","1","M","Active","Body Plug","Black","Nylon","0.750"" (19.05mm) 3/4""","0.843"" (21.41mm)","0.062"" (1.57mm) 1/16"""
http://www.keyelco.com/product-pdf.cfm?p=2725,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_860x.jpg,36-8608-ND,8608,Keystone Electronics,PLUG HOLE NYLON 1.125"" DIA,2247,4300,"0.36000","0","1","-","Active","Body Plug","Black","Nylon","1.125"" (28.58mm) 1 1/8""","1.218"" (30.94mm)","0.125"" (3.18mm) 1/8"""
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/HPP.pdf,-,HPP11BK080-ND,HPP11 BK080,Alpha Wire,PG11 HOLE PLUG,1595,0,"0.36000","0","1","FIT®","Active","Body Plug","Black","Polyamide 6","0.732"" (18.59mm)","0.866"" (22.00mm)","-"
http://www.alphawire.com/~/media/4CD3DE81E52D492E9A247A46EF68BF5C.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Hole-Plug.jpg,HPP11SL080-ND,HPP11 SL080,Alpha Wire,PG11 HOLE PLUG,1148,183,"0.36000","0","1","FIT®","Active","Body Plug","Gray","Polyamide 6","0.732"" (18.59mm)","0.866"" (22.00mm)","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/FC717C.jpg,RPC6053-ND,FC717C,Essentra Components,PARALLEL PROTECTION PLUG: TO PLU,6000,0,"0.37000","0","1","-","Active","Body Plug","Yellow","-","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC4612-ND,PGM-15,Essentra Components,HOLE PLUG RIGID BLACK .781"" HOLE,4819,0,"0.37000","0","1","M","Active","Body Plug","Black","Nylon","0.781"" (19.84mm)","0.890"" (22.61mm)","0.062"" (1.57mm) 1/16"""
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/HPP.pdf,-,HPP13BK080-ND,HPP13 BK080,Alpha Wire,PG13 HOLE PLUG,1980,0,"0.40000","0","1","FIT®","Active","Body Plug","Black","Polyamide 6","0.803"" (20.40mm)","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/BPE.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19922.jpg,RPC3526-ND,BPE-LC-D-01BK,Essentra Components,BLANKING PLUG FOR LC DUPLEX BLK,1685,0,"0.40000","0","1","BPE","Active","Body Plug","Black","Nylon","-","-","0.063"" (1.60mm)"
http://www.alphawire.com/~/media/4CD3DE81E52D492E9A247A46EF68BF5C.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Hole-Plug.jpg,HPP13SL080-ND,HPP13 SL080,Alpha Wire,PG13 HOLE PLUG,1090,0,"0.40000","0","1","FIT®","Active","Body Plug","Gray","Polyamide 6","0.803"" (20.40mm)","0.984"" (25.00mm)","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/FC719A.jpg,RPC6055-ND,FC719A,Essentra Components,PARALLEL PROTECTION PLUG: TO PLU,4000,0,"0.42000","0","1","-","Active","Body Plug","Yellow","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_SR1%5E2A.jpg,RPC6224-ND,SR7/8A,Essentra Components,SHEET METAL PLUG: .875 IN (22.2,3500,0,"0.42000","0","1","SR","Active","Body Plug","Black","-","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC3141-ND,PGM-17,Essentra Components,HOLE PLUG RIGID BLACK .875"" HOLE,2247,0,"0.42000","0","1","M","Active","Body Plug","Black","Nylon","0.875"" (22.23mm) 7/8""","0.968"" (24.59mm)","0.062"" (1.57mm) 1/16"""
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_SR1%5E2A.jpg,RPC6215-ND,SR1-1/4A,Essentra Components,SHEET METAL PLUG: 1.250 IN (31.8,3998,0,"0.43000","0","1","SR","Active","Body Plug","Black","-","-","-","0.118"" (3.00mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S1-3%5E32A.jpg,RPC6186-ND,S1-3/32A,Essentra Components,SHEET METAL PLUG: 1.094 IN (27.8,7994,0,"0.44000","0","1","S","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/S1-1%5E2A.jpg,RPC6183-ND,S1-1/2A,Essentra Components,SHEET METAL PLUG: 1.500 IN (38.1,3773,0,"0.44000","0","1","S","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_SR1%5E2A.jpg,RPC6214-ND,SR1-1/2A,Essentra Components,SHEET METAL PLUG: 1.500 IN (38.1,2994,0,"0.44000","0","1","SR","Active","Body Plug","Black","-","-","-","0.126"" (3.20mm)"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/HPP.pdf,-,HPP16BK080-ND,HPP16 BK080,Alpha Wire,PG16 HOLE PLUG,2021,0,"0.44000","0","1","FIT®","Active","Body Plug","Black","Polyamide 6","0.886"" (22.50mm)","1.063"" (27.00mm)","-"
http://www.alphawire.com/~/media/4CD3DE81E52D492E9A247A46EF68BF5C.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Hole-Plug.jpg,HPP16SL080-ND,HPP16 SL080,Alpha Wire,PG16 HOLE PLUG,1090,46,"0.44000","0","1","FIT®","Active","Body Plug","Gray","Polyamide 6","0.886"" (22.50mm)","1.063"" (27.00mm)","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MP0250.jpg,RPC7066-ND,62MP1000,Essentra Components,SOLID LOCKING PLUG: 1.000 IN (25,49900,0,"0.45000","0","1","MicroPlastics","Active","-","Black","Nylon","1.000"" (25.40mm) 1""","1.203"" (30.56mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/26795.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20155.jpg,RPC3523-ND,BP-16234,Essentra Components,BODY PLUG .71"" HOLE SIZE,3516,0,"0.45000","0","1","BP","Active","Body Plug","Black","Thermoplastic Elastomer","0.709"" (18.00mm)","1.063"" (27.00mm)","0.031"" ~ 0.079"" (0.79mm ~ 2.00mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_FC715B.jpg,RPC6057-ND,FC721A,Essentra Components,PARALLEL PROTECTION PLUG: TO PLU,3000,0,"0.45000","0","1","-","Active","Body Plug","Yellow","-","-","-","-"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177267.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5559-ND,10233B,Essentra Components,BLANKING PLUG: .313 IN (8 MM) HO,9645,0,"0.46000","0","1","-","Active","Body Plug","Black","PVC","0.315"" (8.00mm)","-","0.063"" (1.60mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177299.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_10860B.jpg,RPC5569-ND,10860B,Essentra Components,BLANKING PLUG: .187 IN (4.7 MM),9554,0,"0.46000","0","1","-","Active","Body Plug","Black","PVC","0.185"" (4.70mm)","-","0.063"" (1.60mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC4619-ND,PGM-32,Essentra Components,HOLE PLUG RIGID BLACK 1.097"",7710,0,"0.46000","0","1","M","Active","Body Plug","Black","Nylon","1.097"" (27.86mm)","1.218"" (30.94mm)","0.125"" (3.18mm) 1/8"""
-,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_S15%5E16A.jpg,RPC6188-ND,S15/16A,Essentra Components,SHEET METAL PLUG: .937 IN (23.8,5000,0,"0.46000","0","1","S","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_SR1%5E2A.jpg,RPC6218-ND,SR1-5/8A,Essentra Components,SHEET METAL PLUG: 1.625 IN (41.3,1890,0,"0.46000","0","1","SR","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MPxxxxV.jpg,RPC7057-ND,62MP1000V,Essentra Components,VENT PLUG: 1.000 IN (25.4 MM) HO,14960,0,"0.47000","0","1","MicroPlastics","Active","-","Black","Nylon","1.000"" (25.40mm) 1""","1.203"" (30.56mm)","0.125"" (3.18mm) 1/8"""
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/15151B.jpg,RPC5583-ND,15151B,Essentra Components,BLANKING PLUG: .250 IN (6.4 MM),9810,0,"0.47000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","0.252"" (6.40mm)","-","0.063"" (1.60mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC3148-ND,PGM-30,Essentra Components,HOLE PLUG RIGID BLK 1.2"" HOLE,2032,0,"0.47000","0","1","M","Active","Body Plug","Black","Nylon","1.200"" (30.48mm)","1.339"" (34.00mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27156.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/62MP1093.jpg,RPC7065-ND,62MP1093,Essentra Components,SOLID LOCKING PLUG: 1.093 IN (27,24994,0,"0.48000","0","1","MicroPlastics","Active","-","Black","Nylon","1.093"" (27.76mm)","1.218"" (30.94mm)","0.125"" (3.18mm) 1/8"""
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/15150B.jpg,RPC5582-ND,15150B,Essentra Components,BLANKING PLUG: .187 IN (4.7 MM),9683,0,"0.48000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","0.185"" (4.70mm)","-","0.063"" (1.60mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S1-3%5E32A.jpg,RPC6187-ND,S1-3/4A,Essentra Components,SHEET METAL PLUG: 1.750 IN (44.5,4499,0,"0.48000","0","1","S","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_SR1-3%5E4A.jpg,RPC6216-ND,SR1-3/4A,Essentra Components,SHEET METAL PLUG: 1.750 IN (44.5,3000,0,"0.48000","0","1","SR","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_SR1-3%5E8A.jpg,RPC6219-ND,SR1-7/8A,Essentra Components,SHEET METAL PLUG: 1.875 IN (47.6,2675,0,"0.52000","0","1","SR","Active","Body Plug","Black","-","-","-","-"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177294.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_10825B.jpg,RPC5567-ND,10825B,Essentra Components,BLANKING PLUG: .250 IN (6.4 MM),9884,0,"0.54000","0","1","-","Active","Body Plug","Black","PVC","0.252"" (6.40mm)","-","0.063"" (1.60mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_SR1-3%5E8A.jpg,RPC6217-ND,SR1-3/8A,Essentra Components,SHEET METAL PLUG: 1.375 IN (34.9,3494,0,"0.55000","0","1","SR","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_S15%5E16A.jpg,RPC6182-ND,S11/16A,Essentra Components,SHEET METAL PLUG: .688 IN (17.5,4985,0,"0.57000","0","1","S","Active","Body Plug","Black","-","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC3142-ND,PGM-18,Essentra Components,HOLE PLUG RIGID BLACK 1.25"" HOLE,1893,0,"0.57000","0","1","M","Active","Body Plug","Black","Nylon","1.125"" (28.58mm) 1 1/8""","1.375"" (34.93mm) 1 3/8""","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27156.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MP0250.jpg,RPC7064-ND,62MP1250,Essentra Components,SOLID LOCKING PLUG: 1.250 IN (31,25000,0,"0.59000","0","1","MicroPlastics","Active","-","Black","Nylon","1.250"" (31.75mm) 1 1/4""","1.375"" (34.93mm)","0.125"" (3.18mm) 1/8"""
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_FC715B.jpg,RPC6059-ND,FC723A,Essentra Components,PARALLEL PROTECTION PLUG: TO PLU,2800,0,"0.60000","0","1","-","Active","Body Plug","Yellow","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11321B.jpg,RPC5598-ND,15511B,Essentra Components,BLANKING PLUG: .469 IN (11.9 MM),10000,0,"0.61000","0","1","-","Active","Body Plug","Black","PVC","-","-","0.047"" (1.20mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/BP-3.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20155.jpg,RPC2229-ND,BP-3,Essentra Components,BODY PLUG BLACK .87"" HOLE,1867,0,"0.61000","0","1","BP","Active","Body Plug","Black","Thermoplastic Elastomer","0.866"" (22.00mm)","1.100"" (27.94mm)","0.063"" ~ 0.118"" (1.60mm ~ 3.00mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177278.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5563-ND,10502B,Essentra Components,BLANKING PLUG: .500 IN (12.7 MM),4821,0,"0.62000","0","1","-","Active","Body Plug","Black","PVC","0.500"" (12.70mm)","-","0.063"" (1.60mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177310.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5572-ND,10912B,Essentra Components,BLANKING PLUG: .438 IN (11.1 MM),9685,0,"0.64000","0","1","-","Active","Body Plug","Black","PVC","-","-","0.063"" (1.60mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177275.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_10488B.jpg,RPC5561-ND,10488B,Essentra Components,BLANKING PLUG: .354 IN (9 MM) HO,9520,0,"0.64000","0","1","-","Active","Body Plug","Black","PVC","-","0.591"" (15.00mm)","0.063"" (1.60mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177291.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11321B.jpg,RPC5566-ND,10768B,Essentra Components,BLANKING PLUG: .453 IN (11.5 MM),5000,0,"0.65000","0","1","-","Active","Body Plug","Black","PVC","-","-","0.063"" (1.60mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_FC725B.jpg,RPC6061-ND,FC725B,Essentra Components,PARALLEL PROTECTION PLUG: TO PLU,2600,0,"0.65000","0","1","-","Active","Body Plug","Yellow","-","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC3149-ND,PGM-31,Essentra Components,HOLE PLUG RIGID BLACK 1.5"" HOLE,2004,0,"0.65000","0","1","M","Active","Body Plug","Black","Nylon","1.500"" (38.10mm) 1 1/2""","1.671"" (42.44mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177326.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_10488B.jpg,RPC5577-ND,11239B,Essentra Components,BLANKING PLUG: 1.250 IN (31.8 MM,2000,0,"0.65000","0","1","-","Active","Body Plug","Black","PVC","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC3144-ND,PGM-20,Essentra Components,HOLE PLUG RIGID BLK 1.375"" HOLE,1541,0,"0.65000","0","1","M","Active","Body Plug","Black","Nylon","1.375"" (34.93mm)","1.500"" (38.10mm) 1 1/2""","0.125"" (3.18mm) 1/8"""
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5584-ND,15155B,Essentra Components,BLANKING PLUG: .438 IN (11.1 MM),9962,0,"0.68000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","-","-","0.063"" (1.60mm)"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_S15%5E16A.jpg,RPC6184-ND,S1-1/8A,Essentra Components,SHEET METAL PLUG: 1.125 IN (28.6,5994,0,"0.68000","0","1","S","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_FC713B.jpg,RPC6063-ND,FC727C,Essentra Components,PARALLEL PROTECTION PLUG: TO PLU,2400,0,"0.68000","0","1","-","Active","Body Plug","Yellow","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_SR1-3%5E4A.jpg,RPC6221-ND,SR2A,Essentra Components,SHEET METAL PLUG: 2.000 IN (50.8,1600,0,"0.69000","0","1","SR","Active","Body Plug","Black","-","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/BPE.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19922.jpg,RP834-ND,BPE-SC-1-01,Essentra Components,BLANKING PLUG SQUARE .87"",11185,0,"0.70000","0","1","BPE","Active","Body Plug","Black","Nylon","-","-","0.055 ~ 0.138"" (1.40mm ~ 3.50mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/BPE.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19922.jpg,RPC3530-ND,BPE-ST-1-01,Essentra Components,BLANKING PLUG ROUND .87"",3242,0,"0.71000","0","1","BPE","Active","Body Plug","Black","Nylon","0.300"" (7.62mm)","0.470"" (11.94mm)","0.055 ~ 0.138"" (1.40mm ~ 3.50mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/BPE.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19922.jpg,RPC3528-ND,BPE-SC-2-01,Essentra Components,BLANKING PLUG SQUARE .63"",3974,0,"0.72000","0","1","BPE","Active","Body Plug","Black","Nylon","-","-","0.055 ~ 0.138"" (1.40mm ~ 3.50mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27156.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MP0250.jpg,RPC7063-ND,62MP1375,Essentra Components,SOLID LOCKING PLUG: 1.375 IN (34,24796,0,"0.73000","0","1","MicroPlastics","Active","-","Black","Nylon","1.375"" (34.93mm)","1.500"" (38.10mm) 1 1/2""","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177263.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5558-ND,10213B,Essentra Components,BLANKING PLUG: .610 IN (15.5 MM),5000,0,"0.73000","0","1","-","Active","Body Plug","Black","PVC","-","0.866"" (22.00mm)","0.063"" (1.60mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/DGB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_DBG-SERIES.jpg,RPC3849-ND,DGB-4,Essentra Components,DIAPHRAGM GROMMET BLANK .50""DIA,2227,0,"0.73000","0","1","DGB","Active","Body Plug","Black","-","0.390"" (9.91mm)","0.500"" (12.70mm) 1/2""","0.060"" (1.52mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/BPE.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19922.jpg,RPC3529-ND,BPE-SC-3-01,Essentra Components,BLANKING PLUG SQUARE 1.38"",6365,0,"0.74000","0","1","BPE","Active","Body Plug","Black","Nylon","-","-","0.055 ~ 0.138"" (1.40mm ~ 3.50mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S1A.jpg,RPC6189-ND,S1-5/16A,Essentra Components,SHEET METAL PLUG: 1.313 IN (33.4,5000,0,"0.75000","0","1","S","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5589-ND,15161B,Essentra Components,BLANKING PLUG: .781 IN (19.8 MM),4991,0,"0.75000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","-","0.984"" (25.00mm)","0.063"" (1.60mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177314.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5573-ND,11027B,Essentra Components,BLANKING PLUG: .968 IN (24.6 MM),2000,0,"0.77000","0","1","-","Active","Body Plug","Black","PVC","-","1.181"" (30.00mm)","-"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177332.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11321B.jpg,RPC5579-ND,11321B,Essentra Components,BLANKING PLUG: .587 IN (14.9 MM),10000,0,"0.83000","0","1","-","Active","Body Plug","Black","PVC","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11321B.jpg,RPC5585-ND,15157B,Essentra Components,BLANKING PLUG: .500 IN (12.7 MM),4827,0,"0.83000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","0.500"" (12.70mm)","-","0.063"" (1.60mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177367.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5581-ND,12914B,Essentra Components,BLANKING PLUG: .642 IN (16.3 MM),5000,0,"0.86000","0","1","-","Active","Body Plug","Black","PVC","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC4614-ND,PGM-21,Essentra Components,HOLE PLUG RIGID BLACK 1.75"" HOLE,4232,0,"0.89000","0","1","M","Active","Body Plug","Black","Nylon","1.750"" (44.45mm) 1 3/4""","1.906"" (48.41mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27156.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MP0250.jpg,RPC7061-ND,62MP2000,Essentra Components,SOLID LOCKING PLUG: 2.000 IN (50,25000,0,"0.94000","0","1","MicroPlastics","Active","-","Black","Nylon","2.000"" (50.80mm) 2""","2.140"" (54.36mm)","0.250"" (6.35mm) 1/4"""
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27156.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/62MP1750.JPG,RPC7062-ND,62MP1750,Essentra Components,SOLID LOCKING PLUG: 1.750 IN (44,10000,0,"0.94000","0","1","MicroPlastics","Active","-","Black","Nylon","1.750"" (44.45mm) 1 3/4""","1.925"" (48.90mm)","0.125"" (3.18mm) 1/8"""
-,-,RPC5562-ND,10499A,Essentra Components,BLANKING PLUG: .781 IN (19.8 MM),4680,0,"0.94000","0","1","-","Active","Body Plug","Black","PVC","-","0.984"" (25.00mm)","0.063"" (1.60mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177320.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5575-ND,11148B,Essentra Components,BLANKING PLUG: 1.000 IN (25.4 MM,3000,0,"0.97000","0","1","-","Active","Body Plug","Black","PVC","-","1.260"" (32.00mm)","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5586-ND,15158B,Essentra Components,BLANKING PLUG: .587 IN (14.9 MM),9950,0,"0.98000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5587-ND,15159B,Essentra Components,BLANKING PLUG: .610 IN (15.5 MM),4988,0,"1.02000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","-","0.866"" (22.00mm)","0.063"" (1.60mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_11321B.jpg,RPC5591-ND,15164B,Essentra Components,BLANKING PLUG: .968 IN (24.6 MM),2000,0,"1.06000","0","1","-","Active","Body Plug","Black","Thermoplastic Rubber","-","1.181"" (30.00mm)","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S1-3%5E32A.jpg,RPC6194-ND,S2A,Essentra Components,SHEET METAL PLUG: 2.000 IN (50.8,2000,0,"1.11000","0","1","S","Active","Body Plug","Black","-","-","-","-"
