Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Color","Material","Hole Diameter","Flange Diameter","Panel Thickness"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/26795.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20155.jpg,RPC3521-ND,BP-16230,Essentra Components,BODY PLUG .39"" HOLE SIZE,3733,0,"0.22000","0","1","BP","Active","Body Plug","Black","Thermoplastic Elastomer","0.394"" (10.00mm)","0.760"" (19.30mm)","0.031"" ~ 0.079"" (0.79mm ~ 2.00mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC4620-ND,PGM-34,Essentra Components,HOLE PLUG RIGID BLACK .437"" HOLE,6501,0,"0.23000","0","1","M","Active","Body Plug","Black","Nylon","0.437"" (11.10mm) 7/16""","0.531"" (13.49mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC1586-ND,PGM-13,Essentra Components,GROMMET HOLE PLUG .500 - .512"",5571,0,"0.23000","0","1","M","Active","Body Plug","Black","Nylon","0.506"" (12.85mm)","0.669"" (16.99mm)","0.083"" (2.11mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC3150-ND,PGM-33,Essentra Components,HOLE PLUG RIGID BLACK .375"" HOLE,3314,0,"0.23000","0","1","M","Active","Body Plug","Black","Nylon","0.375"" (9.53mm) 3/8""","0.468"" (11.89mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC3146-ND,PGM-24,Essentra Components,HOLE PLUG RIGID BLACK .5"" HOLE,3502,0,"0.25000","0","1","M","Active","Body Plug","Black","Nylon","0.500"" (12.70mm) 1/2""","0.578"" (14.68mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com.sg/images-line/pdfs/BPE.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_BPE-RJ45-01.jpg,RPC3527-ND,BPE-RJ45-01,Essentra Components,HOLE PLUG NYLON GRAY,2133,0,"0.25000","0","1","BPE","Active","Body Plug","Gray","Nylon","-","-","0.063"" (1.60mm)"
http://www.keyelco.com/product-pdf.cfm?p=2722,//media.digikey.com/Photos/Keystone%20Elect%20Photos/8605.jpg,36-8605-ND,8605,Keystone Electronics,PLUG HOLE NYLON .750"" DIA,7408,700,"0.26000","0","1","-","Active","Body Plug","Black","Nylon","0.750"" (19.05mm) 3/4""","0.921"" (23.39mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC2033-ND,PGM-5,Essentra Components,HOLE PLUG RIGID BLACK .5"" HOLE,7094,0,"0.26000","0","1","M","Active","Body Plug","Black","Nylon","0.500"" (12.70mm) 1/2""","0.562"" (14.27mm)","0.062"" (1.57mm) 1/16"""
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC4617-ND,PGM-26,Essentra Components,GROMMET HOLE PLUG .560""-.564"",6679,0,"0.27000","0","1","M","Active","Body Plug","Black","Nylon","0.562"" (14.27mm) 9/16""","0.656"" (16.66mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC2032-ND,PGM-28,Essentra Components,HOLE PLUG RIGID BLACK .687"" HOLE,2490,0,"0.29000","0","1","M","Active","Body Plug","Black","Nylon","0.687"" (17.45mm) 11/16""","0.781"" (19.84mm)","0.125"" (3.18mm) 1/8"""
http://www.keyelco.com/product-pdf.cfm?p=2723,//media.digikey.com/Photos/Keystone%20Elect%20Photos/8606.jpg,36-8606-ND,8606,Keystone Electronics,PLUG HOLE NYLON .875"" DIA,1437,0,"0.29000","0","1","-","Active","Body Plug","Black","Nylon","0.875"" (22.23mm) 7/8""","1.015"" (25.78mm)","0.125"" (3.18mm) 1/8"""
http://www.keyelco.com/product-pdf.cfm?p=2724,//media.digikey.com/Photos/Keystone%20Elect%20Photos/8607.jpg,36-8607-ND,8607,Keystone Electronics,PLUG HOLE NYLON 1.00"" DIA,1916,1800,"0.33000","0","1","-","Active","Body Plug","Black","Nylon","1.000"" (25.40mm) 1""","1.203"" (30.56mm)","0.125"" (3.18mm) 1/8"""
http://www.keyelco.com/product-pdf.cfm?p=703,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_8613.jpg,36-8613-ND,8613,Keystone Electronics,PLUG VENT NYLON 1.00"" DIA,2388,1800,"0.37000","0","1","-","Active","Body Plug, Vented","Black","Nylon","1.000"" (25.40mm) 1""","1.218"" (30.94mm)","0.125"" (3.18mm) 1/8"""
http://www.keyelco.com/product-pdf.cfm?p=2682,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_76xy.jpg,36-7601-ND,7601,Keystone Electronics,PLUG HOLE .312""DIA STEEL 6 PRONG,8174,9200,"0.56000","0","1","-","Active","Body Plug","Natural","Steel, Nickel Plated","0.312"" (7.92mm) 5/16""","0.437"" (11.10mm) 7/16""","0.047"" ~ 0.078"" (1.19mm ~ 1.98mm)"
http://www.keyelco.com/product-pdf.cfm?p=2681,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_76xy.jpg,36-7600-ND,7600,Keystone Electronics,PLUG HOLE .250""DIA STEEL 6 PRONG,3019,27000,"0.56000","0","1","-","Active","Body Plug","Natural","Steel, Nickel Plated","0.250"" (6.35mm) 1/4""","0.406"" (10.31mm)","0.031"" ~ 0.062"" (0.79mm ~ 1.57mm)"
http://www.keyelco.com/product-pdf.cfm?p=2683,//media.digikey.com/Photos/Keystone%20Elect%20Photos/7602.jpg,36-7602-ND,7602,Keystone Electronics,PLUG HOLE .375""DIA STEEL 6 PRONG,1768,23500,"0.56000","0","1","-","Active","Body Plug","Natural","Steel, Nickel Plated","0.375"" (9.53mm) 3/8""","0.500"" (12.70mm) 1/2""","0.047"" ~ 0.062"" (1.19mm ~ 1.57mm)"
http://www.keyelco.com/product-pdf.cfm?p=2684,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_76xy.jpg,36-7603-ND,7603,Keystone Electronics,PLUG HOLE .500""DIA STEEL 8 PRONG,1115,10900,"0.63000","0","1","-","Active","Body Plug","Natural","Steel, Nickel Plated","0.500"" (12.70mm) 1/2""","0.656"" (16.66mm)","0.031"" ~ 0.062"" (0.79mm ~ 1.57mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/PFP-7.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_PFP-7-01.jpg,RPC2030-ND,PFP-7-01,Essentra Components,PRESS FIT PIN NATURAL,12255,0,"0.19000","0","1","-","Active","Body Plug","Natural","Nylon","0.138"" (3.50mm)","0.400"" (10.16mm)","0.250"" (6.35mm) 1/4"""
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC2031-ND,PGM-16,Essentra Components,GROMMET HOLE PLUG .626 - .630"",6870,0,"0.26000","0","1","M","Active","Body Plug","Black","Nylon","0.628"" (15.95mm)","0.787"" (19.99mm)","0.079"" (2.01mm)"
http://www.keyelco.com/product-pdf.cfm?p=702,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_8612.jpg,36-8612-ND,8612,Keystone Electronics,PLUG VENT NYLON .875"" DIA,1032,3300,"0.32000","0","1","-","Active","Body Plug, Vented","Black","Nylon","0.875"" (22.23mm) 7/8""","1.015"" (25.78mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com.sg/images-line/pdfs/BP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20155.jpg,RPC1915-ND,BP-16233,Essentra Components,BODY PLUG .63"" HOLE SIZE,23301,0,"0.37000","0","1","BP","Active","Body Plug","Black","Thermoplastic Elastomer","0.630"" (16.00mm)","0.984"" (25.00mm)","0.031"" ~ 0.079"" (0.79mm ~ 2.00mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/BP.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20155.jpg,RPC1916-ND,BP-16236,Essentra Components,BODY PLUG .87"" HOLE SIZE,1493,0,"0.60000","0","1","BP","Active","Body Plug","Black","Thermoplastic Elastomer","0.866"" (22.00mm)","1.228"" (31.20mm)","0.031"" ~ 0.079"" (0.79mm ~ 2.00mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/DGB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_DBG-SERIES.jpg,RPC1309-ND,DGB-13,Essentra Components,DIAPHRAGM GROMMET BLANK 1.18""DIA,1549,0,"1.02000","0","1","DGB","Active","Body Plug","Black","-","1.000"" (25.40mm) 1""","1.180"" (29.97mm)","0.060"" (1.52mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/DGB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_DBG-SERIES.jpg,RPC1818-ND,DGB-5,Essentra Components,DIAPHRAGM GROMMET BLANK .62""DIA,2224,0,"1.13000","0","1","DGB","Active","Body Plug","Black","-","0.500"" (12.70mm) 1/2""","0.620"" (15.75mm)","0.060"" (1.52mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/DGB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_DBG-SERIES.jpg,RPC1940-ND,DGB-2.5,Essentra Components,DIAPHRAGM GROMMET BLANK .37""DIA,7268,0,"1.28000","0","1","DGB","Active","Body Plug","Black","-","0.250"" (6.35mm) 1/4""","0.370"" (9.40mm)","0.030"" (0.76mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/DGB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_DBG-SERIES.jpg,RPC1819-ND,DGB-7,Essentra Components,DIAPHRAGM GROMMET BLANK .75""DIA,1463,0,"1.30000","0","1","DGB","Active","Body Plug","Black","-","0.630"" (16.00mm)","0.750"" (19.05mm) 3/4""","0.060"" (1.52mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/DGB.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_DBG-SERIES.jpg,RPC1939-ND,DGB-11,Essentra Components,DIAPHRAGM GROMMET BLANK 1.0""DIA,22545,0,"1.46000","0","1","DGB","Active","Body Plug","Black","-","0.750"" (19.05mm) 3/4""","1.000"" (25.40mm) 1""","0.060"" (1.52mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/LTP.pdf,//media.digikey.com/photos/Richco%20Photos/LTP-7.JPG,RP906-ND,LTP-7,Essentra Components,LIQUID TIGHT PLUG BLK .625"" HL,4131,0,"1.62000","0","1","LTP","Active","Body Plug","Black","Silicone","0.625"" (15.88mm) 5/8""","1.090"" (27.69mm)","0.125"" (3.18mm) 1/8"""
http://www.gcelectronics.com/order/Catalog_PDF/2007%20Catalog%20120407%20175.pdf,//media.digikey.com/Photos/Molex/11-392-C.JPG,WM9327-ND,11-392-C,GC Electronics,SCRN STEEL HOLE PLG NICK PLTD 1"",163,0,"3.65000","0","1","-","Active","Body Plug, Vented","Natural","Steel, Nickel Plated","1.000"" (25.40mm) 1""","-","-"
http://www.gcelectronics.com/order/Catalog_PDF/2007%20Catalog%20120407%20175.pdf,//media.digikey.com/photos/Molex/HP-1-C.JPG,WM9321-ND,HP-1-C,GC Electronics,"STEEL HOLE PLUG,NICKEL PLTD 1/4""",2372,0,"0.59000","0","1","-","Active","Body Plug","Natural","Steel, Nickel Plated","0.250"" (6.35mm) 1/4""","-","-"
http://www.gcelectronics.com/order/Catalog_PDF/2007%20Catalog%20120407%20175.pdf,//media.digikey.com/photos/Molex/HP-2-C.JPG,WM9324-ND,HP-2-C,GC Electronics,"STEEL HOLE PLUG,NICKEL PLTD 3/8""",1330,0,"0.74000","0","1","-","Active","Body Plug","Natural","Steel, Nickel Plated","0.375"" (9.53mm) 3/8""","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/S1-1%5E2A.jpg,RPC6180-ND,S1/2A,Essentra Components,SHEET METAL PLUG: .500 IN (12.7,12191,0,"0.16000","0","1","S","Active","Body Plug","Black","-","0.500"" (12.70mm)","-","0.075"" (1.90mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S1A.jpg,RPC6196-ND,S3/8A,Essentra Components,SHEET METAL PLUG: .375 IN (9.5 M,10000,0,"0.16000","0","1","S","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_SR1%5E2A.jpg,RPC6213-ND,SR1/2A,Essentra Components,SHEET METAL PLUG: .500 IN (12.7,5948,0,"0.16000","0","1","SR","Active","Body Plug","Black","-","0.500"" (12.70mm)","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MP0250.jpg,RPC7076-ND,62MP0312,Essentra Components,SOLID LOCKING PLUG: .312 IN (7.9,49975,0,"0.17000","0","1","MicroPlastics","Active","-","Black","Nylon","0.312"" (7.92mm)","0.375"" (9.53mm)","0.062"" (1.57mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/62MP0375.JPG,RPC7075-ND,62MP0375,Essentra Components,SOLID LOCKING PLUG: .375 IN (9.5,49738,0,"0.17000","0","1","MicroPlastics","Active","-","Black","Nylon","0.375"" (9.53mm)","0.468"" (11.89mm)","0.125"" (3.18mm) 1/8"""
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/62MP0187.JPG,RPC7078-ND,62MP0187,Essentra Components,SOLID LOCKING PLUG: .187 IN (4.7,47749,0,"0.17000","0","1","MicroPlastics","Active","-","Black","Nylon","0.187"" (4.75mm)","0.250"" (6.35mm) 1/4""","0.062"" (1.57mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MP0250.jpg,RPC7077-ND,62MP0250,Essentra Components,SOLID LOCKING PLUG: .250 IN (6.4,47650,0,"0.17000","0","1","MicroPlastics","Active","-","Black","Nylon","0.250"" (6.35mm) 1/4""","0.312"" (7.92mm)","0.062"" (1.57mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27156.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/62MP0437.jpg,RPC7074-ND,62MP0437,Essentra Components,SOLID LOCKING PLUG: .437 IN (11.,24300,0,"0.18000","0","1","MicroPlastics","Active","-","Black","Nylon","0.437"" (11.10mm)","0.531"" (13.49mm)","0.125"" (3.18mm) 1/8"""
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MP0250.jpg,RPC7073-ND,62MP0500,Essentra Components,SOLID LOCKING PLUG: .500 IN (12.,49087,0,"0.19000","0","1","MicroPlastics","Active","-","Black","Nylon","0.500"" (12.70mm) 1/2""","0.578"" (14.68mm)","0.125"" (3.18mm) 1/8"""
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/FC707A.JPG,RPC6043-ND,FC707A,Essentra Components,PARALLEL PROTECTION PLUG: TO PLU,10000,0,"0.19000","0","1","-","Active","Body Plug","Yellow","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S5%5E8A.jpg,RPC6200-ND,S5/8A,Essentra Components,SHEET METAL PLUG: .625 IN (15.9,12000,0,"0.20000","0","1","S","Active","Body Plug","Black","-","-","-","0.075"" (1.90mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/FC709B.jpg,RPC6045-ND,FC709B,Essentra Components,PARALLEL PROTECTION PLUG: TO PLU,8000,0,"0.20000","0","1","-","Active","Body Plug","Yellow","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_SR1%5E2A.jpg,RPC6222-ND,SR3/4A,Essentra Components,SHEET METAL PLUG: .750 IN (19.1,7986,0,"0.20000","0","1","SR","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S1-3%5E32A.jpg,RPC6195-ND,S3/4A,Essentra Components,SHEET METAL PLUG: .750 IN (19.1,12980,0,"0.21000","0","1","S","Active","Body Plug","Black","-","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC4609-ND,PGM-10,Essentra Components,GROMMET HOLE PLUG .378 - .394"",6638,0,"0.21000","0","1","M","Active","Body Plug","Black","Nylon","0.386"" (9.80mm)","0.511"" (12.98mm)","0.055"" (1.40mm)"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC3152-ND,PGM-8,Essentra Components,GROMMET HOLE PLUG .299 - .315"",3308,0,"0.21000","0","1","M","Active","Body Plug","Black","Nylon","0.307"" (7.80mm)","0.375"" (9.53mm) 3/8""","0.063"" (1.60mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/62MP1093.jpg,RPC7071-ND,62MP0625,Essentra Components,SOLID LOCKING PLUG: .625 IN (15.,44000,0,"0.22000","0","1","MicroPlastics","Active","-","Black","Nylon","0.625"" (15.88mm)","0.718"" (18.24mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27156.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MP0250.jpg,RPC7072-ND,62MP0562,Essentra Components,SOLID LOCKING PLUG: .562 IN (14.,24871,0,"0.22000","0","1","MicroPlastics","Active","-","Black","Nylon","0.562"" (14.27mm) 9/16""","0.656"" (16.66mm)","0.125"" (3.18mm) 1/8"""
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S1A.jpg,RPC6202-ND,S7/8A,Essentra Components,SHEET METAL PLUG: .875 IN (22.2,9900,0,"0.22000","0","1","S","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_FC713B.jpg,RPC6047-ND,FC711B,Essentra Components,PARALLEL PROTECTION PLUG: TO PLU,5500,0,"0.22000","0","1","-","Active","Body Plug","Yellow","-","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC4621-ND,PGM-9,Essentra Components,HOLE PLUG RIGID .374-.378"" HOLE,4657,0,"0.22000","0","1","M","Active","Body Plug","Black","Nylon","0.376"" (9.55mm)","0.511"" (12.98mm)","0.047"" (1.19mm)"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/1177297.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_15155B.jpg,RPC5568-ND,10832B,Essentra Components,BLANKING PLUG: .313 IN (8 MM) HO,9941,0,"0.23000","0","1","-","Active","Body Plug","Black","PVC","0.315"" (8.00mm)","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/S7%5E16A.jpg,RPC6201-ND,S7/16A,Essentra Components,SHEET METAL PLUG: .438 IN (11.1,11975,0,"0.24000","0","1","S","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S1-3%5E32A.jpg,RPC6181-ND,S1/4A,Essentra Components,SHEET METAL PLUG: .250 IN (6.4 M,9758,0,"0.24000","0","1","S","Active","Body Plug","Black","-","0.252"" (6.40mm)","-","-"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27156.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MPxxxxV.jpg,RPC7059-ND,62MP0750V,Essentra Components,VENT PLUG: .750 IN (19.1 MM) HOL,14960,0,"0.27000","0","1","MicroPlastics","Active","-","Black","Nylon","0.750"" (19.05mm) 3/4""","0.906"" (23.01mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC4610-ND,PGM-11,Essentra Components,HOLE PLUG RIGID BLACK .531"" HOLE,29810,0,"0.28000","0","1","M","Active","Body Plug","Black","Nylon","0.531"" (13.49mm)","0.593"" (15.06mm)","0.062"" (1.57mm) 1/16"""
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC4618-ND,PGM-27,Essentra Components,HOLE PLUG RIGID BLACK .625"" HOLE,9487,0,"0.28000","0","1","M","Active","Body Plug","Black","Nylon","0.625"" (15.88mm) 5/8""","0.718"" (18.24mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC4613-ND,PGM-19,Essentra Components,GROMMET HOLE PLUG .744 - .748"",9230,0,"0.28000","0","1","M","Active","Body Plug","Black","Nylon","0.746"" (18.95mm)","0.925"" (23.50mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC3140-ND,PGM-12,Essentra Components,HOLE PLUG RIGID BLACK .625"" HOLE,3267,0,"0.28000","0","1","M","Active","Body Plug","Black","Nylon","0.625"" (15.88mm) 5/8""","0.718"" (18.24mm)","0.062"" (1.57mm) 1/16"""
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27156.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MP0250.jpg,RPC7069-ND,62MP0750,Essentra Components,SOLID LOCKING PLUG: .750 IN (19.,49290,0,"0.29000","0","1","MicroPlastics","Active","-","Black","Nylon","0.750"" (19.05mm) 3/4""","0.922"" (23.42mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27156.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MP0250.jpg,RPC7070-ND,62MP0687,Essentra Components,SOLID LOCKING PLUG: .687 IN (17.,29993,0,"0.29000","0","1","MicroPlastics","Active","-","Black","Nylon","0.687"" (17.45mm) 11/16""","0.781"" (19.84mm)","0.125"" (3.18mm) 1/8"""
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S1-3%5E32A.jpg,RPC6203-ND,S9/16A,Essentra Components,SHEET METAL PLUG: .563 IN (14.3,11991,0,"0.31000","0","1","S","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_FC713B.jpg,RPC6049-ND,FC713B,Essentra Components,PARALLEL PROTECTION PLUG: TO PLU,4000,0,"0.31000","0","1","-","Active","Body Plug","Yellow","-","-","-","-"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27156.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/62MP1093.jpg,RPC7067-ND,62MP0875,Essentra Components,SOLID LOCKING PLUG: .875 IN (22.,54848,0,"0.32000","0","1","MicroPlastics","Active","-","Black","Nylon","0.875"" (22.23mm) 7/8""","1.016"" (25.81mm)","0.125"" (3.18mm) 1/8"""
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MP0250.jpg,RPC7068-ND,62MP0812,Essentra Components,SOLID LOCKING PLUG: .812 IN (20.,23998,0,"0.32000","0","1","MicroPlastics","Active","-","Black","Nylon","0.812"" (20.62mm)","0.890"" (22.61mm)","0.125"" (3.18mm) 1/8"""
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27156.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_62MPxxxxV.jpg,RPC7058-ND,62MP0875V,Essentra Components,VENT PLUG: .875 IN (22.2 MM) HOL,15000,0,"0.32000","0","1","MicroPlastics","Active","-","Black","Nylon","0.875"" (22.23mm) 7/8""","1.016"" (25.81mm)","0.125"" (3.18mm) 1/8"""
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_S1A.jpg,RPC6190-ND,S1A,Essentra Components,SHEET METAL PLUG: 1.000 IN (25.4,6929,0,"0.32000","0","1","S","Active","Body Plug","Black","-","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_SR1%5E2A.jpg,RPC6220-ND,SR1A,Essentra Components,SHEET METAL PLUG: 1.000 IN (25.4,3490,0,"0.32000","0","1","SR","Active","Body Plug","Black","-","-","-","-"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/HPP.pdf,-,HPP7BK080-ND,HPP7 BK080,Alpha Wire,PG7 HOLE PLUG,1939,238,"0.32000","0","1","FIT®","Active","Body Plug","Black","Polyamide 6","0.492"" (12.50mm)","0.591"" (15.00mm)","-"
http://www.alphawire.com/~/media/ProductSpecs/Cable%20Glands/HPP.pdf,-,HPP9BK080-ND,HPP9 BK080,Alpha Wire,PG9 HOLE PLUG,1033,0,"0.32000","0","1","FIT®","Active","Body Plug","Black","Polyamide 6","0.598"" (15.19mm)","0.591"" (15.00mm)","-"
http://www.alphawire.com/~/media/4CD3DE81E52D492E9A247A46EF68BF5C.pdf,//media.digikey.com/Photos/Alpha%20Wire%20Photos/MFG_Hole-Plug.jpg,HPP7SL080-ND,HPP7 SL080,Alpha Wire,PG7 HOLE PLUG,1016,155,"0.32000","0","1","FIT®","Active","Body Plug","Gray","Polyamide 6","0.492"" (12.50mm)","0.591"" (15.00mm)","-"
http://www.essentracomponents.com.sg/images-line/pdfs/PGM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20109.jpg,RPC4615-ND,PGM-22,Essentra Components,GROMMET HOLE PLUG .862 - .866"",8843,0,"0.33000","0","1","M","Active","Body Plug","Black","Nylon","0.864"" (21.95mm)","1.024"" (26.01mm)","0.118"" (3.00mm)"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_FC715B.jpg,RPC6051-ND,FC715B,Essentra Components,PARALLEL PROTECTION PLUG: TO PLU,6000,0,"0.34000","0","1","-","Active","Body Plug","Yellow","-","-","-","-"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/26795.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20155.jpg,RPC3522-ND,BP-16232,Essentra Components,BODY PLUG .55"" HOLE SIZE,3075,0,"0.34000","0","1","BP","Active","Body Plug","Black","Thermoplastic Elastomer","0.551"" (14.00mm)","0.906"" (23.00mm)","0.031"" ~ 0.079"" (0.79mm ~ 2.00mm)"
