Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Rotation Angle","Material","Plating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/12991x_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_129912.jpg,RPC2430-ND,129912,Essentra Access Solutions,MINI LEAF HINGE 30X30 ZAMAK BLAC,102,0,"3.06000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/12991x_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_129911.jpg,RPC2429-ND,129911,Essentra Access Solutions,MINI LEAF HINGE 30X29 ZAMAK CHRO,168,0,"3.06000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0903x_92306xx_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_09130.jpg,RPC2380-ND,09130,Essentra Access Solutions,SIDE MOUNTED HINGE BRASS NONE FI,111,0,"4.05000","0","1","-","Active","Side Hinge","180°","Brass","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0903x_92306xx_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_09134.jpg,RPC2381-ND,09134,Essentra Access Solutions,SIDE MOUNTED HINGE BRASS CHROME,123,0,"4.72000","0","1","-","Active","Side Hinge","180°","Brass","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Leaf_Hinge_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_299203.jpg,RPC2537-ND,299203,Essentra Access Solutions,LEAF HINGE 40X40 POLYMER BLACK F,141,0,"5.10000","0","1","-","Active","Leaf Hinge","270°","Zamak","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/32003192_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_089.jpg,RPC2377-ND,089,Essentra Access Solutions,CONCEALED PIN HINGE STEEL ZN FIN,244,0,"5.29000","0","1","-","Active","Concealed Hinge","110°","Steel","Zinc"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/389_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_389.jpg,RPC2295-ND,389,Essentra Access Solutions,CONCEALED HINGE STEEL ZN FINISH,248,0,"6.14000","0","1","-","Active","Concealed Hinge","110°","Steel","Zinc"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Concealed_Hinge_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_289631002.jpg,RPC2525-ND,289631002,Essentra Access Solutions,CONCEALED HINGE STEEL ZN FINISH,250,0,"6.38000","0","1","-","Active","Concealed Hinge","135°","Steel","Zinc"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Concealed_Hinge_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_289631001.jpg,RPC2524-ND,289631001,Essentra Access Solutions,CONCEALED HINGE STEEL ZN FINISH,246,0,"6.38000","0","1","-","Active","Concealed Hinge","135°","Steel","Zinc"
"//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/39911x,39912x_DS.pdf",//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_399124.JPG,RPC2650-ND,399124,Essentra Access Solutions,LEAF HINGE 60X60 ZAMAK BLACK POW,120,0,"6.46000","0","1","-","Active","Leaf Hinge","270°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Access_Solutions_Cat.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/2x9920.JPG,RPC2497-ND,239920,Essentra Access Solutions,ADJUSTABLE TORQUE LEAF HINGE 38X,139,0,"6.66000","0","1","-","Active","Leaf Hinge","-","Polyamide","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0903x_92306xx_DS.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_09230(6,8)(90,180).jpg",RPC2382-ND,092306180,Essentra Access Solutions,SIDE MOUNTED HINGE BRASS NONE FI,150,0,"6.70000","0","1","-","Active","Side Hinge","180°","Brass","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0903x_92306xx_DS.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_09230(6,8)(90,180).jpg",RPC2383-ND,09230690,Essentra Access Solutions,SIDE MOUNTED HINGE BRASS NONE FI,150,0,"6.70000","0","1","-","Active","Side Hinge","90°","Brass","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0903x_92306xx_DS.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_09230(6,8)(90,180).jpg",RPC2384-ND,092308180,Essentra Access Solutions,SIDE MOUNTED HINGE BRASS NONE FI,150,0,"6.70000","0","1","-","Active","Side Hinge","180°","Brass","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0903x_92306xx_DS.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_09230(6,8)(90,180).jpg",RPC2385-ND,09230890,Essentra Access Solutions,SIDE MOUNTED HINGE BRASS NONE FI,146,0,"6.70000","0","1","-","Active","Side Hinge","90°","Brass","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Concealed_Hinge_DS.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_28963200(1,2).jpg",RPC2526-ND,289632001,Essentra Access Solutions,CONCEALED HINGE STEEL ZN FINISH,239,0,"8.24000","0","1","-","Active","Concealed Hinge","135°","Steel","Zinc"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Concealed_Hinge_DS.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_28963200(1,2).jpg",RPC2527-ND,289632002,Essentra Access Solutions,CONCEALED HINGE STEEL ZN FINISH,239,0,"8.24000","0","1","-","Active","Concealed Hinge","135°","Steel","Zinc"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Leaf_Hinge_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_299111.jpg,RPC2529-ND,299111,Essentra Access Solutions,LEAF HINGE 40X40 ZAMAK CHROME FI,115,0,"8.26000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0903x_92306xx_DS.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_09231(6,8)(90,180).jpg",RPC2387-ND,09231690,Essentra Access Solutions,SIDE MOUNTED HINGE BRASS CHROME,150,0,"8.80000","0","1","-","Active","Side Hinge","90°","Brass","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0903x_92306xx_DS.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_09231(6,8)(90,180).jpg",RPC2388-ND,092318180,Essentra Access Solutions,SIDE MOUNTED HINGE BRASS CHROME,150,0,"8.80000","0","1","-","Active","Side Hinge","180°","Brass","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0903x_92306xx_DS.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_09231(6,8)(90,180).jpg",RPC2386-ND,092316180,Essentra Access Solutions,SIDE MOUNTED HINGE BRASS CHROME,148,0,"8.80000","0","1","-","Active","Side Hinge","180°","Brass","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Flat_Hinge_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_699121002.jpg,RPC2678-ND,699121002,Essentra Access Solutions,LIFT OFF HINGE LH 32.5X64 ZAMAK,105,0,"8.86000","0","1","-","Active","Lift Off Hinge","180°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Flat_Hinge_DS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/699122002.JPG,RPC2680-ND,699122002,Essentra Access Solutions,LIFT OFF HINGE LH 50X64 ZAMAK BL,160,0,"9.04000","0","1","-","Active","Lift Off Hinge","180°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/32003192_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_32003192.jpg,RPC2296-ND,32003192,Essentra Access Solutions,CONCEALED HINGE STEEL ZN FINISH,244,0,"1.43000","0","1","-","Active","Concealed Hinge","110°","Steel","Zinc"
https://www.essentraaccesssolutions.com/YuklenenDosyalar/UrunKataloglari/cf240858-58c9-44d2-b0b0-bbf6e5a56a38.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_19163.jpg,RPC2483-ND,19163,Essentra Access Solutions,SIDE MOUNTED HINGE STEEL ZN FINI,100,0,"3.34000","0","1","-","Active","Side Hinge","180°","Steel","Zinc"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0903x_92306xx_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_09030.jpg,RPC2378-ND,09030,Essentra Access Solutions,SIDE MOUNTED HINGE BRASS NONE FI,100,0,"3.68000","0","1","-","Active","Side Hinge","180°","Brass","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Access_Solutions_Cat.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_49311(1,2M).jpg",RPC2657-ND,493111,Essentra Access Solutions,LIFT OFF HINGE ZAMAK CHROME FINI,98,0,"4.44000","0","1","-","Active","Lift Off Hinge","180°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Access_Solutions_Cat.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_49312(1,2M).jpg",RPC2659-ND,493121,Essentra Access Solutions,LIFT OFF HINGE ZAMAK BLACK POWDE,78,0,"4.44000","0","1","-","Active","Lift Off Hinge","180°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Leaf_Hinge_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_299202.jpg,RPC2536-ND,299202,Essentra Access Solutions,LEAF HINGE 40X40 POLYMER BLACK F,99,0,"4.67000","0","1","-","Active","Leaf Hinge","270°","Zamak","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/119920x_DS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/1199202.JPG,RPC2428-ND,1199202,Essentra Access Solutions,HEAVY DUTY STYLED HINGE 50X50 PO,76,0,"4.67000","0","1","-","Active","Leaf Hinge","180°","Polyamide","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0903x_92306xx_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_09034.jpg,RPC2379-ND,09034,Essentra Access Solutions,SIDE MOUNTED HINGE BRASS CHROME,55,0,"4.72000","0","1","-","Active","Side Hinge","180°","Brass","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Access_Solutions_Cat.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_49311(1,2M).jpg",RPC2658-ND,493112M,Essentra Access Solutions,LIFT OFF HINGE ZAMAK CHROME FINI,100,0,"4.83000","0","1","-","Active","Lift Off Hinge","180°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Access_Solutions_Cat.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_49312(1,2M).jpg",RPC2660-ND,493122M,Essentra Access Solutions,LIFT OFF HINGE ZAMAK BLACK POWDE,100,0,"4.83000","0","1","-","Active","Lift Off Hinge","180°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Leaf_Hinge_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_299201.jpg,RPC2535-ND,299201,Essentra Access Solutions,LEAF HINGE 40X40 POLYMER BLACK F,83,0,"5.04000","0","1","-","Active","Leaf Hinge","270°","Zamak","-"
https://www.essentraaccesssolutions.com/YuklenenDosyalar/UrunKataloglari/fa0beee7-f79f-447a-b96a-73475b93b2d8.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_69312.jpg,RPC2674-ND,69312,Essentra Access Solutions,SIDE MOUNTED HINGE ZAMAK BLACK P,98,0,"5.29000","0","1","-","Active","Side Hinge","180°","Zamak","Black Coating"
https://www.essentraaccesssolutions.com/YuklenenDosyalar/UrunKataloglari/fa0beee7-f79f-447a-b96a-73475b93b2d8.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_69311.jpg,RPC2673-ND,69311,Essentra Access Solutions,SIDE MOUNTED HINGE ZAMAK CHROME,96,0,"5.29000","0","1","-","Active","Side Hinge","180°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/09911xx_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_099117.jpg,RPC2398-ND,099117,Essentra Access Solutions,LEAF HINGE 50X63 ZAMAK CHROME FI,100,0,"5.54000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/09911xx_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_099127.jpg,RPC2407-ND,099127,Essentra Access Solutions,LEAF HINGE 50X63 ZAMAK BLACK POW,96,0,"5.54000","0","1","-","Active","Leaf Hinge","270°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/5931zzz%20Datasheet.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_5931119.jpg,RPC2667-ND,5931119,Essentra Access Solutions,SIDE MOUNTED HINGE ZAMAK CHROME,47,0,"5.78000","0","1","-","Active","Side Hinge","180°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/5931zzz%20Datasheet.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_5931219.jpg,RPC2669-ND,5931219,Essentra Access Solutions,SIDE MOUNTED HINGE ZAMAK BLACK P,47,0,"5.78000","0","1","-","Active","Side Hinge","180°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/09911x_09912x.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_099116.jpg,RPC2397-ND,099116,Essentra Access Solutions,LEAF HINGE 50X63 ZAMAK CHROME FI,99,0,"5.96000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/09911xx_DS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_0991210.JPG,RPC2402-ND,0991210,Essentra Access Solutions,LEAF HINGE 50X76 ZAMAK BLACK POW,96,0,"5.96000","0","1","-","Active","Leaf Hinge","270°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/09911xx_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_0991110.jpg,RPC2393-ND,0991110,Essentra Access Solutions,LEAF HINGE 50X76 ZAMAK CHROME FI,79,0,"5.96000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/19920x_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_199202.jpg,RPC2487-ND,199202,Essentra Access Solutions,LEAF HINGE 50X50 POLYMER BLACK F,50,0,"5.96000","0","1","-","Active","Leaf Hinge","270°","Polyamide","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/09911x_09912x.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_099126.jpg,RPC2406-ND,099126,Essentra Access Solutions,LEAF HINGE 50X63 ZAMAK BLACK POW,92,0,"5.98000","0","1","-","Active","Leaf Hinge","270°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/399111_DS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/399114.jpg,RPC2644-ND,399114,Essentra Access Solutions,LEAF HINGE 60X60 ZAMAK CHROME FI,50,0,"6.46000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Leaf_Hinge_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_299123.jpg,RPC2534-ND,299123,Essentra Access Solutions,LEAF HINGE 40X40 ZAMAK BLACK POW,98,0,"6.60000","0","1","-","Active","Leaf Hinge","270°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Leaf_Hinge_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_299113.jpg,RPC2531-ND,299113,Essentra Access Solutions,LEAF HINGE 40X40 ZAMAK CHROME FI,86,0,"6.60000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Side_Hinges12mm_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_19231.jpg,RPC2484-ND,19231,Essentra Access Solutions,SIDE MOUNTED HINGE BRASS CHROME,100,0,"6.70000","0","1","-","Active","Side Hinge","180°","Brass","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/5931zzz%20Datasheet.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_5931125.jpg,RPC2668-ND,5931125,Essentra Access Solutions,SIDE MOUNTED HINGE ZAMAK CHROME,50,0,"6.80000","0","1","-","Active","Side Hinge","180°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/5931zzz%20Datasheet.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_5931225.jpg,RPC2670-ND,5931225,Essentra Access Solutions,SIDE MOUNTED HINGE ZAMAK BLACK P,48,0,"6.80000","0","1","-","Active","Side Hinge","180°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/399111_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_399125.jpg,RPC2651-ND,399125,Essentra Access Solutions,LEAF HINGE 60X90 ZAMAK BLACK POW,60,0,"7.12000","0","1","-","Active","Leaf Hinge","270°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/399111_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_399115.jpg,RPC2645-ND,399115,Essentra Access Solutions,LEAF HINGE 60X90 ZAMAK CHROME FI,60,0,"7.20000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/09911x_09912x.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_099114.jpg,RPC2395-ND,099114,Essentra Access Solutions,LEAF HINGE 50X50 ZAMAK CHROME FI,100,0,"7.28000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Leaf_Hinge_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_299112.jpg,RPC2530-ND,299112,Essentra Access Solutions,LEAF HINGE 40X40 ZAMAK CHROME FI,100,0,"7.28000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Leaf_Hinge_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_299122.jpg,RPC2533-ND,299122,Essentra Access Solutions,LEAF HINGE 40X40 ZAMAK BLACK POW,98,0,"7.28000","0","1","-","Active","Leaf Hinge","270°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/09911x_09912x.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_099124.jpg,RPC2404-ND,099124,Essentra Access Solutions,LEAF HINGE 50X50 ZAMAK BLACK POW,85,0,"7.30000","0","1","-","Active","Leaf Hinge","270°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/09911xx_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_099118.jpg,RPC2399-ND,099118,Essentra Access Solutions,LEAF HINGE 50X63 ZAMAK CHROME FI,100,0,"7.38000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/09911xx_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_099128.jpg,RPC2408-ND,099128,Essentra Access Solutions,LEAF HINGE 50X63 ZAMAK BLACK POW,100,0,"7.38000","0","1","-","Active","Leaf Hinge","270°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/19920x_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_199201.jpg,RPC2486-ND,199201,Essentra Access Solutions,LEAF HINGE 50X50 POLYMER BLACK F,50,0,"7.38000","0","1","-","Active","Leaf Hinge","270°","Polyamide","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/399111_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_399116.jpg,RPC2646-ND,399116,Essentra Access Solutions,LEAF HINGE 60X120 ZAMAK CHROME F,40,0,"7.48000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/399111_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_399126.jpg,RPC2652-ND,399126,Essentra Access Solutions,LEAF HINGE 60X120 ZAMAK BLACK PO,35,0,"7.48000","0","1","-","Active","Leaf Hinge","270°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/399111_DS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/x99121.JPG,RPC2647-ND,399121,Essentra Access Solutions,LEAF HINGE 60X60 ZAMAK BLACK POW,50,0,"7.74000","0","1","-","Active","Leaf Hinge","270°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/399111_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_399111.jpg,RPC2641-ND,399111,Essentra Access Solutions,LEAF HINGE 60X60 ZAMAK CHROME FI,48,0,"7.74000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/09911x_09912x.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_099125.jpg,RPC2405-ND,099125,Essentra Access Solutions,LEAF HINGE 50X63 ZAMAK BLACK POW,100,0,"7.86000","0","1","-","Active","Leaf Hinge","270°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/09911x_09912x.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_099115.jpg,RPC2396-ND,099115,Essentra Access Solutions,LEAF HINGE 50X63 ZAMAK CHROME FI,100,0,"7.90000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/09911xx_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_099119.jpg,RPC2400-ND,099119,Essentra Access Solutions,LEAF HINGE 50X76 ZAMAK CHROME FI,100,0,"7.98000","0","1","-","Active","Leaf Hinge","270°","Zamak","Chrome"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/09911xx_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_099129.jpg,RPC2409-ND,099129,Essentra Access Solutions,LEAF HINGE 50X76 ZAMAK BLACK POW,97,0,"7.98000","0","1","-","Active","Leaf Hinge","270°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Leaf_Hinge_DS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/299121.jpg,RPC2532-ND,299121,Essentra Access Solutions,LEAF HINGE 40X40 ZAMAK BLACK POW,100,0,"8.26000","0","1","-","Active","Leaf Hinge","270°","Zamak","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Flat_Hinge_DS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/89962002.JPG,RPC2693-ND,89962002,Essentra Access Solutions,LIFT OFF LEAF HINGE LH 100X75 ST,40,0,"8.46000","0","1","-","Active","Leaf Hinge","180°","Steel","Black Coating"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Flat_Hinge_DS.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_89963002.jpg,RPC2695-ND,89963002,Essentra Access Solutions,LIFT OFF LEAF HINGE LH 100X75 ST,38,0,"8.46000","0","1","-","Active","Leaf Hinge","180°","Steel","Zinc"
