Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Hardware Type","Specifications","For Use With/Related Products"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2832519.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2832519.jpg,277-9338-ND,2832519,Phoenix Contact,RAIL ADAPTER,2,0,"25.00000","0","1","-","Active","Adapter","144.0mm x 37.0mm x 14.0mm","Din Rail Track"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2805025.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2805025.jpg,277-9317-ND,2805025,Phoenix Contact,DINRAIL EMPTY HOUSING DOUBLE,3,0,"4.88000","0","1","-","Active","Housing","-","Din Rail Track"
http://www.panduit.com/heiler/CatalogCutSheets/PSL-BV1%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PSL-MLD-CRIMP.JPG,298-10689-ND,PSL-MLD-CRIMP,Panduit Corp,ADDITIONAL 3/16 SLEEVE CRIM,25,0,"9.79000","0","1","-","Active","Crimp Sleeve","-","Lockout Devices"
http://www.panduit.com/heiler/CatalogCutSheets/PSL-Station%20Product%20Page.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PSL-KT.jpg,298-11590-ND,PSL-KT,Panduit Corp,PLASTIC KIT BOX PSL-KT-CONA 1,5,0,"34.58000","0","1","-","Active","Case","-","Lockout Devices"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1286600000.pdf,//media.digikey.com/Photos/Weidmuller/1286600000.jpg,281-4431-ND,1286600000,Weidmüller,BRACKET MTG RAIL SUPPORT 1.8MM,10,1420,"5.87000","0","1","-","Active","Bracket, Flat","84.0mm x 18.0mm x 20.0mm","Din Rail Track"
-,//media.digikey.com/Photos/Weidmuller/7924270050.jpg,281-4964-ND,7924270050,Weidmüller,TERMINAL TST-M6 STRAIGHT 50MM HI,5,780,"8.86000","0","1","-","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/0494920000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_0494920000.jpg,281-4167-ND,0494920000,Weidmüller,BLOCK SUPPORT TS 32/35 KRG BN,9,4200,"10.09000","0","1","SAK","Active","Busbar Holder","40.0mm x 40.0mm x 22.2mm","Din Rail Track"
https://cadlinks.rafhdwe.com/dk2d/1025-093-ss/,-,1772-3979-ND,1025-093-SS-20,RAF Electronic Hardware,STYLE-D-RETAINER THREADED,25,0,"17.41000","0","1","-","Active","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1041740,//media.digikey.com/Photos/Phoenix%20Photos/1041740.jpg,277-18131-ND,1041740,Phoenix Contact,DIN RAIL ADAPTER,14,33,"18.31000","0","1","-","Active","Adapter","-","Din Rail Track"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27273.pdf,//media.digikey.com/Photos/Richco%20Photos/MFG_SEI-1.jpg,SEI-1-ND,SEI-1,Essentra Components,SHEET EDGE INSERT BLK #6-32 THRD,0,0,"0.14645","0","1000","-","Active","Sheet Edge Insert","Black, Nylon","-"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/27273.pdf,//media.digikey.com/Photos/Richco%20Photos/MFG_SEI-4.jpg,SEI-4-ND,SEI-4,Essentra Components,SHEET EDGE INSERT BLK M5 THRD,0,0,"0.15008","0","1000","-","Active","Sheet Edge Insert","Black, Nylon","-"
-,-,BNC0189A-ND,BNC0189A,Essentra Components,DESCBOLT PROTECTION CAP #10,0,0,"0.19211","0","1000","*","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SL.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1207318.jpg,SLPB-1M-W-ND,SLPB-1M-W,Essentra Components,SNAP LATCH PLUNGER WHITE,0,0,"0.19578","0","1000","SL","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SL.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1153417.jpg,SLPB-1S-W-ND,SLPB-1S-W,Essentra Components,SNAP LATCH PLUNGER WHITE,0,0,"0.21730","0","1000","SL","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SL.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1153417.jpg,SLPB-2S-W-ND,SLPB-2S-W,Essentra Components,SNAP LATCH PLUNGER WHITE,0,0,"0.21730","0","1000","SL","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SL.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1207318.jpg,SLG-2S-W-ND,SLG-2S-W,Essentra Components,SNAP LATCH GROMMET WHITE,0,0,"0.21967","0","1000","SL","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SL.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1153420.jpg,SLPB-1L-W-ND,SLPB-1L-W,Essentra Components,SNAP LATCH WHITE 0.142"" - 0.228"",0,0,"0.22572","0","1000","SL","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SL.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1153420.jpg,SLPB-3M-W-ND,SLPB-3M-W,Essentra Components,SNAP LATCH WHITE 0.216"" - 0.303"",0,0,"0.22572","0","1000","SL","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SL.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1207318.jpg,SLG-1M-W-ND,SLG-1M-W,Essentra Components,SNAP LATCH GROMMET WHITE,0,0,"0.22637","0","1000","SL","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SL.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1153420.jpg,SLPB-2L-W-ND,SLPB-2L-W,Essentra Components,SNAP LATCH PLUNGER WHITE,0,0,"0.24620","0","1000","SL","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SL.pdf,-,SLG-3M-W-ND,SLG-3M-W,Essentra Components,GROMMET SNAP LATCH WHITE,0,0,"0.24944","0","1000","SL","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0150A-ND,SQM0150A,Essentra Components,0.750IN 16-18 GAUGE 1/4-20 THREA,0,0,"0.26087","0","1000","SQM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0300A-ND,SQM0300A,Essentra Components,1IN 16-18 GAUGE 1/4-20 THREADED:,0,0,"0.29196","0","1000","SQM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SL.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1207318.jpg,SLG-2L-W-ND,SLG-2L-W,Essentra Components,GROMMET SNAP LATCH WHITE,0,0,"0.29752","0","1000","SL","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0350A-ND,SQM0350A,Essentra Components,1IN 16-18 GAUGE 5/16-18 THREADED,0,0,"0.30054","0","1000","SQM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0200A-ND,SQM0200A,Essentra Components,0.875IN 16-18 GAUGE 1/4-20 THREA,0,0,"0.31902","0","1000","SQM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0400A-ND,SQM0400A,Essentra Components,1IN 12-14 GAUGE 1/4-20 THREADED:,0,0,"0.34775","0","1000","SQM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0450A-ND,SQM0450A,Essentra Components,1IN 12-14 GAUGE 5/16-18 THREADED,0,0,"0.36237","0","1000","SQM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SC1.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1166571.jpg,SC1-M6-ND,SC1-M6,Essentra Components,SOCKET HEAD SCREW CAP M6 BLK,0,0,"0.36539","0","1000","-","Active","-","Black","-"
-,-,11041A-ND,11041A,Essentra Components,THREADED PROTECTION CAP,0,0,"0.36888","0","5000","*","Active","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28757.jpg,STI1220A-ND,STI1220A,Essentra Components,SQUARE THREADED INSERT:NYL NATUR,0,0,"0.37033","0","3000","STI","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28757.jpg,STI1240A-ND,STI1240A,Essentra Components,SQUARE THREADED INSERT:NYL NATUR,0,0,"0.37033","0","2700","STI","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28757.jpg,STI1260A-ND,STI1260A,Essentra Components,SQUARE THREADED INSERT:NYL NATUR,0,0,"0.37033","0","2700","STI","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28757.jpg,STI1260B-ND,STI1260B,Essentra Components,SQUARE THREADED INSERT:NYL BLACK,0,0,"0.39396","0","2700","STI","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0500A-ND,SQM0500A,Essentra Components,1IN 10-11 GAUGE 1/4-20 THREADED:,0,0,"0.41100","0","1000","SQM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0550A-ND,SQM0550A,Essentra Components,1IN 10-11 GAUGE 5/16-18 THREADED,0,0,"0.42846","0","1000","SQM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0500A-ND,RDM0500A,Essentra Components,1IN 10-11 GAUGE 1/4-20 THREADED:,0,0,"0.44040","0","750","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0600A-ND,SQM0600A,Essentra Components,1.25IN 16-18 GAUGE 5/16-18 THREA,0,0,"0.45002","0","500","SQM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0700A-ND,SQM0700A,Essentra Components,1.25IN 12-14 GAUGE 5/16-18 THREA,0,0,"0.45002","0","500","SQM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0600A-ND,RDM0600A,Essentra Components,1.125IN 16-18 GAUGE 5/16-18 THRE,0,0,"0.46926","0","500","RDM","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28757.jpg,STI1200B-ND,STI1200B,Essentra Components,SQUARE THREADED INSERT:NYL BLACK,0,0,"0.47473","0","5000","STI","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0650A-ND,SQM0650A,Essentra Components,1.25IN 16-18 GAUGE 3/8-16 THREAD,0,0,"0.49238","0","500","SQM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0750A-ND,SQM0750A,Essentra Components,1.25IN 12-14 GAUGE 3/8-16 THREAD,0,0,"0.49238","0","500","SQM","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28757.jpg,STI1270A-ND,STI1270A,Essentra Components,SQUARE THREADED INSERT:NYL NATUR,0,0,"0.51234","0","1800","STI","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0700A-ND,RDM0700A,Essentra Components,1.25IN 16-18 GAUGE 5/16-18 THREA,0,0,"0.54392","0","500","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0150A-ND,RDM0150A,Essentra Components,0.875IN 16-18 GAUGE 1/4-20 THREA,0,0,"0.55242","0","1000","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0550A-ND,RDM0550A,Essentra Components,1IN 10-11 GAUGE 5/16-18 THREADED,0,0,"0.55409","0","750","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0650A-ND,RDM0650A,Essentra Components,1.125IN 16-18 GAUGE 3/8-16 THREA,0,0,"0.55410","0","500","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM1000A-ND,SQM1000A,Essentra Components,1.50IN 16-18 GAUGE 3/8-16 THREAD,0,0,"0.56254","0","500","SQM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0100A-ND,RDM0100A,Essentra Components,0.750IN 16-18 GAUGE 1/4-20 THREA,0,0,"0.58842","0","1000","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0750A-ND,RDM0750A,Essentra Components,1.25IN 16-18 GAUGE 3/8-16 THREAD,0,0,"0.60002","0","500","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0800A-ND,SQM0800A,Essentra Components,1.25IN 10-11 GAUGE 5/16-18 THREA,0,0,"0.60440","0","500","SQM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0900A-ND,SQM0900A,Essentra Components,1.375IN 16-18 GAUGE 3/8-16 THREA,0,0,"0.61116","0","500","SQM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0200A-ND,RDM0200A,Essentra Components,0.875IN 12-14 GAUGE 1/4-20 THREA,0,0,"0.61369","0","1000","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0250A-ND,RDM0250A,Essentra Components,0.875IN 10-11 GAUGE 1/4-20 THREA,0,0,"0.61607","0","1000","RDM","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28757.jpg,STI1215A-ND,STI1215A,Essentra Components,SQUARE THREADED INSERT:NYL NATUR,0,0,"0.62035","0","1900","STI","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0800A-ND,RDM0800A,Essentra Components,1.25IN 12-14 GAUGE 5/16-18 THREA,0,0,"0.62764","0","500","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/SQM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_19694.jpg,SQM0850A-ND,SQM0850A,Essentra Components,1.25IN 10-11 GAUGE 3/8-16 THREAD,0,0,"0.65986","0","500","SQM","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28757.jpg,STI1215B-ND,STI1215B,Essentra Components,SQUARE THREADED INSERT:NYL BLACK,0,0,"0.68928","0","1900","STI","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0300A-ND,RDM0300A,Essentra Components,1IN 16-18 GAUGE 1/4-20 THREADED:,0,0,"0.69278","0","1000","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0350A-ND,RDM0350A,Essentra Components,1IN 16-18 GAUGE 5/16-18 THREADED,0,0,"0.71273","0","1000","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM1050A-ND,RDM1050A,Essentra Components,1.50IN 16-18 GAUGE 5/16-18 THREA,0,0,"0.71284","0","500","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM1100A-ND,RDM1100A,Essentra Components,1.50IN 16-18 GAUGE 3/8-16 THREAD,0,0,"0.71284","0","500","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM1150A-ND,RDM1150A,Essentra Components,1.50IN 12-14 GAUGE 5/16-18 THREA,0,0,"0.71284","0","500","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM1200A-ND,RDM1200A,Essentra Components,1.50IN 12-14 GAUGE 3/8-16 THREAD,0,0,"0.71284","0","500","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0400A-ND,RDM0400A,Essentra Components,1IN 12-14 GAUGE 1/4-20 THREADED:,0,0,"0.71624","0","750","RDM","Active","Tube Insert","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2702607.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702429.jpg,2702607-ND,2702607,Phoenix Contact,DIN RAIL,0,0,"0.74800","0","100","-","Active","Carrier","-","Din Rail Track"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0450A-ND,RDM0450A,Essentra Components,1IN 12-14 GAUGE 5/16-18 THREADED,0,0,"0.75120","0","750","RDM","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM0950A-ND,RDM0950A,Essentra Components,1.375IN 16-18 GAUGE 3/8-16 THREA,0,0,"0.79840","0","500","RDM","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_CS-113-4.jpg,CS-113-4-ND,CS-113-4,Essentra Components,BASE/CATCH NATURAL .551"" HOLE,0,0,"0.79886","0","500","CS","Active","Striker Catch","Natural","-"
-,-,P2380X-ND,P2380X,Switchcraft Inc.,CLAMP STEEL ""U"" .335"",0,0,"0.84000","0","1","-","Active","U-Clamp","Steel, 0.335"" (8.5mm) W x 0.188"" (4.8mm) H","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=3-1773458-6_SOLARLOK_FOR_PV_INSTALLERS&DocType=CS&DocLang=English,-,CR0787-000-ND,CR0787-000,TE Connectivity Raychem Cable Protection,LABEL,0,0,"0.89022","0","500","CR","Active","Cover","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2702429.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702429.jpg,2702429-ND,2702429,Phoenix Contact,DIN RAIL,0,0,"0.89100","0","100","-","Active","Carrier","-","Din Rail Track"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM2000A-ND,RDM2000A,Essentra Components,2.0IN 14-16 GAUGE 5/16-18 THREAD,0,0,"1.00526","0","500","RDM","Active","Tube Insert","-","-"
-,-,0353500000-ND,0353500000,Weidmüller,JUMPER M6X12 HEX FTST/TSTW ST,0,100,"1.01140","0","50","SAK","Active","Screw","M6 Thread","Din Rail Track"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28667.jpg,TAR010A-ND,TAR010A,Essentra Components,FITS 5/8IN ROUND 16-18 GA TUBE:Z,0,0,"1.02398","0","1000","TAR","Active","Tube Insert","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RDM.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28664.jpg,RDM2050A-ND,RDM2050A,Essentra Components,2.0IN 14-16 GAUGE 3/8-16 THREADE,0,0,"1.06956","0","500","RDM","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28667.jpg,TAR020A-ND,TAR020A,Essentra Components,FITS 3/4IN ROUND 16-18 GA TUBE:Z,0,0,"1.07130","0","1000","TAR","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28667.jpg,TAR030A-ND,TAR030A,Essentra Components,FITS 7/8IN ROUND 16-18 GA TUBE:Z,0,0,"1.11784","0","1000","TAR","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28667.jpg,TAR230A-ND,TAR230A,Essentra Components,FITS 7/8IN ROUND 16-18 GA TUBE:Z,0,0,"1.16416","0","1000","TAR","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28667.jpg,TAR040A-ND,TAR040A,Essentra Components,FITS 1IN ROUND 16-18 GA TUBE:ZIN,0,0,"1.19548","0","1000","TAR","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28667.jpg,TAR240A-ND,TAR240A,Essentra Components,FITS 1IN ROUND 16-18 GA TUBE:ZIN,0,0,"1.24192","0","1000","TAR","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28762.jpg,TAS240A-ND,TAS240A,Essentra Components,FITS 1IN SQUARE 16-18 GA TUBE:ZI,0,0,"1.28826","0","1000","TAS","Active","Tube Insert","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2702720.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702429.jpg,2702720-ND,2702720,Phoenix Contact,DIN RAIL,0,0,"1.43000","0","1","-","Active","Carrier","-","Din Rail Track"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2702733.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702429.jpg,2702733-ND,2702733,Phoenix Contact,DIN RAIL,0,0,"1.48500","0","50","-","Active","Carrier","-","Din Rail Track"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28667.jpg,TAR260A-ND,TAR260A,Essentra Components,FITS 1-1/4IN ROUND 16-18 GA TUBE,0,0,"1.57022","0","500","TAR","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28762.jpg,TAS260A-ND,TAS260A,Essentra Components,FITS 1-1/4IN SQUARE 16-18 GA TUB,0,0,"1.62234","0","500","TAS","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28667.jpg,TAR460A-ND,TAR460A,Essentra Components,FITS 1-1/4IN ROUND 16-18 GA TUBE,0,0,"1.67676","0","500","TAR","Active","Tube Insert","-","-"
-,-,PBB0109BLK-ND,PBB0109BLK,Panduit Corp,MASTER LINK 2 FOR PLASTIC CHAI,0,0,"1.68000","0","1","-","Active","Master Link","Black","Chain"
-,-,PBB0109RED-ND,PBB0109RED,Panduit Corp,MASTER LINK 2 FOR PLASTIC CHAI,0,0,"1.68000","0","1","-","Active","Master Link","Red","Chain"
-,-,PBB0109WHT-ND,PBB0109WHT,Panduit Corp,MASTER LINK 2 FOR PLASTIC CHAI,0,0,"1.68000","0","1","-","Active","Master Link","White","Chain"
-,-,PBB0109YEL-ND,PBB0109YEL,Panduit Corp,MASTER LINK 2 FOR PLASTIC CHAI,0,0,"1.68000","0","1","-","Active","Master Link","Yellow","Chain"
-,-,PBB0138BLK-ND,PBB0138BLK,Panduit Corp,S-HOOK FOR PLASTIC CHAIN BLA,0,0,"1.68000","0","1","-","Active","S-Hook","Black","Plastic Chain"
-,-,PBB0138RED-ND,PBB0138RED,Panduit Corp,S-HOOK FOR PLASTIC CHAIN RED,0,0,"1.68000","0","1","-","Active","S-Hook","Red","Plastic Chain"
-,-,PBB0138WHT-ND,PBB0138WHT,Panduit Corp,S-HOOK FOR PLASTIC CHAIN WHI,0,0,"1.68000","0","1","-","Active","S-Hook","White","Plastic Chain"
-,-,PBB0138YEL-ND,PBB0138YEL,Panduit Corp,S-HOOK FOR PLASTIC CHAIN YEL,0,0,"1.68000","0","1","-","Active","S-Hook","Yellow","Plastic Chain"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28762.jpg,TAS460A-ND,TAS460A,Essentra Components,FITS 1-1/4IN SQUARE 16-18 GA TUB,0,0,"1.74106","0","500","TAS","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28667.jpg,TAR270A-ND,TAR270A,Essentra Components,FITS 1-1/2IN ROUND 16-18 GA TUBE,0,0,"1.75888","0","500","TAR","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28762.jpg,TAS270A-ND,TAS270A,Essentra Components,FITS 1-1/2IN SQUARE 16-18 GA TUB,0,0,"1.82652","0","500","TAS","Active","Tube Insert","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2702775.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702429.jpg,2702775-ND,2702775,Phoenix Contact,DIN RAIL,0,0,"1.84800","0","50","-","Active","Carrier","-","Din Rail Track"
