Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Hardware Type","Specifications","For Use With/Related Products"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28667.jpg,TAR470A-ND,TAR470A,Essentra Components,FITS 1-1/2IN ROUND 16-18 GA TUBE,0,0,"1.87752","0","500","TAR","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_28762.jpg,TAS470A-ND,TAS470A,Essentra Components,FITS 1-1/2IN SQUARE 16-18 GA TUB,0,0,"1.94638","0","500","TAS","Active","Tube Insert","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2702762.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702762.jpg,2702762-ND,2702762,Phoenix Contact,DIN RAIL,0,0,"1.94700","0","50","-","Active","Carrier","-","Din Rail Track"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1586028.pdf,-,1586028-ND,1586028,Phoenix Contact,HEAVYCON HOUSING/ACCESSORY,0,0,"2.30800","0","10","-","Active","-","-","-"
http://www.panduit.com/heiler/PartDrawings/GB0300BA_HBUA_03.pdf,-,HBUA-X-ND,HBUA-X,Panduit Corp,HARNESS BOARD UNIVERSAL ADAPTER,0,0,"2.50200","0","10","-","Active","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=1596,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1464.jpg,36-1464-ND,1464,Keystone Electronics,EXTENDER VOLUME CONTROL .625"",0,737,"2.59000","0","100","-","Active","Volume Control Extender","0.625"" Exposed Height","For 0.250"" volume control shafts, 0.375-32 thread bushings"
http://www.keyelco.com/product-pdf.cfm?p=1598,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1466.jpg,36-1466-ND,1466,Keystone Electronics,EXTENDER VOLUME CONTROL .687"",0,1965,"2.59000","0","100","-","Active","Volume Control Extender","0.687"" Exposed Height","For 0.250"" volume control shafts, 0.375-32 thread bushings"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,-,RF4730-ND,RF4730,3M,SCOTCH INDOOR FASTENERS RF4730 3,0,0,"2.90000","0","6","Scotch™","Active","-","-","-"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,-,RF4731-ND,RF4731,3M,SCOTCH INDOOR FASTENERS RF4731 3,0,0,"2.90000","0","6","Scotch™","Active","-","-","-"
-,-,3MR100-ND,R100,3M,SCOTCH RESTICKABLE TABS R100 1 I,0,0,"2.90583","0","24","-","Active","-","-","-"
-,-,R101-ND,R101,3M,SCOTCH RESTICKABLE STRIPS R101 1,0,0,"2.90833","0","24","-","Active","-","-","-"
-,-,R103-ND,R103,3M,SCOTCH RESTICKABLE MINI TABS R10,0,0,"2.90833","0","24","-","Active","-","-","-"
-,-,R105-ND,R105,3M,SCOTCH RESTICKABLE DOTS R105 7/8,0,0,"2.90833","0","24","-","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2702982.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702429.jpg,2702982-ND,2702982,Phoenix Contact,DIN RAIL,0,0,"2.95000","0","1","-","Active","Carrier","-","Din Rail Track"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,-,RF7060-ND,RF7060,3M,SCOTCH MULTI-PURPOSE FASTENERS R,0,0,"3.24000","0","24","Scotch™","Active","-","-","-"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,-,RF7061-ND,RF7061,3M,SCOTCH MULTI-PURPOSE FASTENERS R,0,0,"3.24000","0","24","Scotch®","Active","-","-","-"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,-,RF7020-ND,RF7020,3M,SCOTCH MULTI-PURPOSE FASTENERS R,0,0,"3.28333","0","24","Scotch®","Active","-","-","-"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,-,RF7021-ND,RF7021,3M,SCOTCH MULTI-PURPOSE FASTENERS R,0,0,"3.28333","0","24","Scotch®","Active","-","-","-"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,-,RF7031-ND,RF7031,3M,SCOTCH MULTI-PURPOSE FASTENERS R,0,0,"3.45583","0","24","Scotch™","Active","-","-","-"
-,-,RF5730-ND,RF5730,3M,SCOTCH OUTDOOR FASTENERS RF5730,0,0,"3.55000","0","6","Scotch®","Active","-","-","-"
-,-,RF5731-ND,RF5731,3M,SCOTCH OUTDOOR FASTENERS RF5731,0,0,"3.55000","0","6","Scotch®","Active","-","-","-"
-,-,RF6730-ND,RF6730,3M,SCOTCH EXTREME FASTENERS RF6730,0,0,"3.75000","0","6","Scotch®","Active","-","-","-"
-,-,RF6731-ND,RF6731,3M,SCOTCH EXTREME FASTENERS RF6731,0,0,"3.75000","0","6","Scotch®","Active","-","-","-"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,-,RFD7091-ND,RFD7091,3M,SCOTCH DUAL LOCK FASTENERS RFD70,0,0,"3.77292","0","24","Dual Lock™","Active","-","-","-"
-,-,91.945-ND,91.945,Altech Corporation,SAFETY CAP RIGHT FOR DIN ENCLOSU,0,8,"3.94000","0","1","-","Active","-","-","-"
-,-,91.946-ND,91.946,Altech Corporation,SAFETY CAP LEFT FOR DIN ENCLOSUR,0,8,"3.94000","0","1","-","Active","-","-","-"
http://www.essentracomponents.com.sg/images-line/pdfs/RAD-20.pdf,-,RAD-20-ND,RAD-20,Essentra Components,AXIS DAMPER,0,0,"3.99511","0","1000","-","Active","-","-","-"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,-,RF7050-ND,RF7050,3M,SCOTCH MULTI-PURPOSE FASTENERS R,0,0,"4.10417","0","24","Scotch™","Active","-","-","-"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,-,RF7051-ND,RF7051,3M,SCOTCH MULTI-PURPOSE FASTENERS R,0,0,"4.10417","0","24","Scotch™","Active","-","-","-"
-,-,RF7130X-ND,RF7130X,3M,SCOTCH MULTI-PURPOSE FASTENERS R,0,0,"4.68000","0","12","-","Active","-","-","-"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,-,RF7061X-ND,RF7061X,3M,SCOTCH MULTI-PURPOSE FASTENERS R,0,0,"5.11208","0","24","Scotch™","Active","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0830958,-,0830958-ND,0830958,Phoenix Contact,MARKER CARRIERS BLACK UNLABELED,0,0,"5.25000","0","10","-","Active","Marker Carrier","-","-"
-,-,RF7170X-ND,RF7170X,3M,SCOTCH MULTI-PURPOSE FASTENERS R,0,0,"5.42917","0","12","-","Active","-","-","-"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,-,RF7121X-ND,RF7121X,3M,SCOTCH MULTI-PURPOSE FASTENERS R,0,0,"5.61583","0","12","Scotch™","Active","-","-","-"
-,-,RF4740-ND,RF4740,3M,SCOTCH INDOOR FASTENERS RF4740 3,0,0,"6.93500","0","4","-","Active","-","-","-"
-,-,RF4741-ND,RF4741,3M,SCOTCH INDOOR FASTENERS RF4741 3,0,0,"6.93500","0","4","-","Active","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0831056,-,0831056-ND,0831056,Phoenix Contact,MARKER CARRIERS BLACK UNLABELED,0,0,"6.99300","0","10","-","Active","Marker Carrier","-","-"
-,-,7924273549-ND,7924273549,Weidmüller,TERMINAL TST M6 ANGLED 49MM HIGH,0,30,"8.11400","0","10","-","Active","-","-","-"
-,-,7924273558-ND,7924273558,Weidmüller,TERMINAL TST M6 ANGLED 58MM HIGH,0,57,"8.40000","0","1","-","Active","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0100A-ND,SQH0100A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"9.04938","0","48","SQH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0300A-ND,SQH0300A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"9.04938","0","48","SQH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0150A-ND,SQH0150A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"9.21833","0","48","SQH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0350A-ND,SQH0350A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"9.21833","0","48","SQH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0200A-ND,SQH0200A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"9.30292","0","48","SQH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0400A-ND,SQH0400A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"9.30292","0","48","SQH","Active","Tube Insert","-","-"
http://www.panduit.com/heiler/PartDrawings/TR1.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_TR1-12-X.jpg,TR1-12-X-ND,TR1-12-X,Panduit Corp,ACC 1/2 THREADED ROD 1' 25.4MM,0,0,"9.41400","0","10","-","Active","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0831062,-,0831062-ND,0831062,Phoenix Contact,MARKER CARRIERS BLACK UNLABELED,0,0,"9.53400","0","10","-","Active","Marker Carrier","-","-"
-,-,PBB0057-ND,PBB0057,Panduit Corp,"BOLT SNAP, 4""",0,0,"9.71000","0","1","-","Active","Bolt Snap","Zinc, 4.0"" Length","Steel Safety Post and Chains"
-,-,7924273598-ND,7924273598,Weidmüller,TERMINAL TSTW-M6 ANGLED 98MM HIG,0,0,"9.90000","0","1","-","Active","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0250A-ND,SQH0250A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"10.06417","0","48","SQH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0450A-ND,SQH0450A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"10.06417","0","48","SQH","Active","Tube Insert","-","-"
-,-,RF7040-ND,RF7040,3M,SCOTCH MULTI-PURPOSE FASTENERS R,0,0,"10.53375","0","24","-","Active","-","-","-"
https://www.littelfuse.com/~/media/protection-relays/datasheets/accessories/littelfuse_protectionrelays_accessories_coversandmountingadapters.pdf,-,P1023-20-ND,P1023-20,Littelfuse Inc.,TRACK FOR DIN RAIL,0,0,"11.02000","0","1","-","Active","Adapter","50.8mm x 76.2mm, 50.8mm x 50.8mm","Din Rail Track"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0500A-ND,SQH0500A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"11.12292","0","24","SQH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0700A-ND,SQH0700A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"11.12292","0","24","SQH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0550A-ND,SQH0550A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"11.30208","0","24","SQH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0750A-ND,SQH0750A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"11.30208","0","24","SQH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0600A-ND,SQH0600A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"11.48167","0","24","SQH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0800A-ND,SQH0800A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"11.48167","0","24","SQH","Active","Tube Insert","-","-"
http://www.panduit.com/heiler/PartDrawings/TR1.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_TR1-58-X.jpg,TR1-58-X-ND,TR1-58-X,Panduit Corp,ACC 5/8 THREADED ROD 1' 25.4MM,0,0,"11.68200","0","10","-","Active","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/5022818.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_5022818.jpg,277-5616-ND,5022818,Phoenix Contact,HINGED COVER 2000MM LONG GRAY,0,0,"11.90500","0","2","-","Active","Adapter","2m Length","Din Rail Track"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=0831068,-,0831068-ND,0831068,Phoenix Contact,MARKER CARRIERS BLACK UNLABELED,0,0,"12.07500","0","10","-","Active","Marker Carrier","-","-"
-,-,PTS183-ND,PTS183,Panduit Corp,FENCE MOUNT BRACKET FOR 12""H,0,0,"12.15000","0","1","-","Active","Bracket, Fence Mount","Gray","Fits Sign 12""H"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0650A-ND,SQH0650A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"12.28875","0","24","SQH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12303.jpg,SQH0850A-ND,SQH0850A,Essentra Components,SQUARE HEAVY DUTY THREADED INSER,0,0,"12.28875","0","24","SQH","Active","Tube Insert","-","-"
-,-,RF4761-ND,RF4761,3M,SCOTCH INDOOR FASTENERS RF4761 3,0,0,"14.48000","0","1","-","Active","-","-","-"
-,-,RF4760-ND,RF4760,3M,SCOTCH INDOOR FASTENERS RF4760 3,0,0,"14.74000","0","1","-","Active","-","-","-"
-,-,PTS184-ND,PTS184,Panduit Corp,FENCE MOUNT BRACKET FOR 18""H,0,0,"15.73000","0","1","-","Active","Bracket, Fence Mount","Gray","Fits Sign 18""H"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12302.jpg,RDH0100A-ND,RDH0100A,Essentra Components,ROUND HEAVY DUTY THREADED INSERT,0,0,"17.06854","0","48","RDH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12302.jpg,RDH0150A-ND,RDH0150A,Essentra Components,ROUND HEAVY DUTY THREADED INSERT,0,0,"17.37625","0","48","RDH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12302.jpg,RDH0200A-ND,RDH0200A,Essentra Components,ROUND HEAVY DUTY THREADED INSERT,0,0,"17.68354","0","48","RDH","Active","Tube Insert","-","-"
-,-,PTS185-ND,PTS185,Panduit Corp,FENCE MOUNT BRACKET FOR 24""H,0,0,"18.07000","0","1","-","Active","Bracket, Fence Mount","Gray","Fits Sign 24""H"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12302.jpg,RDH0250A-ND,RDH0250A,Essentra Components,ROUND HEAVY DUTY THREADED INSERT,0,0,"19.06771","0","48","RDH","Active","Tube Insert","-","-"
-,-,RF7070-ND,RF7070,3M,SCOTCH MULTI-PURPOSE FASTENERS R,0,0,"19.21125","0","24","-","Active","-","-","-"
-,-,RF5760-ND,RF5760,3M,SCOTCH OUTDOOR FASTENERS RF5760,0,0,"19.61000","0","1","-","Active","-","-","-"
-,-,91.935/250MM-ND,91.935/250MM,Altech Corporation,BUS CARRIER RAIL COVER FOR DIN E,0,5,"21.44000","0","1","-","Active","Carrier","-","-"
-,-,DIN-CLIP-1-ND,DIN-CLIP-1,Red Lion Controls,1"" DIN CLIP FOR SLX+OTHER,2,0,"22.93000","0","1","*","Active","-","-","-"
-,-,91.905/250MM-ND,91.905/250MM,Altech Corporation,BUS CARRIER FOR 7.5MM DEEP RAIL,0,4,"23.08000","0","1","-","Active","Carrier","-","-"
-,-,RF6760-ND,RF6760,3M,SCOTCH EXTREME FASTENERS RF6760,0,0,"23.12000","0","1","-","Active","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12302.jpg,RDH0300A-ND,RDH0300A,Essentra Components,ROUND HEAVY DUTY THREADED INSERT,0,0,"23.14250","0","24","RDH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12302.jpg,RDH0500A-ND,RDH0500A,Essentra Components,ROUND HEAVY DUTY THREADED INSERT,0,0,"23.14250","0","24","RDH","Active","Tube Insert","-","-"
-,-,RF6761-ND,RF6761,3M,SCOTCH EXTREME FASTENERS RF6761,0,0,"23.17000","0","1","-","Active","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12302.jpg,RDH0350A-ND,RDH0350A,Essentra Components,ROUND HEAVY DUTY THREADED INSERT,0,0,"23.50125","0","24","RDH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12302.jpg,RDH0550A-ND,RDH0550A,Essentra Components,ROUND HEAVY DUTY THREADED INSERT,0,0,"23.50125","0","24","RDH","Active","Tube Insert","-","-"
-,-,SJ30H5/8""X25YD-ND,SJ30H 5/8""X25YD,3M,HIGH TACK HOOK FASTENER TAPE SJ3,0,0,"23.64500","0","4","-","Active","-","-","-"
-,-,SJ30HBLK5/8""X25YD-ND,SJ30H BLK 5/8""X25YD,3M,HIGH TACK HOOK FASTENER TAPE SJ3,0,0,"23.64500","0","4","-","Active","-","-","-"
-,-,SJ30LBLK5/8""X25YD-ND,SJ30L BLK 5/8""X25YD,3M,HIGH TACK LOOP FASTENER TAPE SJ3,0,0,"23.64500","0","4","-","Active","-","-","-"
-,-,SJ30LWHT5/8""X25YD-ND,SJ30L WHT 5/8""X25YD,3M,HIGH TACK LOOP FASTENER TAPE SJ3,0,0,"23.64500","0","4","-","Active","-","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12302.jpg,RDH0400A-ND,RDH0400A,Essentra Components,ROUND HEAVY DUTY THREADED INSERT,0,0,"23.85958","0","24","RDH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12302.jpg,RDH0600A-ND,RDH0600A,Essentra Components,ROUND HEAVY DUTY THREADED INSERT,0,0,"23.85958","0","24","RDH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12302.jpg,RDH0450A-ND,RDH0450A,Essentra Components,ROUND HEAVY DUTY THREADED INSERT,0,0,"25.47458","0","24","RDH","Active","Tube Insert","-","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_12302.jpg,RDH0650A-ND,RDH0650A,Essentra Components,ROUND HEAVY DUTY THREADED INSERT,0,0,"25.47458","0","24","RDH","Active","Tube Insert","-","-"
-,-,91.915/250MM-ND,91.915/250MM,Altech Corporation,BUS CARRIER FOR 15MM DEEP RAIL 2,0,4,"26.38000","0","1","-","Active","Carrier","-","-"
-,-,91.935/500MM-ND,91.935/500MM,Altech Corporation,BUS CARRIER RAIL COVER FOR DIN E,0,0,"26.38000","0","1","-","Active","Carrier","-","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2864671.jpg,2864671-ND,2864671,Phoenix Contact,MCR-DIN-RAIL-ADAPTERHT,0,0,"26.50000","0","1","-","Active","Adapter","-","Din Rail Track"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/0614195.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_0614195.jpg,0614195-ND,0614195,Phoenix Contact,DIN RAIL HOLDER,0,0,"26.52500","0","2","-","Active","DIN Rail Holder","-","Din Rail Track"
-,-,500-UTA89BB-ND,500-UTA89,"B&B SmartWorx, Inc.",OPTIONAL METAL DIN RAIL CLIP FOR,0,0,"27.00000","0","1","-","Active","DIN Rail Clip","-","N-Tron Mounting Kit"
-,-,SJ30HBLK3/4""X25YD-ND,SJ30H BLK 3/4""X25YD,3M,HIGH TACK HOOK FASTENER TAPE SJ3,0,0,"27.17750","0","4","-","Active","-","-","-"
-,-,SJ30HWHT3/4""X25YD-ND,SJ30H WHT 3/4""X25YD,3M,HIGH TACK HOOK FASTENER TAPE SJ3,0,0,"27.17750","0","4","-","Active","-","-","-"
-,-,SJ30LBLK3/4""X25YD-ND,SJ30L BLK 3/4""X25YD,3M,HIGH TACK LOOP FASTENER TAPE SJ3,0,0,"27.17750","0","4","-","Active","-","-","-"
-,-,SJ30LWHT3/4""X25YD-ND,SJ30L WHT 3/4""X25YD,3M,HIGH TACK LOOP FASTENER TAPE SJ3,0,0,"27.17750","0","4","-","Active","-","-","-"
-,-,91.905/500MM-ND,91.905/500MM,Altech Corporation,BUS CARRIER FOR 7.5MM DEEP RAIL,0,0,"28.00000","0","1","-","Active","Carrier","-","-"
-,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702429.jpg,2703680-ND,2703680,Phoenix Contact,DIN RAIL FOR LARGER DISTANCE 1M,0,107,"29.14000","0","1","-","Active","-","1m Length","Din Rail Track"
-,-,PT4SMB-ND,PT4SMB,3M,MNTG BRACKETS 4"" SQ SNGL MNT,0,0,"29.83583","0","24","-","Active","-","-","-"
-,-,SJ30HWHT1""X25YD-ND,SJ30H WHT 1""X25YD,3M,HIGH TACK HOOK FASTENER TAPE SJ3,0,0,"31.51000","0","3","-","Active","-","-","-"
-,-,SJ30LWHT1""X25YD-ND,SJ30L WHT 1""X25YD,3M,HIGH TACK LOOP FASTENER TAPE SJ3,0,0,"31.51000","0","3","-","Active","-","-","-"
-,-,91.915/500MM-ND,91.915/500MM,Altech Corporation,BUS CARRIER FOR 15MM DEEP RAIL 5,0,0,"32.96000","0","1","-","Active","Carrier","-","-"
-,-,91.925/250MM-ND,91.925/250MM,Altech Corporation,BUSPCB FOR DIN ENCLOSURES 250MM,0,0,"36.24000","0","1","-","Active","-","-","-"
-,-,91.935/750MM-ND,91.935/750MM,Altech Corporation,BUS CARRIER RAIL COVER FOR DIN E,0,0,"36.24000","0","1","-","Active","Carrier","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1201565.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1201565.jpg,1201565-ND,1201565,Phoenix Contact,DOUBLE HINGED CARRIER,0,0,"36.34000","0","1","-","Active","Double Hinged Carrier","-","Din Rail Track"
-,-,91.905/750MM-ND,91.905/750MM,Altech Corporation,BUS CARRIER FOR 7.5MM DEEP RAIL,0,0,"39.54000","0","1","-","Active","Carrier","-","-"
-,-,PTS174-ND,PTS174,Panduit Corp,"POST,U-CHNNL,STD,6-FT,GREEN",0,0,"39.64000","0","1","-","Active","U-Channel Post","Steel, Green Finish; 72.0"" Length","Signs"
-,-,SEZ-PMC1-ND,SEZ-PMC1,Panduit Corp,ADH ESTER PIPE MARKER CARRIER 12,0,0,"42.16000","0","1","-","Active","Marker Carrier","-","0.75mm ~ 1.25mm Diameter Pipe"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701133.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701133.jpg,2701133-ND,2701133,Phoenix Contact,DIN RAIL MOUNTING,0,0,"45.00000","0","1","-","Active","Adapter","-","Din Rail Track"
-,-,SJ30HWHT2""X25YD-ND,SJ30H WHT 2""X25YD,3M,HIGH TACK HOOK FASTENER TAPE SJ3,0,0,"47.95000","0","2","-","Active","-","-","-"
-,-,91.915/750MM-ND,91.915/750MM,Altech Corporation,BUS CARRIER FOR 15MM DEEP RAIL 7,0,0,"49.42000","0","1","-","Active","Carrier","-","-"
-,-,PTS175-ND,PTS175,Panduit Corp,"POST,U-CHNNL,STD,6-FT,GALV",0,0,"50.06000","0","1","-","Active","U-Channel Post","Steel, Galvanized; 72.0"" Length","Signs"
-,-,SJ30HBLK2""X25YD-ND,SJ30H BLK 2""X25YD,3M,HIGH TACK HOOK FASTENER TAPE SJ3,0,0,"55.01000","0","2","-","Active","-","-","-"
-,-,SJ30LBLK2""X25YD-ND,SJ30L BLK 2""X25YD,3M,HIGH TACK LOOP FASTENER TAPE SJ3,0,0,"55.01000","0","2","-","Active","-","-","-"
-,-,SJ30LWHT2""X25YD-ND,SJ30L WHT 2""X25YD,3M,HIGH TACK LOOP FASTENER TAPE SJ3,0,0,"55.01000","0","2","-","Active","-","-","-"
-,-,FIP-NOZZLE-ND,FIP-NOZZLE,3M,FIRE BARRIER RATED FOAM FIP 1-ST,0,0,"58.63000","0","1","-","Active","Nozzle","-","-"
-,-,PTS173-ND,PTS173,Panduit Corp,"POST,U-CHNNL,HD,6-FT,GREEN",0,0,"59.48000","0","1","-","Active","U-Channel Post","Steel, Green Finish; 72.0"" Length","Signs"
-,-,91.925/500MM-ND,91.925/500MM,Altech Corporation,BUSPCB FOR DIN ENCLOSURES 500MM,0,0,"59.49000","0","1","-","Active","-","-","-"
-,-,PT4TMB-ND,PT4TMB,3M,MNTG BRACKETS 4"" SQ TRIPLE MNT,0,0,"63.43417","0","24","-","Active","-","-","-"
-,//media.digikey.com/Photos/Panduit%20Corp%20Photos/PSL-101x.JPG,PSL-1011-ND,PSL-1011,Panduit Corp,"6-PADLOCK SHADOW BOARD ONLY, 14X",0,0,"72.75000","0","1","-","Active","Shadow Board","14"" x 14""","Lockout Devices"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2701134.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2701134.jpg,2701134-ND,2701134,Phoenix Contact,DIN RAIL MOUNTING,0,0,"75.00000","0","1","-","Active","Adapter","-","Din Rail Track"
-,-,PTS172-ND,PTS172,Panduit Corp,"POST,U-CHNNL,HD,6-FT,GALV",0,0,"78.42000","0","1","-","Active","U-Channel Post","Steel, Galvanized; 72.0"" Length","Signs"
-,-,PTS176-ND,PTS176,Panduit Corp,"POST,U-CHNNL,HD,8-FT,GREEN",0,0,"78.42000","0","1","-","Active","U-Channel Post","Steel, Green Finish; 96.0"" Length","Signs"
-,-,91.925/750MM-ND,91.925/750MM,Altech Corporation,BUSPCB FOR DIN ENCLOSURES 750MM,0,0,"86.09000","0","1","-","Active","-","-","-"
-,-,PT4SSMB-ND,PT4SSMB,3M,MNTG BRACKETS 4"" SQ SIXPLEX PR,0,0,"90.78333","0","6","-","Active","-","-","-"
-,-,PTS177-ND,PTS177,Panduit Corp,"POST,U-CHNNL,HD,8-FT,GALV",0,0,"97.34000","0","1","-","Active","U-Channel Post","Steel, Galvanized; 96.0"" Length","Signs"
