Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Screw Size","Head Diameter","Mounting Hole Diameter","Head Height","Material","Color"
http://multimedia.3m.com/mws/media/1252180O/e-a-r-g-427-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-427-C8002.jpg",EAR1142-ND,G-427-C8002,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLUE,1970,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.441"" (11.20mm)","0.312"" (7.92mm) 5/16""","-","Thermoplastic","Blue"
http://multimedia.3m.com/mws/media/1252511O/e-a-r-g-505-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-505.jpg",EAR1184-ND,G-505-C8012,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1970,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.500"" (12.70mm) 1/2""","0.375"" (9.53mm) 3/8""","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252511O/e-a-r-g-505-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-505.jpg",EAR1183-ND,G-505-C8002,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLUE,1966,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.500"" (12.70mm) 1/2""","0.375"" (9.53mm) 3/8""","-","Thermoplastic","Blue"
http://multimedia.3m.com/mws/media/1252181O/e-a-r-g-414-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-414.jpg",EAR1137-ND,G-414-C8012,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1960,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.563"" (14.30mm)","0.375"" (9.53mm) 3/8""","0.313"" (7.95mm) 5/16""","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252171O/e-a-r-g-404-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-404.jpg",EAR1113-ND,G-404-C8012,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1955,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.625"" (15.88mm) 5/8""","0.380"" (9.65mm)","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252514O/e-a-r-g-513-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-513.jpg",EAR1205-ND,G-513-C8002,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLUE,1940,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.750"" (19.05mm) 3/4""","0.500"" (12.70mm) 1/2""","-","Thermoplastic","Blue"
http://multimedia.3m.com/mws/media/1252516O/e-a-r-g-511-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-511.jpg",EAR1197-ND,G-511-C8012,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1934,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.753"" (19.13mm)","0.562"" (14.27mm)","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252514O/e-a-r-g-513-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-513.jpg",EAR1206-ND,G-513-C8012,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1933,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.750"" (19.05mm) 3/4""","0.500"" (12.70mm) 1/2""","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252174O/e-a-r-g-503-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-503.jpg",EAR1175-ND,G-503-C8002,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLUE,1866,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.385"" (9.78mm)","0.244"" (6.20mm)","-","Thermoplastic","Blue"
http://multimedia.3m.com/mws/media/1252520O/e-a-r-g-601-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-601.jpg",EAR1214-ND,G-601-C8002,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLUE,1862,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.750"" (19.05mm) 3/4""","0.560"" (14.22mm)","0.375"" (9.53mm) 3/8""","Thermoplastic","Blue"
http://multimedia.3m.com/mws/media/1252175O/e-a-r-g-502-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-502.jpg",EAR1170-ND,G-502-C8002,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLUE,1861,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.500"" (12.70mm) 1/2""","0.338"" (8.58mm)","-","Thermoplastic","Blue"
http://multimedia.3m.com/mws/media/1252520O/e-a-r-g-601-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-601-C8012.jpg",EAR1215-ND,G-601-C8012,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1837,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.750"" (19.05mm) 3/4""","0.560"" (14.22mm)","0.375"" (9.53mm) 3/8""","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252180O/e-a-r-g-427-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-427.jpg",EAR1143-ND,G-427-C8012,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1828,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.441"" (11.20mm)","0.312"" (7.92mm) 5/16""","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252513O/e-a-r-g-521-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-521.jpg",EAR1210-ND,G-521-C8012,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1800,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.625"" (15.88mm) 5/8""","0.375"" (9.53mm) 3/8""","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252186O/e-a-r-g-403-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-403-C8002.jpg",EAR1107-ND,G-403-C8002,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLUE,1796,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.625"" (15.88mm) 5/8""","0.375"" (9.53mm) 3/8""","0.313"" (7.95mm) 5/16""","Thermoplastic","Blue"
http://multimedia.3m.com/mws/media/1252187O/e-a-r-g-402-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-402-C8002.jpg",EAR1102-ND,G-402-C8002,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPLSTC,1729,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.563"" (14.30mm)","0.375"" (9.53mm) 3/8""","-","Thermoplastic","-"
http://multimedia.3m.com/mws/media/1252515O/e-a-r-g-512-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-512-C8002.jpg",EAR1201-ND,G-512-C8002,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLUE,1727,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.625"" (15.88mm) 5/8""","0.437"" (11.10mm) 7/16""","-","Thermoplastic","Blue"
http://multimedia.3m.com/mws/media/1252185O/e-a-r-g-412-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-412-C8012.jpg",EAR1131-ND,G-412-C8012,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1721,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.379"" (9.63mm)","0.250"" (6.35mm) 1/4""","0.230"" (5.84mm)","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252177O/e-a-r-g-462-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-462.jpg",EAR1162-ND,G-462-C8002,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLUE,1545,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","-","-","-","Thermoplastic","Blue"
http://multimedia.3m.com/mws/media/1252174O/e-a-r-g-503-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-503.jpg",EAR1176-ND,G-503-C8012,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1286,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","0.385"" (9.78mm)","0.244"" (6.20mm)","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252509O/e-a-r-g-507-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-507.jpg",EAR1193-ND,G-507-C8012,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1105,0,"0.35000","0","1","ISODAMP™ C-8000","Active","-","-","-","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252180O/e-a-r-g-427-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-427.jpg",EAR1141-ND,G-427-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,3197,0,"0.37000","0","1","ISODAMP™ C-6000","Active","-","0.441"" (11.20mm)","0.312"" (7.92mm) 5/16""","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252173O/e-a-r-g-411-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-411-C6050.jpg",EAR1123-ND,G-411-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,2190,0,"0.37000","0","1","ISODAMP™ C-6000","Active","-","0.563"" (14.30mm)","0.375"" (9.53mm) 3/8""","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252516O/e-a-r-g-511-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-511.jpg",EAR1195-ND,G-511-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1991,0,"0.37000","0","1","ISODAMP™ C-6000","Active","-","0.753"" (19.13mm)","0.562"" (14.27mm)","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252518O/e-a-r-p-411-plug-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_P-411-C6050.jpg",EAR1221-ND,P-411-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1990,0,"0.37000","0","1","ISODAMP™ C-6000","Active","-","0.563"" (14.30mm)","0.375"" (9.53mm) 3/8""","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252520O/e-a-r-g-601-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-601-C6050.jpg",EAR1213-ND,G-601-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1987,0,"0.37000","0","1","ISODAMP™ C-6000","Active","-","0.750"" (19.05mm) 3/4""","0.560"" (14.22mm)","0.375"" (9.53mm) 3/8""","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252170O/e-a-r-g-430-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-430.jpg",EAR1145-ND,G-430-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1980,0,"0.37000","0","1","ISODAMP™ C-6000","Active","-","-","-","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252179O/e-a-r-g-401-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-401.JPG",EAR1096-ND,G-401-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPLSTC,1971,0,"0.37000","0","1","ISODAMP™ C-6000","Active","-","0.563"" (14.30mm)","0.375"" (9.53mm) 3/8""","-","Thermoplastic","-"
http://multimedia.3m.com/mws/media/1252185O/e-a-r-g-412-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-412-C6050.jpg",EAR1129-ND,G-412-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1971,0,"0.37000","0","1","ISODAMP™ C-6000","Active","-","0.379"" (9.63mm)","0.250"" (6.35mm) 1/4""","0.230"" (5.84mm)","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252186O/e-a-r-g-403-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-403.jpg",EAR1106-ND,G-403-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1960,0,"0.37000","0","1","ISODAMP™ C-6000","Active","-","0.625"" (15.88mm) 5/8""","0.375"" (9.53mm) 3/8""","0.313"" (7.95mm) 5/16""","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252171O/e-a-r-g-404-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-404.jpg",EAR1111-ND,G-404-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPLSTC,1940,0,"0.37000","0","1","ISODAMP™ C-6000","Active","-","0.625"" (15.88mm) 5/8""","0.380"" (9.65mm)","-","Thermoplastic","-"
http://multimedia.3m.com/mws/media/1252519O/e-a-r-p-410-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_P-410-C6050.jpg",EAR1217-ND,P-410-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1937,0,"0.37000","0","1","ISODAMP™ C-6000","Active","-","0.379"" (9.63mm)","0.250"" (6.35mm) 1/4""","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252514O/e-a-r-g-513-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-513.jpg",EAR1204-ND,G-513-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1931,0,"0.37000","0","1","ISODAMP™ C-6000","Active","-","0.750"" (19.05mm) 3/4""","0.500"" (12.70mm) 1/2""","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252521O/e-a-r-si-410-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_SI-410.jpg",EAR1231-ND,SI-410-C8012,"3M - Aearo Technologies, LLC",SCREW GROMMET M3 THRMPL,1822,0,"0.37000","0","1","ISODAMP™ C-8000","Active","M3","-","0.307"" (7.80mm)","-","Thermoplastic","-"
http://multimedia.3m.com/mws/media/1252521O/e-a-r-si-410-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_SI-410-C8002.jpg",EAR1230-ND,SI-410-C8002,"3M - Aearo Technologies, LLC",SCREW GROMMET M3 THRMPL BLU,1780,0,"0.37000","0","1","ISODAMP™ C-8000","Active","M3","-","0.307"" (7.80mm)","-","Thermoplastic","Blue"
http://multimedia.3m.com/mws/media/1252184O/e-a-r-g-410-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_G-410-C6050.jpg",EAR1117-ND,G-410-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1178,0,"0.37000","0","1","ISODAMP™ C-6000","Active","-","0.377"" (9.58mm)","0.250"" (6.35mm) 1/4""","0.230"" (5.84mm)","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252503O/e-a-r-si-430-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_SI-430-C8002.jpg",EAR1234-ND,SI-430-C8002,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLUE,1486,0,"0.37000","0","1","ISODAMP™ C-8000","Active","-","-","-","-","Thermoplastic","Blue"
http://multimedia.3m.com/mws/media/1252503O/e-a-r-si-430-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_SI-430.jpg",EAR1233-ND,SI-430-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET THRMPL BLK,1980,0,"0.39000","0","1","ISODAMP™ C-6000","Active","-","-","-","-","Thermoplastic","Black"
http://multimedia.3m.com/mws/media/1252521O/e-a-r-si-410-grommet-print.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_SI-410.jpg",EAR1229-ND,SI-410-C6050,"3M - Aearo Technologies, LLC",SCREW GROMMET M3 THRMPL BLK,1928,0,"0.39000","0","1","ISODAMP™ C-6000","Active","M3","-","0.307"" (7.80mm)","-","Thermoplastic","Black"
http://www.keyelco.com/product-pdf.cfm?p=1951,//media.digikey.com/Photos/Keystone%20Elect%20Photos/774.jpg,36-774-ND,774,Keystone Electronics,ANTI-VIBRATE GROMMET,2021,1900,"0.90000","0","1","-","Active","M3","0.551"" (14.00mm)","0.375"" (9.53mm) 3/8""","-","Rubber","Blue"
http://www.keyelco.com/product-pdf.cfm?p=1946,//media.digikey.com/Photos/Keystone%20Elect%20Photos/769.jpg,36-769-ND,769,Keystone Electronics,ANTI-VIBRATE GROMMET,4007,600,"1.01000","0","1","-","Active","#6-32","0.378"" (9.60mm)","0.250"" (6.35mm) 1/4""","-","Rubber","Black"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/60SGN01025.jpg,RPC7198-ND,60SGN01175,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",5000,0,"0.18000","0","1","MicroPlastics","Active","-","0.390"" (9.91mm)","-","-","Nylon","Natural"
http://www.essentracomponents.com.sg/images-line/pdfs/EG-X.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1153434.jpg,RPC3068-ND,EG-1-01,Essentra Components,EXPANSION GROMMET NATURAL 1/16"",8960,0,"0.23000","0","1","EG-x","Active","#8 or #10 Self Tapping Screw","0.380"" (9.65mm) Square","0.260"" L x 0.305"" W (6.60mm x 7.75mm) Rectangular","0.063"" (1.60mm) 1/16""","Nylon","Natural"
http://www.essentracomponents.com.sg/images-line/pdfs/EG-X.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1153434.jpg,RPC3929-ND,EG-2-01,Essentra Components,EXPANSION GROMMET NATURAL 1/8"",5000,0,"0.24000","0","1","EG-x","Active","#8 or #10 Self Tapping Screw","0.380"" (9.65mm) Square","0.260"" L x 0.305"" W (6.60mm x 7.75mm) Rectangular","0.125"" (3.18mm) 1/8""","Nylon","Natural"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/60SGN01025.jpg,RPC7189-ND,60SGN01180,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",35000,0,"0.25000","0","1","MicroPlastics","Active","-","0.625"" (15.88mm)","-","-","Nylon","Natural"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/60SGN00915.JPG,RPC7208-ND,60SGN00915,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",10000,0,"0.26000","0","1","MicroPlastics","Active","-","0.375"" (9.53mm)","-","-","Nylon","Natural"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/SRSG6-04-01.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23482.jpg,RPC3243-ND,SRSG6-04-01,Essentra Components,GROMMET SELF-RETAIN SCREW #6,6971,0,"0.26000","0","1","SRSG","Active","#6 Self Tapping Screw","0.380"" (9.65mm) Square","0.250"" (6.35mm) Square","0.040"" (1.02mm)","Nylon","Natural"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/60SGN01020.JPG,RPC7203-ND,60SGN01176,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",6000,0,"0.26000","0","1","MicroPlastics","Active","-","0.410"" (10.41mm)","-","-","Nylon","Natural"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/60SGN01020.JPG,RPC7204-ND,60SGN01000,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",5000,0,"0.27000","0","1","MicroPlastics","Active","-","0.375"" (9.53mm)","-","-","Nylon","Natural"
http://www.essentracomponents.com.sg/images-line/pdfs/SRSG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23482.jpg,RPC3242-ND,SRSG-7S,Essentra Components,SELF RETAINING SCREW GRMT NAT,2975,0,"0.27000","0","1","SRSG","Active","#8 or #10 Self Tapping Screw","0.405"" (10.29mm) Square","0.283"" (7.19mm)","0.033"" (0.84mm)","Nylon","Natural"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/60SGN01025.jpg,RPC7190-ND,60SGN01130,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",5000,0,"0.28000","0","1","MicroPlastics","Active","-","0.620"" (15.75mm)","-","-","Nylon","Natural"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/60SGN01195.JPG,RPC7210-ND,60SGN01171,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",5000,0,"0.28000","0","1","MicroPlastics","Active","-","0.310"" (7.87mm)","-","-","Nylon","Natural"
http://www.essentracomponents.com.sg/images-line/pdfs/EG-X.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1153434.jpg,RPC3930-ND,EG-3-01,Essentra Components,EXPANSION GROMMET NATURAL 3/16"",4400,0,"0.28000","0","1","EG-x","Active","#8 or #10 Self Tapping Screw","0.380"" (9.65mm) Square","0.260"" L x 0.305"" W (6.60mm x 7.75mm) Rectangular","0.188"" (4.78mm) 3/16""","Nylon","Natural"
http://www.essentracomponents.com.sg/images-line/pdfs/SRSG.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_23482.jpg,RPC5196-ND,SRSG-8S,Essentra Components,SELF RETAINING SCREW GRMT NAT,3490,0,"0.28000","0","1","SRSG","Active","#8 or #10 Self Tapping Screw","0.405"" (10.29mm) Square","0.283"" (7.19mm)","0.063"" (1.60mm) 1/16""","Nylon","Natural"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/60SGN01025.jpg,RPC7194-ND,60SGN01018,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",10000,0,"0.29000","0","1","MicroPlastics","Active","-","0.437"" (11.10mm)","-","-","Nylon","Natural"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/60SGN01025.jpg,RPC7196-ND,60SGN01019,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",10000,0,"0.29000","0","1","MicroPlastics","Active","-","0.437"" (11.10mm)","-","-","Nylon","Natural"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/60SGN01025.jpg,RPC7205-ND,60SGN01025,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",10000,0,"0.29000","0","1","MicroPlastics","Active","-","0.375"" (9.53mm)","-","-","Nylon","Natural"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/60SGN01140.jpg,RPC7215-ND,60SGN01140,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",5000,0,"0.29000","0","1","MicroPlastics","Active","-","0.500"" (12.70mm) 1/2""","-","-","Nylon","Natural"
http://www.essentracomponents.com.sg/images-line/pdfs/EG-X.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_1153434.jpg,RPC3931-ND,EG-4-01,Essentra Components,EXPANSION GROMMET NATURAL 1/4"",4970,0,"0.29000","0","1","EG-x","Active","#8 or #10 Self Tapping Screw","0.380"" (9.65mm) Square","0.260"" L x 0.305"" W (6.60mm x 7.75mm) Rectangular","0.250"" (6.35mm) 1/4""","Nylon","Natural"
https://earglobal.com/media/2778/standard-bushing-b-531.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_B-531.JPG",EAR1447-ND,B-531-V2590,"3M - Aearo Technologies, LLC",B-531-V2590 BUSHING,11275,0,"0.32000","0","1","VersaDamp™ V-2000","Active","-","0.500"" (12.70mm) 1/2""","0.360"" (9.14mm)","0.055"" (1.40mm)","Thermoplastic","-"
https://earglobal.com/media/2778/standard-bushing-b-531.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_B-531.JPG",EAR1445-ND,B-531-2,"3M - Aearo Technologies, LLC",B-531-C1105 BUSHING,4000,0,"0.32000","0","1","ISODAMP™ C-1000","Active","-","0.500"" (12.70mm) 1/2""","0.360"" (9.14mm)","0.055"" (1.40mm)","Thermoplastic","-"
https://earglobal.com/media/2778/standard-bushing-b-531.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_B-531.JPG",EAR1446-ND,B-531-3,"3M - Aearo Technologies, LLC",B-531-C1100 BUSHING,3975,0,"0.32000","0","1","ISODAMP™ C-1000","Active","-","0.500"" (12.70mm) 1/2""","0.360"" (9.14mm)","0.055"" (1.40mm)","Thermoplastic","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/60SGN01025.jpg,RPC7187-ND,60SGN01181,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",10000,0,"0.33000","0","1","MicroPlastics","Active","-","0.630"" (16.00mm)","-","-","Nylon","Natural"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/60SGN01025.jpg,RPC7206-ND,60SGN01014,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",9990,0,"0.35000","0","1","MicroPlastics","Active","-","0.375"" (9.53mm)","-","-","Nylon","Natural"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/60SGN01020.JPG,RPC7202-ND,60SGN01020,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",5000,0,"0.35000","0","1","MicroPlastics","Active","-","0.370"" (9.40mm)","-","-","Nylon","Natural"
https://earglobal.com/media/2775/standard-bushing-b-435.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_B-435.JPG",EAR1444-ND,B-435-V2590,"3M - Aearo Technologies, LLC",B-435-V2590 BUSHING,2486,0,"0.35000","0","1","VersaDamp™ V-2000","Active","-","1.000"" (25.40mm) 1""","0.500"" (12.70mm) 1/2""","0.516"" (13.11mm)","Thermoplastic","-"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/60SGN01025.jpg,RPC7188-ND,60SGN01010,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",15000,0,"0.36000","0","1","MicroPlastics","Active","-","0.609"" (15.47mm)","-","-","Nylon","Natural"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/60SGN01025.jpg,RPC7192-ND,60SGN01128,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",10000,0,"0.36000","0","1","MicroPlastics","Active","-","0.505"" (12.83mm)","-","-","Nylon","Natural"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/60SGN01195.JPG,RPC7195-ND,60SGN01150,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",5000,0,"0.36000","0","1","MicroPlastics","Active","-","0.465"" (11.81mm)","-","-","Nylon","Natural"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/60SGN01020.JPG,RPC7214-ND,60SGN02400,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",5000,0,"0.36000","0","1","MicroPlastics","Active","-","0.565"" (14.35mm)","-","-","Nylon","Natural"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/60SGN01195.JPG,RPC7191-ND,60SGN01195,Essentra Components,"SCREW GROMMET, NATURAL, NYLON 6/",5000,0,"0.37000","0","1","MicroPlastics","Active","-","0.493"" (12.52mm)","-","-","Nylon","Natural"
