Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Color","Size","Size / Dimension"
-,-,17615AW-ES-ND,17615AW-ES,3M,COMMAND OUTDOOR MEDIUM AND L,0,0,"4.76500","0","4","Command™","Active","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17615B.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_17615B.jpg,17615B-ND,17615B,3M,ASSORT REFILL STRIPS 2MED & 4LRG,0,0,"4.83500","0","4","Command™","Active","Hanger","White","Medium","-"
-,//media.digikey.com/Photos/3M%20Photos/17081-2VP.jpg,3M12096-ND,17081-2VP,3M,DESIGNER HOOKS VALUE PACK,0,0,"4.98583","0","24","Command™","Active","Hook","White","Small, Medium","3.13"" L x 1.13"" W (79.5mm x 28.7mm)"
-,-,17026CLR-CS-ND,17026CLR-CS,3M,COMMAND CLEAR DECORATING CLI,0,0,"4.99000","0","12","Command™","Active","-","-","-","-"
-,-,17065CLR-ES-ND,17065CLR-ES,3M,COMMAND CLEAR MEDIUM WIRE TO,0,0,"5.05500","0","4","Command™","Active","-","-","-","-"
-,-,17305CLR-ES-ND,17305CLR-ES,3M,COMMAND CLEAR FLAT CORD CLIP,0,0,"5.13000","0","4","Command™","Active","-","-","-","-"
-,-,17303CLR-ES-ND,17303CLR-ES,3M,COMMAND CLEAR LARGE CORD CLI,0,0,"5.13000","0","4","Command™","Active","-","-","-","-"
-,-,17017CLR-ES-ND,17017CLR-ES,3M,COMMAND CLEAR ROUND CORD CLI,0,0,"5.13000","0","4","Command™","Active","-","-","-","-"
-,-,17302CLRES-ND,17302CLRES,3M,COMMAND CLEAR SMALL CORD CLI,0,0,"5.13000","0","4","Command™","Active","-","-","-","-"
-,-,17040-2ES-ND,17040-2ES,3M,COMMAND SAWTOOTH PICTURE HAN,0,0,"5.26750","0","4","Command™","Active","-","-","-","-"
-,-,17304ES-ND,17304ES,3M,"COMMAND CORD BUNDLERS, 17304",0,0,"5.35500","0","4","Command™","Active","-","-","-","-"
-,-,17600B-ES-ND,17600B-ES,3M,COMMAND LARGE BATHROOM HOOK,0,0,"5.41667","0","6","Command™","Active","-","-","-","-"
-,-,MR12-SS-ES-ND,MR12-SS-ES,3M,COMMAND MODERN METAL MEDIUM,0,0,"5.49500","0","4","Command™","Active","-","-","-","-"
http://multimedia.3m.com/mws/media/1308738O/us-scotch-fastening-brochure-2016-price-page-info-removed-pdf.pdf,-,RF7020X-ND,RF7020X,3M,INTERLOCKING TAPE FOR MOUNTING I,0,0,"5.52000","0","24","Scotch®","Active","Hanger","White","-","0.87"" Dia (22.2mm)"
-,-,HOM16CLR-ES-ND,HOM16CLR-ES,3M,COMMAND CLEAR SMALL CADDY WI,0,0,"5.67500","0","2","Command™","Active","-","-","-","-"
-,-,HOM17CLR-ES-ND,HOM17CLR-ES,3M,COMMAND CLEAR SMART PHONE ST,0,0,"5.67500","0","2","Command™","Active","-","-","-","-"
-,-,17205-ALT-ND,17205-ALT,3M,COMMAND SMALL PICTURE HANGIN,0,0,"5.83208","0","24","Command™","Active","-","-","-","-"
-,-,17204BLK-ALT-ND,17204BLK-ALT,3M,COMMAND BLACK PICTURE HANGIN,0,0,"6.15500","0","4","Command™","Active","-","-","-","-"
-,-,17204BLK-ES-ND,17204BLK-ES,3M,COMMAND MEDIUM BLACK PICTURE,0,0,"6.15500","0","4","Command™","Active","-","-","-","-"
-,-,17204ES-ND,17204ES,3M,COMMAND MEDIUM PICTURE HANGI,0,0,"6.15500","0","4","Command™","Active","-","-","-","-"
-,-,17205-ES-ND,17205-ES,3M,COMMAND SMALL PICTURE HANGIN,0,0,"6.15500","0","4","Command™","Active","-","-","-","-"
-,-,HOM14CLR-ES-ND,HOM14CLR-ES,3M,COMMAND CLEAR MEDIUM CADDY W,0,0,"6.64500","0","2","Command™","Active","-","-","-","-"
-,-,17007-ES-ND,17007-ES,3M,COMMAND BROOM GRIPPER 17007-,0,0,"6.92000","0","2","Command™","Active","-","-","-","-"
-,//media.digikey.com/Photos/3M%20Photos/FC11-AB.JPG,3M12089-ND,FC11-AB,3M,ANTIQUE BRONZE SMALL HOOK,0,0,"7.41000","0","4","Command™","Active","Hook","Bronze","Small","2.63"" L x 1.00"" W (66.8mm x 25.4mm)"
-,//media.digikey.com/Photos/3M%20Photos/FC11-BN.JPG,3M12083-ND,FC11-BN-ES,3M,CLASSIC BRUSH NICKEL SMALL HOOK,0,0,"7.49000","0","4","Command™","Active","Hook","Nickel","Small","2.63"" L x 1.00"" W (66.8mm x 25.4mm)"
-,-,17042-ES-ND,17042-ES,3M,COMMAND SAWTOOTH PICTURE HAN,0,0,"7.49000","0","4","Command™","Active","-","-","-","-"
-,-,17043-ES-ND,17043-ES,3M,COMMAND WIRE BACK PICTURE HA,0,0,"7.49000","0","4","Command™","Active","-","-","-","-"
-,//media.digikey.com/Photos/3M%20Photos/MR01-BN.JPG,3M12085-ND,MR01-BN-ES,3M,REFLECT BRUSH NICKEL SMALL HOOK,0,0,"7.50000","0","4","Command™","Active","Hook","Nickel","Small","2.38"" L x 0.88"" W (60.5mm x 22.4mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17024-VP.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_17024-VP.jpg,17024-VPES-ND,17024-VPES,3M,POSTER STRIPS VALUE PACK 48STRIP,0,0,"7.52500","0","6","Command™","Active","Strips","White","Small","1.75"" L x 0.63"" W (44.4mm x 16.0mm)"
-,-,17024VP-ALT-ND,17024VP-ALT,3M,COMMAND SMALL POSTER STRIPS,0,0,"7.52500","0","6","Command™","Active","-","-","-","-"
-,-,HOM15CLR-ES-ND,HOM15CLR-ES,3M,COMMAND CLEAR LARGE CADDY WI,0,0,"7.58000","0","2","Command™","Active","-","-","-","-"
-,-,17003ES-VP-ND,17003ES-VP,3M,COMMAND LARGE UTILITY HOOK V,0,0,"8.66500","0","2","Command™","Active","-","-","-","-"
-,-,17065-7ES-ND,17065-7ES,3M,COMMAND MEDIUM WIRE TOGGLE H,0,0,"8.98250","0","4","Command™","Active","-","-","-","-"
-,-,17089Q-8ES-ND,17089Q-8ES,3M,COMMAND QUARTZ SPRING CLIPS,0,0,"8.98500","0","2","Command™","Active","-","-","-","-"
-,-,17089S-8ES-ND,17089S-8ES,3M,COMMAND SLATE SPRING CLIPS 1,0,0,"8.98500","0","2","Command™","Active","-","-","-","-"
-,-,17203-ES-ND,17203-ES,3M,COMMAND SMALL AND MEDIUM PIC,0,0,"9.04000","0","4","Command™","Active","-","-","-","-"
-,-,17024-60ES-ND,17024-60ES,3M,"COMMAND POSTER STRIPS, VALUE",0,0,"9.12667","0","6","Command™","Active","-","-","-","-"
-,-,17093CLR-3AES-ND,17093CLR-3AES,3M,COMMAND LARGE CLEAR HOOK WIT,0,0,"9.21000","0","4","Command™","Active","-","-","-","-"
-,-,17209-ES-ND,17209-ES,3M,COMMAND MEDIUM AND LARGE PIC,0,0,"9.21000","0","4","Command™","Active","-","-","-","-"
-,-,17205-12PK-ND,17205-12PK,3M,COMMAND SMALL PICTURE HANGIN,0,0,"9.21000","0","4","Command™","Active","-","-","-","-"
-,-,17205-16ES-ND,17205-16ES,3M,COMMAND SMALL PICTURE HANGIN,0,0,"9.21000","0","4","Command™","Active","-","-","-","-"
-,-,17006CLR-18ES-ND,17006CLR-18ES,3M,COMMAND MINI CLEAR HOOKS WIT,0,0,"9.40250","0","4","Command™","Active","-","-","-","-"
-,-,17067CLR-9ES-ND,17067CLR-9ES,3M,COMMAND SMAL WIRE HOOKS 17067CLR,0,0,"9.42917","0","12","Command™","Active","Hook","Clear","Small","1.63"" L x 0.75"" W (41.4mm x 19.0mm)"
-,-,17026CLR-40ES-ND,17026CLR-40ES,3M,COMMAND DECORATING CLIPS 170,0,0,"9.48500","0","4","Command™","Active","-","-","-","-"
-,-,HOM-18Q-ES-ND,HOM-18Q-ES,3M,COMMAND QUARTZ KEY RAIL HOM-,0,0,"9.79000","0","2","Command™","Active","-","-","-","-"
-,-,HOM-18S-ES-ND,HOM-18S-ES,3M,"COMMAND SLATE KEY RAIL, HOM-",0,0,"9.79000","0","2","Command™","Active","-","-","-","-"
-,-,17091CLRAWVPES-ND,17091CLRAWVPES,3M,COMMAND OUTDOOR MEDIUM CLEAR,0,0,"9.84500","0","4","Command™","Active","-","-","-","-"
-,//media.digikey.com/Photos/3M%20Photos/FC12-BN.JPG,3M12084-ND,FC12-BN-ES,3M,CLASSIC BRUSH NICKEL MEDIUM HOOK,0,0,"9.93500","0","4","Command™","Active","Hook","Nickel","Medium","3.25"" L x 1.25"" W (82.6mm x 31.8mm)"
-,//media.digikey.com/Photos/3M%20Photos/FC12-AB.JPG,3M12090-ND,FC12-AB-ES,3M,ANTIQUE BRONZE MEDIUM HOOK,0,0,"10.02250","0","4","Command™","Active","Hook","Bronze","Medium","3.25"" L x 1.25"" W (82.6mm x 31.8mm)"
-,//media.digikey.com/Photos/3M%20Photos/MR02-BN.JPG,3M12087-ND,MR02-BN-ES,3M,REFLECT BRUSH NICKEL MEDIUM HOOK,0,0,"10.12250","0","4","Command™","Active","Hook","Nickel","Medium","3.13"" L x 1.13"" W (79.5mm x 28.7mm)"
-,-,17017CLR-10ES-ND,17017CLR-10ES,3M,COMMAND CLEAR ROUND CORD CLI,0,0,"10.35000","0","4","Command™","Active","-","-","-","-"
-,-,17081BN-3ES-ND,17081BN-3ES,3M,COMMAND DESIGNER HOOK 17081B,0,0,"10.40000","0","2","Command™","Active","-","-","-","-"
-,-,17091CLR-6ES-ND,17091CLR-6ES,3M,COMMAND MEDIUM HOOKS 17091CL,0,0,"10.96500","0","2","Command™","Active","-","-","-","-"
-,-,HOM-19SS-ES-ND,HOM-19SS-ES,3M,COMMAND MODERN METAL KEY CAD,0,0,"11.23500","0","2","Command™","Active","-","-","-","-"
-,-,17301CLRAW-ES-ND,17301CLRAW-ES,3M,COMMAND OUTDOOR ROPE LIGHT C,0,0,"11.59000","0","4","Command™","Active","-","-","-","-"
-,-,17017CLR-AWES-ND,17017CLR-AWES,3M,COMMAND OUTDOOR LIGHT CLIPS,0,0,"11.84000","0","4","Command™","Active","-","-","-","-"
-,-,17006CLR18AWES-ND,17006CLR18AWES,3M,COMMAND OUTDOOR LIGHT CLIPS,0,0,"11.84000","0","4","Command™","Active","-","-","-","-"
-,//media.digikey.com/Photos/3M%20Photos/MR02-SN-B.JPG,3M12055-ND,MR02-SN-B,3M,REFLECT METAL NICKEL MED HOOK,0,0,"11.87750","0","4","Command™","Active","Hook","Satin Nickel","Medium","3.13"" L x 1.13"" W (79.5mm x 28.7mm)"
-,//media.digikey.com/Photos/3M%20Photos/MR03-BN.JPG,3M12088-ND,MR03BN-ES,3M,REFLECT BRUSH NICKEL LARGE HOOK,0,0,"12.35500","0","4","Command™","Active","Hook","Nickel","Large","4.00"" L x 0.50"" W (101.6mm x 12.7mm)"
-,//media.digikey.com/Photos/3M%20Photos/FC13-AB.JPG,3M12092-ND,FC13-AB,3M,CLASSIC ANTQUE BRONZE LARGE HOOK,0,0,"12.35500","0","4","Command™","Active","Hook","Bronze","Large","4.13"" L x 1.63"" W (104.9mm x 41.4mm)"
-,-,FC13-BN-AWESBU-ND,FC13-BN-AWESBU,3M,COMMAND OUTDOOR FOREVER CLAS,0,0,"12.93000","0","1","Command™","Active","-","-","-","-"
-,-,FC13-ORB-AWES-ND,FC13-ORB-AWES,3M,COMMAND OUTDOOR FOREVER CLAS,0,0,"12.93250","0","4","Command™","Active","-","-","-","-"
-,-,17604B-ND,17604B,3M,COMMAND CADDY,0,0,"12.98500","0","2","Command™","Active","-","-","-","-"
-,//media.digikey.com/Photos/3M%20Photos/MR03-SN-B.JPG,3M12057-ND,MR03-SN-B,3M,REFLECT METAL NICKEL LARGE HOOK,0,0,"14.35250","0","4","Command™","Active","Hook","Satin Nickel","Large","4.00"" L x 1.50"" W (101.6mm x 38.1mm)"
-,-,17067-MPES-ND,17067-MPES,3M,COMMAND SMALL WIRE HOOKS MEGA PA,0,0,"16.99833","0","12","Command™","Active","Hook","White","Small","6.37"" L x 1.88"" W (161.9mm x 47.5mm)"
-,-,17002-MPES-ND,17002-MPES,3M,COMMAND SMALL UTILITY HOOK M,0,0,"18.54250","0","4","Command™","Active","-","-","-","-"
-,-,17001-MPES-ND,17001-MPES,3M,COMMAND MEDIUM UTILITY HOOK,0,0,"18.58000","0","2","Command™","Active","-","-","-","-"
-,-,17003-MPES-ND,17003-MPES,3M,COMMAND LARGE UTILITY HOOK 1,0,0,"18.90000","0","2","Command™","Active","-","-","-","-"
-,-,17017CLRAWVPES-ND,17017CLRAWVPES,3M,COMMAND OUTDOOR LIGHT CLIPS,0,0,"19.69500","0","4","Command™","Active","-","-","-","-"
-,-,17024-S300-ND,17024-S300,3M,COMMAND BULK POSTR STRIP17 1=300,0,0,"34.34500","0","4","Command™","Active","-","-","-","-"
-,-,17201-S100-ND,17201-S100,3M,COMMAND PICTURE HANGING STRI,0,0,"36.25500","0","4","Command™","Active","-","-","-","-"
-,-,17CLR-SK-ND,17CLR-SK,3M,COMMAND MIXED SELECTION OF P,0,0,"92.69000","0","1","Command™","Active","-","-","-","-"
-,-,17PH-CB-ND,17PH-CB,3M,COMMAND MIXED SELECTION OF P,0,0,"94.66000","0","1","Command™","Active","-","-","-","-"
-,-,DISPLAY-ND,DISPLAY,3M,COMMAND MIXED SELECTION OF P,0,0,"97.34000","0","1","Command™","Active","-","-","-","-"
-,-,175233M-ND,17523,3M,3M COMMAND ADHESIVE STRI,0,0,"142.17000","0","1","Command™","Active","-","-","-","-"
-,-,17PH2-SK-ND,17PH2-SK,3M,COMMAND MIXED SELECTION OF P,0,0,"168.98000","0","1","Command™","Active","-","-","-","-"
-,-,175213M-ND,17521,3M,3M COMMAND ADHESIVE STRI,0,0,"188.40000","0","1","Command™","Active","-","-","-","-"
-,-,17AW-WG-ND,17AW-WG,3M,COMMAND MIXED SELECTION OF P,0,0,"219.33000","0","1","Command™","Active","-","-","-","-"
-,-,17HK-WG-ND,17HK-WG,3M,COMMAND 17HK-WG MIXED SELECT,0,0,"220.92000","0","1","Command™","Active","-","-","-","-"
-,-,17TOP6-WG-ND,17TOP6-WG,3M,COMMAND MIXED SELECTION OF P,0,0,"223.71000","0","1","Command™","Active","-","-","-","-"
-,-,17CLR-WG-ND,17CLR-WG,3M,COMMAND MIXED SELECTION OF P,0,0,"263.64000","0","1","Command™","Active","-","-","-","-"
-,-,175223M-ND,17522,3M,3M COMMAND ADHESIVE STRI,0,0,"300.58000","0","1","Command™","Active","-","-","-","-"
-,-,17-QTR-ND,17-QTR,3M,COMMAND MIXED SELECTION OF P,0,0,"415.73000","0","1","Command™","Active","-","-","-","-"
-,//media.digikey.com/Photos/3M%20Photos/17379.jpg,3M12063-ND,17379,3M,CORD ORGANIZER PACK,0,0,"Obsolete","0","36","Command™","Obsolete","Clips","White","-","-"
-,//media.digikey.com/Photos/3M%20Photos/17084-S.jpg,3M12066-ND,17084-S,3M,MEDIUM SILVER BALL HOOKS,0,0,"Obsolete","0","4","Command™","Obsolete","Hook","White","Medium","-"
-,//media.digikey.com/Photos/3M%20Photos/17084-N.jpg,3M12067-ND,17084-N,3M,MEDIUM NAVY BALL HOOKS,0,0,"Obsolete","0","4","Command™","Obsolete","Hook","Navy","Medium","-"
-,//media.digikey.com/Photos/3M%20Photos/17085-G.jpg,3M12069-ND,17085-G,3M,MEDIUM GREEN ARC HOOKS,0,0,"Obsolete","0","4","Command™","Obsolete","Hook","Green","Medium","-"
-,//media.digikey.com/Photos/3M%20Photos/17081-P.jpg,3M12071-ND,17081-P,3M,MEDIUM PLUM DESIGNER HOOKS,0,0,"Obsolete","0","24","Command™","Obsolete","Hook","Plum","Medium","3.13"" L x 1.13"" W (79.5mm x 28.7mm)"
-,//media.digikey.com/Photos/3M%20Photos/17081-VT.jpg,3M12072-ND,17081-VT,3M,MED VINTAGE TEAL DESIGNER HOOKS,0,0,"Obsolete","0","24","Command™","Obsolete","Hook","Teal","Medium","3.13"" L x 1.13"" W (79.5mm x 28.7mm)"
-,//media.digikey.com/Photos/3M%20Photos/17080.jpg,3M12097-ND,17080,3M,MED DECO HOOKS 2 HOOKS 4 STRIPS,0,0,"Obsolete","0","6","Command™","Obsolete","Hook","White","Medium","-"
-,//media.digikey.com/Photos/3M%20Photos/17081-VP-6PK.JPG,3M12099-ND,17081-VP-6PK,3M,MED DESIGNER HOOKS VALUE PACK,0,0,"Obsolete","0","1","Command™","Obsolete","Hook","White","Medium","3.13"" L x 1.13"" W (79.5mm x 28.7mm)"
-,//media.digikey.com/Photos/3M%20Photos/17006.jpg,3M12101-ND,17006,3M,MINI HOOKS 6 HOOKS 8 STRIPS,0,0,"Obsolete","0","36","Command™","Obsolete","Clips","White","Mini","1.13"" L x 0.88"" W (28.7mm x 22.4mm)"
-,//media.digikey.com/Photos/3M%20Photos/17001-VP-6PK.JPG,3M12113-ND,17001-VP-6PK,3M,MEDIUM UTILITY HOOKS VALUE PACK,0,0,"Obsolete","0","2","Command™","Obsolete","Hook","White","Medium","3.00"" L x 0.88"" W (76.2mm x 22.4mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17206BLK.pdf,-,17206BLK-ND,17206BLK,3M,LARGE PICTURE HANGING STRIP BLCK,0,0,"Obsolete","0","24","Command™","Obsolete","Strips","Black","Large","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17201-4PK.pdf,-,17201-4PK-ND,17201-4PK,3M,MED PICTURE HANGING STRIPS WHITE,0,0,"Obsolete","0","24","Command™","Obsolete","Strips","White","Medium","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17207.pdf,-,17207-ND,17207,3M,NARROW PICTURE HANG STRIPS WHITE,0,0,"Obsolete","0","24","Command™","Obsolete","Strips","White","Narrow","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17206.pdf,-,17206-ND,17206,3M,LARGE PICTURE HANG STRIPS WHITE,0,0,"Obsolete","0","24","Command™","Obsolete","Strips","White","Large","3.63"" L x 0.75"" W (92.2mm x 19.0mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17040.pdf,-,17040-ND,17040,3M,SAWTOOTH PICTURE HANGER,0,0,"Obsolete","0","36","Command™","Obsolete","Hanger","White","Large","3.00"" L x 1.00"" W (76.2mm x 25.4mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17041.pdf,-,17041-ND,17041,3M,WIRE-BACKED PICTURE HANGER,0,0,"Obsolete","0","36","Command™","Obsolete","Hanger","White","Large","3.00"" L x 1.00"" W (76.2mm x 25.4mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17201.pdf,-,17201-ND,17201,3M,MED PICTURE HANGING STRIPS WHITE,0,0,"Obsolete","0","27","Command™","Obsolete","Strips","White","Medium","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17202.pdf,-,17202-3M-ND,17202,3M,SMALL PICTURE HANG STRIPS WHITE,0,0,"Obsolete","0","27","Command™","Obsolete","Strips","White","Small","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17204BLK.pdf,-,17204BLK-ND,17204BLK,3M,MED PICTURE HANGING STRIPS BLACK,0,0,"Obsolete","0","24","Command™","Obsolete","Strips","Black","Medium","2.75"" L x 0.63"" W (69.9mm x 16.0mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17040VP.pdf,-,17040VP-ND,17040VP,3M,SAWTOOTH PIC HANGER VALUE PACK,0,0,"Obsolete","0","24","Command™","Obsolete","Hanger","White","Large","3.00"" L x 1.00"" W (76.2mm x 25.4mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17042.pdf,-,17042-ND,17042,3M,SAWTOOTH PICTURE HANGING HOOKS,0,0,"Obsolete","0","24","Command™","Obsolete","Hook","White","Large","3.00"" L x 1.00"" W (76.2mm x 25.4mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17043.pdf,-,17043-ND,17043,3M,WIRE-BACKED PICTURE HANGING HOOK,0,0,"Obsolete","0","24","Command™","Obsolete","Hook","White","Large","3.00"" L x 1.00"" W (76.2mm x 25.4mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17204.pdf,-,17204-ND,17204,3M,MED PICTURE HANGING STRIPS WHITE,0,0,"Obsolete","0","24","Command™","Obsolete","Strips","White","Medium","2.75"" L x 0.63"" W (69.9mm x 16.0mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17203.pdf,-,17203-ND,17203,3M,SMALL&MED PIC HANG STRIPS WHITE,0,0,"Obsolete","0","24","Command™","Obsolete","Strips","White","Small, Medium","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17205.pdf,-,17205-ND,17205,3M,SMALL PICTURE HANGING STRIPS WHT,0,0,"Obsolete","0","24","Command™","Obsolete","Strips","White","Small","2.13"" L x 0.63"" W (54.1mm x 16.0mm)"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/17001-S40_Ds_Web.pdf,//media.digikey.com/Photos/3M%20Photos/17001-S40.jpg,3M156412-ND,17001-S40,3M,COMMAND MEDIUM UTILITY HOOKS,0,0,"Obsolete","0","4","Command™","Obsolete","-","-","-","-"
