Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Shape","Color","Size / Dimension","Thickness","Material","Hardness","Form","Mounting Type"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS05.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS05BR10X20RP.jpg,2042-1014-ND,BS05BR10X20RP,Bumper Specialties Inc.,BUMPER CYLI .50"" DIA X .06"" BRN,5000,0,"0.04545","0","200","-","Active","Bumper","Cylindrical, Flat Top","Brown","0.500"" Dia (12.70mm)","0.060"" (1.52mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS20.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS20WH00X00RB.jpg,2042-1049-ND,BS20WH00X00RB,Bumper Specialties Inc.,BUMPER .40"" SQUARE X .1"" WHT,5082,0,"0.04657","0","242","-","Active","Bumper","Square, Flat Top","White","0.400"" L x 0.400"" W (10.16mm x 10.16mm)","0.100"" (2.54mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS19.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS20BL11X22RP.jpg,2042-1047-ND,BS20BL11X22RP,Bumper Specialties Inc.,BUMPER .40"" SQUARE X .1"" BLK,4840,0,"0.04657","0","242","-","Active","Bumper","Square, Flat Top","Black","0.400"" L x 0.400"" W (10.16mm x 10.16mm)","0.100"" (2.54mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS20.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS20CL11X22RP.jpg,2042-1048-ND,BS20CL11X22RP,Bumper Specialties Inc.,BUMPER .40"" SQUARE X .1"" CLR,4598,0,"0.04657","0","242","-","Active","Bumper","Square, Flat Top","Clear","0.400"" L x 0.400"" W (10.16mm x 10.16mm)","0.100"" (2.54mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS05.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS05WH05X10RP.jpg,2042-1017-ND,BS05WH05X10RP,Bumper Specialties Inc.,BUMPER CYLI .50"" DIA X .06"" WHT,4650,0,"0.04740","0","50","-","Active","Bumper","Cylindrical, Flat Top","White","0.500"" Dia (12.70mm)","0.060"" (1.52mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS05.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS05GR05X10RP.jpg,2042-1016-ND,BS05GR05X10RP,Bumper Specialties Inc.,BUMPER CYLI .50"" DIA X .06"" GRY,4400,0,"0.04740","0","50","-","Active","Bumper","Cylindrical, Flat Top","Gray","0.500"" Dia (12.70mm)","0.060"" (1.52mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS32.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS32BL10X20RP.jpg,2042-1064-ND,BS32BL10X20RP,Bumper Specialties Inc.,BUMPER .50"" SQUARE X .12"" BLK,4600,0,"0.04770","0","200","-","Active","Bumper","Square, Flat Top","Black","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.120"" (3.05mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS10.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS10BL06X12RP.jpg,2042-1029-ND,BS10BL06X12RP,Bumper Specialties Inc.,BUMPER HEMI .39"" DIA X .12"" BLK,7200,0,"0.04917","0","72","-","Active","Bumper","Cylindrical, Dome","Black","0.380"" Dia (9.65mm)","0.118"" (3.00mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS10.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS10CL06X12RP.jpg,2042-1030-ND,BS10CL06X12RP,Bumper Specialties Inc.,BUMPER HEMI .39"" DIA X .12"" CLR,7200,0,"0.04917","0","72","-","Active","Bumper","Cylindrical, Dome","Clear","0.380"" Dia (9.65mm)","0.118"" (3.00mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS32.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS32GR05X10RP.jpg,2042-1065-ND,BS32GR05X10RP,Bumper Specialties Inc.,BUMPER .50"" SQUARE X .12"" GRY,4800,0,"0.04980","0","50","-","Active","Bumper","Square, Flat Top","Gray","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.120"" (3.05mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/02/Bumper-Technical-Drawing-BS18.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS18GR10X20RB.jpg,2042-1044-ND,BS18GR10X20RB,Bumper Specialties Inc.,BUMPER RECE .50"" DIA X .14"" GRY,5000,0,"0.05290","0","200","-","Active","Bumper","Cylindrical, Recessed Center","Gray","0.500"" Dia (12.70mm)","0.140"" (3.56mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/02/Bumper-Technical-Drawing-BS18.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS18BL10X20RP.jpg,2042-1042-ND,BS18BL10X20RP,Bumper Specialties Inc.,BUMPER RECE .50"" DIA X .14"" BLK,4800,0,"0.05290","0","200","-","Active","Bumper","Cylindrical, Recessed Center","Black","0.500"" Dia (12.70mm)","0.140"" (3.56mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/02/Bumper-Technical-Drawing-BS18.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS18CL05X10RP.jpg,2042-1043-ND,BS18CL05X10RP,Bumper Specialties Inc.,BUMPER RECE .50"" DIA X .14"" CLR,5000,0,"0.05520","0","50","-","Active","Bumper","Cylindrical, Recessed Center","Clear","0.500"" Dia (12.70mm)","0.140"" (3.56mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS01.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS01RBL05X10RP.jpg,2042-1001-ND,BS01RBL05X10RP,Bumper Specialties Inc.,BUMPER CYLIN .5"" DIA X .14"" BLK,15800,0,"0.05600","0","50","-","Active","Bumper","Cylindrical, Flat Top","Black","0.500"" Dia (12.70mm)","0.140"" (3.56mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS01.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS01RCL05X10RP.jpg,2042-1003-ND,BS01RCL05X10RP,Bumper Specialties Inc.,BUMPER CYLIN .5"" DIA X .14"" CLR,9700,0,"0.05600","0","50","-","Active","Bumper","Cylindrical, Flat Top","Clear","0.500"" Dia (12.70mm)","0.140"" (3.56mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS01.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS01SDCL05X10RP.jpg,2042-1000-ND,BS01SDCL05X10RP,Bumper Specialties Inc.,BUMPER CYLIN .5"" DIA X .14"" CLR,9650,0,"0.05600","0","50","-","Active","Bumper","Cylindrical, Flat Top","Clear","0.500"" Dia (12.70mm)","0.140"" (3.56mm)","Polyurethane","45-55 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS01.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS01BR05X10RP.jpg,2042-1002-ND,BS01BR05X10RP,Bumper Specialties Inc.,BUMPER CYLIN .5"" DIA X .14"" BRN,5000,0,"0.05600","0","50","-","Active","Bumper","Cylindrical, Flat Top","Brown","0.500"" Dia (12.70mm)","0.140"" (3.56mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/02/Bumper-Technical-Drawing-BS33SD.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS33SDCL05X10RP.jpg,2042-1066-ND,BS33SDCL05X10RP,Bumper Specialties Inc.,BUMPER SPECIAL .5"" X .15"" CLR SO,5000,0,"0.05600","0","50","-","Active","Bumper","Cylindrical, Dome","Clear","0.500"" Dia (12.70mm)","0.150"" (3.81mm)","Polyurethane","45-55 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS01.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS01RGR05X10RP.jpg,2042-1004-ND,BS01RGR05X10RP,Bumper Specialties Inc.,BUMPER CYLIN .5"" DIA X .14"" GRY,4950,0,"0.05600","0","50","-","Active","Bumper","Cylindrical, Flat Top","Gray","0.500"" Dia (12.70mm)","0.140"" (3.56mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS01.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS01RWH05X10RP.jpg,2042-1005-ND,BS01RWH05X10RP,Bumper Specialties Inc.,BUMPER CYLIN .5"" DIA X .14"" WHT,4950,0,"0.05600","0","50","-","Active","Bumper","Cylindrical, Flat Top","White","0.500"" Dia (12.70mm)","0.140"" (3.56mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/02/Bumper-Technical-Drawing-BS58SD.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS58SDCL05X10RP.jpg,2042-1088-ND,BS58SDCL05X10RP,Bumper Specialties Inc.,BUMPER SPECIAL .5"" X .2"" CLR SOF,4600,0,"0.05600","0","50","-","Active","Bumper","-","Clear","-","0.200"" (5.08mm)","Polyurethane","45-55 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS35.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS35GR05X10RP.jpg,2042-1072-ND,BS35GR05X10RP,Bumper Specialties Inc.,BUMPER CYLI .375"" DIA X .19"" GRY,3850,0,"0.05600","0","50","-","Active","Bumper","Cylindrical, Flat Top","Gray","0.375"" Dia (9.53mm)","0.190"" (4.83mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS35.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS35BL05X10RP.jpg,2042-1070-ND,BS35BL05X10RP,Bumper Specialties Inc.,BUMPER CYLI .375"" DIA X .19"" BLK,3200,0,"0.05600","0","50","-","Active","Bumper","Cylindrical, Flat Top","Black","0.375"" Dia (9.53mm)","0.190"" (4.83mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS07.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS07CL01X02AP.jpg,2042-1024-ND,BS07CL01X02AP,Bumper Specialties Inc.,BUMPER HEMI .33"" DIA X .085"" CLR,25040,0,"0.06000","0","2","-","Active","Bumper","Cylindrical, Dome","Clear","-","0.085"" (2.16mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS12.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS12WH06X12RP.jpg,2042-1033-ND,BS12WH06X12RP,Bumper Specialties Inc.,BUMPER HEMI .375"" DIA X .15"" WHT,7128,0,"0.06139","0","72","-","Active","Bumper","Cylindrical, Dome","White","0.375"" Dia (9.53mm)","0.150"" (3.81mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS12.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS12BL06X12RP.jpg,2042-1032-ND,BS12BL06X12RP,Bumper Specialties Inc.,BUMPER HEMI .375"" DIA X .15"" BLK,7056,0,"0.06139","0","72","-","Active","Bumper","Cylindrical, Dome","Black","0.375"" Dia (9.53mm)","0.150"" (3.81mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS12.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS12SDCL05X10RP.jpg,2042-1034-ND,BS12SDCL05X10RP,Bumper Specialties Inc.,BUMPER HEMI .375"" DIA X .15"" CLR,3850,0,"0.06140","0","50","-","Active","Bumper","Cylindrical, Dome","Clear","0.375"" Dia (9.53mm)","0.150"" (3.81mm)","Polyurethane","45-55 Shore A","-","Adhesive, Rubber"
http://multimedia.3m.com/mws/media/781862O/3m-bumpon-protective-product-quiet-clear-sj6500-series-tds.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_SJ6561.jpg,3M162254-ND,SJ6561,3M,BUMPER HEXAGONAL 0.375"" HEX CLR,2772,0,"0.06258","0","132","Bumpon™, SJ6500","Active","Bumper","Hexagonal, Dome","Clear","0.375"" Hex (9.53mm)","0.150"" (3.81mm)","Polyurethane","56 Shore M","Sheet","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS06.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS06WH05X10RP.jpg,2042-1021-ND,BS06WH05X10RP,Bumper Specialties Inc.,BUMPER CYLI .50"" DIA X .25"" WHT,4800,0,"0.07280","0","50","-","Active","Bumper","Cylindrical, Flat Top","White","0.500"" Dia (12.70mm)","0.250"" (6.35mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS06.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS06CL05X10RP.jpg,2042-1019-ND,BS06CL05X10RP,Bumper Specialties Inc.,BUMPER CYLI .50"" DIA X .25"" CLR,4300,0,"0.07280","0","50","-","Active","Bumper","Cylindrical, Flat Top","Clear","0.500"" Dia (12.70mm)","0.250"" (6.35mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS06.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS06BL05X10RP.jpg,2042-1018-ND,BS06BL05X10RP,Bumper Specialties Inc.,BUMPER CYLI .50"" DIA X .25"" BLK,3900,0,"0.07280","0","50","-","Active","Bumper","Cylindrical, Flat Top","Black","0.500"" Dia (12.70mm)","0.250"" (6.35mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS06.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS06GR10X20RP.jpg,2042-1020-ND,BS06GR10X20RP,Bumper Specialties Inc.,BUMPER CYLI .50"" DIA X .25"" GRY,3600,0,"0.07280","0","50","-","Active","Bumper","Cylindrical, Flat Top","Gray","0.500"" Dia (12.70mm)","0.250"" (6.35mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS05.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS05CL01X02RB.jpg,2042-1015-ND,BS05CL01X02RB,Bumper Specialties Inc.,BUMPER CYLI .50"" DIA X .06"" CLR,4412,0,"0.08000","0","2","-","Active","Bumper","Cylindrical, Flat Top","Clear","0.500"" Dia (12.70mm)","0.060"" (1.52mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS03.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS03BL10X20RP.jpg,2042-1008-ND,BS03BL10X20RP,Bumper Specialties Inc.,BUMPER .5"" SQUARE X .23"" BLK,9200,0,"0.08170","0","200","-","Active","Bumper","Square, Flat Top","Black","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.230"" (5.84mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS03.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS03GR10X20RP.jpg,2042-1010-ND,BS03GR10X20RP,Bumper Specialties Inc.,BUMPER .5"" SQUARE X .23"" GRY,5000,0,"0.08170","0","200","-","Active","Bumper","Square, Flat Top","Gray","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.230"" (5.84mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS03.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS03CL05X10RP.jpg,2042-1009-ND,BS03CL05X10RP,Bumper Specialties Inc.,BUMPER .5"" SQUARE X .23"" CLR,4100,0,"0.08540","0","50","-","Active","Bumper","Square, Flat Top","Clear","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.230"" (5.84mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS02.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS02BL02X02RP.jpg,2042-1006-ND,BS02BL02X02RP,Bumper Specialties Inc.,BUMPER HEMI .44"" DIA X .2"" BLK,30000,0,"0.09000","0","4","-","Active","Bumper","Cylindrical, Dome","Black","0.440"" Dia (11.18mm)","0.200"" (5.08mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS02.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS02CL01X04RP.jpg,2042-1007-ND,BS02CL01X04RP,Bumper Specialties Inc.,BUMPER HEMI .44"" DIA X .2"" CLR,15000,0,"0.09000","0","4","-","Active","Bumper","Cylindrical, Dome","Clear","0.440"" Dia (11.18mm)","0.200"" (5.08mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://multimedia.3m.com/mws/media/117314O/3m-bumpon-protective-products-molded-shapes-colored-and-clear.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_SJ5308.jpg,3M157537-ND,SJ5308,3M,BUMPER SQUARE 0.5""L X 0.5""W CLR,18074,0,"0.09163","0","80","Bumpon™, SJ5300","Active","Bumper","Square, Tapered","Clear","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.120"" (3.05mm)","Polyurethane","75 Shore M","Sheet","Adhesive, Acrylic"
https://multimedia.3m.com/mws/media/117314O/3m-bumpon-protective-products-molded-shapes-colored-and-clear.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_SJ5008.jpg,3M162235-ND,SJ5008,3M,BUMPER SQUARE 0.5""L X 0.5""W WHT,6000,0,"0.09163","0","80","Bumpon™, SJ5000","Active","Bumper","Square, Tapered","White","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.122"" (3.10mm)","Polyurethane","72 Shore M","Sheet","Adhesive, Rubber"
https://multimedia.3m.com/mws/media/117314O/3m-bumpon-protective-products-molded-shapes-colored-and-clear.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_SJ-5008-GRAY.jpg,3M162234-ND,SJ-5008-GRAY,3M,BUMPER SQUARE 0.5"" L X 0.5""W GRY,2000,0,"0.09163","0","80","Bumpon™, SJ5000","Active","Bumper","Square, Tapered","Gray","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.120"" (3.05mm)","Polyurethane","72 Shore M","Sheet","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS35.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS35CL01X02RP.jpg,2042-1071-ND,BS35CL01X02RP,Bumper Specialties Inc.,BUMPER CYLI .375"" DIA X .19"" CLR,4472,0,"0.09500","0","2","-","Active","Bumper","Cylindrical, Flat Top","Clear","0.375"" Dia (9.53mm)","0.190"" (4.83mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
http://www.essentracomponents.com/wcsstore7.00.00.1079/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/26778.pdf,//media.digikey.com/Photos/Richco%20Photos/ASPS-16-062.JPG,RPC3503-ND,ASPS-12-062,Essentra Components,BUMPER SQU 0.75""L X 0.75""W BLK,9914,0,"0.10000","0","1","ASP","Active","Bumper","Square, Flat Top","Black","0.750"" L x 0.750"" W (19.05mm x 19.05mm)","0.063"" (1.60mm)","Polyolefin Foam","-","Sheet","Adhesive, Rubber"
http://www.essentracomponents.com.sg/images-line/pdfs/ASP.pdf,//media.digikey.com/Photos/Richco%20Photos/ASPS-16-062.JPG,RPC2228-ND,ASPS-12-125,Essentra Components,BUMPER SQUARE 0.75""L X0.75""W BLK,1479,0,"0.10300","0","20","ASP","Active","Bumper","Square, Flat Top","Black","0.750"" L x 0.750"" W (19.05mm x 19.05mm)","0.126"" (3.20mm)","Polyolefin Foam","-","Sheet","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS11.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS11BL04X08RP.jpg,2042-1031-ND,BS11BL04X08RP,Bumper Specialties Inc.,BUMPER CYLI .65"" DIA X .4"" BLK,3648,0,"0.11438","0","32","-","Active","Bumper","Cylindrical, Flat Top","Black","0.650"" Dia (16.51mm)","0.400"" (10.16mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS15.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS15BL08X16RP.jpg,2042-1035-ND,BS15BL08X16RP,Bumper Specialties Inc.,BUMPER HEMI .62"" DIA X .31"" BLK,3200,0,"0.11477","0","128","-","Active","Bumper","Cylindrical, Dome","Black","-","0.310"" (7.87mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS15.pdf,-,2042-1036-ND,BS15BR08X16RP,Bumper Specialties Inc.,BUMPER HEMI .62"" DIA X .31"" BRN,3200,0,"0.11477","0","128","-","Active","Bumper","Cylindrical, Dome","Brown","-","0.310"" (7.87mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS39.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS39BL00X00RP.jpg,2042-1077-ND,BS39BL00X00RP,Bumper Specialties Inc.,BUMPER HEMI .75"" DIA X .075"" BLK,2520,0,"0.11524","0","84","-","Active","Bumper","Cylindrical, Dome","Black","0.750"" Dia (19.05mm)","0.075"" (1.91mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS19.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS19BL07X08RP.jpg,2042-1045-ND,BS19BL07X08RP,Bumper Specialties Inc.,BUMPER .81"" SQUARE X .3"" BLK,5600,0,"0.12482","0","56","-","Active","Bumper","Square, Flat Top","Black","0.810"" L x 0.810"" W (20.57mm x 20.57mm)","0.300"" (7.62mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS24.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS24BL06X12RP.jpg,2042-1051-ND,BS24BL06X12RP,Bumper Specialties Inc.,BUMPER CYLI .81"" DIA X .12"" BLK,2448,0,"0.12528","0","72","-","Active","Bumper","Cylindrical, Flat Top","Black","0.810"" Dia (20.57mm)","0.120"" (3.05mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS03.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS03WH02X03RP.jpg,2042-1011-ND,BS03WH02X03RP,Bumper Specialties Inc.,BUMPER .5"" SQUARE X .23"" WHT,10116,0,"0.12667","0","6","-","Active","Bumper","Square, Flat Top","White","0.500"" L x 0.500"" W (12.70mm x 12.70mm)","0.230"" (5.84mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS15.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS15CL04X08RP.jpg,2042-1037-ND,BS15CL04X08RP,Bumper Specialties Inc.,BUMPER HEMI .62"" DIA X .31"" CLR,3136,0,"0.13500","0","32","-","Active","Bumper","Cylindrical, Dome","Clear","-","0.310"" (7.87mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS24.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS24CL03X06AP.jpg,2042-1052-ND,BS24CL03X06AP,Bumper Specialties Inc.,BUMPER CYLI .81"" DIA X .12"" CLR,2502,0,"0.13944","0","18","-","Active","Bumper","Cylindrical, Flat Top","Clear","0.810"" Dia (20.57mm)","0.120"" (3.05mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
https://www.bumperspecialties.com/wp-content/uploads/2017/01/Bumper-Technical-Drawing-BS29.pdf,//media.digikey.com/Photos/Bumper%20Specialties%20Inc/MFG_BS29BR07X07RP.jpg,2042-1058-ND,BS29BR07X07RP,Bumper Specialties Inc.,BUMPER .78"" DIA X .25"" BRN,2940,0,"0.14082","0","49","-","Active","Bumper","Square, Flat Top","Brown","-","0.250"" (6.35mm)","Polyurethane","60-70 Shore A","-","Adhesive, Rubber"
