Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Style","Type","Shaft Size","Diameter","Height","Indicator","Material","Color","Features"
http://reports.daviesmolding.com/drawings/2830-E.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_2830-E.jpg,1722-1045-ND,2830-E,"Davies Molding, LLC",KNOB 4 ARM 3/8""-16 PHENOLIC,1217,0,"2.51000","0","1","-","Active","Clamping","4 Arm","3/8""-16 Stud","-","1.010"" (25.65mm)","No Indicator","Phenolic","Black","-"
http://reports.daviesmolding.com/drawings/2350AF.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_2350Ax.jpg,1722-1145-ND,2350AF,"Davies Molding, LLC",KNOB SMOOTH 0.250"" PHENOLIC,367,0,"2.66000","0","1","-","Active","Cylindrical with Pointer","Smooth","0.250"" (6.35mm)","-","0.630"" (16.00mm)","Line on Top","Phenolic","Black","8-32 Set Screw"
http://reports.daviesmolding.com/drawings/8072-F.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_8072-F.jpg,1722-1191-ND,8072-F,"Davies Molding, LLC",KNOB KNURLED W/SKRT 0.250"" PLAST,349,0,"2.83000","0","1","-","Active","Cylindrical with Skirt","Knurled, Straight","0.250"" (6.35mm)","0.720"" (18.29mm), 1.130"" (28.70mm) Skirt","0.810"" (20.58mm)","Line on Skirt","Plastic","Black","6-32 Set Screw"
http://reports.daviesmolding.com/drawings/4100.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_4100.jpg,1722-1008-ND,4100,"Davies Molding, LLC",KNOB FLUTED 0.250"" PLASTIC,152,0,"2.87000","0","1","-","Active","Clamping","Fluted","0.250"" (6.35mm)","1.120"" (28.45mm)","0.630"" (16.00mm)","No Indicator","Plastic","Black","8-32 Set Screw"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1308390_Alcoswitch&DocType=DS&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/PK1100B1%5E4.jpg,PK1100B1/4-ND,PK1100B1/4,TE Connectivity ALCOSWITCH Switches,KNOB SERRATED 0.250"" PLASTIC,1246,0,"2.90000","0","1","PK","Active","Cylindrical","Serrated","0.250"" (6.35mm)","0.700"" (17.78mm)","0.531"" (13.50mm)","Dot on Top","Plastic","Black","-"
http://reports.daviesmolding.com/drawings/1400CQ.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/1400CQ.jpg,1722-1116-ND,1400CQ,"Davies Molding, LLC",KNOB KNURLED W/SKIRT 0.250"" PHEN,1385,0,"2.93000","0","1","-","Active","Cylindrical with Pointer, Skirt","Knurled, Straight","0.250"" (6.35mm)","0.660"" (16.76mm), 0.690"" (17.53mm) Skirt","0.410"" (10.41mm)","No Indicator","Phenolic","Red","8-32 Set Screw"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Alcoswitch%20PDFs/P%20Series.pdf,//media.digikey.com/photos/Tyco%20Photos/PKE90B1%204.JPG,450-1734-ND,PKE90B1/4,TE Connectivity ALCOSWITCH Switches,KNOB FLUTED 0.250"" PLASTIC,268,0,"2.94000","0","1","PKE","Active","Cylindrical","Fluted","0.250"" (6.35mm)","0.890"" (22.60mm)","0.512"" (13.00mm)","Line on Side","Plastic","Black","6-32 Set Screw"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Alcoswitch%20PDFs/P%20Series.pdf,//media.digikey.com/photos/Tyco%20Photos/PKD70B101^4.JPG,450-1732-ND,PKD70B101/4,TE Connectivity ALCOSWITCH Switches,KNOB KNURLED W/SKRT 0.250"" PLAST,846,0,"3.01000","0","1","PKD","Active","Cylindrical with Skirt","Knurled, Straight","0.250"" (6.35mm)","0.750"" (19.05mm), 1.020"" (25.90mm) Skirt","0.610"" (15.50mm)","Numbers on Skirt","Plastic with Aluminum Skirt","Black, Natural","0~10 Numbers, 6-32 Set Screw"
http://reports.daviesmolding.com/drawings/1930BP.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_1930BP.jpg,1722-1184-ND,1930BP,"Davies Molding, LLC",KNOB FLUTED W/SKIRT 0.250"" PHEN,271,0,"3.03000","0","1","-","Active","Cylindrical with Skirt","Fluted","0.250"" (6.35mm)","1.000"" (25.40mm), 1.500"" (38.10mm) Skirt","0.875"" (22.23mm)","Line on Skirt","Phenolic","Black","8-32 Set Screw"
http://reports.daviesmolding.com/drawings/1200BJ.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/1200BJ.JPG,1722-1061-ND,1200BJ,"Davies Molding, LLC",KNOB SMOOTH 0.250"" PHENOLIC,410,0,"3.12000","0","1","-","Active","Cylindrical","Smooth","0.250"" (6.35mm)","0.530"" (13.46mm)","0.630"" (16.00mm)","Line on Top","Phenolic","Black","Flatted to 5/32"""
http://reports.daviesmolding.com/drawings/1500BS.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_1500.jpg,1722-1129-ND,1500BS,"Davies Molding, LLC",KNOB SMOOTH 0.250"" PHENOLIC,456,0,"3.25000","0","1","-","Active","Cylindrical","Smooth","0.250"" (6.35mm)","1.130"" (28.70mm)","0.500"" (12.70mm)","Line on Top and Side","Phenolic","Black","8-32 Set Screw"
http://reports.daviesmolding.com/drawings/1500AX.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/1500AX.jpg,1722-1126-ND,1500AX,"Davies Molding, LLC",KNOB SMOOTH 0.250"" PLASTIC,140,0,"3.27000","0","1","-","Active","Cylindrical","Smooth","0.250"" (6.35mm)","1.130"" (28.70mm)","0.500"" (12.70mm)","Line on Top and Side","Plastic","Ivory","8-32 Set Screw"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Alcoswitch%20PDFs/P%20Series.pdf,//media.digikey.com/photos/Tyco%20Photos/PKB70B1^4.JPG,450-1729-ND,PKB70B1/4,TE Connectivity ALCOSWITCH Switches,KNOB FLUTED W/SKIRT 0.250"" PLAST,663,0,"3.36000","0","1","PKB","Active","Cylindrical with Skirt","Fluted","0.250"" (6.35mm)","0.750"" (19.05mm), 1.120"" (28.45mm) Skirt","0.600"" (15.24mm)","Line on Skirt","Plastic","Black","6-32 Set Screw"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Alcoswitch%20PDFs/P%20Series.pdf,//media.digikey.com/photos/Tyco%20Photos/PK70B1%204.JPG,450-1721-ND,PK70B1/4,TE Connectivity ALCOSWITCH Switches,KNOB KNURLED W/SKRT 0.250"" PLAST,164,0,"3.36000","0","1","PK","Active","Cylindrical with Skirt","Knurled, Straight","0.250"" (6.35mm)","0.728"" (18.50mm), 0.984"" (25.00mm) Skirt","0.590"" (14.99mm)","Dot on Skirt","Plastic","Black","6-32 Set Screw"
http://reports.daviesmolding.com/drawings/1475AN.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_1475.jpg,1722-1079-ND,1475AN,"Davies Molding, LLC",KNOB KNURLED W/SKIRT 0.125"" PHEN,468,0,"3.48000","0","1","-","Active","Cylindrical with Skirt","Knurled, Straight","0.125"" (3.18mm)","0.940"" (23.88mm), 1.000"" (25.40mm) Skirt","0.500"" (12.70mm)","No Indicator","Phenolic","Black","8-32 Set Screw"
http://reports.daviesmolding.com/drawings/2830BJ.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_2830BJ.jpg,1722-1044-ND,2830BJ,"Davies Molding, LLC",KNOB 4 ARM 3/8""-16 PHENOLIC,365,0,"3.51000","0","1","-","Active","Clamping","4 Arm","3/8""-16","-","1.000"" (25.40mm)","No Indicator","Phenolic","Black","-"
http://reports.daviesmolding.com/drawings/1200-W.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_1200xx.jpg,1722-1063-ND,1200-W,"Davies Molding, LLC",KNOB SMOOTH 0.250"" PHENOLIC,331,0,"3.59000","0","1","-","Active","Cylindrical","Smooth","0.250"" (6.35mm)","0.530"" (13.46mm)","0.630"" (16.00mm)","Line on Top","Phenolic","Black","6-32 Set Screw"
http://reports.daviesmolding.com/drawings/1214-A.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_1214.jpg,1722-1111-ND,1214-A,"Davies Molding, LLC",KNOB 0.250"" PHENOLIC,293,0,"3.62000","0","1","-","Active","Cylindrical with Pointer","-","0.250"" (6.35mm)","1.650"" (41.91mm)","0.620"" (15.75mm)","-","Phenolic","Black","8-32 Set Screw"
http://reports.daviesmolding.com/drawings/8090.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_8090.jpg,1722-1060-ND,8090,"Davies Molding, LLC",KNOB KNURLED 0.250"" PLASTIC,226,0,"3.62000","0","1","-","Active","Cylindrical","Knurled, Straight","0.250"" (6.35mm)","0.910"" (23.11mm)","0.840"" (21.34mm)","No Indicator","Plastic","Black","8-32 Set Screw"
http://reports.daviesmolding.com/drawings/1507-B.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_1507.jpg,1722-1260-ND,1507-B,"Davies Molding, LLC",KNOB SMOOTH 0.250"" PLASTIC,437,0,"3.65000","0","1","-","Active","Cylindrical","Smooth","0.250"" (6.35mm)","1.890"" (48.01mm)","1.000"" (25.40mm)","Line on Top and Side","Plastic","Black","8-32 Set Screw, Soft Touch"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1437624-5&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/Tyco%20Photos/PKF50B1%5E8.jpg,450-2167-ND,PKF50B1/8,TE Connectivity ALCOSWITCH Switches,KNOB QUAD W/SKIRT 0.126"" PLASTIC,2129,0,"3.66000","0","1","PKF","Active","Cylindrical with Skirt","Quadrates","0.126"" (3.20mm)","0.570"" (14.48mm), 0.669"" (17.00mm) Skirt","0.650"" (16.51mm)","Line on Side and Skirt","Plastic","Black","6-32 Set Screw"
http://reports.daviesmolding.com/drawings/1900-Y.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_1900.jpg,1722-1082-ND,1900-Y,"Davies Molding, LLC",KNOB SERRATED 0.125"" PHENOLIC,257,0,"3.75000","0","1","-","Active","Cylindrical","Serrated","0.125"" (3.18mm)","0.500"" (12.70mm)","0.620"" (15.75mm)","Line on Top","Phenolic","Black","6-32 Set Screw"
http://reports.daviesmolding.com/drawings/1210AX.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_1210.jpg,1722-1108-ND,1210AX,"Davies Molding, LLC",KNOB SMOOTH 0.250"" PHENOLIC,393,0,"3.84000","0","1","-","Active","Cylindrical with Pointer","Smooth","0.250"" (6.35mm)","1.030"" (26.16mm)","0.620"" (15.75mm)","-","Phenolic","Black","8-32 Set Screw"
http://reports.daviesmolding.com/drawings/8125-B.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_8125-B.Jpg,1722-1087-ND,8125-B,"Davies Molding, LLC",KNOB KNURLED 0.250"" PLASTIC,352,0,"3.86000","0","1","-","Active","Cylindrical","Knurled, Straight","0.250"" (6.35mm)","1.250"" (31.75mm)","0.690"" (17.53mm)","No Indicator","Plastic","Black","8-32 Set Screw"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2056_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2056.jpg,1528-1906-ND,2056,Adafruit Industries LLC,KNOB KNURLED 0.236"" METAL,224,0,"3.95000","0","1","-","Active","Cylindrical","Knurled, Diamond","0.236"" (6.00mm)","1.000"" (25.40mm)","0.600"" (15.24mm)","Arrow on Top","Metal","Black","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1437624-0&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/PKA90B1%204.JPG,450-1726-ND,PKA90B1/4,TE Connectivity ALCOSWITCH Switches,KNOB RIBBED W/SKIRT 0.250"" PLAST,370,0,"4.20000","0","1","PKA","Active","Cylindrical with Skirt","Ribbed","0.250"" (6.35mm)","0.970"" (24.60mm), 1.375"" (34.90mm) Skirt","0.840"" (21.34mm)","Line on Skirt","Plastic","Black","6-32 Set Screw (2)"
http://reports.daviesmolding.com/drawings/1505-C.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_1505.jpg,1722-1255-ND,1505-C,"Davies Molding, LLC",KNOB SMOOTH 0.250"" PLASTIC,437,0,"4.28000","0","1","-","Active","Cylindrical","Smooth","0.250"" (6.35mm)","1.390"" (35.31mm)","0.850"" (21.50mm)","Line on Top and Side","Plastic","Black","8-32 Set Screw, Soft Touch"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1-1437624-8&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/PKAP50B1^4.JPG,450-1727-ND,PKAP50B1/4,TE Connectivity ALCOSWITCH Switches,KNOB RIBBED W/SKIRT 0.250"" PLAST,155,0,"4.30000","0","1","PKAP","Active","Cylindrical with Dual Pointer, Skirt","Ribbed","0.250"" (6.35mm)","0.693"" (17.60mm), 0.787"" (20.00mm) Skirt","0.689"" (17.50mm)","Line on Top and Side","Plastic","Black","6-32 Set Screw"
http://reports.daviesmolding.com/drawings/8070.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_8070.jpg,1722-1059-ND,8070,"Davies Molding, LLC",KNOB KNURLED 0.250"" PLASTIC,437,0,"4.78000","0","1","-","Active","Cylindrical","Knurled, Straight","0.250"" (6.35mm)","0.719"" (18.26mm)","0.500"" (12.70mm)","No Indicator","Plastic","Black","6-32 Set Screw"
http://reports.daviesmolding.com/drawings/1940AM.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_1940.jpg,1722-1186-ND,1940AM,"Davies Molding, LLC",KNOB FLUTED W/SKIRT 0.250"" PHEN,322,0,"4.81000","0","1","-","Active","Cylindrical with Skirt","Fluted","0.250"" (6.35mm)","1.380"" (35.05mm), 2.020"" (51.31mm) Skirt","0.940"" (23.88mm)","Line on Skirt","Phenolic","Black","8-32 Set Screw"
http://reports.daviesmolding.com/drawings/1920AL.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_1920Ax.jpg,1722-1180-ND,1920AL,"Davies Molding, LLC",KNOB FLUTED W/SKIRT 0.250"" PHEN,224,0,"4.81000","0","1","-","Active","Cylindrical with Skirt","Fluted","0.250"" (6.35mm)","0.960"" (24.30mm), 1.240"" (31.50mm) Skirt","0.750"" (19.05mm)","Line on Skirt","Phenolic","Black","8-32 Set Screw"
//media.digikey.com/pdf/Data%20Sheets/Tyco%20Electronics%20Alcoswitch%20PDFs/P%20Series.pdf,//media.digikey.com/Photos/Tyco%20Photos/PKJT50B1%5E8.jpg,PKJT50B1/8-ND,PKJT50B1/8,TE Connectivity ALCOSWITCH Switches,KNOB KNURLED 0.126"" PLASTIC,605,0,"5.28000","0","1","PKJT","Active","Cylindrical with Pointer","Knurled, Straight","0.126"" (3.20mm)","0.515"" (13.08mm)","0.585"" (14.86mm)","Line on Side","Plastic","Black","6-32 Set Screw"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=5-1437624-9&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Photos/PKG70B1^4.JPG,450-1744-ND,PKG70B1/4,TE Connectivity ALCOSWITCH Switches,KNOB RIBBED 0.250"" PLASTIC,347,0,"5.32000","0","1","PKG","Active","Cylindrical","Ribbed","0.250"" (6.35mm)","0.740"" (18.80mm)","0.559"" (14.20mm)","Line on Side","Plastic","Black","6-32 Set Screw"
http://reports.daviesmolding.com/drawings/1206AW.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_1206.Jpg,1722-1073-ND,1206AW,"Davies Molding, LLC",KNOB 0.250"" PHENOLIC,483,0,"5.34000","0","1","-","Active","Cylindrical","-","0.250"" (6.35mm)","1.410"" (35.81mm)","0.750"" (19.05mm)","No Indicator","Phenolic","Black","8-32 Set Screw"
http://reports.daviesmolding.com/drawings/1206-A.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_1206.Jpg,1722-1072-ND,1206-A,"Davies Molding, LLC",KNOB 0.250"" PHENOLIC,290,0,"5.40000","0","1","-","Active","Cylindrical","-","0.250"" (6.35mm)","1.410"" (35.81mm)","0.750"" (19.05mm)","No Indicator","Phenolic","Black","8-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3bb009de4bb23fd59bfd2/1471396609443/OEJ_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEJA-50%20CLR.jpg,226-3128-ND,OEJA-50-3-7,Kilo International,KNOB KNURLED 0.236"" METAL,5010,0,"6.44000","0","1","OEJ","Active","Cylindrical","Knurled, Diamond","0.236"" (6.00mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Arrow on Top","Metal","Clear Matte","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3bb009de4bb23fd59bfd2/1471396609443/OEJ_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEJL-50%20BLK.jpg,226-1084-ND,OEJL-50-2-6,Kilo International,KNOB KNURLED 0.125"" METAL,2446,0,"6.44000","0","1","OEJ","Active","Cylindrical","Knurled, Diamond","0.125"" (3.18mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Line on Top","Metal","Black Gloss","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3bb009de4bb23fd59bfd2/1471396609443/OEJ_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEJA-50%20BLK.jpg,226-4120-ND,OEJA-50-4-6,Kilo International,KNOB KNURLED 0.125"" METAL,2224,0,"6.44000","0","1","OEJ","Active","Cylindrical","Knurled, Diamond","0.125"" (3.18mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Arrow on Top","Metal","Black Matte","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3bb009de4bb23fd59bfd2/1471396609443/OEJ_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEJA-50%20BLK.jpg,226-1128-ND,OEJA-50-2-7,Kilo International,KNOB KNURLED 0.236"" METAL,1720,0,"6.44000","0","1","OEJ","Active","Cylindrical","Knurled, Diamond","0.236"" (6.00mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Arrow on Top","Metal","Black Gloss","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3baa8cd0f68856d468c76/1471396521494/OED_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEDL-50%20BLK.jpg,226-1096-ND,OEDL-50-2-6,Kilo International,KNOB KNURLED 0.125"" METAL,638,0,"6.44000","0","1","OED","Active","Cylindrical","Knurled, Diamond","0.125"" (3.18mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Line on Top","Metal","Black Gloss","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3bb009de4bb23fd59bfd2/1471396609443/OEJ_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEJA-50%20BLK.jpg,226-4128-ND,OEJA-50-4-7,Kilo International,KNOB KNURLED 0.236"" METAL,494,0,"6.44000","0","1","OEJ","Active","Cylindrical","Knurled, Diamond","0.236"" (6.00mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Arrow on Top","Metal","Black Matte","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3bb009de4bb23fd59bfd2/1471396609443/OEJ_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEJA-50%20CLR.jpg,226-3120-ND,OEJA-50-3-6,Kilo International,KNOB KNURLED 0.125"" METAL,386,0,"6.44000","0","1","OEJ","Active","Cylindrical","Knurled, Diamond","0.125"" (3.18mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Arrow on Top","Metal","Clear Matte","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3baa8cd0f68856d468c76/1471396521494/OED_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEDA-50%20BLK.jpg,226-1132-ND,OEDA-50-2-6,Kilo International,KNOB KNURLED 0.125"" METAL,324,0,"6.44000","0","1","OED","Active","Cylindrical","Knurled, Diamond","0.125"" (3.18mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Arrow on Top","Metal","Black Gloss","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3baa8cd0f68856d468c76/1471396521494/OED_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEDA-50%20CLR.jpg,226-2136-ND,OEDA-50-1-5,Kilo International,KNOB KNURLED 0.250"" METAL,212,0,"6.44000","0","1","OED","Active","Cylindrical","Knurled, Diamond","0.250"" (6.35mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Arrow on Top","Metal","Clear Gloss","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3baa8cd0f68856d468c76/1471396521494/OED_PNB_fv3_v.png,//media.digikey.com/Photos/Kilo%20International%20Photos/OEDNI-50-2-7.jpg,226-4161-ND,OEDNI-50-2-7,Kilo International,KNOB KNURLED 0.236"" METAL,185,0,"6.44000","0","1","OED","Active","Cylindrical","Knurled, Diamond","0.236"" (6.00mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","-","Metal","Black Gloss","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3baa8cd0f68856d468c76/1471396521494/OED_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEDL-50%20BLK.jpg,226-1100-ND,OEDL-50-2-5,Kilo International,KNOB KNURLED 0.250"" METAL,152,0,"6.44000","0","1","OED","Active","Cylindrical","Knurled, Diamond","0.250"" (6.35mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Line on Top","Metal","Black Gloss","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3bb009de4bb23fd59bfd2/1471396609443/OEJ_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEJA-50%20CLR.jpg,226-2120-ND,OEJA-50-1-6,Kilo International,KNOB KNURLED 0.125"" METAL,150,0,"6.44000","0","1","OEJ","Active","Cylindrical","Knurled, Diamond","0.125"" (3.18mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Arrow on Top","Metal","Clear Gloss","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3bb009de4bb23fd59bfd2/1471396609443/OEJ_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEJL-50%20CLR.jpg,226-3088-ND,OEJL-50-3-5,Kilo International,KNOB KNURLED 0.250"" METAL,120,0,"6.44000","0","1","OEJ","Active","Cylindrical","Knurled, Diamond","0.250"" (6.35mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Line on Top","Metal","Clear Matte","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3baa8cd0f68856d468c76/1471396521494/OED_PNB_fv3_v.png,//media.digikey.com/Photos/Kilo%20International%20Photos/OEDNI-50-2-7.jpg,226-4159-ND,OEDNI-50-2-5,Kilo International,KNOB KNURLED 0.250"" METAL,117,0,"6.44000","0","1","OED","Active","Cylindrical","Knurled, Diamond","0.250"" (6.35mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","-","Metal","Black Gloss","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3baa8cd0f68856d468c76/1471396521494/OED_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEDL-50%20BLK.jpg,226-1104-ND,OEDL-50-2-7,Kilo International,KNOB KNURLED 0.236"" METAL,114,0,"6.44000","0","1","OED","Active","Cylindrical","Knurled, Diamond","0.236"" (6.00mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Line on Top","Metal","Black Gloss","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3baa8cd0f68856d468c76/1471396521494/OED_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEDL-50%20CLR.jpg,226-2096-ND,OEDL-50-1-6,Kilo International,KNOB KNURLED 0.125"" METAL,111,0,"6.44000","0","1","OED","Active","Cylindrical","Knurled, Diamond","0.125"" (3.18mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Line on Top","Metal","Clear Gloss","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3baa8cd0f68856d468c76/1471396521494/OED_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEDA-50%20BLK.jpg,226-1136-ND,OEDA-50-2-5,Kilo International,KNOB KNURLED 0.250"" METAL,109,0,"6.44000","0","1","OED","Active","Cylindrical","Knurled, Diamond","0.250"" (6.35mm)","0.500"" (12.70mm)","0.625"" (15.88mm)","Arrow on Top","Metal","Black Gloss","6-32 Set Screw"
http://reports.daviesmolding.com/drawings/1914-N.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_1914.Jpg,1722-1083-ND,1914-N,"Davies Molding, LLC",KNOB SERRATED 0.250"" PHENOLIC,589,0,"6.48000","0","1","-","Active","Cylindrical","Serrated","0.250"" (6.35mm)","0.750"" (19.05mm)","0.480"" (12.20mm)","No Indicator","Phenolic","Black","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3baa8cd0f68856d468c76/1471396521494/OED_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEDA-63%20BLK.jpg,226-4141-ND,OEDA-63-4-7,Kilo International,KNOB KNURLED 0.236"" METAL,324,0,"6.53000","0","1","OED","Active","Cylindrical","Knurled, Diamond","0.236"" (6.00mm)","0.625"" (15.88mm)","0.625"" (15.88mm)","Arrow on Top","Metal","Black Matte","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3baa8cd0f68856d468c76/1471396521494/OED_PNB_fv3_v.png,//media.digikey.com/Photos/Kilo%20International%20Photos/OEDNI-63-2-7.jpg,226-4173-ND,OEDNI-63-2-7,Kilo International,KNOB KNURLED 0.236"" METAL,290,0,"6.53000","0","1","OED","Active","Cylindrical","Knurled, Diamond","0.236"" (6.00mm)","0.625"" (15.88mm)","0.625"" (15.88mm)","-","Metal","Black Gloss","6-32 Set Screw"
https://static1.squarespace.com/static/54efb6f4e4b0d7862a93d7f5/t/57b3bb009de4bb23fd59bfd2/1471396609443/OEJ_PNB_fv3_v.png,//media.digikey.com/photos/Kilo%20International%20Photos/OEJL-63%20BLK.jpg,226-1089-ND,OEJL-63-2-5,Kilo International,KNOB KNURLED 0.250"" METAL,240,0,"6.53000","0","1","OEJ","Active","Cylindrical","Knurled, Diamond","0.250"" (6.35mm)","0.625"" (15.88mm)","0.625"" (15.88mm)","Line on Top","Metal","Black Gloss","6-32 Set Screw"
