Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Size / Dimension","Thickness","Density","Material","Material Flammability Rating","Color"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-40EG/PSA0.125DISKPAD-ND,CF-40EG/PSA 0.125 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG/PSA 0.125 DISK P,0,0,"0.56875","0","1000","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-40EG/PSA0.125RINGPAD-ND,CF-40EG/PSA 0.125 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG/PSA 0.125 RING P,0,0,"0.56875","0","1000","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-40EG/PSA0.125SQUAREPAD-ND,CF-40EG/PSA 0.125 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG/PSA 0.125 SQUARE,0,0,"0.56875","0","1000","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-42EG0.75DISKPAD-ND,CF-42EG 0.75 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG 0.75 DISK PAD,0,0,"0.56875","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-42EG0.75RINGPAD-ND,CF-42EG 0.75 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG 0.75 RING PAD,0,0,"0.56875","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-42EG0.75SQUAREPAD-ND,CF-42EG 0.75 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG 0.75 SQUARE PAD,0,0,"0.56875","0","600","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-42EG/PSA0.125SQUAREPAD-ND,CF-42EG/PSA 0.125 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG/PSA 0.125 SQUARE,0,0,"0.56875","0","1000","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-45EG0.75DISKPAD-ND,CF-45EG 0.75 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG 0.75 DISK PAD,0,0,"0.56875","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-45EG0.75RINGPAD-ND,CF-45EG 0.75 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG 0.75 RING PAD,0,0,"0.56875","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-45EG0.75SQUAREPAD-ND,CF-45EG 0.75 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG 0.75 SQUARE PAD,0,0,"0.56875","0","600","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-45EG/PSA0.125DISKPAD-ND,CF-45EG/PSA 0.125 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG/PSA 0.125 DISK P,0,0,"0.56875","0","1000","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-45EG/PSA0.125RINGPAD-ND,CF-45EG/PSA 0.125 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG/PSA 0.125 RING P,0,0,"0.56875","0","1000","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-45EG/PSA0.125SQUAREPAD-ND,CF-45EG/PSA 0.125 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG/PSA 0.125 SQUARE,0,0,"0.56875","0","1000","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-47EG0.75DISKPAD-ND,CF-47EG 0.75 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG 0.75 DISK PAD,0,0,"0.56875","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-47EG0.75RINGPAD-ND,CF-47EG 0.75 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG 0.75 RING PAD,0,0,"0.56875","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-47EG0.75SQUAREPAD-ND,CF-47EG 0.75 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG 0.75 SQUARE PAD,0,0,"0.56875","0","600","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-47EG/PSA0.125DISKPAD-ND,CF-47EG/PSA 0.125 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG/PSA 0.125 DISK P,0,0,"0.56875","0","1000","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-47EG/PSA0.125RINGPAD-ND,CF-47EG/PSA 0.125 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG/PSA 0.125 RING P,0,0,"0.56875","0","1000","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-47EG/PSA0.125SQUAREPAD-ND,CF-47EG/PSA 0.125 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG/PSA 0.125 SQUARE,0,0,"0.56875","0","1000","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.125"" (3.18mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CFNT-EGS0.75DISKPAD-ND,CFNT-EGS 0.75 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS 0.75 DISK PAD,0,0,"0.56875","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CFNT-EGS/PSA0.125DISKPAD-ND,CFNT-EGS/PSA 0.125 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 0.125 DISK,0,0,"0.56875","0","1000","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.125"" (3.18mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CFNT-EGS/PSA0.125RINGPAD-ND,CFNT-EGS/PSA 0.125 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 0.125 RING,0,0,"0.56875","0","1000","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.125"" (3.18mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CFNT-EGS/PSA0.125SQUAREPAD-ND,CFNT-EGS/PSA 0.125 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 0.125 SQUAR,0,0,"0.56875","0","1000","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.125"" (3.18mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-40EG/PSA0.25DISKPAD-ND,CF-40EG/PSA 0.25 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG/PSA 0.25 DISK PA,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.250"" (6.35mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-40EG/PSA0.25RINGPAD-ND,CF-40EG/PSA 0.25 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG/PSA 0.25 RING PA,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.250"" (6.35mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-40EG/PSA0.25SQUAREPAD-ND,CF-40EG/PSA 0.25 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG/PSA 0.25 SQUARE,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.250"" (6.35mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-42EG/PSA0.25DISKPAD-ND,CF-42EG/PSA 0.25 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG/PSA 0.25 DISK PA,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.250"" (6.35mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-42EG/PSA0.25RINGPAD-ND,CF-42EG/PSA 0.25 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG/PSA 0.25 RING PA,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.250"" (6.35mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-42EG/PSA0.25SQUAREPAD-ND,CF-42EG/PSA 0.25 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG/PSA 0.25 SQUARE,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.250"" (6.35mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-45EG/PSA0.25DISKPAD-ND,CF-45EG/PSA 0.25 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG/PSA 0.25 DISK PA,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.250"" (6.35mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-45EG/PSA0.25RINGPAD-ND,CF-45EG/PSA 0.25 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG/PSA 0.25 RING PA,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.250"" (6.35mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-45EG/PSA0.25SQUAREPAD-ND,CF-45EG/PSA 0.25 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG/PSA 0.25 SQUARE,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.250"" (6.35mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-47EG/PSA0.25DISKPAD-ND,CF-47EG/PSA 0.25 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG/PSA 0.25 DISK PA,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.250"" (6.35mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-47EG/PSA0.25RINGPAD-ND,CF-47EG/PSA 0.25 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG/PSA 0.25 RING PA,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.250"" (6.35mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-47EG/PSA0.25SQUAREPAD-ND,CF-47EG/PSA 0.25 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG/PSA 0.25 SQUARE,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.250"" (6.35mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CFNT-EGS/PSA0.25DISKPAD-ND,CFNT-EGS/PSA 0.25 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 0.25 DISK P,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.250"" (6.35mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CFNT-EGS/PSA0.25RINGPAD-ND,CFNT-EGS/PSA 0.25 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 0.25 RING P,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.250"" (6.35mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CFNT-EGS/PSA0.25SQUAREPAD-ND,CFNT-EGS/PSA 0.25 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 0.25 SQUARE,0,0,"0.61250","0","600","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.250"" (6.35mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-40EG1.0SQUAREPAD-ND,CF-40EG 1.0 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG 1.0 SQUARE PAD,0,0,"0.65626","0","500","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-42EG1.0DISKPAD-ND,CF-42EG 1.0 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG 1.0 DISK PAD,0,0,"0.65626","0","500","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-42EG1.0RINGPAD-ND,CF-42EG 1.0 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG 1.0 RING PAD,0,0,"0.65626","0","500","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-42EG1.0SQUAREPAD-ND,CF-42EG 1.0 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG 1.0 SQUARE PAD,0,0,"0.65626","0","500","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-45EG1.0DISKPAD-ND,CF-45EG 1.0 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG 1.0 DISK PAD,0,0,"0.65626","0","500","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-45EG1.0RINGPAD-ND,CF-45EG 1.0 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG 1.0 RING PAD,0,0,"0.65626","0","500","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-45EG1.0SQUAREPAD-ND,CF-45EG 1.0 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG 1.0 SQUARE PAD,0,0,"0.65626","0","500","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-47EG1.0SQUAREPAD-ND,CF-47EG 1.0 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG 1.0 SQUARE PAD,0,0,"0.65626","0","500","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CFNT-EGS1.0DISKPAD-ND,CFNT-EGS 1.0 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS 1.0 DISK PAD,0,0,"0.65626","0","500","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CFNT-EGS1.0SQUAREPAD-ND,CFNT-EGS 1.0 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS 1.0 SQUARE PAD,0,0,"0.65626","0","500","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","1.000"" (25.40mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-40EG/PSA0.5DISKPAD-ND,CF-40EG/PSA 0.5 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG/PSA 0.5 DISK PAD,0,0,"0.70000","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.500"" (12.70mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-42EG/PSA0.5DISKPAD-ND,CF-42EG/PSA 0.5 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG/PSA 0.5 DISK PAD,0,0,"0.70000","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.500"" (12.70mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-45EG/PSA0.5SQUAREPAD-ND,CF-45EG/PSA 0.5 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG/PSA 0.5 SQUARE P,0,0,"0.70000","0","600","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.500"" (12.70mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-47EG/PSA0.5DISKPAD-ND,CF-47EG/PSA 0.5 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG/PSA 0.5 DISK PAD,0,0,"0.70000","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.500"" (12.70mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-47EG/PSA0.5RINGPAD-ND,CF-47EG/PSA 0.5 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG/PSA 0.5 RING PAD,0,0,"0.70000","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.500"" (12.70mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CFNT-EGS/PSA0.5DISKPAD-ND,CFNT-EGS/PSA 0.5 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 0.5 DISK PA,0,0,"0.70000","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.500"" (12.70mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CFNT-EGS/PSA0.5RINGPAD-ND,CFNT-EGS/PSA 0.5 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 0.5 RING PA,0,0,"0.70000","0","600","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.500"" (12.70mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CFNT-EGS/PSA0.5SQUAREPAD-ND,CFNT-EGS/PSA 0.5 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 0.5 SQUARE,0,0,"0.70000","0","600","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.500"" (12.70mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-40EG/PSA0.75DISKPAD-ND,CF-40EG/PSA 0.75 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG/PSA 0.75 DISK PA,0,0,"0.83790","0","400","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-40EG/PSA0.75RINGPAD-ND,CF-40EG/PSA 0.75 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG/PSA 0.75 RING PA,0,0,"0.83790","0","400","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-40EG/PSA0.75SQUAREPAD-ND,CF-40EG/PSA 0.75 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG/PSA 0.75 SQUARE,0,0,"0.83790","0","400","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-42EG/PSA0.75DISKPAD-ND,CF-42EG/PSA 0.75 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG/PSA 0.75 DISK PA,0,0,"0.83790","0","400","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-42EG/PSA0.75RINGPAD-ND,CF-42EG/PSA 0.75 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG/PSA 0.75 RING PA,0,0,"0.83790","0","400","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-42EG/PSA0.75SQUAREPAD-ND,CF-42EG/PSA 0.75 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG/PSA 0.75 SQUARE,0,0,"0.83790","0","400","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
