Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Size / Dimension","Thickness","Density","Material","Material Flammability Rating","Color"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-45EG/PSA0.75DISKPAD-ND,CF-45EG/PSA 0.75 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG/PSA 0.75 DISK PA,0,0,"0.83790","0","400","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-45EG/PSA0.75RINGPAD-ND,CF-45EG/PSA 0.75 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG/PSA 0.75 RING PA,0,0,"0.83790","0","400","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-45EG/PSA0.75SQUAREPAD-ND,CF-45EG/PSA 0.75 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG/PSA 0.75 SQUARE,0,0,"0.83790","0","400","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-47EG/PSA0.75DISKPAD-ND,CF-47EG/PSA 0.75 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG/PSA 0.75 DISK PA,0,0,"0.83790","0","400","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-47EG/PSA0.75RINGPAD-ND,CF-47EG/PSA 0.75 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG/PSA 0.75 RING PA,0,0,"0.83790","0","400","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-47EG/PSA0.75SQUAREPAD-ND,CF-47EG/PSA 0.75 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG/PSA 0.75 SQUARE,0,0,"0.83790","0","400","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.750"" (19.05mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CFNT-EGS/PSA0.75SQUAREPAD-ND,CFNT-EGS/PSA 0.75 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 0.75 SQUARE,0,0,"0.83790","0","400","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","0.750"" (19.05mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-40EG/PSA1.0DISKPAD-ND,CF-40EG/PSA 1.0 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG/PSA 1.0 DISK PAD,0,0,"0.93100","0","360","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-40EG/PSA1.0RINGPAD-ND,CF-40EG/PSA 1.0 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG/PSA 1.0 RING PAD,0,0,"0.93100","0","360","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-40EG/PSA1.0SQUAREPAD-ND,CF-40EG/PSA 1.0 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-40EG/PSA 1.0 SQUARE P,0,0,"0.93100","0","360","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Yellow"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-42EG/PSA1.0SQUAREPAD-ND,CF-42EG/PSA 1.0 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-42EG/PSA 1.0 SQUARE P,0,0,"0.93100","0","360","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Pink"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-45EG/PSA1.0SQUAREPAD-ND,CF-45EG/PSA 1.0 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-45EG/PSA 1.0 SQUARE P,0,0,"0.93100","0","360","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Blue"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CF-47EG/PSA1.0DISKPAD-ND,CF-47EG/PSA 1.0 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG/PSA 1.0 DISK PAD,0,0,"0.93100","0","360","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CF-47EG/PSA1.0RINGPAD-ND,CF-47EG/PSA 1.0 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG/PSA 1.0 RING PAD,0,0,"0.93100","0","360","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CF-47EG/PSA1.0SQUAREPAD-ND,CF-47EG/PSA 1.0 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CF-47EG/PSA 1.0 SQUARE P,0,0,"0.93100","0","360","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","1.000"" (25.40mm)","96.1 kg/m³","Polyurethane","UL94 HF-1","Green"
http://multimedia.3m.com/mws/media/1383349O/e-a-r-confor-disk-pad-print.pdf,-,CFNT-EGS/PSA1.0DISKPAD-ND,CFNT-EGS/PSA 1.0 DISK PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 1.0 DISK PA,0,0,"0.93100","0","360","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383351O/e-a-r-confor-ring-pad-print.pdf,-,CFNT-EGS/PSA1.0RINGPAD-ND,CFNT-EGS/PSA 1.0 RING PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 1.0 RING PA,0,0,"0.93100","0","360","CONFOR™ EG","Active","1.00"" Diameter (25.4mm)","1.000"" (25.40mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1383350O/e-a-r-confor-square-pad-print.pdf,-,CFNT-EGS/PSA1.0SQUAREPAD-ND,CFNT-EGS/PSA 1.0 SQUARE PAD,"3M - Aearo Technologies, LLC",CONFOR CFNT-EGS/PSA 1.0 SQUARE,0,0,"0.93100","0","360","CONFOR™ EG","Active","1.00"" W x 1.00"" L (25.4mm x 25.4mm)","1.000"" (25.40mm)","83 kg/m³","Polyurethane","UL94 HBF","Yellow"
http://multimedia.3m.com/mws/media/1341217O/e-a-r-confor-cftf-product-bulletin.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF930.jpg",EAR1047-ND,CF93008,"3M - Aearo Technologies, LLC",CONFOR CFTF .08 MMT X 6""X 10 YAR,0,0,"Obsolete","0","6","CONFOR™ TF","Obsolete","6.00"" W x 30.00' L (152.4mm x 9.1m)","0.003"" (0.08mm)","-","Polyurethane","-","Black"
http://multimedia.3m.com/mws/media/1341217O/e-a-r-confor-cftf-product-bulletin.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF930.jpg",EAR1048-ND,CF93010,"3M - Aearo Technologies, LLC",CONFOR CFTF .10 MMT X 6""X 10 YAR,0,0,"Obsolete","0","6","CONFOR™ TF","Obsolete","6.00"" W x 30.00' L (152.4mm x 9.1m)","0.004"" (0.10mm)","-","Polyurethane","-","Black"
http://multimedia.3m.com/mws/media/1341217O/e-a-r-confor-cftf-product-bulletin.pdf,"//media.digikey.com/Photos/Aearo-Technologies,-LLC/MFG_CF930.jpg",EAR1050-ND,CF93015,"3M - Aearo Technologies, LLC",CONFOR CFTF .15 MMT X 6""X 10 YAR,0,0,"Obsolete","0","6","CONFOR™ TF","Obsolete","6.00"" W x 30.00' L (152.4mm x 9.1m)","0.006"" (0.15mm)","-","Polyurethane","-","Black"
