Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Thread Size","Thickness","Width","Material","Plating"
https://cadlinks.rafhdwe.com/dk2d/M3566-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/M3566-SS.jpg,1772-2570-ND,M3566-SS,RAF Electronic Hardware,19MM RD X 6MM X M8,150,760,"10.75000","0","1","-","Active","Thumb","M8x1.25","0.472"" (11.99mm)","0.748"" (19.00mm)","Stainless Steel","-"
http://www.essentracomponents.com/wcsstore7.00.00.1011/ExtendedSitesCatalogAssetStore/images/Web%20Feed%20Documents/std.lang.all/42690.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_KNF-40.jpg,RPC4178-ND,KNF-40,Essentra Components,KWIK NUT 0.370"" NYLON M4,3385,0,"0.31000","0","1","KNF","Obsolete","Kwik","M4","0.190"" (4.83mm)","0.370"" (9.40mm)","Nylon","-"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/5^16-24%20AJ%206.JPG,335-1053-ND,5/16-24 AJ 6,APM Hexseal,HEX SEAL NUT 1/2"" STEEL 5/16-24,129,0,"2.64000","0","1","SEELNUT®","Active","Hex (Self Sealing)","5/16""-24","0.266"" (6.76mm) 17/64""","0.500"" (12.70mm) 1/2""","Steel","Zinc"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/3^8-24%20AJ%206.JPG,335-1055-ND,3/8-24 AJ 6,APM Hexseal,HEX SEAL NUT 9/16"" STEEL 3/8-24,145,0,"2.86000","0","1","SEELNUT®","Active","Hex (Self Sealing)","3/8""-24","0.328"" (8.33mm) 21/64""","0.562"" (14.27mm) 9/16""","Steel","Zinc"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/1^2-20%20AJ%206.JPG,335-1058-ND,1/2-20 AJ 6,APM Hexseal,HEX SEAL NUT 3/4"" STEEL 1/2-20,141,0,"2.86000","0","1","SEELNUT®","Active","Hex (Self Sealing)","1/2""-20","0.422"" (10.72mm) 27/64""","0.750"" (19.05mm) 3/4""","Steel","Zinc"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/5^8-18%20AJ%206.JPG,335-1059-ND,5/8-18 AJ 6,APM Hexseal,HEX SEAL NUT 15/16"" STEEL 5/8-18,585,0,"3.54000","0","1","SEELNUT®","Active","Hex (Self Sealing)","5/8""-18","0.547"" (13.89mm) 35/64""","0.937"" (23.80mm) 15/16""","Steel","Zinc"
http://www.keyelco.com/product-pdf.cfm?p=2221,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_960x.jpg,36-9603-ND,9603,Keystone Electronics,HEX NUT 1/4"" STEEL 8-32,6855,22900,"0.10000","0","1","-","Active","Hex","#8-32","-","0.250"" (6.35mm) 1/4""","Steel","Zinc"
http://www.keyelco.com/product-pdf.cfm?p=2220,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_960x.jpg,36-9602-ND,9602,Keystone Electronics,HEX NUT 5/16"" STEEL 6-32,6689,0,"0.10000","0","1","-","Active","Hex","#6-32","-","0.312"" (7.92mm) 5/16""","Steel","Zinc"
http://www.keyelco.com/product-pdf.cfm?p=1594,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_1458.jpg,36-1458-ND,1458,Keystone Electronics,HEX NUT 9/16"" BRASS 15/32-32,848,0,"0.30000","0","1","-","Active","Hex","15/32""-32","0.078"" (1.98mm)","0.562"" (14.27mm) 9/16""","Brass","Nickel"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-981.jpg,1920-1115-ND,7211 981,Altech Corporation,LOCKNUT NYLON M20 GRY,836,7750,"0.44000","0","1","-","Active","Locknut","M20x1.5","0.197"" (5.00mm)","0.945"" (24.00mm)","Polyamide","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CGLN.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_CGLN-M12-BK.jpg,RPC3029-ND,CGLN-M20-BK,Essentra Components,LOCK NUT 1.062"" NYLON M20,569,0,"0.50000","0","1","CGLN","Active","Locknut","M20","0.236"" (6.00mm)","1.062"" (26.97mm) 1 1/16""","Nylon","-"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-495.jpg,1920-1110-ND,7211 495,Altech Corporation,LOCKNUT NYLON 3/8 NPT BLK,415,6600,"0.58000","0","1","-","Active","Locknut","NPT-3/8","0.197"" (5.00mm)","0.866"" (22.00mm)","Polyamide","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CGLN.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_CGLN-xxx.jpg,RPC3639-ND,CGLN-NPT-3/8-BK,Essentra Components,LOCK NUT 0.866"" NYLON NPT-3/8,0,0,"0.87000","0","1","CGLN","Active","Locknut","NPT-3/8","0.197"" (5.00mm)","0.866"" (22.00mm)","Nylon","-"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-496.jpg,1920-1112-ND,7211 497,Altech Corporation,LOCKNUT NYLON 3/4""NPT BLK,523,2575,"1.07000","0","1","-","Active","Locknut","NPT-3/4","0.256"" (6.50mm)","1.417"" (36.00mm)","Polyamide","-"
https://cadlinks.rafhdwe.com/dk2d/7211-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/721x-SS.JPG,1772-1845-ND,7211-SS,RAF Electronic Hardware,5/16HD X 1/4 X 4-40 THD,951,5426,"1.24000","0","1","-","Active","Thumb","#4-40","0.250"" (6.35mm) 1/4""","0.312"" (7.92mm) 5/16""","Stainless Steel","-"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/1504084.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1504084.jpg,277-2673-ND,1504084,Phoenix Contact,HEX NUT BRASS PG9,749,893,"1.35000","0","1","-","Active","Hex","PG9","0.110"" (2.79mm)","-","Brass","Nickel"
//media.digikey.com/PDF/Data%20Sheets/Phoenix%20Contact%20PDFs/1504097.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1504097.jpg,277-2682-ND,1504097,Phoenix Contact,HEX NUT BRASS M16,577,1158,"1.35000","0","1","-","Active","Hex","M16","0.110"" (2.79mm)","-","Brass","Nickel"
http://www.essentracomponents.com.sg/images-line/pdfs/CGLN.pdf,//media.digikey.com/Photos/Richco%20Photos/CGLN-NPT-1-BK.JPG,RP844-ND,CGLN-NPT-1-BK,Essentra Components,LOCK NUT 1.653"" NYLON NPT-1,434,0,"1.97000","0","1","CGLN","Active","Locknut","NPT-1","0.276"" (7.00mm)","1.654"" (42.00mm)","Nylon","-"
-,//media.digikey.com/photos/Building%20Fasteners%20Photos/MHNZ%20004.JPG,H763-ND,MHNZ 004,B&F Fastener Supply,HEX NUT 0.276"" M4,9900,0,"0.04620","0","100","-","Active","Hex","M4","-","0.276"" (7.01mm)","-","Zinc"
http://www.fasnetdirect.com/refguide/Nutshexmachine.pdf,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/HNZ-102.jpg,H228-ND,HNZ 102,B&F Fastener Supply,HEX NUT 3/8"" 10-32,3900,0,"0.05270","0","100","-","Active","Hex","#10-32","0.125"" (3.18mm) 1/8""","0.375"" (9.53mm) 3/8""","-","Zinc"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/MHNZ%20006.jpg,H765-ND,MHNZ 006,B&F Fastener Supply,HEX NUT 0.394"" M6,700,0,"0.05870","0","100","-","Active","Hex","M6","-","0.394"" (10.01mm)","-","Zinc"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/MHNZ%20005.jpg,H764-ND,MHNZ 005,B&F Fastener Supply,HEX NUT 0.315"" M5,2400,0,"0.05890","0","100","-","Active","Hex","M5","-","0.315"" (8.00mm)","-","Zinc"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/HNSS-025-20.jpg,H233-ND,HNSS 025 20,B&F Fastener Supply,HEX NUT 7/16"" STN STEEL 1/4-20,971,0,"0.24900","0","10","-","Active","Hex","1/4""-20","0.219"" (5.56mm) 7/32""","0.437"" (11.10mm) 7/16""","Stainless Steel","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=69,//media.digikey.com/Photos/Switchcraft%20Photos/P10531.JPG,SC2531-ND,P10531,Switchcraft Inc.,LOCK NUT 9/16"" COPPER ALLOY,1000,0,"0.32000","0","1","-","Active","Locknut","15/32""-32","0.062"" (1.57mm) 1/16""","0.562"" (14.27mm) 9/16""","Copper Alloy","Nickel"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=69,//media.digikey.com/Photos/Switchcraft%20Photos/P11501.JPG,SC1511-ND,P11501,Switchcraft Inc.,LOCK NUT 3/8"" COPPER ALLOY 1/4,506,0,"0.32000","0","1","-","Active","Locknut","1/4""-32","0.062"" (1.57mm) 1/16""","0.375"" (9.53mm) 3/8""","Copper Alloy","Nickel"
//media.digikey.com/PDF/Data%20Sheets/BUD%20Industries%20PDFs/Accessories%20Hardware.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/9621.JPG,377-1956-ND,9621,Bud Industries,CLIP NUT STEEL 12-24,129,7000,"0.60000","0","1","-","Active","Clip","#12-24","-","-","Steel","Zinc"
http://www.switchcraft.com/Drawings/Jack_Mounting_Hardware.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/P10091.JPG,SC1525-ND,P10091,Switchcraft Inc.,KNURLED NUT 1/2"" COPPER ALLOY,352,0,"0.87000","0","1","-","Active","Knurled","3/8""-32","0.062"" (1.57mm) 1/16""","0.500"" (12.70mm) 1/2""","Copper Alloy","Nickel"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1640715,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1640715.jpg,277-13593-ND,1640715,Phoenix Contact,HEX NUT PLASTIC,50,0,"1.37000","0","1","-","Active","Hex","-","-","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=2193,//media.digikey.com/Photos/Keystone%20Elect%20Photos/4342.JPG,36-4342-ND,4342,Keystone Electronics,BLIND CAPTIVE NUT 5/16"" NYL 6-32,430,400,"1.44000","0","1","-","Active","Blind Captive","#6-32","0.375"" (9.53mm) 3/8""","0.312"" (7.92mm) 5/16""","Nylon","-"
//media.digikey.com/PDF/Data%20Sheets/APM%20Hexseal%20PDFs/SEELNUT.pdf,//media.digikey.com/Photos/APM%20Hexseal%20Photos/8-32%20AJ%206.JPG,335-1160-ND,8-32 AJ 6,APM Hexseal,HEX SEAL NUT 11/32"" STEEL 8-32,46,0,"2.38000","0","1","SEELNUT®","Active","Hex (Self Sealing)","#8-32","0.156"" (3.96mm) 5/32""","0.344"" (8.74mm) 11/32""","Steel","-"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/HNZ-050-13.jpg,H835-ND,HNZ 050 13,B&F Fastener Supply,HEX NUT 1/2-13,760,0,"0.25200","0","10","-","Active","Hex","1/2""-13","-","-","-","Zinc"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/HNZ-044-14.jpg,H834-ND,HNZ 044 14,B&F Fastener Supply,HEX NUT 7/16-14,750,0,"0.25900","0","10","-","Active","Hex","7/16""-14","-","-","-","Zinc"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/HNSS-031-18.jpg,H234-ND,HNSS 031 18,B&F Fastener Supply,HEX NUT 1/2"" STN STEEL 5/16-18,140,0,"0.27700","0","10","-","Active","Hex","5/16""-18","0.266"" (6.76mm) 17/64""","0.500"" (12.70mm) 1/2""","Stainless Steel","-"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/HNSS-050-13.jpg,H237-ND,HNSS 050 13,B&F Fastener Supply,HEX NUT 3/4"" STN STEEL 1/2-13,490,0,"0.60800","0","10","-","Active","Hex","1/2""-13","0.437"" (11.10mm) 7/16""","0.750"" (19.05mm) 3/4""","Stainless Steel","-"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/1^4-20%20AJ%206.JPG,335-1050-ND,1/4-20 AJ 6,APM Hexseal,HEX SEAL NUT 7/16"" STEEL 1/4-20,42,0,"2.64000","0","1","SEELNUT®","Active","Hex (Self Sealing)","1/4""-20","0.219"" (5.56mm) 7/32""","0.437"" (11.10mm) 7/16""","Steel","-"
-,//media.digikey.com/photos/APM%20Hexseal%20Photos/3^8-16%20AJ%206.JPG,335-1054-ND,3/8-16 AJ 6,APM Hexseal,HEX SEAL NUT 9/16"" STEEL 3/8-16,80,0,"2.86000","0","1","SEELNUT®","Active","Hex (Self Sealing)","3/8""-16","0.328"" (8.33mm) 21/64""","0.562"" (14.27mm) 9/16""","Steel","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=66,-,SC2808-ND,P10001,Switchcraft Inc.,LOCK NUT 1/2"" COPPER ALLOY 3/8,859,0,"0.32000","0","1","-","Active","Locknut","3/8""-32","0.094"" (2.39mm) 3/32""","0.500"" (12.70mm) 1/2""","Copper Alloy","Nickel"
http://www.switchcraft.com/Drawings/Jack_Mounting_Hardware.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/P10531.JPG,SC2809-ND,P1975,Switchcraft Inc.,LOCK NUT 5/16"" COPPER ALLOY 1/4,609,0,"0.32000","0","1","-","Active","Locknut","1/4""-32","0.062"" (1.57mm) 1/16""","0.312"" (7.92mm) 5/16""","Copper Alloy","Nickel"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-852.jpg,1920-2255-ND,7211 852,Altech Corporation,PG9 LOCKNUT BLACKPA,941,1850,"0.37000","0","1","-","Active","Locknut","PG9","0.197"" (5.00mm)","0.866"" (22.00mm)","Polyamide","-"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-851.jpg,1920-2254-ND,7211 851,Altech Corporation,PG7 LOCKNUT BLACKPA,233,3500,"0.37000","0","1","-","Active","Locknut","PG7","0.197"" (5.00mm)","0.748"" (19.00mm)","Polyamide","-"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-980.jpg,1920-2165-ND,7211 980,Altech Corporation,M16 LOCKNUT LT GRAYPA,107,2200,"0.37000","0","1","-","Active","Locknut","M16x1.5","0.197"" (5.00mm)","0.866"" (22.00mm)","Polyamide","-"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-976.jpg,1920-2272-ND,7211 976,Altech Corporation,M20 LOCKNUT BLACKPA,229,1050,"0.44000","0","1","-","Active","Locknut","M20x1.5","0.197"" (5.00mm)","0.945"" (24.00mm)","Polyamide","-"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-883.jpg,1920-2263-ND,7211 883,Altech Corporation,PG11 LOCKNUTLT GRAYPA,102,0,"0.44000","0","1","-","Active","Locknut","PG11","0.197"" (5.00mm)","0.945"" (24.00mm)","Polyamide","-"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-485.jpg,1920-2251-ND,7211 485,Altech Corporation,NPT3/8 LOCKNUTPA GRAY,145,1550,"0.58000","0","1","-","Active","Locknut","NPT-3/8","0.197"" (5.00mm)","0.866"" (22.00mm)","Polyamide","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=95,//media.digikey.com/photos/Switchcraft%20Photos/T10711.JPG,SC2827-ND,T10711,Switchcraft Inc.,KNURLED NUT 5/8"" COPPER ALLOY,535,0,"0.64000","0","1","-","Active","Knurled","15/32""-32","0.094"" (2.39mm) 3/32""","0.625"" (15.88mm) 5/8""","Copper Alloy","Nickel"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-856.jpg,1920-2257-ND,7211 856,Altech Corporation,PG21 LOCKNUT BLACKPA,119,800,"0.73000","0","1","-","Active","Locknut","PG21","0.256"" (6.50mm)","1.417"" (36.00mm)","Polyamide","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1772450000.pdf,-,281-5869-ND,1772450000,Weidmüller,LOCK NUT 0.866"" POLYAMIDE M16,689,700,"1.00000","0","1","-","Active","Locknut","M16x1.5","0.197"" (5.00mm)","0.866"" (22.00mm)","Polyamide","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1640702,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1640702.jpg,277-16285-ND,1640702,Phoenix Contact,HEX NUT PLASTIC,777,0,"1.09000","0","1","-","Active","Hex","M20x1.5","-","-","-","-"
https://cadlinks.rafhdwe.com/dk2d/M3561-b/,-,1772-1429-ND,M3561-B-12,RAF Electronic Hardware,8MM RD X 6MM X M3,420,0,"1.13000","0","1","-","Active","Thumb","M3x0.5","0.236"" (6.00mm)","0.315"" (8.00mm)","Brass","Zinc, Clear Chromate"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1772470000.pdf,//media.digikey.com/Photos/Weidmuller/1772470000.jpg,281-4751-ND,1772470000,Weidmüller,LOCK NUT 1.260"" POLYAMIDE M25,595,1600,"1.32000","0","1","-","Active","Locknut","M25x1.5","0.236"" (6.00mm)","1.260"" (32.00mm)","Polyamide","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1772480000.pdf,//media.digikey.com/Photos/Weidmuller/MFG_1772480000.jpg,281-4752-ND,1772480000,Weidmüller,LOCK NUT 1.614"" POLYAMIDE M32,596,1900,"1.44000","0","1","-","Active","Locknut","M32x1.5","0.276"" (7.00mm)","1.614"" (41.00mm)","Polyamide","-"
https://cadlinks.rafhdwe.com/dk2d/7212-b/,-,1772-3070-ND,7212-B-5,RAF Electronic Hardware,3/8HD X 9/32 X 6-32 THD,999,0,"1.47000","0","1","-","Active","Thumb","#6-32","0.281"" (7.14mm)","0.375"" (9.53mm) 3/8""","Brass","Nickel"
http://www.essentracomponents.com.sg/images-line/pdfs/CGLN.pdf,//media.digikey.com/Photos/Richco%20Photos/CGLN-M40-BK.JPG,RP842-ND,CGLN-M40-BK,Essentra Components,LOCK NUT 1.969"" NYLON M40,330,0,"1.56000","0","1","CGLN","Active","Locknut","M40","0.276"" (7.00mm)","1.969"" (50.00mm)","Nylon","-"
http://www.panduit.com/heiler/PartDrawings/C41701-00.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_BGN1032-C.jpg,298-14202-ND,BGN1032-C,Panduit Corp,LOCK NUT 0.380"" 10-32,570,0,"1.71000","0","1","-","Active","Locknut","#10-32","-","0.380"" (9.65mm)","-","-"
-,//media.digikey.com/Photos/Amphenol%20Photos/APTM-AMBPA012-001.jpg,1754-1485-ND,APTM-AMBPA012-001,Amphenol LTW,NUT M12X1.5 BRASS C3604,396,0,"1.72000","0","1","-","Active","-","M12","-","-","Brass","-"
https://cadlinks.rafhdwe.com/dk2d/M3563-ss/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/M3563-SS.JPG,1772-1982-ND,M3563-SS,RAF Electronic Hardware,10MM RD X 7MM X M4,956,3175,"1.78000","0","1","-","Active","Thumb","M4x0.7","0.276"" (7.00mm)","0.394"" (10.01mm)","Stainless Steel","-"
https://cadlinks.rafhdwe.com/dk2d/7213-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/7213-SS.JPG,1772-1846-ND,7213-SS,RAF Electronic Hardware,7/16HD X 9/32 X 8-32 THD,920,7358,"1.86000","0","1","-","Active","Thumb","#8-32","0.281"" (7.14mm) 9/32""","0.437"" (11.10mm) 7/16""","Stainless Steel","-"
https://cadlinks.rafhdwe.com/dk2d/M3565-b/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/M3565-B-12.jpg,1772-1306-ND,M3565-B-12,RAF Electronic Hardware,13MM RD X 13MM X M6,474,0,"2.02000","0","1","-","Active","Thumb","M6x1","0.354"" (9.00mm)","0.512"" (13.00mm)","Brass","Zinc, Clear Chromate"
https://cadlinks.rafhdwe.com/dk2d/M3565-al/,-,1772-4234-ND,M3565-AL,RAF Electronic Hardware,13MM RD X 13MM X M6,500,0,"2.09000","0","1","-","Active","Thumb","M6x1","0.354"" (9.00mm)","0.512"" (13.00mm)","Aluminum","-"
https://cadlinks.rafhdwe.com/dk2d/M3564-s/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/M3564-S-12.JPG,1772-3493-ND,M3564-S-12,RAF Electronic Hardware,13MM RD X 13MM X M5,500,0,"2.22000","0","1","-","Active","Thumb","M5x0.8","0.354"" (9.00mm)","0.512"" (13.00mm)","Steel","Zinc, Clear Chromate"
https://cadlinks.rafhdwe.com/dk2d/7215-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/7215-SS.JPG,1772-1840-ND,7215-SS,RAF Electronic Hardware,1/2HD X 11/32 X 10-32 THD,441,26102,"2.29000","0","1","-","Active","Thumb","#10-32","0.344"" (8.74mm) 11/32""","0.500"" (12.70mm) 1/2""","Stainless Steel","-"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-888.jpg,1920-2267-ND,7211 888,Altech Corporation,PG36 LOCKNUTLT GRAYPA,30,170,"2.38000","0","1","-","Active","Locknut","PG36","0.315"" (8.00mm)","2.362"" (60.00mm)","Polyamide","-"
https://cadlinks.rafhdwe.com/dk2d/M3564-b/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/M3564-B-12.jpg,1772-1945-ND,M3564-B-12,RAF Electronic Hardware,13MM RD X 13MM X M5,996,0,"2.44000","0","1","-","Active","Thumb","M5x0.8","0.354"" (9.00mm)","0.512"" (13.00mm)","Brass","Zinc, Clear Chromate"
https://cadlinks.rafhdwe.com/dk2d/M3565-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/M3565-SS.JPG,1772-1153-ND,M3565-SS,RAF Electronic Hardware,13MM RD X 13MM X M6,291,1809,"2.88000","0","1","-","Active","Thumb","M6x1","0.354"" (9.00mm)","0.512"" (13.00mm)","Stainless Steel","-"
https://cadlinks.rafhdwe.com/dk2d/M3563-b/,-,1772-4233-ND,M3563-B-12,RAF Electronic Hardware,10MM RD X 7MM X M4,500,0,"3.42000","0","1","-","Active","Thumb","M4x0.7","0.276"" (7.00mm)","0.394"" (10.00mm)","Brass","Zinc, Clear Chromate"
https://cadlinks.rafhdwe.com/dk2d/M3560-b/,-,1772-4231-ND,M3560-B-12,RAF Electronic Hardware,6MM RD X 6MM X M2.5,350,0,"3.53000","0","1","-","Active","Thumb","M2.5x0.45","0.236"" (6.00mm)","0.236"" (6.00mm)","Brass","Zinc, Clear Chromate"
https://cadlinks.rafhdwe.com/dk2d/M3561-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/7215-SS.JPG,1772-3498-ND,M3561-SS,RAF Electronic Hardware,8MM RD X 6MM X M3,195,1016,"3.69000","0","1","-","Active","Thumb","M3x0.5","0.236"" (5.99mm)","0.315"" (8.00mm)","Stainless Steel","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1737030000.pdf,//media.digikey.com/photos/Weidmuller/MFG_1737030000.JPG,281-5843-ND,1737030000,Weidmüller,LOCK NUT 1.811"" BRASS M40,60,100,"4.84000","0","1","-","Active","Locknut","M40x1.5","0.177"" (4.50mm)","1.811"" (46.00mm)","Brass","Nickel"
https://www.hammfg.com/files/parts/pdf/RM440SN100BK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM440SN100BK.jpg,HM5755-ND,RM440SN100BK,Hammond Manufacturing,SPEED NUTS 4-40 100/PK,39,27,"15.43000","0","1","RM","Active","-","#4-40","-","-","-","-"
https://www.hammfg.com/dci/products/accessories/cagnut.pdf,-,164-CAGNUTM6-100-ND,CAGNUTM6-100,Hammond Manufacturing,CAGE NUT M6 SQUARE 100PC,20,21,"44.63000","0","1","*","Active","Cage","M6","-","-","-","Zinc"
https://us.schurter.com/pdf/english/typ_TS-701.pdf,-,486-5899-ND,A-0701-HT-P,Schurter Inc.,KNURLED NUT PLASTIC 3/8"",500,400,"0.17000","0","1","-","Active","Knurled","-","-","-","-","-"
https://us.schurter.com/pdf/english/typ_TS-701.pdf,-,486-5901-ND,A-0701-HT-H,Schurter Inc.,HEX NUT 3/8"" METAL,500,0,"0.18000","0","1","-","Active","Hex","-","-","-","-","-"
https://us.schurter.com/pdf/english/typ_TS-709.pdf,-,486-5898-ND,A-0709-H,Schurter Inc.,NUT,600,100,"0.42000","0","1","-","Active","-","-","-","-","-","-"
https://us.schurter.com/pdf/english/typ_TS-701.pdf,-,486-5897-ND,A-0709-K,Schurter Inc.,KNURLED NUT METAL,300,400,"0.42000","0","1","-","Active","Knurled","-","-","-","-","-"
-,//media.digikey.com/Photos/TE%20Connectivity/21022-2.jpg,A128435-ND,21022-2,TE Application Tooling,"NUT,HEX,SELF-LKG,THIN",400,0,"0.68000","0","1","-","Active","Hex","-","-","-","-","-"
-,-,A128431-ND,21018-5,TE Application Tooling,"NUT,HEX,MACH SCREW",393,0,"0.75000","0","1","-","Active","Hex","-","-","-","-","-"
-,//media.digikey.com/Photos/TE%20Connectivity/21020-3.jpg,A128432-ND,21020-3,TE Application Tooling,"NUT,HEX,JAM,HEAVY",300,0,"1.01000","0","1","-","Active","Jam","-","-","-","-","-"
-,//media.digikey.com/Photos/TE%20Connectivity/21022-3.jpg,A128436-ND,21022-3,TE Application Tooling,"NUT,HEX,SELF-LKG,THIN",200,0,"1.39000","0","1","-","Active","Hex","-","-","-","-","-"
-,-,A128433-ND,21021-2,TE Application Tooling,"NUT,HEX,SELF-LOCKING",100,0,"4.49000","0","1","-","Active","Hex","-","-","-","-","-"
https://katalog.we-online.de/em/datasheet/709940300.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/709940300.jpg,732-12637-ND,709940300,Wurth Electronics Inc.,PLASTIC HEXAGON NUT M3,0,0,"0.10000","0","1","WA-SNTE","Active","Hex","M3","0.094"" (2.40mm)","0.217"" (5.50mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1404983.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1404983.JPG,277-8039-ND,1404983,Phoenix Contact,JAM NUT 0.748"" STEEL M16,0,0,"10.86000","0","1","-","Active","Jam","M16x1.5","0.110"" (2.79mm)","0.748"" (19.00mm)","Steel","-"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/HNZ-038-16.jpg,H833-ND,HNZ 038 16,B&F Fastener Supply,HEX NUT 3/8-16,90,0,"0.13450","0","100","-","Active","Hex","3/8""-16","-","-","-","Zinc"
-,//media.digikey.com/Photos/B%20&%20F%20Fastener%20Supply/HNSS-038-16.jpg,H235-ND,HNSS 038 16,B&F Fastener Supply,HEX NUT 9/16"" STN STEEL 3/8-16,97,0,"0.37700","0","10","-","Active","Hex","3/8""-16","0.328"" (8.33mm) 21/64""","0.562"" (14.27mm) 9/16""","Stainless Steel","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1404984.pdf,//media.digikey.com/Photos/Phoenix%20Photos/1404984.JPG,277-8104-ND,1404984,Phoenix Contact,JAM NUT 0.709"" PG9,9,0,"10.86000","0","1","-","Active","Jam","PG9","0.110"" (2.79mm)","0.709"" (18.00mm)","-","-"
