Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Thread Size","Thickness","Width","Material","Plating"
http://www.fasnetdirect.com/refguide/Nutshexmachine.pdf,//media.digikey.com/photos/Building%20Fasteners%20Photos/HNSS832.JPG,H726-ND,HNSS 832,B&F Fastener Supply,HEX NUT 11/32"" STN STEEL 8-32,5800,0,"0.12240","0","100","-","Active","Hex","#8-32","0.125"" (3.18mm) 1/8""","0.344"" (8.74mm) 11/32""","Stainless Steel","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CGLN.pdf,//media.digikey.com/Photos/Richco%20Photos/CGLN-M32-BK.JPG,RPC1904-ND,CGLN-PG11-BK,Essentra Components,LOCK NUT 0.945"" NYLON PG11,3094,0,"0.47000","0","1","CGLN","Active","Locknut","PG11","0.197"" (5.00mm)","0.945"" (24.00mm)","Nylon","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CGLN.pdf,//media.digikey.com/Photos/Richco%20Photos/CGLN-M32-BK.JPG,RP841-ND,CGLN-M32-BK,Essentra Components,LOCK NUT 1.614"" NYLON M32,1852,0,"0.48000","0","1","CGLN","Active","Locknut","M32","0.276"" (7.00mm)","1.614"" (41.00mm)","Nylon","-"
http://www.essentracomponents.com.sg/images-line/pdfs/CGLN.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_CGLN-M12-BK.jpg,RPC1906-ND,CGLN-PG16-BK,Essentra Components,LOCK NUT 1.181"" NYLON PG16,1339,0,"0.64000","0","1","CGLN","Active","Locknut","PG16","0.236"" (6.00mm)","1.181"" (30.00mm)","Nylon","-"
//media.digikey.com/PDF/Data%20Sheets/Amphenol%20PDFs/31-10495.pdf,//media.digikey.com/Photos/Amphenol%20Photos/031-10495-NA.JPG,ARF1910-ND,031-10495-NA,Amphenol RF Division,HEX NUT 0.495"" BRASS 3/8-32,1133,0,"0.67000","0","1","-","Active","Hex","3/8""-32","0.093"" (2.36mm)","0.495"" (12.57mm)","Brass","Nickel over Copper"
-,//media.digikey.com/photos/Honeywell%20Photos/02318603%20FOR%20574%20SERIES.jpg,D02318603-ND,D02318603,Honeywell Sensing and Productivity Solutions,JAM NUT,1233,0,"0.53000","0","1","-","Active","Jam","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0401032HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M020040HN.jpg,RPC7357-ND,0401032HN,Essentra Components,"HEX NUT, NATURAL, NYLON, #10-32",49855,0,"0.11000","0","1","MicroPlastics, HN","Active","Hex","#10-32","0.146"" (3.71mm)","0.750"" (19.05mm) 3/4""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0425020HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M020040HN.jpg,RPC7359-ND,0425020HN,Essentra Components,"HEX NUT, NATURAL, NYLON, 1/4-20",49676,0,"0.11000","0","1","MicroPlastics, HN","Active","Hex","1/4""-20","0.235"" (5.97mm)","0.425"" (10.80mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0401024HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M020040HN.jpg,RPC7356-ND,0401024HN,Essentra Components,"HEX NUT, NATURAL, NYLON, #10-24",35000,0,"0.11000","0","1","MicroPlastics, HN","Active","Hex","#10-24","0.146"" (3.71mm)","0.750"" (19.05mm) 3/4""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0425028HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M0xx0xxHN.JPG,RPC7360-ND,0425028HN,Essentra Components,"HEX NUT, NATURAL, NYLON, 1/4-28",25000,0,"0.11000","0","1","MicroPlastics, HN","Active","Hex","1/4""-28","0.207"" (5.26mm)","0.438"" (11.13mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/04M050080HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M0xx0xxHN.JPG,RPC7081-ND,04M050080HN,Essentra Components,"HEX NUT, NATURAL, NYLON, M5 X .8",13251,0,"0.11000","0","1","MicroPlastics, HN","Active","Hex","M5x0.8","0.169"" (4.30mm)","0.310"" (7.87mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/04M035060HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M0xx0xxHN.JPG,RPC7083-ND,04M035060HN,Essentra Components,"HEX NUT, NATURAL, NYLON, M3.5 TH",4944,0,"0.11000","0","1","MicroPlastics, HN","Active","Hex","M3.5","0.106"" (2.70mm)","0.270"" (6.86mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/04M060100HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M020040HN.jpg,RPC7080-ND,04M060100HN,Essentra Components,"HEX NUT, NATURAL, NYLON, M6 X 1.",48530,0,"0.12000","0","1","MicroPlastics, HN","Active","Hex","M6","0.213"" (5.40mm)","0.390"" (9.91mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0700256SLN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/0700632SLN.jpg,RPC6978-ND,0700256SLN,Essentra Components,"LOCK AND FLANGE NUT, NATURAL, NY",9095,0,"0.13000","0","1","MicroPlastics","Active","Locknut","#2-56","0.142"" (3.60mm)","0.181"" (4.60mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0701024SLN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/0725020SLN.jpg,RPC6975-ND,0701024SLN,Essentra Components,"LOCK AND FLANGE NUT, NATURAL, NY",9800,0,"0.14000","0","1","MicroPlastics","Active","Locknut","#10-24","0.252"" (6.40mm)","0.366"" (9.30mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0701032SLN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/0701032SLN.jpg,RPC6974-ND,0701032SLN,Essentra Components,"LOCK AND FLANGE NUT, NATURAL, NY",4965,0,"0.14000","0","1","MicroPlastics","Active","Locknut","#10-32","0.252"" (6.40mm)","0.366"" (9.30mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0725020SLN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/0725020SLN.jpg,RPC6973-ND,0725020SLN,Essentra Components,"LOCK AND FLANGE NUT, NATURAL, NY",9988,0,"0.15000","0","1","MicroPlastics","Active","Locknut","1/4""-20","0.276"" (7.00mm)","0.425"" (10.80mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0525020LCN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/0500440LCN.JPG,RPC7381-ND,0525020LCN,Essentra Components,"CAP NUT, NATURAL, NYLON 6/6, 1/4",5000,0,"0.15000","0","1","MicroPlastics","Active","-","1/4""-20","0.467"" (11.86mm)","0.438"" (11.13mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/04M080125HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M080125HN.jpg,RPC7079-ND,04M080125HN,Essentra Components,"HEX NUT, NATURAL, NYLON, M8 X 1.",14929,0,"0.17000","0","1","MicroPlastics, HN","Active","Hex","M8x1.25","0.252"" (6.40mm)","0.510"" (12.95mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0500440LCN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/0500440LCN.JPG,RPC7375-ND,0500440LCN,Essentra Components,"CAP NUT, NATURAL, NYLON 6/6, #4-",4975,0,"0.18000","0","1","MicroPlastics","Active","-","#4-40","0.269"" (6.83mm)","0.250"" (6.35mm) 1/4""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0501024LCN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/0500440LCN.JPG,RPC7379-ND,0501024LCN,Essentra Components,"CAP NUT, NATURAL, NYLON 6/6, #10",4950,0,"0.19000","0","1","MicroPlastics","Active","-","#10-24","0.390"" (9.91mm)","0.375"" (9.53mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0501032LCN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/0500440LCN.JPG,RPC7380-ND,0501032LCN,Essentra Components,"CAP NUT, NATURAL, NYLON 6/6, #10",3000,0,"0.19000","0","1","MicroPlastics","Active","-","#10-32","0.390"" (9.91mm)","0.375"" (9.53mm)","Nylon","-"
-,//media.digikey.com/Photos/Pomona%20Photos/EM6441%23.JPG,501-2485-ND,EM6441#,Pomona Electronics,HEX NUT 1/4-32 MTO,1278,0,"0.19000","0","1","-","Active","Hex","1/4""-32","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0500832SCN.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/0500832SCN.JPG,RPC7378-ND,0500832SCN,Essentra Components,"SLOTTED THUMB NUT, NATURAL, NYLO",4990,0,"0.20000","0","1","MicroPlastics","Active","-","#8-32","0.390"" (9.91mm)","-","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0500632LCN.PDF,//media.digikey.com/photos/Essentra%20Components%20Photos/0500632LCN.JPG,RPC7376-ND,0500632LCN,Essentra Components,"CAP NUT, NATURAL, NYLON 6/6, #6-",4900,0,"0.20000","0","1","MicroPlastics","Active","-","#6-32","0.309"" (7.85mm)","0.313"" (7.95mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0500832LCN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/0500440LCN.JPG,RPC7377-ND,0500832LCN,Essentra Components,"CAP NUT, NATURAL, NYLON 6/6, #8-",5000,0,"0.21000","0","1","MicroPlastics","Active","-","#8-32","0.359"" (9.12mm)","0.344"" (8.74mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0437516HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M020040HN.jpg,RPC7364-ND,0437516HN,Essentra Components,"HEX NUT, NATURAL, NYLON, 3/8-16",50000,0,"0.22000","0","1","MicroPlastics, HN","Active","Hex","3/8""-16","0.330"" (8.38mm)","0.563"" (14.30mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0431224HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M020040HN.jpg,RPC7362-ND,0431224HN,Essentra Components,"HEX NUT, NATURAL, NYLON, 5/16-24",4976,0,"0.22000","0","1","MicroPlastics, HN","Active","Hex","5/16""-24","0.302"" (7.67mm)","0.500"" (12.70mm) 1/2""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0431218HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M0xx0xxHN.JPG,RPC7361-ND,0431218HN,Essentra Components,"HEX NUT, NATURAL, NYLON, 5/16-18",50000,0,"0.23000","0","1","MicroPlastics, HN","Active","Hex","5/16""-18","0.302"" (7.67mm)","0.500"" (12.70mm) 1/2""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/04M100150HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M020040HN.jpg,RPC7087-ND,04M100150HN,Essentra Components,"HEX NUT, NATURAL, NYLON, M10 X 1",9975,0,"0.24000","0","1","MicroPlastics, HN","Active","Hex","M10x1.5","0.386"" (9.80mm)","0.580"" (14.73mm)","Nylon","-"
-,-,RPC6312-ND,04M040070HN,Essentra Components,HEX NUT 0.270"" NYLON M4,1950,0,"0.24000","0","1","HN","Active","Hex","M4","0.118"" (3.00mm)","0.272"" (6.91mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0437524HJN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_0437516HJN.jpg,RPC7365-ND,0437524HJN,Essentra Components,"JAM NUTS, NATURAL, NYLON 6/6, 3/",3000,0,"0.27000","0","1","MicroPlastics","Active","-","3/8""-24","0.223"" (5.66mm)","0.563"" (14.30mm)","Nylon","-"
http://www.essentracomponents.com.sg/images-line/pdfs/HN.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_20157.jpg,RPC3083-ND,HN-M4-79,Essentra Components,HEX NUT 0.310"" POLYCARBONATE M4,2267,0,"0.27000","0","1","HN","Active","Hex","M4","0.130"" (3.30mm)","0.310"" (7.87mm)","Polycarbonate","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0437516HJN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_0437516HJN.jpg,RPC7363-ND,0437516HJN,Essentra Components,"JAM NUTS, NATURAL, NYLON 6/6, 3/",5000,0,"0.28000","0","1","MicroPlastics","Active","-","3/8""-16","0.223"" (5.66mm)","0.563"" (14.30mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/1442505_Dwg.pdf,-,RPC7476-ND,1442505,Essentra Components,KWIK NUT 0.370"" NYLON M4,5000,0,"0.28000","0","1","-","Active","Kwik","M4","0.189"" (4.80mm)","0.378"" (9.60mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0625028WNA.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/0625028WNA.JPG,RPC7386-ND,0625028WNA,Essentra Components,"WING NUT, NATURAL, NYLON 6/6, 1/",1000,0,"0.28000","0","1","MicroPlastics","Active","-","1/4""-28","0.818"" (20.78mm)","-","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0625020WN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/0625028WNA.JPG,RPC7385-ND,0625020WN,Essentra Components,"WING NUT, NATURAL, NYLON 6/6, 1/",14975,0,"0.32000","0","1","MicroPlastics","Active","-","1/4""-20","0.818"" (20.78mm)","-","Nylon","-"
http://www.switchcraft.com/Drawings/Jack_Mounting_Hardware.pdf,//media.digikey.com/Photos/Switchcraft%20Photos/P10531.JPG,SC2810-ND,P2060,Switchcraft Inc.,LOCK NUT 11/32"" COPPER ALLOY,1161,0,"0.32000","0","1","-","Active","Locknut","9/32""-32","0.062"" (1.57mm) 1/16""","0.344"" (8.74mm) 11/32""","Copper Alloy","Nickel"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0443714HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M020040HN.jpg,RPC7366-ND,0443714HN,Essentra Components,"HEX NUT, NATURAL, NYLON, 7/16-14",5000,0,"0.35000","0","1","MicroPlastics, HN","Active","Hex","7/16""-14","0.380"" (9.65mm)","0.750"" (19.05mm) 3/4""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0450013HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M020040HN.jpg,RPC7368-ND,0450013HN,Essentra Components,"HEX NUT, NATURAL, NYLON, 1/2-13",49997,0,"0.37000","0","1","MicroPlastics, HN","Active","Hex","1/2""-13","0.443"" (11.25mm)","0.750"" (19.05mm) 3/4""","Nylon","-"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-882.jpg,1920-2262-ND,7211 882,Altech Corporation,PG9 LOCKNUTLT GRAYPA,2154,4350,"0.37000","0","1","-","Active","Locknut","PG9","0.197"" (5.00mm)","0.866"" (22.00mm)","Polyamide","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0450013HJN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_0437516HJN.jpg,RPC7367-ND,0450013HJN,Essentra Components,"JAM NUTS, NATURAL, NYLON 6/6, 1/",5000,0,"0.38000","0","1","MicroPlastics","Active","-","1/2""-13","0.230"" (5.84mm)","0.813"" (20.65mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0531218LCN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/0500440LCN.JPG,RPC7382-ND,0531218LCN,Essentra Components,"CAP NUT, NATURAL, NYLON 6/6, 5/1",10000,0,"0.44000","0","1","MicroPlastics","Active","-","5/16""-18","0.533"" (13.54mm)","0.438"" (11.13mm)","Nylon","-"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-496.jpg,1920-1113-ND,7211 853,Altech Corporation,LOCKNUT NYLON PG11 BLK,1214,500,"0.44000","0","1","-","Active","Locknut","PG11","0.197"" (5.00mm)","0.945"" (24.00mm)","Polyamide","-"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-496.jpg,1920-1114-ND,7211 854,Altech Corporation,LOCKNUT NYLON PG13.5 BLK,1877,4600,"0.48000","0","1","-","Active","Locknut","PG13.5","0.236"" (6.00mm)","1.063"" (27.00mm)","Polyamide","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0537516CN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/0500440LCN.JPG,RPC7383-ND,0537516CN,Essentra Components,"CAP NUT, NATURAL, NYLON 6/6, 3/8",15000,0,"0.50000","0","1","MicroPlastics","Active","-","3/8""-16","0.604"" (15.34mm)","0.563"" (14.30mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0537516LCN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/0500440LCN.JPG,RPC7384-ND,0537516LCN,Essentra Components,"CAP NUT, NATURAL, NYLON 6/6, 3/8",3000,0,"0.52000","0","1","MicroPlastics","Active","-","3/8""-16","0.593"" (15.06mm)","0.625"" (15.88mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/04M120175HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M020040HN.jpg,RPC7086-ND,04M120175HN,Essentra Components,"HEX NUT, NATURAL, NYLON, M12 X 1",4950,0,"0.60000","0","1","MicroPlastics, HN","Active","Hex","M12x1.75","0.415"" (10.54mm)","0.700"" (17.78mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0462518HJN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_0437516HJN.jpg,RPC7371-ND,0462518HJN,Essentra Components,"JAM NUTS, NATURAL, NYLON 6/6, 5/",2995,0,"0.60000","0","1","MicroPlastics","Active","-","5/8""-18","0.286"" (7.26mm)","1.000"" (25.40mm) 1""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0462511HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M020040HN.jpg,RPC7370-ND,0462511HN,Essentra Components,"HEX NUT, NATURAL, NYLON, 5/8-11",9987,0,"0.70000","0","1","MicroPlastics, HN","Active","Hex","5/8""-11","0.546"" (13.87mm)","1.000"" (25.40mm) 1""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0462511HJN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_0437516HJN.jpg,RPC7369-ND,0462511HJN,Essentra Components,"JAM NUTS, NATURAL, NYLON 6/6, 5/",3000,0,"0.70000","0","1","MicroPlastics","Active","-","5/8""-11","0.286"" (7.26mm)","1.000"" (25.40mm) 1""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0487514HJN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_0437516HJN.jpg,RPC7374-ND,0487514HJN,Essentra Components,"JAM NUTS, NATURAL, NYLON 6/6, 7/",3000,0,"1.01000","0","1","MicroPlastics","Active","-","-","0.362"" (9.19mm)","1.250"" (31.75mm) 1 1/4""","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0475010HN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/04M020040HN.jpg,RPC7372-ND,0475010HN,Essentra Components,"HEX NUT, NATURAL, NYLON, 3/4-10",9997,0,"1.02000","0","1","MicroPlastics, HN","Active","Hex","3/4""-10","0.635"" (16.13mm)","1.125"" (28.58mm)","Nylon","-"
http://www.altechcorp.com/PDFS/LTSR_Locknuts.pdf,//media.digikey.com/Photos/Altech-Corporation/7211-487.JPG,1920-1109-ND,7211 487,Altech Corporation,LOCKNUT NYLON 3/4""NPT GRY,2324,1725,"1.07000","0","1","-","Active","Locknut","NPT-3/4","0.256"" (6.50mm)","1.417"" (36.00mm)","Polyamide","-"
https://cadlinks.rafhdwe.com/dk2d/7210-ss/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/7210-SS.JPG,1772-1783-ND,7210-SS,RAF Electronic Hardware,1/4HD X 1/4 X 2-56 THD,1196,3241,"1.10000","0","1","-","Active","Thumb","#2-56","0.250"" (6.35mm) 1/4""","0.250"" (6.35mm) 1/4""","Stainless Steel","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0475016HJN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_0437516HJN.jpg,RPC7373-ND,0475016HJN,Essentra Components,"JAM NUTS, NATURAL, NYLON 6/6, 3/",3000,0,"1.12000","0","1","MicroPlastics","Active","-","-","0.333"" (8.46mm)","1.063"" (27.00mm)","Nylon","-"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0410008HJN.PDF,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_0437516HJN.jpg,RPC7358-ND,0410008HJN,Essentra Components,"JAM NUTS, NATURAL, NYLON 6/6, 1-",3000,0,"1.19000","0","1","MicroPlastics","Active","-","-","0.343"" (8.71mm)","1.250"" (31.75mm) 1 1/4""","Nylon","-"
https://cadlinks.rafhdwe.com/dk2d/M3564-ss/,-,1772-3366-ND,M3564-SS-20,RAF Electronic Hardware,13MM RD X 13MM X M5,300,0,"2.66000","0","1","-","Active","Thumb","M5x0.8","0.354"" (9.00mm)","0.512"" (13.00mm)","Stainless Steel","-"
https://cadlinks.rafhdwe.com/dk2d/7213-b/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/7213-B-5.jpg,1772-3265-ND,7213-B-5,RAF Electronic Hardware,7/16HD X 9/32 X 8-32 THD,300,0,"2.85000","0","1","-","Active","Thumb","#8-32","0.281"" (7.14mm)","0.437"" (11.10mm) 7/16""","Brass","Nickel"
https://cadlinks.rafhdwe.com/dk2d/7216-b/,-,1772-3030-ND,7216-B,RAF Electronic Hardware,9/16HD X 3/8 X 1/4-20 THD,350,90,"2.89000","0","1","-","Active","Thumb","1/4""-20","0.375"" (9.53mm) 3/8""","0.563"" (14.29mm)","Brass","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1737000000.pdf,-,281-4710-ND,1737000000,Weidmüller,LOCK NUT 0.945"" BRASS M20,182,300,"3.33000","0","1","-","Active","Locknut","M20x1.5","0.118"" (3.00mm)","0.945"" (24.00mm)","Brass","Nickel"
https://cadlinks.rafhdwe.com/dk2d/M3564-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/M3564-SS.JPG,1772-1602-ND,M3564-SS,RAF Electronic Hardware,13MM RD X 9MM X M5,148,8592,"3.57000","0","1","-","Active","Thumb","M5x0.8","0.354"" (9.00mm)","0.512"" (13.00mm)","Stainless Steel","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1737010000.pdf,//media.digikey.com/photos/Weidmuller/MFG_1737030000.JPG,281-5841-ND,1737010000,Weidmüller,LOCK NUT 1.142"" BRASS M25,118,0,"3.60000","0","1","-","Active","Locknut","M25x1.5","0.138"" (3.50mm)","1.142"" (29.00mm)","Brass","Nickel"
https://cadlinks.rafhdwe.com/dk2d/7221-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/7221-SS.jpg,1772-2767-ND,7221-SS,RAF Electronic Hardware,3/8HEX X 9/32 X 6-32 THD,350,453,"3.78000","0","1","-","Active","Thumb","#6-32","0.281"" (7.14mm)","0.375"" (9.53mm) 3/8""","Stainless Steel","-"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/1737020000.pdf,//media.digikey.com/photos/Weidmuller/MFG_1737030000.JPG,281-5842-ND,1737020000,Weidmüller,LOCK NUT 1.417"" BRASS M32,105,140,"3.93000","0","1","-","Active","Locknut","M32x1.5","0.157"" (4.00mm)","1.417"" (36.00mm)","Brass","Nickel"
https://cadlinks.rafhdwe.com/dk2d/7214-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/7214-SS.jpg,1772-2433-ND,7214-SS,RAF Electronic Hardware,1/2HD X 11/32 X 10-24 THD,500,0,"4.22000","0","1","-","Active","Thumb","#10-24","0.344"" (8.73mm)","0.500"" (12.70mm) 1/2""","Stainless Steel","-"
https://cadlinks.rafhdwe.com/dk2d/7216-ss/,-,1772-2357-ND,7216-SS,RAF Electronic Hardware,9/16HD X 3/8 X 1/4-20 THD,400,1748,"4.94000","0","1","-","Active","Thumb","1/4""-20","0.375"" (9.53mm) 3/8""","0.563"" (14.29mm)","Stainless Steel","-"
https://cadlinks.rafhdwe.com/dk2d/7223-ss/,-,1772-2341-ND,7223-SS,RAF Electronic Hardware,1/2HEX X 11/32 X 10-24 THD,500,0,"5.18000","0","1","-","Active","-","#10-24","0.344"" (8.73mm)","0.500"" (12.70mm) 1/2""","Stainless Steel","-"
https://cadlinks.rafhdwe.com/dk2d/7213-ss/,-,1772-3122-ND,7213-SS-20,RAF Electronic Hardware,7/16HD X 9/32 X 8-32 THD,150,0,"6.26000","0","1","-","Active","Thumb","#8-32","0.281"" (7.14mm)","0.437"" (11.10mm) 7/16""","Stainless Steel","-"
https://cadlinks.rafhdwe.com/dk2d/7217-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/7217-SS.jpg,1772-2755-ND,7217-SS,RAF Electronic Hardware,5/8HD X 13/32 X 5/16-18 THD,200,495,"6.38000","0","1","-","Active","Thumb","5/16""-18","0.406"" (10.32mm)","0.625"" (15.88mm) 5/8""","Stainless Steel","-"
https://cadlinks.rafhdwe.com/dk2d/7224-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/7224-SS.jpg,1772-2244-ND,7224-SS,RAF Electronic Hardware,1/2HEX X 11/32 X 10-32 THD,500,1517,"7.39000","0","1","-","Active","Thumb","#10-32","0.344"" (8.73mm)","0.500"" (12.70mm) 1/2""","Stainless Steel","-"
https://cadlinks.rafhdwe.com/dk2d/7218-ss/,-,1772-2317-ND,7218-SS,RAF Electronic Hardware,3/4HD X 15/32 X 3/8-16 THD,300,1130,"8.84000","0","1","-","Active","Thumb","3/8""-16","0.469"" (11.91mm)","0.750"" (19.05mm) 3/4""","Stainless Steel","-"
