Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Panel Cutout Dimensions","Mounting Type","Material"
https://www.hammfg.com/files/parts/pdf/MHKL3.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_MHK2.jpg,HM5542-ND,MHKL3,Hammond Manufacturing,6 KEYED PADLOCKING 3-PT LATCH,1,4,"154.66000","0","1","MHK","Active","Rotating","-","Screw Holes, Back","Zinc"
https://www.hammfg.com/files/parts/pdf/MHK3.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_MHK1.jpg,HM5537-ND,MHK3,Hammond Manufacturing,6 PADLOCKING 3-PT LATCH,1,6,"165.26000","0","1","MHK","Active","Rotating","-","Screw Holes, Back","Zinc"
-,-,1920-2164-ND,706-102,Altech Corporation,KL2 KEYLOCK SET FOR AK SERIES,5,44,"34.31000","0","1","*","Active","-","-","-","-"
https://www.hammfg.com/electrical/products/accessories/hk.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_AHK1.jpg,AHK1-ND,AHK1,Hammond Manufacturing,HANDLE,0,66,"45.24000","0","1","HK","Active","Rotating","-","Screw Holes, Back","-"
https://www.hammfg.com/electrical/products/accessories/hk.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_AHK1.jpg,AHKL1-ND,AHKL1,Hammond Manufacturing,HANDLE,0,55,"51.24000","0","1","HK","Active","Rotating","-","Screw Holes, Back","-"
https://www.hammfg.com/electrical/products/modular/hmeh.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/HMEHSKL.jpg,HMEHSKL-ND,HMEHSKL,Hammond Manufacturing,DIECAST SWING HANDLE W KEY LOCK,0,39,"108.17000","0","1","HMEH","Active","Swinghandle","-","Screw Holes, Back","Aluminum"
https://www.hammfg.com/electrical/products/modular/hmeh.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_HMEHLKL.jpg,HMEHSKLPL-ND,HMEHSKLPL,Hammond Manufacturing,DIECAST SWING HANDLE W KEY LOCK,0,0,"108.17000","0","1","HMEH","Active","Swinghandle","-","Screw Holes, Back","Aluminum"
https://www.hammfg.com/electrical/products/accessories/hk.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_AHK1.jpg,AHK3-ND,AHK3,Hammond Manufacturing,HANDLE,0,1,"121.69000","0","1","HK","Active","Rotating","-","Screw Holes, Back","-"
https://www.hammfg.com/electrical/products/accessories/hk.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_AHK1.jpg,AHK2-ND,AHK2,Hammond Manufacturing,HANDLE,0,1,"121.75000","0","1","HK","Active","Rotating","-","Screw Holes, Back","-"
https://www.hammfg.com/electrical/products/accessories/hk.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_AHK1.jpg,AHKL2-ND,AHKL2,Hammond Manufacturing,HANDLE,0,9,"124.00000","0","1","HK","Active","Rotating","-","Screw Holes, Back","-"
https://www.hammfg.com/electrical/products/accessories/hk.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_AHK1.jpg,AHKL3-ND,AHKL3,Hammond Manufacturing,HANDLE,0,15,"127.65000","0","1","HK","Active","Rotating","-","Screw Holes, Back","-"
https://www.hammfg.com/files/parts/pdf/MHKD2.pdf,-,MHKD2-ND,MHKD2,Hammond Manufacturing,6 PADLOCKING W/ DEFEATER 3-PT,0,0,"160.21000","0","1","MHK","Active","Rotating","-","Screw Holes, Back","Zinc"
https://www.hammfg.com/files/parts/pdf/MHK1SS.pdf,-,MHK1SS-ND,MHK1SS,Hammond Manufacturing,6 PADLOCKING 1-PT LATCH,0,26,"164.72000","0","1","MHK","Active","Rotating","-","Screw Holes, Back","Stainless Steel"
https://www.hammfg.com/files/parts/pdf/MHK2SS.pdf,-,MHK2SS-ND,MHK2SS,Hammond Manufacturing,6 PADLOCKING 3-PT LATCH,0,8,"175.36000","0","1","MHK","Active","Rotating","-","Screw Holes, Back","Stainless Steel"
https://www.hammfg.com/files/parts/pdf/MHKD1SS.pdf,-,MHKD1SS-ND,MHKD1SS,Hammond Manufacturing,HANDLE KIT MHK SERIES,0,0,"181.20000","0","1","MHK","Active","Rotating","-","Screw Holes, Back","Stainless Steel"
https://www.hammfg.com/files/parts/pdf/MHKL1SS.pdf,-,MHKL1SS-ND,MHKL1SS,Hammond Manufacturing,HANDLE KIT MHK SERIES,0,38,"181.20000","0","1","MHK","Active","Rotating","-","Screw Holes, Back","Stainless Steel"
https://www.hammfg.com/files/parts/pdf/MHKD2SS.pdf,-,MHKD2SS-ND,MHKD2SS,Hammond Manufacturing,HANDLE KIT MHK SERIES,0,4,"192.91000","0","1","MHK","Active","Rotating","-","Screw Holes, Back","Stainless Steel"
https://www.hammfg.com/files/parts/pdf/MHKL2SS.pdf,-,MHKL2SS-ND,MHKL2SS,Hammond Manufacturing,HANDLE KIT MHK SERIES,0,6,"192.91000","0","1","MHK","Active","Rotating","-","Screw Holes, Back","Stainless Steel"
https://www.hammfg.com/files/parts/pdf/MHK3SS.pdf,-,MHK3SS-ND,MHK3SS,Hammond Manufacturing,6 PADLOCKING 3-PT LATCH,0,0,"254.54000","0","1","MHK","Active","Rotating","-","Screw Holes, Back","Stainless Steel"
https://www.hammfg.com/files/parts/pdf/MHKD3SS.pdf,-,MHKD3SS-ND,MHKD3SS,Hammond Manufacturing,HANDLE KIT MHK SERIES,0,1,"280.00000","0","1","MHK","Active","Rotating","-","Screw Holes, Back","Stainless Steel"
https://www.hammfg.com/files/parts/pdf/MHKL3SS.pdf,-,MHKL3SS-ND,MHKL3SS,Hammond Manufacturing,HANDLE KIT MHK SERIES,0,0,"280.00000","0","1","MHK","Active","Rotating","-","Screw Holes, Back","Stainless Steel"
-,-,ZKHAU-01-ND,ZKHAU-01,Panduit Corp,STANDARD ELECTRONIC HANDLE KIT W,0,0,"451.67000","0","1","-","Active","-","-","-","-"
-,-,ZKHKM-01-ND,ZKHKM-01,Panduit Corp,CABINET HANDLE KIT FOR A MIRACEL,0,0,"451.67000","0","1","-","Active","-","-","-","-"
-,-,ZKHXN1142B10-ND,ZKHXN1142B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXN1145B10-ND,ZKHXN1145B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES (N-TY,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXN1145WH9-ND,ZKHXN1145WH9,Panduit Corp,SOUTHCO SWING HANDLE KIT (N-TYPE,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXN1148B10-ND,ZKHXN1148B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXN1242B10-ND,ZKHXN1242B10,Panduit Corp,(2) SMARTZONESWINGHANDLES (N-TYP,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXN1242WH9-ND,ZKHXN1242WH9,Panduit Corp,SOUTHCO SWING HANDLE KIT (N-TYPE,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXN1245B10-ND,ZKHXN1245B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES (N-TY,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXN1245WH9-ND,ZKHXN1245WH9,Panduit Corp,SOUTHCO SWING HANDLE KIT (N-TYPE,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXN1248B10-ND,ZKHXN1248B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXS1142B10-ND,ZKHXS1142B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXS1145B10-ND,ZKHXS1145B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES (S-TY,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXS1145WH9-ND,ZKHXS1145WH9,Panduit Corp,SOUTHCO SWING HANDLE KIT (S-TYPE,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXS1148B10-ND,ZKHXS1148B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXS1242B10-ND,ZKHXS1242B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES (S-TY,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXS1242WH9-ND,ZKHXS1242WH9,Panduit Corp,SOUTHCO SWING HANDLE KIT (S-TYPE,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXS1245B10-ND,ZKHXS1245B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES (S-TY,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXS1245WH9-ND,ZKHXS1245WH9,Panduit Corp,SOUTHCO SWING HANDLE KIT (S-TYPE,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHXS1248B10-ND,ZKHXS1248B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"802.35000","0","1","-","Active","-","-","-","-"
-,-,ZKHPN1142B10-ND,ZKHPN1142B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"1715.88000","0","1","-","Active","-","-","-","-"
-,-,ZKHPN1145B10-ND,ZKHPN1145B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"1715.88000","0","1","-","Active","-","-","-","-"
-,-,ZKHPN1148B10-ND,ZKHPN1148B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"1715.88000","0","1","-","Active","-","-","-","-"
-,-,ZKHPN1242B10-ND,ZKHPN1242B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"1715.88000","0","1","-","Active","-","-","-","-"
-,-,ZKHPN1245B10-ND,ZKHPN1245B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"1715.88000","0","1","-","Active","-","-","-","-"
-,-,ZKHPN1248B10-ND,ZKHPN1248B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"1715.88000","0","1","-","Active","-","-","-","-"
-,-,ZKHPS1142B10-ND,ZKHPS1142B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"1715.88000","0","1","-","Active","-","-","-","-"
-,-,ZKHPS1145B10-ND,ZKHPS1145B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"1715.88000","0","1","-","Active","-","-","-","-"
-,-,ZKHPS1148B10-ND,ZKHPS1148B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"1715.88000","0","1","-","Active","-","-","-","-"
-,-,ZKHPS1245B10-ND,ZKHPS1245B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"1715.88000","0","1","-","Active","-","-","-","-"
-,-,ZKHPS1248B10-ND,ZKHPS1248B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"1715.88000","0","1","-","Active","-","-","-","-"
-,-,ZKHMS1142B10-ND,ZKHMS1142B10,Panduit Corp,(2) SMARTZONE SWINGHANDLES WITH,0,0,"Obsolete","0","1","-","Obsolete","-","-","-","-"
