Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Features","For Use With/Related Products","Size / Dimension","Color","Material"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2943000,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2943000.jpg,277-14941-ND,2943000,Phoenix Contact,TERM BLOCK HOUSING,8,242,"35.93000","0","1","EMG","Active","Housing","Positions - 8","25mm Wide Housing","2.983"" L x 0.984"" W x 1.871"" H (75.00mm x 25.00mm x 47.50mm)","Green","Plastic, Polycarbonate"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_Panels_4HoleNoFlange.jpg,1441-1120-ND,A16P12,"Hoffman Enclosures, Inc.",PANEL NEMA 12 13.00X9.00,6,0,"38.32000","0","1","-","Active","Panel","-","Enclosures","13.000"" L x 9.000"" W (330.20mm x 228.60mm)","White","Metal, Steel"
-,//media.digikey.com/Photos/Phoenix%20Photos/2914550.JPG,277-7573-ND,2914550,Phoenix Contact,PROFILE PANEL MOUNTING BASE,6,0,"39.80000","0","1","UM","Active","Base","-","45mm Wide Housing","39.370"" L x 1.772"" W (1000.00mm x 45.00mm)","Green","Plastic, PVC"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_Panels_4HoleNoFlange.jpg,1441-1124-ND,A16P16,"Hoffman Enclosures, Inc.",PANEL NEMA 12 13.00X13.00,10,0,"44.46000","0","1","-","Active","Panel","-","Enclosures","13.000"" L x 13.000"" W (330.20mm x 330.20mm)","White","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1090-ND,A14P12AL,"Hoffman Enclosures, Inc.",PANEL J BOX 12.75X10.88,12,0,"46.59000","0","1","-","Active","Panel, Inner","-","Junction Boxes","12.750"" L x 10.880"" W (324.00mm x 276.35mm)","-","Aluminum"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CONCEPTPanel.jpg,1441-1407-ND,CP1616G,"Hoffman Enclosures, Inc.",PANEL 14.20X14.20,14,0,"47.60000","0","1","-","Active","Panel","-","Enclosures","14.200"" L x 14.200"" W (360.68mm x 360.68mm)","-","Metal, Steel"
http://www.budind.com/pdf/hb10980.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NBX-10991.jpg,377-1981-ND,NBX-10991,Bud Industries,PANEL INTERNAL 18.9"" X 26.8"",6,46,"47.60000","0","1","NB","Active","Panel, Inner","-","NBB, NBE Series","26.800"" L x 18.900"" W x 0.062"" H (680.72mm x 480.06mm x 1.57mm)","Unpainted","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_Panels_4HoleNoFlange.jpg,1441-1146-ND,A20P16,"Hoffman Enclosures, Inc.",PANEL NEMA 12 17.00X13.00,10,0,"52.75000","0","1","-","Active","Panel","-","Enclosures","17.000"" L x 13.000"" W (431.80mm x 330.20mm)","White","Metal, Steel"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CONCEPTPanel.jpg,1441-1408-ND,CP2016,"Hoffman Enclosures, Inc.",PANEL 18.20X14.20,12,0,"54.88000","0","1","-","Active","Panel","-","Enclosures","18.200"" L x 14.200"" W (462.28mm x 360.68mm)","White","Metal, Steel"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2757102.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2757102.jpg,277-11500-ND,2757102,Phoenix Contact,HOUSING PLSTC GRN 3.11""LX0.89""W,7,4,"54.91000","0","1","UEGH","Active","Housing","Positions - 12","22.5mm Wide Housing","3.110"" L x 0.886"" W x 4.496"" H (79.00mm x 22.50mm x 114.20mm)","Green","Plastic, Polyamide"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/A16P14AL.JPG,1441-1122-ND,A16P14AL,"Hoffman Enclosures, Inc.",PANEL J BOX 14.75X12.88,9,0,"59.47000","0","1","-","Active","Panel, Inner","-","Junction Boxes","14.750"" L x 12.880"" W (374.65mm x 327.15mm)","-","Aluminum"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_Panels_4HoleNoFlange.jpg,1441-1163-ND,A24P16,"Hoffman Enclosures, Inc.",PANEL NEMA 12 21.00X13.00,8,0,"61.26000","0","1","-","Active","Panel","-","Enclosures","21.000"" L x 13.000"" W (533.40mm x 330.20mm)","White","Metal, Steel"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2707767.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2707767.jpg,277-11052-ND,2707767,Phoenix Contact,TERM HOUSING,17,0,"63.81000","0","1","ME","Active","Housing","Positions - 24","22.5mm Wide Housing","0.886"" W x 1.516"" H (22.50mm x 38.50mm)","Green","Plastic, Polyamide"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CONCEPTPanel.jpg,1441-1411-ND,CP2416,"Hoffman Enclosures, Inc.",PANEL 22.20X14.20,7,0,"65.18000","0","1","-","Active","Panel","-","Enclosures","22.200"" L x 14.200"" W (563.88mm x 360.68mm)","White","Metal, Steel"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CONCEPTPanel.jpg,1441-1410-ND,CP2020,"Hoffman Enclosures, Inc.",PANEL 18.20X18.20,22,0,"65.74000","0","1","-","Active","Panel","-","Enclosures","18.200"" L x 18.200"" W (462.28mm x 462.28mm)","White","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1070-ND,A12P12SS,"Hoffman Enclosures, Inc.",PANEL J BOX 10.75X10.88,8,0,"65.97000","0","1","-","Active","Panel, Inner","-","Junction Boxes","10.750"" L x 10.880"" W (273.05mm x 276.35mm)","-","Metal, Stainless Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1130-ND,A18P16AL,"Hoffman Enclosures, Inc.",PANEL J BOX 16.75X14.88,54,0,"72.80000","0","1","-","Active","Panel","-","Junction Boxes","16.750"" L x 14.880"" W (425.45mm x 377.95mm)","-","Aluminum"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CONCEPTPanel.jpg,1441-1412-ND,CP2420,"Hoffman Enclosures, Inc.",PANEL 22.20X18.20,2,0,"78.75000","0","1","-","Active","Panel","-","Enclosures","22.200"" L x 18.200"" W (563.88mm x 462.28mm)","White","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/Panel_PntdSteel-2Flng4Hole.JPG,1441-1165-ND,A24P24,"Hoffman Enclosures, Inc.",PANEL NEMA 12 21.00X21.00,16,0,"88.94000","0","1","-","Active","Panel","-","Enclosures","21.000"" L x 21.000"" W (533.40mm x 533.40mm)","White","Metal, Steel"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2914563.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2914563.JPG,277-2891-ND,2914563,Phoenix Contact,PROFILE PANEL MOUNTING BASE,11,100,"90.97000","0","1","UM","Active","Base","-","100mm Wide Housing","39.370"" L x 3.937"" W (1000.00mm x 100.00mm)","Green","Plastic, PVC"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CONCEPTPanel.jpg,1441-1414-ND,CP2424G,"Hoffman Enclosures, Inc.",PANEL 22.20X22.20,15,0,"91.56000","0","1","-","Active","Panel","-","Enclosures","22.200"" L x 22.200"" W (563.88mm x 563.88mm)","-","Metal, Steel"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CONCEPTPanel.jpg,1441-1413-ND,CP2424,"Hoffman Enclosures, Inc.",PANEL 22.20X22.20,6,0,"91.56000","0","1","-","Active","Panel","-","Enclosures","22.200"" L x 22.200"" W (563.88mm x 563.88mm)","White","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_A36N24MPP.jpg,1441-1176-ND,A36N24MPP,"Hoffman Enclosures, Inc.",PANEL N1 PERF 32.00X22.50,6,0,"107.10000","0","1","-","Active","Panel","Perforated","-","32.000"" L x 22.500"" W (812.80mm x 571.50mm)","-","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,-,1441-1173-ND,A30P24G,"Hoffman Enclosures, Inc.",PANEL NEMA 12 27.00X21.00,16,0,"108.15000","0","1","-","Active","Panel","-","Enclosures","27.000"" L x 21.000"" W (685.80mm x 533.40mm)","-","Metal, Steel"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105613/Spec-00288.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/Panel_PntdSteel-2Flng4Hole.JPG,1441-1172-ND,A30P24,"Hoffman Enclosures, Inc.",PANEL NEMA 12 27.00X21.00,2,0,"108.15000","0","1","-","Active","Panel","-","Enclosures","27.000"" L x 21.000"" W (685.80mm x 533.40mm)","White","Metal, Steel"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CONCEPTPanel.jpg,1441-1415-ND,CP3024,"Hoffman Enclosures, Inc.",PANEL 28.20X22.20,12,0,"111.30000","0","1","-","Active","Panel","-","Enclosures","28.200"" L x 22.200"" W (716.28mm x 563.88mm)","White","Metal, Steel"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CONCEPTPanel.jpg,1441-1416-ND,CP3024G,"Hoffman Enclosures, Inc.",PANEL 28.20X22.20,2,0,"111.30000","0","1","-","Active","Panel","-","Enclosures","28.200"" L x 22.200"" W (716.28mm x 563.88mm)","-","Metal, Steel"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2914576.pdf,//media.digikey.com/photos/Phoenix%20Photos/2914576.JPG,277-2852-ND,2914576,Phoenix Contact,PANEL MOUNT BASE,14,76,"116.77000","0","1","UM","Active","Base","-","122mm Wide Housing","39.370"" L x 4.803"" W (1000.00mm x 122.00mm)","Green","Plastic, PVC"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,-,1441-1166-ND,A24P24AL,"Hoffman Enclosures, Inc.",PANEL NEMA 12 21.00X21.00,3,0,"158.76000","0","1","-","Active","Panel","-","Enclosures","21.000"" L x 21.000"" W (533.40mm x 533.40mm)","-","Aluminum"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00477.pdf,-,1441-1605-ND,APWK53NF,"Hoffman Enclosures, Inc.",WINDOW KIT 5.00X3.00,18,0,"159.74000","0","1","-","Active","Window Kit","-","Enclosures","7.500"" L x 5.500"" W (190.50mm x 139.70mm)","-","Metal, Steel"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CONCEPTPanel.jpg,1441-1419-ND,CP3630,"Hoffman Enclosures, Inc.",PANEL 34.20X28.20,2,0,"159.74000","0","1","-","Active","Panel","-","Enclosures","34.200"" L x 28.200"" W (868.68mm x 716.28mm)","White","Metal, Steel"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2947381,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2947381.jpg,277-14947-ND,2947381,Phoenix Contact,CUSTOM CIRCUIT MODULE HOUSING,2,0,"178.84000","0","1","EMG","Active","Module","Positions - 28","75mm Wide Housing","2.983"" L x 2.983"" W x 1.871"" H (75.00mm x 75.00mm x 47.50mm)","Green","Plastic, Polycarbonate"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00477.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_SteelWindwKit.jpg,1441-1606-ND,APWK95NF,"Hoffman Enclosures, Inc.",WINDOW KIT 9.00X5.50,6,0,"193.06000","0","1","-","Active","Window Kit","-","Enclosures","11.500"" L x 8.000"" W (292.10mm x 203.20mm)","-","Metal, Steel"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00477.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_SteelWindwKit.jpg,1441-1604-ND,APWK138NF,"Hoffman Enclosures, Inc.",WINDOW KIT 13.00X8.00,5,0,"243.04000","0","1","-","Active","Window Kit","-","Enclosures","15.500"" L x 10.500"" W (393.70mm x 266.70mm)","-","Metal, Steel"
-,//media.digikey.com/photos/LMB%20Heeger%20Photos/M17%20LID%20PLN.jpg,L209-ND,M-17LID PLAIN,LMB Heeger Inc.,LID FOR M17 BOX,69,0,"1.57000","0","1","-","Active","Cover, Lid","-","M17","2.000"" L x 1.750"" W x 0.024"" H (50.80mm x 44.45mm x 0.61mm)","Unpainted","Metal, Steel"
http://www.serpac.com/userprints/A21db9.pdf,//media.digikey.com/photos/Serpac%20Photos/2005%20DB9%20BK.jpg,SR2005-DB9B-ND,2005DB9,Serpac,END PANEL W/DB9 FOR A-21 BLK,281,0,"1.59000","0","1","A","Active","Panel, End","DB9 Cutout","A21 Series","2.486"" L x 0.993"" W x 0.060"" H (63.14mm x 25.22mm x 1.52mm)","Black","Plastic, ABS"
http://www.serpac.com/userprints/A21db25.pdf,//media.digikey.com/photos/Serpac%20Photos/2005%20DB25%20BK.jpg,SR2005-DB25B-ND,2005DB25,Serpac,END PANEL W/DB25 FOR A-21 BLK,67,0,"1.59000","0","1","A","Active","Panel, End","DB25 Cutout","A21 Series","2.486"" L x 0.993"" W x 0.060"" H (63.14mm x 25.22mm x 1.52mm)","Black","Plastic, ABS"
http://www.serpac.com/userprints/A20db9.pdf,//media.digikey.com/photos/Serpac%20Photos/2003%20DB9%20BK.jpg,SR2003-DB9B-ND,2003DB9,Serpac,END PANEL W/DB9 FOR A-20 BLK,408,0,"1.70000","0","1","A","Active","Panel, End","DB9 Cutout","A20 Series","2.486"" L x 0.745"" W x 0.060"" H (63.14mm x 18.92mm x 1.52mm)","Black","Plastic, ABS"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2977490,//media.digikey.com/Photos/Phoenix%20Photos/2977490.jpg,277-14979-ND,2977490,Phoenix Contact,SIDE ELEMENT RIGHT W/FOOT,95,200,"1.70000","0","1","UM","Active","Panel, Side","Foot","-","2.835"" L x 0.197"" W (72.00mm x 5.00mm)","Green","Plastic, Non Specified"
http://www.serpac.com/userprints/A27.pdf,//media.digikey.com/photos/Serpac%20Photos/2010%20DB25%20BK.jpg,SR2010-DB25B-ND,2010DB25,Serpac,END PANEL W/DB25 FOR A-27 BLK,68,0,"1.76000","0","1","A","Active","Panel, End","DB25 Cutout","A27 Series","3.144"" L x 1.300"" W x 0.100"" H (79.86mm x 33.02mm x 2.54mm)","Black","Plastic, ABS"
http://www.serpac.com/userprints/A27.pdf,//media.digikey.com/photos/Serpac%20Photos/2010%20DB9%20BK.jpg,SR2010-DB9B-ND,2010DB9,Serpac,END PANEL W/DB9 FOR A-27 BLK,60,0,"1.76000","0","1","A","Active","Panel, End","DB9 Cutout","A27 Series","3.144"" L x 1.300"" W x 0.100"" H (79.86mm x 33.02mm x 2.54mm)","Black","Plastic, ABS"
http://www.serpac.com/userprints/A27.pdf,//media.digikey.com/photos/Serpac%20Photos/2010%20CL.jpg,SRA27-CL-ND,"2010,CL",Serpac,BOX END PANEL CLEAR A27 SERIES,177,0,"2.11000","0","1","A","Active","Panel, End","-","A27 Series","3.144"" L x 1.300"" W x 0.100"" H (79.86mm x 33.02mm x 2.54mm)","Clear","Plastic, Polycarbonate"
http://www.serpac.com/userprints/A21IR-CL.pdf,//media.digikey.com/photos/Serpac%20Photos/2005%20IR.jpg,SRA21-IR-ND,"2005,IR",Serpac,BOX END PANEL INFRA-RED A21 SERI,125,0,"2.11000","0","1","A","Active","Panel, End","-","A21 Series","2.486"" L x 0.993"" W x 0.060"" H (63.14mm x 25.22mm x 1.52mm)","Infra-Red","Plastic, Polycarbonate"
http://www.serpac.com/userprints/M6.pdf,//media.digikey.com/photos/Serpac%20Photos/4008CL.JPG,SRM6/8-FPC-ND,4008CL,Serpac,M6/M8 CLEAR LENSE,67,0,"2.13000","0","1","M","Active","Lens","-","M6, M8 Series","2.200"" L x 0.440"" W x 0.070"" H (55.88mm x 11.18mm x 1.78mm)","Clear","Plastic, Polycarbonate"
http://www.serpac.com/userprints/A20IR-CL%20.pdf,//media.digikey.com/photos/Serpac%20Photos/2003%20IR.jpg,SRA20-IR-ND,"2003,IR",Serpac,BOX END PANEL INFRA-RED A20 SERI,28,0,"2.24000","0","1","A","Active","Panel, End","-","A20 Series","2.486"" L x 0.745"" W x 0.060"" H (63.14mm x 18.92mm x 1.52mm)","Infra-Red","Plastic, Polycarbonate"
http://www.serpac.com/userprints/A27.pdf,//media.digikey.com/photos/Serpac%20Photos/2010%20IR.jpg,SRA27-IR-ND,"2010,IR",Serpac,BOX END PANEL INFRA-RED A27 SERI,55,0,"2.30000","0","1","A","Active","Panel, End","-","A27 Series","3.144"" L x 1.300"" W x 0.100"" H (79.86mm x 33.02mm x 2.54mm)","Infra-Red","Plastic, Polycarbonate"
http://www.serpac.com/userprints/A31.pdf,//media.digikey.com/photos/Serpac%20Photos/2015%20BK.jpg,SRA31-BK-ND,"2015,BK",Serpac,BOX END PANEL BLK A31 SERIES,58,0,"2.65000","0","1","A","Active","Panel, End","-","A31 Series","4.910"" L x 1.520"" W x 0.100"" H (124.71mm x 38.61mm x 2.54mm)","Black","Plastic, ABS"
http://www.serpac.com/userprints/M4.pdf,//media.digikey.com/photos/Serpac%20Photos/4004IR.jpg,SRM4-FPI-ND,4004IR,Serpac,BOX LENS INFRA-RED M-4 SERIES,154,0,"2.67000","0","1","M","Active","Lens","-","M4 Series","2.050"" L x 0.430"" W x 0.060"" H (52.07mm x 10.92mm x 1.52mm)","Infra-Red","Plastic, Polycarbonate"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2200158,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2200158.jpg,277-14541-ND,2200158,Phoenix Contact,ELECTRONIC HOUSING,100,0,"3.50000","0","1","UM","Active","Panel, Side","Foot","122mm Wide Housing","5.602"" W x 1.575"" H (142.30mm x 40.00mm)","Black","Plastic, Polyamide"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2200159,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2200159.jpg,277-14542-ND,2200159,Phoenix Contact,ELECTRONIC HOUSING,100,0,"3.50000","0","1","UM","Active","Panel, Side","Foot","122mm Wide Housing","5.602"" W x 1.575"" H (142.30mm x 40.00mm)","Black","Plastic, Polyamide"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2908980.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2908980.JPG,277-2892-ND,2908980,Phoenix Contact,HOUSING UPPER FOR PCB TERM BLOCK,40,0,"3.74000","0","1","ME","Active","Housing","-","22.5mm Wide Housing","0.886"" W (22.50mm)","Black","Plastic, Non Specified"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/BC_Series_Installation_Component_Housing.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2896209.jpg,277-14766-ND,2896209,Phoenix Contact,COVER CAP UNOCCUPIED TERM POINTS,33,0,"4.23000","0","1","BC","Active","Filler Plug","-","BC 35.6 Housing System","1.402"" W (35.60mm)","Gray","Plastic, Polyamide"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2956903.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2956903.JPG,277-2899-ND,2956903,Phoenix Contact,BASE ELEMENT W/O SNAP FT 16.5MM,56,850,"4.26000","0","1","UM","Active","Base","-","UM Series","0.650"" W (16.50mm)","Green","Plastic, Polyamide"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2199320,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2199320.jpg,277-14538-ND,2199320,Phoenix Contact,PANEL MOUNT BASE,42,0,"5.60000","0","1","UM","Active","Base","-","108mm Wide Housing","4.016"" W (102.00mm)","Green","Plastic, PVC"
http://www.keyelco.com/product-pdf.cfm?p=1620,//media.digikey.com/photos/Keystone%20Elect%20Photos/2047.jpg,36-2047-ND,2047,Keystone Electronics,PANEL ALUMINUM 5-1/4 X 6-3/4"",50,0,"5.87000","0","1","-","Active","Cover, Lid","-","701 Case","6.812"" L x 5.250"" W x 0.062"" H (173.05mm x 133.35mm x 1.57mm)","Unpainted","Metal, Aluminum"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1598-ND,A6P4G,"Hoffman Enclosures, Inc.",PANEL 4.88X2.88 FITS 6.00X4.00,39,0,"6.86000","0","1","-","Active","Panel, Inner","-","Junction Boxes","4.880"" L x 2.880"" W (123.95mm x 73.15mm)","-","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,-,1441-1252-ND,A8N8P,"Hoffman Enclosures, Inc.",PANEL N1 6.25X6.25,29,0,"9.80000","0","1","-","Active","Panel","Mounting Hardware","Enclosures","6.250"" L x 6.250"" W (158.75mm x 158.75mm)","White","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1119-ND,A16P10,"Hoffman Enclosures, Inc.",PANEL J BOX 14.75X8.88,12,0,"18.56000","0","1","-","Active","Panel, Inner","-","Junction Boxes","14.750"" L x 8.880"" W (374.65mm x 225.55mm)","White","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,-,1441-1178-ND,A36P24,"Hoffman Enclosures, Inc.",PANEL NEMA 12 33.00X21.00,4,0,"129.15000","0","1","-","Active","Panel","-","Enclosures","33.000"" L x 21.000"" W (838.20mm x 533.40mm)","White","Metal, Steel"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CONCEPTPanel.jpg,1441-1417-ND,CP3030,"Hoffman Enclosures, Inc.",PANEL 28.20X28.20,2,0,"147.00000","0","1","-","Active","Panel","-","Enclosures","28.200"" L x 28.200"" W (716.28mm x 716.28mm)","White","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_Panel_MedType1.jpg,1441-1177-ND,A36N30MP,"Hoffman Enclosures, Inc.",PANEL N1 32.00X28.50,2,0,"149.10000","0","1","-","Active","Panel","Mounting Hardware","Enclosures","32.000"" L x 28.500"" W (812.80mm x 723.90mm)","White","Metal, Steel"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2906319,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2906319.jpg,277-14899-ND,2906319,Phoenix Contact,ELECTRONIC HOUSING,2,2,"164.51000","0","1","UM","Active","Base","-","100mm Wide Housing","78.740"" L x 3.937"" W (2000.00mm x 100.00mm)","Green","Plastic, PVC"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00035.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_SSFoldingShelf.jpg,1441-1601-ND,ACSHELF1818SS,"Hoffman Enclosures, Inc.","FOLDING SHELF, SS 18 X 18",2,0,"1014.30000","0","1","-","Active","Shelf","Folding","Enclosures","18.000"" L x 18.000"" W (457.20mm x 457.20mm)","-","Metal, Steel"
