Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Features","For Use With/Related Products","Size / Dimension","Color","Material"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,-,1441-1597-ND,A6N6P,"Hoffman Enclosures, Inc.",PANEL 4.25X4.25 FITS 6.00X6.00,34,0,"7.14000","0","1","-","Active","Panel","Mounting Hardware","Enclosures","4.250"" L x 4.250"" W (107.95mm x 107.95mm)","White","Metal, Steel"
http://www.hammondmfg.com/pdf/1555F.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1555FFPL.jpg,HM431-ND,1555FFPL,Hammond Manufacturing,INNER PANEL STEEL 16 GA.,28,0,"7.26000","0","1","1555","Active","Panel, Inner","-","1555FF, 1555F2F Series","4.252"" L x 2.992"" W x 0.064"" H (108.00mm x 76.00mm x 1.63mm)","Unpainted","Metal, Steel"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2764878,//media.digikey.com/Photos/Phoenix%20Photos/2764878.jpg,277-14675-ND,2764878,Phoenix Contact,HOUSING COVER,30,0,"7.29000","0","1","EG","Active","Cover, Lid","Positions - 16","45mm Wide Housing","2.953"" L x 1.772"" W x 0.689"" H (75.00mm x 45.00mm x 17.50mm)","Green","Plastic, ABS"
https://www.hammfg.com/electrical/products/accessories/14p.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/14R0907.jpg,HM1514-ND,14R0907,Hammond Manufacturing,PANEL INNER STL 8.75X6.88"" WHT,43,1650,"8.10000","0","1","14R","Active","Panel, Inner","-","1414, EJ, PJ Series","8.750"" L x 6.880"" W (222.25mm x 174.75mm)","White","Metal, Steel"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/BC_Series_Installation_Component_Housing.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2896403.jpg,277-9398-ND,2896403,Phoenix Contact,LOWER PART FOR BC 53.6 HOUSING,60,0,"8.14000","0","1","BC","Active","Base","-","BC 53.6 Housing System","3.531"" L x 2.110"" W x 2.449"" H (89.70mm x 53.60mm x 62.20mm)","Black","Plastic, Polycarbonate"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2955577.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2955577.JPG,277-2821-ND,2955577,Phoenix Contact,BASE ELEMENT W/O SNAP FOOT 35MM,58,400,"8.18000","0","1","UM","Active","Base","-","35mm Wide Housing","1.378"" W (35.00mm)","Green","Plastic, Polyamide"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1223-ND,A6P6,"Hoffman Enclosures, Inc.",PANEL J BOX 4.88X4.88,26,0,"8.26000","0","1","-","Active","Panel, Inner","-","Junction Boxes","4.880"" L x 4.880"" W (123.95mm x 123.95mm)","White","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,-,1441-1600-ND,A8N6P,"Hoffman Enclosures, Inc.",PANEL 6.25X4.25 FITS 8.00X6.00,28,0,"8.40000","0","1","-","Active","Panel","Mounting Hardware","Enclosures","6.250"" L x 4.250"" W (158.75mm x 107.95mm)","White","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1255-ND,A8P6G,"Hoffman Enclosures, Inc.",PANEL J BOX 6.75X4.88,47,0,"9.38000","0","1","-","Active","Panel, Inner","-","Junction Boxes","6.750"" L x 4.880"" W (171.45mm x 123.95mm)","-","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1253-ND,A8P6,"Hoffman Enclosures, Inc.",PANEL J BOX 6.75X4.88,26,0,"9.38000","0","1","-","Active","Panel, Inner","-","Junction Boxes","6.750"" L x 4.880"" W (171.45mm x 123.95mm)","White","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1257-ND,A8P8,"Hoffman Enclosures, Inc.",PANEL J BOX 6.75X4.88,50,0,"9.83000","0","1","-","Active","Panel, Inner","-","Junction Boxes","6.750"" L x 6.880"" W (171.45mm x 174.75mm)","White","Metal, Steel"
-,//media.digikey.com/Photos/BUD%20Industries%20Photos/PIX-11775.JPG,377-2149-ND,PIX-11775,Bud Industries,STEEL INTERNAL PANEL - PIP,79,158,"10.20000","0","1","PIP","Active","Panel, Inner","-","PIP Series","5.827"" L x 8.780"" W x 0.063"" H (148.00mm x 223.00mm x 1.60mm)","Natural","Metal, Steel"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2764140.pdf,//media.digikey.com/photos/Phoenix%20Photos/2764140.JPG,277-9292-ND,2764140,Phoenix Contact,LOWER HOUSING W/SNAPON FOOT,53,0,"10.44000","0","1","EG","Active","Base","Positions - 16","EG Housing System","2.953"" L x 1.772"" W x 4.232"" H (75.00mm x 45.00mm x 107.50mm)","Green","Plastic, ABS"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/BC_Series_Installation_Component_Housing.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2278500.jpg,277-12405-ND,2278500,Phoenix Contact,BASE PLASTIC BLACK,90,0,"10.89000","0","1","BC","Active","Base","-","BC 161.6 Housing System","3.531"" L x 6.362"" W x 2.449"" H (89.70mm x 161.60mm x 62.20mm)","Black","Plastic, Polycarbonate"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105054/Spec-00360.pdf,//media.digikey.com/photos/Hoffman-Enclosures-Inc/LPxxxx-PNL_PntdStl.JPG,1441-1620-ND,LP2015,"Hoffman Enclosures, Inc.",PANEL FITS 200X150,31,0,"11.97000","0","1","-","Active","Panel","-","Enclosures","7.130"" L x 5.160"" W (181.10mm x 131.06mm)","White","Metal, Steel"
http://www.hammondmfg.com/pdf/1444-26.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1434-26.jpg,HM284-ND,1434-26,Hammond Manufacturing,COVER FOR PART #1444-26/1444-28,26,139,"12.02000","0","1","1434","Active","Cover, Lid","-","1444 Series","8.000"" L x 16.000"" W x 0.040"" H (203.20mm x 406.40mm x 1.02mm)","Unpainted","Metal, Aluminum"
http://web.schroff.de/webcat/subgroup/pdf/schroff_cat_39601641_main_catalog_2012_en.pdf#page=845,//media.digikey.com/Photos/Schroff/30848300.JPG,1439-1278-ND,30848300,Schroff,FRNT PNL 3U 5HP TYP 2 EXTRCT HDL,32,0,"12.12000","0","1","-","Active","Panel, Front","-","Plug-in Units","0.987"" W x 5.055"" H (25.06mm x 128.40mm)","Natural","Metal, Aluminum"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2201813,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2201813.jpg,277-14557-ND,2201813,Phoenix Contact,CONN DIN RAIL 5 POS,42,0,"12.76000","0","1","ME","Active","Housing","Positions - 5","ME Series","1.122"" L x 1.437"" W x 0.807"" H (28.50mm x 36.50mm x 20.50mm)","Gray","Plastic, Non Specified"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2713612,//media.digikey.com/Photos/Phoenix%20Photos/2713625.jpg,277-14660-ND,2713612,Phoenix Contact,HOUSING PLASTIC 3.9""L X 0.69""W,28,0,"13.00000","0","1","ME MAX","Active","Housing","Positions - 18","17.5mm Wide Housing","3.898"" L x 0.689"" W x 4.508"" H (99.00mm x 17.50mm x 114.50mm)","Gray","Plastic, Polyamide"
http://www.hammondmfg.com/pdf/1441-26.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1431-Black.jpg,HM1491-ND,1431-26BK3,Hammond Manufacturing,COVER FOR CHASSIS 16X8"" BLK,28,43,"13.01000","0","1","1431","Active","Cover, Lid","-","1441 Series","16.000"" L x 8.000"" W x 0.032"" H (406.40mm x 203.20mm x 0.81mm)","Black","Metal, Steel"
http://www.budind.com/pdf/hb1502.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/BPA-1522.JPG,377-1971-ND,BPA-1522,Bud Industries,PLATE ALUMINUM BOTTOM 9"" X 15"",33,31,"13.50000","0","1","-","Active","Plate","-","Chassis","14.812"" L x 8.812"" W x 0.156"" H (376.22mm x 233.82mm x 3.96mm)","Natural","Metal, Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2907130.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2907130.JPG,277-2837-ND,2907130,Phoenix Contact,HOUSING LOWER DIN RAIL,66,350,"14.53000","0","1","ME","Active","Base","Positions - 16, 24","22.5mm Wide Housing","3.898"" L x 0.886"" W x 4.508"" H (99.00mm x 22.50mm x 114.50mm)","Green","Plastic, Polyamide"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/ME_7-24-18.pdf,//media.digikey.com/photos/Phoenix%20Photos/2915067.JPG,277-9451-ND,2915067,Phoenix Contact,"ME22,5UTGTBUSBK",26,0,"14.70000","0","1","ME","Active","Base","-","22.5mm Wide Housing","3.898"" L x 0.890"" W x 4.508"" H (99.00mm x 22.60mm x 114.50mm)","Black","Plastic, Non Specified"
http://www.budind.com/pdf/hb10980.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NBX-10987.jpg,377-2070-ND,NBX-10987,Bud Industries,PANEL INTERNAL 10.4"" X 14.3"",42,145,"16.80000","0","1","NB","Active","Panel, Inner","-","NBB, NBE Series","14.300"" L x 10.400"" W x 0.062"" H (362.00mm x 265.00mm x 1.57mm)","Unpainted","Metal, Steel"
http://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/ASIM/webcat/subgroup/mi/60807-294.pdf,//media.digikey.com/Photos/Schroff/20818027.jpg,1439-1079-ND,20818027,Schroff,FRONT PANEL KIT 6U 6HP VME,36,0,"17.34000","0","1","-","Active","Panel, Front","Handles","CompactPCI, VME64x Series Enclosures","1.187"" W x 10.305"" H (30.14mm x 261.75mm)","Gray, Green","Metal, Aluminum"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/Photos/Schroff/30848357.JPG,1439-1300-ND,30848357,Schroff,FRONT FILLER PANEL 6U 8HP,12,0,"17.41000","0","1","-","Active","Panel, Front","-","europacPRO Enclosures","1.587"" W x 10.305"" H (40.30mm x 261.75mm)","Natural","Metal, Aluminum"
http://www.hammondmfg.com/pdf/1455D601.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1455DAL-10.JPG,HM1347-ND,1455DAL-10,Hammond Manufacturing,END PANEL ALUMINUM CLEAR 10/PACK,71,37,"17.65000","0","1","1455","Active","Panel, End","-","1455D Series","1.670"" L x 0.903"" W x 0.064"" H (42.43mm x 22.93mm x 1.63mm)","Clear","Metal, Aluminum"
http://www.hammondmfg.com/pdf/1441-38.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1431-Black.jpg,HM1492-ND,1431-38BK3,Hammond Manufacturing,COVER FOR CHASSIS 17X14"" BLK,9,37,"18.92000","0","1","1431","Active","Cover, Lid","-","1441 Series","17.000"" L x 14.000"" W x 0.040"" H (431.80mm x 355.60mm x 1.02mm)","Black","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1091-ND,A14P12G,"Hoffman Enclosures, Inc.",PANEL J BOX 12.75X10.88,35,0,"19.04000","0","1","-","Active","Panel, Inner","-","Junction Boxes","12.750"" L x 10.880"" W (324.00mm x 276.35mm)","-","Metal, Steel"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105054/Spec-00360.pdf,//media.digikey.com/photos/Hoffman-Enclosures-Inc/LPxxxx-PNL_PntdStl.JPG,1441-1526-ND,LP3530,"Hoffman Enclosures, Inc.",PANEL 331X281MM,10,0,"19.52000","0","1","-","Active","Panel","-","Enclosures","13.040"" L x 11.070"" W (331.22mm x 280.42mm)","White","Metal, Steel"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2713706,//media.digikey.com/Photos/Phoenix%20Photos/2713706.jpg,277-14662-ND,2713706,Phoenix Contact,32POS ELECTRONIC HOUSING KIT,9,6,"19.66000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2713913.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2713913.jpg,277-2915-ND,2713913,Phoenix Contact,48POS ELECTRONIC HOUSING KIT,8,8,"19.66000","0","1","ME MAX","Active","Housing","Positions - 48","45mm Wide Housing","3.898"" L x 1.772"" W x 4.508"" H (99.00mm x 45.00mm x 114.50mm)","Gray","Plastic, Polyamide"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,-,1441-1116-ND,A16N12P,"Hoffman Enclosures, Inc.",PANEL N1 14.25X10.25,8,0,"19.75000","0","1","-","Active","Panel","Mounting Hardware","Enclosures","14.250"" L x 10.250"" W (361.95mm x 260.35mm)","White","Metal, Steel"
-,//media.digikey.com/Photos/Schroff/20817450.jpg,1439-1059-ND,20817450,Schroff,FRONT PANEL KIT 6U 6HP VME,8,0,"19.86000","0","1","-","Active","Panel, Front","Handles","CompactPCI, VME64x Series Enclosures","1.187"" W x 10.305"" H (30.14mm x 261.75mm)","Gray, Green","Metal, Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2906490.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2906490.jpg,277-2856-ND,2906490,Phoenix Contact,SIDE ELEMENT LEFT W/FOOT,20,0,"20.03000","0","1","UM","Active","Panel, Side","Foot","UM Series","4.252"" L x 0.197"" W (108.00mm x 5.00mm)","Green","Plastic, Non Specified"
-,//media.digikey.com/Photos/Schroff/20848664.jpg,1439-1109-ND,20848664,Schroff,FRONT PANEL KIT 3U 4HP FOR VME,10,0,"20.18000","0","1","-","Active","Panel, Front","Handles","CompactPCI, VME64x Series Enclosures","0.787"" W x 4.535"" H (19.98mm x 115.20mm)","Gray","Metal, Aluminum"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CONCEPTPanel.jpg,1441-1404-ND,CP1212,"Hoffman Enclosures, Inc.",PANEL 10.20X10.20,24,0,"20.35000","0","1","-","Active","Panel","-","Enclosures","10.200"" L x 10.200"" W (259.08mm x 259.08mm)","White","Metal, Steel"
http://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/ASIM/webcat/subgroup/mi/60817-402.pdf,//media.digikey.com/Photos/Schroff/20848591.jpg,1439-1102-ND,20848591,Schroff,FRNT PNL KIT 3U 12HP CPCI-VME64X,6,0,"20.88000","0","1","-","Active","Panel, Front","Handles","CompactPCI, VME64x Series Enclosures","2.387"" W x 5.055"" H (60.62mm x 128.40mm)","Black, Gray","Metal, Aluminum"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1254-ND,A8P6AL,"Hoffman Enclosures, Inc.",PANEL J BOX 6.75X4.88,11,0,"21.06000","0","1","-","Active","Panel, Inner","-","Junction Boxes","6.750"" L x 4.880"" W (171.45mm x 123.95mm)","-","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/ME_MAX_7-24-18.pdf,//media.digikey.com/photos/Phoenix%20Photos/2713492.jpg,277-9262-ND,2713492,Phoenix Contact,8POS ELECTRONIC HOUSING KIT,30,0,"21.40000","0","1","ME MAX","Active","Housing","Positions - 8","45mm Wide Housing","3.898"" L x 1.772"" W x 4.508"" H (99.00mm x 45.00mm x 114.50mm)","Gray","Plastic, Polyamide"
-,//media.digikey.com/Photos/Schroff/20849129.jpg,1439-1120-ND,20849129,Schroff,FRNT PNL AMC MTCA RC1.2 3LED,6,0,"22.54000","0","1","-","Active","Panel, Front","Handles","AdvancedMC, MicroTCA Systems","0.512"" L x 1.142"" W x 2.906"" H (13.00mm x 29.00mm x 73.80mm)","Natural","Metal, Stainless Steel"
http://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/ASIM/webcat/subgroup/mi/60817-402.pdf,//media.digikey.com/photos/Schroff/20848594.jpg,1439-1104-ND,20848594,Schroff,FRNT PNL KIT 6U 6HP CPCI-VME64X,58,0,"23.71000","0","1","-","Active","Panel, Front","Handles","CompactPCI, VME64x Series Enclosures","1.187"" W x 10.305"" H (30.14mm x 261.75mm)","Black, Gray","Metal, Aluminum"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_Panel_MedType1.jpg,1441-1118-ND,A16N16MP,"Hoffman Enclosures, Inc.",PANEL N1 13.00X14.50,6,0,"24.28000","0","1","-","Active","Panel","Mounting Hardware","Enclosures","13.000"" L x 14.500"" W (330.20mm x 368.30mm)","White","Metal, Steel"
http://www.hammondmfg.com/pdf/1593P.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1593PIR10.jpg,HM888-ND,1593PIR10,Hammond Manufacturing,PANEL REPLACMNT 1593K/J/P/Q/T/X,92,260,"24.38000","0","1","1593","Active","Panel, End","-","1593K, L, P, Q, Y, X Series","2.343"" L x 0.886"" W x 0.067"" H (59.51mm x 22.51mm x 1.70mm)","Infra-Red","Plastic, Non Specified"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2909358.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2909358.JPG,277-2888-ND,2909358,Phoenix Contact,HOUSING LOWER DIN RAIL,9,0,"24.54000","0","1","ME","Active","Base","Positions - 8","45mm Wide Housing","3.898"" L x 1.772"" W x 4.508"" H (99.00mm x 45.00mm x 114.50mm)","Green","Plastic, Polyamide"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1121-ND,A16P14,"Hoffman Enclosures, Inc.",PANEL J BOX 14.75X12.88,54,0,"25.23000","0","1","-","Active","Panel, Inner","-","Junction Boxes","14.750"" L x 12.880"" W (374.65mm x 327.15mm)","White","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1123-ND,A16P14G,"Hoffman Enclosures, Inc.",PANEL J BOX 14.75X12.88,11,0,"25.23000","0","1","-","Active","Panel, Inner","-","Junction Boxes","14.750"" L x 12.880"" W (374.65mm x 327.15mm)","-","Metal, Steel"
//media.digikey.com/PDF/Data%20Sheets/BUD%20Industries%20PDFs/NB%20Series%20Plastic%20Panels.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/NBX-10990-PL.jpg,377-1677-ND,NBX-10990-PL,Bud Industries,PANEL PLASTIC 13.1X17.6"" FOR NB,46,296,"26.00000","0","1","NB","Active","Panel, Inner","-","NBB, NBE Series","17.600"" L x 13.100"" W x 0.173"" H (447.04mm x 332.74mm x 4.39mm)","Unpainted","Plastic, ABS"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CONCEPTPanel.jpg,1441-1405-ND,CP1612,"Hoffman Enclosures, Inc.",PANEL 14.20X10.20,16,0,"26.18000","0","1","-","Active","Panel","-","Enclosures","14.200"" L x 10.200"" W (360.68mm x 259.08mm)","White","Metal, Steel"
-,//media.digikey.com/photos/Phoenix%20Photos/2942975.jpg,277-9468-ND,2942975,Phoenix Contact,HOUSING PLSTC GRN 2.95""LX0.59""W,9,6,"26.31000","0","1","EMG","Active","Housing","Positions - 6","15mm Wide Housing","2.953"" L x 0.591"" W x 1.870"" H (75.00mm x 15.00mm x 47.50mm)","Green","Plastic, Polycarbonate"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1028-ND,A10P8AL,"Hoffman Enclosures, Inc.",PANEL J BOX 8.75X6.88,21,0,"28.32000","0","1","-","Active","Panel, Inner","-","Junction Boxes","8.750"" L x 6.880"" W (222.25mm x 174.75mm)","-","Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2792015.pdf,//media.digikey.com/Photos/Phoenix%20Photos/COMBICON%202792%20SERIES.JPG,277-2870-ND,2792015,Phoenix Contact,ELECTRONIC HOUSING PCB INSERTION,27,0,"28.51000","0","1","UEGM","Active","Housing","Positions - 6","UEGM Series","3.110"" L x 0.886"" W x 3.366"" H (79.00mm x 22.50mm x 85.50mm)","Green","Plastic, Polyamide"
http://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/ASIM/webcat/subgroup/mi/60817-137.pdf,//media.digikey.com/photos/Schroff/20848492.jpg,1439-1096-ND,20848492,Schroff,FRONT PANEL KIT 6U 4HP FOR VME,74,0,"29.51000","0","1","-","Active","Panel, Front","Handles","CompactPCI, VME64x Series Enclosures","0.787"" W x 9.268"" H (19.98mm x 235.40mm)","Gray, Natural","Metal, Aluminum"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1256-ND,A8P6SS,"Hoffman Enclosures, Inc.",PANEL J BOX 6.75X4.88,7,0,"29.51000","0","1","-","Active","Panel, Inner","-","Junction Boxes","6.750"" L x 4.880"" W (171.45mm x 123.95mm)","-","Metal, Stainless Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_Panel_MedType1.jpg,1441-1143-ND,A20N16MP,"Hoffman Enclosures, Inc.",PANEL N1 17.00X14.50,15,0,"29.87000","0","1","-","Active","Panel","Mounting Hardware","Enclosures","17.000"" L x 14.500"" W (431.80mm x 368.30mm)","White","Metal, Steel"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/A20N16MPP.jpg,1441-1144-ND,A20N16MPP,"Hoffman Enclosures, Inc.",PANEL N1 PERF 17.00X14.50,7,0,"30.82000","0","1","-","Active","Panel","Perforated","-","17.000"" L x 14.500"" W (431.80mm x 368.30mm)","-","Metal, Steel"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2907431.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2907431.jpg,277-2880-ND,2907431,Phoenix Contact,HOUSING UPPER FOR PCB TERM BLOCK,20,0,"30.84000","0","1","ME","Active","Housing","Positions - 12, 24","17.5mm Wide Housing","0.689"" W x 1.516"" H (17.50mm x 38.50mm)","Green","Plastic, Polyamide"
-,//media.digikey.com/photos/Hammond%20Mfg%20Photos/1455TALBK-10.JPG,HM1507-ND,1455TALBK-10,Hammond Manufacturing,END PANEL ALUMINUM BLACK 10/PACK,35,5,"31.71000","0","1","1455","Active","Panel, End","-","1455T Series","6.496"" L x 2.013"" W x 0.059"" H (165.00mm x 51.13mm x 1.50mm)","Black","Metal, Aluminum"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/ME_7-24-18.pdf,//media.digikey.com/photos/Phoenix%20Photos/2908744.JPG,277-9447-ND,2908744,Phoenix Contact,HOUSING BASE 5POS INTEGRATED,44,0,"34.20000","0","1","ME","Active","Base","Positions - 24","22.5mm Wide Housing","3.898"" L x 0.886"" W x 4.508"" H (99.00mm x 22.50mm x 114.50mm)","Green","Plastic, Polyamide"
http://www.pentairprotect.co.uk/wcsstore/AuroraStorefrontAssetStore/espots/schroffexpress/SUBRACKEXPRESS-Sel-00096.pdf,//media.digikey.com/photos/Schroff/30807506.JPG,1439-1269-ND,30807506,Schroff,FRONT PANEL 3U 84HP (ANODIZED),24,0,"35.30000","0","1","-","Active","Panel, Front","-","Plug-in Units","5.055"" L x 16.787"" W x 0.098"" H (128.40mm x 426.40mm x 2.50mm)","Natural","Metal, Aluminum"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PanlForJnctnBox.jpg,1441-1129-ND,A18P16,"Hoffman Enclosures, Inc.",PANEL NEMA 12 16.75X14.88,12,0,"35.70000","0","1","-","Active","Panel","-","Junction Boxes","16.750"" L x 14.880"" W (425.45mm x 377.95mm)","White","Metal, Steel"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/ME_PLC_40_Housing_for_Complex_Electronics.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2201503.jpg,277-10003-ND,2201503,Phoenix Contact,BUS CONNECTOR SET 2X10POS,20,0,"35.82000","0","1","ME","Active","Connector Set","-","ME Series","-","-","Plastic, Non Specified"
