Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Connector Type","Number of Positions","Number of Rows","Termination Style"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK1CAT5E-ND,QGPK1CAT5E,Switchcraft Inc.,QG PATCHBAY 1RU EHRJ,0,0,"388.08000","0","1","QG®","Active","Audio Jack Panel","RJ45 Jack","16","1","-"
https://belfuse.com/resources/Trompeter/Drawings/dr-JSI-40.pdf,-,JS-40E-ND,JS-40,Cinch Connectivity Solutions Trompeter,40-HOLE NON-INSULATED PANEL,0,0,"390.93000","0","1","JS","Active","Modular Panel","-","40","2","-"
https://belfuse.com/resources/Trompeter/Drawings/dr-JSI-40.pdf,-,JS-40W-ND,JS-40W,Cinch Connectivity Solutions Trompeter,40-HOLE NON-INSULATED PANEL,0,0,"390.93000","0","1","JS","Active","Modular Panel","-","40","2","-"
-,-,CPP48KFVPCBU-ND,CPP48KFVPCBU,Panduit Corp,48-PORT MINI-COM VNS PATCH PANEL,0,0,"397.57000","0","1","-","Active","-","-","-","-","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD011CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C648.jpg,PP110C648-ND,PP110C648,HellermannTyton,CAT 6 UNIV 48 PORT PATCH PANEL,0,0,"400.13000","0","1","-","Active","Patch Panel, Cat6","RJ45","48","2","110 Block"
-,-,PVQ-MIQAPU24-ND,PVQ-MIQAPU24,Panduit Corp,PANVIEW IQ MODULAR INTELLIGENT A,0,0,"400.82000","0","1","-","Active","-","-","-","-","-"
-,-,PVQ-MIQAPS24-ND,PVQ-MIQAPS24,Panduit Corp,PANVIEW IQ MODULAR INTELLIGENT A,0,0,"403.08000","0","1","-","Active","-","-","-","-","-"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK3CAT6S-ND,QGPK3CAT6S,Switchcraft Inc.,QG PATCHBAY 3.5 EH,0,0,"403.20000","0","1","QG®","Active","Audio Jack Panel","RJ45 Jack","32","2","-"
-,-,DPKA24688TG-ND,DPKA24688TG,Panduit Corp,"PUNCHDOWN PATCH PANEL KIT, CAT 6",0,0,"403.74000","0","1","-","Active","-","-","-","-","-"
-,-,JSIX-128-ND,JSIX-128,Cinch Connectivity Solutions Trompeter,128-HOLE INSULATED PANEL,0,0,"404.46000","0","1","JSI","Active","Modular Panel","-","128","4","-"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK3LC-ND,QGPK3LC,Switchcraft Inc.,QG PATCHBAY 3.5 EH,0,0,"408.80000","0","1","QG®","Active","Audio Jack Panel","LC","32","2","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2880192.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2880192.jpg,2880192-ND,2880192,Phoenix Contact,19"" RACK SURGE PROT PORTS,0,0,"410.00000","0","1","D-LAN","Active","Modular Panel","RJ45","4","2","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MI3014008CST.pdf,-,APP110C5E48-ND,APP110C5E48,HellermannTyton,ANGLED UNIVERSAL 48 PORT PATCH P,0,0,"416.23000","0","1","-","Active","Modular Panel","RJ45","48","2","110 Block"
https://www.belfuse.com/resources/Trompeter/Drawings/dr-JSI-56.pdf,-,JS-56-ND,JS-56,Cinch Connectivity Solutions Trompeter,56-HOLE NON-INSULATED PANEL,0,0,"417.93000","0","1","JS","Active","Modular Panel","-","56","2","-"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,-,JS-48-ND,JS-48,Cinch Connectivity Solutions Trompeter,48-HOLE NON-INSULATED PANEL,0,0,"418.47000","0","1","JS","Active","Modular Panel","-","48","2","-"
-,-,BEL2122-ND,MIPP-02-007,Belden Inc.,MOD IND PATCH PANEL,0,0,"419.85000","0","1","*","Active","Patch Panel, Cat6","SC","-","2","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD011CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C648RS.jpg,PP110C648RS-ND,PP110C648RS,HellermannTyton,CAT 6 RCK-SNP 48 PORT PATCH PANE,0,0,"421.17000","0","1","MegaBand®","Active","Patch Panel, Cat6","RJ45","48","2","110 Block"
-,-,BEL2141-ND,MIPP-10-008,Belden Inc.,MOD IND PATCH PANEL,0,0,"423.16000","0","1","*","Active","Patch Panel, Fiber","SC","24","1","-"
-,-,BEL2139-ND,MIPP-10-006,Belden Inc.,MOD IND PATCH PANEL,0,0,"423.23000","0","1","*","Active","Patch Panel, Fiber","SC","24","2","-"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK3ST-ND,QGPK3ST,Switchcraft Inc.,QG PATCHBAY 3.5 EH,0,0,"432.60000","0","1","QG®","Active","Audio Jack Panel","ST","32","2","-"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK3STM-ND,QGPK3STM,Switchcraft Inc.,QG PATCHBAY 3.5 EH,0,0,"432.60000","0","1","QG®","Active","Audio Jack Panel","ST","32","2","-"
http://www.switchcraft.com/Documents/EDG4.pdf#page=195,-,HPCPK324F1-ND,HPCPK324F1,Switchcraft Inc.,CONN HPC PATCHBAY 24POS .187,0,0,"433.41000","0","1","HPC","Active","Audio Jack Panel","HPC Jacks","24","2","Quick Connect - 0.187"" (4.7mm)"
http://www.switchcraft.com/Documents/EDG4.pdf#page=195,-,HPCPK324F-ND,HPCPK324F,Switchcraft Inc.,CONN HPC PATCHBAY 24POS .250,0,0,"433.41000","0","1","HPC","Active","Audio Jack Panel","HPC Jacks","24","2","Quick Connect - 0.250"" (6.3mm)"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/853-15047.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C5E481U.jpg,PP110C5E481U-ND,PP110C5E481U,HellermannTyton,CAT 5E 1U 48 PORT PATCH PANEL,0,0,"434.06000","0","1","-","Active","Patch Panel, Cat5e","RJ45","48","2","110 Block"
-,-,DPKAB24688TG-ND,DPKAB24688TG,Panduit Corp,"PUNCHDOWN PATCH PANEL KIT, CAT 6",0,0,"434.38000","0","1","-","Active","-","-","-","-","-"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,-,JS-52S-ND,JS-52S,Cinch Connectivity Solutions Trompeter,52-HOLE NON-INSULATED PANEL,0,0,"435.82000","0","1","JS","Active","Modular Panel","-","52","2","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=12,-,TTEZN10WWBX-ND,TTEZN10WWBX,Switchcraft Inc.,PATCHBAY 1 RACK JACK WIRE WRAP,0,0,"436.80000","0","1","EZ Norm TT","Active","Audio Jack Panel","0.173"" Phone Jack","48","2","Wire Wrap"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=12,-,TTEZN15WWBX-ND,TTEZN15WWBX,Switchcraft Inc.,PATCHBAY 1.5RACK JACK WIRE WRAP,0,0,"436.80000","0","1","EZ Norm TT","Active","Audio Jack Panel","0.173"" Phone Jack","48","2","Wire Wrap"
-,-,JSIX-64S-ND,JSIX-64S,Cinch Connectivity Solutions Trompeter,64-HOLE INSULATED PANEL,0,0,"440.32000","0","1","JSI","Active","Modular Panel","-","64","2","-"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK1CAT5ES-ND,QGPK1CAT5ES,Switchcraft Inc.,QG PATCHBAY 1RU EHRJ,0,0,"441.00000","0","1","QG®","Active","Audio Jack Panel","RJ45 Jack","16","1","-"
https://www.belfuse.com/resources/Trompeter/Drawings/dr-JSI-52.pdf,-,JS-52-ND,JS-52,Cinch Connectivity Solutions Trompeter,52-HOLE NON-INSULATED PANEL,0,0,"444.69000","0","1","JS","Active","Modular Panel","-","52","2","-"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,-,JS-52W-ND,JS-52W,Cinch Connectivity Solutions Trompeter,52-HOLE NON-INSULATED PANEL,0,0,"444.69000","0","1","JS","Active","Modular Panel","-","52","2","-"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK1CAT6-ND,QGPK1CAT6,Switchcraft Inc.,QG PATCHBAY 1RU EHRJ,0,0,"446.88000","0","1","QG®","Active","Audio Jack Panel","RJ45 Jack","16","1","-"
http://www.switchcraft.com/Drawings/QGPK332MFB_CD.PDF,//media.digikey.com/photos/Switchcraft%20Photos/Switchcraft%20-%20QGPK332MFB.jpg,QGPK332MFB-ND,QGPK332MFB,Switchcraft Inc.,CONN PATCHBAY 16FMAL/16MALE 3.5"",0,0,"450.32000","0","1","QG®","Active","Audio Jack Panel","XLR, Male and Female","32","2","Solder Cup"
-,-,BEL2136-ND,MIPP-10-003,Belden Inc.,MOD IND PATCH PANEL,0,0,"457.70000","0","1","*","Active","Patch Panel, Fiber","LC","24","1","-"
-,-,BEL2135-ND,MIPP-10-002,Belden Inc.,MOD IND PATCH PANEL,0,0,"457.73000","0","1","*","Active","Patch Panel, Fiber","LC","24","2","-"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK3SCM-ND,QGPK3SCM,Switchcraft Inc.,QG PATCHBAY 3.5 EH,0,0,"457.80000","0","1","QG®","Active","Audio Jack Panel","SC","32","2","-"
-,-,BEL2137-ND,MIPP-10-004,Belden Inc.,MOD IND PATCH PANEL,0,0,"457.88000","0","1","*","Active","Patch Panel, Fiber","LC","24","1","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=12,-,TTEZN20WWBX-ND,TTEZN20WWBX,Switchcraft Inc.,PATCHBAY 2 RACK JACK WIRE WRAP,0,0,"458.64000","0","1","EZ Norm TT","Active","Audio Jack Panel","0.173"" Phone Jack","48","2","Wire Wrap"
https://assets.tripplite.com/product-pdfs/en/n4841m24lc12.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N484-1M24-LC12.jpg,N484-1M24-LC12-ND,N484-1M24-LC12,Tripp Lite,FIBER PATCH PANEL,0,0,"459.05000","0","1","Network","Active","Patch Panel, Fiber","LC","24","4","MTP, MPO"
-,-,BEL2118-ND,MIPP-02-003,Belden Inc.,MOD IND PATCH PANEL,0,0,"459.74000","0","1","*","Active","Patch Panel, Fiber","SC","24","2","-"
-,-,BEL2121-ND,MIPP-02-006,Belden Inc.,MOD IND PATCH PANEL,0,0,"460.26000","0","1","*","Active","Patch Panel, Fiber","SC","24","2","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD025CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C6G48.jpg,PP110C6G48-ND,PP110C6G48,HellermannTyton,CAT 6 ALPHASNAP 48 PORT PATCH PA,0,0,"468.72000","0","1","AlphaSnap®","Active","Patch Panel, Cat6","RJ45","48","2","110 Block"
https://assets.tripplite.com/product-pdfs/en/n4821m24lc12.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N482-1M24-LC12.jpg,N482-1M24-LC12-ND,N482-1M24-LC12,Tripp Lite,FIBER PATCH PANEL,0,0,"469.65000","0","1","Network","Active","Patch Panel, Fiber","LC","24","4","MTP, MPO"
-,-,VOL-0400S-G-ND,VOL-0400S-G,3M,PTCH PNL RCK MT 24PORT 2U W/CABL,0,0,"472.50000","0","1","Volition™","Active","Patch Panel, Fiber","-","24","-","-"
-,-,CPPKL5EG48WBL-ND,CPPKL5EG48WBL,Panduit Corp,48 PORT CAT5E PP KIT WITH LABELS,0,0,"473.32000","0","1","-","Active","-","-","-","-","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=12,-,TTEZN15WWTX-ND,TTEZN15WWTX,Switchcraft Inc.,PATCHBAY 1.5RACK JACK WIRE WRAP,0,0,"481.60000","0","1","EZ Norm TT","Active","Audio Jack Panel","0.173"" Phone Jack","48","2","Wire Wrap"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=12,-,TTEZN10WWTX-ND,TTEZN10WWTX,Switchcraft Inc.,PATCHBAY 1 RACK JACK WIRE WRAP,0,0,"481.60000","0","1","EZ Norm TT","Active","Audio Jack Panel","0.173"" Phone Jack","48","2","Wire Wrap"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=12,-,TTEZN20WWTX-ND,TTEZN20WWTX,Switchcraft Inc.,PATCHBAY 2 RACK JACK WIRE WRAP,0,0,"481.60000","0","1","EZ Norm TT","Active","Audio Jack Panel","0.173"" Phone Jack","48","2","Wire Wrap"
-,-,DPKR485E88TG-ND,DPKR485E88TG,Panduit Corp,"PUNCHDOWN PATCH PANEL KIT, CAT 5",0,0,"482.69000","0","1","-","Active","-","-","-","-","-"
https://assets.tripplite.com/product-pdfs/en/n4842m12lc12.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N484-2M12-LC12.jpg,N484-2M12-LC12-ND,N484-2M12-LC12,Tripp Lite,FIBER PATCH PANEL,0,0,"484.80000","0","1","Network","Active","Patch Panel, Fiber","LC","24","4","MTP, MPO"
-,-,BEL2144-ND,MIPP-10-011,Belden Inc.,MOD IND PATCH PANEL,0,0,"485.87000","0","1","*","Active","Patch Panel, Fiber","SC","24","1","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/MI3014008CST.pdf,-,APP110C648-ND,APP110C648,HellermannTyton,ANGLED UNIVERSAL 48 PORT PATCH P,0,0,"491.23000","0","1","-","Active","Modular Panel","RJ45","48","2","110 Block"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-HTD018CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C6481U.jpg,PP110C6481U-ND,PP110C6481U,HellermannTyton,CAT 6 1U 48 PORT PATCH PANEL,0,0,"493.68000","0","1","-","Active","Patch Panel, Cat6","RJ45","48","2","110 Block"
http://www.switchcraft.com/Documents/switchcraft_fiberoptic_npb_610.pdf,-,QGPK1CAT6S-ND,QGPK1CAT6S,Switchcraft Inc.,QG PATCHBAY 1RU EHRJ,0,0,"493.92000","0","1","QG®","Active","Audio Jack Panel","RJ45 Jack","16","1","-"
-,-,BEL2120-ND,MIPP-02-005,Belden Inc.,MOD IND PATCH PANEL,0,0,"495.17000","0","1","*","Active","Patch Panel, Cat5e","SC","-","2","-"
-,-,BEL2095-ND,MIPP-01-001,Belden Inc.,MOD IND PATCH PANEL,0,0,"496.16000","0","1","*","Active","Patch Panel, Fiber","LC","12","1","-"
-,-,BEL2116-ND,MIPP-02-001,Belden Inc.,MOD IND PATCH PANEL,0,0,"496.62000","0","1","*","Active","Patch Panel, Fiber","LC","4","1","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=27,-,MT48NNX-ND,MT48NNX,Switchcraft Inc.,CONN PATCHBAY 48JACKS 1.75"",0,0,"500.86000","0","1","MT48/52K","Active","Telephone Jack Panel","1/4"" Phone Jack","48","2","Solder"
-,-,BEL2124-ND,MIPP-02-009,Belden Inc.,MOD IND PATCH PANEL,0,0,"501.98000","0","1","*","Active","Patch Panel, Cat5e","SC","-","2","-"
https://assets.tripplite.com/product-pdfs/en/n4822m12lc12.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N482-2M12-LC12.jpg,N482-2M12-LC12-ND,N482-2M12-LC12,Tripp Lite,FIBER PATCH PANEL,0,0,"509.04000","0","1","Network","Active","Patch Panel, Fiber","LC","24","4","MTP, MPO"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD057CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C5E48JJ.jpg,PP110C5E48JJ-ND,PP110C5E48JJ,HellermannTyton,CAT 5E JACK-JACK 48 PORT PATCH P,0,0,"517.98000","0","1","MegaBand®","Active","Patch Panel, Cat5e","RJ45","48","2","110 Block"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=27,-,MT48HNX-ND,MT48HNX,Switchcraft Inc.,CONN PATCHBAY 48JACKS 1.75"",0,0,"523.88000","0","1","MT48/52K","Active","Telephone Jack Panel","1/4"" Phone Jack","48","2","Solder"
-,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C5E96.jpg,PP110C5E96-ND,PP110C5E96,HellermannTyton,CAT 5E UNIV 96 PORT PATCH PANEL,0,0,"525.89000","0","1","MegaBand®","Active","Patch Panel, Cat5e","RJ45","96","4","110 Block"
//media.digikey.com/pdf/Data%20Sheets/Weidmuller%20PDFs/Industrial_Ethernet_Cat(2016-2017).pdf,-,1049930000-ND,1049930000,Weidmüller,CRIMP PLUG,0,0,"528.46000","0","1","-","Active","Modular Panel","RJ45 Jack","24","1","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=27,-,MT52NNX-ND,MT52NNX,Switchcraft Inc.,CONN PATCHBAY 52JACKS 1.75"",0,0,"537.57000","0","1","MT48/52K","Active","Telephone Jack Panel","1/4"" Phone Jack","52","2","Solder"
http://www.panduit.com/heiler/PartDrawings/C-CODPA24688TGY--ENG.pdf,-,DPA485E88TGY-ND,DPA485E88TGY,Panduit Corp,PATCH PANEL 48-PORT,0,0,"538.77000","0","1","-","Active","Patch Panel, Cat5","RJ45 Jack","48","2","Punch Down"
https://assets.tripplite.com/product-pdfs/en/n254048sh6a.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N254-048-SH-6A.jpg,N254-048-SH-6A-ND,N254-048-SH-6A,Tripp Lite,48 PORT RACKMOUNT CAT6A SHIELDED,0,0,"539.34000","0","1","-","Active","Patch Panel, Cat6A","RJ45","48","1","Punch Down"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=19,-,TTP96K3BPNSX-ND,TTP96K3BPNSX,Switchcraft Inc.,BACK PANEL 96TT JACK 3.5"" IDC B,0,0,"551.04000","0","1","TT96","Active","Punchdown Panel","Punchdown Terminals","96","3","Punch Down"
-,-,DPKA485E88TG-ND,DPKA485E88TG,Panduit Corp,"PUNCHDOWN PATCH PANEL KIT, CAT 5",0,0,"562.50000","0","1","-","Active","-","-","-","-","-"
