Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Connector Type","Number of Positions","Number of Rows","Termination Style"
http://www.assmann-wsw.com/fileadmin/datasheets/datasheet_DN-91524S_230920130820.pdf,-,DN-91524S-ND,DN-91524S,Assmann WSW Components,PATCH PNL 19"" RJ45 CAT5E,0,0,"70.65000","0","1","Digitus®","Active","Modular Panel","RJ45","24","1","LSA Block"
http://www.assmann-wsw.com/fileadmin/datasheets/datasheet_DN-91616S_230920130824.pdf,-,DN-91616S-ND,DN-91616S,Assmann WSW Components,PATCH PNL 19"" RJ45 CAT6,0,0,"74.52000","0","1","Digitus®","Active","Modular Panel","RJ45","16","1","LSA Block"
-,-,CP16WSBLY-ND,CP16WSBLY,Panduit Corp,"PATCH PANEL, 16 PORT, ALL METAL,",0,0,"74.97000","0","1","-","Active","-","-","-","-","-"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=33,-,QGPK1BX-ND,QGPK1BX,Switchcraft Inc.,CONN PATCHBAY BLANK PANEL 1.75"",0,0,"75.12000","0","1","QG®","Active","Audio Jack Panel","XLR (Not Provided)","16","1","Solder Cup"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/853-55002.pdf,-,PP24MOD6AS-ND,PP24MOD6AS,HellermannTyton,CAT 6A 1U 24PORT SHLDD PATCH PAN,0,0,"75.38000","0","1","Deca10","Active","Patch Panel, Cat6A","RJ45 Jack (Not Provided)","24","1","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/16-0402-001-CSU.pdf,-,PP24MOD6ASRS-ND,PP24MOD6ASRS,HellermannTyton,CAT 6A 1U 24PORT SHLDD PATCH PAN,0,0,"75.38000","0","1","Deca10","Active","Patch Panel, Cat6A","RJ45 Jack (Not Provided)","24","1","-"
https://b2b.harting.com/files/download/PRD/PDF_TS/09458451500_100198441DRW000B.pdf,-,09458451500-ND,09458451500,HARTING,RJ INDUPCRIAL OUTLET PP BLACK,0,0,"75.45000","0","1","-","Active","Modular Panel","RJ45","2","1","Connector"
https://b2b.harting.com/files/download/PRD/PDF_TS/09458451501_100198441DRW002B.pdf,-,09458451501-ND,09458451501,HARTING,RJ INDUPCRIAL OUTLET PP WHITE,0,0,"75.45000","0","1","-","Active","Modular Panel","RJ45","2","1","Connector"
-,-,PVQ-MIQAPCVR-ND,PVQ-MIQAPCVR,Panduit Corp,PVIQ ANGLED PANEL TRANSITIONAL C,0,0,"76.41000","0","1","-","Active","-","-","-","-","-"
https://gp1.wpc.edgecastcdn.net/00AC62/documents/catalogs/LITPDNCS_US_CAT.pdf,-,RMSM04-ND,RMSM04,HellermannTyton,SATELLITE MULTI-SWITCH 4OUT,0,0,"76.51040","0","25","-","Active","Video Pass Through Panel","HD Jack","4","2","-"
-,-,CPP48FM6BL-ND,CPP48FM6BL,Panduit Corp,MINI COM 48 PORT FLUSH MOUNT 6 P,0,0,"77.56000","0","1","-","Active","-","-","-","-","-"
-,-,CPP48FM6VNSBL-ND,CPP48FM6VNSBL,Panduit Corp,MINI COM 48 PORT FLUSH MOUNT 6 P,0,0,"77.56000","0","1","-","Active","-","-","-","-","-"
-,-,CPP48FMVNSWBLY-ND,CPP48FMVNSWBLY,Panduit Corp,48-PORT FLUSH MOUNT PATCH PANEL,0,0,"77.56000","0","1","-","Active","-","-","-","-","-"
-,-,CPP32WBLY-ND,CPP32WBLY,Panduit Corp,"PATCH PANEL, 32 PORT, MODULAR, B",0,0,"79.91000","0","1","-","Active","-","-","-","-","-"
http://www.assmann-wsw.com/fileadmin/datasheets/datasheet_DN-91624S_230920130826.pdf,-,DN-91624S-ND,DN-91624S,Assmann WSW Components,PATCH PNL 19"" RJ45 CAT6,0,0,"82.42000","0","1","Digitus®","Active","Modular Panel","RJ45","24","1","LSA Block"
-,-,BEL2088-ND,MIPP-00-001,Belden Inc.,MOD IND PATCH PANEL,0,0,"82.49000","0","1","*","Active","Modular Panel","-","-","-","-"
-,-,GSTAPP-1U24SC-ND,GSTAPP-1U24SC,HellermannTyton,"ANGLED PATCH PANEL 24 PORT, 1U,",0,0,"84.19000","0","1","-","Active","Modular Panel, Keystone","GST Jack (Not Provided)","24","1","-"
http://www.switchcraft.com/Documents/EDG4.pdf#page=209,-,2600-ND,2600,Switchcraft Inc.,PHONE DL ROW JACK PNL 1/4"" STD,0,0,"88.50000","0","1","2600","Active","Telephone Jack Panel","1/4"" Phone Jack (Not Provided)","52","2","-"
http://www.switchcraft.com/Documents/EDG4.pdf#page=209,-,2600301-ND,2600301,Switchcraft Inc.,PHONE DL ROW JACK PNL 1/4"" STD,0,0,"88.50000","0","1","2600","Active","Telephone Jack Panel","1/4"" Phone Jack (Not Provided)","52","2","-"
-,-,GSTPP-1U48SC-ND,GSTPP-1U48SC,HellermannTyton,"GST MODULAR PATCH PANEL 48 PORT,",0,0,"90.00000","0","1","-","Active","Modular Panel, Keystone","GST Jack (Not Provided)","48","2","-"
-,-,1200SW-ND,1200,Switchcraft Inc.,JACK PANEL ASSEM,0,0,"90.35000","0","1","1200","Active","Telephone Jack Panel","1/4"" Phone Jack (Not Provided)","24","1","-"
-,-,A-PAN6-24S-KL-ND,A-PAN6-24S-KL,Assmann WSW Components,PATCH PANEL 19"" 24 PORT,0,0,"90.83900","0","10","A-PAN","Active","Modular Panel","-","24","2","-"
http://www.switchcraft.com/Documents/EDG4.pdf#page=207,-,1400X-ND,1400X,Switchcraft Inc.,CONN PHONE JACK PANEL 1/4"",0,0,"97.80000","0","1","1400","Active","Telephone Jack Panel","1/4"" Phone Jack (Not Provided)","24","1","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD031CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C5E12V.jpg,PP110C5E12V-ND,PP110C5E12V,HellermannTyton,CAT 5E VERT 12 PORT PATCH PANEL,0,0,"97.99000","0","1","-","Active","Patch Panel, Cat5e","RJ45","12","1","110 Block"
http://www.assmann-wsw.com/fileadmin/datasheets/DN-91624S-KL_Model.pdf,-,DN-91624S-KL-ND,DN-91624S-KL,Assmann WSW Components,PATCH PNL 19"" RJ45 CAT6,0,0,"99.10000","0","1","Digitus®","Active","Modular Panel","RJ45","24","1","LSA Block"
-,-,RMMLTD-ND,RMMLTD,HellermannTyton,MULTI-LINE TELE DISTR MOD,0,0,"99.32800","0","25","-","Active","Telephone Jack Panel","RJ45","24","4","-"
-,-,BEL2094-ND,MIPP-01-000,Belden Inc.,MOD IND PATCH PANEL,0,0,"100.14000","0","1","-","Active","-","-","-","-","-"
-,-,GSTPP-2U48SC-ND,GSTPP-2U48SC,HellermannTyton,"GST MODULAR PATCH PANEL 48 PORT,",0,0,"101.25000","0","1","-","Active","Modular Panel, Keystone","GST Jack (Not Provided)","48","2","-"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/853-55001.pdf,-,PP24SMOD6ASRS-ND,PP24SMOD6ASRS,HellermannTyton,CAT 6A 1U 24PORT SLDNG SHLDD PAT,0,0,"101.72000","0","1","Deca10","Active","Patch Panel, Cat6A","RJ45 Jack (Not Provided)","24","1","-"
http://www.switchcraft.com/Documents/EDG4.pdf#page=216,-,1600-ND,1600,Switchcraft Inc.,CONN JACK PANEL 96POS W/O JACK,0,0,"102.53000","0","1","1600","Active","Telephone Jack Panel","0.173"" Phone Jack (Not Provided)","96","2","-"
-,-,GSTAPP-2U48SC-ND,GSTAPP-2U48SC,HellermannTyton,"ANGLED PATCH PANEL 48 PORT, 2U,",0,0,"105.00000","0","1","-","Active","Modular Panel, Keystone","GST Jack (Not Provided)","48","2","-"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/853-55003.pdf,-,PP24SMOD6AS-ND,PP24SMOD6AS,HellermannTyton,CAT 6A 1U 24PORT SLDNG SHLDD PAT,0,0,"107.82000","0","1","Deca10","Active","Patch Panel, Cat6A","RJ45 Jack (Not Provided)","24","1","-"
https://assets.tripplite.com/product-pdfs/en/n48400u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N484-00U.jpg,N484-00U-ND,N484-00U,Tripp Lite,FIBER PATCH PANEL,0,0,"108.17000","0","1","Network","Active","Patch Panel, Fiber","-","1","1","-"
-,-,GSTAPP-1U48SC-ND,GSTAPP-1U48SC,HellermannTyton,"ANGLED PATCH PANEL 48 PORT, 1U,",0,0,"108.56000","0","1","-","Active","Modular Panel, Keystone","GST Jack (Not Provided)","48","2","-"
http://www.switchcraft.com/Documents/EDG4.pdf#page=179,-,MTP24K7-ND,MTP24K7,Switchcraft Inc.,PANEL WALL MT 24CH AUDIO/144COND,0,0,"110.25000","0","1","MTP24K","Active","Punchdown Panel","Punchdown Terminals","144","3","Punch Down"
http://www.panduit.com/heiler/PartDrawings/C-NKNKFP48KSRBSY--ENG.pdf,//media.digikey.com/photos/Panduit%20Corp%20Photos/MFG_NKFP48KSRBSY.jpg,NKFP48KSRBSY-ND,NKFP48KSRBSY,Panduit Corp,PATCH PANEL MOD 48PORT 2 ROW,0,0,"113.75000","0","1","NetKey®","Active","Modular Panel, Keystone","-","48","2","-"
-,-,CP72BLY-ND,CP72BLY,Panduit Corp,"PATCH PANEL, 72 PORT, MODULAR, A",0,0,"122.24000","0","1","-","Active","-","-","-","-","-"
https://cl-pdfv10.ae-admin.com/hellermanntyton/files/853-20073.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C5E12.jpg,PP110C5E12-ND,PP110C5E12,HellermannTyton,CAT 5E UNIV 12 PORT PATCH PANEL,0,0,"122.49000","0","1","MegaBand®","Active","Patch Panel, Cat5e","RJ45","12","1","110 Block"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,-,JSI-12-ND,JSI-12,Cinch Connectivity Solutions Trompeter,12-HOLE INSULATED PANEL,0,0,"123.33600","0","10","JSI","Active","Modular Panel","-","12","1","-"
-,-,JSI-12D3SF7-ND,JSI-12D3SF7,Cinch Connectivity Solutions Trompeter,12-HOLE INSULATED PANEL,0,0,"123.33600","0","10","JSI","Active","Modular Panel","-","12","1","-"
https://www.belfuse.com/resources/Trompeter/Drawings/dr-JSIB-48.pdf,-,JSIB-48S-ND,JSIB-48S,Cinch Connectivity Solutions Trompeter,48-HOLE INSULATED PANEL,0,0,"123.39400","0","10","JSIB","Active","Modular Panel","-","48","2","-"
http://www.switchcraft.com/Documents/EDG4.pdf#page=211,-,JP012000-ND,JP012000,Switchcraft Inc.,CONN JACK MOD TWIN ROW 1/4"" PNL,0,0,"124.85000","0","1","JP®","Active","Telephone Jack Panel","1/4"" Phone Jack (Not Provided)","48","2","-"
-,//media.digikey.com/Photos/Switchcraft%20Photos/MFG_MTP24K11.jpg,MTP24K11-ND,MTP24K11,Switchcraft Inc.,PANEL WALL MT 24CH AUDIO/144COND,0,0,"126.00000","0","1","MTP24K","Active","Punchdown Panel","Punchdown Terminals","144","3","Punch Down"
https://www.belfuse.com/resources/Trompeter/Drawings/dr-JSIB-48.pdf,-,JSIB-48-ND,JSIB-48,Cinch Connectivity Solutions Trompeter,48-HOLE INSULATED PANEL,0,0,"127.55500","0","10","JSIB","Active","Modular Panel","-","48","2","-"
https://www.belfuse.com/resources/Trompeter/Drawings/dr-JSIB-48.pdf,-,JSIB-48A-ND,JSIB-48A,Cinch Connectivity Solutions Trompeter,48-HOLE INSULATED PANEL,0,0,"127.55500","0","10","JSIB","Active","Modular Panel","-","48","2","-"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,-,JSI-32-ND,JSI-32,Cinch Connectivity Solutions Trompeter,32-HOLE INSULATED PANEL,0,0,"129.62900","0","10","JSI","Active","Modular Panel","-","32","2","-"
https://www.belfuse.com/resources/Trompeter/Drawings/dr-JSIB-48.pdf,-,JSIB-40W-ND,JSIB-40W,Cinch Connectivity Solutions Trompeter,40-HOLE INSULATED PANEL,0,0,"129.75800","0","10","JSIB","Active","Modular Panel","-","40","2","-"
https://www.belfuse.com/resources/Trompeter/Drawings/dr-JSIB-48.pdf,-,JSIB-52-ND,JSIB-52,Cinch Connectivity Solutions Trompeter,52-HOLE INSULATED PANEL,0,0,"130.82400","0","10","JSIB","Active","Modular Panel","-","52","2","-"
-,-,BEL2133-ND,MIPP-10-000,Belden Inc.,MOD IND PATCH PANEL,0,0,"131.46000","0","1","-","Active","-","-","-","-","-"
-,-,BEL2115-ND,MIPP-02-000,Belden Inc.,MOD IND PATCH PANEL,0,0,"131.53000","0","1","-","Active","-","-","-","-","-"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1422979,-,1422979-ND,1422979,Phoenix Contact,"PATCH BAY, 19"" MOUNTING, IP20, W",0,0,"132.01000","0","1","-","Active","Modular Panel","RJ45","24","1","Connector"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=1422978,-,1422978-ND,1422978,Phoenix Contact,"PATCH BAY, 19"" MOUNTING, IP20, W",0,0,"132.01000","0","1","-","Active","Modular Panel","RJ45","24","1","Connector"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD009CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C612V.jpg,PP110C612V-ND,PP110C612V,HellermannTyton,CAT 6 VERT 12 PORT PATCH PANEL,0,0,"134.74000","0","1","-","Active","Patch Panel, Cat6","RJ45","12","1","110 Block"
-,-,BEL2093-ND,MIPP-00-006,Belden Inc.,MOD IND PATCH PANEL,0,0,"137.57000","0","1","*","Active","Patch Panel, Cat6","-","4","1","-"
-,-,JS-20D3SF7-ND,JS-20D3SF7,Cinch Connectivity Solutions Trompeter,20-HOLE NON-INSULATED PANEL,0,0,"139.26200","0","10","JS","Active","Modular Panel","-","20","1","-"
-,-,CPPA48FM6BL-ND,CPPA48FM6BL,Panduit Corp,MINI COM ANGLED 48 PORT FLUSH MO,0,0,"139.46000","0","1","-","Active","-","-","-","-","-"
-,-,CPPA48FM6VNSBL-ND,CPPA48FM6VNSBL,Panduit Corp,MINI COM ANGLED 48 PORT FLUSH MO,0,0,"139.46000","0","1","-","Active","-","-","-","-","-"
https://www.belfuse.com/resources/Trompeter/Drawings/dr-JSIB-48.pdf,-,JSIB-56-ND,JSIB-56,Cinch Connectivity Solutions Trompeter,56-HOLE INSULATED PANEL,0,0,"140.39200","0","10","JSIB","Active","Modular Panel","-","56","2","-"
http://www.belfuse.com/resources/Trompeter/Drawings/dr-JSI-24S.pdf,-,JSI-24S-ND,JSI-24S,Cinch Connectivity Solutions Trompeter,24-HOLE INSULATED PANEL,0,0,"140.64000","0","10","JSI","Active","Modular Panel","-","24","1","-"
-,-,JSD3-48-ND,JSD3-48,Cinch Connectivity Solutions Trompeter,48-HOLE NON-INSULATED PANEL,0,0,"141.47500","0","10","JS","Active","Modular Panel","-","48","2","-"
-,-,BEL14032-ND,AX103258,Belden Inc.,CAT5E HD-110 PATCH PANEL 24-P,0,0,"145.91000","0","1","*","Active","-","-","-","-","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD029CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C5E24RS.jpg,PP110C5E24RS-ND,PP110C5E24RS,HellermannTyton,CAT 5E RCK-SNP 24 PORT PATCH PAN,0,0,"145.93000","0","1","MegaBand®","Active","Patch Panel, Cat5e","RJ45","24","1","110 Block"
"//media.digikey.com/pdf/Data%20Sheets/Emerson%20PDFs/JS-26,JSI-26_Dwg.pdf",-,JSI-26-ND,JSI-26,Cinch Connectivity Solutions Trompeter,26-HOLE INSULATED PANEL,0,0,"146.30400","0","10","JSI","Active","Modular Panel","-","26","1","-"
-,-,BEL2092-ND,MIPP-00-005,Belden Inc.,MOD IND PATCH PANEL,0,0,"146.64000","0","1","*","Active","Patch Panel, Cat5e","-","4","1","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD029CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C5E24.jpg,PP110C5E24-ND,PP110C5E24,HellermannTyton,CAT 5E UNIV 24 PORT PATCH PANEL,0,0,"146.99000","0","1","MegaBand®","Active","Patch Panel, Cat5e","RJ45","24","1","110 Block"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD013CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C612.jpg,PP110C612-ND,PP110C612,HellermannTyton,CAT 6 UNIV 12 PORT PATCH PANEL,0,0,"146.99000","0","1","-","Active","Patch Panel, Cat6","RJ45","12","1","110 Block"
http://www.switchcraft.com/Documents/switchcraft_pab6.pdf#page=33,-,QGPK3BX-ND,QGPK3BX,Switchcraft Inc.,CONN PATCHBAY 3.5"" BLANK PANEL,0,0,"148.75000","0","1","QG®","Active","Audio Jack Panel","XLR (Not Provided)","32","2","Solder Cup"
-,-,JSI-5DD6-ND,JSI-5DD6,Cinch Connectivity Solutions Trompeter,5-HOLE INSULATED PANEL,0,0,"149.93100","0","10","JSI","Active","Modular Panel","-","5","1","-"
-,-,JSI-12D3SF13-ND,JSI-12D3SF13,Cinch Connectivity Solutions Trompeter,12-HOLE INSULATED PANEL,0,0,"154.52500","0","10","JSI","Active","Modular Panel","-","12","1","-"
https://belfuse.com/resources/Trompeter/Drawings/dr-JS-16.pdf,-,JSI-16-ND,JSI-16,Cinch Connectivity Solutions Trompeter,16-HOLE INSULATED PANEL,0,0,"155.84300","0","10","JSI","Active","Modular Panel","-","16","1","-"
https://assets.tripplite.com/product-pdfs/en/n252024hu.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N252-024-HU.jpg,N252-024-HU-ND,N252-024-HU,Tripp Lite,PUNCH DOWN RJ45 0.5URM TAA,0,0,"157.96000","0","1","Network","Active","Patch Panel, Cat6","RJ45","24","1","Punch Down"
-,-,BEL2126-ND,MIPP-03-000,Belden Inc.,MOD IND PATCH PANEL,0,0,"163.24000","0","1","-","Active","-","-","-","-","-"
-,-,JSI-24DD4-ND,JSI-24DD4,Cinch Connectivity Solutions Trompeter,24-HOLE INSULATED PANEL,0,0,"164.80800","0","10","JSI","Active","Modular Panel","-","24","2","-"
https://belfuse.com/resources/Trompeter/Drawings/dr-JS-24L.pdf,-,JSI-24L-ND,JSI-24L,Cinch Connectivity Solutions Trompeter,24-HOLE INSULATED PANEL,0,0,"164.80800","0","10","JSI","Active","Modular Panel","-","24","2","-"
https://assets.tripplite.com/product-pdfs/en/n48412rj.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N484-12RJ.jpg,N484-12RJ-ND,N484-12RJ,Tripp Lite,FIBER PATCH PANEL,0,0,"165.14000","0","1","Network","Active","Patch Panel, Fiber","RJ45 Jack (Not Provided)","12","2","-"
-,-,JS-12D3SF7-ND,JS-12D3SF7,Cinch Connectivity Solutions Trompeter,12-HOLE NON-INSULATED PANEL,0,0,"166.57000","0","10","JS","Active","Modular Panel","-","12","1","-"
-,-,JSI-12DD4-ND,JSI-12DD4,Cinch Connectivity Solutions Trompeter,12-HOLE INSULATED PANEL,0,0,"166.57000","0","10","JSI","Active","Modular Panel","-","12","1","-"
-,-,BEL2090-ND,MIPP-00-003,Belden Inc.,MOD IND PATCH PANEL,0,0,"168.49000","0","1","*","Active","Patch Panel, Fiber","SC","12","1","-"
-,-,BEL2091-ND,MIPP-00-004,Belden Inc.,MOD IND PATCH PANEL,0,0,"168.54000","0","1","*","Active","Patch Panel, Fiber","SC","12","1","-"
https://assets.tripplite.com/product-pdfs/en/n490016lclc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N490-016-LCLC.jpg,N490-016-LCLC-ND,N490-016-LCLC,Tripp Lite,16-PORT FIBER PATCH PANEL,0,0,"169.68000","0","1","Network","Active","Patch Panel, Fiber","LC","16","1","-"
https://assets.tripplite.com/product-pdfs/en/n490016scsc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N490-016-SCSC.jpg,N490-016-SCSC-ND,N490-016-SCSC,Tripp Lite,16-PORT FIBER PATCH PANEL,0,0,"169.68000","0","1","Network","Active","Patch Panel, Fiber","SC","16","1","-"
https://assets.tripplite.com/product-pdfs/en/n490016stst.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N490-016-STST.jpg,N490-016-STST-ND,N490-016-STST,Tripp Lite,16-PORT FIBER PATCH PANEL,0,0,"169.68000","0","1","Network","Active","Patch Panel, Fiber","ST","16","1","-"
https://assets.tripplite.com/product-pdfs/en/n2520246a.pdf,-,N252-024-6A-ND,N252-024-6A,Tripp Lite,24-PORT CAT6A CAT6 CAT5E PATCH P,0,0,"169.68000","0","1","Network","Active","Patch Panel, Cat6A","RJ45","24","1","Punch Down"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/16-0401-001-CSU.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C5EA24.jpg,PP110C5EA24-ND,PP110C5EA24,HellermannTyton,CAT 5E ALPHASNAP 24 PORT PATCH P,0,0,"171.49000","0","1","AlphaSnap®","Active","Patch Panel, Cat5e","RJ45","24","1","110 Block"
https://gp1.wpc.edgecastcdn.net/00AC62/drawings/16-1281-001-CSU.PDF,-,GSTPP-2U72SC-ND,GSTPP-2U72SC,HellermannTyton,72 PORT GST MOD PANEL 2U,0,0,"173.25000","0","1","-","Active","Modular Panel, Keystone","GST Jack (Not Provided)","72","3","-"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,-,JSI-28-ND,JSI-28,Cinch Connectivity Solutions Trompeter,28-HOLE INSULATED PANEL,0,0,"175.44400","0","10","JSI","Active","Modular Panel","-","28","1","-"
-,-,CPPA72FMWBLY-ND,CPPA72FMWBLY,Panduit Corp,"PATCH PANEL 72 PORT, MODULAR FLU",0,0,"180.34000","0","1","-","Active","-","-","-","-","-"
https://belfuse.com/resources/Trompeter/Drawings/dr-JS-16.pdf,-,JS-16-ND,JS-16,Cinch Connectivity Solutions Trompeter,16-HOLE NON-INSULATED PANEL,0,0,"185.80600","0","10","JS","Active","Modular Panel","-","16","1","-"
-,-,BEL2089-ND,MIPP-00-002,Belden Inc.,MOD IND PATCH PANEL,0,0,"186.94000","0","1","*","Active","Patch Panel, Fiber","LC","12","1","-"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,-,JSHI-24-ND,JSHI-24,Cinch Connectivity Solutions Trompeter,24-HOLE INSULATED HF PANEL,0,0,"188.10300","0","10","JS","Active","Modular Panel","-","24","2","-"
https://assets.tripplite.com/product-pdfs/en/n48412lc.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N484-12LC.jpg,N484-12LC-ND,N484-12LC,Tripp Lite,FIBER PATCH PANEL,0,0,"190.89000","0","1","Network","Active","Patch Panel, Fiber","LC (Not Provided)","24","4","-"
"//media.digikey.com/pdf/Data%20Sheets/Emerson%20PDFs/JS-32S,JSI-32S_Dwg.pdf",-,JSI-32S-ND,JSI-32S,Cinch Connectivity Solutions Trompeter,32-HOLE INSULATED PANEL,0,0,"191.57400","0","10","JSI","Active","Modular Panel","-","32","2","-"
https://assets.tripplite.com/product-pdfs/en/n0520481u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N052-048-1U.jpg,N052-048-1U-ND,N052-048-1U,Tripp Lite,48-PORT 1U CAT 5 CAT 5E PATCH PA,0,0,"192.30000","0","1","Network","Active","Patch Panel, Cat5","RJ45","48","2","Punch Down"
https://www.belfuse.com/resources/Trompeter/Drawings/dr-JSI-24W.pdf,-,JSI-24W-ND,JSI-24W,Cinch Connectivity Solutions Trompeter,24-HOLE INSULATED PANEL,0,0,"195.33200","0","10","JSI","Active","Modular Panel","-","24","2","-"
http://www.switchcraft.com/Documents/EDG4.pdf#page=195,-,HPCPK1B-ND,HPCPK1B,Switchcraft Inc.,CONN HPC PATCHBAY 1.75"" BLNK PNL,0,0,"197.06000","0","1","HPC","Active","Audio Jack Panel","HPC Jacks (Not Provided)","12","1","-"
https://assets.tripplite.com/product-pdfs/en/n054024.pdf,//media.digikey.com/Photos/Tripplite%20Photos/N054-024.jpg,N054-024-ND,N054-024,Tripp Lite,PANEL PATCH CAT5E 24 PORT RACK,0,0,"197.96000","0","1","Network","Active","Patch Panel, Cat5","RJ45","24","1","-"
-,-,CPA72BLY-ND,CPA72BLY,Panduit Corp,"PATCH PANEL, 72 PORT, ANGLED, AL",0,0,"198.40000","0","1","-","Active","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Emerson%20PDFs/JS-28A,JSI-28A_Dwg.pdf",-,JSI-28A-ND,JSI-28A,Cinch Connectivity Solutions Trompeter,28-HOLE INSULATED PANEL,0,0,"199.20800","0","10","JSI","Active","Modular Panel","-","28","2","-"
-,-,CPPA48HDVNSWBL-ND,CPPA48HDVNSWBL,Panduit Corp,"PATCH PANEL, 48 PORT, MODULAR AN",0,0,"201.08000","0","1","-","Active","-","-","-","-","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD012CST.pdf,-,PP110C624-ND,PP110C624,HellermannTyton,CAT 6 UNIV 24 PORT PATCH PANEL,0,0,"201.20000","0","1","-","Active","Patch Panel, Cat6","RJ45","24","1","110 Block"
-,-,JSI-96A-ND,JSI-96A,Cinch Connectivity Solutions Trompeter,5-HOLE INSULATED PANEL,0,0,"202.51000","0","1","JSI","Active","Modular Panel","-","96","3","-"
-,-,JSI-96B-ND,JSI-96B,Cinch Connectivity Solutions Trompeter,96-HOLE INSULATED PANEL,0,0,"202.53000","0","1","JSI","Active","Modular Panel","-","96","3","-"
http://www.switchcraft.com/Documents/EDG4.pdf#page=195,-,HPCPK3B-ND,HPCPK3B,Switchcraft Inc.,CONN HPC PATCHBAY 3.5"" BLANK PNL,0,0,"204.90000","0","1","HPC","Active","Audio Jack Panel","HPC Jacks (Not Provided)","24","2","-"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,-,JSI-36-ND,JSI-36,Cinch Connectivity Solutions Trompeter,36-HOLE INSULATED PANEL,0,0,"206.98600","0","10","JSI","Active","Modular Panel","-","36","2","-"
https://belfuse.com/resources/cinch-brochures/CCS%20Trompeter%20Catalog.pdf,-,JSI-36A-ND,JSI-36A,Cinch Connectivity Solutions Trompeter,36-HOLE INSULATED PANEL,0,0,"206.98600","0","10","JSI","Active","Modular Panel","-","36","2","-"
-,-,JSI-16D3SF7-ND,JSI-16D3SF7,Cinch Connectivity Solutions Trompeter,16-HOLE INSULATED PANEL,0,0,"208.63000","0","1","JSI","Active","Modular Panel","-","16","1","-"
-,-,JSI-20D3SF7-ND,JSI-20D3SF7,Cinch Connectivity Solutions Trompeter,20-HOLE INSULATED PANEL,0,0,"208.63000","0","1","JSI","Active","Modular Panel","-","20","1","-"
http://wpc.ac62.edgecastcdn.net/00AC62/drawings/XMI-RWD012CST.pdf,//media.digikey.com/Photos/HellermannTyton%20Photos/MFG_PP110C624RS.jpg,PP110C624RS-ND,PP110C624RS,HellermannTyton,CAT 6 RCK-SNP 24 PORT PATCH PANE,0,0,"211.80000","0","1","-","Active","Patch Panel, Cat6","RJ45","24","1","110 Block"
-,-,JS-12DD4-ND,JS-12DD4,Cinch Connectivity Solutions Trompeter,12-HOLE NON-INSULATED PANEL,0,0,"214.92000","0","10","JS","Active","Modular Panel","-","12","1","-"
-,-,BEL2128-ND,MIPP-04-000,Belden Inc.,MOD IND PATCH PANEL,0,0,"216.14000","0","1","-","Active","-","-","-","-","-"
