Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Height","Length - Center to Center","Thread/Screw/Hole Size","Material","Mounting Type"
-,-,UG-04.100.01-ND,UG-04.100.01,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"11.17200","0","10","UG-04","Active","Instrumentation","1.575"" (40.00mm)","3.937"" (100.00mm)","M5","Aluminum","Screw Holes, Front"
http://www.budind.com/pdf/hb9115.pdf,-,H-9116-B-ND,H-9116-B,Bud Industries,HANDLE CHROME MOUNTING CENTER 6"",0,1414,"11.20000","0","1","-","Active","Instrumentation","1.313"" (33.35mm)","6.000"" (152.40mm)","1/4""-28","Steel, Chrome Plated","Screw, Bolt"
http://www.keyelco.com/product-pdf.cfm?p=1639,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_54x.jpg,36-542-ND,542,Keystone Electronics,HANDLE .625X.281"" 10-32THR ALUM,0,136,"11.22000","0","100","-","Active","Instrumentation","1.750"" (44.45mm)","5.500"" (139.70mm)","#10-32","Aluminum","Screw Holes, Back"
-,-,S1-12.133.04-ND,S1-12.133.04,"Davies Molding, LLC",PULL HANDLE,0,0,"11.30000","0","10","S1","Active","Instrumentation","1.575"" (40.00mm)","5.291"" (134.40mm)","-","Aluminum","Screw Holes, Back"
-,-,UG-03.088.01-ND,UG-03.088.01,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"11.30000","0","10","UG-03","Active","Instrumentation","1.575"" (40.00mm)","3.465"" (88.01mm)","M5","Aluminum","Screw Holes, Front"
-,-,UG-03.055.04-ND,UG-03.055.04,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"11.42600","0","10","UG-03","Active","Instrumentation","1.575"" (40.00mm)","2.165"" (55.00mm)","M5","Aluminum","Screw Holes, Front"
-,-,UG-03.100.01-ND,UG-03.100.01,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"11.42600","0","10","UG-03","Active","Instrumentation","1.575"" (40.00mm)","3.937"" (100.00mm)","M5","Aluminum","Screw Holes, Front"
-,-,UG-04.120.01-ND,UG-04.120.01,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"11.42600","0","10","UG-04","Active","Instrumentation","1.575"" (40.00mm)","4.724"" (120.00mm)","M5","Aluminum","Screw Holes, Front"
http://www.keyelco.com/product-pdf.cfm?p=1639,//media.digikey.com/Photos/Keystone%20Elect%20Photos/543.JPG,36-543-ND,543,Keystone Electronics,HANDLE .625X.281"" 10-32THR ALUM,0,0,"11.64000","0","100","-","Active","Instrumentation","1.750"" (44.45mm)","6.000"" (152.40mm)","#10-32","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1649,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_7187.jpg,36-7187-ND,7187,Keystone Electronics,HANDLE INSTR OCAL 6""DIA ALUM,0,0,"11.67000","0","100","-","Active","Instrumentation","1.375"" (34.93mm)","6.000"" (152.40mm)","#10-32","Aluminum","Screw Holes, Back"
-,-,UG-03.120.01-ND,UG-03.120.01,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"11.76700","0","10","UG-03","Active","Instrumentation","1.575"" (40.00mm)","4.724"" (120.00mm)","M5","Aluminum","Screw Holes, Front"
-,-,UG-04.088.04-ND,UG-04.088.04,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"11.89300","0","10","UG-04","Active","Instrumentation","1.575"" (40.00mm)","3.465"" (88.01mm)","M5","Aluminum","Screw Holes, Front"
http://www.keyelco.com/product-pdf.cfm?p=1643,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_54x.jpg,36-548-ND,548,Keystone Electronics,HANDLE .625X.281"" 10-32THR ALUM,0,285,"11.97010","0","100","-","Active","Instrumentation","2.000"" (50.80mm)","6.000"" (152.40mm)","#10-32","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1650,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_7188.jpg,36-7188-ND,7188,Keystone Electronics,HANDLE INSTR OCAL 6.437""DIA ALUM,0,0,"11.97010","0","100","-","Active","Instrumentation","1.750"" (44.45mm)","6.437"" (163.50mm)","#10-32","Aluminum","Screw Holes, Back"
-,-,S1-12.177.01-ND,S1-12.177.01,"Davies Molding, LLC",PULL HANDLE,0,0,"12.10700","0","10","S1","Active","Instrumentation","1.575"" (40.00mm)","7.000"" (177.80mm)","-","Aluminum","Screw Holes, Back"
-,-,UG-03.088.04-ND,UG-03.088.04,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"12.14900","0","10","UG-03","Active","Instrumentation","1.575"" (40.00mm)","3.465"" (88.01mm)","M5","Aluminum","Screw Holes, Front"
-,-,S1-12.180.01-ND,S1-12.180.01,"Davies Molding, LLC",PULL HANDLE,0,0,"12.19100","0","10","S1","Active","Instrumentation","1.575"" (40.00mm)","7.087"" (180.00mm)","M5","Aluminum","Screw Holes, Back"
-,-,UG-03.100.04-ND,UG-03.100.04,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"12.48800","0","10","UG-03","Active","Instrumentation","1.575"" (40.00mm)","3.937"" (100.00mm)","M5","Aluminum","Screw Holes, Front"
-,-,UG-04.120.04-ND,UG-04.120.04,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"12.61600","0","10","UG-04","Active","Instrumentation","1.575"" (40.00mm)","4.724"" (120.00mm)","M5","Aluminum","Screw Holes, Front"
-,-,UG-03.180.01-ND,UG-03.180.01,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"12.65800","0","10","UG-03","Active","Instrumentation","1.575"" (40.00mm)","7.087"" (180.00mm)","M5","Aluminum","Screw Holes, Front"
http://www.keyelco.com/product-pdf.cfm?p=1643,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_54x.jpg,36-547-ND,547,Keystone Electronics,HANDLE .625X.281"" 10-32THR ALUM,1,0,"12.76000","0","1","-","Active","Instrumentation","2.000"" (50.80mm)","5.500"" (139.70mm)","#10-32","Aluminum","Screw Holes, Back"
-,-,UG-03.120.04-ND,UG-03.120.04,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"12.87100","0","10","UG-03","Active","Instrumentation","1.575"" (40.00mm)","4.724"" (120.00mm)","M5","Aluminum","Screw Holes, Front"
-,-,S1-12.177.04-ND,S1-12.177.04,"Davies Molding, LLC",PULL HANDLE,0,0,"13.05900","0","10","S1","Active","Instrumentation","1.575"" (40.00mm)","7.000"" (177.80mm)","-","Aluminum","Screw Holes, Back"
-,-,UG-04.235.01-ND,UG-04.235.01,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"13.16900","0","10","UG-04","Active","Instrumentation","1.575"" (40.00mm)","9.252"" (235.00mm)","M5","Aluminum","Screw Holes, Front"
-,-,S1-12.180.04-ND,S1-12.180.04,"Davies Molding, LLC",PULL HANDLE,0,0,"13.46600","0","10","S1","Active","Instrumentation","1.575"" (40.00mm)","7.087"" (180.00mm)","M5","Aluminum","Screw Holes, Back"
-,-,UG-03.235.01-ND,UG-03.235.01,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"13.46600","0","10","UG-03","Active","Instrumentation","1.575"" (40.00mm)","9.252"" (235.00mm)","M5","Aluminum","Screw Holes, Front"
http://www.budind.com/pdf/hb9170.pdf,-,H-9176-B-ND,H-9176-B,Bud Industries,HANDL ANOD-ALUM MNTG CNTR 3 1/4"",0,194,"13.60000","0","1","-","Active","Drawer, Type","1.000"" (25.40mm)","3.250"" (82.55mm)","#8-32","Aluminum","Screw Holes, Back"
-,-,36-7198-ND,7198,Keystone Electronics,HANDLE CONTEMPORARY CHROME PLATE,0,355,"13.65000","0","25","-","Active","Drawer, Type","1.000"" (25.40mm)","4.000"" (101.60mm)","#8-32","Zinc, Nickel Plated","Screw Holes, Back"
-,-,UG-04.180.04-ND,UG-04.180.04,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"13.93400","0","10","UG-04","Active","Instrumentation","1.575"" (40.00mm)","7.087"" (180.00mm)","M5","Aluminum","Screw Holes, Front"
-,-,UG-03.180.04-ND,UG-03.180.04,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"14.22900","0","10","UG-03","Active","Instrumentation","1.575"" (40.00mm)","7.087"" (180.00mm)","M5","Aluminum","Screw Holes, Front"
-,-,S1-12.235.01-ND,S1-12.235.01,"Davies Molding, LLC",PULL HANDLE,0,0,"14.52700","0","10","S1","Active","Instrumentation","1.575"" (40.00mm)","9.252"" (235.00mm)","M5","Aluminum","Screw Holes, Back"
-,//media.digikey.com/photos/Keystone%20Elect%20Photos/7199.JPG,36-7199-ND,7199,Keystone Electronics,HANDLE CONTEMPORARY CHROME PLATE,0,604,"14.64760","0","25","-","Active","Drawer, Type","0.984"" (24.99mm)","3.750"" (95.25mm)","#8-32","Zinc, Nickel Plated","Screw Holes, Back"
-,-,36-7197-ND,7197,Keystone Electronics,HANDLE CONTEMPORARY CHROME PLATE,0,70,"14.89240","0","25","-","Active","Drawer, Type","1.156"" (29.36mm)","4.000"" (101.60mm)","#10-24","Zinc, Nickel Plated","Screw Holes, Back"
-,-,SS-10.055.28-ND,SS-10.055.28,"Davies Molding, LLC",HARDWARE MISC,0,0,"15.03800","0","10","SS","Active","-","-","-","-","-","-"
-,-,UG-04.235.04-ND,UG-04.235.04,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"15.03800","0","10","UG-04","Active","Instrumentation","1.575"" (40.00mm)","9.252"" (235.00mm)","M5","Aluminum","Screw Holes, Front"
-,-,UG-03.235.04-ND,UG-03.235.04,"Davies Molding, LLC",HANDLE 2 POINT ALUMINUM,0,0,"15.33500","0","10","UG-03","Active","Instrumentation","1.575"" (40.00mm)","9.252"" (235.00mm)","M5","Aluminum","Screw Holes, Front"
https://www.bivar.com/Files/Datasheets/SRH-2RUO.pdf,-,SRH-2RUO-ND,SRH-2RUO,Bivar Inc.,SUBRACK HANDLE,0,0,"15.43590","0","100","SRH","Active","Instrumentation","1.370"" (34.80mm)","2.118"" (53.80mm)","M4","Aluminum","Screw Holes, Back"
https://www.bivar.com/Files/Datasheets/SRH-2RUR.pdf,-,SRH-2RUR-ND,SRH-2RUR,Bivar Inc.,SUBRACK HANDLE,0,0,"15.43590","0","100","SRH","Active","Instrumentation","1.390"" (35.30mm)","2.142"" (54.40mm)","M4","Aluminum","Screw Holes, Back"
https://www.bivar.com/Files/Datasheets/SRH-2RUT.pdf,-,SRH-2RUT-ND,SRH-2RUT,Bivar Inc.,SUBRACK HANDLE,0,0,"15.43590","0","100","SRH","Active","Instrumentation","1.260"" (32.00mm)","1.567"" (39.80mm)","M4","Aluminum","Screw Holes, Back"
-,-,S1-12.235.04-ND,S1-12.235.04,"Davies Molding, LLC",PULL HANDLE,0,0,"16.05600","0","10","S1","Active","Instrumentation","1.575"" (40.00mm)","9.252"" (235.00mm)","M5","Aluminum","Screw Holes, Back"
http://www.budind.com/pdf/hb9111.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/H-9114-B.jpg,377-1232-ND,H-9114-B,Bud Industries,HANDLE CHROME MOUNTING CENTER 8"",0,500,"16.50000","0","1","-","Active","Instrumentation","2.000"" (50.80mm)","8.000"" (203.20mm)","1/4""-28","Steel, Chrome Plated","Screw Holes, Back"
-,-,SS-10.100.28-ND,SS-10.100.28,"Davies Molding, LLC",HARDWARE MISC,0,0,"16.58100","0","10","SS","Active","-","-","-","-","-","-"
-,-,SS-10.102.28-ND,SS-10.102.28,"Davies Molding, LLC",HARDWARE MISC,0,0,"16.66200","0","10","SS","Active","-","-","-","-","-","-"
-,-,SS-10.088.28-ND,SS-10.088.28,"Davies Molding, LLC",HARDWARE MISC,0,0,"16.90700","0","10","SS","Active","-","-","-","-","-","-"
-,-,SS-10.115.28-ND,SS-10.115.28,"Davies Molding, LLC",HARDWARE MISC,0,0,"17.34200","0","10","SS","Active","-","-","-","-","-","-"
http://www.budind.com/pdf/hb9170.pdf,-,H-9170-B-ND,H-9170-B,Bud Industries,HANDL ANOD-ALUM MNTG CNTR 2 3/4"",0,0,"17.50000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","2.750"" (69.85mm)","#8-32","Aluminum","Screw Holes, Back"
