Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Height","Length - Center to Center","Thread/Screw/Hole Size","Material","Mounting Type"
https://cadlinks.rafhdwe.com/dk2d/8370-1032-a/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/8370-1032-A.JPG,1772-2821-ND,8370-1032-A,RAF Electronic Hardware,5/8 X 9/32 OV X 4-1/2 LG X 1-1/2,150,266,"7.95000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.500"" (114.30mm)","#10-32","Aluminum","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0851x_DS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/08511.JPG,RPC2373-ND,08511,Essentra Access Solutions,HANDLE 64MM ZAMAK CHROME FINISH,150,0,"8.00000","0","1","-","Active","Drawer, Type","0.787"" (20.00mm)","2.520"" (64.00mm)","M4 Thread","Zamak, Chrome Plated","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/0851x_DS.pdf,//media.digikey.com/Photos/Essentra%20Components%20Photos/08512.JPG,RPC2374-ND,08512,Essentra Access Solutions,HANDLE 64MM ZAMAK BLACK FINISH B,116,0,"8.00000","0","1","-","Active","Drawer, Type","0.787"" (20.00mm)","2.520"" (64.00mm)","M4 Thread","Zamak, Black Coating","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8368-1032-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8222-1032-A-24.jpg,1772-1623-ND,8368-1032-A-24,RAF Electronic Hardware,5/8 X 9/32 OV X 4.00 LG X 1-1/2,460,0,"8.68000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.000"" (101.60mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/m6127-4007-a/,-,1772-4235-ND,M6127-4007-A-24,RAF Electronic Hardware,6.3MM OD X 76MM LG X 25MM HT,150,0,"9.11000","0","1","-","Active","Instrumentation","0.984"" (25.00mm)","-","M4x0.7","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8372-1032-a/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/8372-1032-A-24.JPG,1772-1040-ND,8372-1032-A-24,RAF Electronic Hardware,5/8 X 9/32 OV X 5.00 LG X 1-1/2,144,0,"9.13000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","5.000"" (127.00mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8522-632-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8522-632-A-34-view2.jpg,1772-3040-ND,8522-632-A-34,RAF Electronic Hardware,5/8 X 1/4 REC X 4-1/4 LG X 1.00,206,0,"9.55000","0","1","-","Active","Instrumentation","1.000"" (25.40mm)","4.250"" (107.95mm)","#6-32","Aluminum","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/184xx_DS.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_184(40,57,61).jpg",RPC2478-ND,18440,Essentra Access Solutions,HANDLE 100MM SS NO FINISH BACKSI,160,0,"9.62000","0","1","-","Active","Drawer, Type","1.575"" (40.00mm)","3.937"" (100.00mm)","M5 Thread","Stainless Steel","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Access_Solutions_Cat.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_086-2.jpg,RPC2376-ND,0862,Essentra Access Solutions,HANDLE 122MM POLYMER BLACK FINIS,146,0,"9.72000","0","1","-","Active","Instrumentation","1.575"" (40.00mm)","4.803"" (122.00mm)","-","Polyamide","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/Access_Solutions_Cat.pdf,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_086-1.jpg,RPC2375-ND,0861,Essentra Access Solutions,HANDLE 122MM POLYMER BLACK FINIS,134,0,"9.72000","0","1","-","Active","Instrumentation","1.575"" (40.00mm)","4.803"" (122.00mm)","-","Polyamide","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8056-632-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8056-632-SS.JPG,1772-2440-ND,8056-632-SS,RAF Electronic Hardware,3/16 OD X 1-1/2 LG X 3/4 HT,200,336,"9.89000","0","1","-","Active","Instrumentation","0.750"" (19.05mm)","1.500"" (38.10mm)","#6-32","Stainless Steel","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8377-1032-a/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/8377-1032-A-24.JPG,1772-1145-ND,8377-1032-A-24,RAF Electronic Hardware,5/8 X 9/32 OV X 4.00 LG X 1-3/4,134,0,"10.79000","0","1","-","Active","Instrumentation","1.750"" (44.45mm)","4.000"" (101.60mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/m6123-4007-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/M6123-4007-SS.jpg,1772-2393-ND,M6123-4007-SS,RAF Electronic Hardware,6.3MM OD X 51MM LG X 25MM HT,194,169,"11.39000","0","1","-","Active","Instrumentation","0.984"" (24.99mm)","2.008"" (51.00mm)","M4x0.7","Stainless Steel","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8158-832-ss/,//media.digikey.com/photos/RAF%20Electronic%20Hardware/8158-832-SS.JPG,1772-1223-ND,8158-832-SS,RAF Electronic Hardware,5/16 OD X 2.00 LG X 1-5/16 HT,107,589,"11.76000","0","1","-","Active","Instrumentation","1.313"" (33.35mm)","2.000"" (50.80mm)","#8-32","Stainless Steel","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8366-1032-a/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8366-1032-A-24.JPG,1772-1282-ND,8366-1032-A-24,RAF Electronic Hardware,5/8 X 9/32 OV X 2-1/2 LG X 1-1/2,121,0,"12.12000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","2.500"" (63.50mm)","#10-32","Aluminum","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8268-832-ss/,-,1772-2327-ND,8268-832-SS,RAF Electronic Hardware,1/4 OD X 4.00 LG X 1-1/2 HT,200,724,"12.41000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.000"" (101.60mm)","#8-32","Stainless Steel","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8222-1032-ss/,-,1772-2324-ND,8222-1032-SS,RAF Electronic Hardware,3/8 OD X 4.00 LG X 1-1/2 HT,200,488,"12.47000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.000"" (101.60mm)","#10-32","Stainless Steel","Screw Holes, Back"
https://cadlinks.rafhdwe.com/dk2d/8222-1032-ss/,//media.digikey.com/Photos/RAF%20Electronic%20Hardware/8222-1032-SS-20.JPG,1772-1327-ND,8222-1032-SS-20,RAF Electronic Hardware,3/8 OD X 4.00 LG X 1-1/2 HT,1569,0,"12.72000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.000"" (101.60mm)","#10-32","Stainless Steel","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Richco%20Inc%20PDFs/184xx_DS.pdf,"//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_184(40,57,61).jpg",RPC2479-ND,18457,Essentra Access Solutions,HANDLE 100MM ALUMINUM MATTE ANOD,145,0,"5.24000","0","1","-","Obsolete","Drawer, Type","1.575"" (40.00mm)","3.937"" (100.00mm)","M5 Thread","Aluminum","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/0698-G.pdf,//media.digikey.com/photos/Davies-Molding-LLC/MFG_0698-G.jpg,1722-1195-ND,0698-G,"Davies Molding, LLC",TAPERED HANDLES,478,0,"7.52000","0","1","0698","Active","Instrumentation","4.400"" (111.76mm)","-","3/8""-16","Phenolic","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427P.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427P.jpg,HM1270-ND,1427P,Hammond Manufacturing,HANDLE CHROME MOUNTING CNTR 2.8"",79,209,"5.09000","0","1","1427","Active","Instrumentation","0.937"" (23.80mm)","2.799"" (71.09mm)","#6-32","Steel, Chrome Plated","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427N.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427N.jpg,HM1272-ND,1427N,Hammond Manufacturing,HANDLE CHROME MOUNTING CNTR 3.5"",72,73,"5.61000","0","1","1427","Active","Instrumentation","1.201"" (30.51mm)","3.500"" (88.90mm)","#10-32","Steel, Chrome Plated","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427C2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427C2BK.jpg,HM1330-ND,1427C2BK,Hammond Manufacturing,HANDLE OVAL ALUMINUM BLACK,70,96,"5.91000","0","1","1427","Active","Instrumentation","1.732"" (43.99mm)","4.016"" (102.01mm)","#10-32","Aluminum, Black Coating","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1708,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_717x.jpg,36-7173-ND,7173,Keystone Electronics,HANDLE INSTR RND .250""DIA ALUM,90,0,"6.46000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","3.000"" (76.20mm)","#8-32","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1710,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_717x.jpg,36-7176-ND,7176,Keystone Electronics,HANDLE INSTR RND .312""DIA ALUM,40,892,"8.11000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.000"" (101.60mm)","#10-32","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1715,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_718x.jpg,36-7181-ND,7181,Keystone Electronics,HANDLE INSTR RND .375""DIA ALUM,94,110,"8.23000","0","1","-","Active","Instrumentation","1.375"" (34.93mm)","6.000"" (152.40mm)","#10-32","Aluminum","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427J.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427J.jpg,1427J-ND,1427J,Hammond Manufacturing,HANDLE MOUNTING CENTER 7.25"",37,75,"9.92000","0","1","1427","Active","Folds Flat","0.190"" (4.83mm)","7.250"" (184.15mm)","-","Vinyl","Screw Holes, Front"
http://web.schroff.de/style/catalogues/ep23/e/05_e_desktop_cases.pdf,//media.digikey.com/Photos/Schroff/20860258.JPG,1439-1147-ND,20860258,Schroff,MULTIPACPRO 3U HANDLES 2 PCS,19,0,"32.59000","0","1","multipacPRO","Active","Instrumentation","1.575"" (40.00mm)","3.839"" (97.50mm)","M4","Aluminum","Screw, Bolt"
http://reports.daviesmolding.com/drawings/5451-A.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_5451-A.jpg,1722-1230-ND,5451-A,"Davies Molding, LLC",TWO POINT PULL HANDLES,264,0,"2.87000","0","1","5451","Active","Instrumentation","1.940"" (49.28mm)","3.370"" (85.60mm)","0.250"" (6.35mm) Inner Dia","Phenolic","Screw Holes, Front"
http://www.keyelco.com/product-pdf.cfm?p=1730,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_911x.jpg,36-9111-ND,9111,Keystone Electronics,HANDLE RND .187""DIA .625""H ALUM,91,785,"5.25000","0","1","-","Active","Instrumentation","0.625"" (15.88mm)","1.500"" (38.10mm)","#4-40","Aluminum","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427S.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427S.jpg,HM1275-ND,1427S,Hammond Manufacturing,HANDLE ROUND 4""MOUNT/1.5""HIGH,50,72,"5.36000","0","1","1427","Active","Instrumentation","1.500"" (38.10mm)","4.000"" (101.60mm)","#8-32","Steel, Chrome Plated","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427G.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427G.jpg,HM1271-ND,1427G,Hammond Manufacturing,HANDLE 3""MOUNTING/1.75""HEIGHT,42,93,"5.36000","0","1","1427","Active","Instrumentation","1.752"" (44.50mm)","3.000"" (76.20mm)","#8-32","Steel, Chrome Plated","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427S2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427S2.JPG,HM1276-ND,1427S2,Hammond Manufacturing,HANDLE ROUND 4""MOUNT/1.75""HIGH,33,61,"5.36000","0","1","1427","Active","Instrumentation","1.752"" (44.50mm)","4.000"" (101.60mm)","#8-32","Steel, Chrome Plated","Screw Holes, Back"
http://www.hammondmfg.com/pdf/M250-663.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/M250-663.jpg,HM1304-ND,M250-663,Hammond Manufacturing,HANDLE 3X1.3"" W/HARDWARE BLACK,44,28,"5.60000","0","1","M","Active","Drawer, Type","1.260"" (32.00mm)","2.638"" (67.01mm)","M3.5x16","Nylon","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427C2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427C2.jpg,HM1312-ND,1427C2,Hammond Manufacturing,HANDLE ALUM 5/8""X9/32"" DIA OVAL,39,0,"5.70000","0","1","1427","Active","Instrumentation","1.732"" (43.99mm)","4.016"" (102.01mm)","#10-32","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1730,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_911x.jpg,36-9113-ND,9113,Keystone Electronics,HANDLE RND .187""DIA .625""H ALUM,88,365,"5.78000","0","1","-","Active","Instrumentation","0.625"" (15.88mm)","2.000"" (50.80mm)","#4-40","Aluminum","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427N2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427N2.jpg,HM1273-ND,1427N2,Hammond Manufacturing,HANDLE ROUND 3.5""MOUNT/1.5""HIGH,49,105,"5.90000","0","1","1427","Active","Instrumentation","1.500"" (38.10mm)","3.500"" (88.90mm)","#8-32","Steel, Chrome Plated","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1678,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_5xy.jpg,36-515-ND,515,Keystone Electronics,HANDLE RND 0.250""DIA 1.75""H ALUM,48,498,"6.46000","0","1","-","Active","Instrumentation","1.750"" (44.45mm)","3.000"" (76.20mm)","#8-32","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1673,//media.digikey.com/Photos/Keystone%20Elect%20Photos/510.JPG,36-510-ND,510,Keystone Electronics,HANDLE RND 0.250""DIA 1.50""H ALUM,34,163,"6.62000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","3.500"" (88.90mm)","#8-32","Aluminum","Screw Holes, Back"
http://www.hammondmfg.com/pdf/1427C5.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427C5.jpg,HM1313-ND,1427C5,Hammond Manufacturing,HANDLE ALUM CLR 1/4X7/8"" RECTANG,41,52,"7.13000","0","1","1427","Active","Instrumentation","1.339"" (34.01mm)","4.016"" (102.01mm)","#8-32","Aluminum","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/4571BR_Drawing.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_4571BR.jpg,1722-1288-ND,4571BR,"Davies Molding, LLC",TWO POINT PULL HANDLES,63,0,"7.87000","0","1","-","Active","Instrumentation","1.970"" (50.04mm)","5.512"" (140.00mm)","0.260"" (6.60mm) Inner Dia","Nylon, Thermoplastic","Screw Holes, Front"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/4571BB_Drawing.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_4571BB.jpg,1722-1285-ND,4571BB,"Davies Molding, LLC",TWO POINT PULL HANDLES,63,0,"7.89000","0","1","-","Active","Instrumentation","2.000"" (50.80mm)","5.512"" (140.00mm)","0.260"" (6.60mm) Inner Dia","Nylon, Thermoplastic","Screw Holes, Front"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/4571BG_Drawing.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_4571BG.jpg,1722-1286-ND,4571BG,"Davies Molding, LLC",TWO POINT PULL HANDLES,52,0,"7.94000","0","1","-","Active","Instrumentation","2.000"" (50.80mm)","5.512"" (140.00mm)","0.260"" (6.60mm) Inner Dia","Nylon, Thermoplastic","Screw Holes, Front"
-,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1427R.jpg,HM1337-ND,1427R,Hammond Manufacturing,HANDLE METAL,50,80,"8.15000","0","1","1427","Active","Inset","-","-","-","-","-"
http://www.keyelco.com/product-pdf.cfm?p=1686,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_5xy.jpg,36-525-ND,525,Keystone Electronics,HANDLE .312""DIA 10-32THREAD ALUM,88,1729,"8.23000","0","1","-","Active","Instrumentation","1.750"" (44.45mm)","5.000"" (127.00mm)","#10-32","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1714,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_717x.jpg,36-7179-ND,7179,Keystone Electronics,HANDLE INSTR RND .312""DIA ALUM,53,149,"8.23000","0","1","-","Active","Instrumentation","1.750"" (44.45mm)","6.437"" (163.50mm)","#10-32","Aluminum","Screw Holes, Back"
http://www.budind.com/pdf/hb9160.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/H-9110-B.jpg,377-1228-ND,H-9110-B,Bud Industries,HANDLE CHROME MOUNTING CENTER 6"",59,1415,"8.30000","0","1","-","Active","Instrumentation","1.625"" (41.28mm)","6.000"" (152.40mm)","#10-32","Steel, Chrome Plated","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1695,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_714x.jpg,36-7146-ND,7146,Keystone Electronics,HANDLE INSTR RND .312""DIA BRASS,86,495,"8.37000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","4.000"" (101.60mm)","#10-32","Brass","Screw Holes, Back"
http://www.hammondmfg.com/pdf/M3299-1131.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/M3299-1131.JPG,HM1308-ND,M3299-1131,Hammond Manufacturing,HANDLE ALUMINUM MATTE 1.3X1.6"",53,66,"9.49000","0","1","M","Active","Drawer, Type","1.575"" (40.00mm)","1.260"" (32.00mm)","M4","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1695,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_714x.jpg,36-7148-ND,7148,Keystone Electronics,HANDLE INSTR RND .312""DIA BRASS,58,225,"9.59000","0","1","-","Active","Instrumentation","1.500"" (38.10mm)","6.000"" (152.40mm)","#10-32","Brass","Screw Holes, Back"
http://www.hammondmfg.com/pdf/M268-2.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/M268-2.jpg,HM1311-ND,M268-2,Hammond Manufacturing,HANDLE ALUMINUM MATTE 3.5X1.6"",67,54,"9.88000","0","1","M","Active","Drawer, Type","1.575"" (40.00mm)","3.465"" (88.01mm)","M5","Aluminum","Screw Holes, Back"
http://www.budind.com/pdf/hb9170.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/H-9174-B.jpg,377-1237-ND,H-9174-B,Bud Industries,HANDLE ANOD-ALUM MOUNTNG CNTR 4"",49,0,"10.80000","0","1","-","Active","Instrumentation","1.375"" (34.93mm)","4.000"" (101.60mm)","#8-32","Aluminum","Screw Holes, Back"
http://www.keyelco.com/product-pdf.cfm?p=1643,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_54x.jpg,36-546-ND,546,Keystone Electronics,HANDLE .625X.281"" 10-32THR ALUM,83,0,"12.52000","0","1","-","Active","Instrumentation","2.000"" (50.80mm)","5.000"" (127.00mm)","#10-32","Aluminum","Screw Holes, Back"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Side%20Panels%20and%20Flanges/Handles.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3666010.JPG,345-1243-ND,3666010,Wakefield-Vette,HANDLE FOR 6 OR 7U SUBRACKS 2PCS,19,0,"25.38000","0","1","-","Active","Instrumentation","-","-","-","Zinc","Screw Holes, Back"
http://web.schroff.de/style/catalogues/ep23/e/05_e_desktop_cases.pdf,//media.digikey.com/Photos/Schroff/20860257.jpg,1439-1146-ND,20860257,Schroff,MULTIPACPRO 2U HANDLES 2PCS,10,0,"27.45000","0","1","multipacPRO","Active","Instrumentation","1.575"" (40.00mm)","2.087"" (53.00mm)","M4","Aluminum","Screw, Bolt"
https://schroff.pentair.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/SchroffAttachments/Documents/6_4_inpac_e_.pdf,//media.digikey.com/Photos/Schroff/20828128.JPG,1439-1086-ND,20828128,Schroff,INPAC ACCESSORY 4U HANDLES 1 SET,14,0,"44.50000","0","1","inpac","Active","Instrumentation","-","-","-","Aluminum","Screw Holes, Back"
http://www.hammondmfg.com/pdf/M3255-2001.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/M3255-2001.jpg,HM1322-ND,M3255-2001,Hammond Manufacturing,HANDLE FOLDING FLUSH MT 2/PKG,28,27,"70.08000","0","1","M","Active","Inset","2.972"" (75.49mm)","7.205"" (183.01mm)","M4","Steel","Screw Holes, Front"
http://www.hammondmfg.com/pdf/M263-1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/M263-1.JPG,HM1321-ND,M263-1,Hammond Manufacturing,HANDLE FOLDING FLUSH MT 2/PKG,13,33,"70.70000","0","1","M","Active","Inset","3.602"" (91.49mm)","4.646"" (118.01mm)","-","Aluminum","Screw Holes, Front"
http://reports.daviesmolding.com/drawings/4580-B.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_4580-B.jpg,1722-1229-ND,4580-B,"Davies Molding, LLC",TWO POINT PULL HANDLES,183,0,"2.22000","0","1","4580","Active","Instrumentation","1.437"" (36.50mm)","4.594"" (116.69mm)","1/4""-20","Nylon","Screw Holes, Back"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/4571BO_Drawing.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_4571BO.jpg,1722-1287-ND,4571BO,"Davies Molding, LLC",TWO POINT PULL HANDLES,97,0,"7.90000","0","1","-","Active","Instrumentation","2.000"" (50.80mm)","5.512"" (140.00mm)","0.260"" (6.60mm) Inner Dia","Nylon, Thermoplastic","Screw Holes, Front"
//media.digikey.com/pdf/Data%20Sheets/Davies%20Molding%20PDFs/4571BY_Drawing.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_4571BY.jpg,1722-1289-ND,4571BY,"Davies Molding, LLC",TWO POINT PULL HANDLES,94,0,"8.00000","0","1","-","Active","Instrumentation","2.000"" (50.80mm)","5.512"" (140.00mm)","0.260"" (6.60mm) Inner Dia","Nylon, Thermoplastic","Screw Holes, Front"
http://www.keyelco.com/product-pdf.cfm?p=1700,//media.digikey.com/Photos/Keystone%20Elect%20Photos/MFG_7151.jpg,36-7151-ND,7151,Keystone Electronics,HANDLE INSTR RND .375""DIA BRASS,38,206,"9.59000","0","1","-","Active","Instrumentation","1.375"" (34.93mm)","6.000"" (152.40mm)","#10-32","Brass","Screw Holes, Back"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Side%20Panels%20and%20Flanges/Handles.pdf,//media.digikey.com/photos/Wakefield%20Photos/3636010.jpg,345-1235-ND,3636010,Wakefield-Vette,HANDLE FOR 3 OR 4U SUBRACKS 2PCS,27,0,"16.83000","0","1","-","Active","Instrumentation","-","-","-","Zinc","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/4020.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/4020.jpg,1722-1355-ND,4020,"Davies Molding, LLC",FOOT 7/8"" THRU-HOLE BLACK,195,0,"0.89000","0","1","4020","Active","Instrumentation","0.875"" (22.23mm)","-","-","Phenolic","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/4020-B.pdf,-,1722-1353-ND,4020-B,"Davies Molding, LLC",FOOT 0.87"" THRU-HOLE BLACK,168,0,"0.89000","0","1","4020","Active","Instrumentation","0.870"" (22.10mm)","-","-","Phenolic","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/4040.pdf,-,1722-1356-ND,4040,"Davies Molding, LLC",KNOB 1.00"" PHENOLIC BLACK,220,0,"0.92000","0","1","4040","Active","Instrumentation","2.000"" (50.80mm)","-","-","Phenolic","Screw Holes, Back"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRIP1200A.jpg,RPC6130-ND,GRIP1300A,Essentra Components,ROUND RIBBED GRIP - HANDLE STYLE,250,0,"1.53000","0","1","-","Active","Instrumentation","-","-","-","PVC","Screw Holes, Back"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRIP0500A.jpg,RPC6123-ND,GRIP0500A,Essentra Components,ROUND FINGER GRASP GRIP - HANDLE,400,0,"1.58000","0","1","-","Active","Instrumentation","-","-","-","PVC","Screw Holes, Back"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRIP0500A.jpg,RPC6124-ND,GRIP0600A,Essentra Components,ROUND FINGER GRASP GRIP - HANDLE,501,0,"1.74000","0","1","-","Active","Instrumentation","-","-","-","PVC","Screw Holes, Back"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRIP1200A.jpg,RPC6129-ND,GRIP1200A,Essentra Components,ROUND RIBBED GRIP - HANDLE STYLE,245,0,"1.75000","0","1","-","Active","Instrumentation","-","-","-","PVC","Screw Holes, Back"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRIP0100A.jpg,RPC6119-ND,GRIP0100A,Essentra Components,ROUND TAPERED GRIP - HOLE DIAMET,297,0,"1.94000","0","1","-","Active","Instrumentation","-","-","-","PVC","Screw Holes, Back"
-,//media.digikey.com/Photos/Essentra%20Components%20Photos/MFG_GRIP0100A.jpg,RPC6120-ND,GRIP0200A,Essentra Components,ROUND TAPERED GRIP - HOLE DIAMET,248,0,"1.94000","0","1","-","Active","Instrumentation","-","-","-","PVC","Screw Holes, Back"
-,//media.digikey.com/photos/Essentra%20Components%20Photos/MFG_GRIP0700A.jpg,RPC6125-ND,GRIP0700A,Essentra Components,ROUND RIBBED GRIP - HANDLE STYLE,475,0,"2.04000","0","1","-","Active","Instrumentation","-","-","-","PVC","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/0692CU.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_0692xx.jpg,1722-1340-ND,0692CU,"Davies Molding, LLC",HANDLE TAPER 0.875X2.65"" PLASTIC,91,0,"2.07000","0","1","0692","Active","Instrumentation","2.650"" (67.31mm)","-","5/16""-18","Phenolic","Screw Holes, Back"
http://reports.daviesmolding.com/drawings/0692AT.pdf,//media.digikey.com/Photos/Davies-Molding-LLC/MFG_0692xx.jpg,1722-1338-ND,0692AT,"Davies Molding, LLC",HANDLE TAPER 0.875X2.65"" PLASTIC,98,0,"2.11000","0","1","0692","Active","Instrumentation","2.650"" (67.31mm)","-","1/4""-20","Phenolic","Screw Holes, Back"
