Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Container Type","Platform","Size / Dimension","Height","Area (L x W)","Design","Material","Color","Thickness","Features","Material Flammability Rating"
https://www.budind.com/pdf/hbps11594.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PS-11594-B.jpg,377-2683-ND,PS-11594-B,Bud Industries,ROUNDED BLACK RPI MODEL B (ALL V,473,0,"5.06000","0","1","-","Active","Case","Raspberry Pi 2B, 3B, 3B+","3.520"" L x 2.740"" W (89.41mm x 69.60mm)","0.980"" (24.89mm)","4.28in² (27.6cm²)","Hand Held, Split Sides","Plastic, ABS","Black","0.080"" (2.03mm)","-","UL94 HB"
http://www.hammondmfg.com/pdf/1593HAMBONE.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1593HAMBONEBK.jpg,HM1364-ND,1593HAMBONEBK,Hammond Manufacturing,BOX ABS BLACK 3.75""L X 3.04""W,232,0,"6.68000","0","1","1593HAM","Active","Case","BeagleBone Black","3.752"" L x 3.044"" W (95.31mm x 77.31mm)","1.181"" (30.00mm)","11.5in² (74cm²)","Hand Held, Split Sides and End Panel(s)","Plastic, ABS","Black","-","PCB Supports","UL94 HB"
//media.digikey.com/pdf/Data%20Sheets/Raspberry%20Pi%20PDFs/Raspberry_Pi_Case_WEB.pdf,//media.digikey.com/Photos/Raspberry%20Pi/PI-OFFICIAL-CASE-RED%5EWHITE.jpg,1690-1001-ND,PI OFFICIAL CASE RED/WHITE,Raspberry Pi,CASE ABS RED/WHITE 3.23""LX4.25""W,246,0,"8.00000","0","1","PI","Active","Case","Raspberry Pi 3B, 3B+","3.228"" L x 4.252"" W (82.00mm x 108.00mm)","1.220"" (31.00mm)","13.6in² (88cm²)","Hand Held, Split Sides","Plastic, ABS","Red, White","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Raspberry%20Pi%20PDFs/ASM-1900035-xx_Dwg.pdf,//media.digikey.com/Photos/Raspberry%20Pi/ASM-1900035-21.jpg,1690-1008-ND,ASM-1900035-21,Raspberry Pi,CASE ABS BLACK 7.76""L X 4.55""W,217,0,"17.00000","0","1","-","Active","Case","Raspberry Pi Touchscreen","7.761"" L x 4.553"" W (197.12mm x 115.64mm)","1.841"" (46.76mm)","-","Hand Held","Plastic, ABS","Black","-","-","UL94 HB"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3597.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3597.jpg,1528-2408-ND,3597,Adafruit Industries LLC,BOX CLEAR 3""L X 2.4""W,126,0,"4.95000","0","1","-","Active","Case","Arduino Uno","3.000"" L x 2.400"" W (76.20mm x 60.96mm)","0.800"" (20.32mm)","7.21in² (46.5cm²)","Hand Held, Split Sides","-","Clear","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/2258_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_2258.jpg,1528-1583-ND,2258,Adafruit Industries LLC,BOX POLYCARBONATE SMOKE 3.7X2.5"",209,0,"7.95000","0","1","PI","Active","Case","Raspberry Pi B+, 2B, 3B, 3B+","3.661"" L x 2.480"" W (93.00mm x 63.00mm)","1.142"" (29.00mm)","9.08in² (58.6cm²)","Hand Held, Cover Included","Plastic, Polycarbonate","Smoke, Clear Cover/Door","0.157"" (4.00mm)","PCB Supports","-"
//media.digikey.com/pdf/Data%20Sheets/Raspberry%20Pi%20PDFs/Raspberry_Pi_Case_WEB.pdf,//media.digikey.com/Photos/Raspberry%20Pi/PI-OFFICIAL-CASE-BLACK%5EGREY.jpg,1690-1020-ND,PI OFFICIAL CASE BLACK/GREY,Raspberry Pi,CASE ABS BLK/GRAY 3.23""LX4.25""W,183,0,"8.76000","0","1","PI","Active","Case","Raspberry Pi 3B, 3B+","3.228"" L x 4.252"" W (82.00mm x 108.00mm)","1.220"" (31.00mm)","13.6in² (88cm²)","Hand Held","Plastic, ABS","Black, Gray","-","-","-"
https://www.hammfg.com/electronics/small-case/development-board/1593ham-rasp.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1593HAMPI3BK.jpg,HM2297-ND,1593HAMPI3BK,Hammond Manufacturing,BOX ABS BLACK 3.88""L X 2.74""W,226,576,"7.24000","0","1","1593HAM","Active","Case","Raspberry Pi B+, 2B, 3B, 3B+","3.880"" L x 2.736"" W (98.54mm x 69.49mm)","1.220"" (31.00mm)","10.6in² (68cm²)","Cover Included","Plastic, ABS","Black","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/ModMyPi_Pi_Zero_Cases_Web.pdf,-,1910-1056-ND,PIS-0497,Pi Supply,MODMYPI PI ZERO CASE - BLUE,103,0,"9.70000","0","1","-","Active","Case","Raspberry Pi Zero","2.953"" L x 1.575"" W (75.00mm x 40.00mm)","0.591"" (15.00mm)","4.65in² (30.0cm²)","Hand Held, Cover Included","-","Blue","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/ModMyPi_Pi_Zero_Cases_Web.pdf,-,1910-1055-ND,PIS-0499,Pi Supply,MODMYPI PI ZERO CASE - CLEAR,101,0,"9.70000","0","1","-","Active","Case","Raspberry Pi Zero","2.953"" L x 1.575"" W (75.00mm x 40.00mm)","0.591"" (15.00mm)","4.65in² (30.0cm²)","Hand Held, Cover Included","-","Clear","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pycom%20PDFs/IP67_Case_For_PYSENSE_PYTRACK_Web.pdf,-,1871-1024-ND,IP67 CASE FOR PYSENSE/PYTRACK,Pycom Ltd.,IP67 CASE FOR PYSENSE/PYTRACK,258,0,"19.40000","0","1","-","Active","-","-","2.953"" L x 2.953"" W (75.00mm x 75.00mm)","1.378"" (35.00mm)","8.73in² (56.3cm²)","Hand Held, Cover Included","Plastic, Non Specified","Black","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pycom%20PDFs/Universal_IP67_Case_Web.pdf,-,1871-1025-ND,UNIVERSAL IP67 CASE,Pycom Ltd.,IP67 CASE FOR PYSENSE/PYTRACK AN,296,0,"24.12000","0","1","-","Active","Case","-","-","-","-","-","-","-","-","-","-"
https://www.raspberrypi.org/documentation/hardware/raspberrypi/mechanical/rpi_MECH_3aplus_case.pdf,-,1690-RASPBERRYPI3A+CASE-ND,RASPBERRY PI 3 A+ CASE,Raspberry Pi,OFFICIAL RASPBERRY PI 3 A+ CASE,320,0,"5.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/RPI-020_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_RPI-020.JPG,1778-1116-ND,RPI-020,Pimoroni Ltd,CASE RED/WHITE RASPBERRY PI ZERO,28,0,"5.44000","0","1","-","Active","Case","Raspberry Pi Zero","-","-","-","Hand Held","-","Red, White","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM258_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PIM258.jpg,1778-1144-ND,PIM258,Pimoroni Ltd,PIBOW ZERO W,66,0,"5.67000","0","1","Pibow","Active","Case","Raspberry Pi Zero W","-","-","-","Hand Held, Split Sides","Acrylic","Blue, Purple, Red","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/PRT-14273_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-14273_A.jpg,1568-1673-ND,PRT-14273,SparkFun Electronics,CASE RED/WHITE RASPBERRY PI ZERO,29,0,"5.95000","0","1","PI","Active","Case","Raspberry Pi Zero","-","-","-","Hand Held, Split Sides","-","Red, White","-","-","-"
http://www.budind.com/pdf/hb11591.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PS11591.jpg,377-1951-ND,PS-11591,Bud Industries,BOX ABS TRN RED 5.12""L X 3.35""W,45,162,"6.40000","0","1","PI Sandwich","Active","Case","Raspberry Pi","5.118"" L x 3.346"" W (130.00mm x 85.00mm)","2.520"" (64.00mm)","17.1in² (111cm²)","Split Sides","Plastic, ABS","Translucent - Red","-","Cable Management, Card Guides","-"
http://www.hammondmfg.com/pdf/1593HAMBONE.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1593HAMBONETBU.jpg,HM1365-ND,1593HAMBONETBU,Hammond Manufacturing,BOX ABS TRN BLUE 3.75""L X 3.04""W,53,2097,"7.24000","0","1","1593HAM","Active","Case","BeagleBone Black","3.752"" L x 3.044"" W (95.31mm x 77.31mm)","1.181"" (30.00mm)","11.5in² (74cm²)","Hand Held, Split Sides and End Panel(s)","Plastic, ABS","Translucent - Blue","-","PCB Supports","UL94 HB"
https://www.budind.com/pdf/hbps11595.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PS-11595-C.jpg,377-2687-ND,PS-11595-C,Bud Industries,RECTANGULAR CLEAR RPI MODEL B (A,88,177,"7.30000","0","1","-","Active","Case","Raspberry Pi 2B, 3B, 3B+","3.620"" L x 2.440"" W (91.95mm x 61.98mm)","1.000"" (25.40mm)","8.83in² (57.0cm²)","Hand Held, Split Sides","Plastic, ABS","Clear","0.080"" (2.03mm)","-","UL94 HB"
//media.digikey.com/pdf/Data%20Sheets/Arduino%20PDFs/X000018.pdf,//media.digikey.com/Photos/Arduino/MFG_X000018.jpg,1050-1150-ND,X000018,Arduino,HOLDER TYPE UNO 5PCS,31,0,"8.69000","0","1","-","Active","Case","Arduino Uno","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM345_Web.pdf,//media.digikey.com/photos/Pimoroni%20Photos/MFG_PIM345.JPG,1778-1203-ND,PIM345,Pimoroni Ltd,PIBOW PITFT+,49,0,"15.80000","0","1","Pibow","Active","Case","Raspberry Pi 2B, 3B, 3B+","-","-","-","Hand Held","Acrylic","Blue","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/BC_Series_Installation_Component_Housing.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2202874.jpg,277-11915-ND,2202874,Phoenix Contact,"RPI-BC 107,6 DEV-KIT KMGY; RASPB",33,0,"19.18000","0","1","BC","Active","-","Raspberry Pi A+, B+, B2, B3","3.531"" L x 4.236"" W x 2.449"" H (89.70mm x 107.60mm x 62.20mm)","-","-","-","Plastic, Polycarbonate","Gray","-","Raspberry Pi","-"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0157_Web.pdf,//media.digikey.com/Photos/Pi-Supply/MFG_PIS-0157.jpg,1910-1043-ND,PIS-0157,Pi Supply,TOUCHSCREEN CASE � 7INCH,15,0,"27.76000","0","1","-","Active","Case","Raspberry Pi Touchscreen","8.268"" L x 5.906"" W (210.00mm x 150.00mm)","5.709"" (145.00mm)","48.8in² (315cm²)","Hand Held, Cover Included","Acrylic","Black, Clear","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Talon%20PDFs/MangOH_Red_Enc_Dwg.pdf,//media.digikey.com/Photos/Talon-Communications/MANGOHRED_ENCLOSURE.JPG,1788-1023-ND,MANGOHRED_ENCLOSURE,"Talon Communications, Inc.",MANGOHRED ENCLOSURE,7,0,"40.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0530_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_FIT0530.jpg,1738-1360-ND,FIT0530,DFRobot,ALUMINUM ALLOY CASE FOR LATTEPAN,27,0,"42.23000","0","1","LattePanda","Active","Case","LattePanda","3.050"" L x 2.130"" W (77.47mm x 54.10mm)","1.200"" (30.48mm)","2.56in² (16.5cm²)","Hand Held, Split Sides","Metal, Aluminum","Black","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3253_Web.pdf,//media.digikey.com/photos/Adafruit%20Industries%20LLC/3253.JPG,1528-1922-ND,3253,Adafruit Industries LLC,BOX PLSTC BLK/CLR 1.97""LX1.22""W,84,0,"2.95000","0","1","PI","Active","Case","Raspberry Pi Camera","1.969"" L x 1.220"" W (50.00mm x 31.00mm)","0.500"" (12.70mm)","2.38in² (15.4cm²)","Hand Held, Cover Included","Plastic, Polycarbonate","Black, Clear Cover/Door","-","PCB Supports","-"
http://www.hammondmfg.com/pdf/1593HAMDOG.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1593HAMDOGBK.jpg,HM1366-ND,1593HAMDOGBK,Hammond Manufacturing,BOX ABS BLACK 3.75""L X 3.04""W,46,1130,"6.68000","0","1","1593HAM","Active","Case","BeagleBone","3.752"" L x 3.044"" W (95.31mm x 77.31mm)","1.181"" (30.00mm)","11.5in² (74cm²)","Hand Held, Split Sides and End Panel(s)","Plastic, ABS","Black","-","PCB Supports","UL94 HB"
http://www.hammondmfg.com/pdf2/1593HAMPI3.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1593HAMPI3GY.jpg,HM1474-ND,1593HAMPI3GY,Hammond Manufacturing,BOX ABS GRAY 3.88""L X 2.74""W,26,2284,"7.24000","0","1","1593HAM","Active","Case","Raspberry Pi B+, 2B, 3B, 3B+","3.880"" L x 2.736"" W (98.54mm x 69.49mm)","1.220"" (31.00mm)","10.7in² (69cm²)","Hand Held, Split Sides","Plastic, ABS","Gray","-","PCB Supports","-"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/BC_Series_Installation_Component_Housing.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2202875.jpg,277-11977-ND,2202875,Phoenix Contact,RASPBERRY PI HOUSING BASE,30,9,"7.25000","0","1","BC","Active","-","Raspberry Pi A+, B+, B2, B3","3.531"" L x 4.236"" W x 2.449"" H (89.70mm x 107.60mm x 62.20mm)","-","-","-","Plastic, Polycarbonate","Gray","-","Raspberry Pi","-"
-,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/1555.jpg,1528-1025-ND,1555,Adafruit Industries LLC,BOX PLSTC BLACK/CLR 3.6""LX2.5""W,65,0,"9.95000","0","1","-","Active","Case","BeagleBone Black","3.600"" L x 2.500"" W (91.44mm x 63.50mm)","1.000"" (25.40mm)","9.00in² (58.1cm²)","Hand Held, Split Sides","Plastic, Non Specified","Black, Clear Cover/Door","-","PCB Supports","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/Frame_for_RPI_7in_Touchscreen_Display_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/PIM121.jpg,1778-1077-ND,PIM121,Pimoroni Ltd,CASE PLASTIC PURPLE,37,0,"11.89000","0","1","PI","Active","Case","Raspberry Pi","-","-","-","Hand Held","Plastic, Acrylic","Purple","-","-","-"
-,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/271.jpg,1528-1001-ND,271,Adafruit Industries LLC,BOX ABS WHITE 4.96""L X 3.58""W,25,0,"15.00000","0","1","-","Active","Case","Arduino","4.961"" L x 3.583"" W (126.00mm x 91.00mm)","1.339"" (34.00mm)","17.8in² (115cm²)","Hand Held, Split Sides and End Panel(s)","Plastic, ABS","White","-","PCB Supports","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/SM_100R_200R_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/SM-200R.jpg,1778-1083-ND,SM-200R,Pimoroni Ltd,CASE PLASTIC GRAY,14,0,"17.83000","0","1","SmartiPI","Active","Case","Raspberry Pi B+, 2B","-","-","-","Hand Held","Plastic, Non Specified","Gray","-","Camera Case","-"
//media.digikey.com/pdf/Data%20Sheets/UDOO%20PDFs/UDOO_X86_Metal_Case_Web.pdf,//media.digikey.com/Photos/UDOO/MFG_UDOO_X86_METALCASE-PK.jpg,1485-1020-ND,UDOO_X86_METALCASE-PK,UDOO,METAL CASE FOR UDOO X86,12,0,"23.80000","0","1","-","Active","Case","-","-","-","-","-","Metal","Black","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/114990129.jpg,1597-1049-ND,114990129,"Seeed Technology Co., Ltd",CASE PLASTIC CLEAR 3.74""LX2.58""W,34,0,"8.11000","0","1","-","Active","Case","Raspberry Pi B+, 2B","3.740"" L x 2.579"" W (95.00mm x 65.50mm)","1.358"" (34.50mm)","9.66in² (62.3cm²)","Hinged Door, Lid","Plastic, Acrylic","Translucent - Clear","0.118"" (3.00mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1810_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1810.jpg,1528-1053-ND,1810,Adafruit Industries LLC,BOX ALUM NATURAL 3.62""L X 2.52""W,13,0,"49.95000","0","1","-","Active","Case","BeagleBone Black","6.880"" L x 4.880"" W (174.75mm x 123.95mm)","1.260"" (32.00mm)","9.14in² (59.0cm²)","Hand Held, Cover Included","Metal, Aluminum","Natural","-","PCB Supports","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/FIT0603_Web.pdf,-,1738-1455-ND,FIT0603,DFRobot,ABS TRANSPARENT CASE FOR ARDUINO,32,0,"4.12000","0","1","-","Active","Case","Arduino Uno","2.756"" L x 2.362"" W (70.00mm x 60.00mm)","0.866"" (22.00mm)","6.51in² (42.0cm²)","Split Sides","Plastic, ABS","Transparent","-","-","-"
https://www.budind.com/pdf/hbps11594.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PS-11594-C.jpg,377-2684-ND,PS-11594-C,Bud Industries,ROUNDED CLEAR RPI MODEL B (ALL V,51,327,"5.06000","0","1","-","Active","Case","Raspberry Pi 2B, 3B, 3B+","3.520"" L x 2.740"" W (89.41mm x 69.60mm)","0.980"" (24.89mm)","4.28in² (27.6cm²)","Hand Held, Split Sides","Plastic, ABS","Clear","0.080"" (2.03mm)","-","UL94 HB"
https://www.kitronik.co.uk/pdf/5606_mipro_protector_case_for_the_bbc_microbit_assembly_instructions.pdf,-,1927-1069-ND,5606-G,Kitronik Ltd.,MI:PRO PROTECTOR CASE FOR THE BB,40,0,"5.18000","0","1","MI:pro™","Active","Case","micro:bit","2.559"" L x 1.969"" W (65.00mm x 50.00mm)","0.669"" (17.00mm)","5.03in² (32.5cm²)","Hand Held, Split Sides","Nylon","Green","-","-","-"
https://www.kitronik.co.uk/pdf/5606_mipro_protector_case_for_the_bbc_microbit_assembly_instructions.pdf,-,1927-1070-ND,5606-O,Kitronik Ltd.,MI:PRO PROTECTOR CASE FOR THE BB,39,0,"5.18000","0","1","MI:pro™","Active","Case","micro:bit","2.559"" L x 1.969"" W (65.00mm x 50.00mm)","0.669"" (17.00mm)","5.03in² (32.5cm²)","Hand Held, Split Sides","Nylon","Orange","-","-","-"
https://www.kitronik.co.uk/pdf/5606_mipro_protector_case_for_the_bbc_microbit_assembly_instructions.pdf,-,1927-1068-ND,5606-B,Kitronik Ltd.,MI:PRO PROTECTOR CASE FOR THE BB,38,0,"5.18000","0","1","MI:pro™","Active","Case","micro:bit","2.559"" L x 1.969"" W (65.00mm x 50.00mm)","0.669"" (17.00mm)","5.03in² (32.5cm²)","Hand Held, Split Sides","Nylon","Blue","-","-","-"
https://www.kitronik.co.uk/pdf/5605_mipro_mountable_case_for_the_bbc_microbit_assembly_instructions.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_5605.jpg,1927-1066-ND,5605,Kitronik Ltd.,MI:PRO 'MOUNTABLE' CASE FOR THE,29,0,"5.18000","0","1","MI:pro™","Active","Case","micro:bit","3.661"" L x 1.457"" W (93.00mm x 37.00mm)","1.063"" (27.00mm)","5.32in² (34.3cm²)","Split Sides","Nylon","Clear","-","Mounting Brackets","-"
https://www.kitronik.co.uk/pdf/5611-mi-pro-case-assembly-instructions.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/5611.JPG,1927-1074-ND,5611,Kitronik Ltd.,MI:PRO PROTECTIVE CASE FOR THE M,36,0,"5.36000","0","1","MI:power","Active","Case","micro:bit","2.559"" L x 1.969"" W (65.00mm x 50.00mm)","0.709"" (18.00mm)","5.03in² (32.5cm²)","Hand Held, Split Sides","-","Clear","-","-","-"
https://www.kitronik.co.uk/pdf/5611-mi-pro-case-assembly-instructions.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/5611-G.jpg,1927-1076-ND,5611-G,Kitronik Ltd.,MI:PRO PROTECTIVE CASE FOR THE M,32,0,"5.36000","0","1","MI:power","Active","Case","micro:bit","2.559"" L x 1.969"" W (65.00mm x 50.00mm)","0.709"" (18.00mm)","5.03in² (32.5cm²)","Hand Held, Split Sides","-","Green","-","-","-"
https://www.kitronik.co.uk/pdf/5611-mi-pro-case-assembly-instructions.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/5611-O.jpg,1927-1077-ND,5611-O,Kitronik Ltd.,MI:PRO PROTECTIVE CASE FOR THE M,31,0,"5.36000","0","1","MI:power","Active","Case","micro:bit","2.559"" L x 1.969"" W (65.00mm x 50.00mm)","0.709"" (18.00mm)","5.03in² (32.5cm²)","Hand Held, Split Sides","-","Orange","-","-","-"
https://www.kitronik.co.uk/pdf/5611-mi-pro-case-assembly-instructions.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/5611-B.jpg,1927-1075-ND,5611-B,Kitronik Ltd.,MI:PRO PROTECTIVE CASE FOR THE M,30,0,"5.36000","0","1","MI:power","Active","Case","micro:bit","2.559"" L x 1.969"" W (65.00mm x 50.00mm)","0.709"" (18.00mm)","5.03in² (32.5cm²)","Hand Held, Split Sides","-","Blue","-","-","-"
https://www.hammfg.com/files/parts/pdf/1593HAMAR2TBU.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1593HAMAR2TBU.jpg,HM1656-ND,1593HAMAR2TBU,Hammond Manufacturing,ENCL PLASTIC TRANS BL ARDUINO101,42,95,"5.42000","0","1","1593","Active","Case","Arduino","2.950"" L x 2.810"" W (74.93mm x 71.37mm)","1.060"" (26.92mm)","8.29in² (53.5cm²)","Hand Held, Split Sides and End Panel(s)","Plastic, ABS","Translucent - Blue","-","-","UL94 HB"
https://www.hammfg.com/files/parts/pdf/1593HAMARTBU.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1593HAMARTBU.jpg,HM1662-ND,1593HAMARTBU,Hammond Manufacturing,ENCLOSURE - PLASTIC BLUE,30,1747,"5.42000","0","1","1593","Active","Case","Arduino","2.950"" L x 2.810"" W (74.93mm x 71.37mm)","1.060"" (26.92mm)","8.29in² (53.5cm²)","Hand Held, Split Sides and End Panel(s)","Plastic, ABS","Translucent - Blue","-","-","UL94 HB"
https://www.hammfg.com/files/parts/pdf/1593HAMARGY.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1593HAMARGY.jpg,HM1661-ND,1593HAMARGY,Hammond Manufacturing,BOX ABS GRAY 2.95X2.81"",56,764,"5.54000","0","1","1593","Active","Case","Arduino","2.950"" L x 2.810"" W (74.93mm x 71.37mm)","1.060"" (26.92mm)","8.29in² (53.5cm²)","Hand Held, Split Sides and End Panel(s)","Plastic, ABS","Gray","-","-","UL94 HB"
https://www.hammfg.com/files/parts/pdf/1593HAMARBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1593HAMARBK.jpg,HM1660-ND,1593HAMARBK,Hammond Manufacturing,ENCLOSURE - PLASTIC BLACK,50,234,"5.54000","0","1","1593","Active","Case","Arduino","2.950"" L x 2.810"" W (74.93mm x 71.37mm)","1.060"" (26.92mm)","8.29in² (53.5cm²)","Hand Held, Split Sides and End Panel(s)","Plastic, ABS","Black","-","-","UL94 HB"
http://www.hammondmfg.com/pdf/1593HAMDOG.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1593HAMDOGGY.jpg,HM2052-ND,1593HAMDOGGY,Hammond Manufacturing,BOX ABS GRAY 3.75""L X 3.04""W,56,790,"6.68000","0","1","1593HAM","Active","Case","BeagleBone","3.752"" L x 3.044"" W (95.31mm x 77.31mm)","1.181"" (30.00mm)","11.5in² (74cm²)","Hand Held, Split Sides and End Panel(s)","Plastic, ABS","Gray","-","PCB Supports","UL94 HB"
http://www.hammondmfg.com/pdf/1593HAMBONE.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1593HAMBONEGY.jpg,HM2051-ND,1593HAMBONEGY,Hammond Manufacturing,BOX ABS GRAY 3.75""L X 3.04""W,47,2583,"6.68000","0","1","1593HAM","Active","Case","BeagleBone Black","3.752"" L x 3.044"" W (95.31mm x 77.31mm)","1.181"" (30.00mm)","11.5in² (74cm²)","Hand Held, Split Sides and End Panel(s)","Plastic, ABS","Gray","-","PCB Supports","UL94 HB"
http://www.hammondmfg.com/pdf/1593HAMPI.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1593HAMPIBK.jpg,HM1378-ND,1593HAMPIBK,Hammond Manufacturing,BOX ABS BLACK 4.1""L X 2.59""W,47,6845,"7.24000","0","1","1593HAM","Active","Case","Raspberry Pi B","4.104"" L x 2.593"" W (104.24mm x 65.87mm)","1.181"" (30.00mm)","10.7in² (69cm²)","Hand Held, Split Sides","Plastic, ABS","Black","-","PCB Supports","UL94 HB"
https://www.budind.com/pdf/hbps11595.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PS-11595-W.jpg,377-2688-ND,PS-11595-W,Bud Industries,RECTANGULAR WHITE RPI MODEL B (A,100,398,"7.30000","0","1","-","Active","Case","Raspberry Pi 2B, 3B, 3B+","3.620"" L x 2.440"" W (91.95mm x 61.98mm)","1.000"" (25.40mm)","8.83in² (57.0cm²)","Hand Held, Split Sides","Plastic, ABS","White","0.080"" (2.03mm)","-","UL94 HB"
https://www.budind.com/pdf/hbps11595.pdf,//media.digikey.com/Photos/BUD%20Industries%20Photos/PS-11595-B.jpg,377-2686-ND,PS-11595-B,Bud Industries,RECTANGULAR BLACK RPI MODEL B (A,77,375,"7.30000","0","1","-","Active","Case","Raspberry Pi 2B, 3B, 3B+","3.620"" L x 2.440"" W (91.95mm x 61.98mm)","1.000"" (25.40mm)","8.83in² (57.0cm²)","Hand Held, Split Sides","Plastic, ABS","Black","0.080"" (2.03mm)","-","UL94 HB"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM425_Web.pdf,-,1778-1256-ND,PIM425,Pimoroni Ltd,COUPE RAINBOW PIBOW 3 A+ COUPE,30,0,"7.36000","0","1","Pibow 3 A+","Active","Case","Raspberry Pi 3A+","2.598"" L x 3.110"" W (66.00mm x 79.00mm)","0.591"" (15.00mm)","8.08in² (52.1cm²)","Hand Held","Plastic, Acrylic","Rainbow","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM427_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PIM427.jpg,1778-1258-ND,PIM427,Pimoroni Ltd,COUPE ROYALE PIBOW 3 A+ COUPE,29,0,"7.36000","0","1","Pibow 3 A+","Active","Case","Raspberry Pi 3A+","2.598"" L x 3.110"" W (66.00mm x 79.00mm)","0.591"" (15.00mm)","8.08in² (52.1cm²)","Hand Held","Plastic, Acrylic","Purple","-","-","-"
