Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Container Type","Platform","Size / Dimension","Height","Area (L x W)","Design","Material","Color","Thickness","Features","Material Flammability Rating"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-12997_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/DEV-12997.JPG,1568-1248-ND,DEV-12997,SparkFun Electronics,BOX PLASTIC BLK 3.68""L X 2.47""W,0,0,"Obsolete","0","1","PI","Obsolete","Case","Raspberry Pi B+, 2B","3.677"" L x 2.469"" W (93.40mm x 62.70mm)","1.224"" (31.09mm)","9.07in² (58.5cm²)","Hand Held, Split Sides","Plastic, Non Specified","Black","-","PCB Supports","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-12996_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/DEV-12996.JPG,1568-1249-ND,DEV-12996,SparkFun Electronics,BOX PLASTIC CLR 3.68""L X 2.47""W,0,0,"Obsolete","0","1","PI","Obsolete","Case","Raspberry Pi 2B, 3B, 3B+","3.677"" L x 2.469"" W (93.40mm x 62.70mm)","1.224"" (31.09mm)","9.07in² (58.5cm²)","Hand Held, Split Sides","Plastic, Non Specified","Translucent - Clear","-","PCB Supports","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM056_Web.pdf,-,PIM056-ND,PIM056,Pimoroni Ltd,CASE PLASTIC CLEAR/PURPLE,0,0,"Obsolete","0","22","Pibow","Obsolete","Case","Raspberry Pi A+","-","-","-","Hand Held","Plastic, Acrylic","Clear, Purple","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/Pibow_3_Raspberry_Pi_3_2_Bplus_Web.pdf,-,PIM166-ND,PIM166,Pimoroni Ltd,CASE PLASTIC ORANGE,0,0,"Obsolete","0","11","Pibow","Obsolete","Case","Raspberry Pi 3, 2, B+","-","-","-","Hand Held","Plastic, Acrylic","Orange","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/Pibow_3_Coupe_Web.pdf,-,PIM164-ND,PIM164,Pimoroni Ltd,CASE PLASTIC TRANSLUCENT BLUE,0,0,"Obsolete","0","18","Pibow","Obsolete","Case","Raspberry Pi 3, 2, B+","-","-","-","Hand Held","Plastic, Acrylic","Translucent - Blue","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/Pibow_3_Coupe_Web.pdf,-,PIM163-ND,PIM163,Pimoroni Ltd,CASE PLASTIC CLEAR/PURPLE,0,0,"Obsolete","0","18","Pibow","Obsolete","Case","Raspberry Pi 3, 2, B+","-","-","-","Hand Held","Plastic, Acrylic","Clear, Purple","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/Pibow_3_Coupe_Web.pdf,-,PIM156-ND,PIM156,Pimoroni Ltd,CASE PLASTIC CLEAR/RED,0,0,"Obsolete","0","18","Pibow","Obsolete","Case","Raspberry Pi 3, 2, B+","-","-","-","Hand Held","Plastic, Acrylic","Clear, Red","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/Pibow_Audio_Web.pdf,-,PIM115-ND,PIM115,Pimoroni Ltd,CASE PLASTIC BLACK/CLEAR,0,0,"Obsolete","0","14","Pibow","Obsolete","Case","Raspberry Pi DAC+","-","-","-","Hand Held","Plastic, Acrylic","Black, Clear","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/Pibow_3_Raspberry_Pi_3_2_Bplus_Web.pdf,-,PIM188-ND,PIM188,Pimoroni Ltd,CASE PLASTIC MULTIPLE,0,0,"Obsolete","0","11","Pibow","Obsolete","Case","Raspberry Pi 3, 2, B+","-","-","-","Hand Held","Plastic, Acrylic","Multiple","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM118_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PIM118.jpg,1778-1099-ND,PIM118,Pimoroni Ltd,CASE PLASTIC BLUE/CLEAR,0,0,"Obsolete","0","11","Pibow","Obsolete","Case","Raspberry Pi 3, 2, B+","-","-","-","Hand Held","Plastic, Acrylic","Blue, Clear","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/Frame_for_RPI_7in_Touchscreen_Display_Web.pdf,-,PIM119-ND,PIM119,Pimoroni Ltd,CASE PLASTIC ORANGE,0,0,"Obsolete","0","16","PI","Obsolete","Case","Raspberry Pi","-","-","-","Hand Held","Plastic, Acrylic","Orange","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/SM_100R_200R_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_SM100R.jpg,SM100R-ND,SM 100R,Pimoroni Ltd,CASE PLASTIC GRAY,0,0,"Obsolete","0","8","SmartiPI","Obsolete","Case","Raspberry Pi B+, 2B","-","-","-","Hand Held","Plastic, Non Specified","Gray","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/Pibow_3_Coupe_Web.pdf,//media.digikey.com/photos/Pimoroni%20Photos/PIM165.jpg,1778-1059-ND,PIM165,Pimoroni Ltd,CASE PLASTIC CLEAR/ORANGE,0,0,"Obsolete","0","17","Pibow","Obsolete","Case","Raspberry Pi 3, 2, B+","-","-","-","Hand Held","Plastic, Acrylic","Clear, Orange","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/SVTronics%20PDFs/PandaEnclosure_Web.pdf,//media.digikey.com/Photos/SVTronics%20Inc/PANDAENCLOSURE.JPG,1055-1002-ND,PANDAENCLOSURE,SVTronics Inc.,BOX PLASTIC TRANSLUCENT CLEAR,0,0,"Obsolete","0","500","-","Obsolete","Case","PandaBoard","-","-","-","Hand Held, Split Sides","Plastic, Non Specified","Translucent - Clear","-","PCB Supports","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110070008_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110070008.jpg,1597-1030-ND,110070008,"Seeed Technology Co., Ltd",BOX PLASTIC BLK/CLR 5""L X 4.09""W,0,0,"Obsolete","0","6","Skeleton","Obsolete","Case","Raspberry Pi Compute","5.000"" L x 4.094"" W (127.00mm x 104.00mm)","1.181"" (30.00mm)","20.4in² (132cm²)","Hand Held","Plastic, Acrylic with Aluminum Bezels","Black, Clear","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/114110001.JPG,1597-1035-ND,114110001,"Seeed Technology Co., Ltd",CASE PLASTIC MULTIPLE,0,0,"Obsolete","0","2","Pibow","Obsolete","Case","Raspberry Pi B+","-","-","-","Hand Held","Plastic, Acrylic","Multiple","-","-","-"
-,-,1597-1036-ND,114110003,"Seeed Technology Co., Ltd",CASE PLASTIC,0,0,"Obsolete","0","2","Pibow","Obsolete","Case","Raspberry Pi B+","-","-","-","Hand Held","Plastic, Acrylic","-","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/114110004.jpg,1597-1037-ND,114110004,"Seeed Technology Co., Ltd",CASE PLASTIC RED,0,0,"Obsolete","0","3","Pibow","Obsolete","Case","Raspberry Pi B+","-","-","-","Hand Held","Plastic, Acrylic","Red","-","-","-"
-,//media.digikey.com/photos/Seeed%20Technology%20Ltd/114990126.JPG,1597-1047-ND,114990126,"Seeed Technology Co., Ltd",CASE ABS CLEAR 3.7""L X 2.48""W,0,0,"Obsolete","0","5","Multicomp","Obsolete","Case","Raspberry Pi B+, 2B","3.701"" L x 2.480"" W (94.00mm x 63.00mm)","1.181"" (30.00mm)","9.17in² (59.2cm²)","Hand Held, Split Sides","Plastic, ABS","Clear","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/114990127.JPG,1597-1048-ND,114990127,"Seeed Technology Co., Ltd",CASE ABS BLACK 3.7""L X 2.48""W,0,0,"Obsolete","0","4","Multicomp","Obsolete","Case","Raspberry Pi B+, 2B","3.701"" L x 2.480"" W (94.00mm x 63.00mm)","1.181"" (30.00mm)","9.17in² (59.2cm²)","Hand Held, Split Sides","Plastic, ABS","Black","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/114990179.jpg,1597-1055-ND,114990179,"Seeed Technology Co., Ltd",CASE BLACK 3.54""L X 2.48""W,0,0,"Obsolete","0","2","-","Obsolete","Case","Raspberry Pi B+, 2B","3.543"" L x 2.480"" W (90.00mm x 63.00mm)","1.024"" (26.00mm)","8.79in² (56.7cm²)","Cover Included","-","Black","-","-","-"
-,//media.digikey.com/photos/Seeed%20Technology%20Ltd/114990194.jpg,1597-1056-ND,114990194,"Seeed Technology Co., Ltd",CASE ABS BLACK 2.76""L X 2.36""W,0,0,"Obsolete","0","10","-","Obsolete","Case","Raspberry Pi A+","2.756"" L x 2.362"" W (70.00mm x 60.00mm)","0.906"" (23.00mm)","6.51in² (42.0cm²)","Hand Held, Split Sides","Plastic, ABS","Black","-","-","-"
-,//media.digikey.com/photos/Seeed%20Technology%20Ltd/114990195.jpg,1597-1057-ND,114990195,"Seeed Technology Co., Ltd",CASE ABS CLEAR 2.76""L X 2.36""W,0,0,"Obsolete","0","10","-","Obsolete","Case","Raspberry Pi A+","2.756"" L x 2.362"" W (70.00mm x 60.00mm)","0.906"" (23.00mm)","6.51in² (42.0cm²)","Hand Held, Split Sides","Plastic, ABS","Translucent - Clear","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/114990196.jpg,1597-1058-ND,114990196,"Seeed Technology Co., Ltd",CASE PLASTIC CLEAR 2.91""LX2.6""W,0,0,"Obsolete","0","16","-","Obsolete","Case","Raspberry Pi A+","2.913"" L x 2.598"" W (74.00mm x 66.00mm)","1.161"" (29.50mm)","7.57in² (48.8cm²)","Hinged Door, Lid","Plastic, Acrylic","Translucent - Clear","0.118"" (3.00mm)","-","-"
-,//media.digikey.com/photos/Seeed%20Technology%20Ltd/114990199.jpg,1597-1059-ND,114990199,"Seeed Technology Co., Ltd",CASE PLASTIC BLACK 2.91""LX2.6""W,0,0,"Obsolete","0","16","-","Obsolete","Case","Raspberry Pi A+","2.913"" L x 2.598"" W (74.00mm x 66.00mm)","1.161"" (29.50mm)","7.57in² (48.8cm²)","Hinged Door, Lid","Plastic, Acrylic","Black","0.118"" (3.00mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/Skeleton_Box_for_Raspberry_Pi_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110070000.jpg,1597-1108-ND,110070000,"Seeed Technology Co., Ltd",BOX PLASTIC BLACK/CLEAR,0,0,"Obsolete","0","4","Skeleton","Obsolete","Case","Raspberry Pi B+, 2B","-","-","-","Hand Held","Plastic, Acrylic with Aluminum Bezels","Black, Clear","0.098"" (2.50mm)","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/110060037.jpg,110060037-ND,110060037,"Seeed Technology Co., Ltd",CASE PLASTIC BEIGE,0,0,"Obsolete","0","13","-","Obsolete","Case","HydraBus","-","-","-","Hand Held","Plastic, Non Specified","Beige","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/Skeleton_Box_for_Beaglebone_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/111070001_A.jpg,111070001-ND,111070001,"Seeed Technology Co., Ltd",CASE PLASTIC BLACK/CLEAR,0,0,"Obsolete","0","4","Skeleton","Obsolete","Case","BeagleBone","-","-","-","Hand Held","Plastic, Acrylic with Aluminum Bezels","Black, Clear","0.098"" (2.50mm)","-","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/BeagleBone_Case_Web.pdf,//media.digikey.com/photos/Seeed%20Technology%20Ltd/MFG_113070001_A.jpg,113070001-ND,113070001,"Seeed Technology Co., Ltd",CASE PLASTIC CLEAR 3.94""LX2.52""W,0,0,"Obsolete","0","4","-","Obsolete","Case","BeagleBone","3.937"" L x 2.520"" W (100.00mm x 64.00mm)","1.311"" (33.30mm)","9.92in² (64.0cm²)","Hand Held","Plastic, Acrylic","Translucent - Clear","-","-","-"
-,-,114110002-ND,114110002,"Seeed Technology Co., Ltd",CASE PLASTIC,0,0,"Obsolete","0","2","Pibow","Obsolete","Case","Raspberry Pi B+","-","-","-","Hand Held","Plastic, Acrylic","-","-","-","-"
-,-,114990136-ND,114990136,"Seeed Technology Co., Ltd",CASE PLASTIC CLEAR 4.25""LX2.84""W,0,0,"Obsolete","0","10","-","Obsolete","Case","Cubieboard","4.252"" L x 2.835"" W (108.00mm x 72.00mm)","1.398"" (35.51mm)","12.1in² (78cm²)","Hinged Door, Lid","Plastic, Acrylic","Translucent - Clear","0.118"" (3.00mm)","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_322990012.jpg,322990012-ND,322990012,"Seeed Technology Co., Ltd",CASE ABS BLACK 3.94""L X 7.87""W,0,0,"Obsolete","0","5","Cubietruck","Obsolete","Case","Cubieboard","3.937"" L x 7.874"" W (100.00mm x 200.00mm)","3.937"" (100.00mm)","40.0in² (258cm²)","Hand Held, Split Sides","Plastic, ABS","Black","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/Galileo_Case_Web.pdf,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110990417.jpg,110990417-ND,110990417,"Seeed Technology Co., Ltd",CASE PLASTIC BLACK/BLUE,0,0,"Obsolete","0","6","-","Obsolete","Case","Galileo","-","-","-","Hand Held","Plastic, Acrylic with Aluminum Bezels","Black, Blue","0.098"" (2.50mm)","-","-"
-,//media.digikey.com/photos/Seeed%20Technology%20Ltd/MFG_102060000.jpg,102060000-ND,102060000,"Seeed Technology Co., Ltd",BOX PLASTIC GRY/CLR 3.94""LX2.68"",0,0,"Obsolete","0","9","Stalker","Obsolete","Case","Seeeduino","3.937"" L x 2.677"" W (100.00mm x 68.00mm)","1.969"" (50.00mm)","10.4in² (67cm²)","Cover Included","Plastic, Non Specified","Gray, Clear Cover/Door","-","PCB Supports, Waterproof","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110990072.jpg,110990072-ND,110990072,"Seeed Technology Co., Ltd",CASE PLASTIC CLEAR,0,0,"Obsolete","0","6","-","Obsolete","Case","Cubieboard","-","-","-","Hand Held","Plastic, Acrylic","Clear","-","-","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_110990052.jpg,110990052-ND,110990052,"Seeed Technology Co., Ltd",CASE PLASTIC CLEAR,0,0,"Obsolete","0","10","-","Obsolete","Case","Cubieboard","-","-","-","Hand Held","Plastic, Acrylic","Translucent - Clear","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3004_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3004.jpg,1528-2064-ND,3004,Adafruit Industries LLC,BOX WOOD NATURAL,0,0,"Obsolete","0","1","PI","Obsolete","Case","Raspberry Pi Zero","-","-","-","Hand Held","Wood","Natural","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/1326_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_1326.jpg,1528-2508-ND,1326,Adafruit Industries LLC,CASE- ENCLOSURE FOR RASPBERRY PI,0,0,"Obsolete","0","1","PI","Obsolete","Case","Raspberry Pi A, B","2.690"" L x 4.000"" W (68.33mm x 101.60mm)","0.950"" (24.13mm)","42.4in² (274cm²)","Hand Held, Cover Included","-","Black, Clear Cover/Door","-","-","-"
