Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Size / Dimension","Features","Color","Material","For Use With/Related Products","Ventilation"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpa/cpaf/cpaf1bly/media/C-COCPAF1WH--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPAF1BLY.jpg,298-16144-ND,CPAF1BLY,Panduit Corp,FILLER PANEL,23,0,"72.49000","0","1","-","Active","Panel, Front","19.000"" L x 1.720"" W x 4.161"" H (482.60mm x 43.70mm x 105.70mm)","Angled","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpa/cpaf/cpaf1wh/media/C-COCPAF1WH--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPAF1WH.jpg,298-16587-ND,CPAF1WH,Panduit Corp,"ANGLED FILLER PANEL 1 RU, WHITE",10,0,"72.49000","0","1","-","Active","Cover","-","-","White","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPA19022.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19022BK2.jpg,HM784-ND,PBPA19022BK2,Hammond Manufacturing,PANEL FRONT 22.7X19X0.13"" BLACK,15,20,"75.20000","0","1","PBPA","Active","Panel, Front","22.720"" L x 19.000"" W x 0.125"" H (577.09mm x 482.60mm x 3.18mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/C2T1936VCEBK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2BPS1931BK1.jpg,HM5269-ND,C2T1936VCEBK1,Hammond Manufacturing,RACK TOP,6,7,"76.50000","0","1","C2","Active","Panel, Top","28.250"" L x 20.000"" W x 0.070"" H (717.55mm x 508.00mm x 1.78mm)","Cable Entry Systems","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/DNRMA1920.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNRMA1916BK1.jpg,HM5359-ND,DNRMA1920BK1,Hammond Manufacturing,SHELF FIXED 20X17.6X5.2"" BLACK,10,71,"77.60000","0","1","DNRM","Active","Shelf, Fixed","20.000"" L x 17.560"" W x 5.220"" H (508.00mm x 446.02mm x 132.59mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPA19024.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19024BK2.jpg,HM785-ND,PBPA19024BK2,Hammond Manufacturing,PANEL FRONT 24.5X19X0.13"" BLACK,4,18,"78.00000","0","1","PBPA","Active","Panel, Front","24.470"" L x 19.000"" W x 0.125"" H (621.54mm x 482.60mm x 3.18mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RASC1916.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RASC1916WH2.jpg,HM764-ND,RASC1916WH2,Hammond Manufacturing,SHELF FIXED 16X18X1.32"" WHITE,7,16,"78.40000","0","1","RASC","Active","Shelf, Fixed","16.000"" L x 18.000"" W x 1.320"" H (406.40mm x 457.20mm x 33.53mm)","-","White","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RZVS1926.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RZVS1926BK1.jpg,HM2285-ND,RZVS1926BK1,Hammond Manufacturing,SHELF FIXED 25.8X17.8X1.3"" BLACK,12,6,"78.75000","0","1","RZ","Active","Shelf, Fixed","25.840"" L x 17.750"" W x 1.310"" H (656.34mm x 450.85mm x 33.27mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/DNDMV19.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNDMV19BK1.jpg,HM2214-ND,DNDMV19BK1,Hammond Manufacturing,SHELF FIXED 19.5X17.3X3.4"" BLACK,9,132,"78.75000","0","1","DNDM","Active","Shelf, Fixed","19.500"" L x 17.250"" W x 3.440"" H (495.30mm x 438.15mm x 87.38mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
https://www.belden.com/hubfs/resources/technical/technical-data/english/9010-1924.pdf,//media.digikey.com/Photos/Belden/MFG_9010-1924.JPG,BEL32890-ND,9010-1924,Belden Inc.,SHELF VENTED 19""EIA (7008),10,0,"79.33000","0","1","-","Active","Shelf","24.000"" L x 19.000"" W (609.60mm x 482.60mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/RCHD1908.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RCHD1910BK1.jpg,HM5654-ND,RCHD1908BK1,Hammond Manufacturing,DOOR STEEL 18.9X8.6X0.5"" BLACK,6,38,"79.50000","0","1","RCHV","Active","Door, Front or Rear","18.880"" L x 8.620"" W x 0.500"" H (479.55mm x 218.95mm x 12.70mm)","Locks","Black","Metal, Steel","RCHS, RCHV Series","Non-Vented"
http://www.hammondmfg.com/pdf/RASC1922.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RASC1922WH2.jpg,HM765-ND,RASC1922WH2,Hammond Manufacturing,SHELF FIXED 22X18X1.32"" WHITE,2,32,"81.75000","0","1","RASC","Active","Shelf, Fixed","22.000"" L x 18.000"" W x 1.320"" H (558.80mm x 457.20mm x 33.53mm)","-","White","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpa/cpaf/cpaf2bly/media/C-COCPAF2WH--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPAF2BLY.jpg,298-16145-ND,CPAF2BLY,Panduit Corp,FILLER PANEL,10,0,"81.97000","0","1","-","Active","Panel, Front","19.000"" L x 3.489"" W x 4.161"" H (482.60mm x 88.10mm x 105.70mm)","Angled","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpa/cpaf/cpaf2wh/media/C-COCPAF2WH--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPAF2WH.jpg,298-16588-ND,CPAF2WH,Panduit Corp,"ANGLED FILLER PANEL 2 RU, WHITE",10,0,"81.97000","0","1","-","Active","Cover","-","-","White","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RACSV190515BK1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RACSV190515BK1.jpg,HM5909-ND,RACSV190515BK1,Hammond Manufacturing,RACK EQUIPMENT SHELF,17,35,"82.50000","0","1","RACS","Active","Shelf, Fixed","15.000"" L x 17.480"" W x 5.236"" H (381.00mm x 444.00mm x 133.00mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/PBPA19026.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19026BK2.jpg,HM786-ND,PBPA19026BK2,Hammond Manufacturing,PANEL FRONT 26.2X19X0.13"" BLACK,5,9,"83.25000","0","1","PBPA","Active","Panel, Front","26.220"" L x 19.000"" W x 0.125"" H (665.99mm x 482.60mm x 3.18mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/DNRMU19.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNRMU1924BK1.jpg,HM5361-ND,DNRMU19BK1,Hammond Manufacturing,SHELF FIXED 19X17.6X5.2"" BLACK,4,51,"84.75000","0","1","DNRM","Active","Shelf, Fixed","19.000"" L x 17.620"" W x 5.220"" H (482.60mm x 447.55mm x 132.59mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/C2BPCE1931LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2BPS1931BK1.jpg,HM5224-ND,C2BPCE1931BK1,Hammond Manufacturing,PANEL BOT 18.5X17.7X0.31"" BLACK,2,20,"84.75000","0","1","C2","Active","Panel, Bottom","18.500"" L x 17.690"" W x 0.310"" H (469.90mm x 449.33mm x 7.87mm)","Cable Entry Systems","Black","Metal, Steel","C2 Series","Vented"
https://www.hammfg.com/files/parts/pdf/C2BPCE1931LG1.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_C2BPS1931BK1.jpg,HM5225-ND,C2BPCE1931LG1,Hammond Manufacturing,RACK CABLE ENTRY BOTTOM,2,2,"84.75000","0","1","C2","Active","Panel, Bottom","18.500"" L x 17.690"" W x 0.310"" H (469.90mm x 449.33mm x 7.87mm)","Cable Entry Systems","Gray","Metal, Steel","C2 Series","Vented"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpa/cpat/cpatcbl/media/C-COCPATCWH--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPATCBL.jpg,298-16146-ND,CPATCBL,Panduit Corp,COVER PLATE PATCH PANEL,12,0,"85.17000","0","1","-","Active","Panel, Front","18.854"" L x 0.500"" W x 5.484"" H (478.90mm x 12.70mm x 139.30mm)","Angled","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.panduit.com/content/dam/panduit/en/products/assets/c/cp/cpa/cpat/cpatcwh/media/C-COCPATCWH--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_CPATCWH.jpg,298-16589-ND,CPATCWH,Panduit Corp,ANGLED TRANSITIONAL PATCH PANEL,10,0,"85.17000","0","1","-","Active","Cover","-","-","White","Metal, Steel","-","Non-Vented"
http://www.hammondmfg.com/pdf/RCHD1910.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RCHD1910BK1.jpg,HM5655-ND,RCHD1910BK1,Hammond Manufacturing,DOOR STEEL 18.9X10.4X0.5"" BLACK,2,33,"88.50000","0","1","RCHV","Active","Door, Front or Rear","18.880"" L x 10.380"" W x 0.500"" H (479.55mm x 263.65mm x 12.70mm)","Locks","Black","Metal, Steel","RCHS, RCHV Series","Non-Vented"
http://www.hammondmfg.com/pdf/PBPA19028.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19028BK2.jpg,HM787-ND,PBPA19028BK2,Hammond Manufacturing,PANEL FRONT 28X19X0.13"" BLACK,2,6,"89.25000","0","1","PBPA","Active","Panel, Front","27.970"" L x 19.000"" W x 0.125"" H (710.44mm x 482.60mm x 3.18mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/9R3pg10.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1459FBK1.jpg,HM3227-ND,1459FQBK1,Hammond Manufacturing,PANEL SIDE 25X16X.05"" BLACK 1/PR,5,9,"90.00000","0","1","1459","Active","Panel, Side","24.700"" L x 16.140"" W x 0.051"" H (627.38mm x 409.96mm x 1.30mm)","-","Black","Metal, Steel","1459F","Non-Vented"
http://www.hammondmfg.com/pdf/PBPA19029.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19029BK2.jpg,HM788-ND,PBPA19029BK2,Hammond Manufacturing,PANEL FRONT 29.7X19X0.13"" BLACK,5,21,"93.00000","0","1","PBPA","Active","Panel, Front","29.720"" L x 19.000"" W x 0.125"" H (754.89mm x 482.60mm x 3.18mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/DNRMU1924.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNRMU1924BK1.jpg,HM5360-ND,DNRMU1924BK1,Hammond Manufacturing,SHELF FIXED 24X17.6X5.2"" BLACK,8,40,"94.50000","0","1","DNRM","Active","Shelf, Fixed","24.000"" L x 17.620"" W x 5.220"" H (609.60mm x 447.55mm x 132.59mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM1U0804SBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM1U0804SBK.jpg,HM5735-ND,RM1U0804SBK,Hammond Manufacturing,RACK SOLID,5,4,"96.06000","0","1","RM","Active","Chassis, Enclosed","4.246"" L x 8.300"" W x 1.750"" H (107.85mm x 210.82mm x 44.45mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RCHD1917.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RCHD1910BK1.jpg,HM5657-ND,RCHD1917BK1,Hammond Manufacturing,DOOR STEEL 18.9X17.4X0.5"" BLACK,4,30,"96.75000","0","1","RCHV","Active","Door, Front or Rear","18.880"" L x 17.380"" W x 0.500"" H (479.55mm x 441.45mm x 12.70mm)","Locks","Black","Metal, Steel","RCHS, RCHV Series","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM1U0804VBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM1U0804VBK.jpg,HM5736-ND,RM1U0804VBK,Hammond Manufacturing,RACK VENTED,4,1,"98.72000","0","1","RM","Active","Chassis, Enclosed","4.246"" L x 8.300"" W x 1.750"" H (107.85mm x 210.82mm x 44.45mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/9R3pg10.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_1459FBK1.jpg,HM3231-ND,1459MQBK1,Hammond Manufacturing,PANEL SIDE 49X16X.05"" BLACK 1/PR,5,17,"102.00000","0","1","1459","Active","Panel, Side","49.200"" L x 16.140"" W x 0.051"" H (1249.68mm x 409.96mm x 1.30mm)","-","Black","Metal, Steel","1459M","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM2U0804SBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM2U0804SBK.jpg,HM5742-ND,RM2U0804SBK,Hammond Manufacturing,RACK SOLID,5,2,"102.57000","0","1","RM","Active","Chassis, Enclosed","4.246"" L x 8.300"" W x 3.500"" H (107.85mm x 210.82mm x 88.90mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/DNRMV19.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNRMU1924BK1.jpg,HM5363-ND,DNRMV19BK1,Hammond Manufacturing,SHELF FIXED 19X17.6X5.2"" BLACK,4,17,"103.50000","0","1","DNRM","Active","Shelf, Fixed","19.000"" L x 17.620"" W x 5.220"" H (482.60mm x 447.55mm x 132.59mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/RCHD1922.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RCHD1914BK1.jpg,HM2261-ND,RCHD1922BK1,Hammond Manufacturing,DOOR STEEL 22.6X18.9X0.5"" BLACK,3,25,"105.00000","0","1","RCHV","Active","Door, Front or Rear","22.620"" L x 18.880"" W x 0.500"" H (574.55mm x 479.55mm x 12.70mm)","Locks","Black","Metal, Steel","RCHS, RCHV Series","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM2U0804VBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM2U0804VBK.jpg,HM5743-ND,RM2U0804VBK,Hammond Manufacturing,RACK VENTED,2,1,"105.21000","0","1","RM","Active","Chassis, Enclosed","4.246"" L x 8.300"" W x 3.500"" H (107.85mm x 210.82mm x 88.90mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Vented"
https://www.hammfg.com/files/parts/pdf/ADSV3642BK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_ADSV3642BK.jpg,HM2331-ND,ADSV3642BK,Hammond Manufacturing,ADJUSTABLE SHELF,4,52,"107.02000","0","1","ADS","Active","Shelf, Fixed","19.000"" L x 42.000"" W x 1.720"" H (482.60mm x 1066.80mm x 43.69mm)","Adjustable","Black","Metal, Steel","19"" Panel Width Racks","Vented"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Rack_Panel_Mount-Doors&Chassis.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RSDP19010BK2.jpg,HM5816-ND,RSDP19010BK2,Hammond Manufacturing,DOOR STEEL 19X10.4X0.6"" BLACK,3,24,"107.25000","0","1","RSD","Active","Door, Front or Rear","19.000"" L x 10.380"" W x 0.630"" H (482.60mm x 263.65mm x 16.00mm)","Locks","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Rack_Panel_Mount-Doors&Chassis.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RSDP19010BK2.jpg,HM5817-ND,RSDP19012BK2,Hammond Manufacturing,DOOR STEEL 19X12.1X0.6"" BLACK,3,4,"108.75000","0","1","RSD","Active","Door, Front or Rear","19.000"" L x 12.120"" W x 0.630"" H (482.60mm x 307.85mm x 16.00mm)","Locks","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM3U0804SBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM3U0804SBK.jpg,HM5748-ND,RM3U0804SBK,Hammond Manufacturing,RACK SOLID,3,0,"108.92000","0","1","RM","Active","Chassis, Enclosed","4.246"" L x 8.300"" W x 5.250"" H (107.85mm x 210.82mm x 133.35mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/DNRMV1924.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNRMU1924BK1.jpg,HM5362-ND,DNRMV1924BK1,Hammond Manufacturing,SHELF FIXED 24X17.6X5.2"" BLACK,4,21,"109.50000","0","1","DNRM","Active","Shelf, Fixed","24.000"" L x 17.620"" W x 5.220"" H (609.60mm x 447.55mm x 132.59mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
https://www.hammfg.com/files/parts/pdf/RM1U0808VBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM1U0808VBK.jpg,HM5738-ND,RM1U0808VBK,Hammond Manufacturing,RACK VENTED,4,1,"110.22000","0","1","RM","Active","Chassis, Enclosed","8.000"" L x 8.300"" W x 1.750"" H (203.20mm x 210.82mm x 44.45mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/RCHD1928.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RCHD1914BK1.jpg,HM2262-ND,RCHD1928BK1,Hammond Manufacturing,DOOR STEEL 27.9X18.9X0.5"" BLACK,17,101,"110.25000","0","1","RCHV","Active","Door, Front or Rear","27.880"" L x 18.880"" W x 0.500"" H (708.15mm x 479.55mm x 12.70mm)","Locks","Black","Metal, Steel","RCHS, RCHV Series","Non-Vented"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Rack_Panel_Mount-Doors&Chassis.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RSDP19010BK2.jpg,HM5818-ND,RSDP19014BK2,Hammond Manufacturing,DOOR STEEL 19X13.9X0.6"" BLACK,3,9,"110.25000","0","1","RSD","Active","Door, Front or Rear","19.000"" L x 13.880"" W x 0.630"" H (482.60mm x 352.55mm x 16.00mm)","Locks","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM3U0804VBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM3U0804VBK.jpg,HM5749-ND,RM3U0804VBK,Hammond Manufacturing,RACK VENTED,2,0,"111.56000","0","1","RM","Active","Chassis, Enclosed","4.246"" L x 8.300"" W x 5.250"" H (107.85mm x 210.82mm x 133.35mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/RSDP19017.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RSDP19010BK2.jpg,HM5819-ND,RSDP19017BK2,Hammond Manufacturing,DOOR STEEL 19X17.4X0.6"" BLACK,7,57,"114.00000","0","1","RSD","Active","Door, Front or Rear","19.000"" L x 17.380"" W x 0.630"" H (482.60mm x 441.45mm x 16.00mm)","Locks","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM2U0808VBK.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/RM2U0808VBK.jpg,HM5744-ND,RM2U0808VBK,Hammond Manufacturing,RACK VENTED,8,9,"118.20000","0","1","RM","Active","Chassis, Enclosed","8.000"" L x 8.300"" W x 3.500"" H (203.20mm x 210.82mm x 88.90mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Vented"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Rack_Panel_Mount-Doors&Chassis.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RSDP19010BK2.jpg,HM5820-ND,RSDP19022BK2,Hammond Manufacturing,DOOR STEEL 22.6X19X0.6"" BLACK,6,7,"118.50000","0","1","RSD","Active","Door, Front or Rear","22.620"" L x 19.000"" W x 0.630"" H (22.620mm x 482.60mm x 16.00mm)","Locks","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb2387.pdf,-,377-2838-ND,SH-2389,Bud Industries,SHELF NON VENTILATED SLIDING,11,0,"119.05000","0","1","-","Active","Shelf, Sliding","21.250"" L x 17.875"" W x 3.500"" H (539.75mm x 454.03mm x 88.90mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM3U0808SBK.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM3U0808SBK.jpg,HM5750-ND,RM3U0808SBK,Hammond Manufacturing,RACK SOLID,8,0,"119.21000","0","1","RM","Active","Chassis, Enclosed","8.000"" L x 8.300"" W x 5.250"" H (203.20mm x 210.82mm x 133.35mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RSDF19035.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_REDFP19035BK1.jpg,HM708-ND,RSDF19035BK1,Hammond Manufacturing,DOOR STEEL 34.8X18.8X0.53"" BLACK,2,16,"120.75000","0","1","REFK","Active","Door, Front or Rear","34.750"" L x 18.840"" W x 0.530"" H (882.65mm x 478.54mm x 13.46mm)","Locks","Black","Metal, Steel","REFK1903524","Non-Vented"
https://www.hammfg.com/electrical/products/accessories/flk.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FLK18MM.jpg,HM5435-ND,FLK18T8,Hammond Manufacturing,FLUORESCENT LIGHT KIT 18"",4,95,"122.88000","0","1","FLK","Active","Light Kit","18.000"" L (457.20mm)","-","White","-","Enclosures","Non-Vented"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/Rack_Panel_Mount-Doors&Chassis.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RSDP19010BK2.jpg,HM5821-ND,RSDP19028BK2,Hammond Manufacturing,DOOR STEEL 27.9X19X0.6"" BLACK,2,31,"123.00000","0","1","RSD","Active","Door, Front or Rear","27.880"" L x 19.000"" W x 0.630"" H (708.15mm x 482.60mm x 16.00mm)","Locks","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.hammfg.com/electrical/products/accessories/flk.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FLK18MM.jpg,HM5436-ND,FLK24T8,Hammond Manufacturing,FLUORESCENT LIGHT KIT 24"",4,146,"125.90000","0","1","FLK","Active","Light Kit","24.000"" L (609.60mm)","-","White","-","Enclosures","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RM3U0808VBK.pdf,-,HM5751-ND,RM3U0808VBK,Hammond Manufacturing,RACK VENTED,11,3,"126.11000","0","1","RM","Active","Chassis, Enclosed","8.000"" L x 8.300"" W x 5.250"" H (203.20mm x 210.82mm x 133.35mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Vented"
https://www.hammfg.com/dci/products/accessories/brs.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_BRS2P1919BK.jpg,HM5902-ND,BRS2P1919BK,Hammond Manufacturing,3U 19W 19D BATTERY SHELF,19,31,"127.64000","0","1","*","Active","Shelf","-","-","Black","Metal, Steel","-","-"
http://www.hammondmfg.com/pdf/RSDL19035.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_REDFP19035BK1.jpg,HM722-ND,RSDL19035BK1,Hammond Manufacturing,DOOR STEEL 34.8X18.8X0.53"" BLACK,5,25,"128.25000","0","1","REFK","Active","Door, Front or Rear","34.750"" L x 18.840"" W x 0.530"" H (882.65mm x 478.54mm x 13.46mm)","Locks","Black","Metal, Steel","REFK1903524","Vented"
https://assets.tripplite.com/submittal-drawing/srshelf4phdtm-submittal-drawing-en.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRSHELF4PHDTM.jpg,TL2239-ND,SRSHELF4PHDTM,Tripp Lite,CABINET CANTILEVER FIXED SHELF,4,0,"132.02000","0","1","SmartRack™","Active","Shelf, Sliding","26.100"" L x 19.000"" W x 1.730"" H (662.94mm x 482.60mm x 43.94mm)","-","Black","Metal, Steel","SmartRack™ Enclosures","Vented"
https://www.hammfg.com/dci/products/accessories/brs.pdf,-,HM5904-ND,BRS2P2319BK,Hammond Manufacturing,3U 23W 19D BATTERY SHELF,10,10,"139.62000","0","1","*","Active","Shelf","-","-","Black","Metal, Steel","-","-"
https://www.hammfg.com/dci/products/accessories/brs.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_BRS2P1919BK.jpg,HM5903-ND,BRS2P1924BK,Hammond Manufacturing,3U 19W 24D BATTERY SHELF,20,31,"142.84000","0","1","*","Active","Shelf","-","-","Black","Metal, Steel","-","-"
https://www.hammfg.com/electrical/products/accessories/flk.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_FLK18MM.jpg,HM5438-ND,FLK48T8,Hammond Manufacturing,FLUORESCENT LIGHT KIT 48"",3,22,"145.12000","0","1","FLK","Active","Light Kit","48.000"" L (1219.20mm)","-","White","-","Enclosures","Non-Vented"
http://www.hammondmfg.com/pdf/RSDL19042.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RSDL19042BK1.jpg,HM723-ND,RSDL19042BK1,Hammond Manufacturing,DOOR STEEL 41.8X18.8X0.53"" BLACK,3,24,"145.50000","0","1","REFK","Active","Door, Front or Rear","41.750"" L x 18.840"" W x 0.530"" H (1060.45mm x 478.54mm x 13.46mm)","Locks","Black","Metal, Steel","REFK1904224","Vented"
http://www.hammondmfg.com/pdf/RSDF19049.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_REDFP19035BK1.jpg,HM710-ND,RSDF19049BK1,Hammond Manufacturing,DOOR STEEL 48.8X18.8X0.53"" BLACK,3,18,"150.50000","0","1","REFK","Active","Door, Front or Rear","48.750"" L x 18.840"" W x 0.530"" H (1238.25mm x 478.54mm x 13.46mm)","Locks","Black","Metal, Steel","REFK1904924","Non-Vented"
