Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Size / Dimension","Features","Color","Material","For Use With/Related Products","Ventilation"
https://schroff.pentair.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/SchroffAttachments/Documents/6_4_inpac_e_.pdf,//media.digikey.com/Photos/Schroff/10828058.JPG,1439-1003-ND,10828058,Schroff,ENCLOSURE 4U 75HP 374MM HEAVY,17,0,"282.77000","0","1","inpac","Active","Chassis, Open","14.744"" L x 17.559"" W x 6.968"" H (374.50mm x 446.00mm x 177.00mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Vented"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Front%20Panels/flat%20front%20panels%202.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3685508.jpg,345-1337-ND,3685508,Wakefield-Vette,FRONT PANEL FOR HANDLE 6U/4HP,34,0,"11.38000","0","1","-","Active","Panel, Front","10.317"" L x 0.787"" W x 0.098"" H (262.05mm x 20.00mm x 2.50mm)","-","Natural","Metal, Aluminum","Handle, 6U, 4HP","Non-Vented"
http://www.budind.com/pdf/hb14400.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/C-14430.jpg,377-1417-ND,C-14430,Bud Industries,COVER SMALL RACK MOUNT VENTILATE,37,30,"11.90000","0","1","-","Active","Chassis, Cover","17.000"" L x 4.000"" W x 0.050"" H (431.80mm x 101.60mm x 1.27mm)","-","Natural","Metal, Aluminum","Chassis","Vented"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Front%20Panels/plastic%20covers.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3685627.JPG,345-1347-ND,3685627,Wakefield-Vette,PLASTIC COVER VME SOLID 6U/160MM,66,0,"11.94000","0","1","-","Active","Cover","10.500"" L x 6.299"" W x 0.012"" H (266.70mm x 160.00mm x 0.30mm)","-","Clear","Plastic, Non Specified","VME, 6U, 160MM","Non-Vented"
https://www.hammfg.com/files/parts/pdf/PBPA19003.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19003UNF.jpg,HM809-ND,PBPA19003UNF,Hammond Manufacturing,PANEL FRONT 19X3.5X0.13"" NAT,29,104,"16.20000","0","1","PBPA","Active","Panel, Front","19.000"" L x 3.470"" W x 0.125"" H (482.60mm x 88.14mm x 3.18mm)","Surface Shield","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RMCP5.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RMCP5.jpg,HM1603-ND,RMCP5,Hammond Manufacturing,RACK SPARE PANEL FOR RMC SERIES,39,52,"17.97000","0","1","RMCS, RMCV","Active","Panel, Front","16.720"" L x 5.230"" W x 0.500"" H (424.69mm x 132.84mm x 12.70mm)","-","Black","Metal, Aluminum","RMCS, RMCV Series","Non-Vented"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Front%20Panels/asdfkjashfd.pdf,//media.digikey.com/photos/Wakefield%20Photos/3685536.JPG,345-1341-ND,3685536,Wakefield-Vette,FRONT PANL EMC FOR HANDLE 6U/8HP,18,0,"18.56000","0","1","-","Active","Panel, Front","10.317"" L x 1.587"" W x 0.098"" H (262.05mm x 40.30mm x 2.50mm)","EMI Shielded","Natural","Metal, Aluminum","Handle, 6U, 8HP","Non-Vented"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Covers/covers%20version%201.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3684681.JPG,345-1288-ND,3684681,Wakefield-Vette,COVER VENTED 84HP/142MM,21,0,"19.29000","0","1","-","Active","Cover","5.591"" L x 16.800"" W x 0.039"" H (142.00mm x 426.72mm x 1.00mm)","-","Natural","Metal, Aluminum","Ripac 84HP, 142MM","Vented"
http://www.budind.com/pdf/hb1101.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SFA-1834.jpg,377-1303-ND,SFA-1834,Bud Industries,PANEL SURFACE SHIELD ALUM .12"",9,457,"22.80000","0","1","SFA","Active","Panel, Front","19.000"" L x 7.000"" W x 0.125"" H (482.60mm x 177.80mm x 3.18mm)","Surface Shield","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://web.schroff.de/webcat/subgroup/pdf/schroff_cat_39601641_main_catalog_2012_en.pdf#page=809,//media.digikey.com/Photos/Schroff/30860503.JPG,1439-1302-ND,30860503,Schroff,MULTIPACPRO CVR PLT 84HP 340MM,12,0,"23.08000","0","1","multipacPRO","Active","Chassis, Cover","16.236"" L x 13.386"" W x 0.039"" H (412.40mm x 340.00mm x 1.00mm)","-","Natural","Metal, Aluminum","Chassis","Non-Vented"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Front%20Panels/plastic%20covers.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3686574.JPG,345-1354-ND,3686574,Wakefield-Vette,PLASTC COVER CPCI SOLID 6U/160MM,11,0,"23.60000","0","1","-","Active","Cover","10.500"" L x 6.299"" W x 0.020"" H (266.70mm x 160.00mm x 0.50mm)","-","Clear","Plastic, Non Specified","CPCI, 6U, 160MM","Non-Vented"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Covers/covers%20version%201.pdf,//media.digikey.com/photos/Wakefield%20Photos/3688105.JPG,345-1295-ND,3684695,Wakefield-Vette,COVER VENTED 84HP/212MM,11,0,"24.27000","0","1","-","Active","Cover","8.346"" L x 16.800"" W x 0.039"" H (212.00mm x 426.72mm x 1.00mm)","-","Natural","Metal, Aluminum","Ripac 84HP, 212MM","Vented"
http://www.budind.com/pdf/hb1101.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SFA-1835.jpg,377-1304-ND,SFA-1835,Bud Industries,PANEL SURFACE SHIELD ALUM .12"",23,61,"25.00000","0","1","SFA","Active","Panel, Front","19.000"" L x 8.750"" W x 0.125"" H (482.60mm x 222.25mm x 3.18mm)","Surface Shield","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb1101.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PA-1103-MG.jpg,377-1249-ND,PA-1103-MG,Bud Industries,PANEL ALUMINUM 19"" METALLIC GRAY,14,109,"25.00000","0","1","PA","Active","Panel, Front","19.000"" L x 5.250"" W x 0.125"" H (482.60mm x 133.35mm x 3.18mm)","-","Gray","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPA19007.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19007UNF.jpg,HM811-ND,PBPA19007UNF,Hammond Manufacturing,PANEL FRONT 19X7X0.13"" NAT,16,99,"27.20000","0","1","PBPA","Active","Panel, Front","19.000"" L x 6.970"" W x 0.125"" H (482.60mm x 177.04mm x 3.18mm)","Surface Shield","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://web.schroff.de/webcat/subgroup/pdf/schroff_cat_39601641_main_catalog_2012_en.pdf#page=809,//media.digikey.com/Photos/Schroff/30860505.jpg,1439-1303-ND,30860505,Schroff,MULTIPACPRO CVR PLT 84HP 460MM,21,0,"27.31000","0","1","multipacPRO","Active","Chassis, Cover","16.236"" L x 18.110"" W x 0.039"" H (412.40mm x 460.00mm x 1.00mm)","-","Natural","Metal, Aluminum","Chassis","Non-Vented"
http://www.hammondmfg.com/pdf/RMP1908.PDF,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RMP1908.jpg,HM1604-ND,RMP1908,Hammond Manufacturing,PANEL CHASSIS 16.7X6X0.5"" UNPTD,36,156,"29.50000","0","1","RMP","Active","Chassis, Panel","16.700"" L x 5.980"" W x 0.510"" H (424.18mm x 151.89mm x 12.95mm)","-","Unpainted","Metal, Aluminum","RMCS, RMCV Series","Non-Vented"
http://www.budind.com/pdf/hb1101.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/PA-1104-MG.jpg,377-1250-ND,PA-1104-MG,Bud Industries,PANEL ALUMINUM 19"" METALLIC GRAY,6,42,"31.10000","0","1","PA","Active","Panel, Front","19.000"" L x 7.000"" W x 0.125"" H (482.60mm x 177.80mm x 3.18mm)","-","Gray","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPA19008.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19008UNF.jpg,HM812-ND,PBPA19008UNF,Hammond Manufacturing,PANEL FRONT 19X8.7X0.13"" NAT,13,71,"32.30000","0","1","PBPA","Active","Panel, Front","19.000"" L x 8.720"" W x 0.125"" H (482.60mm x 221.49mm x 3.18mm)","Surface Shield","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb1101.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SFA-1836.jpg,377-1305-ND,SFA-1836,Bud Industries,PANEL SURFACE SHIELD ALUM .12"",18,94,"32.40000","0","1","SFA","Active","Panel, Front","19.000"" L x 10.500"" W x 0.125"" H (482.60mm x 266.70mm x 3.18mm)","Surface Shield","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPA19010.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19010UNF.jpg,HM813-ND,PBPA19010UNF,Hammond Manufacturing,PANEL FRONT 19X10.5X0.13"" NAT,9,52,"36.55000","0","1","PBPA","Active","Panel, Front","19.000"" L x 10.470"" W x 0.125"" H (482.60mm x 265.94mm x 3.18mm)","Surface Shield","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RASV190107D.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RASV190107DBK1.jpg,HM1243-ND,RASV190107DBK1,Hammond Manufacturing,SHELF FIXED 7X17.5X1.72"" BLACK,11,98,"40.00000","0","1","RAS","Active","Shelf, Fixed","7.000"" L x 17.500"" W x 1.720"" H (177.80mm x 444.50mm x 43.69mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/PBPA19012.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19012UNF.jpg,HM814-ND,PBPA19012UNF,Hammond Manufacturing,PANEL FRONT 19X12.2X0.13"" NAT,10,39,"41.60000","0","1","PBPA","Active","Panel, Front","19.000"" L x 12.220"" W x 0.125"" H (482.60mm x 310.39mm x 3.18mm)","Surface Shield","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPA19014.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19014UNF.jpg,HM815-ND,PBPA19014UNF,Hammond Manufacturing,PANEL FRONT 19X14X0.13"" NAT,16,23,"46.40000","0","1","PBPA","Active","Panel, Front","19.000"" L x 13.970"" W x 0.125"" H (482.60mm x 354.84mm x 3.18mm)","Surface Shield","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/RASUL190514.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RASUL190514BK1.JPG,HM1241-ND,RASUL190514BK1,Hammond Manufacturing,SHELF FIXED 14.5X17.5X5.22"" BLAC,13,47,"51.20000","0","1","RAS","Active","Shelf, Fixed","14.500"" L x 17.500"" W x 5.220"" H (368.30mm x 444.50mm x 132.59mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://assets.tripplite.com/submittal-drawing/srxupanel-submittal-drawing-en.pdf,-,TL2249-ND,SRXUPANEL,Tripp Lite,RACK ENCLOSURE SERVER CABINET,20,0,"59.37000","0","1","-","Active","Panel Kit","-","Mounting Hardware","-","-","Standard 19 Inch Rack","Non-Vented"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Cases/RiCase%20Accessories%20Back%20Panel.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3751610.jpg,345-1397-ND,3751610,Wakefield-Vette,RC BACK PANEL 4U/19"" INCL MOUNT,9,0,"67.65000","0","1","RiCase","Active","Panel, Rear","19.000"" L x 7.000"" W x 0.026"" H (482.60mm x 177.80mm x 0.67mm)","-","Natural","Metal, Aluminum","RiCase, 4U, 19""","Non-Vented"
http://www.hammondmfg.com/pdf/PBPA19021.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19021BK2.jpg,HM783-ND,PBPA19021BK2,Hammond Manufacturing,PANEL FRONT 21X19X0.13"" BLACK,10,77,"71.20000","0","1","PBPA","Active","Panel, Front","20.970"" L x 19.000"" W x 0.125"" H (532.64mm x 482.60mm x 3.18mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
-,//media.digikey.com/Photos/Schroff/20860121.JPG,1439-1127-ND,20860121,Schroff,RCKMNT CHASSIS 19"" 1U 84HP 280MM,9,0,"83.78000","0","1","multipacPRO","Active","Chassis, Enclosed","11.024"" L x 17.598"" W x 1.720"" H (280.00mm x 447.00mm x 43.70mm)","-","Natural","Metal, Steel","19"" Panel Width Racks","Non-Vented"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00035.pdf,-,1441-1495-ND,ESHA19,"Hoffman Enclosures, Inc.",SINGLE SIDED SHELF 19"",4,0,"93.03000","0","1","-","Active","Shelf, Fixed","15.000"" L x 18.310"" W x 5.250"" H (381.00mm x 465.07mm x 133.35mm)","-","Gray","Metal, Aluminum","-","Non-Vented"
http://www.hammondmfg.com/pdf/PBPA19031.pdf,//media.digikey.com/photos/Hammond%20Mfg%20Photos/PBPA19031BK2.jpg,HM789-ND,PBPA19031BK2,Hammond Manufacturing,PANEL FRONT 31.5X19X0.13"" BLACK,5,3,"95.25000","0","1","PBPA","Active","Panel, Front","31.470"" L x 19.000"" W x 0.125"" H (799.34mm x 482.60mm x 3.18mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
-,//media.digikey.com/Photos/Schroff/20860229.jpg,1439-1141-ND,20860229,Schroff,RCKMNT CHS FRM 19"" 4U 84HP 340MM,2,0,"113.16000","0","1","ServicePLUS","Active","Chassis, Open","13.386"" L x 15.866"" W x 6.968"" H (340.00mm x 403.00mm x 177.00mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.budind.com/pdf/hb2387.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/SH-2388.jpg,377-1416-ND,SH-2388,Bud Industries,SHELF NON VENTILATED SLIDING,6,0,"113.30000","0","1","-","Active","Shelf, Sliding","17.750"" L x 17.875"" W x 3.500"" H (450.85mm x 454.03mm x 88.90mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
-,//media.digikey.com/Photos/Schroff/20860222.jpg,1439-1139-ND,20860222,Schroff,RCKMNT CHS FRM 19"" 3U 84HP 460MM,2,0,"113.73000","0","1","ServicePLUS","Active","Chassis, Open","18.110"" L x 15.866"" W x 5.218"" H (460.00mm x 403.00mm x 132.55mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
-,//media.digikey.com/Photos/Schroff/20860240.jpg,1439-1144-ND,20860240,Schroff,RCKMNT CHS FRM 19"" 5U 84HP 460MM,2,0,"194.94000","0","1","ServicePLUS","Active","Chassis, Open","18.110"" L x 15.866"" W x 8.718"" H (460.00mm x 403.00mm x 221.45mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Cases/RiBox%20System%20Enclosure.pdf,//media.digikey.com/Renders/Wakefield%20Renders/MFG_3687818.jpg,345-1366-ND,3687818,Wakefield-Vette,RIBOX 1U/19""/350MM,6,0,"207.65000","0","1","RiBox","Active","Chassis, Enclosed","13.780"" L x 17.598"" W x 1.750"" H (350.00mm x 447.00mm x 44.45mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
https://schroff.pentair.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/SchroffAttachments/Documents/6_4_inpac_e_.pdf,//media.digikey.com/Photos/Schroff/10828073.jpg,1439-1008-ND,10828073,Schroff,ENCLOSURE 2U 75HP 374MM HEAVY,10,0,"251.31000","0","1","inpac","Active","Chassis, Open","14.744"" L x 17.559"" W x 3.465"" H (374.50mm x 446.00mm x 88.00mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Vented"
https://schroff.pentair.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/SchroffAttachments/Documents/6_4_inpac_e_.pdf,//media.digikey.com/Photos/Schroff/10828072.jpg,1439-1007-ND,10828072,Schroff,ENCLOSURE 2U 75HP 314MM HEAVY,5,0,"259.56000","0","1","inpac","Active","Chassis, Open","12.382"" L x 17.559"" W x 3.465"" H (314.50mm x 446.00mm x 88.00mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Vented"
https://schroff.pentair.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/SchroffAttachments/Documents/6_4_inpac_e_.pdf,//media.digikey.com/Photos/Schroff/10828052.JPG,1439-1000-ND,10828052,Schroff,ENCLOSURE 3U 75HP 314MM HEAVY,2,0,"274.94000","0","1","inpac","Active","Chassis, Open","12.382"" L x 17.559"" W x 5.217"" H (314.50mm x 446.00mm x 132.50mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Vented"
https://assets.tripplite.com/product-pdfs/en/sr16shelf.pdf,-,TL2229-ND,SR16SHELF,Tripp Lite,RACK MOUNT TABLET LAPTOP STORAGE,3,0,"289.49000","0","1","SmartRack™","Active","Shelf, Fixed","18.880"" L x 15.810"" W x 4.880"" H (479.55mm x 401.57mm x 123.95mm)","-","Black","-","SmartRack™ Enclosures","Non-Vented"
https://schroff.pentair.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/SchroffAttachments/Documents/6_4_inpac_e_.pdf,//media.digikey.com/Photos/Schroff/10828069.jpg,1439-1006-ND,10828069,Schroff,ENCLOSURE 6U 75HP 434MM HEAVY,6,0,"328.68000","0","1","inpac","Active","Chassis, Open","17.106"" L x 17.559"" W x 10.468"" H (434.50mm x 446.00mm x 265.90mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Vented"
https://assets.tripplite.com/submittal-drawing/srshelfkbd-submittal-drawing-en.pdf,-,TL2241-ND,SRSHELFKBD,Tripp Lite,1U RACKMOUNT KEYBOARD W KVM CABL,6,0,"369.45000","0","1","-","Active","Rack Mount Keyboard","18.820"" L x 21.750"" W x 1.710"" H (478.03mm x 552.45mm x 43.43mm)","-","-","-","KVM Switches","Non-Vented"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Cases/RiBox%20System%20Enclosure.pdf,//media.digikey.com/Renders/Wakefield%20Renders/MFG_3687816.jpg,345-1365-ND,3687816,Wakefield-Vette,RIBOX 1U/19""/250MM,10,0,"186.80000","0","1","RiBox","Active","Chassis, Enclosed","9.843"" L x 17.598"" W x 1.750"" H (250.00mm x 447.00mm x 44.45mm)","-","Natural","Metal, Aluminum","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/DNFP.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_DNFPBK1.jpg,HM5356-ND,DNFPBK1,Hammond Manufacturing,COVER FAN HOLE 4"" BLACK,39,175,"9.24000","0","1","C2","Active","Cover","5.000"" L x 5.000"" W x 0.070"" H (127.00mm x 127.00mm x 1.78mm)","-","Black","Metal, Steel","Fan Tops","Non-Vented"
http://www.hammondmfg.com/pdf/PPFS19001.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PPFS19001BK2.jpg,HM5601-ND,PPFS19001BK2,Hammond Manufacturing,PANEL FRONT 19X1.7X0.06"" BLACK,62,753,"10.80000","0","1","PPF","Active","Panel, Front","19.000"" L x 1.720"" W x 0.060"" H (482.60mm x 43.69mm x 1.52mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
https://www.hammfg.com/files/parts/pdf/RHA20000G.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RHA20000G.jpg,HM5718-ND,RHA20000G,Hammond Manufacturing,GRILL/SOLID COVER KIT,40,364,"11.54000","0","1","RH","Active","Cover","7.460"" L x 1.840"" W (189.48mm x 46.74mm)","-","Gray","Metal, Steel","RH Series","Vented"
http://www.hammondmfg.com/pdf/PVSS19001.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/PVSS19001BK2.jpg,HM5613-ND,PVSS19001BK2,Hammond Manufacturing,PANEL FRONT 19X1.7X0.07"" BLACK,30,87,"14.40000","0","1","PVS","Active","Panel, Front","19.000"" L x 1.720"" W x 0.070"" H (482.60mm x 43.69mm x 1.78mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/PPFS19003.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PPFS19001BK2.jpg,HM5602-ND,PPFS19003BK2,Hammond Manufacturing,PANEL FRONT 19X3.5X0.06"" BLACK,30,353,"14.40000","0","1","PPF","Active","Panel, Front","19.000"" L x 3.470"" W x 0.060"" H (482.60mm x 88.14mm x 1.52mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
https://www.hammfg.com/files/parts/pdf/RHA40000G.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RHA40000G.jpg,HM5719-ND,RHA40000G,Hammond Manufacturing,GRILL/SOLID COVER KIT,40,104,"15.35000","0","1","RH","Active","Cover","11.410"" L x 3.020"" W (289.81mm x 76.71mm)","-","Gray","Metal, Steel","RH Series","Vented"
http://www.hammondmfg.com/pdf/RMCP3.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RMCP3.jpg,HM5762-ND,RMCP3,Hammond Manufacturing,RACK SPARE PANEL FOR RMC SERIES,38,91,"15.91000","0","1","RMCS, RMCV","Active","Panel, Front","16.720"" L x 3.480"" W x 0.500"" H (424.69mm x 88.39mm x 12.70mm)","-","Black","Metal, Aluminum","RMCS, RMCV Series","Non-Vented"
http://www.hammondmfg.com/pdf/PVSA19001.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PVSA19001BK2.jpg,HM5611-ND,PVSA19001BK2,Hammond Manufacturing,PANEL FRONT 19X1.7X0.12"" BLACK,41,218,"16.20000","0","1","PVS","Active","Panel, Front","19.000"" L x 1.720"" W x 0.120"" H (482.60mm x 43.69mm x 3.05mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/PVSS19003.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PVSS19003BK2.jpg,HM5614-ND,PVSS19003BK2,Hammond Manufacturing,PANEL FRONT 19X3.5X0.07"" BLACK,22,51,"17.00000","0","1","PVS","Active","Panel, Front","19.000"" L x 3.470"" W x 0.070"" H (482.60mm x 88.14mm x 1.78mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
http://www.hammondmfg.com/pdf/PBFS19005.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBFS19003BK2.jpg,HM5554-ND,PBFS19005BK2,Hammond Manufacturing,PANEL FRONT 19X5.22X0.5"" BLACK,27,291,"17.10000","0","1","PBFS","Active","Panel, Front","19.000"" L x 5.220"" W x 0.500"" H (482.60mm x 132.59mm x 12.70mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PPFS19007.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PPFS19001BK2.jpg,HM5603-ND,PPFS19007BK2,Hammond Manufacturing,PANEL FRONT 19X7X0.06"" BLACK,27,92,"17.85000","0","1","PPF","Active","Panel, Front","19.000"" L x 6.970"" W x 0.060"" H (482.60mm x 177.04mm x 1.52mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Vented"
https://www.hammfg.com/electronics/small-case/rack-mount/rmc.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RMCP5BK.jpg,HM5763-ND,RMCP5BK,Hammond Manufacturing,PANEL FRONT 16.7X5.23X0.5"" BLACK,28,62,"18.68000","0","1","RMCS, RMCV","Active","Panel, Front","16.720"" L x 5.230"" W x 0.500"" H (424.69mm x 132.84mm x 12.70mm)","-","Black","Metal, Aluminum","RMCS, RMCV Series","Non-Vented"
http://www.hammondmfg.com/pdf/PBPS19008.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBPS19003BK2.jpg,HM5569-ND,PBPS19008BK2,Hammond Manufacturing,PANEL FRONT 19X8.7X0.07"" BLACK,33,559,"18.70000","0","1","PBPS","Active","Panel, Front","19.000"" L x 8.720"" W x 0.072"" H (482.60mm x 221.49mm x 1.83mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PVSA19003.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/PVSA19003BK2.jpg,HM5612-ND,PVSA19003BK2,Hammond Manufacturing,PANEL FRONT 19X3.5X0.12"" BLACK,12,115,"19.55000","0","1","PVS","Active","Panel, Front","19.000"" L x 3.470"" W x 0.120"" H (482.60mm x 88.14mm x 3.05mm)","-","Black","Metal, Aluminum","19"" Panel Width Racks","Vented"
https://www.hammfg.com/files/parts/pdf/RM3U19BKFP.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RM3U19BKFP.jpg,HM5753-ND,RM3U19BKFP,Hammond Manufacturing,HARDWARE REPLACEMENT PANELS,31,27,"19.67000","0","1","RM","Active","Panel, Front","16.350"" L x 5.220"" W x 0.650"" H (415.30mm x 132.59mm x 16.51mm)","-","Black","Metal, Aluminum","RM3U Series","Non-Vented"
http://www.hammondmfg.com/pdf/RMP908.PDF,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RMP908.jpg,HM5776-ND,RMP908,Hammond Manufacturing,PANEL CHASSIS 8.2X6X0.5"" UNPTD,16,69,"19.70000","0","1","RMP","Active","Chassis, Panel","8.200"" L x 5.980"" W x 0.510"" H (208.28mm x 151.89mm x 12.95mm)","-","Unpainted","Metal, Aluminum","RMCS, RMCV Series","Non-Vented"
https://www.hammfg.com/files/parts/pdf/RHA60000G.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RHA40000G.jpg,HM5720-ND,RHA60000G,Hammond Manufacturing,GRILL/SOLID COVER KIT,30,59,"20.25000","0","1","RH","Active","Cover","14.370"" L x 4.030"" W (365.00mm x 102.36mm)","-","Gray","Metal, Steel","RH Series","Vented"
http://www.hammondmfg.com/pdf/PBFS19007.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBFS19003BK2.jpg,HM5555-ND,PBFS19007BK2,Hammond Manufacturing,PANEL FRONT 19X7X0.5"" BLACK,21,13,"21.25000","0","1","PBFS","Active","Panel, Front","19.000"" L x 6.970"" W x 0.500"" H (482.60mm x 177.04mm x 12.70mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
http://www.hammondmfg.com/pdf/PBPS19010.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_PBPS19003BK2.jpg,HM5570-ND,PBPS19010BK2,Hammond Manufacturing,PANEL FRONT 19X10.5X0.07"" BLACK,11,171,"21.25000","0","1","PBPS","Active","Panel, Front","19.000"" L x 10.470"" W x 0.072"" H (482.60mm x 265.94mm x 1.83mm)","-","Black","Metal, Steel","19"" Panel Width Racks","Non-Vented"
