Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Accessory Type","Features","For Use With/Related Products"
https://assets.tripplite.com/product-pdfs/en/srcaster.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRCASTER.jpg,TL1842-ND,SRCASTER,Tripp Lite,HEAVY DUTY ROLLING CASTER KIT,21,0,"89.45000","0","1","SmartRack™","Active","Casters, Wheels","Medium Duty, Non-Locking 4","SmartRack™ Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/255259/Spec-00539.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/CMFKSS.jpg,1441-1402-ND,CMFKSS,"Hoffman Enclosures, Inc.",MOUNTING FOOT KIT (QTY 4),22,0,"89.46000","0","1","-","Active","Mounting Brackets","-","Enclosures"
https://www.hammfg.com/files/parts/pdf/1425BH.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/1425B-Series.jpg,HM1484-ND,1425BH,Hammond Manufacturing,CASTERS 1050 CAPACITY 1=4,3,0,"110.25000","0","1","1425","Active","Casters, Wheels","Heavy Duty, Non-Locking 4","DNRR Series"
https://assets.tripplite.com/submittal-drawing/srground-submittal-drawing-en.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRGROUND.jpg,TL2238-ND,SRGROUND,Tripp Lite,CABINET COPPER BUS GROUNDING BAR,5,0,"135.56000","0","1","SmartRack™","Active","Grounding Kit","-","SmartRack™ Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/CAD_Files/Spec-00245.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AL55CWD.jpg,1441-1313-ND,AL55CWD,"Hoffman Enclosures, Inc.",MED PGLIDE HDL CLOCK-DEFEATER,11,0,"139.65000","0","1","POWERGLIDE™","Active","Handles","-","Enclosures"
//media.digikey.com/pdf/Data%20Sheets/Hammond%20PDFs/DNRR_Series(Accessories).pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_RRLPDOL.jpg,HM5814-ND,RRLPDOL,Hammond Manufacturing,DOLLY LOW PROFILE HEAVY DUTY,4,0,"197.40000","0","1","-","Active","Dolly","Heavy Duty, Locking 4","Cabinet Racks"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00581.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/LED24V15.JPG,1441-1504-ND,LED24V15,"Hoffman Enclosures, Inc.",LED LIGHT 24V 15-IN,5,0,"292.04000","0","1","PANELITE™","Active","Light Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/104560/Spec-00482.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AEK115NDH.jpg,1441-1268-ND,AEK115NDH,"Hoffman Enclosures, Inc.",ELECTRICAL INTERLOCK 115 VOLT,7,0,"345.94000","0","1","-","Active","Locking Kit","-","Enclosures"
"http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Components%20for%20Installation/EMC%20gaskets,%20vertical.pdf",//media.digikey.com/Photos/Wakefield%20Photos/3686975.JPG,345-1357-ND,3686975,Wakefield-Vette,EMC GASKET VERTICAL 3U VERSION 1,31,0,"5.43000","0","1","Ripac Vario-Module","Active","Gasket, Seal","EMI Shielded","Ripac Vario-Module 3U"
"http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Components/Components%20for%20Installation/EMC%20gaskets,%20vertical.pdf",//media.digikey.com/photos/Wakefield%20Photos/3686977.JPG,345-1358-ND,3686977,Wakefield-Vette,EMC GASKET VERTICAL 6U VERSION 1,29,0,"5.64000","0","1","Ripac Vario-Module","Active","Gasket, Seal","EMI Shielded","Ripac Vario-Module 6U"
-,//media.digikey.com/Photos/Schroff/60817061.JPG,1439-1338-ND,60817061,Schroff,84HP INSULATION STRIP,57,0,"6.18000","0","1","ratiopacPRO","Active","Insulation Strip","-","Backplanes"
//media.digikey.com/pdf/Data%20Sheets/Orion%20Fans%20PDFs/OCN-yyyy_Dwg.pdf,//media.digikey.com/Photos/Orion%20Fans/OCN-M6PK.JPG,1053-1444-ND,OCN-M6PK,Orion Fans,CAGE NUT M6 1=25PCS SQUARE HOLE,50,0,"7.15000","0","1","OCN","Active","Hardware Kit","Caged Nuts","Fan Trays"
http://web.schroff.de/style/catalogues/ep23/e/05_e_desktop_cases.pdf,//media.digikey.com/Photos/Schroff/64560010.JPG,1439-1359-ND,64560010,Schroff,SUBRACK 6U SPLITTING KIT,41,0,"7.45000","0","1","ratiopacPRO","Active","Mounting Hardware","-","Chassis"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105101/Spec-00410.pdf,-,1441-1626-ND,QEMFK,"Hoffman Enclosures, Inc.",MOUNTING FOOT KIT,47,0,"8.40000","0","1","-","Active","Mounting Brackets","-","Enclosures"
https://www.hammfg.com/electrical/products/climate/sdvlg.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/MFG_SDV280-1.jpg,HM1612-ND,SDV280-1,Hammond Manufacturing,LARGE RAINPROOF VENTILATOR,64,8338,"9.16000","0","1","SDV","Active","Vent","Gasket","Enclosures"
-,-,1441-1566-ND,QIHK,"Hoffman Enclosures, Inc.",HINGE KIT (2),33,0,"13.99000","0","1","-","Active","Hinges","-","Enclosures"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00479.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AL23.jpg,1441-1300-ND,AL23,"Hoffman Enclosures, Inc.",CLAMP ASSY FST OP FITS J BOX,74,0,"16.13000","0","1","-","Active","Clamp","-","Enclosures"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00479.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AL35Y.jpg,1441-1603-ND,AL35Y,"Hoffman Enclosures, Inc.",KEY FOR 7MM TRIANGLE INSERT,11,0,"19.52000","0","1","-","Active","Hardware Key","-","Enclosures"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00479.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_ASL6.jpg,1441-1384-ND,ASL6,"Hoffman Enclosures, Inc.",SAFETY LOCKOUT,7,0,"20.23000","0","1","-","Active","Padlock Kit","-","Enclosures"
-,-,1441-1567-ND,QIMFK,"Hoffman Enclosures, Inc.",MOUNTING FOOT KIT (4),8,0,"20.35000","0","1","-","Active","Mounting Brackets","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/104755/Spec-00258.pdf,-,1441-1534-ND,PB1212PP,"Hoffman Enclosures, Inc.",PANEL PULL BOX PERF,30,0,"22.13000","0","1","-","Active","Panel, Rear","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105051/Spec-00214.pdf,-,1441-1320-ND,APNLBLK,"Hoffman Enclosures, Inc.",PANEL BLOCK KIT ADJUSTABLE,8,0,"22.61000","0","1","-","Active","Panel, Front","-","Enclosures"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00479.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AL7A.jpg,1441-1314-ND,AL7A,"Hoffman Enclosures, Inc.",T HANDLE LATCH KIT,9,0,"22.97000","0","1","-","Active","Handles","-","Enclosures"
http://www.budind.com/pdf/hb5000.pdf,"//media.digikey.com/photos/BUD%20Industries%20Photos/mfgAS-5000-A,AS-5001-A,AS-5002-A,AS-5004-A.jpg",377-1199-ND,AS-5000-A,Bud Industries,SLIDE 3/4 EXTENSION 12"" PAIR,24,18,"25.45000","0","1","AS","Active","Mounting Brackets","Sliding Mechanism","Cabinet Racks"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1203149.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1203149.jpg,277-2429-ND,1203149,Phoenix Contact,HDWR KEY/COMMON SWITCH CABINETS,18,27,"25.46000","0","1","-","Active","Hardware Key","-","Control Cabinets"
http://web.schroff.de/style/catalogues/ep23/e/05_e_desktop_cases.pdf,//media.digikey.com/Photos/Schroff/24560231.JPG,1439-1181-ND,24560231,Schroff,SUBRACK HORIZ EMC SS GSKT 10 PCS,16,0,"25.90000","0","1","ServicePLUS","Active","Gasket, Seal","EMI Shielded","Chassis"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00479.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_PdLck-Kit-JnctnBoxes.jpg,1441-1319-ND,APLKJIC6SS,"Hoffman Enclosures, Inc.",PADLOCK KIT,14,0,"27.37000","0","1","-","Active","Padlock Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/255259/Spec-00539.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/CMTGFT.jpg,1441-1403-ND,CMTGFT,"Hoffman Enclosures, Inc.",MOUNTING FOOT KIT (QTY 4),17,0,"27.49000","0","1","-","Active","Mounting Brackets","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/255259/Spec-00539.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CLKDBM3.jpg,1441-1399-ND,CLKDBM3,"Hoffman Enclosures, Inc.",INSERT AND KEY,16,0,"28.08000","0","1","-","Active","Locking Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00478.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_ADPx.jpg,1441-1264-ND,ADP1,"Hoffman Enclosures, Inc.",DATA POCKET SMALL 6X6 INCH,7,0,"29.29000","0","1","-","Active","Pocket","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/233586/Spec-00511.pdf,-,1441-1531-ND,P1032CN,"Hoffman Enclosures, Inc.",CAGE NUT PKG (20) #10-32,6,0,"30.82000","0","1","-","Active","Hardware Kit","-","-"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00479.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AL23.jpg,1441-1301-ND,AL23SS,"Hoffman Enclosures, Inc.",CLAMP ASSY FST OP FITS J BOX,8,0,"32.25000","0","1","-","Active","Clamp","-","Enclosures"
http://www.hammondmfg.com/pdf/9R3pg90-91.pdf,//media.digikey.com/Photos/Hammond%20Mfg%20Photos/RASB19BK1.jpg,HM1589-ND,RASB19BK1,Hammond Manufacturing,SUPPORT BAR REAR RAIL MOUNT 19"",15,84,"32.30000","0","1","RASB","Active","Support Brackets","Heavy Duty","19"" Panel Width Racks"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00581.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/ALFSWD.jpg,1441-1315-ND,ALFSWD,"Hoffman Enclosures, Inc.",DOOR OPERATED SWITCH,41,0,"32.84000","0","1","-","Active","Door Switch","-","Enclosures"
http://www.budind.com/pdf/hb5106.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/mfgBAS-5106.jpg,377-1204-ND,BAS-5106,Bud Industries,KIT UNIVERSAL MOUNTING BRACKET,37,29,"33.20000","0","1","-","Active","Slide Mounting Bracket Kit","-","Cabinet Racks"
http://www.budind.com/pdf/hb5000.pdf,"//media.digikey.com/photos/BUD%20Industries%20Photos/mfgAS-5000-A,AS-5001-A,AS-5002-A,AS-5004-A.jpg",377-1200-ND,AS-5001-A,Bud Industries,SLIDE 3/4 EXTENSION 16"" PAIR,14,13,"33.50000","0","1","AS","Active","Mounting Brackets","Sliding Mechanism","Cabinet Racks"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/233654/Spec-00567.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/AGS808.jpg,1441-1283-ND,AGS808,"Hoffman Enclosures, Inc.",GND STRAP BRAIDED #8X8.19,68,0,"36.41000","0","1","-","Active","Grounding Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00581.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/LEDA20C.jpg,1441-1507-ND,LEDA20C,"Hoffman Enclosures, Inc.",LED LIGHT AC CORD 2000MM,20,0,"36.77000","0","1","-","Active","Connector Kit","-","Light Kits"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/233654/Spec-00567.pdf,-,1441-1284-ND,AGS816,"Hoffman Enclosures, Inc.",GND STRAP BRAIDED #8X16.19,6,0,"40.22000","0","1","-","Active","Grounding Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00478.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_ADPx.jpg,1441-1265-ND,ADP2,"Hoffman Enclosures, Inc.",DATA POCKET LARGE 12X12 INCH,22,0,"43.81000","0","1","-","Active","Pocket","-","Enclosures"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00479.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AL12AR.jpg,1441-1295-ND,AL12AR,"Hoffman Enclosures, Inc.",CYLINDER LOCK KIT TYPE 1,23,0,"44.91000","0","1","-","Active","Locking Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105054/Spec-00360.pdf,-,1441-1521-ND,LLKWK,"Hoffman Enclosures, Inc.",WING KNOB LATCH,6,0,"46.26000","0","1","-","Active","Locking Kit","-","Enclosures"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00479.pdf,-,1441-1270-ND,AFC412SS,"Hoffman Enclosures, Inc.",CLAMP ASSY FAST OPERATING QTY 2,11,0,"46.48000","0","1","-","Active","Clamp","-","Enclosures"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00479.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AL1x.jpg,1441-1296-ND,AL15,"Hoffman Enclosures, Inc.",CLAMP FOR NEMA 12 (2),8,0,"54.77000","0","1","-","Active","Clamp","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CWHNL-Non-Locking.jpg,1441-1459-ND,CWHNL,"Hoffman Enclosures, Inc.",HANDLE NON-LOCKING,33,0,"56.22000","0","1","-","Active","Handle","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00581.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/LDSWITCH72.jpg,1441-1503-ND,LDSWITCH72,"Hoffman Enclosures, Inc.",LIGHT DR SWITCH W/LEAD 72-IN,9,0,"56.34000","0","1","PANELITE™","Active","Cable","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00581.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/LDSWITCH18.jpg,1441-1502-ND,LDSWITCH18,"Hoffman Enclosures, Inc.",LIGHT DR SWITCH W/PLUG 18-IN,6,0,"56.34000","0","1","PANELITE™","Active","Cable","-","Enclosures"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00310.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_JntnBox-WlMtEnclrSwngOtPnlKit.jpg,1441-1294-ND,AJCDFK,"Hoffman Enclosures, Inc.",SWING-OUT PNL KIT FITS J BOXES,6,0,"73.25000","0","1","-","Active","Panel, Front","-","Enclosures"
http://www.budind.com/pdf/hb5000.pdf,//media.digikey.com/photos/BUD%20Industries%20Photos/mfgAS-5042.jpg,377-1203-ND,AS-5042-A,Bud Industries,SLIDE FULL EXTENSION 20"" PAIR,9,3,"76.00000","0","1","AS","Active","Mounting Brackets","Sliding Mechanism","Cabinet Racks"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/353555/Spec-00751.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AN1032-Kit.jpg,1441-1316-ND,AN1032,"Hoffman Enclosures, Inc.",CLIP NUT PKG (QTY 20),6,0,"76.16000","0","1","-","Active","Clips","-","Cable Management"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00581.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/LED24VCORD.jpg,1441-1505-ND,LED24VCORD,"Hoffman Enclosures, Inc.",LIGHT POWER CORD 24V 72-IN,2,0,"90.93000","0","1","PANELITE™","Active","Cable","-","-"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/104560/Spec-00482.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/AEKDF.JPG,1441-1269-ND,AEKDF,"Hoffman Enclosures, Inc.",DEFEATER ELEC INTERLOCK 120 VOLT,4,0,"119.70000","0","1","-","Active","Locking Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/105595/Spec-00186.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_CWHPTO-PadLock.jpg,1441-1460-ND,CWHPTO,"Hoffman Enclosures, Inc.",HANDLE PADLOCKING,11,0,"145.95000","0","1","-","Active","Padlock Kit","-","Enclosures"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00479.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AL2xxxx-Keylocking.jpg,1441-1304-ND,AL2DCCW,"Hoffman Enclosures, Inc.",LATCH KIT KEY LOCK,2,0,"174.44000","0","1","-","Active","Locking Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00581.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_LF230VD.jpg,1441-1512-ND,LF230VD,"Hoffman Enclosures, Inc.",LIGHT KIT 230 VAC DOOR ACT,9,0,"228.34000","0","1","-","Active","Light Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00581.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/LF120V18.jpg,1441-1510-ND,LF120V18,"Hoffman Enclosures, Inc.",FLUORESCENT LIGHT 120V 18-IN,9,0,"230.30000","0","1","PANELITE™","Active","Light Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/104562/Spec-00484.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AFKxxxx-FlrStndKit.jpg,1441-1271-ND,AFK0612,"Hoffman Enclosures, Inc.",FLR STND KIT (QTY 2) 6.00X12.06,2,0,"235.20000","0","1","-","Active","Floor Stand Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/104560/Spec-00482.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AEK115.jpg,1441-1267-ND,AEK115,"Hoffman Enclosures, Inc.",ELECTRICAL INTERLOCK 115 VOLT,10,0,"278.32000","0","1","-","Active","Locking Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/104562/Spec-00484.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AFKxxxx-FlrStndKit.jpg,1441-1276-ND,AFK1216,"Hoffman Enclosures, Inc.",FLR STND KIT (QTY 2) 12.00X16.06,4,0,"314.58000","0","1","-","Active","Floor Stand Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/104562/Spec-00484.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AFKxxxx-FlrStndKit.jpg,1441-1277-ND,AFK1218,"Hoffman Enclosures, Inc.",FLR STND KIT (QTY 2) 12.00X18.06,5,0,"333.20000","0","1","-","Active","Floor Stand Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/104562/Spec-00484.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AFKxxxx-FlrStndKit.jpg,1441-1279-ND,AFK2410,"Hoffman Enclosures, Inc.",FLR STND KIT (QTY 2) 24.00X10.06,3,0,"368.48000","0","1","-","Active","Floor Stand Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/104562/Spec-00484.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AFKxxxx-FlrStndKit.jpg,1441-1280-ND,AFK2412,"Hoffman Enclosures, Inc.",FLR STND KIT (QTY 2) 24X00X12.06,3,0,"387.10000","0","1","-","Active","Floor Stand Kit","-","Enclosures"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00479.pdf,-,1441-1602-ND,AL32Y,"Hoffman Enclosures, Inc.","KEY INSERT, 7MM SQUARE",12,0,"19.40000","0","1","-","Active","Hardware Key","-","Enclosures"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Cases/RiCase%20Accessories%20Earthing%20Set.pdf,//media.digikey.com/Renders/Wakefield%20Renders/MFG_3798000.jpg,345-1400-ND,3798000,Wakefield-Vette,RC EARTH STRAP CONNECTION 4PCS,9,0,"20.73000","0","1","RiCase","Active","Grounding Kit","-","Enclosures"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Cases/Ripac%20Vario%20Module%20Accessories%20Front%20Flanges.pdf,//media.digikey.com/photos/Wakefield%20Photos/3981310.jpg,345-1404-ND,3981310,Wakefield-Vette,VM FRONT CORNER TRIMS 3U 2PCS,12,0,"24.85000","0","1","Ripac Vario-Module","Active","Trim Kit","-","Ripac Vario-Module 3U"
http://www.wakefield-vette.com/Portals/0/EPS%20data%20sheets/Cases/RiCase%20Accessories%20Threaded%20Inserts.pdf,//media.digikey.com/Photos/Wakefield%20Photos/3751730.JPG,345-1399-ND,3751730,Wakefield-Vette,RC THREADED INSERTS 4U 8PCS,9,0,"31.51000","0","1","RiCase","Active","Insert","M4 Thread","RiCase 4U"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/233586/Spec-00511.pdf,-,1441-1532-ND,P1224CN,"Hoffman Enclosures, Inc.",CAGE NUT PKG (20) #12-24,6,0,"41.29000","0","1","-","Active","Hardware Kit","-","-"
https://assets.tripplite.com/product-pdfs/en/srcablering1u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_SRCABLERING1U.jpg,TL1225-ND,SRCABLERING1U,Tripp Lite,CABINET CABLE RING FLEXIBLE 1URM,15,0,"49.06000","0","1","SmartRack™","Active","Mounting Brackets","-","Cable Management"
https://assets.tripplite.com/product-pdfs/en/n48200u.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N482-00U.JPG,TL1301-ND,N482-00U,Tripp Lite,FIBER SLEEVE FOR N482 SERIES,10,0,"93.93000","0","1","-","Active","Sleeve","Black","N482 Series"
https://belfuse.com/resources/Trompeter/Drawings/dr-DDPM-2GT.pdf,//media.digikey.com/Photos/Emerson%20Network%20Photos/MFG_DDPM-2GT.jpg,1097-1061-ND,DDPM-2GT,Cinch Connectivity Solutions Trompeter,BNC MOD 75OHM W/PLATE & SURGE,9,0,"101.67000","0","1","BNC","Active","Coax DS3 Module Assembly","Ground Plate","Enclosures"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00479.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AL2xxxx-Keylocking.jpg,1441-1305-ND,AL2DR,"Hoffman Enclosures, Inc.",LATCH KIT KEY LOCK,2,0,"174.44000","0","1","-","Active","Locking Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00581.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/LF120V15.jpg,1441-1509-ND,LF120V15,"Hoffman Enclosures, Inc.",FLUORESCENT LIGHT 120V 15-IN,2,0,"191.10000","0","1","PANELITE™","Active","Light Kit","-","Enclosures"
https://hoffman.nvent.com/wcsstore/ExtendedSitesCatalogAssetStore/Attachment/HoffmanProductAttachments/SpecSheets/Spec-00479.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AL36CR_padlck.jpg,1441-1310-ND,AL36CR,"Hoffman Enclosures, Inc.",LATCH KIT PADLOCK,2,0,"230.30000","0","1","-","Active","Padlock Kit","-","Enclosures"
https://www.pentairprotect.com/wcsstore/ExtendedSitesCatalogAssetStore/PentairDataLoad/EPSMedia/Hoffman/docs/187/104562/Spec-00484.pdf,//media.digikey.com/Photos/Hoffman-Enclosures-Inc/MFG_AFKxxxx-FlrStndKit.jpg,1441-1272-ND,AFK0618,"Hoffman Enclosures, Inc.",FLR STND KIT (QTY 2) 6.00X18.06,2,0,"278.32000","0","1","-","Active","Floor Stand Kit","-","Enclosures"
