Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","For Use With/Related Products"
http://advdownload.advantech.com/productfile/PIS/BB-SCP211T-DFTB3/Product%20-%20Datasheet/SCP211x%20&%20SCP311T-DFTB3_3317ds20170821212822.pdf,//media.digikey.com/Photos/B&B%20Electronics/SCP211T-DFTB3.JPG,1165-1054-ND,BB-SCP211T-DFTB3,"B&B SmartWorx, Inc.",SERIAL CONVERTER PANEL MOUNT,36,16,"125.66000","0","1","-","Active","Converter, RS-232 to RS-422/485","-"
http://www.linear.com/docs/44955,//media.digikey.com/Photos/Linear%20Tech%20Photos/LTP2884.jpg,LTP2884-ND,LTP2884,Linear Technology/Analog Devices,USB ISOLATOR USING LTM2884,88,190,"150.00000","0","1","-","Active","USB Transceiver","-"
http://advdownload.advantech.com/productfile/PIS/BB-485LDRC9/Product%20-%20Datasheet/485LDRC9_3316ds20170712051124.pdf,//media.digikey.com/Photos/B&B%20Electronics/485LDRC9.JPG,1165-1018-ND,BB-485LDRC9,"B&B SmartWorx, Inc.",CONVERTER RS232 TO RS485 DIN MNT,108,34,"157.59000","0","1","-","Active","Converter, RS-232 to RS-485","-"
http://advdownload.advantech.com/productfile/PIS/BB-SCP211T-DFTB3/Product%20-%20Datasheet/SCP211x%20&%20SCP311T-DFTB3_3317ds20170821212822.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_SCP311T-DFTB3.jpg,1165-1055-ND,BB-SCP311T-DFTB3,"B&B SmartWorx, Inc.",SERIAL CONVERTER PANEL MOUNT,89,57,"157.59000","0","1","-","Active","Converter, RS-232 to RS-422/485","-"
https://www.digi.com/pdf/prd_usb_hubport.pdf,//media.digikey.com/photos/Digi%20Int'l%20Photos/301-2010-27.jpg,602-1622-ND,301-2010-27,Digi International,HUBPORT 7C USB2.0 INT'L 5V,32,0,"174.00000","0","1","HUBPORT®","Active","USB Hub","-"
http://www.echelon.com/assets/blt335cfe8c7abf3659/750xx.pdf,//media.digikey.com/Photos/Echelon%20Photos/75010R.jpg,1499-1035-ND,75010R,Echelon Corporation,U10 USB NETWORK- TP/FT-10 CH,810,0,"176.80000","0","1","-","Active","USB Network Interface","-"
https://www.digi.com/pdf/prd_usb_hubport.pdf,//media.digikey.com/Photos/Digi%20Int%27l%20Photos/301-1010-74.JPG,602-1523-ND,301-1010-74,Digi International,HUBPORT USB,112,0,"196.00000","0","1","HUBPORT®","Active","USB Hub","-"
http://advdownload.advantech.com/productfile/PIS/BB-485DRCI/Product%20-%20Datasheet/485DRCi_0117ds20170627214713.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_485DRCI.jpg,1165-1015-ND,BB-485DRCI,"B&B SmartWorx, Inc.",CONVERTER RS232 TO RS422/485,37,252,"210.12000","0","1","-","Active","Converter, RS-232 to RS-422/485","-"
http://advdownload.advantech.com/productfile/PIS/BB-485OPDR/Product%20-%20Datasheet/485OPDR_1717ds20170427023507.pdf,//media.digikey.com/Photos/B&B%20Electronics/485OPDR.JPG,1165-1019-ND,BB-485OPDR,"B&B SmartWorx, Inc.",REPEATER RS422/485 ISOLATED,35,157,"210.12000","0","1","-","Active","RS-485/422 Isolated Repeater","-"
http://downloadt.advantech.com/ProductFile/PIS/ADAM-6052/Product%20-%20Datasheet/ADAM-605220180910102015.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/MFG_ADAM-6052-D.jpg",1165-1401-ND,ADAM-6052-D,"B&B SmartWorx, Inc.",MODULE TCP ISO 16CH DGTL I/O,68,130,"235.00000","0","1","ADAM-6000","Active","Digital I/O Modbus TCP Module","-"
http://downloadt.advantech.com/ProductFile/PIS/ADAM-6060/Product%20-%20Datasheet/ADAM-606020180910102017.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/MFG_ADAM-6060-D.jpg",1165-1399-ND,ADAM-6060-D,"B&B SmartWorx, Inc.",MODULE TCP 12CH DGTL I/O,61,0,"235.00000","0","1","ADAM-6000","Active","Digital Input/Relay Output Module","-"
http://advdownload.advantech.com/productfile/PIS/BB-485OPDRI/Product%20-%20Datasheet/485OPDRI_1317ds20170712015435.pdf,//media.digikey.com/Photos/B&B%20Electronics/485OPDRI.jpg,1165-1020-ND,BB-485OPDRI,"B&B SmartWorx, Inc.",REPEATER RS422/485 ISOLATED,54,175,"242.05000","0","1","-","Active","RS-485/422 Isolated Repeater","-"
http://downloadt.advantech.com/ProductFile/PIS/ADAM-6060/Product%20-%20Datasheet/ADAM-606020180910102017.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/MFG_ADAM-6066-D.jpg",1165-1398-ND,ADAM-6066-D,"B&B SmartWorx, Inc.",MODULE TCP 12CH DGTL I/O,42,20,"251.00000","0","1","ADAM-6000","Active","Digital Input/Relay Output Module","-"
http://advdownload.advantech.com/productfile/PIS/BB-UHR304/Product%20-%20Datasheet/UHRx04&UHRx07_1217ds20170329014805.pdf,//media.digikey.com/photos/B&B%20Electronics/UHR204.jpg,1165-1057-ND,BB-UHR204,"B&B SmartWorx, Inc.",NON-ISOLATED 4-PORT USB HUB,47,73,"272.95000","0","1","-","Active","USB Hub","-"
http://advdownload.advantech.com/productfile/PIS/BB-485OPDRI-PH/Product%20-%20Datasheet/485OPDRI-PH_2917ds20170725204735.pdf,//media.digikey.com/photos/B&B%20Electronics/485OPDRI-PH.JPG,1165-1021-ND,BB-485OPDRI-PH,"B&B SmartWorx, Inc.",REPEATER RS422/485 ISOLATED,40,19,"297.67000","0","1","-","Active","RS-485/422 Isolated Repeater","-"
https://www.digi.com/pdf/prd_msc_digineo.pdf,//media.digikey.com/Photos/Digi%20Int%27l%20Photos/MFG_77000890.JPG,602-1545-ND,77000890,Digi International,LOW PROFILE SERIAL CARDS,27,0,"303.00000","0","1","DIGI NEO®","Active","Serial Card","-"
http://advdownload.advantech.com/productfile/PIS/BB-UHR304/Product%20-%20Datasheet/UHRx04&UHRx07_1217ds20170329014805.pdf,//media.digikey.com/Photos/B&B%20Electronics/UHR304.jpg,1165-1058-ND,BB-UHR304,"B&B SmartWorx, Inc.",4KV ISOLATED 4-PORT USB HUB,42,63,"315.18000","0","1","-","Active","USB Hub","-"
http://advdownload.advantech.com/productfile/PIS/ADAM-6015/Product%20-%20Datasheet/ADAM-601520160804092950.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/MFG_ADAM-6017-D.jpg",1165-1445-ND,ADAM-6017-D,"B&B SmartWorx, Inc.",MOD REMOTE 8-CH ANLG INPUT TCP,58,3,"324.00000","0","1","ADAM-6000","Active","Analog Input Modbus TCP Module","-"
https://www.digi.com/pdf/prd_usb_hubport.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/HP-USB-14.JPG,602-1549-ND,HP-USB-14,Digi International,USB EXPANSION HUB,87,0,"378.00000","0","1","HUBPORT®","Active","USB Hub","-"
https://www.digi.com/pdf/prd_msc_digineo.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/77000889.jpg,602-1544-ND,77000889,Digi International,LOW PROFILE SERIAL CARDS,27,0,"417.00000","0","1","DIGI NEO®","Active","Serial Card","-"
http://www.echelon.com/assets/blt8534b3dd54120149/Serial-LonTalk-Adapter-SLTA-10-datasheet.pdf,//media.digikey.com/Photos/Echelon%20Photos/73351R.jpg,1499-1034-ND,73351R,Echelon Corporation,SLTA-10/FT-10 SERIAL LONTALK,46,0,"449.74000","0","1","LonTalk®, SLTA-10","Active","Adapter","LonWorks® Networks"
http://www.echelon.com/assets/blt8534b3dd54120149/Serial-LonTalk-Adapter-SLTA-10-datasheet.pdf,//media.digikey.com/Photos/Echelon%20Photos/73352R.JPG,1499-1070-ND,73352R,Echelon Corporation,ADAPTER FOR LONWORKS NETWORKS,33,0,"449.74000","0","1","LonTalk®, SLTA-10","Active","Adapter","LonWorks® Networks"
https://www.enocean.com/en/enocean_modules/ptm-210/data-sheet-pdf/,//media.digikey.com/Photos/Enocean%20Photos/PTM210U.JPG,1084-1013-ND,PTM210U,Enocean,MODULE 4CH SWITCH TRANSMITTER,165,0,"32.64000","0","1","-","Active","Pushbutton Transmitter Module","-"
http://illumra.com/wp-content/uploads/2014/11/xxx-D02Fy_ds.pdf,//media.digikey.com/Photos/Illumra/E9X-D02FL.jpg,1082-1029-ND,E9X-D02FL,Illumra,WIRELESS LED DIMMER CV 8-30VDC,36,0,"104.00000","0","1","-","Active","Wireless LED Dimmer, Constant Voltage","-"
http://downloads.echelon.com/support/documentation/datashts/651xx.pdf,//media.digikey.com/Photos/Echelon%20Photos/65100R-200.JPG,1499-1069-ND,65100R-200,Echelon Corporation,FLASH MODULE FOR LONWORKS NETWRK,32,0,"120.45000","0","1","LTM-10A","Active","Flash Control Module","LonWorks® Networks"
http://switches-sensors.zf.com/datasheets/energy-harvesting-datasheets/AFIS-5003_02.pdf,//media.digikey.com/Photos/Cherry%20Switch%20Photos/MFG_AFIS-5003.jpg,CH725-ND,AFIS-5003,ZF Electronics,ENERGY HARVESTING ROCKER SWITCH,118,0,"55.94000","0","1","-","Active","Rocker Switch","-"
http://switches-sensors.zf.com/datasheets/energy-harvesting-datasheets/AFZE-5003_01.pdf,//media.digikey.com/Photos/Cherry%20Switch%20Photos/MFG_AFZE-Series.jpg,CH723-ND,AFZE-5003,ZF Electronics,RECEIVER MOD W/HSG RS232 TTL ANT,28,0,"86.30000","0","1","-","Active","Receiver","-"
-,//media.digikey.com/Photos/Illumra/MFG_E9T-OSC.jpg,1082-1031-ND,E9T-OSC,Illumra,CEILING MOTION SENSOR SOLAR/BATT,42,0,"92.00000","0","1","-","Active","Motion Sensor","-"
https://assets.tripplite.com/product-pdfs/en/b140002dd.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_B140-002-DD.jpg,TL1899-ND,B140-002-DD,Tripp Lite,DVI EXTDR/SPLTTR DUAL 2PRT 200FT,133,0,"272.70000","0","1","-","Active","DVI Extender/Splitter","Cat5/Cat6"
-,//media.digikey.com/Photos/Digi%20Int'l%20Photos/ASB-1002-CM03-GLB.jpg,602-2253-ND,ASB-1002-CM06-GLB,Digi International,ACCELERATED PLUG-IN LTE MODEM,30,0,"300.00000","0","1","1002-CM","Active","LTE Modem","6350-SR Routers"
http://illumra.com/wp-content/uploads/2014/11/ExT-S2Hxx_AHD0230D_Print.pdf,//media.digikey.com/Photos/Illumra/E3T-S2HBK.JPG,1082-1022-ND,E3T-S2HBK,Illumra,SW HANDHELD REMOTE WIRELESS BLK,88,0,"91.15000","0","1","-","Active","Wireless Light Switch","-"
http://illumra.com/wp-content/uploads/2014/12/ExT-SxAxx_ds.pdf,//media.digikey.com/Photos/Illumra/E3T-S2AWH.jpg,1082-1005-ND,E3T-S2AWH,Illumra,SWITCH ROCKER WIRELESS DL WHITE,62,0,"91.15000","0","1","-","Active","Wireless Rocker Light Switch","-"
-,//media.digikey.com/Photos/Illumra/E9T-OSW.jpg,1082-1032-ND,E9T-OSW,Illumra,WALL MOTION SENSOR SOLAR/BATT,41,0,"107.50000","0","1","-","Active","Sensor","-"
-,//media.digikey.com/Photos/Illumra/E9X-R02-5IBTP.jpg,1082-1027-ND,E9X-R02-5IBTP,Illumra,RELAY RECEIVER 5WIRE NIPPLE MNT,92,0,"115.17000","0","1","-","Active","Relay Receiver, 5-Wire","-"
http://illumra.com/wp-content/uploads/2014/12/AHD0206B_E3T-Rxx-2INTP_ds1.pdf,//media.digikey.com/Photos/Illumra/E3T-R12-2INTP.JPG,1082-1011-ND,E3T-R12-2INTP,Illumra,TRANSMITTER SWITCH LEG 120V,74,0,"130.77000","0","1","-","Active","Switch Leg Transmitter (SLT)","-"
http://illumra.com/wp-content/uploads/2014/12/E3T-MICFP-40_AHD0257B.pdf,//media.digikey.com/Photos/Illumra/E3T-MICFP-40.JPG,1082-1010-ND,E3T-MICFP-40,Illumra,CONVERTER 4-CH SLT SENSOR,93,0,"148.23000","0","1","-","Active","Wireless SLT Sensor","-"
-,//media.digikey.com/Photos/Illumra/E3K-C11-WH.jpg,1082-1003-ND,E3K-C11-WH,Illumra,KIT DEMO LIGHT SWITCH,82,0,"186.20000","0","1","-","Active","-","-"
https://www.digi.com/pdf/prd_cm_digicm.pdf,//media.digikey.com/photos/Digi%20Int'l%20Photos/70001931.jpg,602-1692-ND,70001931,Digi International,CONSOLE SERVER 8PORT DOM,49,0,"1547.01000","0","1","Digi CM™","Obsolete","Console Server","-"
https://www.digi.com/pdf/prd_cm_digicm.pdf,"//media.digikey.com/photos/Digi%20Int'l%20Photos/7000190(8,9).jpg",602-1689-ND,70001908,Digi International,CONSOLE SERVER CM 32PORT DOM,62,0,"2939.00000","0","1","Digi CM™","Obsolete","Console Server","-"
http://advdownload.advantech.com/productfile/PIS/BB-422TTL/Product%20-%20Datasheet/422TTL_3217ds20170810004538.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_422TTL.jpg,1165-1190-ND,BB-422TTL,"B&B SmartWorx, Inc.",FOUR CHANNEL RS-422 TO TTL CONV,32,9,"62.83000","0","1","-","Active","Converter, RS-422 to TTL","-"
http://advdownload.advantech.com/productfile/PIS/BB-232LPTTL/Product%20-%20Datasheet/232LPTTL-232LPTTL33_2916ds20170804233006.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_232LPTTL.jpg,1165-1183-ND,BB-232LPTTL,"B&B SmartWorx, Inc.",CONVERTER TTL TO RS232,30,640,"62.83000","0","1","-","Active","Converter, RS-232 to TTL","-"
http://advdownload.advantech.com/productfile/PIS/BB-9PMDS/Product%20-%20Datasheet/9PMDS-232MDS_2917ds20170805002528.pdf,//media.digikey.com/Photos/B&B%20Electronics/9PMDS.jpg,1165-1029-ND,BB-9PMDS,"B&B SmartWorx, Inc.",SPLITTER MODEM DATA RS-232 9PIN,15,0,"67.98000","0","1","-","Active","RS-232 Data Splitter","-"
https://assets.tripplite.com/product-pdfs/en/b116002a.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_B116-002A.jpg,TL1417-ND,B116-002A,Tripp Lite,DVI SPLITTER 2-PORT 1920X1200,19,0,"96.96000","0","1","-","Active","Video Splitter","-"
http://advdownload.advantech.com/productfile/PIS/BB-232PTC9/Product%20-%20Datasheet/232PTC9_2916ds20170805032111.pdf,//media.digikey.com/Photos/B&B%20Electronics/232PTC9.jpg,1165-1004-ND,BB-232PTC9,"B&B SmartWorx, Inc.",COMBINER 2-PORT RS-232 DB9,19,26,"138.60000","0","1","-","Active","RS-232 Port Combiner","-"
http://advdownload.advantech.com/productfile/PIS/BB-485OP/Product%20-%20Datasheet/485OP_2916ds20170815022622.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_485OP.jpg,1165-1114-ND,BB-485OP,"B&B SmartWorx, Inc.",RS-485 OPTICAL ISOLATOR,14,119,"159.65000","0","1","-","Active","RS-485 Optical Isolator","-"
https://www.digi.com/pdf/prd_usb_hubport.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/301-1010-44.jpg,602-1635-ND,301-1010-44,Digi International,HUBPORT 4C 5.5-30V B CONNECTOR,4,0,"160.00000","0","1","HUBPORT®","Active","USB Hub","-"
http://www.echelon.com/assets/blt335cfe8c7abf3659/750xx.pdf,//media.digikey.com/Photos/Echelon%20Photos/75021R.jpg,1499-1036-ND,75021R,Echelon Corporation,U20 USB NETWORK- PL-20 CH,7,0,"176.80000","0","1","-","Active","USB Network Interface","-"
http://advdownload.advantech.com/productfile/PIS/BB-232OPDR/Product%20-%20Datasheet/232OPDR_4216ds20170721051241.pdf,//media.digikey.com/photos/B&B%20Electronics/232OPDR.JPG,1165-1001-ND,BB-232OPDR,"B&B SmartWorx, Inc.",ISOLATOR REPEATER DIN MNT RS-232,10,176,"210.12000","0","1","-","Active","RS-232 Isolated Repeater","-"
http://downloadt.advantech.com/ProductFile/PIS/ADAM-6050/Product%20-%20Datasheet/ADAM-605020180910102013.pdf,//media.digikey.com/photos/B&B%20Electronics/MFG_ADAM-6050.JPG,1165-1397-ND,ADAM-6050-D,"B&B SmartWorx, Inc.",MODULE DIGITAL I/O 18-CH,20,22,"217.00000","0","1","ADAM-6000","Active","Digital I/O Modbus TCP Module","-"
http://downloadt.advantech.com/ProductFile/PIS/ADAM-6052/Product%20-%20Datasheet/ADAM-605220180910102015.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/MFG_ADAM-6051-D.jpg",1165-1400-ND,ADAM-6051-D,"B&B SmartWorx, Inc.",MODULE TCP ISO 14CH DGTL I/O,8,11,"217.00000","0","1","ADAM-6000","Active","Digital I/O Modbus TCP Module","-"
http://www.redlion.net/files/138/6344,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_EB-PSE-24V-1B.jpg,RLC554-ND,EB-PSE-24V-1B,Red Lion Controls,EBUS1-PORTPOEINJ24V-48VSP,23,0,"231.87000","0","1","-","Active","PoE Injector","-"
http://advdownload.advantech.com/productfile/PIS/BB-232OPDRI/Product%20-%20Datasheet/232OPDRI_2716ds20170805012937.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_232OPDRI.jpg,1165-1002-ND,BB-232OPDRI,"B&B SmartWorx, Inc.",ISOLATED REPEATER INDUST RS-232,25,336,"242.05000","0","1","-","Active","RS-232 Isolated Repeater","-"
http://advdownload.advantech.com/productfile/PIS/BB-485DRCI-PH/Product%20-%20Datasheet/485DRCI-PH_2817ds20170712051622.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_485DRCI-PH.jpg,1165-1016-ND,BB-485DRCI-PH,"B&B SmartWorx, Inc.",CONVERTER RS232 TO RS422/485,7,0,"272.95000","0","1","-","Active","Converter, RS-232 to RS-422/485","-"
http://advdownload.advantech.com/productfile/PIS/BB-FOSTCDR/Product%20-%20Datasheet/FOSTCDR_FOSTCDR-INV_301720170726032956.pdf,//media.digikey.com/Photos/B&B%20Electronics/FOSTCDR.jpg,1165-1048-ND,BB-FOSTCDR,"B&B SmartWorx, Inc.",CONVERTER SERIAL TO FIBER OPTIC,20,17,"284.28000","0","1","-","Active","Converter, RS-232/422/485 to Fiber Optic","-"
http://downloadt.advantech.com/ProductFile/PIS/ADAM-4017+/Product - Datasheet/ADAM-4017+20180910101921.pdf,//media.digikey.com/photos/B&B%20Electronics/ADAM-4017+-CE.JPG,1165-1293-ND,ADAM-4017+-CE,"B&B SmartWorx, Inc.",MODULE ANALOG INPUT 8-CH 1.2W,10,6,"301.00000","0","1","ADAM-4000","Active","Analog Input Module","RS-485 Communications"
http://downloadt.advantech.com/ProductFile/PIS/ADAM-4024/Product%20-%20Datasheet/ADAM-402420180910101932.pdf,//media.digikey.com/photos/B&B%20Electronics/MFG_ADAM-4024.JPG,1165-1305-ND,ADAM-4024-B1E,"B&B SmartWorx, Inc.",MODULE ANALOG OUTPUT 4-CH 3W,10,40,"306.00000","0","1","ADAM-4000","Active","Analog Output Module","RS-485 Communications"
http://advdownload.advantech.com/productfile/PIS/BB-FOSTCDRI/Product%20-%20Datasheet/FOSTCDRI%20&%20FOSTCDRI-INV_2716ds20170818231601.pdf,//media.digikey.com/Photos/B&B%20Electronics/FOSTCDRI.JPG,1165-1049-ND,BB-FOSTCDRI,"B&B SmartWorx, Inc.",CONVERTER SERIAL TO FIBER OPTIC,15,22,"307.97000","0","1","-","Active","Converter, RS-232/422/485 to Fiber Optic","-"
http://www.echelon.com/assets/blt26d39ad740fcb0b8/PCLTA-21%20PCI--Network-Adapter-Model-74501-datasheet.pdf,//media.digikey.com/Photos/Echelon%20Photos/74501R.JPG,1499-1073-ND,74501R,Echelon Corporation,PCLTA-21/FT-10 PCI INTERFACE,5,0,"316.03000","0","1","LonTalk®, PCLTA-21","Active","Adapter","LonWorks® Networks"
http://advdownload.advantech.com/productfile/PIS/EKI-1751I/Product%20-%20Datasheet/EKI-1751I_DS(11.14.17)20180416225037.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/EKI-1751PI-R-AE.jpg",1165-1434-ND,EKI-1751I-AE,"B&B SmartWorx, Inc.",ETHERNET EXTENDER VDSL2 IND,9,0,"325.00000","0","1","-","Active","-","-"
http://advdownload.advantech.com/productfile/PIS/BB-UHR307/Product%20-%20Datasheet/UHRx04&UHRx07_1217ds20170330042732.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_UHR307.jpg,1165-1177-ND,BB-UHR307,"B&B SmartWorx, Inc.",7 PORT UP/DOWN ISOLATED USB HUB,6,0,"368.74000","0","1","-","Active","USB Hub","-"
http://www.redlion.net/files/213/6414,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_1000-POE+.jpg,RLC263-ND,1000-POE+,Red Lion Controls,INDUSTRIAL SINGLE-PORT GIGABIT M,13,0,"369.26000","0","1","-","Active","PoE+ Injector","-"
http://downloadt.advantech.com/ProductFile/PIS/ADAM-4017+/Product - Datasheet/ADAM-4017+20180910101921.pdf,"//media.digikey.com/Photos/B&B%20SmartWorx,%20Inc/ADAM-4019-AE.jpg",1165-1303-ND,ADAM-4019+-AE,"B&B SmartWorx, Inc.",MODULE ANALOG INPUT 8-CH 1W,7,18,"390.00000","0","1","ADAM-4000","Active","Analog Input Module","RS-485 Communications"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2744416.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2744416.jpg,277-2919-ND,2744416,Phoenix Contact,INTERFACE CONVERTER DIN RAIL,16,117,"406.00000","0","1","-","Active","Converter, RS-232 to RS-422/485","-"
