Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Interface","Number of Ports"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5408-back.jpg,SE5408A-S5-EU-ND,SE5408A-S5-EU,ATOP Technologies,ETHERNET TO SERIAL RS-422/485,4,0,"654.48000","0","1","-","Active","Ethernet to Serial","RS-422/485","8"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5416A-front.jpg,SE5416A2-N-DC-ND,SE5416A2-N-DC,ATOP Technologies,ETHERNET TO SER RS-232/422/485,2,0,"674.93000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","16"
https://www.digi.com/pdf/prd_ds_portservertsmmei.pdf,//media.digikey.com/Photos/Digi%20Int%27l%20Photos/70001899.JPG,602-1688-ND,70001899,Digi International,ETHERNET TO SER RS-232/422/485,5,0,"683.00000","0","1","PortServer™ TS M","Active","Ethernet to Serial","RS-232/422/485","3"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5416A-front.jpg,SE5416A-S5-DC-ND,SE5416A-S5-DC,ATOP Technologies,ETHERNET TO SERIAL RS-422/485,3,0,"748.41000","0","1","-","Active","Ethernet to Serial","RS-422/485","16"
https://www.digi.com/pdf/ds_connectportlts.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/70001611-%28front%29.JPG,602-1991-ND,70001611,Digi International,ETHERNET TO SER RS-232/422/485,2,0,"1435.00000","0","1","ConnectPort® LTS","Active","Ethernet to Serial","RS-232/422/485","8"
https://www.digi.com/pdf/ds_connectportts816.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/70002538.jpg,602-2031-ND,70002538,Digi International,SERVER 16PORT RACK DC,3,0,"1690.00000","0","1","*","Active","-","-","-"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5002D.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5002D-SFP.jpg,SE5002D-SFP-TB-ND,SE5002D-SFP-TB,ATOP Technologies,FIBER OPT TO SER RS-232/422/485,15,0,"180.13000","0","1","-","Active","Fiber Optic to Serial","RS-232/422/485","2"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5002D.pdf,//media.digikey.com/Photos/ATOP-Technologies/SE5002D-FM.jpg,SE5002D-FM-ND,SE5002D-FM,ATOP Technologies,FIBER OPT TO SER RS-232/422/485,15,0,"212.35000","0","1","-","Active","Fiber Optic to Serial","RS-232/422/485","2"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5002D.pdf,//media.digikey.com/Photos/ATOP-Technologies/SE5002D-FM-TB.jpg,SE5002D-FM-TB-ND,SE5002D-FM-TB,ATOP Technologies,FIBER OPT TO SER RS-232/422/485,15,0,"212.35000","0","1","-","Active","Fiber Optic to Serial","RS-232/422/485","2"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5002D.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5002D-FS.jpg,SE5002D-FS-ND,SE5002D-FS,ATOP Technologies,FIBER OPT TO SER RS-232/422/485,15,0,"243.11000","0","1","-","Active","Fiber Optic to Serial","RS-232/422/485","2"
http://www.atop.com.tw/atop/mw/cufiles/files/download_dm/iapl_dm/CA_SE5404D-V5.pdf,//media.digikey.com/Photos/ATOP-Technologies/SE5404D-S5.jpg,SE5404D-S5-ND,SE5404D-S5,ATOP Technologies,ETHERNET TO SER RS-232/422/485,5,0,"336.84000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","4"
http://www.atop.com.tw/atop/mw/cufiles/files/download_dm/iapl_dm/CA_SE5404D-V5.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5404D-SIS.jpg,SE5404D-SIS-ND,SE5404D-SIS,ATOP Technologies,ETHERNET TO SERIAL RS-422/485,4,0,"361.33000","0","1","-","Active","Ethernet to Serial","RS-422/485","4"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5408-back.jpg,SE5408A2-N-EU-ND,SE5408A2-N-EU,ATOP Technologies,ETHERNET TO SER RS-232/422/485,5,0,"572.67000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","8"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5408-back.jpg,SE5408A2-N-US-ND,SE5408A2-N-US,ATOP Technologies,ETHERNET TO SER RS-232/422/485,5,0,"572.67000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","8"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5408-back.jpg,SE5408A-S5-DC-ND,SE5408A-S5-DC,ATOP Technologies,ETHERNET TO SERIAL RS-422/485,5,0,"654.48000","0","1","-","Active","Ethernet to Serial","RS-422/485","8"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5408-back.jpg,SE5408A-ND,SE5408A,ATOP Technologies,ETHERNET TO SERIAL RS-232,5,0,"654.48000","0","1","-","Active","Ethernet to Serial","RS-232","8"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5408-back.jpg,SE5408A-S5-ND,SE5408A-S5,ATOP Technologies,ETHERNET TO SERIAL RS-422/485,5,0,"654.48000","0","1","-","Active","Ethernet to Serial","RS-422/485","8"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5408-back.jpg,SE5408A-DC-ND,SE5408A-DC,ATOP Technologies,ETHERNET TO SERIAL RS-232,4,0,"654.48000","0","1","-","Active","Ethernet to Serial","RS-232","8"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5416A-front.jpg,SE5416A2-N-EU-ND,SE5416A2-N-EU,ATOP Technologies,ETHERNET TO SER RS-232/422/485,2,0,"674.93000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","16"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5416A-front.jpg,SE5416A2-N-US-ND,SE5416A2-N-US,ATOP Technologies,ETHERNET TO SER RS-232/422/485,2,0,"674.93000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","16"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5416A-front.jpg,SE5416A-DC-ND,SE5416A-DC,ATOP Technologies,ETHERNET TO SERIAL RS-232,3,0,"748.41000","0","1","-","Active","Ethernet to Serial","RS-232","16"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5416A-front.jpg,SE5416A-EU-ND,SE5416A-EU,ATOP Technologies,ETHERNET TO SERIAL RS-232,3,0,"748.41000","0","1","-","Active","Ethernet to Serial","RS-232","16"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5416A-front.jpg,SE5416A-ND,SE5416A,ATOP Technologies,ETHERNET TO SERIAL RS-232,3,0,"748.41000","0","1","-","Active","Ethernet to Serial","RS-232","16"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE5408A_5416A.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE5416A-front.jpg,SE5416A-S5-ND,SE5416A-S5,ATOP Technologies,ETHERNET TO SERIAL RS-422/485,2,0,"748.41000","0","1","-","Active","Ethernet to Serial","RS-422/485","16"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SE8502-M12_V1_2.pdf,//media.digikey.com/Photos/ATOP-Technologies/MFG_SE8502.jpg,SE8502-SIS-M12-ND,SE8502-SIS-M12,ATOP Technologies,ETHERNET TO SER RS-232/422/485,3,0,"761.54000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","2"
http://www.ak-nord.de/en/daten/brochure_xtfemto_sxl.pdf,//media.digikey.com/Photos/AK-Nord-GmbH/MFG_XT-FEMTO-SXL.JPG,1851-1021-ND,XT-FEMTO-SXL,AK-Nord GmbH,ETHERNET TO SERIAL RS-232/RS-485,94,0,"49.95000","0","1","-","Active","Ethernet to Serial","RS-232, RS-485","10"
http://www.atoponline.com/wp-content/uploads/2018/09/CA_SE5201-v0.6.pdf,-,SE5201-TB-ND,SE5201-TB,ATOP Technologies,1PORT SERIAL DEVICE SERVER IND E,25,0,"93.73000","0","1","SE5201","Active","Ethernet to Serial","RS-232/422/485","1"
https://www.lantronix.com/wp-content/uploads/pdf/UDS1100-B_PB.pdf,//media.digikey.com/Photos/LANTRONIX/UD110000B-01.JPG,1829-1024-ND,UD110000B-01,"Lantronix, Inc.",ETHERNET TO SER RS-232/422/485,18,0,"99.00000","0","1","UDS1100","Active","Ethernet to Serial","RS-232/422/485","1"
http://www.ak-nord.de/en/daten/brochure_xtmicroc_sxl.pdf,//media.digikey.com/Photos/AK-Nord-GmbH/MFG_XTMO-C36-SXL.JPG,1851-1006-ND,XTMO-C36-SXL,AK-Nord GmbH,ETHERNET XT-MICRO-C-SXL,4,0,"105.60000","0","1","-","Active","Ethernet","-","1"
http://www.ak-nord.de/en/daten/brochure_netcon_sxl_usb.pdf,//media.digikey.com/Photos/AK-Nord-GmbH/MFG_NC-SXL-USB-PS.JPG,1851-1012-ND,NC-SXL-USB-PS,AK-Nord GmbH,SERIAL TO USB NETCON-SXL-USB-PS,16,0,"107.20000","0","1","-","Active","Serial to USB","-","1"
//media.digikey.com/pdf/Data%20Sheets/AK%20NORD%20GMBH%20PDFs/ComPoint-LAN-SXL.pdf,//media.digikey.com/Photos/AK-Nord-GmbH/MFG_CPLA-SXL-POE.JPG,1851-1001-ND,CPLA-SXL-POE,AK-Nord GmbH,WIRELESS TO SERIAL RS-232/RS-485,5,0,"155.15000","0","1","-","Active","Wireless to Serial","RS-232, RS-485","2"
//media.digikey.com/pdf/Data%20Sheets/AK%20NORD%20GMBH%20PDFs/WLAN-Module-XXR.pdf,//media.digikey.com/Photos/AK-Nord-GmbH/MFG_PCB-XXR-NT.JPG,1851-1011-ND,PCB-XXR-NT,AK-Nord GmbH,WIRELESS TO SERIAL RS-232/RS-485,10,0,"160.95000","0","1","-","Active","Wireless to Serial","RS-232, RS-485","2"
http://www.ak-nord.de/en/daten/brochure_compoint_wlan_xxr.pdf,//media.digikey.com/Photos/AK-Nord-GmbH/MFG_CPWLA-XXR-NT.JPG,1851-1008-ND,CPWLA-XXR-NT,AK-Nord GmbH,WIRELESS TO SERIAL RS-232/RS-485,10,0,"181.25000","0","1","-","Active","Wireless to Serial","RS-232, RS-485","2"
http://www.ak-nord.de/en/daten/brochure_dr_xxl.pdf,//media.digikey.com/Photos/AK-Nord-GmbH/MFG_AK-DR-XXL.JPG,1851-1013-ND,AK-DR-XXL,AK-Nord GmbH,ETHERNET TO SERIAL RS-232/RS-485,19,0,"203.00000","0","1","-","Active","Ethernet to Serial","RS-232, RS-485","2"
http://www.ak-nord.de/en/daten/brochure_rp_xxl.pdf,//media.digikey.com/Photos/AK-Nord-GmbH/MFG_AK-RP-XXL.JPG,1851-1014-ND,AK-RP-XXL,AK-Nord GmbH,ETHERNET TO SERIAL RS-232/RS-485,17,0,"203.00000","0","1","-","Active","Ethernet to Serial","RS-232, RS-485","2"
http://www.ak-nord.de/en/daten/brochure_rp_xxr.pdf,//media.digikey.com/Photos/AK-Nord-GmbH/MFG_AK-RP-XXR.JPG,1851-1010-ND,AK-RP-XXR,AK-Nord GmbH,WIRELESS TO SERIAL RS-232/RS-485,10,0,"224.75000","0","1","-","Active","Wireless to Serial","RS-232, RS-485","2"
http://www.ak-nord.de/en/daten/brochure_dr_xxr.pdf,//media.digikey.com/Photos/AK-Nord-GmbH/MFG_AK-DR-XXR.JPG,1851-1009-ND,AK-DR-XXR,AK-Nord GmbH,WIRELESS TO SERIAL RS-232/RS-485,9,0,"224.75000","0","1","-","Active","Wireless to Serial","RS-232, RS-485","2"
https://www.netburner.com/download/sb800-ex-datasheet/?wpdmdl=4157&ind=0,//media.digikey.com/Photos/NetBurner%20Photos/SB800EX-JDD-IR.jpg,528-1021-ND,SB800EX-JDD-IR,NetBurner Inc.,SB800 EX 2-PORT SERIAL TO ETHERN,4,0,"246.65000","0","1","SB800EX","Active","Ethernet to Serial","RS-232/422/485","2"
https://www.lantronix.com/wp-content/uploads/pdf/EDS1100_EDS2100_PB.pdf,//media.digikey.com/Photos/LANTRONIX/MFG_ED2100002-01.jpg,1829-1045-ND,ED2100002-01,"Lantronix, Inc.",ETHERNET TO SER RS-232/422/485,9,0,"260.00000","0","1","EDS2100","Active","Ethernet to Serial","RS-232/422/485","2"
https://www.phoenixcontact.com/pxc-oc-itemdetail-pdf-web/eshop?lineItemType=LineItem&UID=2702758,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702758.jpg,277-17297-ND,2702758,Phoenix Contact,ETHERNET TO SERIAL RS-232/RS-422,9,129,"263.00000","0","1","-","Active","Ethernet to Serial","RS-232, RS-422","1"
https://www.lantronix.com/wp-content/uploads/pdf/EDS4100_PB.pdf,//media.digikey.com/photos/LANTRONIX/ED41000P0-01.jpg,1829-1046-ND,ED41000P0-01,"Lantronix, Inc.",ETHERNET TO SER RS-232/422/485,7,0,"386.25000","0","1","ED4100","Active","Ethernet to Serial","RS-232/422/485","4"
https://www.lantronix.com/wp-content/uploads/pdf/EDS4100_PB.pdf,-,1829-1102-ND,ED41000P2-01,"Lantronix, Inc.",SERV/SER TO ETHER RS-232/422/485,4,0,"402.50000","0","1","ED4100","Active","Server, Serial to Ethernet","RS-232/422/485","4"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/GW%20...E...DB9_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1062540.jpg,277-18703-ND,1062540,Phoenix Contact,GATEWAY FOR MODBUS TCP/RTU TO AN,3,71,"541.04000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","2"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2702763_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702763.jpg,277-16742-ND,2702763,Phoenix Contact,ETHERNET TO SERIAL RS-232/RS-422,2,74,"599.00000","0","1","-","Active","Ethernet to Serial","RS-232, RS-422","4"
https://www.anybus.com/docs/librariesprovider7/default-document-library/manuals-design-guides/hms-hmsi-27-313.pdf,//media.digikey.com/Photos/HMS-Industrial-Networks/AB7007-C.jpg,1976-1003-ND,AB7010-B,HMS Networks,SERIAL-MODBUS RTU CONVERTER,3,0,"654.50000","0","1","Communicator™, Modbus","Active","Converter, Serial to Modbus","RS-232/422/485","1"
https://www.anybus.com/docs/librariesprovider7/default-document-library/manuals-design-guides/hms-hmsi-27-305.pdf,//media.digikey.com/photos/HMS-Industrial-Networks/AB7001-C.jpg,1976-1000-ND,AB7001-C,HMS Networks,SERIAL-DEVICENET CONVERTER,4,0,"657.80000","0","1","Communicator™, DeviceNet™","Active","Converter, Serial to DeviceNet","RS-232/422/485","2"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2702766_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2702766.jpg,277-16743-ND,2702766,Phoenix Contact,ETHERNET TO SERIAL RS-232/RS-422,2,15,"672.00000","0","1","-","Active","Ethernet to Serial","RS-232, RS-422","2"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/GW%20...E...DB9_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1062423.jpg,277-18704-ND,1062423,Phoenix Contact,GATEWAY FOR MODBUS TCP/RTU TO AN,3,7,"695.62000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","3"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/GW%20...E...DB9_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1062380.jpg,277-18705-ND,1062380,Phoenix Contact,GATEWAY FOR MODBUS TCP/RTU TO AN,3,21,"735.48000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","6"
https://www.anybus.com/docs/librariesprovider7/default-document-library/manuals-design-guides/hms-hmsi-27-312.pdf,//media.digikey.com/photos/HMS-Industrial-Networks/AB7003-B.jpg,1976-1001-ND,AB7003-B,HMS Networks,SERIAL-CANOPEN CONVERTER,5,0,"735.90000","0","1","Communicator™, CANopen®","Active","Converter, Serial to CAN","RS-232/422/485","1"
https://www.anybus.com/docs/librariesprovider7/default-document-library/manuals-design-guides/hms-hmsi-168-95.pdf,//media.digikey.com/Photos/HMS-Industrial-Networks/AB7061-C.jpg,1976-1005-ND,AB7061-C,HMS Networks,SERIAL-ETHERCAT CONVERTER,3,0,"735.90000","0","1","Communicator™, EtherCAT®","Active","Converter, Serial to Ethernet","RS-232/422/485","2"
https://www.digi.com/pdf/ds-digi-connect-ws.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/DC-WS-4-INT.jpg,602-2224-ND,DC-WS-4-INT,Digi International,ETHERNET TO SERIAL RS-232,2,0,"759.00000","0","1","Digi Connect® WS","Active","Ethernet to Serial","RS-232","4"
http://advdownload.advantech.com/productfile/PIS/BB-ESP906CL/Product%20-%20Datasheet/ESP906CL-4814ds20171129110946.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_ESP906CL.jpg,1165-1419-ND,BB-ESP906CL,"B&B SmartWorx, Inc.",ETHERNET TO SER RS-232/422/485,5,74,"821.94000","0","1","Vlinx™","Active","Ethernet to Serial","RS-232/422/485","6"
https://www.digi.com/pdf/ds-digi-connect-ws.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_DC-WS-8-INT.jpg,602-2225-ND,DC-WS-8-INT,Digi International,ETHERNET TO SERIAL RS-232,2,0,"949.00000","0","1","Digi Connect® WS","Active","Ethernet to Serial","RS-232","8"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_SE5908A-SE5916A%20series%20v0_4.pdf,-,SE5908A-ND,SE5908A,ATOP Technologies,ETHERNET TO SER RS-232/422/485,2,0,"1001.82000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","8"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_SE5908A-SE5916A%20series%20v0_4.pdf,-,SE5908A-HV-ND,SE5908A-HV,ATOP Technologies,ETHERNET TO SER RS-232/422/485,2,0,"1058.28000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","8"
//media.digikey.com/pdf/Data%20Sheets/Digi%20International%20PDFs/AnywhereUSB_Plus_2-11-19.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_AW08-G300.jpg,602-2294-ND,AW08-G300,Digi International,8X USB 3.1 OVER ETHERNET,17,0,"1062.01000","0","1","AnywhereUSB® Plus","Active","Ethernet to USB","RS-232","8"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/GW%20...E...DB9_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1062388.jpg,277-18706-ND,1062388,Phoenix Contact,GATEWAY FOR MODBUS TCP/RTU TO AN,3,7,"1114.13000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","4"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_SE5908A-SE5916A%20series%20v0_4.pdf,-,SE5908A-SIS-HV-ND,SE5908A-SIS-HV,ATOP Technologies,ETHERNET TO SER RS-232/422/485,2,0,"1185.64000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","8"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_SE5908A-SE5916A%20series%20v0_4.pdf,-,SE5916A-ND,SE5916A,ATOP Technologies,ETHERNET TO SER RS-232/422/485,2,0,"1185.64000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","16"
https://www.digi.com/pdf/prd_ts_digiconnectes.pdf,//media.digikey.com/Photos/Digi%20Int%27l%20Photos/DC-ES-4SB-EU_primary.jpg,602-1815-ND,DC-ES-4SB-EU,Digi International,ETHERNET TO SERIAL RS-232,2,0,"1207.00000","0","1","Digi Connect® ES","Active","Ethernet to Serial","RS-232","4"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_SE5908A-SE5916A%20series%20v0_4.pdf,-,SE5916A-6SFP-TB-HV-ND,SE5916A-6SFP-TB-HV,ATOP Technologies,ETHERNET TO SER RS-232/422/485,3,0,"1242.10000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","16"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_SE5908A-SE5916A%20series%20v0_4.pdf,-,SE5916A-HV-ND,SE5916A-HV,ATOP Technologies,ETHERNET TO SER RS-232/422/485,2,0,"1242.10000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","16"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_SE5908A-SE5916A%20series%20v0_4.pdf,-,SE5916A-SIS-ND,SE5916A-SIS,ATOP Technologies,ETHERNET TO SER RS-232/422/485,3,0,"1402.69000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","16"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_SE5908A-SE5916A%20series%20v0_4.pdf,-,SE5916A-SIS-HV-ND,SE5916A-SIS-HV,ATOP Technologies,ETHERNET TO SER RS-232/422/485,3,0,"1458.28000","0","1","-","Active","Ethernet to Serial","RS-232/422/485","16"
https://www.digi.com/pdf/ds_connectportlts.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/MFG_70001692.jpg,602-2217-ND,70001692,Digi International,ETHERNET TO SER RS-232/422/485,3,0,"2240.01000","0","1","ConnectPort® LTS","Active","Ethernet to Serial","RS-232/422/485","16"
//media.digikey.com/pdf/Data%20Sheets/Multi-Tech%20Systems%20PDFs/SocketEthernet.pdf,//media.digikey.com/Photos/Multi-Tech%20Photos/MT100SEM-L-HV-IP.jpg,591-1137-ND,MT100SEM-L-HV-IP,Multi-Tech Systems Inc.,SERV/SER TO ETHERNET PC BOARD MT,10,0,"44.65000","0","1","SocketEthernet IP®","Obsolete","Server, Serial to Ethernet","PC Board Mount","1"
http://advdownload.advantech.com/productfile/PIS/BB-UE204/Product%20-%20Datasheet/UE204_2514ds20171129112338.pdf,//media.digikey.com/Photos/B&B%20Electronics/UE204.jpg,1165-1122-ND,BB-UE204,"B&B SmartWorx, Inc.",ETHERNET TO USB 4 PORT,3,9,"237.93000","0","1","-","Obsolete","Ethernet to USB","-","4"
https://www.digi.com/pdf/prd_usb_anywhereusb.pdf,//media.digikey.com/Photos/Digi%20Int%27l%20Photos/MFG_AW-USB.jpg,602-1570-ND,AW-USB-5-W,Digi International,ETHERNET TO USB 5 PORT,4,0,"500.00000","0","1","AnywhereUSB®/5","Discontinued at Digi-Key","Ethernet to USB","-","5"
http://www.digi.com/pdf/prd_ds_portservertshccmei.pdf,//media.digikey.com/Photos/Digi%20Int'l%20Photos/70002039.jpg,602-1575-ND,70002039,Digi International,ETHERNET TO SER RS-232/422/485,7,0,"637.00000","0","1","PortServer™ TS Hcc","Last Time Buy","Ethernet to Serial","RS-232/422/485","2"
https://www.digi.com/pdf/prd_ts_portserverts816.pdf,//media.digikey.com/photos/Digi%20Int'l%20Photos/70001979.jpg,602-1696-ND,70001979,Digi International,ETHERNET TO SER RS-232/422/485,11,0,"1020.00000","0","1","PortServer™ TS","Obsolete","Ethernet to Serial","RS-232/422/485","8"
https://www.digi.com/pdf/prd_ts_portserverts816.pdf,//media.digikey.com/photos/Digi%20Int'l%20Photos/70001747.jpg,602-1685-ND,70001747,Digi International,ETHERNET TO SERIAL RS-232,6,0,"1434.38000","0","1","PortServer™ TS","Obsolete","Ethernet to Serial","RS-232","16"
http://advdownload.advantech.com/productfile/PIS/BB-VESR901/Product%20-%20Datasheet/VESR900%20Copper%20series_1416ds20171129112438.pdf,//media.digikey.com/Photos/B&B%20Electronics/VESR901.jpg,1165-1067-ND,BB-VESR901,"B&B SmartWorx, Inc.",ETHERNET TO SER RS-232/422/485,1,0,"210.12000","0","1","Vlinx™","Active","Ethernet to Serial","RS-232/422/485","1"
https://www.lantronix.com/wp-content/uploads/pdf/UDS2100_UG.pdf,//media.digikey.com/photos/LANTRONIX/UD2100002-01.jpg,1829-1038-ND,UD2100002-01,"Lantronix, Inc.",ETHERNET TO SER 100-240VAC INT,0,0,"229.00000","0","1","UDS2100","Active","Ethernet to Serial","-","2"
https://www.digi.com/pdf/prd_ds_digioneia.pdf,//media.digikey.com/Photos/Digi%20Int%27l%20Photos/MFG_70001862.jpg,602-1811-ND,70001862,Digi International,ETHERNET TO SER RS-232/422/485,41,0,"364.00000","0","1","DigiOne® IA","Active","Ethernet to Serial","RS-232/422/485","1"
https://www.digi.com/pdf/ds_connectportlts.pdf,//media.digikey.com/Photos/Digi%20Int%27l%20Photos/MFG_70002411.JPG,602-1678-ND,70002411,Digi International,ETHERNET TO SERIAL RS-232,1,0,"2194.00000","0","1","ConnectPort® LTS","Active","Ethernet to Serial","RS-232","32"
http://www.ak-nord.de/en/daten/brochure_xtnano_sxl.pdf,//media.digikey.com/Photos/AK-Nord-GmbH/MFG_XT-NANO-SXL.JPG,1851-1022-ND,XT-NANO-SXL,AK-Nord GmbH,ETHERNET TO SERIAL RS-232/RS-485,1,0,"62.90000","0","1","-","Active","Ethernet to Serial","RS-232, RS-485","8"
http://www.ak-nord.de/en/daten/brochure_ser2usb.pdf,//media.digikey.com/Photos/AK-Nord-GmbH/MFG_SER2USB.JPG,1851-1017-ND,SER2USB,AK-Nord GmbH,SERIAL TO CELLULAR,0,0,"94.40000","0","1","-","Active","Serial to USB","-","1"
http://advdownload.advantech.com/productfile/PIS/BB-VESR424D/Product%20-%20Datasheet/VESR424-Series_4315ds20171129112427.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_VESR424-SERIES.jpg,1165-1421-ND,BB-VESR424D,"B&B SmartWorx, Inc.",ETHERNET TO SER RS-232/422/485,0,0,"547.96000","0","1","Vlinx™","Active","Ethernet to Serial","RS-232/422/485","4"
