Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Configuration","Copper Ports","Copper Type","Fiber Ports","Fiber Type","SFP/XFP Ports","Features","Distance","MTU","Voltage - Input","Connector Type","Mounting Type","Ingress Protection","Operating Temperature"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2902853.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2902853.JPG,277-11082-ND,2902853,Phoenix Contact,FIBER OPTIC CONVERTER,74,22,"370.00000","0","1","-","-","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","10km","-","18 ~ 30VDC","RJ45, SC","DIN Rail","IP20","-40°C ~ 65°C"
-,-,1165-1229-ND,BB-850-15633,"B&B SmartWorx, Inc.",IMCV SNMP MANAGEABLE CONVRTR,50,3,"330.00000","0","1","Bulk","iMcV","Active","Managed","Modular - Card","1","10/100","1","100BASE-FX (Singlemode)","-","LFPT, SNMP Manageable","20km","-","-","RJ45, SC","Rack Mount","-","0°C ~ 50°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC3-Datasheet.pdf,-,1953-1043-ND,HEMC3-SST-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,39,0,"118.35000","0","1","-","HEMC3","Active","Unmanaged","Fixed","2","10/100","1","100BASE-FX (Singlemode)","-","-","20km","-","12 ~ 36VDC","ST","DIN Rail","IP30","-40°C ~ 75°C"
http://advdownload.advantech.com/productfile/PIS/BB-EIR-M-SC/Product%20-%20Datasheet/EIR-x-Sx-Series_3117ds20171129110905.pdf,//media.digikey.com/Photos/B&B%20Electronics/EIR-M-ST.jpg,1165-1034-ND,BB-EIR-M-ST,"B&B SmartWorx, Inc.",MEDIA CONVERTER DIN MOUNT,26,0,"229.00000","0","1","Bulk","-","Obsolete","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","LFPT","-","-","10 ~ 48VDC","RJ45, ST","DIN Rail","-","-40°C ~ 85°C"
http://advdownload.advantech.com/productfile/PIS/BB-232BRC/Product%20-%20Datasheet/232BRC_3017ds20171211233055.pdf,//media.digikey.com/Photos/B&B%20Electronics/MFG_232BRC.jpg,1165-1264-ND,BB-232BRC,"B&B SmartWorx, Inc.",RS-232 BAUD RATE/ FORMAT CONV,6,6,"248.85000","0","1","-","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2891315,%206,%207,%208_Ds.pdf",//media.digikey.com/Photos/Phoenix%20Photos/2891316.JPG,277-11940-ND,2891316,Phoenix Contact,FO CONVERTER ST DUPLEX,24,0,"383.00000","0","1","-","-","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","10km","-","12 ~ 48VDC","RJ45, ST","DIN Rail","IP20","-40°C ~ 75°C"
http://www.redlion.net/files/138/4020,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_Sixnet-SLX-3EG.jpg,RLC655-ND,SLX-3EG-1SFP,Red Lion Controls,3P GE MEDIA CON W/SFP,22,0,"410.28000","0","1","Bulk","-","Active","Unmanaged","Fixed + SFP","1","10/100/1000","Up to 1","SFP","1 (SFP)","-","Varies","Jumbo","10 ~ 30VDC","RJ45, SFP","Chassis Mount","-","-40°C ~ 85°C"
http://www.redlion.net/files/138/3459,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_N-Tron-1002MC.jpg,RLC645-ND,1002MC-SX,Red Lion Controls,1002MC-SX MEDIA CONVERTER,22,0,"419.83000","0","1","Bulk","N-TRON®","Active","Unmanaged","Fixed + SFP","1","10/100/1000","Up to 1","SFP","1 (SFP)","-","Varies","-","10 ~ 30VDC","RJ45, SFP","DIN Rail","-","-40°C ~ 85°C"
http://advdownload.advantech.com/productfile/PIS/BB-856-18831/Product%20-%20Datasheet/IE-Giga-MiniMc_1917ds20171129111220.pdf,//media.digikey.com/photos/B&B%20Electronics/856-18830.jpg,1165-1106-ND,BB-856-18830,"B&B SmartWorx, Inc.",NETWORKING HARDWARE,5,3,"450.00000","0","1","Bulk","IE-Giga-MiniMc","Active","Unmanaged","Fixed","1","10/100/1000","1","Gigabit (Multimode)","-","-","550m","1536","100 ~ 240VAC","RJ45, SC","Chassis Mount","-","-25°C ~ 85°C"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_EF24%20Series(1%20Fiber)_V2.pdf,//media.digikey.com/Photos/ATOP-Technologies/EF24-1G-1SFP.jpg,EF24-1G-1SFP-ND,EF24-1G-1SFP,ATOP Technologies,INDUSTRIAL GIGABIT FAST ETHERNET,4,0,"95.34000","0","1","-","EF24","Active","Unmanaged","Fixed + SFP","1","10/100/1000","Up to 1","SFP","1 (SFP)","LFPT","Varies","-","-","RJ45, SFP","DIN Rail","IP30","-10°C ~ 70°C"
https://assets.tripplite.com/product-pdfs/en/n785001lcmm.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N785-001-LC-MM.jpg,TL2139-ND,N785-001-LC-MM,Tripp Lite,EXTERNAL MULTIMODE MEDIA CONVERT,3,0,"193.92000","0","1","Bulk","-","Active","-","Fixed","1","10/100/1000","1","Gigabit (Multimode)","-","-","550m","-","100 ~ 240VAC","RJ45, LC","Chassis Mount","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2891320,%201_Ds.pdf",//media.digikey.com/Photos/Phoenix%20Photos/2891321.JPG,277-11944-ND,2891321,Phoenix Contact,FO CONVERTER ST DUPLEX,25,70,"198.00000","0","1","-","-","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","LFPT","10km","-","12 ~ 48VDC","RJ45, ST","DIN Rail","-","0°C ~ 70°C"
http://advdownload.advantech.com/productfile/PIS/BB-EIRP305-T/Product%20-%20Datasheet/EIRP305-T_3515ds20171129110901.pdf,//media.digikey.com/Photos/B&B%20Electronics/EIRP305-T.jpg,1165-1121-ND,BB-EIRP305-T,"B&B SmartWorx, Inc.",NETWORKING HARDWARE,4,6,"249.00000","0","1","-","Elinx™","Active","Unmanaged","Fixed","5","10/100","-","-","-","-","-","-","48VDC","RJ45","DIN Rail","IP30","-40°C ~ 75°C"
"//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2891315,%206,%207,%208_Ds.pdf",//media.digikey.com/Photos/Phoenix%20Photos/2891318.JPG,277-11942-ND,2891318,Phoenix Contact,FO CONVERTER SC DUPLEX,12,18,"459.00000","0","1","-","-","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","40km","-","12 ~ 48VDC","RJ45, SC","DIN Rail","IP20","-40°C ~ 75°C"
http://atoponline.com/store/img/cms/DM_EF23.pdf,//media.digikey.com/Photos/ATOP-Technologies/EF23-1-1F.jpg,EF23-1-1FM-SC-2-ND,EF23-1-1FM-SC-2,ATOP Technologies,INDUSTRIAL FAST ETHERNET-TO-FIBE,4,0,"96.96000","0","1","-","-","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","LFPT","30km","-","6V ~ 48V","RJ45, SC","DIN Rail","IP50","-10°C ~ 70°C"
http://atoponline.com/store/img/cms/DM_EF23.pdf,//media.digikey.com/Photos/ATOP-Technologies/EF23-1-1F.jpg,EF23-1-1FS-SC-30-ND,EF23-1-1FS-SC-30,ATOP Technologies,INDUSTRIAL FAST ETHERNET-TO-FIBE,5,0,"105.04000","0","1","-","-","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","30km","-","-","RJ45, SC","DIN Rail","IP50","-10°C ~ 70°C"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_EF24%20Series(2%20Fibers)_v2.pdf,//media.digikey.com/Photos/ATOP-Technologies/EF24-1G-2SFP.jpg,EF24-1G-2SFP-ND,EF24-1G-2SFP,ATOP Technologies,INDUSTRIAL GIGABIT FAST ETHERNET,9,0,"111.50000","0","1","-","EF24","Active","Unmanaged","Fixed + SFP","1","10/100/1000","Up to 1","SFP","1 (SFP)","LFPT","Varies","Jumbo","-","RJ45, SFP","DIN Rail","IP30","-10°C ~ 70°C"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_EF24%20Series(1%20Fiber)_V2.pdf,//media.digikey.com/Photos/ATOP-Technologies/EF24-1G-1F.jpg,EF24-1G-1FM-SC-550M-ND,EF24-1G-1FM-SC-550M,ATOP Technologies,INDUSTRIAL GIGABIT ETHERNET-TO-F,6,0,"132.90000","0","1","-","EF24","Active","Unmanaged","Fixed","1","10/100/1000","1","Gigabit (Multimode)","-","LFPT","550m","-","-","RJ45, SC","DIN Rail","IP30","-10°C ~ 70°C"
http://advdownload.advantech.com/productfile/PIS/BB-855-10619/Product%20-%20Datasheet/MiniMc-MiniMc-SFP_0317ds20171129112058.pdf,//media.digikey.com/Photos/B&B%20Electronics/855-10619.jpg,1165-1085-ND,BB-855-10619,"B&B SmartWorx, Inc.",NETWORKING HARDWARE,3,46,"135.00000","0","1","Bulk","MiniMc","Active","-","Fixed","1","10/100","Up to 1","SFP","1 (SFP)","-","Varies","1916","5VDC","RJ45, SFP","Chassis Mount","-","0°C ~ 50°C"
http://advdownload.advantech.com/productfile/PIS/BB-855-10619/Product%20-%20Datasheet/MiniMc-MiniMc-SFP_0317ds20171129112058.pdf,//media.digikey.com/photos/B&B%20Electronics/855-10622.jpg,1165-1100-ND,BB-855-10622,"B&B SmartWorx, Inc.",NETWORKING HARDWARE,2,2,"140.00000","0","1","Bulk","MiniMc","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","5km","1916","5VDC","RJ45, ST","Chassis Mount","-","0°C ~ 50°C"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_EF24%20Series(1%20Fiber)_V2.pdf,//media.digikey.com/Photos/ATOP-Technologies/EF24-1G-1F.jpg,EF24-1G-1FS-SC-10-ND,EF24-1G-1FS-SC-10,ATOP Technologies,INDUSTRIAL GIGABIT ETHERNET-TO-F,12,0,"140.62000","0","1","-","EF24","Active","Unmanaged","Fixed","1","10/100/1000","1","Gigabit (Singlemode)","-","LFPT","10km","-","-","RJ45, SC","DIN Rail","IP30","-10°C ~ 70°C"
http://www.atop.com.tw/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SF63-V4.pdf,//media.digikey.com/Photos/ATOP-Technologies/SF63-TB-DB-1Fx-ST-xx.jpg,SF63-TB-DB-1FM-ST-2-ND,SF63-TB-DB-1FM-ST-2,ATOP Technologies,INDUSTRIAL SERIAL-TO-FIBER MEDIA,6,0,"149.38000","0","1","-","-","Active","Unmanaged","Fixed","-","-","1","100BASE-FX (Multimode)","-","-","2km","-","-","ST","DIN Rail","IP30","-40°C ~ 70°C"
http://www.atop.com.tw/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SF63-V4.pdf,//media.digikey.com/Photos/ATOP-Technologies/SF63-TB-DB-1Fx-SC-xx.jpg,SF63-TB-DB-1FS-SC-30-ND,SF63-TB-DB-1FS-SC-30,ATOP Technologies,INDUSTRIAL SERIAL-TO-FIBER MEDIA,6,0,"164.02000","0","1","-","-","Active","Unmanaged","Fixed","-","-","1","100BASE-FX (Singlemode)","-","-","30km","-","-","SC","DIN Rail","IP30","-40°C ~ 70°C"
http://advdownload.advantech.com/productfile/PIS/EKI-2541MI/Product%20-%20Datasheet/EKI-2541SI2015071414522020181106160115.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_EKI-2541M-AE.jpg,EKI-2541M-AE-ND,EKI-2541M-AE,"B&B SmartWorx, Inc.",MEDIA CONV 10/100T/X-FIBER OPTIC,3,0,"175.00000","0","1","Bulk","-","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","LFPT","2km","-","12 ~ 48VDC","RJ45, SC","Chassis Mount","IP30","-10°C ~ 60°C"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_EF24%20Series(2%20Fibers)_v2.pdf,//media.digikey.com/Photos/ATOP-Technologies/EF24-1G-2F.jpg,EF24-1G-2FM-SC-550M-ND,EF24-1G-2FM-SC-550M,ATOP Technologies,INDUSTRIAL GIGABIT ETHERNET-TO-F,10,0,"196.24000","0","1","-","EF24","Active","Unmanaged","Fixed","1","10/100/1000","2","Gigabit (Multimode)","-","LFPT","550m","Jumbo","9 ~ 48VDC","RJ45, SC","DIN Rail","IP30","-10°C ~ 70°C"
"//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2891320,%201_Ds.pdf",//media.digikey.com/Photos/Phoenix%20Photos/2891320.JPG,277-11943-ND,2891320,Phoenix Contact,FO CONVERTER SC DUPLEX,5,255,"198.00000","0","1","-","-","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","10km","-","12 ~ 48VDC","RJ45, SC","DIN Rail","-","0°C ~ 60°C"
http://www.atop.com.cn/atop/mw/cufiles/files/download_dm/iapl_dm/CA_EF24%20Series(2%20Fibers)_v2.pdf,//media.digikey.com/Photos/ATOP-Technologies/EF24-1G-2F.jpg,EF24-1G-2FS-SC-10-ND,EF24-1G-2FS-SC-10,ATOP Technologies,INDUSTRIAL GIGABIT ETHERNET-TO-F,12,0,"219.68000","0","1","-","EF24","Active","Unmanaged","Fixed","1","10/100/1000","2","Gigabit (Singlemode)","-","LFPT","10km","Jumbo","9 ~ 48VDC","RJ45, SC","DIN Rail","IP30","-10°C ~ 70°C"
http://www.redlion.net/files/138/3415,//media.digikey.com/Photos/Red%20Lion%20Photos/MFG_102MC-ST-MDR.jpg,RLC545-ND,102MC-ST-MDR,Red Lion Controls,102MC-ST-MDR; MDR OPT,4,0,"230.50000","0","1","Bulk","N-TRON®","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","-","-","10 ~ 30VDC","RJ45, ST","DIN Rail","-","-40°C ~ 80°C"
http://advdownload.advantech.com/productfile/PIS/EKI-2541MI/Product%20-%20Datasheet/EKI-2541SI2015071414522020181106160115.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_EKI-2541S-AE.jpg,EKI-2541S-AE-ND,EKI-2541S-AE,"B&B SmartWorx, Inc.",MEDIA CONV 10/100T/X-FIBER OPTIC,2,26,"240.00000","0","1","Bulk","-","Active","-","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","LFPT","30km","-","12 ~ 48VDC","RJ45, SC","Chassis Mount","IP30","-10°C ~ 60°C"
http://advdownload.advantech.com/productfile/PIS/EKI-2541MI/Product%20-%20Datasheet/EKI-2541SI2015071414522020181106160115.pdf,//media.digikey.com/Photos/Advantech%20Corp%20Photos/MFG_EKI-2541SI-AE.jpg,EKI-2541SI-AE-ND,EKI-2541SI-AE,"B&B SmartWorx, Inc.",MEDIA CONV 10/100T/X-FIBER OPTIC,4,10,"299.00000","0","1","Bulk","-","Active","-","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","LFPT","30km","-","12 ~ 48VDC","RJ45, SC","Chassis Mount","IP30","-40°C ~ 75°C"
http://advdownload.advantech.com/productfile/PIS/BB-856-10747/Product%20-%20Datasheet/Giga-MiniMc-SFP_-_Giga-MiniMc-TX-SX_-_TX-LX_1917ds20171129111205.pdf,//media.digikey.com/photos/B&B%20Electronics/856-10730.jpg,1165-1090-ND,BB-856-10730,"B&B SmartWorx, Inc.",NETWORKING HARDWARE,6,81,"330.00000","0","1","Bulk","Giga-MiniMc","Active","-","Fixed","1","10/100/1000","1","Gigabit (Multimode)","-","-","550m","Jumbo","5VDC","RJ45, SC","Chassis Mount","-","0°C ~ 50°C"
http://advdownload.advantech.com/productfile/PIS/BB-855-10735/Product%20-%20Datasheet/MiniMc-Gigabit_1317ds20171129112028.pdf,//media.digikey.com/photos/B&B%20Electronics/855-10730.jpg,1165-1092-ND,BB-855-10730,"B&B SmartWorx, Inc.",NETWORKING HARDWARE,5,91,"330.00000","0","1","Bulk","MiniMc","Active","-","Fixed","1","10/100/1000","1","Gigabit (Multimode)","-","-","550m","Jumbo","5VDC","RJ45, SC","Chassis Mount","-","0°C ~ 50°C"
"//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2891315,%206,%207,%208_Ds.pdf",//media.digikey.com/Photos/Phoenix%20Photos/2891315.JPG,277-11939-ND,2891315,Phoenix Contact,FO CONVERTER SC DUPLEX,8,270,"383.00000","0","1","-","-","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","10km","-","12 ~ 48VDC","RJ45, SC","DIN Rail","IP20","-40°C ~ 75°C"
-,//media.digikey.com/Photos/Phoenix%20Photos/2744429.jpg,277-2961-ND,2744429,Phoenix Contact,REPEATER 3-WAY ISOLATION DIN,4,0,"454.00000","0","1","-","-","Active","Unmanaged","-","-","-","-","-","-","-","-","-","48V","-","DIN Rail","IP20","-40°C ~ 70°C"
http://advdownload.advantech.com/productfile/PIS/BB-856-18831/Product%20-%20Datasheet/IE-Giga-MiniMc_1917ds20171129111220.pdf,//media.digikey.com/photos/B&B%20Electronics/856-18831.jpg,1165-1105-ND,BB-856-18831,"B&B SmartWorx, Inc.",NETWORKING HARDWARE,3,10,"460.00000","0","1","Bulk","IE-Giga-MiniMc","Active","Unmanaged","Fixed","1","10/100/1000","1","Gigabit (Singlemode)","-","-","15km","1536","100 ~ 240VAC","RJ45, SC","Chassis Mount","-","-25°C ~ 85°C"
-,//media.digikey.com/Photos/Phoenix%20Photos/2708083.jpg,277-3025-ND,2708083,Phoenix Contact,FIBER OPTIC CONVERTER DIN RAIL,5,21,"628.00000","0","1","-","-","Active","-","Fixed","-","-","2","100BASE-FX (Multimode)","-","-","-","-","10 ~ 30VDC","ST","DIN Rail","-","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2891156.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_2891156.jpg,277-11938-ND,2891156,Phoenix Contact,FO CONVERTER LC DUPLEX,15,321,"874.00000","0","1","-","-","Active","Unmanaged","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","LFPT","40km","-","12 ~ 48VDC","RJ45, LC","DIN Rail","IP20","-40°C ~ 75°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/2708423.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2708423.JPG,277-3219-ND,2708423,Phoenix Contact,FIBER OPTIC CONVERTER DIN RAIL,5,0,"892.00000","0","1","-","-","Active","-","Fixed","-","-","2","100BASE-FX (Multimode)","-","-","-","-","18 ~ 30VDC","ST","DIN Rail","IP20","-20°C ~ 60°C"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/PSI-MOS-PROFIB-FO_Ds.pdf,//media.digikey.com/Photos/Phoenix%20Photos/2708261.jpg,277-3080-ND,2708261,Phoenix Contact,FIBER OPTIC CONVERTER DIN RAIL,14,0,"1021.00000","0","1","-","-","Active","-","Fixed","-","-","1","100BASE-FX (Multimode)","-","-","-","-","18 ~ 30VDC","-","DIN Rail","IP20","-20°C ~ 60°C"
-,//media.digikey.com/Photos/B&B%20Electronics/854-10622.jpg,1165-1210-ND,BB-854-10622,"B&B SmartWorx, Inc.","MINIMC MODULE, TP-TX/FX-MM1300-S",3,18,"133.00000","0","1","Bulk","MiniMc","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","5km","1916","100 ~ 240VAC","RJ45, ST","Chassis Mount","-","0°C ~ 50°C"
http://www.atop.com.tw/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SF63-V4.pdf,//media.digikey.com/Photos/ATOP-Technologies/SF63-TB-DB-1Fx-SC-xx.jpg,SF63-TB-DB-1FM-SC-2-ND,SF63-TB-DB-1FM-SC-2,ATOP Technologies,INDUSTRIAL SERIAL-TO-FIBER MEDIA,8,0,"149.38000","0","1","-","-","Active","Unmanaged","Fixed","-","-","1","100BASE-FX (Multimode)","-","-","2km","-","-","SC","DIN Rail","IP30","-40°C ~ 70°C"
http://www.atop.com.tw/atop/mw/cufiles/files/download_dm/iapl_dm/DM_SF63-V4.pdf,//media.digikey.com/Photos/ATOP-Technologies/SF63-TB-DB-1Fx-ST-xx.jpg,SF63-TB-DB-1FS-ST-30-ND,SF63-TB-DB-1FS-ST-30,ATOP Technologies,INDUSTRIAL SERIAL-TO-FIBER MEDIA,10,0,"164.02000","0","1","-","-","Active","Unmanaged","Fixed","-","-","1","100BASE-FX (Singlemode)","-","-","30km","-","-","ST","DIN Rail","IP30","-40°C ~ 70°C"
-,//media.digikey.com/Photos/B&B%20Electronics/855-19619.jpg,1165-1111-ND,BB-855-19619,"B&B SmartWorx, Inc.",NETWORKING HARDWARE,2,19,"230.00000","0","1","Bulk","IE-MiniMc","Active","-","Fixed + SFP","-","-","Up to 1","SFP","1 (SFP)","-","Varies","-","100 ~ 240VAC","SFP","Chassis Mount","-","-25°C ~ 85°C"
http://advdownload.advantech.com/productfile/PIS/BB-855-19724/Product%20-%20Datasheet/IE-MiniMc_1217ds20171129111415.pdf,//media.digikey.com/Photos/B&B%20Electronics/855-19723.jpg,1165-1088-ND,BB-855-19723,"B&B SmartWorx, Inc.",NETWORKING HARDWARE,3,2,"290.00000","0","1","Bulk","IE-MiniMc","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","5km","1916","7 ~ 50VDC","RJ45, SC","Chassis Mount","-","-40°C ~ 85°C"
https://assets.tripplite.com/product-pdfs/en/n784001st.pdf,//media.digikey.com/Photos/Tripplite%20Photos/MFG_N784-001-ST.jpg,TL2138-ND,N784-001-ST,Tripp Lite,EXTERNAL MULTIMODE MEDIA CONVERT,9,0,"57.69000","0","1","-","-","Active","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC3-Datasheet.pdf,-,1953-1002-ND,HEMC3-ST-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,24,0,"82.16000","0","1","-","HEMC3","Active","Unmanaged","Fixed","2","10/100","1","100BASE-FX (Multimode)","-","-","2km","-","12 ~ 36VDC","ST","DIN Rail","IP30","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC3-Datasheet.pdf,-,1953-1000-ND,HEMC3-SC-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,22,0,"82.16000","0","1","-","HEMC3","Active","Unmanaged","Fixed","2","10/100","1","100BASE-FX (Multimode)","-","-","2km","-","12 ~ 36VDC","SC","DIN Rail","IP30","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC3-Datasheet.pdf,-,1953-1001-ND,HEMC3-SC-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,12,0,"102.96000","0","1","-","HEMC3","Active","Unmanaged","Fixed","2","10/100","1","100BASE-FX (Multimode)","-","-","2km","-","12 ~ 36VDC","SC","DIN Rail","IP30","-40°C ~ 75°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC3-Datasheet.pdf,-,1953-1003-ND,HEMC3-ST-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,5,0,"102.96000","0","1","-","HEMC3","Active","Unmanaged","Fixed","2","10/100","1","100BASE-FX (Multimode)","-","-","2km","-","12 ~ 36VDC","ST","DIN Rail","IP30","-40°C ~ 75°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2G-Datasheet.pdf,-,1953-1004-ND,HEMC2G-SC-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,10,0,"196.98000","0","1","-","HEMC2G","Active","Unmanaged","Fixed","1","10/100/1000","1","Gigabit (Multimode)","-","-","2km","-","12 ~ 36VDC","SC","DIN Rail","IP30","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2G-Datasheet.pdf,-,1953-1006-ND,HEMC2G-ST-VL,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,10,0,"196.98000","0","1","-","HEMC2G","Active","Unmanaged","Fixed","1","10/100/1000","1","Gigabit (Multimode)","-","-","2km","-","12 ~ 36VDC","ST","DIN Rail","IP30","-10°C ~ 60°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2G-Datasheet.pdf,-,1953-1005-ND,HEMC2G-SC-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,7,0,"221.49000","0","1","-","HEMC2G","Active","Unmanaged","Fixed","1","10/100/1000","1","Gigabit (Multimode)","-","-","2km","-","12 ~ 36VDC","SC","DIN Rail","IP30","-40°C ~ 75°C"
http://www.henrich-inc.com/products/switches/DATASHEET/HEMC2G-Datasheet.pdf,-,1953-1007-ND,HEMC2G-ST-VLW,Henrich Electronics Corporation,MEDIA CONVERTER DIN-RAIL UNMANAG,7,0,"221.49000","0","1","-","HEMC2G","Active","Unmanaged","Fixed","1","10/100/1000","1","Gigabit (Multimode)","-","-","2km","-","12 ~ 36VDC","ST","DIN Rail","IP30","-40°C ~ 75°C"
http://advdownload.advantech.com/productfile/PIS/BB-EIR-M-SC/Product%20-%20Datasheet/EIR-x-Sx-Series_3117ds20171129110905.pdf,//media.digikey.com/photos/B&B%20Electronics/EIR-M-SC.JPG,1165-1033-ND,BB-EIR-M-SC,"B&B SmartWorx, Inc.",MEDIA CONVERTER DIN MOUNT,15,0,"229.00000","0","1","Bulk","-","Obsolete","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","LFPT","-","-","10 ~ 48VDC","RJ45, SC","DIN Rail","-","-40°C ~ 85°C"
http://advdownload.advantech.com/productfile/PIS/BB-EIR-M-SC/Product%20-%20Datasheet/EIR-x-Sx-Series_3117ds20171129110905.pdf,//media.digikey.com/photos/B&B%20Electronics/EIR-S-SC.JPG,1165-1036-ND,BB-EIR-S-SC,"B&B SmartWorx, Inc.",MEDIA CONVERTER DIN MOUNT,2,28,"399.00000","0","1","Bulk","-","Obsolete","-","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","LFPT","-","-","10 ~ 48VDC","RJ45, SC","DIN Rail","-","-40°C ~ 85°C"
http://advdownload.advantech.com/productfile/PIS/BB-855-10619/Product%20-%20Datasheet/MiniMc-MiniMc-SFP_0317ds20171129112058.pdf,//media.digikey.com/photos/B&B%20Electronics/855-10623.jpg,1165-1101-ND,BB-855-10623,"B&B SmartWorx, Inc.",NETWORKING HARDWARE,1,82,"140.00000","0","1","Bulk","MiniMc","Active","-","Fixed","1","10/100","1","100BASE-FX (Multimode)","-","-","5km","1916","5VDC","RJ45, SC","Chassis Mount","-","0°C ~ 50°C"
http://advdownload.advantech.com/productfile/PIS/BB-855-10619/Product%20-%20Datasheet/MiniMc-MiniMc-SFP_0317ds20171129112058.pdf,//media.digikey.com/photos/B&B%20Electronics/855-10625.jpg,1165-1096-ND,BB-855-10625,"B&B SmartWorx, Inc.",MINIMC TP-TX/FX-SM1310/PLUS-SC,1,35,"180.00000","0","1","Bulk","MiniMc","Active","-","Fixed","1","10/100","1","100BASE-FX (Singlemode)","-","-","40km","1916","5VDC","RJ45, SC","Chassis Mount","-","0°C ~ 50°C"
