Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Memory Size","Memory Type","Type","Speed - Read","Speed - Write","Operating Temperature","Size / Dimension"
-,-,SFU3064GE1AE2TO-C-LT-1A1-STD-ND,SFU3064GE1AE2TO-C-LT-1A1-STD,Swissbit,IND USB FLASH DRIVE U-50K 64 GB,0,0,"94.13000","0","1","U-50K","Active","64GB","FLASH - NAND (MLC)","USB 3.1","140MB/s","60MB/s","0°C ~ 70°C","67.80mm L x 18.00mm H x 8.30mm W"
https://swissbit.com/data/view.php?q=U-56/U-56_fact_sheet.pdf,-,SFU3032GC1AE2TO-C-LF-1AP-STD-ND,SFU3032GC1AE2TO-C-LF-1AP-STD,Swissbit,IND USB FLASH DRIVE U-56N 32 GB,0,0,"95.02000","0","1","U-56N","Active","32GB","FLASH - NAND (pSLC)","USB 3.1","190MB/s","125MB/s","0°C ~ 70°C","24.00mm L x 12.10mm H x 4.50mm W"
https://industrial.apacer.com/upfiles/ADUpload/allshare/USB_Drive_AH321-M.pdf,-,APHA064GR13CG-CM-ND,APHA064GR13CG-CM,Apacer Memory America,USB FLASH DRIVE 64GB MLC USB 2.0,0,0,"95.92380","0","500","AH321","Active","64GB","FLASH - NAND (MLC)","USB 2.0","29MB/s","10MB/s","0°C ~ 70°C","53.30mm L x 18.80mm W x 8.00mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH322/Industrial-USB_AH322.pdf,-,APHA064GR23CG-CM-ND,APHA064GR23CG-CM,Apacer Memory America,USB FLASH DRIVE 64GB MLC USB 2.0,0,0,"95.92380","0","500","*","Active","64GB","FLASH - NAND (MLC)","USB 2.0","29MB/s","10MB/s","0°C ~ 70°C","55.29mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH553.pdf,-,AP64GAH553U-ND,AP64GAH553U,Apacer Memory America,USB FLASH DRIVE 64GB USB 2.0/3.0,0,0,"96.08000","0","1","AH553","Active","64GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","59.00mm L x 18.40mm W x 9.10mm H"
-,-,SFU3032GE1AE2TO-C-LT-1AP-STD-ND,SFU3032GE1AE2TO-C-LT-1AP-STD,Swissbit,IND USB FLASH DRIVE U-56K 32 GB,0,0,"96.08000","0","1","U-56K","Active","32GB","FLASH - NAND (pSLC)","USB 3.1","175MB/s","110MB/s","0°C ~ 70°C","67.80mm L x 18.00mm H x 8.30mm W"
-,-,SFU3064GC1AE2TO-I-LF-1A1-STD-ND,SFU3064GC1AE2TO-I-LF-1A1-STD,Swissbit,IND USB FLASH DRIVE U-50N 64 GB,0,0,"99.61000","0","1","U-50N","Active","64GB","FLASH - NAND (MLC)","USB 3.1","135MB/s","65MB/s","-40°C ~ 85°C","24.00mm L x 12.10mm H x 4.50mm W"
-,-,SFU3064GE1AE2TO-I-LT-1A1-STD-ND,SFU3064GE1AE2TO-I-LT-1A1-STD,Swissbit,IND USB FLASH DRIVE U-50K 64 GB,0,0,"100.67000","0","1","U-50K","Active","64GB","FLASH - NAND (MLC)","USB 3.1","140MB/s","60MB/s","-40°C ~ 85°C","67.80mm L x 18.00mm H x 8.30mm W"
https://swissbit.com/data/view.php?q=U-56/U-56_fact_sheet.pdf,-,SFU3032GC1AE2TO-I-LF-1AP-STD-ND,SFU3032GC1AE2TO-I-LF-1AP-STD,Swissbit,IND USB FLASH DRIVE U-56N 32 GB,0,0,"101.55000","0","1","U-56N","Active","32GB","FLASH - NAND (pSLC)","USB 3.1","190MB/s","125MB/s","-40°C ~ 85°C","24.00mm L x 12.10mm H x 4.50mm W"
-,-,SFU3032GE1AE2TO-I-LT-1AP-STD-ND,SFU3032GE1AE2TO-I-LT-1AP-STD,Swissbit,IND USB FLASH DRIVE U-56K 32 GB,0,0,"102.61000","0","1","U-56K","Active","32GB","FLASH - NAND (pSLC)","USB 3.1","175MB/s","110MB/s","-40°C ~ 85°C","67.80mm L x 18.00mm H x 8.30mm W"
-,-,AF8GUFEDBK(I)-OEM-ND,AF8GUFEDBK(I)-OEM,"ATP Electronics, Inc.",USB FLASH DRIVE 8GB SLC USB 2.0,0,0,"102.82960","0","50","Endura™","Active","8GB","FLASH - NAND (SLC)","USB 2.0","21MB/s","16MB/s","-40°C ~ 85°C","33.70mm L x 17.50mm W x 9.40mm H"
http://www.amphenol-socapex.com/uploads/Page%20RJ/USB-A%20with%20Self%20Closing%20Cap.pdf,-,USBAPKEY4096-ND,USBAPKEY4096,Amphenol PCD,USB FLASH DRIVE 4GB USB 2.0,0,0,"104.38000","0","10","-","Active","4GB","-","USB 2.0","-","-","-40°C ~ 85°C","28.00mm Dia x 54.00mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH321_SLC&MLC_APHAxxxXX13XG-XXX_Spec_rev2.5.pdf,-,APHA008GR13CG-6T-ND,APHA008GR13CG-6T,Apacer Memory America,USB FLASH DRIVE 8GB SLC USB 2.0,0,0,"110.43000","0","1","AH321","Active","8GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","15MB/s","0°C ~ 70°C","53.60mm L x 19.00mm W x 8.00mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH322_SLC&MLC_APHAxxxXX23XG-XXX_Spec_rev2.5.pdf,-,APHA008GR23CG-6T-ND,APHA008GR23CG-6T,Apacer Memory America,USB FLASH DRIVE 8GB SLC USB 2.0,0,0,"110.43000","0","1","AH322","Active","8GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","15MB/s","0°C ~ 70°C","52.18mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA008GAG0CG-2T-ND,APHA008GAG0CG-2T,Apacer Memory America,USB FLASH DRV 8GB SLC USB2.0/3.0,0,0,"117.09000","0","1","EH353","Active","8GB","FLASH - NAND (SLC)","USB 2.0, 3.0","80MB/s","65MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
-,-,SFU3008GE1AE1TO-C-DB-1A1-STD-ND,SFU3008GE1AE1TO-C-DB-1A1-STD,Swissbit,IND USB FLASH DRIVE U-500K 8 GB,0,0,"120.09000","0","1","U-500K","Active","8GB","FLASH - NAND (SLC)","USB 3.1","175MB/s","90MB/s","0°C ~ 70°C","67.80mm L x 18.00mm H x 8.30mm W"
http://eflash.apacerus.com/SPEC/USB/Drive/AH321_SLC&MLC_APHAxxxXX13XG-XXX_Spec_rev2.5.pdf,-,APHA008GT13EG-6T-ND,APHA008GT13EG-6T,Apacer Memory America,USB FLASH DRIVE 8GB SLC USB 2.0,0,0,"123.75000","0","1","AH321","Active","8GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","15MB/s","-40°C ~ 85°C","53.60mm L x 19.00mm W x 8.00mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH322_SLC&MLC_APHAxxxXX23XG-XXX_Spec_rev2.5.pdf,-,APHA008GT23EG-6T-ND,APHA008GT23EG-6T,Apacer Memory America,USB FLASH DRIVE 8GB SLC USB 2.0,0,0,"123.75000","0","1","AH322","Active","8GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","15MB/s","-40°C ~ 70°C","52.18mm L x 18.00mm W x 8.50mm H"
-,-,AP128GAH350B-ND,AP128GAH350B,Apacer Memory America,USB FLASH DRV 128GB USB 2.0/3.0,0,0,"127.60000","0","1","AH350","Active","128GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","53.40mm L x 23.30mm W x 7.50mm H"
-,-,SFU3008GE1AE1TO-I-DB-1A1-STD-ND,SFU3008GE1AE1TO-I-DB-1A1-STD,Swissbit,IND USB FLASH DRIVE U-500K 8 GB,0,0,"128.57000","0","1","U-500K","Active","8GB","FLASH - NAND (SLC)","USB 3.1","175MB/s","90MB/s","-40°C ~ 85°C","67.80mm L x 18.00mm H x 8.30mm W"
-,-,AP128GAH350B-1-ND,AP128GAH350B-1,Apacer Memory America,USB FLASH DRV 128GB USB 2.0/3.0,0,0,"129.10000","0","1","AH350","Active","128GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","53.40mm L x 23.30mm W x 7.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA008GAG0EG-2T-ND,APHA008GAG0EG-2T,Apacer Memory America,USB FLASH DRV 8GB SLC USB2.0/3.0,0,0,"131.79000","0","1","EH353","Active","8GB","FLASH - NAND (SLC)","USB 2.0, 3.0","80MB/s","65MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/EH353_15nm_APHAxxxXAX0XG-XTX_Spec_rev1.6.pdf,-,APHA128GAK0CG-3TM-ND,APHA128GAK0CG-3TM,Apacer Memory America,USB FLASH DRV 128GB MLC 2.0/3.0,0,0,"136.98000","0","1","EH353","Active","128GB","FLASH - NAND (MLC)","USB 2.0, 3.0","190MB/s","95MB/s","0°C ~ 70°C","32.00mm L x 13.50mm W x 12.00mm H"
http://www.amphenol-socapex.com/uploads/Page%20RJ/USB-A%20with%20Self%20Closing%20Cap.pdf,-,USBAPKEY8192-ND,USBAPKEY8192,Amphenol PCD,USB FLASH DRIVE 8GB USB 2.0,0,0,"148.21700","0","10","-","Active","8GB","-","USB 2.0","-","-","-40°C ~ 85°C","28.00mm Dia x 54.00mm H"
http://www.virtium.com/wp-content/uploads/2016/04/PB007-1114-03-TuffDrive-eUSB-Family-Product-Brief.pdf,-,VTDU32PC016G-1A0-ND,VTDU32PC016G-1A0,Virtium LLC,USB FLASH DRIVE 16GB SLC 2.0/3.0,0,0,"148.56800","0","20","TuffDrive® eUSB","Active","16GB","FLASH - NAND (SLC)","USB 2.0, 3.0","-","-","0°C ~ 70°C","36.90mm L x 26.60mm W x 5.95mm H"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1402489.pdf,//media.digikey.com/Photos/Phoenix%20Photos/MFG_1402489.jpg,1402489-ND,1402489,Phoenix Contact,USB FLASH DRIVE 8GB USB 2.0,0,0,"153.78000","0","1","-","Active","8GB","-","USB 2.0","-","-","-15°C ~ 60°C","100.30mm L x 36.80mm W x 20.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH553.pdf,-,AP128GAH553U-ND,AP128GAH553U,Apacer Memory America,USB FLASH DRV 128GB USB 2.0/3.0,0,0,"160.68000","0","1","AH553","Active","128GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","59.00mm L x 18.40mm W x 9.10mm H"
-,-,SFU3128GE1AE1TO-C-OC-1A1-STD-ND,SFU3128GE1AE1TO-C-OC-1A1-STD,Swissbit,IND USB FLASH DRIVE U-50K 128 GB,0,0,"165.58000","0","1","U-50K","Active","128GB","FLASH - NAND (MLC)","USB 3.1","140MB/s","60MB/s","0°C ~ 70°C","67.80mm L x 18.00mm H x 8.30mm W"
-,-,SFU3064GE1AE1TO-C-OC-1AP-STD-ND,SFU3064GE1AE1TO-C-OC-1AP-STD,Swissbit,IND USB FLASH DRIVE U-56K 64 GB,0,0,"168.91000","0","1","U-56K","Active","64GB","FLASH - NAND (pSLC)","USB 3.1","175MB/s","110MB/s","0°C ~ 70°C","67.80mm L x 18.00mm H x 8.30mm W"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFU22048E3BP2TO-I-MS-121-STD.JPG,SFU28192E3BP2TO-C-QT-121-STD-ND,SFU28192E3BP2TO-C-QT-121-STD,Swissbit,USB FLASH DRIVE 8GB SLC USB 2.0,0,0,"173.90000","0","1","unitedCONTRAST II","Active","8GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","23MB/s","0°C ~ 70°C","67.85mm L x 17.97mm W x 8.35mm H"
-,-,SFU3128GE1AE1TO-I-OC-1A1-STD-ND,SFU3128GE1AE1TO-I-OC-1A1-STD,Swissbit,IND USB FLASH DRIVE U-50K 128 GB,0,0,"176.79000","0","1","U-50K","Active","128GB","FLASH - NAND (MLC)","USB 3.1","140MB/s","60MB/s","-40°C ~ 85°C","67.80mm L x 18.00mm H x 8.30mm W"
http://www.amphenol-socapex.com/wp-content/themes/amphenol_socapex_theme/downloads/pdf/Field%20Series.pdf,-,USBFTVKEY6A4096N-ND,USBFTVKEY6A4096N,Amphenol PCD,USB FLASH DRIVE 4GB USB 2.0,0,0,"177.19000","0","10","-","Active","4GB","-","USB 2.0","-","-","-40°C ~ 85°C","-"
-,-,SFU3064GE1AE1TO-I-OC-1AP-STD-ND,SFU3064GE1AE1TO-I-OC-1AP-STD,Swissbit,IND USB FLASH DRIVE U-56K 64 GB,0,0,"180.29000","0","1","U-56K","Active","64GB","FLASH - NAND (pSLC)","USB 3.1","175MB/s","110MB/s","-40°C ~ 85°C","67.80mm L x 18.00mm H x 8.30mm W"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFU22048E3BP2TO-I-MS-121-STD.JPG,1052-1181-ND,SFU28192E3BP2TO-I-QT-121-STD,Swissbit,USB FLASH DRIVE 8GB SLC USB 2.0,0,0,"187.64000","0","1","unitedCONTRAST II","Active","8GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","23MB/s","-40°C ~ 85°C","67.85mm L x 17.97mm W x 8.35mm H"
-,-,SFU3016GE1AE1TO-C-QC-1A1-STD-ND,SFU3016GE1AE1TO-C-QC-1A1-STD,Swissbit,IND USB FLASH DRIVE U-500K 16 GB,0,0,"201.29000","0","1","U-500K","Active","16GB","FLASH - NAND (SLC)","USB 3.1","175MB/s","90MB/s","0°C ~ 70°C","67.80mm L x 18.00mm H x 8.30mm W"
-,-,USBAPKEY16-ND,USBAPKEY16,Amphenol PCD,USB FLASH DRIVE 16MB,0,0,"207.03100","0","10","-","Active","16MB","-","-","-","-","-","-"
http://eflash.apacerus.com/SPEC/USB/Drive/AH321_SLC&MLC_APHAxxxXX13XG-XXX_Spec_rev2.5.pdf,-,APHA016GR13CG-6T-ND,APHA016GR13CG-6T,Apacer Memory America,USB FLASH DRIVE 16GB SLC USB 2.0,0,0,"207.29000","0","1","AH321","Active","16GB","FLASH - NAND (SLC)","USB 2.0","34MB/s","22MB/s","0°C ~ 70°C","53.60mm L x 19.00mm W x 8.00mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH322_SLC&MLC_APHAxxxXX23XG-XXX_Spec_rev2.5.pdf,-,APHA016GR23CG-6T-ND,APHA016GR23CG-6T,Apacer Memory America,USB FLASH DRIVE 16GB SLC USB 2.0,0,0,"207.29000","0","1","AH322","Active","16GB","FLASH - NAND (SLC)","USB 2.0","34MB/s","22MB/s","0°C ~ 70°C","52.18mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/EH353_15nm_APHAxxxXAX0XG-XTX_Spec_rev1.6.pdf,-,APHA128GAK0EG-3TM-ND,APHA128GAK0EG-3TM,Apacer Memory America,USB FLASH DRV 128GB MLC 2.0/3.0,0,0,"210.25000","0","1","EH353","Active","128GB","FLASH - NAND (MLC)","USB 2.0, 3.0","190MB/s","95MB/s","-40°C ~ 85°C","32.00mm L x 13.50mm W x 12.00mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH321_SLC&MLC_APHAxxxXX13XG-XXX_Spec_rev2.5.pdf,-,APHA016GT13EG-6T-ND,APHA016GT13EG-6T,Apacer Memory America,USB FLASH DRIVE 16GB SLC USB 2.0,0,0,"215.26000","0","1","AH321","Active","16GB","FLASH - NAND (SLC)","USB 2.0","34MB/s","22MB/s","-40°C ~ 85°C","53.60mm L x 19.00mm W x 8.00mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH322_SLC&MLC_APHAxxxXX23XG-XXX_Spec_rev2.5.pdf,-,APHA016GT23EG-6T-ND,APHA016GT23EG-6T,Apacer Memory America,USB FLASH DRIVE 16GB SLC USB 2.0,0,0,"215.26000","0","1","AH322","Active","16GB","FLASH - NAND (SLC)","USB 2.0","34MB/s","22MB/s","-40°C ~ 70°C","52.18mm L x 18.00mm W x 8.50mm H"
-,-,SFU3016GE1AE1TO-I-QC-1A1-STD-ND,SFU3016GE1AE1TO-I-QC-1A1-STD,Swissbit,IND USB FLASH DRIVE U-500K 16 GB,0,0,"215.29000","0","1","U-500K","Active","16GB","FLASH - NAND (SLC)","USB 3.1","175MB/s","90MB/s","-40°C ~ 85°C","67.80mm L x 18.00mm H x 8.30mm W"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA016GAG0CG-2T-ND,APHA016GAG0CG-2T,Apacer Memory America,USB FLASH DRIVE 16GB SLC 2.0/3.0,0,0,"217.76000","0","1","EH353","Active","16GB","FLASH - NAND (SLC)","USB 2.0, 3.0","80MB/s","70MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA016GAG0EG-2T-ND,APHA016GAG0EG-2T,Apacer Memory America,USB FLASH DRIVE 16GB SLC 2.0/3.0,0,0,"228.91000","0","1","EH353","Active","16GB","FLASH - NAND (SLC)","USB 2.0, 3.0","80MB/s","70MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH553.pdf,-,AP256GAH553U-ND,AP256GAH553U,Apacer Memory America,USB FLASH DRV 256GB USB 2.0/3.0,0,0,"231.34000","0","1","AH553","Active","256GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","59.00mm L x 18.40mm W x 9.10mm H"
http://www.amphenol-socapex.com/wp-content/themes/amphenol_socapex_theme/downloads/pdf/Field%20Series.pdf,-,USBFTVKEY6A4096GCAP-ND,USBFTVKEY6A4096GCAP,Amphenol PCD,USB FLASH DRIVE 4GB USB 2.0,0,0,"233.29600","0","5","-","Active","4GB","-","USB 2.0","-","-","-40°C ~ 85°C","-"
http://consumer.apacer.com/eng/upload/download/20170413142730_banner_.pdf,-,AP64GAH650C-ND,AP64GAH650C,Apacer Memory America,USB FLASH DRIVE 64GB USB 2.0/3.0,0,0,"261.85000","0","1","AH650","Active","64GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","64.40mm L x 22.80mm W x 10.30mm H"
http://consumer.apacer.com/eng/upload/download/20170413142730_banner_.pdf,-,AP64GAH650S-ND,AP64GAH650S,Apacer Memory America,USB FLASH DRIVE 64GB USB 2.0/3.0,0,0,"261.85000","0","1","AH650","Active","64GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","64.40mm L x 22.80mm W x 10.30mm H"
-,-,SFU3032GE1AE1TO-C-NC-1A1-STD-ND,SFU3032GE1AE1TO-C-NC-1A1-STD,Swissbit,IND USB FLASH DRIVE U-500K 32 GB,0,0,"297.68000","0","1","U-500K","Active","32GB","FLASH - NAND (SLC)","USB 3.1","175MB/s","90MB/s","0°C ~ 70°C","67.80mm L x 18.00mm H x 8.30mm W"
http://eflash.apacerus.com/SPEC/USB/Drive/AH321_SLC&MLC_APHAxxxXX13XG-XXX_Spec_rev2.5.pdf,-,APHA032GR13CG-6T-ND,APHA032GR13CG-6T,Apacer Memory America,USB FLASH DRIVE 32GB SLC USB 2.0,0,0,"312.71000","0","1","AH321","Active","32GB","FLASH - NAND (SLC)","USB 2.0","31MB/s","21MB/s","0°C ~ 70°C","53.60mm L x 19.00mm W x 8.00mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH322_SLC&MLC_APHAxxxXX23XG-XXX_Spec_rev2.5.pdf,-,APHA032GR23CG-6T-ND,APHA032GR23CG-6T,Apacer Memory America,USB FLASH DRIVE 32GB SLC USB 2.0,0,0,"312.71000","0","1","AH322","Active","32GB","FLASH - NAND (SLC)","USB 2.0","31MB/s","21MB/s","0°C ~ 70°C","52.18mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA032GAG0CG-2T-ND,APHA032GAG0CG-2T,Apacer Memory America,USB FLASH DRIVE 32GB SLC 2.0/3.0,0,0,"314.37000","0","1","EH353","Active","32GB","FLASH - NAND (SLC)","USB 2.0, 3.0","80MB/s","70MB/s","0°C ~ 70°C","59.00mm L x 18.40mm W x 9.10mm H"
-,-,SFU3032GE1AE1TO-I-NC-1A1-STD-ND,SFU3032GE1AE1TO-I-NC-1A1-STD,Swissbit,IND USB FLASH DRIVE U-500K 32 GB,0,0,"317.52000","0","1","U-500K","Active","32GB","FLASH - NAND (SLC)","USB 3.1","175MB/s","90MB/s","-40°C ~ 85°C","67.80mm L x 18.00mm H x 8.30mm W"
http://eflash.apacerus.com/SPEC/USB/Drive/AH321_SLC&MLC_APHAxxxXX13XG-XXX_Spec_rev2.5.pdf,-,APHA032GT13EG-6T-ND,APHA032GT13EG-6T,Apacer Memory America,USB FLASH DRIVE 32GB SLC USB 2.0,0,0,"332.80000","0","1","AH321","Active","32GB","FLASH - NAND (SLC)","USB 2.0","31MB/s","21MB/s","-40°C ~ 85°C","53.60mm L x 19.00mm W x 8.00mm H"
http://eflash.apacerus.com/SPEC/USB/Drive/AH322_SLC&MLC_APHAxxxXX23XG-XXX_Spec_rev2.5.pdf,-,APHA032GT23EG-6T-ND,APHA032GT23EG-6T,Apacer Memory America,USB FLASH DRIVE 32GB SLC USB 2.0,0,0,"332.80000","0","1","AH322","Active","32GB","FLASH - NAND (SLC)","USB 2.0","31MB/s","21MB/s","-40°C ~ 70°C","52.18mm L x 18.00mm W x 8.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/EH353/Industrial-USB_EH353.pdf,//media.digikey.com/Photos/Apacer%20Photos/APHA064GAG0EG-1TM.jpg,APHA032GAG0EG-2T-ND,APHA032GAG0EG-2T,Apacer Memory America,USB FLASH DRIVE 32GB SLC 2.0/3.0,0,0,"333.72000","0","1","EH353","Active","32GB","FLASH - NAND (SLC)","USB 2.0, 3.0","80MB/s","70MB/s","-40°C ~ 85°C","59.00mm L x 18.40mm W x 9.10mm H"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3714_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3714.jpg,1528-2550-ND,3714,Adafruit Industries LLC,USB FLASH DRIVE 2GB USB 2.0,0,0,"9.98000","0","1","-","Active","2GB","-","USB 2.0","-","-","-","57.40mm L x 24.20mm W x 3.20mm H"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1405109.pdf,-,1405109-ND,1405109,Phoenix Contact,USB FLASH DRIVE 2GB USB 2.0,0,0,"Obsolete","0","1","-","Obsolete","2GB","-","USB 2.0","-","-","-15°C ~ 60°C","100.30mm L x 36.80mm W x 20.60mm H"
-,-,AF4GUFEDBK(I)-JABXX-ND,AF4GUFEDBK(I)-JABXX,"ATP Electronics, Inc.",USB FLASH DRIVE 4GB SLC USB 2.0,0,0,"Obsolete","0","49","Endura™","Obsolete","4GB","FLASH - NAND (SLC)","USB 2.0","33MB/s","22MB/s","-40°C ~ 85°C","33.70mm L x 17.50mm W x 9.40mm H"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFU22048E3BP2TO-I-MS-121-STD.JPG,SFU20512E1BP2TO-I-MS-111-STD-ND,SFU20512E1BP2TO-I-MS-111-STD,Swissbit,USB FLASH DRV 512MB SLC USB 2.0,0,0,"Obsolete","0","120","unitedCONTRAST II","Obsolete","512MB","FLASH - NAND (SLC)","USB 2.0","32MB/s","23MB/s","-40°C ~ 85°C","67.85mm L x 17.97mm W x 8.35mm H"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFU22048E3BP2TO-I-MS-121-STD.JPG,SFU21024E1BP2TO-C-MS-111-STD-ND,SFU21024E1BP2TO-C-MS-111-STD,Swissbit,USB FLASH DRIVE 1GB SLC USB 2.0,0,0,"Obsolete","0","120","unitedCONTRAST II","Obsolete","1GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","23MB/s","0°C ~ 70°C","67.85mm L x 17.97mm W x 8.35mm H"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFU22048E3BP2TO-I-MS-121-STD.JPG,SFU21024E1BP2TO-I-MS-111-STD-ND,SFU21024E1BP2TO-I-MS-111-STD,Swissbit,USB FLASH DRIVE 1GB SLC USB 2.0,0,0,"Obsolete","0","120","unitedCONTRAST II","Obsolete","1GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","23MB/s","-40°C ~ 85°C","67.85mm L x 17.97mm W x 8.35mm H"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFU22048E3BP2TO-I-MS-121-STD.JPG,SFU216GBE1BP2MT-C-QT-121-STD-ND,SFU216GBE1BP2MT-C-QT-121-STD,Swissbit,USB FLASH DRIVE 16GB SLC USB 2.0,0,0,"Obsolete","0","120","unitedCONTRAST II","Obsolete","16GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","23MB/s","0°C ~ 70°C","67.85mm L x 17.97mm W x 8.35mm H"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFU22048E3BP2TO-I-MS-121-STD.JPG,SFU20512E1BP2TO-C-MS-111-STD-ND,SFU20512E1BP2TO-C-MS-111-STD,Swissbit,USB FLASH DRV 512MB SLC USB 2.0,0,0,"Obsolete","0","120","unitedCONTRAST II","Obsolete","512MB","FLASH - NAND (SLC)","USB 2.0","32MB/s","23MB/s","0°C ~ 70°C","67.85mm L x 17.97mm W x 8.35mm H"
//media.digikey.com/pdf/Data%20Sheets/Phoenix%20Contact%20PDFs/1405086.pdf,-,1405086-ND,1405086,Phoenix Contact,USB FLASH DRIVE 2GB USB 2.0,0,0,"Obsolete","0","1","-","Obsolete","2GB","-","USB 2.0","-","-","-15°C ~ 60°C","72.00mm L x 16.50mm W x 7.50mm H"
https://www.swissbit.com/wp-content/uploads/2015/03/swissbit_prduktbroschuere_10_2014_150dpi_v1.pdf,//media.digikey.com/Photos/Swissbit%20NA%20Inc/SFU22048E3BP2TO-I-MS-121-STD.JPG,SFU216GBE1BP2MT-C-QT-131-STD-ND,SFU216GBE1BP2MT-C-QT-131-STD,Swissbit,USB FLASH DRIVE 16GB SLC USB 2.0,0,0,"Obsolete","0","60","unitedCONTRAST II","Obsolete","16GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","23MB/s","0°C ~ 70°C","67.85mm L x 17.97mm W x 8.35mm H"
