Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Memory Size","Memory Type","Type","Speed - Read","Speed - Write","Operating Temperature","Size / Dimension"
-,-,APHA008GA20EG-2TM-ND,APHA008GA20EG-2TM,Apacer Memory America,USB FLASH DRIVE 8GB MLC,0,0,"Obsolete","0","0","AH322-M","Obsolete","8GB","FLASH - NAND (MLC)","-","-","-","-40°C ~ 85°C","-"
-,-,APHA016GA20EG-2TM-ND,APHA016GA20EG-2TM,Apacer Memory America,USB FLASH DRIVE 16GB MLC,0,0,"Obsolete","0","0","AH322-M","Obsolete","16GB","FLASH - NAND (MLC)","-","-","-","-40°C ~ 85°C","-"
-,-,APHA032GA20EG-2TM-ND,APHA032GA20EG-2TM,Apacer Memory America,USB FLASH DRIVE 32GB MLC,0,0,"Obsolete","0","0","AH322-M","Obsolete","32GB","FLASH - NAND (MLC)","-","-","-","-40°C ~ 85°C","-"
-,-,APHA064GA20EG-2TM-ND,APHA064GA20EG-2TM,Apacer Memory America,USB FLASH DRIVE 64GB MLC,0,0,"Obsolete","0","0","AH322-M","Obsolete","64GB","FLASH - NAND (MLC)","-","-","-","-40°C ~ 85°C","-"
-,-,SFU216GBE1BP2MT-I-QT-141-STD-ND,SFU216GBE1BP2MT-I-QT-141-STD,Swissbit,USB FLASH DRIVE 16GB SLC USB 2.0,0,0,"Obsolete","0","0","unitedCONTRAST II","Obsolete","16GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","23MB/s","-40°C ~ 85°C","67.85mm L x 17.97mm W x 8.35mm H"
-,-,SFU216GBE1BP2MT-C-QT-141-STD-ND,SFU216GBE1BP2MT-C-QT-141-STD,Swissbit,USB FLASH DRIVE 16GB SLC USB 2.0,0,0,"Obsolete","0","0","unitedCONTRAST II","Obsolete","16GB","FLASH - NAND (SLC)","USB 2.0","32MB/s","23MB/s","0°C ~ 70°C","67.85mm L x 17.97mm W x 8.35mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH450.pdf,-,AP128GAH450S-ND,AP128GAH450S,Apacer Memory America,USB FLASH DRV 128GB USB 2.0/3.0,0,0,"Obsolete","0","1","AH450","Obsolete","128GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","54.60mm L x 20.60mm W x 8.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH133.pdf,-,AP16GAH133C-ND,AP16GAH133C,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"Obsolete","0","1","AH133","Obsolete","16GB","-","USB 2.0","-","-","0°C ~ 60°C","33.80mm L x 12.20mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH133.pdf,-,AP16GAH133C-1-ND,AP16GAH133C-1,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"Obsolete","0","1","AH133","Obsolete","16GB","-","USB 2.0","-","-","0°C ~ 60°C","33.80mm L x 12.20mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH133.pdf,-,AP16GAH133R-ND,AP16GAH133R,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0,0,0,"Obsolete","0","1","AH133","Obsolete","16GB","-","USB 2.0","-","-","0°C ~ 60°C","33.80mm L x 12.20mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH450.pdf,-,AP16GAH450S-ND,AP16GAH450S,Apacer Memory America,USB FLASH DRIVE 16GB USB 2.0/3.0,0,0,"Obsolete","0","1","AH450","Obsolete","16GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","54.60mm L x 20.60mm W x 8.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH133.pdf,-,AP32GAH133C-ND,AP32GAH133C,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"Obsolete","0","1","AH133","Obsolete","32GB","-","USB 2.0","-","-","0°C ~ 60°C","33.80mm L x 12.20mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH133.pdf,-,AP32GAH133C-1-ND,AP32GAH133C-1,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"Obsolete","0","1","AH133","Obsolete","32GB","-","USB 2.0","-","-","0°C ~ 60°C","33.80mm L x 12.20mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH133.pdf,-,AP32GAH133R-ND,AP32GAH133R,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0,0,0,"Obsolete","0","1","AH133","Obsolete","32GB","-","USB 2.0","-","-","0°C ~ 60°C","33.80mm L x 12.20mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH450.pdf,-,AP32GAH450S-ND,AP32GAH450S,Apacer Memory America,USB FLASH DRIVE 32GB USB 2.0/3.0,0,0,"Obsolete","0","1","AH450","Obsolete","32GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","54.60mm L x 20.60mm W x 8.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH133.pdf,-,AP4GAH133C-ND,AP4GAH133C,Apacer Memory America,USB FLASH DRIVE 4GB USB 2.0,0,0,"Obsolete","0","1","AH133","Obsolete","4GB","-","USB 2.0","-","-","0°C ~ 60°C","33.80mm L x 12.20mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH133.pdf,-,AP4GAH133C-1-ND,AP4GAH133C-1,Apacer Memory America,USB FLASH DRIVE 4GB USB 2.0,0,0,"Obsolete","0","1","AH133","Obsolete","4GB","-","USB 2.0","-","-","0°C ~ 60°C","33.80mm L x 12.20mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB3.0/Consumer_USB_AH450.pdf,-,AP64GAH450S-ND,AP64GAH450S,Apacer Memory America,USB FLASH DRIVE 64GB USB 2.0/3.0,0,0,"Obsolete","0","1","AH450","Obsolete","64GB","-","USB 2.0, 3.0","-","-","0°C ~ 60°C","54.60mm L x 20.60mm W x 8.60mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH133.pdf,-,AP8GAH133C-ND,AP8GAH133C,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"Obsolete","0","1","AH133","Obsolete","8GB","-","USB 2.0","-","-","0°C ~ 60°C","33.80mm L x 12.20mm W x 4.50mm H"
http://eflash.apacerus.com/spec/USB/Drive/Consumer_USB2.0/Consumer_USB_AH133.pdf,-,AP8GAH133C-1-ND,AP8GAH133C-1,Apacer Memory America,USB FLASH DRIVE 8GB USB 2.0,0,0,"Obsolete","0","1","AH133","Obsolete","8GB","-","USB 2.0","-","-","0°C ~ 60°C","33.80mm L x 12.20mm W x 4.50mm H"
https://industrial.apacer.com/upfiles/ADUpload/allshare/USB_Drive_AH321-M.pdf,-,APHA064GT13EG-CM-ND,APHA064GT13EG-CM,Apacer Memory America,USB FLASH DRIVE 64GB MLC USB 2.0,0,0,"Active","0","0","AH321","Active","64GB","FLASH - NAND (MLC)","USB 2.0","29MB/s","10MB/s","-40°C ~ 85°C","53.30mm L x 18.80mm W x 8.00mm H"
http://eflash.apacerus.com/spec/USB/Drive/AH322/Industrial-USB_AH322.pdf,-,APHA064GT23EG-CM-ND,APHA064GT23EG-CM,Apacer Memory America,USB FLASH DRIVE 64GB MLC USB 2.0,0,0,"Active","0","0","AH322","Active","64GB","FLASH - NAND (MLC)","USB 2.0","29MB/s","10MB/s","-40°C ~ 85°C","55.29mm L x 18.00mm W x 8.50mm H"
-,-,1803-1052-ND,VRFUSB2032GAC1WT3,Viking Technology,USB FLASH DRIVE 3D TLC 32GB,0,0,"Active","0","0","-","Active","-","-","-","-","-","-","-"
-,-,1803-1053-ND,VRFUSB2064GAC5WT3,Viking Technology,USB FLASH DRIVE 3D TLC 64GB,0,0,"Active","0","0","-","Active","-","-","-","-","-","-","-"
-,-,1803-1054-ND,VRFUSB2128GACHWT3,Viking Technology,USB FLASH DRIVE 3D TLC 128GB,0,0,"Active","0","0","-","Active","-","-","-","-","-","-","-"
