Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Connector Type","Number of Contacts","Gender","Specifications","Mounting Type","Mounting Feature","Termination","Features","Ingress Protection","Operating Temperature","Number of Ports","Current Rating (Amps)","Voltage - Rated","Mating Cycles","Shielding"
https://www.molex.com/pdm_docs/sd/475890001_sd.pdf,//media.digikey.com/Photos/Molex/47589-0001.JPG,WM17143TR-ND,0475890001,Molex,CONN RCPT MICRO USB AB 5P SMD RA,105000,0,"0.38880","0","1500","Tape & Reel (TR)","47589","Active","USB - micro AB","5","Receptacle","-","Surface Mount, Right Angle; Through Hole","Bottom Mount, Horizontal","Solder","Pick and Place, Solder Retention","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/475890001_sd.pdf,//media.digikey.com/Photos/Molex/47589-0001.JPG,WM17143CT-ND,0475890001,Molex,CONN RCPT MICRO USB AB 5P SMD RA,106762,0,"0.78000","0","1","Cut Tape (CT)","47589","Active","USB - micro AB","5","Receptacle","-","Surface Mount, Right Angle; Through Hole","Bottom Mount, Horizontal","Solder","Pick and Place, Solder Retention","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/475890001_sd.pdf,//media.digikey.com/Photos/Molex/47589-0001.JPG,WM17143DKR-ND,0475890001,Molex,CONN RCPT MICRO USB AB 5P SMD RA,106762,0,"Digi-Reel","0","1","Digi-Reel®","47589","Active","USB - micro AB","5","Receptacle","-","Surface Mount, Right Angle; Through Hole","Bottom Mount, Horizontal","Solder","Pick and Place, Solder Retention","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/475900001_sd.pdf,//media.digikey.com/Photos/Molex/0475900001.JPG,WM17144TR-ND,0475900001,Molex,CONN RCPT MICRO USB AB 5P SMD RA,27000,0,"0.38880","0","1500","Tape & Reel (TR)","47590","Active","USB - micro AB","5","Receptacle","-","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place, Solder Retention","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/475900001_sd.pdf,//media.digikey.com/Photos/Molex/0475900001.JPG,WM17144CT-ND,0475900001,Molex,CONN RCPT MICRO USB AB 5P SMD RA,27535,0,"0.78000","0","1","Cut Tape (CT)","47590","Active","USB - micro AB","5","Receptacle","-","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place, Solder Retention","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/475900001_sd.pdf,//media.digikey.com/Photos/Molex/0475900001.JPG,WM17144DKR-ND,0475900001,Molex,CONN RCPT MICRO USB AB 5P SMD RA,27535,0,"Digi-Reel","0","1","Digi-Reel®","47590","Active","USB - micro AB","5","Receptacle","-","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place, Solder Retention","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10104111.pdf,//media.digikey.com/Photos/FCI%20Photos/10104111-0001LF.jpg,609-4053-2-ND,10104111-0001LF,Amphenol ICC (FCI),CONN RCPT USB2.0 MICRO AB SMD RA,31000,0,"0.39089","0","1000","Tape & Reel (TR)","-","Active","USB - micro AB","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Solder Retention","-","-30°C ~ 80°C","1","1.8A per Contact","100VAC","10000","Shielded"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10104111.pdf,//media.digikey.com/Photos/FCI%20Photos/10104111-0001LF.jpg,609-4053-1-ND,10104111-0001LF,Amphenol ICC (FCI),CONN RCPT USB2.0 MICRO AB SMD RA,31826,0,"0.76000","0","1","Cut Tape (CT)","-","Active","USB - micro AB","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Solder Retention","-","-30°C ~ 80°C","1","1.8A per Contact","100VAC","10000","Shielded"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10104111.pdf,//media.digikey.com/Photos/FCI%20Photos/10104111-0001LF.jpg,609-4053-6-ND,10104111-0001LF,Amphenol ICC (FCI),CONN RCPT USB2.0 MICRO AB SMD RA,31826,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","USB - micro AB","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Solder Retention","-","-30°C ~ 80°C","1","1.8A per Contact","100VAC","10000","Shielded"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10104110.pdf,//media.digikey.com/Photos/FCI%20Photos/10104110-0001LF.JPG,609-4052-2-ND,10104110-0001LF,Amphenol ICC (FCI),CONN RCPT USB2.0 MICRO B SMD R/A,11000,0,"0.39089","0","1000","Tape & Reel (TR)","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Solder Retention","-","-30°C ~ 80°C","1","1.8A per Contact","100VAC","10000","Shielded"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10104110.pdf,//media.digikey.com/Photos/FCI%20Photos/10104110-0001LF.JPG,609-4052-1-ND,10104110-0001LF,Amphenol ICC (FCI),CONN RCPT USB2.0 MICRO B SMD R/A,11916,0,"0.76000","0","1","Cut Tape (CT)","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Solder Retention","-","-30°C ~ 80°C","1","1.8A per Contact","100VAC","10000","Shielded"
https://cdn.amphenol-icc.com/media/wysiwyg/files/drawing/10104110.pdf,//media.digikey.com/Photos/FCI%20Photos/10104110-0001LF.JPG,609-4052-6-ND,10104110-0001LF,Amphenol ICC (FCI),CONN RCPT USB2.0 MICRO B SMD R/A,11916,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Solder Retention","-","-30°C ~ 80°C","1","1.8A per Contact","100VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/476420001_sd.pdf,//media.digikey.com/Photos/Molex/0476420001.jpg,WM1398TR-ND,0476420001,Molex,CONN RCPT MICRO USB B 5POS SMD,24000,0,"0.40005","0","1500","Tape & Reel (TR)","47642","Active","USB - micro B","5","Receptacle","-","Board Edge, Cutout; Surface Mount, Right Angle","Horizontal, Mid Mount","Solder","Pick and Place, Solder Retention","-","-20°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/476420001_sd.pdf,//media.digikey.com/Photos/Molex/0476420001.jpg,WM1398CT-ND,0476420001,Molex,CONN RCPT MICRO USB B 5POS SMD,25250,0,"0.85000","0","1","Cut Tape (CT)","47642","Active","USB - micro B","5","Receptacle","-","Board Edge, Cutout; Surface Mount, Right Angle","Horizontal, Mid Mount","Solder","Pick and Place, Solder Retention","-","-20°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/476420001_sd.pdf,//media.digikey.com/Photos/Molex/0476420001.jpg,WM1398DKR-ND,0476420001,Molex,CONN RCPT MICRO USB B 5POS SMD,25250,0,"Digi-Reel","0","1","Digi-Reel®","47642","Active","USB - micro B","5","Receptacle","-","Board Edge, Cutout; Surface Mount, Right Angle","Horizontal, Mid Mount","Solder","Pick and Place, Solder Retention","-","-20°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/1050170001_sd.pdf,//media.digikey.com/Photos/Molex/1050170001.jpg,WM1399TR-ND,1050170001,Molex,CONN RCPT USB2.0 MICRO B SMD R/A,90000,28000,"0.42855","0","2000","Tape & Reel (TR)","105017","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/1050170001_sd.pdf,//media.digikey.com/Photos/Molex/1050170001.jpg,WM1399CT-ND,1050170001,Molex,CONN RCPT USB2.0 MICRO B SMD R/A,90376,28000,"0.91000","0","1","Cut Tape (CT)","105017","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/1050170001_sd.pdf,//media.digikey.com/Photos/Molex/1050170001.jpg,WM1399DKR-ND,1050170001,Molex,CONN RCPT USB2.0 MICRO B SMD R/A,90376,28000,"Digi-Reel","0","1","Digi-Reel®","105017","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/473460001_sd.pdf,//media.digikey.com/Photos/Molex/0473461001.JPG,WM11228TR-ND,0473461001,Molex,CONN RCPT USB2.0 MICRO B SMD R/A,28000,0,"0.43005","0","2000","Tape & Reel (TR)","47346","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/473460001_sd.pdf,//media.digikey.com/Photos/Molex/0473461001.JPG,WM11228CT-ND,0473461001,Molex,CONN RCPT USB2.0 MICRO B SMD R/A,29029,0,"0.91000","0","1","Cut Tape (CT)","47346","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
