Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Connector Type","Number of Contacts","Gender","Specifications","Mounting Type","Mounting Feature","Termination","Features","Ingress Protection","Operating Temperature","Number of Ports","Current Rating (Amps)","Voltage - Rated","Mating Cycles","Shielding"
http://www.on-shore.com/wp-content/uploads/USB-M2XFXX.pdf,//media.digikey.com/Photos/On%20Shore%20Technology%20Photos/USB-M26FTR.JPG,ED2992CT-ND,USB-M26FTR,On Shore Technology Inc.,CONN RCPT MINI USB B 5POS SMD RA,43518,0,"0.87000","0","1","Cut Tape (CT)","-","Active","USB - mini B","5","Receptacle","-","Surface Mount, Right Angle","Horizontal","Solder","Board Guide, Pick and Place, Solder Retention","-","0°C ~ 40°C","1","1A","30VAC","-","Unshielded"
http://www.on-shore.com/wp-content/uploads/USB-M2XFXX.pdf,//media.digikey.com/Photos/On%20Shore%20Technology%20Photos/USB-M26FTR.JPG,ED2992DKR-ND,USB-M26FTR,On Shore Technology Inc.,CONN RCPT MINI USB B 5POS SMD RA,43518,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","USB - mini B","5","Receptacle","-","Surface Mount, Right Angle","Horizontal","Solder","Board Guide, Pick and Place, Solder Retention","-","0°C ~ 40°C","1","1A","30VAC","-","Unshielded"
//media.digikey.com/pdf/Data%20Sheets/Hirose%20PDFs/UX60S.pdf,//media.digikey.com/photos/Hirose%20Elect%20Photos/UX60SC-MB-5S8.JPG,H11589TR-ND,UX60SC-MB-5S8,Hirose Electric Co Ltd,CONN RCPT USB2.0 MINI B SMD R/A,5000,0,"0.52800","0","1000","Tape & Reel (TR)","UX","Active","USB - mini B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Solder Retention","-","-","1","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Hirose%20PDFs/UX60S.pdf,//media.digikey.com/photos/Hirose%20Elect%20Photos/UX60SC-MB-5S8.JPG,H11589CT-ND,UX60SC-MB-5S8,Hirose Electric Co Ltd,CONN RCPT USB2.0 MINI B SMD R/A,6573,0,"1.05000","0","1","Cut Tape (CT)","UX","Active","USB - mini B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Solder Retention","-","-","1","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Hirose%20PDFs/UX60S.pdf,//media.digikey.com/photos/Hirose%20Elect%20Photos/UX60SC-MB-5S8.JPG,H11589DKR-ND,UX60SC-MB-5S8,Hirose Electric Co Ltd,CONN RCPT USB2.0 MINI B SMD R/A,6573,0,"Digi-Reel","0","1","Digi-Reel®","UX","Active","USB - mini B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Solder Retention","-","-","1","-","-","-","-"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/87583.pdf,//media.digikey.com/Photos/FCI%20Photos/87583-2010BLF.JPG,609-4946-2-ND,87583-3010RPALF,Amphenol ICC (FCI),CONN RCPT USB2.0 TYPEA 4P SMD RA,9000,0,"0.57000","0","250","Tape & Reel (TR)","87583","Active","USB - A","4","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Board Lock","-","-55°C ~ 85°C","1","3A","-","1500","Unshielded"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/87583.pdf,//media.digikey.com/Photos/FCI%20Photos/87583-2010BLF.JPG,609-4946-1-ND,87583-3010RPALF,Amphenol ICC (FCI),CONN RCPT USB2.0 TYPEA 4P SMD RA,9426,0,"0.91000","0","1","Cut Tape (CT)","87583","Active","USB - A","4","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Board Lock","-","-55°C ~ 85°C","1","3A","-","1500","Unshielded"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/87583.pdf,//media.digikey.com/Photos/FCI%20Photos/87583-2010BLF.JPG,609-4946-6-ND,87583-3010RPALF,Amphenol ICC (FCI),CONN RCPT USB2.0 TYPEA 4P SMD RA,9426,0,"Digi-Reel","0","1","Digi-Reel®","87583","Active","USB - A","4","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Board Lock","-","-55°C ~ 85°C","1","3A","-","1500","Unshielded"
http://www.on-shore.com/wp-content/uploads/USB-B1HSXX.pdf,//media.digikey.com/Photos/On%20Shore%20Technology%20Photos/USB-B1HSB6.JPG,ED2983-ND,USB-B1HSB6,On Shore Technology Inc.,CONN RCPT TYPEB 4POS R/A,20891,0,"0.58000","0","1","Tray","-","Active","USB - B","4","Receptacle","-","Through Hole, Right Angle","Horizontal","Solder","Board Lock","-","0°C ~ 85°C","1","1A","30VAC","-","Unshielded"
http://www.on-shore.com/wp-content/uploads/USB-B1HSXX.pdf,//media.digikey.com/Photos/On%20Shore%20Technology%20Photos/USB-B1HSW6.JPG,ED2982-ND,USB-B1HSW6,On Shore Technology Inc.,CONN RCPT TYPEB 4POS R/A,8078,0,"0.58000","0","1","Tray","-","Active","USB - B","4","Receptacle","-","Through Hole, Right Angle","Horizontal","Solder","Board Lock","-","0°C ~ 85°C","1","1A","30VAC","-","Unshielded"
https://www.jae.com/direct/topics/topics_file_download/topics_id=64360&ext_no=09&_lang=en,//media.digikey.com/Photos/JAE%20Elect%20Photos/DX4R205JJAR1800.JPG,670-2677-2-ND,DX4R205JJAR1800,JAE Electronics,CONN RCPT USB2.0 MICRO AB SMD RA,1800,0,"0.59124","0","1800","Tape & Reel (TR)","DX4","Active","USB - micro AB","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 80°C","1","0.5A, 1.8A","30V","10000","Unshielded"
https://www.jae.com/direct/topics/topics_file_download/topics_id=64360&ext_no=09&_lang=en,//media.digikey.com/Photos/JAE%20Elect%20Photos/DX4R205JJAR1800.JPG,670-2677-1-ND,DX4R205JJAR1800,JAE Electronics,CONN RCPT USB2.0 MICRO AB SMD RA,3723,0,"1.26000","0","1","Cut Tape (CT)","DX4","Active","USB - micro AB","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 80°C","1","0.5A, 1.8A","30V","10000","Unshielded"
https://www.jae.com/direct/topics/topics_file_download/topics_id=64360&ext_no=09&_lang=en,//media.digikey.com/Photos/JAE%20Elect%20Photos/DX4R205JJAR1800.JPG,670-2677-6-ND,DX4R205JJAR1800,JAE Electronics,CONN RCPT USB2.0 MICRO AB SMD RA,3723,0,"Digi-Reel","0","1","Digi-Reel®","DX4","Active","USB - micro AB","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 80°C","1","0.5A, 1.8A","30V","10000","Unshielded"
https://www.amphenolcanada.com/ProductSearch/drawings/AC/UE27ACX4X0X.pdf,//media.digikey.com/photos/Amphenol%20Photos/UE27AC54100.JPG,UE27AC54100-ND,UE27AC54100,Amphenol ICC (Commercial Products),CONN RCPT USB2.0 TYPEA 4POS R/A,76427,0,"0.60000","0","1","Tray","UE27","Active","USB - A","4","Receptacle","USB 2.0","Through Hole, Right Angle","Horizontal","Solder","Board Lock","-","-40°C ~ 85°C","1","1A per Contact","30VAC","1500","Shielded"
https://www.molex.com/pdm_docs/sd/675031020_sd.pdf,//media.digikey.com/photos/Molex/67503-1020.JPG,WM5461TR-ND,0675031020,Molex,CONN RCPT USB2.0 MINI B SMD R/A,14500,0,"0.60786","0","500","Tape & Reel (TR)","67503","Active","USB - mini B","5","Receptacle","USB 2.0 OTG","Surface Mount, Right Angle","Horizontal","Solder","Board Guide","-","0°C ~ 50°C","1","1A","30VAC/DC","-","Shielded"
https://www.molex.com/pdm_docs/sd/675031020_sd.pdf,//media.digikey.com/photos/Molex/67503-1020.JPG,WM5461CT-ND,0675031020,Molex,CONN RCPT USB2.0 MINI B SMD R/A,14898,0,"1.08000","0","1","Cut Tape (CT)","67503","Active","USB - mini B","5","Receptacle","USB 2.0 OTG","Surface Mount, Right Angle","Horizontal","Solder","Board Guide","-","0°C ~ 50°C","1","1A","30VAC/DC","-","Shielded"
https://www.molex.com/pdm_docs/sd/675031020_sd.pdf,//media.digikey.com/photos/Molex/67503-1020.JPG,WM5461DKR-ND,0675031020,Molex,CONN RCPT USB2.0 MINI B SMD R/A,14898,0,"Digi-Reel","0","1","Digi-Reel®","67503","Active","USB - mini B","5","Receptacle","USB 2.0 OTG","Surface Mount, Right Angle","Horizontal","Solder","Board Guide","-","0°C ~ 50°C","1","1A","30VAC/DC","-","Shielded"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=ZX62WRD-B-5PC,//media.digikey.com/Photos/Hirose%20Elect%20Photos/ZX62WRD-B-5PC.JPG,H12192TR-ND,ZX62WRD-B-5PC,Hirose Electric Co Ltd,CONN RCPT USB2.0 MICRO B SMD R/A,9000,0,"0.62350","0","3000","Tape & Reel (TR)","ZX62W","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal, Reverse Mount","Solder","-","Splash Proof","-30°C ~ 85°C","1","1.8A","30VAC","10000","Shielded"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=ZX62WRD-B-5PC,//media.digikey.com/Photos/Hirose%20Elect%20Photos/ZX62WRD-B-5PC.JPG,H12192CT-ND,ZX62WRD-B-5PC,Hirose Electric Co Ltd,CONN RCPT USB2.0 MICRO B SMD R/A,9939,0,"1.37000","0","1","Cut Tape (CT)","ZX62W","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal, Reverse Mount","Solder","-","Splash Proof","-30°C ~ 85°C","1","1.8A","30VAC","10000","Shielded"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=ZX62WRD-B-5PC,//media.digikey.com/Photos/Hirose%20Elect%20Photos/ZX62WRD-B-5PC.JPG,H12192DKR-ND,ZX62WRD-B-5PC,Hirose Electric Co Ltd,CONN RCPT USB2.0 MICRO B SMD R/A,9939,0,"Digi-Reel","0","1","Digi-Reel®","ZX62W","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal, Reverse Mount","Solder","-","Splash Proof","-30°C ~ 85°C","1","1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/1051330011_sd.pdf,//media.digikey.com/Photos/Molex/1051330011.jpg,WM10134TR-ND,1051330011,Molex,CONN RCPT USB2.0 MICRO B SMD,74000,0,"0.62514","0","500","Tape & Reel (TR)","105133","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount","Vertical","Solder","Pick and Place","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/1051330011_sd.pdf,//media.digikey.com/Photos/Molex/1051330011.jpg,WM10134CT-ND,1051330011,Molex,CONN RCPT USB2.0 MICRO B SMD,74320,0,"1.11000","0","1","Cut Tape (CT)","105133","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount","Vertical","Solder","Pick and Place","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/1051330011_sd.pdf,//media.digikey.com/Photos/Molex/1051330011.jpg,WM10134DKR-ND,1051330011,Molex,CONN RCPT USB2.0 MICRO B SMD,74320,0,"Digi-Reel","0","1","Digi-Reel®","105133","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount","Vertical","Solder","Pick and Place","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/1051330001_sd.pdf,//media.digikey.com/Photos/Molex/1051330001.JPG,WM9734TR-ND,1051330001,Molex,CONN RCPT USB2.0 MICRO B SMD,21500,0,"0.62514","0","500","Tape & Reel (TR)","105133","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount","Vertical","Solder","Pick and Place","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/1051330001_sd.pdf,//media.digikey.com/Photos/Molex/1051330001.JPG,WM9734CT-ND,1051330001,Molex,CONN RCPT USB2.0 MICRO B SMD,21713,0,"1.11000","0","1","Cut Tape (CT)","105133","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount","Vertical","Solder","Pick and Place","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/1051330001_sd.pdf,//media.digikey.com/Photos/Molex/1051330001.JPG,WM9734DKR-ND,1051330001,Molex,CONN RCPT USB2.0 MICRO B SMD,21713,0,"Digi-Reel","0","1","Digi-Reel®","105133","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount","Vertical","Solder","Pick and Place","-","-35°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_5773_CO.pdf,//media.digikey.com/photos/Assmann%20Photos/AU-Y1005.jpg,AE11181-ND,AU-Y1005,Assmann WSW Components,CONN RCPT USB1.1 TYPEA 4POS R/A,28280,0,"0.63000","0","1","Tray","-","Active","USB - A","4","Receptacle","USB 1.1","Through Hole, Right Angle","Horizontal","Solder","Board Lock","-","-55°C ~ 85°C","1","1.5A","-","1500","-"
http://www.on-shore.com/wp-content/uploads/USB-A1VSXX.pdf,//media.digikey.com/Photos/On%20Shore%20Technology%20Photos/USB-A1VSB6.JPG,ED2988-ND,USB-A1VSB6,On Shore Technology Inc.,CONN RCPT TYPEA 4POS VERT,29690,0,"0.65000","0","1","Tray","-","Active","USB - A","4","Receptacle","-","Through Hole","Vertical","Solder","Board Lock","-","-55°C ~ 85°C","1","1.5A","30VAC","-","Unshielded"
http://www.on-shore.com/wp-content/uploads/USB-A1VSXX.pdf,//media.digikey.com/Photos/On%20Shore%20Technology%20Photos/USB-A1VSW6.JPG,ED2987-ND,USB-A1VSW6,On Shore Technology Inc.,CONN RCPT TYPEA 4POS VERT,4288,0,"0.65000","0","1","Tray","-","Active","USB - A","4","Receptacle","-","Through Hole","Vertical","Solder","Board Lock","-","-55°C ~ 85°C","1","1.5A","30VAC","-","Unshielded"
https://www.mill-max.com/assets/pdfs/150.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/897-43-005-00-100001.JPG,ED90341TR-ND,897-43-005-00-100001,Mill-Max Manufacturing Corp.,CONN RCPT USB2.0 MINI B SMD R/A,12600,0,"0.67500","0","700","Tape & Reel (TR)","897","Active","USB - mini B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Board Guide, Solder Retention","-","-","1","1A","30VAC","5000","Shielded"
https://www.mill-max.com/assets/pdfs/150.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/897-43-005-00-100001.JPG,ED90341CT-ND,897-43-005-00-100001,Mill-Max Manufacturing Corp.,CONN RCPT USB2.0 MINI B SMD R/A,13072,0,"1.20000","0","1","Cut Tape (CT)","897","Active","USB - mini B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Board Guide, Solder Retention","-","-","1","1A","30VAC","5000","Shielded"
https://www.mill-max.com/assets/pdfs/150.pdf,//media.digikey.com/photos/Mill-Max%20Mfg%20Photos/897-43-005-00-100001.JPG,ED90341DKR-ND,897-43-005-00-100001,Mill-Max Manufacturing Corp.,CONN RCPT USB2.0 MINI B SMD R/A,13072,0,"Digi-Reel","0","1","Digi-Reel®","897","Active","USB - mini B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Board Guide, Solder Retention","-","-","1","1A","30VAC","5000","Shielded"
https://www.molex.com/pdm_docs/sd/1051330002_sd.pdf,-,WM20677TR-ND,1051330002,Molex,CONN RCPT USB2.0 MICRO B SMD,14500,132000,"0.68976","0","500","Tape & Reel (TR)","105133","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount","Vertical","Solder","Pick and Place","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/1051330002_sd.pdf,-,WM20677CT-ND,1051330002,Molex,CONN RCPT USB2.0 MICRO B SMD,14855,132000,"1.22000","0","1","Cut Tape (CT)","105133","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount","Vertical","Solder","Pick and Place","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/1051330002_sd.pdf,-,WM20677DKR-ND,1051330002,Molex,CONN RCPT USB2.0 MICRO B SMD,14855,132000,"Digi-Reel","0","1","Digi-Reel®","105133","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount","Vertical","Solder","Pick and Place","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=ZX360D-B-10P(30),//media.digikey.com/Photos/Hirose%20Elect%20Photos/ZX360D-B-10P.jpg,H125269TR-ND,ZX360D-B-10P(30),Hirose Electric Co Ltd,CONN RCPT USB3.0 MICRO B SMD R/A,3000,0,"0.70000","0","3000","Tape & Reel (TR)","ZX360","Active","USB - micro B","10","Receptacle","USB 3.0 (USB 3.1 Gen 1, Superspeed)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","-","-","-30°C ~ 85°C","1","1A per Contact","30VAC","10000","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=ZX360D-B-10P(30),//media.digikey.com/Photos/Hirose%20Elect%20Photos/ZX360D-B-10P.jpg,H125269CT-ND,ZX360D-B-10P(30),Hirose Electric Co Ltd,CONN RCPT USB3.0 MICRO B SMD R/A,4081,0,"1.49000","0","1","Cut Tape (CT)","ZX360","Active","USB - micro B","10","Receptacle","USB 3.0 (USB 3.1 Gen 1, Superspeed)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","-","-","-30°C ~ 85°C","1","1A per Contact","30VAC","10000","-"
https://www.hirose.com/product/download/?distributor=digikey&type=2d&lang=en&num=ZX360D-B-10P(30),//media.digikey.com/Photos/Hirose%20Elect%20Photos/ZX360D-B-10P.jpg,H125269DKR-ND,ZX360D-B-10P(30),Hirose Electric Co Ltd,CONN RCPT USB3.0 MICRO B SMD R/A,4081,0,"Digi-Reel","0","1","Digi-Reel®","ZX360","Active","USB - micro B","10","Receptacle","USB 3.0 (USB 3.1 Gen 1, Superspeed)","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","-","-","-30°C ~ 85°C","1","1A per Contact","30VAC","10000","-"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1734035&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/1734035-2.jpg,A31727TR-ND,1734035-2,TE Connectivity AMP Connectors,CONN RCPT USB2.0 MINI B SMD R/A,14000,0,"0.76924","0","700","Tape & Reel (TR)","-","Active","USB - mini B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Board Guide, Solder Retention","-","-40°C ~ 85°C","1","1A","30VAC","5000","Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1734035&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/1734035-2.jpg,A31727CT-ND,1734035-2,TE Connectivity AMP Connectors,CONN RCPT USB2.0 MINI B SMD R/A,14479,0,"1.24000","0","1","Cut Tape (CT)","-","Active","USB - mini B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Board Guide, Solder Retention","-","-40°C ~ 85°C","1","1A","30VAC","5000","Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=1734035&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/photos/Tyco%20Amp%20Photos/1734035-2.jpg,A31727DKR-ND,1734035-2,TE Connectivity AMP Connectors,CONN RCPT USB2.0 MINI B SMD R/A,14479,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","USB - mini B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Board Guide, Solder Retention","-","-40°C ~ 85°C","1","1A","30VAC","5000","Shielded"
https://www.molex.com/pdm_docs/sd/482580002_sd.pdf,//media.digikey.com/Photos/Molex/0482580001.JPG,WM7087TR-ND,0482580002,Molex,CONN RCP USB2.0 TYPEA 4POS TH RA,11200,0,"0.71440","0","350","Tape & Reel (TR)","48258","Active","USB - A","4","Receptacle","USB 2.0","Board Edge, Cutout; Through Hole, Right Angle","Horizontal, Mid Mount, Reverse","Solder","Board Lock, Solder Retention","-","-25°C ~ 85°C","1","1.5A","250VAC","-","Shielded"
https://www.molex.com/pdm_docs/sd/482580002_sd.pdf,//media.digikey.com/Photos/Molex/0482580001.JPG,WM7087CT-ND,0482580002,Molex,CONN RCP USB2.0 TYPEA 4POS TH RA,11440,0,"1.14000","0","1","Cut Tape (CT)","48258","Active","USB - A","4","Receptacle","USB 2.0","Board Edge, Cutout; Through Hole, Right Angle","Horizontal, Mid Mount, Reverse","Solder","Board Lock, Solder Retention","-","-25°C ~ 85°C","1","1.5A","250VAC","-","Shielded"
http://www.assmann-wsw.com/fileadmin/datasheets/ASS_5778_CO.pdf,//media.digikey.com/photos/Assmann%20Photos/AU-Y1007.jpg,AE11183-ND,AU-Y1007,Assmann WSW Components,CONN RCPT USB1.1 TYPEB 4POS R/A,29526,0,"0.73000","0","1","Tray","-","Active","USB - B","4","Receptacle","USB 1.1","Through Hole, Right Angle","Horizontal","Solder","Board Lock","-","-55°C ~ 85°C","1","1.5A","-","1500","-"
http://www.amphenol-icc.com/media/wysiwyg/files/drawing/87520.pdf,//media.digikey.com/photos/FCI%20Photos/87520-0010BLF.jpg,609-1045-ND,87520-0010BLF,Amphenol ICC (FCI),CONN RCPT USB2.0 TYPEA 4POS R/A,28600,0,"0.73000","0","1","Tube","87520","Active","USB - A","4","Receptacle","USB 2.0","Through Hole, Right Angle","Horizontal","Solder","Board Lock","-","-55°C ~ 85°C","1","3A","-","1500","Unshielded"
https://www.molex.com/pdm_docs/sd/513870578_sd.pdf,//media.digikey.com/photos/Molex/51387-0578.JPG,WM5462TR-ND,0513870578,Molex,CONN RCPT USB2.0 MINI B SMD R/A,7000,0,"0.75855","0","1000","Tape & Reel (TR)","51387","Active","USB - mini B","5","Receptacle","USB 2.0 OTG","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","-","-","0°C ~ 50°C","1","1A","30VAC/DC","-","Shielded"
https://www.molex.com/pdm_docs/sd/513870578_sd.pdf,//media.digikey.com/photos/Molex/51387-0578.JPG,WM5462CT-ND,0513870578,Molex,CONN RCPT USB2.0 MINI B SMD R/A,8351,0,"1.50000","0","1","Cut Tape (CT)","51387","Active","USB - mini B","5","Receptacle","USB 2.0 OTG","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","-","-","0°C ~ 50°C","1","1A","30VAC/DC","-","Shielded"
https://www.molex.com/pdm_docs/sd/513870578_sd.pdf,//media.digikey.com/photos/Molex/51387-0578.JPG,WM5462DKR-ND,0513870578,Molex,CONN RCPT USB2.0 MINI B SMD R/A,8351,0,"Digi-Reel","0","1","Digi-Reel®","51387","Active","USB - mini B","5","Receptacle","USB 2.0 OTG","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","-","-","0°C ~ 50°C","1","1A","30VAC/DC","-","Shielded"
https://www.amphenolcanada.com/ProductSearch/drawings/AC/UE27AEX4X0X.pdf,//media.digikey.com/photos/Amphenol%20Photos/UE27AE54100.JPG,UE27AE54100-ND,UE27AE54100,Amphenol ICC (Commercial Products),CONN RCPT USB2.0 TYPEA 4POS VERT,94209,0,"0.77000","0","1","Tray","UE27","Active","USB - A","4","Receptacle","USB 2.0","Through Hole","Vertical","Solder","Board Lock","-","-40°C ~ 85°C","1","1.5A","30VAC","1500","Shielded"
http://cnctech.us/pdfs/1001-011-01101.pdf,//media.digikey.com/Photos/CnC%20Tech/1001-011-01101.JPG,1175-1008-ND,1001-011-01101,CNC Tech,CONN PLUG USB1.1 TYPEA 4P SMD RA,24210,0,"0.77000","0","1","Tray","-","Active","USB - A","4","Plug","USB 1.1","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","-","-","-40°C ~ 105°C","1","1.5A","30V","-","-"
https://www.molex.com/pdm_docs/sd/1050171001_sd.pdf,//media.digikey.com/Photos/Molex/1050171001.JPG,WM11262TR-ND,1050171001,Molex,CONN RCPT USB2.0 MICRO B SMD R/A,12000,0,"0.78329","0","2000","Tape & Reel (TR)","105017","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/1050171001_sd.pdf,//media.digikey.com/Photos/Molex/1050171001.JPG,WM11262CT-ND,1050171001,Molex,CONN RCPT USB2.0 MICRO B SMD R/A,13191,0,"1.60000","0","1","Cut Tape (CT)","105017","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.molex.com/pdm_docs/sd/1050171001_sd.pdf,//media.digikey.com/Photos/Molex/1050171001.JPG,WM11262DKR-ND,1050171001,Molex,CONN RCPT USB2.0 MICRO B SMD R/A,13191,0,"Digi-Reel","0","1","Digi-Reel®","105017","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle","Horizontal","Solder","Pick and Place, Solder Retention","-","-30°C ~ 85°C","1","1A, 1.8A","30VAC","10000","Shielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2013499&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2013499-1.JPG,A107962TR-ND,2013499-1,TE Connectivity AMP Connectors,CONN RCPT USB2.0 MICRO B SMD R/A,18000,0,"0.78348","0","1000","Tape & Reel (TR)","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Solder Retention","-","-30°C ~ 85°C","1","0.5A, 1A, 1.8A","30V","10000","Unshielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2013499&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2013499-1.JPG,A107962CT-ND,2013499-1,TE Connectivity AMP Connectors,CONN RCPT USB2.0 MICRO B SMD R/A,18045,0,"1.55000","0","1","Cut Tape (CT)","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Solder Retention","-","-30°C ~ 85°C","1","0.5A, 1A, 1.8A","30V","10000","Unshielded"
https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=2013499&DocType=Customer+Drawing&DocLang=English,//media.digikey.com/Photos/TE%20Connectivity/2013499-1.JPG,A107962DKR-ND,2013499-1,TE Connectivity AMP Connectors,CONN RCPT USB2.0 MICRO B SMD R/A,18045,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","USB - micro B","5","Receptacle","USB 2.0","Surface Mount, Right Angle; Through Hole","Horizontal","Solder","Solder Retention","-","-30°C ~ 85°C","1","0.5A, 1A, 1.8A","30V","10000","Unshielded"
