Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Kit Type","Main Purpose","Interconnect System","Suggested Programming Environment","Utilized IC / Part","Included MCU/MPU Board(s)"
https://www.kitronik.co.uk/pdf/2102_battery_tester_essentials_2_0.pdf,-,2102KI-ND,2102,Kitronik Ltd.,BATTERY TESTER PROJECT KIT,0,0,"4.35238","0","42","-","Active","Project Kit","Tester Kit","-","-","-","-"
https://www.kitronik.co.uk/pdf/2165b-v3-mono-amplifier-kit-essential-information.pdf,-,2165B-ND,2165B,Kitronik Ltd.,MONO AMPLIFIER V3.0 PRE-BUILT,0,0,"4.70512","0","41","-","Active","Project Kit","Audio Amplifier","-","-","NCP2890","-"
https://www.kitronik.co.uk/pdf/2123_air_freshener_essentials_2_0.pdf,-,2123KI-ND,2123,Kitronik Ltd.,AIR FRESHENER KIT,0,0,"4.90128","0","39","-","Active","Project Kit","-","-","-","-","-"
https://www.kitronik.co.uk/pdf/2139_timed_night_light_essentials_2_0.pdf,-,2139KI-ND,2139,Kitronik Ltd.,TIMED NIGHT LIGHT PROJECT KIT,0,0,"4.90135","0","37","-","Active","Project Kit","Lighting Kit","-","-","-","-"
https://www.kitronik.co.uk/pdf/2161-micro-usb-lamp-kit-essential-information.pdf,-,2161KI-ND,2161,Kitronik Ltd.,MICRO USB LAMP KIT - 1W LED V2.0,0,0,"4.99278","0","36","-","Active","Project Kit","LED Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14877_Web.pdf,-,KIT-14877-ND,KIT-14877,SparkFun Electronics,BASIC FLASHLIGHT SOLDERING KIT,0,0,"5.00000","0","1","-","Active","Solder","Flashlight LED Kit","-","-","-","-"
https://www.kitronik.co.uk/pdf/2154_mono_amp_essentials_2_2.pdf,-,1054KI-ND,1054,Kitronik Ltd.,RETAIL PACK - MONO AMPLIFIER KIT,0,0,"5.21500","0","32","-","Active","Project Kit","Voice Interaction","-","-","LM386","-"
https://www.kitronik.co.uk/pdf/2108_steady_hand_game_with_latching_led_essentials_2_0.pdf,-,2108-01-ND,2108-01,Kitronik Ltd.,STEADY HAND PROJECT KIT (WITH LA,0,0,"5.68548","0","31","-","Active","Project Kit","Audio Amplifier","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/5201.pdf,-,5201KI-ND,5201,Kitronik Ltd.,FIZZBIT MODULE - CREATE YOUR OWN,0,0,"5.88143","0","28","-","Active","Project Kit","-","-","-","-","-"
https://www.kitronik.co.uk/pdf/2162-usb-fan-kit-essential-information.pdf,-,2162KI-ND,2162,Kitronik Ltd.,USB FAN KIT,0,0,"5.88156","0","32","-","Active","Project Kit","USB Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14635_Web.pdf,-,KIT-14635-ND,KIT-14635,SparkFun Electronics,LIGHTHOUSE BEGINNER SOLDERING KI,0,0,"6.25000","0","1","-","Active","Solder","Through Hole Practice","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM244_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PIM244.jpg,PIM244-ND,PIM244,Pimoroni Ltd,MAKER ESSENTIALS - LEDS & RESIST,0,0,"6.50957","0","23","Maker Essentials","Active","Components","Inventor Kit","-","-","-","-"
https://www.kitronik.co.uk/pdf/2152_micro_usb_lamp_essentials_2_1.pdf,-,2152KI-ND,2152,Kitronik Ltd.,MICRO USB LAMP KIT - 1W LED,0,0,"6.52179","0","28","-","Active","Project Kit","LED Kit","-","-","-","-"
https://www.kitronik.co.uk/pdf/2109_electronic_dice_kit_build_instructions.pdf,-,1009KI-ND,1009,Kitronik Ltd.,RETAIL PACK - DICE KIT,0,0,"6.52192","0","26","-","Active","Project Kit","Game Kit","-","-","-","-"
https://www.kitronik.co.uk/pdf/2110_thermometer_essentials_2_0.pdf,-,2110KI-ND,2110,Kitronik Ltd.,THERMOMETER PROJECT KIT,0,0,"6.53500","0","28","-","Active","Project Kit","Temperature Meter","-","-","PIC12F675","-"
https://www.kitronik.co.uk/pdf/2104_timer_essentials_2_0.pdf,-,2104KI-ND,2104,Kitronik Ltd.,TIMER PROJECT KIT,0,0,"6.60038","0","26","-","Active","Project Kit","Timer Kit","-","-","NE556","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0363_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_DFR0363.jpg,DFR0363-ND,DFR0363,DFRobot,WIRELESS CHARGING MODULE 5V/300M,0,0,"6.70000","0","1","-","Active","RF","Wireless Charging Module","-","-","-","-"
https://www.kitronik.co.uk/pdf/2136_stereo_amplifier_essentials_2_0.pdf,-,1036KI-ND,1036,Kitronik Ltd.,RETAIL PACK - STEREO AMPLIFIER K,0,0,"7.07083","0","24","-","Active","Project Kit","Voice Interaction","-","-","NJM2073D","-"
https://www.kitronik.co.uk/pdf/2118_7_segment_led_display_essentials_2_0.pdf,-,2118KI-ND,2118,Kitronik Ltd.,7 SEGMENT LED DISPLAY KIT,0,0,"7.08400","0","25","-","Active","Project Kit","LED Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0362_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_DFR0362.jpg,DFR0362-ND,DFR0362,DFRobot,WIRELESS CHARGING MODULE 5V/1A,0,0,"7.11000","0","1","-","Active","RF","Wireless Charging Module","-","-","-","-"
https://www.kitronik.co.uk/pdf/2105_xylophone_essentials_2_0.pdf,-,2105KI-ND,2105,Kitronik Ltd.,XYLOPHONE PROJECT KIT,0,0,"7.38478","0","23","-","Active","Project Kit","Sound Generator","-","-","LM324","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14636_Web.pdf,-,KIT-14636-ND,KIT-14636,SparkFun Electronics,DAY OF THE GEEK - SOLDERING BADG,0,0,"7.50000","0","1","-","Active","Solder","Through Hole Practice","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14637_Web.pdf,-,KIT-14637-ND,KIT-14637,SparkFun Electronics,DAY OF THE GEEK - SOLDERING BADG,0,0,"7.50000","0","1","-","Active","Solder","Through Hole Practice","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PPKIT4001_02_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PPKIT4002.jpg,PPKIT4002-ND,PPKIT4002,Pimoroni Ltd,DAY OF THE GEEK SOLDERING BADGE,0,0,"7.63471","0","17","-","Active","Solder","SMD Practice","-","-","-","-"
https://www.kitronik.co.uk/pdf/2103_electronic_game_kit_build_instructions.pdf,-,1003KI-ND,1003,Kitronik Ltd.,RETAIL PACK - ELECTRONIC GAME KI,0,0,"7.94667","0","21","-","Active","Project Kit","Game Kit","-","-","-","-"
https://www.kitronik.co.uk/pdf/2136_stereo_amplifier_essentials_2_0.pdf,-,2136B-ND,2136B,Kitronik Ltd.,"STEREO AMPLIFIER, PRE-BUILT",0,0,"8.23400","0","20","-","Active","Project Kit","Voice Interaction","-","-","NJM2073D","-"
https://www.kitronik.co.uk/pdf/2164-wind-up-torch-kit-essential-information.pdf,-,2164-ND,2164,Kitronik Ltd.,WIND-UP TORCH KIT,0,0,"8.29958","0","24","-","Active","Components","Deluxe Components Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM248_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PIM248.jpg,1778-1171-ND,PIM248,Pimoroni Ltd,MAKER ESSENTIALS - SWITCHES & PO,0,0,"8.77588","0","17","Maker Essentials","Active","Components","Accessories Kit","-","-","-","-"
https://www.kitronik.co.uk/pdf/2141_deluxe_stereo_amplifier_essentials_2_0.pdf,-,1041-JK-ND,1041-JK,Kitronik Ltd.,RETAIL PACK - 3.5MM JACK - DELUX,0,0,"9.01842","0","19","-","Active","Project Kit","Voice Interaction","-","-","NJM2073D","-"
https://www.kitronik.co.uk/pdf/2134_solar_garden_night_light_essentials_2_0.pdf,-,1034KI-ND,1034,Kitronik Ltd.,RETAIL PACK - SOLAR GARDEN LIGHT,0,0,"9.25368","0","19","-","Active","Project Kit","Lighting Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/CamJam_EduKit_Web.pdf,-,PIS-0131-ND,PIS-0131,Pi Supply,CAMJAM EDUKIT,0,0,"9.80000","0","68","-","Active","Project Kit","LED Kit","Raspberry Pi pHAT","-","-","Raspberry Pi 3"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0928_Web.pdf,-,PIS-0928-ND,PIS-0928,Pi Supply,TRIBORG PLUS RASPBERRY PI 40 PIN,0,0,"9.80000","0","5","TriBorg+","Active","Starter Kit","Accessories Kit","Raspberry Pi HAT (40 pin)","-","-","-"
https://www.kitronik.co.uk/pdf/2150_vibrobug_essentials_2_0.pdf,-,2151KI-ND,2151,Kitronik Ltd.,"VIBROBUG KIT, BLACK",0,0,"9.80235","0","17","-","Active","Project Kit","Motion Kit","-","-","-","-"
-,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_ARX-EXP.jpg,ARX-EXP-ND,ARX-EXP,Global Specialties,EXPANSION BOARD KIT ARX/AAR BOTS,0,0,"10.00000","0","10","-","Active","Components","Experiment PCB","-","-","-","-"
https://www.kitronik.co.uk/pdf/2153_solar_powered_buggy_essentials_2_2.pdf,-,2153KI-ND,2153,Kitronik Ltd.,SOLAR POWERED BUGGY,0,0,"10.32533","0","15","-","Active","Project Kit","Power","-","-","-","-"
https://www.kitronik.co.uk/pdf/2150_vibrobug_essentials_2_0.pdf,-,2150B-ND,2150B,Kitronik Ltd.,"VIBROBUG KIT, BUILT PCB, RED",0,0,"10.58688","0","16","-","Active","Project Kit","Motion Kit","-","-","-","-"
https://www.kitronik.co.uk/pdf/2150_vibrobug_essentials_2_0.pdf,-,2151B-ND,2151B,Kitronik Ltd.,"VIBROBUG KIT, BUILT PCB, BLACK",0,0,"10.58688","0","16","-","Active","Project Kit","Motion Kit","-","-","-","-"
https://www.kitronik.co.uk/pdf/2141_deluxe_stereo_amplifier_essentials_2_0.pdf,-,2141B-JK-ND,2141B-JK,Kitronik Ltd.,3.5MM JACK - DELUXE STEREO AMPLI,0,0,"10.96600","0","15","-","Active","Components","Deluxe Components Kit","-","-","TDA2822","-"
-,-,10980000030-ND,10980000030,HARTING,HAN-FAPC LOCK PROMOTION BOX,0,0,"11.53000","0","1","*","Active","-","-","-","-","-","-"
https://www.kitronik.co.uk/pdf/2163-learn-to-solder-kit-essential-information.pdf,-,2163KI-ND,2163,Kitronik Ltd.,"LEARNING TO SOLDER LED KIT, PACK",0,0,"13.07000","0","12","-","Active","Project Kit","LED Kit","-","-","-","-"
https://www.sparkfun.com/datasheets/Kits/CapMeter-Manual.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-09485.jpg,KIT-09485-ND,KIT-09485,SparkFun Electronics,CAPACITANCE METER KIT,0,0,"13.95000","0","1","-","Active","Project Kit","Capacitance Meter","-","-","ATmega48","-"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/Pi_Crust_Plus_Web.pdf,-,PIS-0836-ND,PIS-0836,Pi Supply,PI CRUST PLUS EASILY CONN ELECTR,0,0,"13.99000","0","58","-","Active","Components","Breakout Board","Boson, micro:bit","-","-","-"
http://files.tinycircuits.com/Datasheets/TinyCircuits_ASM2001-R.pdf,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASM2001-R.jpg,1832-1040-ND,ASM2001-R,TinyCircuits,TINYDUINO PROCESSOR BOARD NO BAT,5,0,"14.95000","0","1","TinyDuino","Active","Starter Kit","Inventor Kit","TinyDuino","Arduino IDE","ATmega328P","TinyDuino Processor Board"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14655_Web.pdf,-,KIT-14655-ND,KIT-14655,SparkFun Electronics,SPARKFUN PAPER CIRCUITS KIT,0,0,"14.95000","0","1","SparkFun Paper Circuits","Active","Project Kit","LED Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM319_Web.pdf,-,PIM319-ND,PIM319,Pimoroni Ltd,BEARABLES FOX KIT,0,0,"15.85200","0","10","Bearables","Active","Project Kit","Lighting Kit","-","-","PIC16F1503","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM318_Web.pdf,-,PIM318-ND,PIM318,Pimoroni Ltd,BEARABLES BEAR KIT,0,0,"15.85200","0","10","Bearables","Active","Project Kit","Lighting Kit","-","-","PIC16F1503","-"
http://files.tinycircuits.com/Datasheets/TinyCircuits_ASM2001-R.pdf,-,ASM2001-R-B-ND,ASM2001-R-B,TinyCircuits,TINYDUINO PROCESSOR BOARD W/COIN,0,0,"15.95000","0","2","TinyDuino","Active","Starter Kit","Inventor Kit","TinyDuino","Arduino IDE","ATmega328P","TinyDuino Processor Board"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14638_Web.pdf,-,KIT-14638-ND,KIT-14638,SparkFun Electronics,NIGHT LIGHT SOLDERING KIT,0,0,"16.25000","0","1","-","Active","Solder","Through Hole Practice","-","-","-","-"
https://www.kitronik.co.uk/pdf/2157_fm_radio_essentials_2_2.pdf,-,1057KI-ND,1057,Kitronik Ltd.,RETAIL PACK - FM RADIO KIT V2.0,0,0,"16.32455","0","11","-","Active","RF","Radio Kit","-","-","NCP2890","-"
http://www.lcd-module.com/eng/pdf/doma/dog-me.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PIM146.jpg,1778-1008-ND,PIM146,Pimoroni Ltd,DISPLAY-O-TRON BREAKOUT,0,0,"16.40778","0","9","-","Active","Project Kit","LCD Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14640_Web.pdf,-,KIT-14640-ND,KIT-14640,SparkFun Electronics,HEART - SURFACE MOUNT SOLDERING,0,0,"17.50000","0","1","-","Active","Solder","SMD Practice","-","-","ATtiny85","-"
-,-,10980000012DE-ND,10980000012DE,HARTING,PROMOTION KIT HAN-QUICK LOCK,0,0,"19.41000","0","1","-","Active","-","-","-","-","-","-"
-,-,10980000012EN-ND,10980000012EN,HARTING,PROMOTION KIT HAN-QUICK LOCK,0,0,"19.41000","0","1","-","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/CBI011_Web.pdf,-,CBI011-ND,CBI011,Pimoroni Ltd,CHIBITRONICS EFFECTS STICKERS AN,5,0,"20.38000","0","1","Chibitronics ","Active","Starter Kit","LED Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/CBI013_Web.pdf,-,CBI013-ND,CBI013,Pimoroni Ltd,LIGHT SENSOR MATERIALS KIT,0,0,"20.38143","0","7","Chibitronics ","Active","Sensor Kit","Light Sensor","-","Chibitronics’ LTC, Microsoft MakeCode","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-14336_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-14336.jpg,DEV-14336-ND,DEV-14336,SparkFun Electronics,MICRO BIT GO BUNDLE,0,0,"20.63000","0","1","-","Active","Starter Kit","Inventor Kit","micro:bit","Microsoft MakeCode, Python","nRF51822, MMA8652, MAG3110, KL26Z","BBC micro:bit"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/KIT0130_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_KIT0130.jpg,KIT0130-ND,KIT0130,DFRobot,MICRO:BIT GO (ON-THE-GO STARTER,0,0,"20.73000","0","1","-","Active","Starter Kit","Inventor Kit","micro:bit","Microsoft MakeCode, Python","nRF51822, MMA8652, MAG3110, KL26Z","BBC micro:bit"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14536_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-14536.jpg,KIT-14536-ND,KIT-14536,SparkFun Electronics,SPARKFUN INVENTOR'S KIT BRIDGE P,0,0,"20.95000","0","1","-","Active","Starter Kit","Inventor Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/PIS-0353_Web.pdf,//media.digikey.com/Photos/Pi-Supply/MFG_PIS-0353.JPG,PIS-0353-ND,PIS-0353,Pi Supply,MICRO:BIT GO,0,0,"21.03586","0","29","MicroBit","Active","Starter Kit","Inventor Kit","micro:bit","Microsoft MakeCode, Python","nRF51822, MMA8652, MAG3110, KL26Z","BBC micro:bit"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/TWSU-008_Web.pdf,-,TWSU-008-ND,TWSU-008,Pimoroni Ltd,SEW & GLOW KIT,0,0,"22.64000","0","7","-","Active","Project Kit","Lighting Kit","-","-","-","-"
http://files.tinycircuits.com/Datasheets/TinyCircuits_ASK4001.pdf,//media.digikey.com/Photos/Tiny%20Circuits/ASK4001.jpg,1832-1042-ND,ASK4001,TinyCircuits,TINYSABER KIT,2,0,"24.95000","0","1","TinySaber","Active","Starter Kit","Inventor Kit","-","Arduino IDE","ATtiny841","-"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASM2021-R-A_Web.pdf,-,ASM2021-R-A-ND,ASM2021-R-A,TinyCircuits,TINYZERO PROCESSOR BOARD - WITH,0,0,"24.95000","0","1","TinyZero","Active","Starter Kit","Inventor Kit","TinyZero","Arduino IDE","SAMD21","TinyZero Processor Board"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-15259_Web.pdf,-,1568-KIT-15259-ND,KIT-15259,SparkFun Electronics,ESP8266 THING DEV STARTER KIT,0,0,"25.00000","0","1","-","Active","Starter Kit","Breadboard Kit","Arduino R3 Shield","Arduino IDE","ESP8266","SparkFun ESP8266 Thing - Dev Board"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-15258_Web.pdf,-,1568-KIT-15258-ND,KIT-15258,SparkFun Electronics,ESP8266 THING STARTER KIT,0,0,"25.00000","0","1","-","Active","Starter Kit","Breadboard Kit","Arduino R3 Shield","Arduino IDE","ESP8266","SparkFun ESP8266 Thing - Dev Board"
-,//media.digikey.com/Photos/Parallax%20Photos/MFG_28122.jpg,28122-ND,28122,Parallax Inc.,KIT WHAT'S A MICRO:PARTS ONLY,0,0,"26.05000","0","1","-","Active","Components","Accessories Kit","-","-","-","-"
http://cdn.sparkfun.com/datasheets/Kits/SFE03-0010-KitCard-SimonPTH-WebVersion-02.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-10547.jpg,KIT-10547-ND,KIT-10547,SparkFun Electronics,SIMON SAYS SOLDER KIT THRU-HOLE,0,0,"26.95000","0","1","Simon Says","Active","Solder","Through Hole Practice","-","-","ATmega328","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14310_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-14310.jpg,KIT-14310-ND,KIT-14310,SparkFun Electronics,INVENTOR'S KIT ADD-ON PACK - V4.,0,0,"27.50000","0","1","-","Active","Starter Kit","Inventor Kit","SparkFun Thing","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14499_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-14499.jpg,KIT-14499-ND,KIT-14499,SparkFun Electronics,INVENTOR'S KIT REFILL PACK - V4.,0,0,"27.50000","0","1","-","Active","Starter Kit","Inventor Kit","SparkFun Thing","-","-","-"
https://github.com/sparkfun/Proto_Pedal,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_PRT-13124.jpg,PRT-13124-ND,PRT-13124,SparkFun Electronics,AUDIO PROTO PEDAL FOR GUITARS,0,0,"27.95000","0","1","-","Active","Project Kit","Proto Pedal","Arduino R3 Shield","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pi%20Supply%20PDFs/Web_of_Things_Kit_Web.pdf,//media.digikey.com/Photos/Pi-Supply/MFG_PIS-0542.jpg,PIS-0542-ND,PIS-0542,Pi Supply,WEB OF THINGS KIT,0,0,"27.99000","0","28","-","Active","Starter Kit","IoT Kit","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/TWSU-007_Web.pdf,-,TWSU-007-ND,TWSU-007,Pimoroni Ltd,LIGHT RACER KIT,0,0,"28.29400","0","5","-","Active","Project Kit","Human Interface","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/KIT_5603_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_KIT-5603.jpg,KIT-5603-ND,KIT-5603,Pimoroni Ltd,INVENTOR'S KIT FOR THE BBC MICRO,0,0,"28.86600","0","5","-","Active","Starter Kit","Inventor Kit","micro:bit","-","-","-"
https://github.com/jimblom/Serial-LCD-Kit/wiki/Serial-Enabled-LCD-Kit-Datasheet,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_LCD-10097.jpg,LCD-10097-ND,LCD-10097,SparkFun Electronics,SERIAL ENABLED LCD KIT 16X2,0,0,"28.95000","0","1","-","Active","Project Kit","LCD Kit","-","-","ATmega328","-"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0124_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_DFR0124.jpg,DFR0124-ND,DFR0124,DFRobot,RGB LED MODULE (UNASSEMBLED KIT),0,0,"29.92000","0","1","-","Active","Starter Kit","LED Kit","-","-","TLC5940","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-15257_Web.pdf,-,1568-KIT-15257-ND,KIT-15257,SparkFun Electronics,ARDUINO PRO MINI STARTER KIT - 3,0,0,"29.95000","0","1","SparkFun","Active","Starter Kit","Breadboard Kit","-","Arduino IDE","ATmega328","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT%E2%80%9015254_Web.pdf,-,1568-KIT-15254-ND,KIT-15254,SparkFun Electronics,ARDUINO PRO MINI STARTER KIT - 5,0,0,"29.95000","0","1","SparkFun","Active","Starter Kit","Breadboard Kit","-","Arduino IDE","ATmega328","-"
-,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_ARX-ULT.jpg,ARX-ULT-ND,ARX-ULT,Global Specialties,ULTRSND MEASURE KIT AAR/ARX BOTS,0,0,"30.00000","0","5","-","Active","Project Kit","Distance Measuring Ultrasound","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/108060000_Web.pdf,-,1597-1766-ND,108060000,"Seeed Technology Co., Ltd",MOTOR PACK FOR ARDUINO,0,0,"30.50000","0","1","-","Active","Motion Kit","Motor Control","-","Arduino IDE","-","-"
-,//media.digikey.com/Photos/BK%20Precision%20Photos/MFG_GSK-444.jpg,GSK-444-ND,GSK-444,Global Specialties,TIMER SWITCH KIT DGTL MULTFUNCTN,0,0,"32.50000","0","1","-","Active","Project Kit","Digital Timing Switch","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/Binary_Blaster_Assembly_Guide_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-12037_A.jpg,KIT-12037-ND,KIT-12037,SparkFun Electronics,BINARY BLASTER SOLDER KIT,0,0,"32.95000","0","1","Binary Blaster","Active","Project Kit","Binary Conversion","-","-","ATmega328","-"
http://files.tinycircuits.com/Datasheets/TinyCircuits_ASK1001-R-P1-B.pdf,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASK1001-R-P1-B.jpg,1832-1041-ND,ASK1001-R-P1-B,TinyCircuits,TINYDUINO BASIC KIT COIN CELL VE,5,0,"34.95000","0","1","TinyDuino","Active","Starter Kit","Inventor Kit","TinyDuino","Arduino IDE","ATmega328P","TinyDuino Processor Board"
http://cdn.sparkfun.com/datasheets/Kits/SFE03-0010.KitCard.ClockIt-ReaderSpreads-06.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-10930.jpg,KIT-10930-ND,KIT-10930,SparkFun Electronics,CLOCKIT SOLDER KIT,0,0,"34.95000","0","1","ClockIt","Active","Solder","Through Hole Practice","-","-","ATmega328","-"
https://aiyprojects.withgoogle.com/voice#assembly-guide,//media.digikey.com/Photos/Pi-Supply/MFG_PIS-0469_1.JPG,PIS-0469-ND,PIS-0469,Pi Supply,GOOGLE AIY KIT,0,0,"35.05200","0","25","-","Active","Project Kit","Voice Interaction","Raspberry Pi HAT (40 pin)","Google Cloud","-","-"
http://www.globalspecialties.com/educational-hobby-kits/solar-leds-and-switches/download/1570_61f5128529f761052953873cf511986b.html,//media.digikey.com/photos/BK%20Precision%20Photos/MFG_GSK-61.jpg,BKGSK-61-ND,GSK-61,Global Specialties,LED PANEL METER KIT 3.5DIGIT,0,0,"37.00000","0","1","-","Active","Project Kit","LED Panel Meter 3.5 Digit","-","-","-","-"
-,-,10980000023-ND,10980000023,HARTING,PROMOTION KIT HAN 3A INOX,0,0,"37.06000","0","1","*","Active","-","-","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/SparkPunk_Hookup_Guide_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-11177_A.jpg,KIT-11177-ND,KIT-11177,SparkFun Electronics,SPARKPUNK SOUND KIT,0,0,"37.95000","0","1","SparkPunk","Active","Starter Kit","Sound Generator","-","-","-","-"
https://www.kitronik.co.uk/pdf/2143_high_power_amp_essentials_2_0.pdf,-,2143-JK-ND,2143-JK,Kitronik Ltd.,HIGH POWER AMP KIT WITH JACK LEA,0,0,"39.21000","0","4","-","Active","Project Kit","Audio Amplifier","-","-","TDA7297","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/110020169_Web.pdf,-,1597-1736-ND,110020169,"Seeed Technology Co., Ltd",GROVE BASE KIT FOR RASPBERRY PI,0,0,"40.70000","0","1","Grove","Active","Starter Kit","Inventor Kit","Raspberry Pi HAT (40 pin), Grove","-","STM32, 101020008, 101020010, 101020011, 111020044, 101020132, 101020353, 103020005, 103030275, 104020111, 107020000, 316010005","-"
//media.digikey.com/pdf/Data%20Sheets/Seeed%20Technology/102991182_Web.pdf,-,1597-1767-ND,102991182,"Seeed Technology Co., Ltd",KITTENBOT MEOWBIT CARDSIZED GRAP,0,0,"40.70000","0","1","-","Active","MCU","Arcade Game Kit","micro:bit","Microsoft MakeCode, Python","STM32F401RET6","-"
-,//media.digikey.com/Photos/Parallax%20Photos/28152.jpg,28152-ND,28152,Parallax Inc.,KIT & TEXT WHAT'S A MICROCONTRL,0,0,"43.74000","0","1","-","Active","MCU","Programming Language","-","-","-","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14719_Web.pdf,-,KIT-14719-ND,KIT-14719,SparkFun Electronics,SPARKFUN INVENTOR'S KIT BRIDGE P,0,0,"43.75000","0","1","Sparkfun Inventor Kit (SIK)","Active","Starter Kit","Accessories Kit","micro:bit","-","-","-"
