Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Main Purpose","Type","Specifications"
//media.digikey.com/pdf/Data%20Sheets/MikroElektronika%20PDFs/Hexiwear_Color_Pack_Web.pdf,//media.digikey.com/Photos/MikroElektronika/MFG_MIKROE-2148.JPG,1471-1559-ND,MIKROE-2148,MikroElektronika,HEXIWEAR COLOR PACK GREEN,2,0,"20.30000","0","1","Hexiwear","Active","Accessories Kit","Cover, Wristband","Green"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/TEK001_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_TEK001.jpg,1778-1157-ND,TEK001,Pimoroni Ltd,SEWABLE BATTERY BOARD,18,0,"3.14000","0","1","Teknikio","Active","Power","Battery Holder","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/TEK003_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_TEK003.jpg,1778-1159-ND,TEK003,Pimoroni Ltd,SEWABLE STAR LEDS,24,0,"3.97000","0","1","Teknikio","Active","Lighting","LED Blue","4 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/TEK005_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_TEK005.jpg,1778-1161-ND,TEK005,Pimoroni Ltd,SEWABLE MULTICOLOUR LEDS,23,0,"5.10000","0","1","Teknikio","Active","Lighting","LED","2 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/TEK002_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_TEK002.jpg,1778-1158-ND,TEK002,Pimoroni Ltd,SEWABLE MOTIONBOARD (VIBRATING M,0,0,"6.28000","0","1","Teknikio","Active","Haptic","Vibration Motor","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM315_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PIM315.jpg,1778-1151-ND,PIM315,Pimoroni Ltd,BEARABLES BEAR LED BADGE,19,0,"7.36000","0","1","-","Active","Lighting","LED","12 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM314_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PIM314.jpg,1778-1150-ND,PIM314,Pimoroni Ltd,BEARABLES FOX LED BADGE,11,0,"7.36000","0","1","-","Active","Lighting","LED","12 Pieces"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASM2101_Web.pdf,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASM2101.jpg,1832-1034-ND,ASM2101,TinyCircuits,TINYLILYMINIPROCESSORBOARD,10,0,"9.95000","0","1","TinyLily","Active","MCU","Atmega328P","-"
https://www.kitronik.co.uk/pdf/2722_2724_2727_electro-fashion_conductive_thread_datasheet.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_2722.jpg,1927-1035-ND,2722,Kitronik Ltd.,ELECTRO-FASHION CONDUCTIVE THREA,9,0,"10.39000","0","1","-","Active","Sewing","Conductive Thread","147.64' (45.00m)"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASL2111_Web.pdf,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASL2111.jpg,1832-1035-ND,ASL2111,TinyCircuits,TINYLILYMINIUSBADAPTER,19,0,"14.95000","0","1","TinyLily","Active","Interface","Adapter","USB"
https://www.kitronik.co.uk/pdf/2722_2724_2727_electro-fashion_conductive_thread_datasheet.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_2744.jpg,1927-1038-ND,2744,Kitronik Ltd.,"ELECTRO-FASHION, CONDUCTIVE THRE",2,0,"45.75000","0","1","-","Active","Sewing","Conductive Thread","820.21' (250.00m)"
-,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASL1001-LR.jpg,ASL1001-LR-ND,ASL1001-LR,TinyCircuits,TINYLILYLED0402 RED,0,0,"0.99000","0","17","TinyLily","Active","Lighting","LED Red","1 Piece"
-,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASL1001-LA.jpg,ASL1001-LA-ND,ASL1001-LA,TinyCircuits,TINYLILYLED0402 AMBER,0,0,"0.99000","0","17","TinyLily","Active","Lighting","LED Amber","1 Piece"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASL1001-LG_Web.pdf,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASL1001-LG.jpg,ASL1001-LG-ND,ASL1001-LG,TinyCircuits,TINYLILYLED0402 GREEN,0,0,"0.99000","0","17","TinyLily","Active","Lighting","LED Green","1 Piece"
-,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASL1002-LR.jpg,ASL1002-LR-ND,ASL1002-LR,TinyCircuits,TINYLILYLED1206 RED,0,0,"0.99000","0","17","TinyLily","Active","Lighting","LED Red","2 Pieces"
-,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASL1002-LA.jpg,ASL1002-LA-ND,ASL1002-LA,TinyCircuits,TINYLILYLED1206 AMBER,0,0,"0.99000","0","17","TinyLily","Active","Lighting","LED Amber","2 Pieces"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASL1002-LG_Web.pdf,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASL1002-LG.jpg,ASL1002-LG-ND,ASL1002-LG,TinyCircuits,TINYLILYLED1206 GREEN,0,0,"0.99000","0","17","TinyLily","Active","Lighting","LED Green","2 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/2741_Web.pdf,-,2741KI-ND,2741,Kitronik Ltd.,NEEDLE SET,0,0,"1.76448","0","96","-","Active","Sewing","Needle(s)","5 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-13883_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-13883.jpg,DEV-13883-ND,DEV-13883,SparkFun Electronics,DEV LILYPAD COIN CELL BATT HOLDR,0,0,"1.95000","0","1","LilyPad","Active","Power","Battery Holder with Switch","Coin, 20.0mm"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASL1003_Web.pdf,-,ASL1003-ND,ASL1003,TinyCircuits,TINYLILY RGB LED,0,0,"1.95000","0","9","TinyLily","Active","Lighting","LED Board","RGB LED"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3961_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3961.JPG,1528-2744-ND,3961,Adafruit Industries LLC,CONDUCTIVE NYLON FABRIC TAPE - 5,21,0,"2.95000","0","1","-","Active","Sewing","Conductive Tape, Roll","32.8' (10.0m)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-10867_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10867_B.jpg,DEV-10867-ND,DEV-10867,SparkFun Electronics,THREAD COND STNLSS STEEL 30',0,0,"2.95000","0","1","-","Active","Sewing","Conductive Thread","30' (9.14m)"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASL1101_Web.pdf,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASL1101.jpg,ASL1101-ND,ASL1101,TinyCircuits,TINYLILYSWITCH3MM,0,0,"2.95000","0","6","TinyLily","Active","Human Interface","Push Switch","-"
https://www.kitronik.co.uk/pdf/2722_2724_2727_electro-fashion_conductive_thread_datasheet.pdf,//media.digikey.com/Photos/Kitronik%20Ltd/MFG_2727.jpg,2727KI-ND,2727,Kitronik Ltd.,"ELECTRO-FASHION, CONDUCTIVE THRE",0,0,"3.26758","0","62","-","Active","Sewing","Conductive Thread","19.69' (6m)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-08467_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-08467.jpg,DEV-08467-ND,DEV-08467,SparkFun Electronics,TRI-COLOR LED,0,0,"3.50000","0","1","-","Active","Lighting","LED Board","Tri-Color"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-13343_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-13343.jpg,DEV-13343-ND,DEV-13343,SparkFun Electronics,LILYPAD REED SWITCH,0,0,"3.50000","0","1","LilyPad","Active","Sensor","Reed Switch","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-14629_Web.pdf,-,DEV-14629-ND,DEV-14629,SparkFun Electronics,LILYPAD LIGHT SENSOR,0,0,"3.50000","0","1","LilyPad","Active","Sensor","Light","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM316_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PIM316-side2.jpg,1778-1148-ND,PIM316,Pimoroni Ltd,BEARABLES ACORN MOTION SENSOR,0,0,"3.67700","0","40","-","Active","Sensor","Motion Sensor","-"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/PIM317_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_PIM317-side2.jpg,1778-1149-ND,PIM317,Pimoroni Ltd,BEARABLES FLOWER LIGHT SENSOR,0,0,"3.67700","0","40","-","Active","Sensor","Light","-"
https://www.kitronik.co.uk/pdf/Electro_fashion_sewable_LED_kits_web.pdf,-,2703KI-ND,2703,Kitronik Ltd.,"ELECTRO-FASHION, SEWABLE LIGHT K",0,0,"3.72489","0","47","-","Active","Sewing","LED Green","Board(s), LED(s), Battery Holder(s), Thread"
https://www.kitronik.co.uk/pdf/Electro_fashion_sewable_LED_kits_web.pdf,-,2704KI-ND,2704,Kitronik Ltd.,"ELECTRO-FASHION, SEWABLE LIGHT K",0,0,"3.72489","0","47","-","Active","Sewing","LED Red","Board(s), LED(s), Battery Holder(s), Thread"
https://www.kitronik.co.uk/pdf/Electro_fashion_sewable_LED_kits_web.pdf,-,2705-ND,2705,Kitronik Ltd.,"ELECTRO-FASHION, SEWABLE LIGHT K",0,0,"3.72489","0","47","-","Active","Sewing","LED Yellow","Board(s), LED(s), Battery Holder(s), Thread"
https://www.kitronik.co.uk/pdf/Electro_fashion_sewable_LED_kits_web.pdf,-,2702KI-ND,2702,Kitronik Ltd.,"ELECTRO-FASHION, SEWABLE LIGHT K",0,0,"3.72500","0","48","-","Active","Sewing","LED Blue","Board(s), LED(s), Battery Holder(s), Thread"
https://www.kitronik.co.uk/pdf/Electro_fashion_sewable_LED_kits_web.pdf,-,2706KI-ND,2706,Kitronik Ltd.,"ELECTRO-FASHION, SEWABLE LIGHT K",0,0,"3.72500","0","46","-","Active","Sewing","LED","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/3960_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_3960.JPG,1528-2743-ND,3960,Adafruit Industries LLC,CONDUCTIVE NYLON FABRIC TAPE - 8,22,0,"3.95000","0","1","-","Active","Sewing","Conductive Tape, Roll","32.8' (10.0m)"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASL1201_Web.pdf,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASL1201_A.jpg,ASL1201-ND,ASL1201,TinyCircuits,TINYLILYBATTERYADAPTER,0,0,"3.95000","0","5","TinyLily","Active","Interface","Adapter","2-Pin JST-SH"
https://www.sparkfun.com/marcomm/SFE03-0010-Packaging-LilyPadFPO-Stickers-MASTER.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-08463.jpg,DEV-08463-ND,DEV-08463,SparkFun Electronics,LILYPAD BUZZER,0,0,"4.25000","0","1","LilyPad","Active","Audio","Buzzer","-"
https://www.kitronik.co.uk/pdf/Electro_fashion_sewable_LED_kits_web.pdf,-,2735KI-ND,2735,Kitronik Ltd.,"ELECTRO-FASHION, SEWABLE LIGHT K",0,0,"4.57450","0","40","-","Active","Sewing","LED Blue","Battery(s), Battery Holder, LED(s), Thread"
https://www.kitronik.co.uk/pdf/Electro_fashion_sewable_LED_kits_web.pdf,-,2736KI-ND,2736,Kitronik Ltd.,"ELECTRO-FASHION, SEWABLE LIGHT K",0,0,"4.57450","0","40","-","Active","Sewing","LED Green","Battery(s), Battery Holder, LED(s), Thread"
https://www.kitronik.co.uk/pdf/Electro_fashion_sewable_LED_kits_web.pdf,-,2737KI-ND,2737,Kitronik Ltd.,"ELECTRO-FASHION, SEWABLE LIGHT K",0,0,"4.57450","0","40","-","Active","Sewing","LED Red","Battery(s), Battery Holder, LED(s), Thread"
https://www.kitronik.co.uk/pdf/Electro_fashion_sewable_LED_kits_web.pdf,-,2738KI-ND,2738,Kitronik Ltd.,"ELECTRO-FASHION, SEWABLE LIGHT K",0,0,"4.57450","0","40","-","Active","Sewing","LED White","Battery(s), Battery Holder, LED(s), Thread"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-10899_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10899.jpg,DEV-10899-ND,DEV-10899,SparkFun Electronics,LILYTINY,0,0,"4.95000","0","1","Lilytiny","Active","MCU","Attiny85","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-13264_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-13264.jpg,DEV-13264-ND,DEV-13264,SparkFun Electronics,PIXEL BOARD,0,0,"4.95000","0","1","-","Active","Lighting","LED Board","-"
https://github.com/sparkfun/LilyTiny_LilyTwinkle,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11364.jpg,DEV-11364-ND,DEV-11364,SparkFun Electronics,LILYTWINKLE,0,0,"4.95000","0","1","Lilytwinkle","Active","MCU","Attiny85","-"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASL2001_Web.pdf,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASL2001.jpg,ASL2001-ND,ASL2001,TinyCircuits,TINYLILYMOTORBOARD,0,0,"4.95000","0","4","TinyLily","Active","MCU","DRV8837","-"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASL2002_Web.pdf,-,ASL2002-ND,ASL2002,TinyCircuits,TINYLILY ACCELEROMETER,0,0,"4.95000","0","4","TinyLily","Active","Sensor","Accelerometer","0.55"" (13.97mm) Dia"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/Electro_Fashion.pdf,-,2712KI-ND,2712,Kitronik Ltd.,"ELECTRO-FASHION SEWABLE LEDS, RE",0,0,"5.88143","0","35","-","Active","Sewing","LED Red","10 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/Electro_Fashion.pdf,-,2713-ND,2713,Kitronik Ltd.,"ELECTRO-FASHION SEWABLE LEDS, BL",0,0,"5.88143","0","35","-","Active","Sewing","LED Blue","10 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/Electro_Fashion.pdf,-,2714KI-ND,2714,Kitronik Ltd.,"ELECTRO-FASHION SEWABLE LEDS, WH",0,0,"5.88143","0","35","-","Active","Sewing","LED White","10 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/Electro_Fashion.pdf,-,2723-ND,2723,Kitronik Ltd.,"ELECTRO-FASHION SEWABLE LEDS, GR",0,0,"5.88143","0","35","-","Active","Sewing","LED Green","10 Pieces"
https://www.sparkfun.com/datasheets/DevTools/LilyPad/fabrickit_ribbon_datasheet.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10172.jpg,DEV-10172-ND,DEV-10172,SparkFun Electronics,CONDUCTIVE RIBBON 3-COND 1YRD,0,0,"5.95000","0","1","-","Active","Sewing","Conductive Ribbon","36.00"" L x 0.20"" W (914.00mm x 5.08mm)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-14546_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-14546.JPG,DEV-14546-ND,DEV-14546,SparkFun Electronics,LILYPAD E-SEWING PROTOSNAP,0,0,"5.95000","0","1","LilyPad","Active","Lighting","LED White","ProtoSnap"
//media.digikey.com/pdf/Data%20Sheets/Kitronik%20PDFs/Electro_Fashion.pdf,-,2726-ND,2726,Kitronik Ltd.,"ELECTRO-FASHION SEWABLE LEDS, SA",0,0,"6.53517","0","29","-","Active","Sewing","LED Purple","10 Pieces"
https://github.com/sparkfun/LilyPad_Vibe_Board/tree/v_1.1,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11008.jpg,DEV-11008-ND,DEV-11008,SparkFun Electronics,LILYPAD VIBE BOARD,0,0,"6.95000","0","1","LilyPad","Active","Haptic","Vibration Motor","-"
https://www.kitronik.co.uk/pdf/2751_electro_fashion_igloo_picaxe_wearable_module_starter_guide.pdf,-,2751KI-ND,2751,Kitronik Ltd.,"ELECTRO-FASHION: IGLOO, PICAXE W",0,0,"7.77667","0","18","-","Active","MCU","PICAXE","40.00mm L x 40.00mm W"
//media.digikey.com/pdf/Data%20Sheets/Pimoroni%20PDFs/TEK006_Web.pdf,//media.digikey.com/Photos/Pimoroni%20Photos/MFG_TEK006.jpg,1778-1162-ND,TEK006,Pimoroni Ltd,SEWABLE LIGHT SENSOR BOARD,0,0,"8.48750","0","16","Teknikio","Active","Prototyping Board","Plated Through Hole","-"
https://www.kitronik.co.uk/pdf/2719R_electro-fashion_flasher_module_kit_build_instructions.pdf,-,2719R-ND,2719R,Kitronik Ltd.,"ELECTRO-FASHION, LED FLASHER MOD",0,0,"8.99238","0","21","-","Active","Sewing","LED White","Board(s), LED(s), Battery Holder(s), Thread"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/LilyPad_Simple_Pwr_HookupGuide.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11893.jpg,DEV-11893-ND,DEV-11893,SparkFun Electronics,LILYPAD SIMPLE POWER,0,0,"9.95000","0","1","LilyPad","Active","Power","Lipo Charger with Switch","-"
https://cdn.sparkfun.com/assets/home_page_posts/2/4/2/3/LED_Fabric_MX01_Series.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-141xx.jpg,COM-14140-ND,COM-14140,SparkFun Electronics,SEWABLE LED RIBBON - 1M 25 LEDS,0,0,"10.00000","0","1","-","Active","Lighting","LED Red","39.37"" (1000.0mm) Length"
https://cdn.sparkfun.com/assets/home_page_posts/2/4/2/3/LED_Fabric_MX01_Series.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-141xx.jpg,COM-14141-ND,COM-14141,SparkFun Electronics,SEWABLE LED RIBBON - 1M 25 LEDS,0,0,"10.00000","0","1","-","Active","Lighting","LED Green","39.37"" (1000.0mm) Length"
https://cdn.sparkfun.com/assets/home_page_posts/2/4/2/3/LED_Fabric_MX01_Series.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-141xx.jpg,COM-14142-ND,COM-14142,SparkFun Electronics,SEWABLE LED RIBBON - 1M 25 LEDS,0,0,"10.00000","0","1","-","Active","Lighting","LED Blue","39.37"" (1000.0mm) Length"
https://cdn.sparkfun.com/assets/home_page_posts/2/4/2/3/LED_Fabric_MX01_Series.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-141xx.jpg,COM-14143-ND,COM-14143,SparkFun Electronics,SEWABLE LED RIBBON - 1M 25 LEDS,0,0,"10.00000","0","1","-","Active","Lighting","LED White","39.37"" (1000.0mm) Length"
https://www.kitronik.co.uk/pdf/2733_electro-fashion_magnet_activated_kit_user_guide.pdf,-,2733KI-ND,2733,Kitronik Ltd.,ELECTRO-FASHION MAGNET ACTIVATED,0,0,"10.29944","0","18","-","Active","Sewing","E-Textiles","Blue"
https://www.kitronik.co.uk/pdf/2733_electro-fashion_magnet_activated_kit_user_guide.pdf,-,2734KI-ND,2734,Kitronik Ltd.,ELECTRO-FASHION MAGNET ACTIVATED,0,0,"10.29944","0","18","-","Active","Sewing","E-Textiles","White"
https://www.kitronik.co.uk/pdf/2729_electro-fashion_starter_pack_user_guide.pdf,-,2729-ND,2729,Kitronik Ltd.,"ELECTRO-FASHION STARTER PACK, ST",0,0,"10.83529","0","17","-","Active","Sewing","E-Textiles","Blue"
https://www.kitronik.co.uk/pdf/2729_electro-fashion_starter_pack_user_guide.pdf,-,2730KI-ND,2730,Kitronik Ltd.,"ELECTRO-FASHION STARTER PACK, ST",0,0,"10.83529","0","17","-","Active","Sewing","E-Textiles","White"
https://www.kitronik.co.uk/pdf/2729_electro-fashion_starter_pack_user_guide.pdf,-,2731-ND,2731,Kitronik Ltd.,"ELECTRO-FASHION STARTER PACK, MI",0,0,"10.83529","0","17","-","Active","Sewing","E-Textiles","Blue"
https://www.kitronik.co.uk/pdf/2729_electro-fashion_starter_pack_user_guide.pdf,-,2732KI-ND,2732,Kitronik Ltd.,"ELECTRO-FASHION STARTER PACK, MI",0,0,"10.83529","0","17","-","Active","Sewing","E-Textiles","White"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-10940_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10940.jpg,DEV-10940-ND,DEV-10940,SparkFun Electronics,LILYPAD SIMPLESNAP PROTOBOARD,0,0,"10.95000","0","1","LilyPad","Active","Prototyping Board","Plated Through Hole","SimpleSnap"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/KIT-14528_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_KIT-14528.jpg,KIT-14528-ND,KIT-14528,SparkFun Electronics,LILYPAD E-SEWING PROTOSNAP KIT,0,0,"12.50000","0","1","LilyPad","Active","Lighting","LED White","ProtoSnap"
https://cdn.sparkfun.com/datasheets/E-Textiles/Materials/NW170-PI-20%20TDS.pdf,//media.digikey.com/photos/Sparkfun%20Elec%20%20Photos/MFG_COM-14110.jpg,COM-14110-ND,COM-14110,SparkFun Electronics,COND FABRIC BLCK POLY/NYLON 6,0,0,"12.95000","0","1","EeonTex","Active","Sewing","Conductive Fabric","13.00"" L x 12.00"" W (330.20mm x 304.80mm)"
https://cdn.sparkfun.com/assets/home_page_posts/2/4/2/3/LED_Fabric_MX01_Series.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-141xx.jpg,1568-1666-ND,COM-14136,SparkFun Electronics,SEWABLE LED RIBBON - 1M 50 LEDS,0,0,"15.00000","0","1","-","Active","Lighting","LED Red","39.37"" (1000.0mm) Length"
https://cdn.sparkfun.com/assets/home_page_posts/2/4/2/3/LED_Fabric_MX01_Series.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-141xx.jpg,1568-1667-ND,COM-14137,SparkFun Electronics,SEWABLE LED RIBBON - 1M 50 LEDS,0,0,"15.00000","0","1","-","Active","Lighting","LED Green","39.37"" (1000.0mm) Length"
https://cdn.sparkfun.com/assets/home_page_posts/2/4/2/3/LED_Fabric_MX01_Series.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-141xx.jpg,1568-1668-ND,COM-14138,SparkFun Electronics,SEWABLE LED RIBBON - 1M 50 LEDS,0,0,"15.00000","0","1","-","Active","Lighting","LED Blue","39.37"" (1000.0mm) Length"
https://cdn.sparkfun.com/assets/home_page_posts/2/4/2/3/LED_Fabric_MX01_Series.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-141xx.jpg,1568-1669-ND,COM-14139,SparkFun Electronics,SEWABLE LED RIBBON - 1M 50 LEDS,0,0,"15.00000","0","1","-","Active","Lighting","LED White","39.37"" (1000.0mm) Length"
https://www.kitronik.co.uk/pdf/2728_electro_fashion_deluxe_pack_user_guide.pdf,-,2728-ND,2728,Kitronik Ltd.,ELECTRO-FASHION DELUXE E-TEXTILE,0,0,"16.28500","0","12","-","Active","Sewing","E-Textiles","-"
https://github.com/sparkfun/LilyTwinkle_ProtoSnap,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11590.jpg,DEV-11590-ND,DEV-11590,SparkFun Electronics,PROTOSNAP LILYTWINKLE BOARD,0,0,"16.95000","0","1","Lilytwinkle","Active","Kit","Starter Pack","Board(s), LED(s), Battery Holder(s), Thread"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0169_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_DFR0169.jpg,DFR0169-ND,DFR0169,DFRobot,LIGHTBOARDS-ROSE QUARTZ,0,0,"17.96000","0","1","-","Active","Lighting","LED Pink","5 Pieces"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-10274_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10274.jpg,DEV-10274-ND,DEV-10274,SparkFun Electronics,ARDUINO SIMPLE BOARD,0,0,"21.95000","0","1","LilyPad","Active","MCU","ATmega328","-"
//media.digikey.com/pdf/Data%20Sheets/TinyCircuits%20PDFs/ASK2001_Web.pdf,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASK2001.jpg,1832-1033-ND,ASK2001,TinyCircuits,TINYLILYMINIBASICKIT,0,0,"23.95000","0","1","TinyLily","Active","MCU","Atmega328P","-"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-10941_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-10941.jpg,DEV-10941-ND,DEV-10941,SparkFun Electronics,LILYPAD ARDUINO SIMPLESNAP,0,0,"29.95000","0","1","LilyPad","Active","MCU","ATmega328","SimpleSnap"
//media.digikey.com/pdf/Data%20Sheets/DFRobot%20PDFs/DFR0383_Web.pdf,//media.digikey.com/Photos/DFRobot/MFG_DFR0383.jpg,DFR0383-ND,DFR0383,DFRobot,MIXTILE GENA -A WEARABLE ELECTRO,0,0,"37.34000","0","1","-","Active","Interface","IOT Development","-"
-,//media.digikey.com/Photos/Tiny%20Circuits/MFG_ASK2002-R.jpg,ASK2002-ND,ASK2002,TinyCircuits,TINYLILYMINISTARTERKIT,0,0,"39.95000","0","1","TinyLily","Active","Kit","Starter Pack","MCU, LEDs, Adapters, Switch"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/DEV-11791_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_DEV-11791.jpg,DEV-11791-ND,DEV-11791,SparkFun Electronics,CONDUCTIVE THREAD - 60G STAINLES,0,0,"42.50000","0","1","-","Active","Sewing","Conductive Thread","1080' (329.18m)"
//media.digikey.com/pdf/Data%20Sheets/Sparkfun%20PDFs/COM-12712_Web.pdf,//media.digikey.com/Photos/Sparkfun%20Elec%20%20Photos/MFG_COM-12712.jpg,COM-12712-ND,COM-12712,SparkFun Electronics,FIBER OPTIC FABRIC - BLACK (40X7,0,0,"45.00000","0","1","-","Active","Fiber Optics","Fiber Optic Fabric","29.53"" L x 15.75"" W (75.00cm x 40.00cm)"
