Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Width","Length"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5924""X5""-25-ND,3M CM592 4"" X 5""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 4"",0,0,"56.96500","0","2","-","Active","Radiant Light Film","4.00"" (101.60mm)","5.00"" (127.0mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5922""X10""-25-ND,3M CM592 2"" X 10""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 2"",0,0,"58.53000","0","2","-","Active","Radiant Light Film","2.00"" (50.80mm)","10.00"" (254.0mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5926""X9""-10-ND,3M CM592 6"" X 9""-10,3M (TC),3M CM592 RADIANT LIGHT FILM - 6"",0,0,"59.51500","0","2","-","Active","Radiant Light Film","6.00"" (152.40mm)","9.00"" (228.6mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5923""X7""-25-ND,3M CM592 3"" X 7""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 3"",0,0,"60.09500","0","2","-","Active","Radiant Light Film","3.00"" (76.20mm)","7.00"" (177.8mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5927""X8""-10-ND,3M CM592 7"" X 8""-10,3M (TC),3M CM592 RADIANT LIGHT FILM - 7"",0,0,"61.59000","0","2","-","Active","Radiant Light Film","7.00"" (177.80mm)","8.00"" (203.2mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5926""X10""-10-ND,3M CM592 6"" X 10""-10,3M (TC),3M CM592 RADIANT LIGHT FILM - 6"",0,0,"65.97500","0","2","-","Active","Radiant Light Film","6.00"" (152.40mm)","10.00"" (254.0mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5924""X6""-25-ND,3M CM592 4"" X 6""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 4"",0,0,"67.93000","0","2","-","Active","Radiant Light Film","4.00"" (101.60mm)","6.00"" (152.4mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,5-5-CM592-ND,5-5-CM592,3M (TC),3M CM592 RADIANT LIGHT FILM - 5"",0,0,"68.06750","0","4","-","Active","Radiant Light Film","5.00"" (127.00mm)","15' (4.6m) 5 yds"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5923""X8""-25-ND,3M CM592 3"" X 8""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 3"",0,0,"68.44000","0","2","-","Active","Radiant Light Film","3.00"" (76.20mm)","8.00"" (203.2mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5927""X9""-10-ND,3M CM592 7"" X 9""-10,3M (TC),3M CM592 RADIANT LIGHT FILM - 7"",0,0,"69.10500","0","2","-","Active","Radiant Light Film","7.00"" (177.80mm)","9.00"" (228.6mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5928""X8""-10-ND,3M CM592 8"" X 8""-10,3M (TC),3M CM592 RADIANT LIGHT FILM - 8"",0,0,"70.16000","0","2","-","Active","Radiant Light Film","8.00"" (203.20mm)","8.00"" (203.2mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5925""X5""-25-ND,3M CM592 5"" X 5""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 5"",0,0,"70.53500","0","2","-","Active","Radiant Light Film","5.00"" (127.00mm)","5.00"" (127.0mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5927""X10""-10-ND,3M CM592 7"" X 10""-10,3M (TC),3M CM592 RADIANT LIGHT FILM - 7"",0,0,"76.62000","0","2","-","Active","Radiant Light Film","7.00"" (177.80mm)","10.00"" (254.0mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5923""X9""-25-ND,3M CM592 3"" X 9""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 3"",0,0,"76.79000","0","2","-","Active","Radiant Light Film","3.00"" (76.20mm)","9.00"" (228.6mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5928""X9""-10-ND,3M CM592 8"" X 9""-10,3M (TC),3M CM592 RADIANT LIGHT FILM - 8"",0,0,"78.71000","0","2","-","Active","Radiant Light Film","8.00"" (203.20mm)","9.00"" (228.6mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5924""X7""-25-ND,3M CM592 4"" X 7""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 4"",0,0,"78.88000","0","2","-","Active","Radiant Light Film","4.00"" (101.60mm)","7.00"" (177.8mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5923""X10""-25-ND,3M CM592 3"" X 10""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 3"",0,0,"80.14500","0","2","-","Active","Radiant Light Film","3.00"" (76.20mm)","10.00"" (254.0mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,6-5-CM592-ND,6-5-CM592,3M (TC),3M CM592 RADIANT LIGHT FILM - 6"",0,0,"81.68500","0","4","-","Active","Radiant Light Film","6.00"" (152.40mm)","15' (4.6m) 5 yds"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5928""X10""-10-ND,3M CM592 8"" X 10""-10,3M (TC),3M CM592 RADIANT LIGHT FILM - 8"",0,0,"82.13000","0","2","-","Active","Radiant Light Film","8.00"" (203.20mm)","10.00"" (254.0mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5929""X9""-10-ND,3M CM592 9"" X 9""-10,3M (TC),3M CM592 RADIANT LIGHT FILM - 9"",0,0,"83.12000","0","2","-","Active","Radiant Light Film","9.00"" (228.60mm)","9.00"" (228.6mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5925""X6""-25-ND,3M CM592 5"" X 6""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 5"",0,0,"84.10000","0","2","-","Active","Radiant Light Film","5.00"" (127.00mm)","6.00"" (152.4mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5924""X8""-25-ND,3M CM592 4"" X 8""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 4"",0,0,"84.54500","0","2","-","Active","Radiant Light Film","4.00"" (101.60mm)","8.00"" (203.2mm)"
-,-,3MCM59212""X12""-6-ND,3M CM592 12"" X 12""-6,3M (TC),RADIANT FILM TAPE 12"" X 12"" 6/PK,0,0,"87.69500","0","2","*","Active","-","-","-"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,7-5-CM592-ND,7-5-CM592,3M (TC),3M CM592 RADIANT LIGHT FILM - 7"",0,0,"89.69667","0","3","-","Active","Radiant Light Film","7.00"" (177.80mm)","15' (4.6m) 5 yds"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5925""X7""-25-ND,3M CM592 5"" X 7""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 5"",0,0,"91.92000","0","2","-","Active","Radiant Light Film","5.00"" (127.00mm)","7.00"" (177.8mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5929""X10""-10-ND,3M CM592 9"" X 10""-10,3M (TC),3M CM592 RADIANT LIGHT FILM - 9"",0,0,"92.16000","0","2","-","Active","Radiant Light Film","9.00"" (228.60mm)","10.00"" (254.0mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5924""X9""-25-ND,3M CM592 4"" X 9""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 4"",0,0,"94.86500","0","2","-","Active","Radiant Light Film","4.00"" (101.60mm)","9.00"" (228.6mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM592CIRCLE-3""-100-ND,3M CM592 CIRCLE-3""-100,3M (TC),3M CM592 RADIANT LIGHT FILM - 3"",0,0,"100.56000","0","2","-","Active","Radiant Light Film","3.00"" (76.20mm) Dia","-"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,8-5-CM592-ND,8-5-CM592,3M (TC),3M CM592 RADIANT LIGHT FILM - 8"",0,0,"102.49667","0","3","-","Active","Radiant Light Film","8.00"" (203.20mm)","15' (4.6m) 5 yds"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5925""X8""-25-ND,3M CM592 5"" X 8""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 5"",0,0,"104.69000","0","2","-","Active","Radiant Light Film","5.00"" (127.00mm)","8.00"" (203.2mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5924""X10""-25-ND,3M CM592 4"" X 10""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 4"",0,0,"105.17000","0","2","-","Active","Radiant Light Film","4.00"" (101.60mm)","10.00"" (254.0mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,9-5-CM592-ND,9-5-CM592,3M (TC),3M CM592 RADIANT LIGHT FILM - 9"",0,0,"115.31333","0","3","-","Active","Radiant Light Film","9.00"" (228.60mm)","15' (4.6m) 5 yds"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5925""X9""-25-ND,3M CM592 5"" X 9""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 5"",0,0,"117.44000","0","2","-","Active","Radiant Light Film","5.00"" (127.00mm)","9.00"" (228.6mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,10-5-CM592-ND,10-5-CM592,3M (TC),3M CM592 RADIANT LIGHT FILM - 10,0,0,"128.13000","0","2","-","Active","Radiant Light Film","10.00"" (254.0mm)","15' (4.6m) 5 yds"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM5925""X10""-25-ND,3M CM592 5"" X 10""-25,3M (TC),3M CM592 RADIANT LIGHT FILM - 5"",0,0,"130.21000","0","1","-","Active","Radiant Light Film","5.00"" (127.00mm)","10.00"" (254.0mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,11-5-CM592-ND,11-5-CM592,3M (TC),3M CM592 RADIANT LIGHT FILM - 11,0,0,"140.94500","0","2","-","Active","Radiant Light Film","11.00"" (279.40mm)","15' (4.6m) 5 yds"
https://multimedia.3m.com/mws/media/590245O/3m-prismatic-remote-sensing-target-3000x-flyer.pdf?fn=Pris%20Remote%20Sense%20Tgt%203000X.pdf,-,3000X3""X3""-ND,3000X 3""X3"",3M,REMOTE SENSING TARGET 3""X3"",0,0,"157.32000","0","1","-","Active","Prismatic Remote Sensing Target","3.00"" (76.20mm)","3.00"" (76.2mm)"
http://multimedia.3m.com/mws/media/397029O/radiant-light-films-for-labelling-applications.pdf,-,3MCM592CIRCLE-4""-100-ND,3M CM592 CIRCLE-4""-100,3M (TC),3M CM592 RADIANT LIGHT FILM - 4"",0,0,"162.39000","0","1","-","Active","Radiant Light Film","4.00"" (101.60mm) Dia","-"
https://multimedia.3m.com/mws/media/590245O/3m-prismatic-remote-sensing-target-3000x-flyer.pdf?fn=Pris%20Remote%20Sense%20Tgt%203000X.pdf,-,3000X4""X4""-ND,3000X 4""X4"",3M,REMOTE SENSING TARGET 4""X4"",0,0,"388.49000","0","1","-","Active","Prismatic Remote Sensing Target","4.00"" (101.60mm)","4.00"" (101.6mm)"
https://multimedia.3m.com/mws/media/590245O/3m-prismatic-remote-sensing-target-3000x-flyer.pdf?fn=Pris%20Remote%20Sense%20Tgt%203000X.pdf,-,3000X1""X25YD-ND,3000X 1""X25YD,3M,REMOTE SENSING TARGET 1""X25YD,0,0,"391.59000","0","2","-","Active","Prismatic Remote Sensing Target","1.00"" (25.40mm)","75' (22.9m) 25 yds"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/D50F_Specular_Film.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_7000120.jpg,70001203648-ND,70001203648,3M,SPCLR FLM ONLY 8X10SHEETS,0,0,"556.50000","0","10","D50F","Active","Specular Film","-","-"
https://multimedia.3m.com/mws/media/590245O/3m-prismatic-remote-sensing-target-3000x-flyer.pdf?fn=Pris%20Remote%20Sense%20Tgt%203000X.pdf,-,3000X2""X25YD-ND,3000X 2""X25YD,3M,REMOTE SENSING TARGET 2""X25YD,0,0,"608.36000","0","1","-","Active","Prismatic Remote Sensing Target","2.00"" (50.80mm)","75' (22.9m) 25 yds"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/D50A_Specular_Film.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_7000120.jpg,70001203655-ND,70001203655,3M,SPCLR FLM W/ADHSV 8INX10INSHEETS,0,0,"610.40000","0","10","D50A","Active","Specular Film","-","-"
https://multimedia.3m.com/mws/media/590245O/3m-prismatic-remote-sensing-target-3000x-flyer.pdf?fn=Pris%20Remote%20Sense%20Tgt%203000X.pdf,-,3000X3""X25YD-ND,3000X 3""X25YD,3M,REMOTE SENSING TARGET 3""X25YD,0,0,"617.86000","0","1","-","Active","Prismatic Remote Sensing Target","3.00"" (76.20mm)","75' (22.9m) 25 yds"
https://multimedia.3m.com/mws/media/590245O/3m-prismatic-remote-sensing-target-3000x-flyer.pdf?fn=Pris%20Remote%20Sense%20Tgt%203000X.pdf,-,3000X8.5""X11""-ND,3000X 8.5""X11"",3M,REMOTE SENSING TARGET 8.5""X11"",0,0,"632.03000","0","1","-","Active","Prismatic Remote Sensing Target","8.500"" (215.90mm)","11.00"" (279.4mm)"
http://multimedia.3m.com/mws/media/690175O/environmental-solutions.pdf?&fn=EnvSolutions.pdf,-,3MDF2000MA6""X50YD-ND,3M DF2000MA 6"" X 50YD,3M (TC),3M DF2000MA RADIANT MIRROR FILM,0,0,"869.72000","0","1","DF2000MA","Active","Specular Film","-","-"
https://multimedia.3m.com/mws/media/590245O/3m-prismatic-remote-sensing-target-3000x-flyer.pdf?fn=Pris%20Remote%20Sense%20Tgt%203000X.pdf,-,3000X18""X36""-ND,3000X 18""X36"",3M,REMOTE SENSING TARGET 18""X36"",0,0,"1106.28000","0","1","-","Active","Prismatic Remote Sensing Target","18.00"" (457.20mm)","36.00"" (914.40mm)"
http://multimedia.3m.com/mws/media/690175O/environmental-solutions.pdf?&fn=EnvSolutions.pdf,-,3MDF2000MA8""X50YD-ND,3M DF2000MA 8"" X 50YD,3M (TC),3M DF2000MA RADIANT MIRROR FILM,0,0,"1159.62000","0","1","DF2000MA","Active","Specular Film","-","-"
http://multimedia.3m.com/mws/media/690175O/environmental-solutions.pdf?&fn=EnvSolutions.pdf,-,3MDF2000MA12""X50YD-ND,3M DF2000MA 12"" X 50YD,3M (TC),3M DF2000MA RADIANT MIRROR FILM,0,0,"1739.43000","0","1","DF2000MA","Active","Specular Film","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/D50A_Specular_Film.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_7000120.jpg,SFP-D50A-25-50-ND,SFP-D50A-25-50,3M,SPCLR FLM PRTCTD 25INX50YDS,0,0,"4688.29000","0","1","D50A","Active","Specular Film","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/D50F_Specular_Film.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_7000120.jpg,70001200073-ND,70001200073,3M,SPCLR FLM PRTCTD D50F 25INX50YDS,0,0,"5587.82000","0","1","D50F","Active","Specular Film","-","-"
http://multimedia.3m.com/mws/media/660572O/ultra-s150-sample-card.pdf,//media.digikey.com/Photos/3M%20Photos/IR900.JPG,3M10818-ND,SCLARL150,3M,SAFETY AND SECURITY WINDOW FILM,0,0,"Obsolete","0","1","-","Obsolete","Safety Window Film","-","-"
http://multimedia.3m.com/mws/media/660572O/ultra-s150-sample-card.pdf,//media.digikey.com/Photos/3M%20Photos/ULTRA%20S150.JPG,3M10817-ND,ULTRA S150,3M,SAFETY AND SECURITY WINDOW FILM,0,0,"Obsolete","0","1","-","Obsolete","Safety Window Film","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/DF2000PE_Daylighting_Film.pdf,//media.digikey.com/Renders/3M%20Renders/3M%20Specular%20Film.jpg,3M15566-ND,70001200917,3M,ESR W/ADHESIVE 8X10"" SHEET,0,0,"Obsolete","0","500","DF2000PE","Obsolete","Specular Film","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/D50A_Specular_Film.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_7000120.jpg,70001203259-ND,70001203259,3M,SPCLR FLM W/ADHSV 24X36SHEETS,0,0,"Obsolete","0","1","D50A","Obsolete","Specular Film","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/D50F_Specular_Film.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_7000120.jpg,70001203267-ND,70001203267,3M,SPCLR FLM ONLY 24X36SHEETS,0,0,"Obsolete","0","1","D50F","Obsolete","Specular Film","-","-"
//media.digikey.com/pdf/Data%20Sheets/3M%20PDFs/DF2000PE_Daylighting_Film.pdf,//media.digikey.com/Renders/3M%20Renders/3M%20Specular%20Film.jpg,75347203335-ND,75347203335,3M,SPCLR FLM W/ADHSV 24X36SHEETS,0,0,"Obsolete","0","10","DF2000PE","Obsolete","Specular Film","-","-"
