Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Voltage - Input","Output","Type","Size / Dimension","Mounting Type"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-L0512-NJL.pdf,//media.digikey.com/photos/TDK%20Photos/CXA-L0512-NJL.jpg,445-1615-ND,CXA-L0512-NJL,TDK Corporation,INVERTER 12V-INPUT 1500V-OUTPUT,0,0,"Obsolete","0","60","CXA","Obsolete","12V","1500V","CCFL and UV Lamps","3.17"" L x 0.81"" W x 0.31"" H (80.5mm x 20.5mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-L0524-NJL.pdf,//media.digikey.com/photos/TDK%20Photos/CXA-L0524-NJL.jpg,445-1616-ND,CXA-L0524-NJL,TDK Corporation,INVERTER 24V-INPUT 1500V-OUTPUT,0,0,"Obsolete","0","60","CXA","Obsolete","24V","1500V","CCFL and UV Lamps","3.17"" L x 0.81"" W x 0.31"" H (80.5mm x 20.5mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-L0605-VJL.pdf,//media.digikey.com/photos/TDK%20Photos/CXA-L0605-VJL.jpg,445-1617-ND,CXA-L0605-VJL,TDK Corporation,INVERTER 5V-INPUT 1500V-OUTPUT,0,0,"Obsolete","0","50","CXA","Obsolete","5V","1500V","CCFL and UV Lamps","3.76"" L x 0.79"" W x 0.31"" H (95.5mm x 20mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-L0612.pdf,//media.digikey.com/photos/TDK%20Photos/CXA-L0612-VJL.jpg,445-1618-ND,CXA-L0612-VJL,TDK Corporation,INVERTER 12V-INPUT 1500V-OUTPUT,0,0,"Obsolete","0","25","CXA","Obsolete","12V","1500V","CCFL and UV Lamps","3.76"" L x 0.79"" W x 0.31"" H (95.5mm x 20mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Lambda%20PDFs/CXA-L0612A-VJL.pdf,//media.digikey.com/photos/TDK%20Photos/CXA-L0612A-VJL.JPG,445-1619-ND,CXA-L0612A-VJL,TDK Corporation,INVERTER 12V-INPUT 1800V-OUTPUT,0,0,"Obsolete","0","50","CXA","Obsolete","12V","1800V","CCFL and UV Lamps","3.76"" L x 0.79"" W x 0.31"" H (95.5mm x 20mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-L0712-VJL.pdf,//media.digikey.com/photos/TDK%20Photos/CXA-L0712-VJL.jpg,445-1620-ND,CXA-L0712-VJL,TDK Corporation,INVERTER 12V-INPUT 1600V-OUTPUT,0,0,"Obsolete","0","60","CXA","Obsolete","12V","1600V","CCFL and UV Lamps","3.76"" L x 0.79"" W x 0.31"" H (95.5mm x 20mm x 8mm)","Chassis Mount"
"//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-L10A,-L10L.pdf",//media.digikey.com/photos/TDK%20Photos/CXA-L10A.jpg,445-1621-ND,CXA-L10A,TDK Corporation,INVERTER 5V-INPUT 900V-OUTPUT,0,0,"Obsolete","0","80","CXA","Obsolete","5V","900V","CCFL and UV Lamps","1.73"" L x 0.83"" W x 0.51"" H (44mm x 21mm x 13mm)","Through Hole"
"//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-L10A,-L10L.pdf",//media.digikey.com/photos/TDK%20Photos/CXA-L10L.jpg,445-1622-ND,CXA-L10L,TDK Corporation,INVERTER 12V-INPUT 900V-OUTPUT,0,0,"Obsolete","0","80","CXA","Obsolete","12V","900V","CCFL and UV Lamps","1.73"" L x 0.83"" W x 0.51"" H (44mm x 21mm x 13mm)","Through Hole"
"//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-M10A-L,%20M10L-L,%20M10M-L.pdf",//media.digikey.com/photos/TDK%20Photos/CXA-M10A-L.jpg,445-1623-ND,CXA-M10A-L,TDK Corporation,INVERTER 5V-INPUT 1200V-OUTPUT,0,0,"Obsolete","0","60","CXA","Obsolete","5V","1200V","CCFL and UV Lamps","2.20"" L x 1.14"" W x 0.57"" H (56mm x 29mm x 14.5mm)","Through Hole"
"//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-M10A-L,%20M10L-L,%20M10M-L.pdf",//media.digikey.com/photos/TDK%20Photos/CXA-M10L-L.jpg,445-1624-ND,CXA-M10L-L,TDK Corporation,INVERTER 12V-INPUT 1200V-OUTPUT,0,0,"Obsolete","0","60","CXA","Obsolete","12V","1200V","CCFL and UV Lamps","2.20"" L x 1.14"" W x 0.57"" H (56mm x 29mm x 14.5mm)","Through Hole"
"//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-M10A-L,%20M10L-L,%20M10M-L.pdf",//media.digikey.com/photos/TDK%20Photos/CXA-M10M-L.jpg,445-1625-ND,CXA-M10M-L,TDK Corporation,INVERTER 24V-INPUT 1200V-OUTPUT,0,0,"Obsolete","0","60","CXA","Obsolete","24V","1200V","CCFL and UV Lamps","2.20"" L x 1.14"" W x 0.57"" H (56mm x 29mm x 14.5mm)","Through Hole"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-M1212-RJL.pdf,//media.digikey.com/photos/TDK%20Photos/CXA-M1212-RJL.jpg,445-1627-ND,CXA-M1212-RJL,TDK Corporation,INVERTER 12V-INPUT 1500V-OUTPUT,0,0,"Obsolete","0","40","CXA","Obsolete","12V","1500V","CCFL and UV Lamps","5.53"" L x 0.71"" W x 0.31"" H (140.5mm x 18mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-M14L-P.pdf,//media.digikey.com/photos/TDK%20Photos/CXA-M14L-P.jpg,445-1628-ND,CXA-M14L-P,TDK Corporation,INVERTER 12V-INPUT 1500V-OUTPUT,0,0,"Obsolete","0","60","CXA","Obsolete","12V","1500V","CCFL and UV Lamps","2.20"" L x 1.14"" W x 0.59"" H (56mm x 29mm x 15mm)","Through Hole"
http://www.tdk-lambda.com/products/sps/catalog/eng/etl_cxa_p1012_njl.pdf,//media.digikey.com/photos/TDK%20Photos/CXA-P1012-NJL.jpg,445-1629-ND,CXA-P1012-NJL,TDK Corporation,INVERTER 12V-INPUT 1500V-OUTPUT,0,0,"Obsolete","0","40","CXA","Obsolete","12V","1500V","CCFL and UV Lamps","5.14"" L x 0.81"" W x 0.31"" H (130.5mm x 20.5mm x 8mm)","Chassis Mount"
"//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-P10A-P,-P10L-P,-P10M-P.pdf",//media.digikey.com/photos/TDK%20Photos/CXA-P10A-P.jpg,445-1630-ND,CXA-P10A-P,TDK Corporation,INVERTER 5V-INPUT 1500V-OUTPUT,0,0,"Obsolete","0","60","CXA","Obsolete","5V","1500V","CCFL and UV Lamps","2.20"" L x 1.14"" W x 0.59"" H (56mm x 29mm x 15mm)","Through Hole"
"//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-P10A-P,-P10L-P,-P10M-P.pdf",//media.digikey.com/photos/TDK%20Photos/CXA-P10L-P.jpg,445-1631-ND,CXA-P10L-P,TDK Corporation,INVERTER 12V-INPUT 1500V-OUTPUT,0,0,"Obsolete","0","60","CXA","Obsolete","12V","1500V","CCFL and UV Lamps","2.20"" L x 1.14"" W x 0.59"" H (56mm x 29mm x 15mm)","Through Hole"
"//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-P10A-P,-P10L-P,-P10M-P.pdf",//media.digikey.com/photos/TDK%20Photos/CXA-P10M-P.jpg,445-1632-ND,CXA-P10M-P,TDK Corporation,INVERTER 24V-INPUT 1500V-OUTPUT,0,0,"Obsolete","0","60","CXA","Obsolete","24V","1500V","CCFL and UV Lamps","2.20"" L x 1.14"" W x 0.59"" H (56mm x 29mm x 15mm)","Through Hole"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-P1212-VJL.pdf,//media.digikey.com/photos/TDK%20Photos/CXA-P1212-VJL.jpg,445-1633-ND,CXA-P1212-VJL,TDK Corporation,INVERTER 12V-INPUT 1500V-OUTPUT,0,0,"Obsolete","0","40","CXA","Obsolete","12V","1500V","CCFL and UV Lamps","7.10"" L x 0.93"" W x 0.31"" H (180.3mm x 23.5mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-P1212A-WJL.pdf,//media.digikey.com/photos/TDK%20Photos/CXA-P1212A-WJL.jpg,445-1634-ND,CXA-P1212A-WJL,TDK Corporation,INVERTER 12V-INPUT 1700V-OUTPUT,0,0,"Obsolete","0","40","CXA","Obsolete","12V","1700V","CCFL and UV Lamps","5.79"" L x 0.85"" W x 0.39"" H (147mm x 21.5mm x 10mm)","Through Hole"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-P1212B-WJL.pdf,//media.digikey.com/photos/TDK%20Photos/CXA-P1212B-WJL.jpg,445-1635-ND,CXA-P1212B-WJL,TDK Corporation,INVERTER 12V-INPUT 1700V-OUTPUT,0,0,"Obsolete","0","40","CXA","Obsolete","12V","1700V","CCFL and UV Lamps","6.02"" L x 0.85"" W x 0.33"" H (153mm x 21.5mm x 8.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-P1612-VJL.pdf,//media.digikey.com/photos/TDK%20Photos/CXA-P1612-VJL.jpg,445-1636-ND,CXA-P1612-VJL,TDK Corporation,INVERTER 12V-INPUT 1.6KV-OUTPUT,0,0,"Obsolete","0","20","CXA","Obsolete","12V","1600V","CCFL and UV Lamps","7.09"" L x 0.98"" W x 0.31"" H (180mm x 25mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/CXA-P20L-L.pdf,//media.digikey.com/photos/TDK%20Photos/CXA-P20L-L.jpg,445-1637-ND,CXA-P20L-L,TDK Corporation,INVERTER 12V-INPUT 900V-OUTPUT,0,0,"Obsolete","0","60","CXA","Obsolete","12V","900V","CCFL and UV Lamps","2.20"" L x 1.14"" W x 0.57"" H (56mm x 29mm x 14.5mm)","Through Hole"
http://www.microsemi.com/document-portal/doc_download/9367-lxm1643-12-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1643-12-62.jpg,LXM1643-12-62-ND,LXM1643-12-62,Microsemi Corporation,MODULE CCFL PROG INVERTER 12V,0,0,"Obsolete","0","150","LXM1643-12-6x","Obsolete","12V","2000V","CCFL and UV Lamps","7.40"" L x 1.42"" W x 0.31"" H (188mm x 36mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Microsemi-IPG%20pdf/LXM1611-01.pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1611-01.JPG,LXM1611-01-ND,LXM1611-01,Microsemi Corporation,MOD CCFL INVERTER DIGITAL DIM,0,0,"Obsolete","0","150","-","Obsolete","12V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.29"" H (100mm x 16mm x 7.3mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9305,//media.digikey.com/photos/Microsemi%20Photos/LXMG1612-05-01.jpg,LXM1612-05-01-ND,LXM1612-05-01,Microsemi Corporation,MOD CCFL INVERTER DIGITAL DIM 5V,0,0,"Obsolete","0","150","LXM1612-05-xx","Obsolete","5V","1800V","CCFL and UV Lamps","4.96"" L x 0.63"" W x 0.31"" H (126mm x 16mm x 8mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9338-lxm1620-pdf,-,LXM1620-01-ND,LXM1620-01,Microsemi Corporation,MOD CCFL INVERTER DUAL DIRECT,0,0,"Obsolete","0","150","LXM1620","Obsolete","12V","1800V","CCFL and UV Lamps","5.51"" L x 0.94"" W x 0.45"" H (140mm x 24mm x 11.4mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9341-lxm1621xx-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1621-01.jpg,LXM1621-01-ND,LXM1621-01,Microsemi Corporation,MOD CCFL INVERTER DUAL DGTL DIM,0,0,"Obsolete","0","150","LXM1621","Obsolete","12V","1800V","CCFL and UV Lamps","4.88"" L x 1.26"" W (124mm x 32mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9305,//media.digikey.com/photos/Microsemi%20Photos/LXM1612-05-02.jpg,LXM1612-05-02-ND,LXM1612-05-02,Microsemi Corporation,MOD INVERTER CCFL DIGITAL SGL 5V,0,0,"Obsolete","0","150","LXM1612-05-xx","Obsolete","5V","1800V","CCFL and UV Lamps","4.96"" L x 0.63"" W x 0.31"" H (126mm x 16mm x 8mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9305,-,LXM1612-05-03-ND,LXM1612-05-03,Microsemi Corporation,MOD INVERTER CCFL DIGITAL SGL 5V,0,0,"Obsolete","0","150","LXM1612-05-xx","Obsolete","5V","1800V","CCFL and UV Lamps","4.96"" L x 0.63"" W x 0.31"" H (126mm x 16mm x 8mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9307 ,//media.digikey.com/photos/Microsemi%20Photos/LXM1612-12-01.jpg,LXM1612-12-01-ND,LXM1612-12-01,Microsemi Corporation,MOD INVERTER CCFL DGTL SGL 12V,0,0,"Obsolete","0","150","LXM1612-12-xx","Obsolete","12V","1800V","CCFL and UV Lamps","4.96"" L x 0.63"" W x 0.31"" H (126mm x 16mm x 8mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9307 ,//media.digikey.com/photos/Microsemi%20Photos/LXM1612-12-02.jpg,LXM1612-12-02-ND,LXM1612-12-02,Microsemi Corporation,MOD INVERTER CCFL DGTL SGL 12V,0,0,"Obsolete","0","150","LXM1612-12-xx","Obsolete","12V","1800V","CCFL and UV Lamps","4.96"" L x 0.63"" W x 0.31"" H (126mm x 16mm x 8mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9307 ,-,LXM1612-12-03-ND,LXM1612-12-03,Microsemi Corporation,MOD INVERTER CCFL DGTL SGL 12V,0,0,"Obsolete","0","150","LXM1612-12-xx","Obsolete","12V","1800V","CCFL and UV Lamps","4.96"" L x 0.63"" W x 0.31"" H (126mm x 16mm x 8mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Microsemi%20PDFs/LXM1614E-14-11.pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1614E-14-11.jpg,LXM1614E-14-11-ND,LXM1614E-14-11,Microsemi Corporation,MOD INVERTER CCFL DGTL DUAL OUT,0,0,"Obsolete","0","150","-","Obsolete","12V","2000V","CCFL and UV Lamps","4.72"" L x 0.91"" W x 0.33"" H (120mm x 23mm x 8.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9316-lxm1615-03ds-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1615-03-01.jpg,LXM1615-03-01-ND,LXM1615-03-01,Microsemi Corporation,MOD INVERTER CCFL DGTL SGL OUT,0,0,"Obsolete","0","150","LXM1615-03-xx","Obsolete","3.3V","1800V","CCFL and UV Lamps","3.70"" L x 0.59"" W x 0.18"" H (94mm x 15mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9316-lxm1615-03ds-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1615-03-02.jpg,LXM1615-03-02-ND,LXM1615-03-02,Microsemi Corporation,MOD INVERTER CCFL DGTL SGL OUT,0,0,"Obsolete","0","150","LXM1615-03-xx","Obsolete","3.3V","1800V","CCFL and UV Lamps","3.70"" L x 0.59"" W x 0.18"" H (94mm x 15mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9316-lxm1615-03ds-pdf,-,LXM1615-03-03-ND,LXM1615-03-03,Microsemi Corporation,MOD INVERTER CCFL DGTL SGL OUT,0,0,"Obsolete","0","150","LXM1615-03-xx","Obsolete","3.3V","1800V","CCFL and UV Lamps","3.70"" L x 0.59"" W x 0.18"" H (94mm x 15mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9318-lxm1617-03-2x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1617-03-21.jpg,LXM1617-03-21-ND,LXM1617-03-21,Microsemi Corporation,MOD INVERTER CCFL 2.2W 3.3V PROG,0,0,"Obsolete","0","150","LXM1617-03-2x","Obsolete","3.3V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9318-lxm1617-03-2x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1617-03-22.jpg,LXM1617-03-22-ND,LXM1617-03-22,Microsemi Corporation,MOD INVERTER CCFL 2.2W 3.3V PROG,0,0,"Obsolete","0","150","LXM1617-03-2x","Obsolete","3.3V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9324-lxm1617052x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1617-05-21.jpg,LXM1617-05-21-ND,LXM1617-05-21,Microsemi Corporation,MOD INVERTER CCFL 2.2W 5V PROG,0,0,"Obsolete","0","150","LXM1617-05-2x","Obsolete","5V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9324-lxm1617052x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1617-05-22.jpg,LXM1617-05-22-ND,LXM1617-05-22,Microsemi Corporation,MOD INVERTER CCFL 2.2W 5V PROG,0,0,"Obsolete","0","150","LXM1617-05-2x","Obsolete","5V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9324-lxm1617052x-pdf,-,LXM1617-05-23-ND,LXM1617-05-23,Microsemi Corporation,MOD INVERTER CCFL 2.2W 5V PROG,0,0,"Obsolete","0","150","LXM1617-05-2x","Obsolete","5V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9325-lxm1617054x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1617-05-41.jpg,LXM1617-05-41-ND,LXM1617-05-41,Microsemi Corporation,MOD INVERTER CCFL 4W 5V PROG,0,0,"Obsolete","0","150","LXM1617-05-4x","Obsolete","5V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.24"" H (86mm x 16mm x 6.2mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9325-lxm1617054x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1617-05-42.jpg,LXM1617-05-42-ND,LXM1617-05-42,Microsemi Corporation,MOD INVERTER CCFL 4W 5V PROG,0,0,"Obsolete","0","150","LXM1617-05-4x","Obsolete","5V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.24"" H (86mm x 16mm x 6.2mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9325-lxm1617054x-pdf,-,LXM1617-05-43-ND,LXM1617-05-43,Microsemi Corporation,MOD INVERTER CCFL 4W 5V PROG,0,0,"Obsolete","0","150","LXM1617-05-4x","Obsolete","5V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.24"" H (86mm x 16mm x 6.2mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9320-lxm1617-05-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1617-05-61.jpg,LXM1617-05-61-ND,LXM1617-05-61,Microsemi Corporation,MOD INVERTER CCFL 6W 5V PROG,0,0,"Obsolete","0","150","LXM1617-05-6x","Obsolete","5V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9320-lxm1617-05-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1617-05-62.jpg,LXM1617-05-62-ND,LXM1617-05-62,Microsemi Corporation,MOD INVERTER CCFL 6W 5V PROG,0,0,"Obsolete","0","150","LXM1617-05-6x","Obsolete","5V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9320-lxm1617-05-6x-pdf,-,LXM1617-05-63-ND,LXM1617-05-63,Microsemi Corporation,MOD INVERTER CCFL 6W 5V PROG,0,0,"Obsolete","0","150","LXM1617-05-6x","Obsolete","5V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9327-lxm1617124x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1617-12-41.jpg,LXM1617-12-41-ND,LXM1617-12-41,Microsemi Corporation,MOD INVERTER CCFL 4W 12V PROG,0,0,"Obsolete","0","150","LXM1617-12-4x","Obsolete","12V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.24"" H (86mm x 16mm x 6.2mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9327-lxm1617124x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1617-12-42.jpg,LXM1617-12-42-ND,LXM1617-12-42,Microsemi Corporation,MOD INVERTER CCFL 4W 12V PROG,0,0,"Obsolete","0","150","LXM1617-12-4x","Obsolete","12V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.24"" H (86mm x 16mm x 6.2mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9327-lxm1617124x-pdf,-,LXM1617-12-43-ND,LXM1617-12-43,Microsemi Corporation,MOD INVERTER CCFL 4W 12V PROG,0,0,"Obsolete","0","150","LXM1617-12-4x","Obsolete","12V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.24"" H (86mm x 16mm x 6.2mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9328-lxm1617126x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1617-12-61.jpg,LXM1617-12-61-ND,LXM1617-12-61,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Obsolete","0","150","LXM1617-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9328-lxm1617126x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1617-12-62.jpg,LXM1617-12-62-ND,LXM1617-12-62,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Obsolete","0","150","LXM1617-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9328-lxm1617126x-pdf,-,LXM1617-12-63-ND,LXM1617-12-63,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Obsolete","0","150","LXM1617-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9329-lxm1618-03-2x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1618-03-21.jpg,LXM1618-03-21-ND,LXM1618-03-21,Microsemi Corporation,MOD INVERTER CCFL 2.2W 3.3V PROG,0,0,"Obsolete","0","150","LXM1618-03-2x","Obsolete","3.3V","130V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9329-lxm1618-03-2x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1618-03-22.jpg,LXM1618-03-22-ND,LXM1618-03-22,Microsemi Corporation,MOD INVERTER CCFL 2.2W 3.3V PROG,0,0,"Obsolete","0","150","LXM1618-03-2x","Obsolete","3.3V","130V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9329-lxm1618-03-2x-pdf,-,LXM1618-03-23-ND,LXM1618-03-23,Microsemi Corporation,MOD INVERTER CCFL 2.2W 3.3V PROG,0,0,"Obsolete","0","150","LXM1618-03-2x","Obsolete","3.3V","130V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9333-lxm1618052x-pdf,-,LXM1618-05-21-ND,LXM1618-05-21,Microsemi Corporation,MOD INVERTER CCFL 2.2W 5V PROG,0,0,"Obsolete","0","150","LXM1618-05-2x","Obsolete","5V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9333-lxm1618052x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1618-05-22.jpg,LXM1618-05-22-ND,LXM1618-05-22,Microsemi Corporation,MOD INVERTER CCFL 2.2W 5V PROG,0,0,"Obsolete","0","150","LXM1618-05-2x","Obsolete","5V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9333-lxm1618052x-pdf,-,LXM1618-05-23-ND,LXM1618-05-23,Microsemi Corporation,MOD INVERTER CCFL 2.2W 5V PROG,0,0,"Obsolete","0","150","LXM1618-05-2x","Obsolete","5V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9336 ,//media.digikey.com/photos/Microsemi%20Photos/LXM1618-05-41.jpg,LXM1618-05-41-ND,LXM1618-05-41,Microsemi Corporation,MOD INVERTER CCFL 4W 5V PROG,0,0,"Obsolete","0","150","LXM1618-05-4x","Obsolete","5V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9336 ,//media.digikey.com/photos/Microsemi%20Photos/LXM1618-05-42.jpg,LXM1618-05-42-ND,LXM1618-05-42,Microsemi Corporation,MOD INVERTER CCFL 4W 5V PROG,0,0,"Obsolete","0","150","LXM1618-05-4x","Obsolete","5V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9336 ,-,LXM1618-05-43-ND,LXM1618-05-43,Microsemi Corporation,MOD INVERTER CCFL 4W 5V PROG,0,0,"Obsolete","0","150","LXM1618-05-4x","Obsolete","5V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
