Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Voltage - Input","Output","Type","Size / Dimension","Mounting Type"
http://www.microsemi.com/document-portal/doc_download/9335-lxm1618056x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1618-05-61.jpg,LXM1618-05-61-ND,LXM1618-05-61,Microsemi Corporation,MOD INVERTER CCFL 6W 5V PROG,0,0,"Obsolete","0","150","LXM1618-05-6x","Obsolete","5V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9335-lxm1618056x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1618-05-62.jpg,LXM1618-05-62-ND,LXM1618-05-62,Microsemi Corporation,MOD INVERTER CCFL 6W 5V PROG,0,0,"Obsolete","0","150","LXM1618-05-6x","Obsolete","5V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9335-lxm1618056x-pdf,-,LXM1618-05-63-ND,LXM1618-05-63,Microsemi Corporation,MOD INVERTER CCFL 6W 5V PROG,0,0,"Obsolete","0","150","LXM1618-05-6x","Obsolete","5V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9336-lxm1618124x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1618-12-41.jpg,LXM1618-12-41-ND,LXM1618-12-41,Microsemi Corporation,MOD INVERTER CCFL 4W 12V PROG,0,0,"Obsolete","0","150","LXM1618-12-4x","Obsolete","12V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9336-lxm1618124x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1618-12-42.jpg,LXM1618-12-42-ND,LXM1618-12-42,Microsemi Corporation,MOD INVERTER CCFL 4W 12V PROG,0,0,"Obsolete","0","150","LXM1618-12-4x","Obsolete","12V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9336-lxm1618124x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1618-12-43.jpg,LXM1618-12-43-ND,LXM1618-12-43,Microsemi Corporation,MOD INVERTER CCFL 4W 12V PROG,0,0,"Obsolete","0","150","LXM1618-12-4x","Obsolete","12V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9337-lxm1618126x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1618-12-61.jpg,LXM1618-12-61-ND,LXM1618-12-61,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Obsolete","0","150","LXM1618-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9337-lxm1618126x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1618-12-62.jpg,LXM1618-12-62-ND,LXM1618-12-62,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Obsolete","0","150","LXM1618-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9337-lxm1618126x-pdf,-,LXM1618-12-63-ND,LXM1618-12-63,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Obsolete","0","150","LXM1618-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9341-lxm1621xx-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1621-02.jpg,LXM1621-02-ND,LXM1621-02,Microsemi Corporation,MOD INVERTER CCFL DIM DUAL 6MA,0,0,"Obsolete","0","150","LXM1621","Obsolete","12V","1800V","CCFL and UV Lamps","4.88"" L x 1.26"" W (124mm x 32mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9341-lxm1621xx-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1621-03.jpg,LXM1621-03-ND,LXM1621-03,Microsemi Corporation,MOD INVERTER CCFL DIM DUAL 6.5MA,0,0,"Obsolete","0","150","LXM1621","Obsolete","12V","1800V","CCFL and UV Lamps","4.88"" L x 1.26"" W (124mm x 32mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9341-lxm1621xx-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1621-04.jpg,LXM1621-04-ND,LXM1621-04,Microsemi Corporation,MOD INVERTER CCFL DIM DUAL 5MA,0,0,"Obsolete","0","150","LXM1621","Obsolete","12V","1800V","CCFL and UV Lamps","4.88"" L x 1.26"" W (124mm x 32mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9346-lxm1623-05-4x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1623-05-41.jpg,LXM1623-05-41-ND,LXM1623-05-41,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 5V,0,0,"Obsolete","0","150","LXM1623-05-4x","Obsolete","5V","1500V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9346-lxm1623-05-4x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1623-05-42.jpg,LXM1623-05-42-ND,LXM1623-05-42,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 5V,0,0,"Obsolete","0","150","LXM1623-05-4x","Obsolete","5V","1500V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Microsemi%20PDFs/LXM1623-05-44.pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1623-05-44.jpg,LXM1623-05-44-ND,LXM1623-05-44,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 5V,0,0,"Obsolete","0","150","LXM1623-05-4x","Obsolete","5V","1500V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9347-lxm1623-05-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1623-05-61.jpg,LXM1623-05-61-ND,LXM1623-05-61,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 5V,0,0,"Obsolete","0","150","LXM1623-05-6x","Obsolete","5V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9347-lxm1623-05-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1623-05-62.jpg,LXM1623-05-62-ND,LXM1623-05-62,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 5V,0,0,"Obsolete","0","150","LXM1623-05-6x","Obsolete","5V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9347-lxm1623-05-6x-pdf,-,LXM1623-05-63-ND,LXM1623-05-63,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 5V,0,0,"Obsolete","0","150","LXM1623-05-6x","Obsolete","5V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9349-lxm1623-12-4x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1623-12-42.jpg,LXM1623-12-42-ND,LXM1623-12-42,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 12V,0,0,"Obsolete","0","150","LXM1623-12-4x","Obsolete","12V","1500V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9349-lxm1623-12-4x-pdf,-,LXM1623-12-43-ND,LXM1623-12-43,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 12V,0,0,"Obsolete","0","150","LXM1623-12-4x","Obsolete","12V","1500V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9350-lxm1623-12-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1623-12-61.jpg,LXM1623-12-61-ND,LXM1623-12-61,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 12V,0,0,"Obsolete","0","150","LXM1623-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9350-lxm1623-12-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1623-12-62.jpg,LXM1623-12-62-ND,LXM1623-12-62,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 12V,0,0,"Obsolete","0","150","LXM1623-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9350-lxm1623-12-6x-pdf,-,LXM1623-12-63-ND,LXM1623-12-63,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 12V,0,0,"Obsolete","0","150","LXM1623-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9355-lxm1624-12-4x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1624-12-41.jpg,LXM1624-12-41-ND,LXM1624-12-41,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 12V,0,0,"Obsolete","0","150","LXM1624-12-4x","Obsolete","12V","1500V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9355-lxm1624-12-4x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1624-12-42.jpg,LXM1624-12-42-ND,LXM1624-12-42,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 12V,0,0,"Obsolete","0","150","LXM1624-12-4x","Obsolete","12V","1500V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9355-lxm1624-12-4x-pdf,-,LXM1624-12-43-ND,LXM1624-12-43,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 12V,0,0,"Obsolete","0","150","LXM1624-12-4x","Obsolete","12V","1500V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9356-lxm1624-12-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1624-12-61.jpg,LXM1624-12-61-ND,LXM1624-12-61,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 12V,0,0,"Obsolete","0","150","LXM1624-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9356-lxm1624-12-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1624-12-62.jpg,LXM1624-12-62-ND,LXM1624-12-62,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 12V,0,0,"Obsolete","0","150","LXM1624-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9356-lxm1624-12-6x-pdf,-,LXM1624-12-63-ND,LXM1624-12-63,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 12V,0,0,"Obsolete","0","150","LXM1624-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/Microsemi-IPG%20pdf/LXM1626-12-64.pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1626-12-64.jpg,LXM1626-12-64-ND,LXM1626-12-64,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 12V,0,0,"Obsolete","0","150","LXM1626-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9364 ,//media.digikey.com/photos/Microsemi%20Photos/LXM1643-12-61.jpg,LXM1643-12-61-ND,LXM1643-12-61,Microsemi Corporation,MOD INVERTER CCFL QUAD 6W 12V,0,0,"Obsolete","0","150","LXM1643-12-6x","Obsolete","12V","2000V","CCFL and UV Lamps","7.40"" L x 1.42"" W x 0.31"" H (188mm x 36mm x 8mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9369-lxm1644-12-61-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1644-12-61.jpg,LXM1644-12-61-ND,LXM1644-12-61,Microsemi Corporation,MOD INVERTER CCFL QUAD 6W 12V,0,0,"Obsolete","0","150","LXM1644-12-6x","Obsolete","12V","2000V","CCFL and UV Lamps","7.40"" L x 1.42"" W x 0.31"" H (188mm x 36mm x 8mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9345-lxm1622-12-pdf,-,LXM1622-12-01-ND,LXM1622-12-01,Microsemi Corporation,MOD INVERTER CCFL DIM DUAL 5W,0,0,"Obsolete","0","150","LXM1622","Obsolete","12V","1800V","CCFL and UV Lamps","4.88"" L x 1.26"" W x 0.30"" H (124mm x 32mm x 7.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9348-lxm1623-12-44-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1623-12-44.jpg,LXM1623-12-44-ND,LXM1623-12-44,Microsemi Corporation,MOD INVERTER CCFL DUAL 4W 12V,0,0,"Obsolete","0","150","LXM1623-12-4x","Obsolete","12V","1800V","CCFL and UV Lamps","4.53"" L x 1.18"" W x 0.26"" H (115mm x 30mm x 6.5mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/JKL%20PDFs/BXA-12379.pdf,//media.digikey.com/photos/JKL/BXA-12379.jpg,289-1155-ND,BXA-12379,JKL Components Corp.,INVERTER 12V TRIPLE OUTPUT CCFL,0,0,"Obsolete","0","100","-","Obsolete","12V","1350V","CCFL and UV Lamps","3.23"" L x 1.18"" W x 0.67"" H (82mm x 30mm x 17mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/JKL%20PDFs/BXA-12563.pdf,//media.digikey.com/photos/JKL/BXA-12563.jpg,289-1156-ND,BXA-12563,JKL Components Corp.,INVERTER DIMMING SGL OUTPUT CCFL,0,0,"Obsolete","0","100","-","Obsolete","12V","1000V","CCFL and UV Lamps","3.31"" L x 0.83"" W x 0.24"" H (84mm x 21mm x 6mm)","Chassis Mount"
//media.digikey.com/pdf/Data%20Sheets/JKL%20PDFs/BXA-12630-5.5M.pdf,//media.digikey.com/photos/JKL/BXA-12630-5.5M.jpg,289-1157-ND,BXA-12630-5.5M,JKL Components Corp.,INVERTER DIMMING DUAL OUTPT CCFL,0,0,"Obsolete","0","100","-","Obsolete","12V","1500V","CCFL and UV Lamps","3.94"" L x 0.91"" W x 0.33"" H (100mm x 23mm x 8.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9416-lxmg1623-12-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1623-12-61.jpg,LXMG1623-12-61-ND,LXMG1623-12-61,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 12V,0,0,"Obsolete","0","100","LXMG1623-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9407-lxmg1621-xx-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1621-04.jpg,LXMG1621-04-ND,LXMG1621-04,Microsemi Corporation,MOD INVERTER CCFL DIM DUAL 5MA,0,0,"Obsolete","0","100","LXMG1621","Obsolete","12V","1800V","CCFL and UV Lamps","4.88"" L x 1.26"" W (124mm x 32mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9418-lxmg1624-12-6x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1624-12-61.jpg,LXMG1624-12-61-ND,LXMG1624-12-61,Microsemi Corporation,MOD INVERTER CCFL DUAL 6W 12V,0,0,"Obsolete","0","100","LXMG1624-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","6.50"" L x 0.83"" W x 0.30"" H (165mm x 21mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9407-lxmg1621-xx-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1621-02.jpg,LXMG1621-02-ND,LXMG1621-02,Microsemi Corporation,MOD INVERTER CCFL DIM DUAL 6MA,0,0,"Obsolete","0","100","LXMG1621","Obsolete","12V","1800V","CCFL and UV Lamps","4.88"" L x 1.26"" W (124mm x 32mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9376 ,//media.digikey.com/photos/Microsemi%20Photos/LXM1614E-14-11.jpg,LXMG1614E-14-11-ND,LXMG1614E-14-11,Microsemi Corporation,MOD INVERTER CCFL DGTL DUAL OUT,0,0,"Obsolete","0","7","-","Obsolete","12V","2000V","CCFL and UV Lamps","5.12"" L x 0.91"" W x 0.33"" H (130mm x 23mm x 8.5mm)","Chassis Mount"
-,//media.digikey.com/photos/Microsemi%20Photos/LXMG1612-12-02.jpg,LXMG1612-12-02-ND,LXMG1612-12-02,Microsemi Corporation,MOD INVERTER CCFL DGTL SGL 12V,0,0,"Obsolete","0","100","LXMG1612-12-xx","Obsolete","12V","1800V","CCFL and UV Lamps","4.96"" L x 0.63"" W x 0.31"" H (126mm x 16mm x 8mm)","Chassis Mount"
-,//media.digikey.com/Photos/Microsemi%20Photos/LXMG1626-05-65.jpg,LXMG1626-05-65-ND,LXMG1626-05-65,Microsemi Corporation,DUAL 5W OUTPUT CCFL INVERTER,0,0,"Obsolete","0","1000","PanelMatch™","Obsolete","3.6V","600V","CCFL and UV Lamps","5.24"" L x 0.98"" W x 0.30"" H (133mm x 25mm x 7.5mm)","Surface Mount"
http://www.microsemi.com/document-portal/doc_download/9372-lxmg1611-01-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1611-01.JPG,LXMG1611-01-ND,LXMG1611-01,Microsemi Corporation,MOD INVERTER CCFL DIGITAL DIM,0,0,"Obsolete","0","100","-","Obsolete","12V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.29"" H (100mm x 16mm x 7.3mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9373-lxmg1612-05-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1612-05-01.jpg,LXMG1612-05-01-ND,LXMG1612-05-01,Microsemi Corporation,MOD INVERTER CCFL DIGITAL DIM 5V,0,0,"Obsolete","0","100","LXMG1612-12-xx","Obsolete","5V","1800V","CCFL and UV Lamps","4.96"" L x 0.63"" W x 0.31"" H (126mm x 16mm x 8mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9373-lxmg1612-05-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1612-05-02.jpg,LXMG1612-05-02-ND,LXMG1612-05-02,Microsemi Corporation,MOD INVERTER CCFL DIGITAL SGL 5V,0,0,"Obsolete","0","100","LXMG1612-12-xx","Obsolete","5V","1800V","CCFL and UV Lamps","4.96"" L x 0.63"" W x 0.31"" H (126mm x 16mm x 8mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9373-lxmg1612-05-pdf,-,LXMG1612-05-03-ND,LXMG1612-05-03,Microsemi Corporation,MOD INVERTER CCFL DIGITAL SGL 5V,0,0,"Discontinued at Digi-Key","0","150","LXMG1612-12-xx","Discontinued at Digi-Key","5V","1800V","CCFL and UV Lamps","4.96"" L x 0.63"" W x 0.31"" H (126mm x 16mm x 8mm)","Chassis Mount"
-,//media.digikey.com/photos/Microsemi%20Photos/LXM1612-12-01.jpg,LXMG1612-12-01-ND,LXMG1612-12-01,Microsemi Corporation,MOD INVERTER CCFL DGTL SGL 12V,0,0,"Obsolete","0","100","LXMG1612-12-xx","Obsolete","12V","1800V","CCFL and UV Lamps","4.96"" L x 0.63"" W x 0.31"" H (126mm x 16mm x 8mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9374 ,-,LXMG1612-12-03-ND,LXMG1612-12-03,Microsemi Corporation,MOD INVERTER CCFL DGTL SGL 12V,0,0,"Discontinued at Digi-Key","0","150","LXMG1612-12-xx","Discontinued at Digi-Key","12V","1800V","CCFL and UV Lamps","4.96"" L x 0.63"" W x 0.31"" H (126mm x 16mm x 8mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9377-lxmg1615-03-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1615-03-01.jpg,LXMG1615-03-01-ND,LXMG1615-03-01,Microsemi Corporation,MOD INVERTER CCFL DGTL SGL OUT,0,0,"Obsolete","0","100","LXMG1615-03-xx","Obsolete","3.3V","1800V","CCFL and UV Lamps","3.70"" L x 0.59"" W x 0.18"" H (94mm x 15mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9377-lxmg1615-03-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXM1615-03-02.jpg,LXMG1615-03-02-ND,LXMG1615-03-02,Microsemi Corporation,MOD INVERTER CCFL DGTL SGL OUT,0,0,"Obsolete","0","100","LXMG1615-03-xx","Obsolete","3.3V","1800V","CCFL and UV Lamps","3.70"" L x 0.59"" W x 0.18"" H (94mm x 15mm x 4.6mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9377-lxmg1615-03-pdf,-,LXMG1615-03-03-ND,LXMG1615-03-03,Microsemi Corporation,MOD INVERTER CCFL DGTL SGL OUT,0,0,"Discontinued at Digi-Key","0","150","LXMG1615-03-xx","Discontinued at Digi-Key","3.3V","1800V","CCFL and UV Lamps","3.70"" L x 0.59"" W x 0.18"" H (94mm x 15mm x 4.6mm)","Chassis Mount"
-,-,LXMG1617-05-23-ND,LXMG1617-05-23,Microsemi Corporation,MOD INVERTER CCFL 2.2W 5V PROG,0,0,"Discontinued at Digi-Key","0","150","LXMG1617-05-2x","Discontinued at Digi-Key","5V","1100V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
-,-,LXMG1617-05-43-ND,LXMG1617-05-43,Microsemi Corporation,MOD INVERTER CCFL 4W 5V PROG,0,0,"Discontinued at Digi-Key","0","150","LXMG1617-05-4x","Discontinued at Digi-Key","5V","1600V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
-,-,LXMG1617-05-63-ND,LXMG1617-05-63,Microsemi Corporation,MOD INVERTER CCFL 6W 5V PROG,0,0,"Discontinued at Digi-Key","0","150","LXMG1617-05-6x","Discontinued at Digi-Key","5V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/document-portal/doc_download/9381-lxmg1617-12-4x-pdf,//media.digikey.com/photos/Microsemi%20Photos/LXMG1617-12-42.jpg,LXMG1617-12-42-ND,LXMG1617-12-42,Microsemi Corporation,MOD INVERTER CCFL 4W 12V PROG,0,0,"Obsolete","0","100","LXMG1617-12-4x","Obsolete","12V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.24"" H (86mm x 16mm x 6.2mm)","Chassis Mount"
-,-,LXMG1617-12-43-ND,LXMG1617-12-43,Microsemi Corporation,MOD INVERTER CCFL 4W 12V PROG,0,0,"Discontinued at Digi-Key","0","150","LXMG1617-12-4x","Discontinued at Digi-Key","12V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.24"" H (86mm x 16mm x 6.2mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9382 ,//media.digikey.com/photos/Microsemi%20Photos/LXM1617-12-61.jpg,LXMG1617-12-61-ND,LXMG1617-12-61,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Obsolete","0","100","LXMG1617-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
http://www.microsemi.com/index.php?option=com_docman&task=doc_download&gid=9382 ,//media.digikey.com/photos/Microsemi%20Photos/LXM1617-12-62.jpg,LXMG1617-12-62-ND,LXMG1617-12-62,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Obsolete","0","100","LXMG1617-12-6x","Obsolete","12V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
-,-,LXMG1617-12-63-ND,LXMG1617-12-63,Microsemi Corporation,MOD INVERTER CCFL 6W 12V PROG,0,0,"Discontinued at Digi-Key","0","150","LXMG1617-12-6x","Discontinued at Digi-Key","12V","1800V","CCFL and UV Lamps","3.94"" L x 0.63"" W x 0.30"" H (100mm x 16mm x 7.5mm)","Chassis Mount"
-,-,LXMG1618-03-23-ND,LXMG1618-03-23,Microsemi Corporation,MOD INVERTER CCFL 2.2W 3.3V PROG,0,0,"Discontinued at Digi-Key","0","150","LXMG1618-03-2x","Discontinued at Digi-Key","3.3V","130V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
-,-,LXMG1618-05-23-ND,LXMG1618-05-23,Microsemi Corporation,MOD INVERTER CCFL 2.2W 5V PROG,0,0,"Discontinued at Digi-Key","0","150","LXMG1618-05-2x","Discontinued at Digi-Key","5V","1300V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
-,-,LXMG1618-05-43-ND,LXMG1618-05-43,Microsemi Corporation,MOD INVERTER CCFL 4W 5V PROG,0,0,"Discontinued at Digi-Key","0","150","LXMG1618-05-4x","Discontinued at Digi-Key","5V","1600V","CCFL and UV Lamps","3.39"" L x 0.63"" W x 0.18"" H (86mm x 16mm x 4.6mm)","Chassis Mount"
