Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","For Use With/Related Products","Color","Size / Dimension"
http://www.lcd-module.com/eng/pdf/zubehoer/rahmene.pdf,//media.digikey.com/Photos/Electronic%20Assembly%20GmbH%20photos/EA-017-14UKE.jpg,1481-1002-ND,EA 017-14UKE,Display Visions,LCD DISPLAY BEZEL BLK W/CLR LENS,0,0,"15.52000","0","1","-","Active","Bezel","LCD Display","Black, Clear Lens","4.25"" L x 1.06"" W (108.00mm x 27.00mm)"
http://www.lcd-module.com/eng/pdf/zubehoer/rahmene.pdf,//media.digikey.com/Photos/Electronic%20Assembly%20GmbH%20photos/EA%20017-4UKE.jpg,1481-1008-ND,EA 017-4UKE,Display Visions,LCD DISPLAY BEZEL BLK W/CLR LENS,0,0,"17.64000","0","1","-","Active","Bezel","LCD Display","Black, Clear Lens","6.65"" L x 1.06"" W (169.00mm x 27.00mm)"
http://www.lcd-module.com/eng/pdf/zubehoer/rahmene.pdf,//media.digikey.com/Photos/Electronic%20Assembly%20GmbH%20photos/EA-017-13UKE.jpg,1481-1001-ND,EA 017-13UKE,Display Visions,LCD DISPLAY BEZEL BLACK,0,0,"19.52000","0","1","-","Active","Bezel","LCD Display","Black","6.33"" L x 1.58"" W (161.00mm x 40.20mm)"
http://www.lcd-module.com/eng/pdf/zubehoer/rahmene.pdf,//media.digikey.com/Photos/Electronic%20Assembly%20GmbH%20photos/EA-017-25KE.jpg,1481-1005-ND,EA 017-25KE,Display Visions,LCD DISPLAY BEZEL BLACK,0,0,"21.76000","0","1","-","Active","Bezel","LCD Display","Black","5.39"" L x 2.11"" W (137.00mm x 53.70mm)"
http://www.lcd-module.de/eng/pdf/grafik/edip128-6e.pdf,//media.digikey.com/Photos/Electronic%20Assembly%20GmbH%20photos/EA-0FP130-6SW.jpg,1481-1014-ND,EA 0FP130-6SW,Display Visions,LCD DISPLAY BEZEL BLACK,1,0,"46.28000","0","1","-","Active","Bezel","LCD Display","Black","3.85"" L x 2.75"" W (98.00mm x 70.00mm)"
http://www.lcd-module.de/eng/pdf/grafik/edip160-7e.pdf,//media.digikey.com/Photos/Electronic%20Assembly%20GmbH%20photos/EA-0FP161-7SW.jpg,1481-1015-ND,EA 0FP161-7SW,Display Visions,LCD DISPLAY BEZEL BLACK,0,0,"46.72000","0","1","-","Active","Bezel","LCD Display","Black","4.25"" L x 3.31"" W (108.00mm x 84.00mm)"
-,-,98000329775-ND,98000329775,3M,SLIMLINE BEZEL C1700SS,0,0,"48.75000","0","1","*","Active","-","-","-","-"
http://multimedia.3m.com/mws/media/380913O/3m-microtouch-c1500ss-features-data-sheet.pdf,//media.digikey.com/Photos/3M%20Photos/29369.jpg,3M10404-ND,29369,3M Touch Systems,LCD DISPLAY BEZEL BLACK,0,0,"51.19000","0","1","-","Active","Bezel","LCD Display","Black","14.87"" x 11.88"" (377.8mm x 301.8mm)"
http://www.lcd-module.de/eng/pdf/grafik/edip240-7e.pdf,//media.digikey.com/Photos/Electronic%20Assembly%20GmbH%20photos/EA-0FP241-7SW.jpg,1481-1016-ND,EA 0FP241-7SW,Display Visions,LCD DISPLAY BEZEL BLACK,0,0,"53.19000","0","1","-","Active","Bezel","LCD Display","Black","-"
http://www.lcd-module.com/fileadmin/eng/pdf/grafik/ediptft70-ae.pdf,//media.digikey.com/Photos/Electronic%20Assembly%20GmbH%20photos/EA-0FP801-70SW.jpg,1481-1021-ND,EA 0FP801-70SW,Display Visions,LED DISPLAY BEZEL BLACK,0,0,"55.90000","0","1","-","Active","Bezel","LED Display","Black","7.480"" L x 5.512"" W (189.99mm x 140.00mm)"
http://www.lcd-module.de/eng/pdf/grafik/edip320-8e.pdf,//media.digikey.com/Photos/Electronic%20Assembly%20GmbH%20photos/EA-0FP321-8SW.jpg,1481-1017-ND,EA 0FP321-8SW,Display Visions,LCD DISPLAY BEZEL BLACK,0,0,"58.39000","0","1","-","Active","Bezel","LCD Display","Black","6.06"" L x 5.04"" W (154.00mm x 128.00mm)"
http://www.lcd-module.com/fileadmin/eng/pdf/grafik/ediptft57-ae.pdf,//media.digikey.com/Photos/Electronic%20Assembly%20GmbH%20photos/EA-0FP641-57SW.jpg,1481-1020-ND,EA 0FP641-57SW,Display Visions,LED DISPLAY BEZEL BLACK,0,0,"58.39000","0","1","-","Active","Bezel","LED Display","Black","6.693"" L x 5.118"" W (170.00mm x 130.00mm)"
-,//media.digikey.com/Photos/Matrix%20Orbital%20Photos/BEZ-202C-V1-W-OEM.jpg,635-1103-ND,BEZ-202C-V1-W-OEM,Matrix Orbital,LCD DISPLAY BEZEL BLK W/CLR LENS,0,0,"13.83000","0","1","-","Active","Bezel","LCD Display","Black, Clear Lens","5.787"" L x 1.653"" W (147.00mm x 42.00mm)"
-,//media.digikey.com/Photos/Matrix%20Orbital%20Photos/BEZ-204A-V1-W-OEM.jpg,635-1105-ND,BEZ-204A-V1-W-OEM,Matrix Orbital,LCD DISPLAY BEZEL BLACK,0,0,"13.83000","0","1","-","Active","Bezel","LCD Display","Black","5.078"" L x 2.716"" W (129.00mm x 69.00mm)"
-,-,HLMP-2598-ND,HLMP-2598,Broadcom Limited,LED DISPLAY BEZEL BLACK,0,0,"Obsolete","0","19300","-","Obsolete","Bezel","LED Display","Black","-"
-,-,HLMP-2599-ND,HLMP-2599,Broadcom Limited,LED DISPLAY BEZEL BLACK,0,0,"Obsolete","0","19400","-","Obsolete","Bezel","LED Display","Black","-"
http://multimedia.3m.com/mws/media/645711O/3mtm-microtouchtm-display-c1700ss-product-sheet.pdf,//media.digikey.com/Photos/3M%20Photos/5021104.jpg,3M10405-ND,5021104,3M,LCD DISPLAY BEZEL BLK W/CLR LENS,0,0,"Obsolete","0","1","-","Obsolete","Bezel","LCD Display","Black, Clear Lens","17.89"" x 15.17"" (454.47mm x 385.44mm)"
http://www.lcd-module.com/eng/pdf/zubehoer/rahmene.pdf,-,1481-1006-ND,EA 017-27KE,Display Visions,LCD DISPLAY BEZEL BLACK,0,0,"Obsolete","0","1","-","Obsolete","Bezel","LCD Display","Black","6.34"" L x 1.81"" W (161.00mm x 46.00mm)"
