Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Current - DC Forward (If) (Max)","Radiant Intensity (Ie) Min @ If","Wavelength","Voltage - Forward (Vf) (Typ)","Viewing Angle","Orientation","Operating Temperature","Mounting Type","Package / Case"
https://www.ttelectronics.com/TTElectronics/media/ProductFiles/Optoelectronics/Datasheets/OP290.pdf,//media.digikey.com/photos/Optek%20Photos/OP290%20Series.jpg,365-1056-ND,OP290A,TT Electronics/Optek Technology,EMITTER IR 890NM 150MA T 1 3/4,1645,0,"0.89000","0","1","Bulk","-","Active","Infrared (IR)","150mA","-","890nm","4V","50°","Top View","-40°C ~ 100°C (TA)","Through Hole","T 1 3/4"
http://www.vishay.com/docs/84374/vlmu1610-365-135.pdf,//media.digikey.com/Photos/Vishay%20Semiconductors/MFG_VLMU1610-365-135.jpg,VLMU1610-365-135TR-ND,VLMU1610-365-135,Vishay Semiconductor Opto Division,LED UV 367NM 60MA SMD,10500,0,"0.94875","0","1500","Tape & Reel (TR)","-","Active","Ultraviolet (UV)","60mA","-","367nm","3.5V","135°","Top View","-40°C ~ 85°C (TA)","Surface Mount","0606 (1616 Metric)"
http://www.vishay.com/docs/84374/vlmu1610-365-135.pdf,//media.digikey.com/Photos/Vishay%20Semiconductors/MFG_VLMU1610-365-135.jpg,VLMU1610-365-135CT-ND,VLMU1610-365-135,Vishay Semiconductor Opto Division,LED UV 367NM 60MA SMD,11597,0,"2.66000","0","1","Cut Tape (CT)","-","Active","Ultraviolet (UV)","60mA","-","367nm","3.5V","135°","Top View","-40°C ~ 85°C (TA)","Surface Mount","0606 (1616 Metric)"
http://www.vishay.com/docs/84374/vlmu1610-365-135.pdf,//media.digikey.com/Photos/Vishay%20Semiconductors/MFG_VLMU1610-365-135.jpg,VLMU1610-365-135DKR-ND,VLMU1610-365-135,Vishay Semiconductor Opto Division,LED UV 367NM 60MA SMD,11597,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Ultraviolet (UV)","60mA","-","367nm","3.5V","135°","Top View","-40°C ~ 85°C (TA)","Surface Mount","0606 (1616 Metric)"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496268/SFH%204350.pdf,//media.digikey.com/photos/Osram%20Opto%20Photos/MFG_SFH-4350.jpg,475-1460-ND,SFH 4350,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 100MA RADIAL,14128,0,"0.96000","0","1","Bulk","-","Active","Infrared (IR)","100mA","200mW/sr @ 100mA","860nm","1.5V","26°","Top View","-40°C ~ 100°C (TA)","Through Hole","Radial"
-,//media.digikey.com/photos/Lite%20On%20Photos/HSDL-4230.jpg,516-1262-ND,HSDL-4230,Lite-On Inc.,EMITTER IR 875NM 100MA T 1 3/4,37143,0,"1.00000","0","1","Bulk","-","Active","Infrared (IR)","100mA","39mW/sr @ 50mA","875nm","1.5V","17°","Top View","0°C ~ 70°C (TA)","Through Hole","T 1 3/4"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496286/SFH%204550.pdf,//media.digikey.com/photos/Osram%20Opto%20Photos/SFH4550.jpg,475-1200-ND,SFH 4550,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 100MA RADIAL,73962,0,"1.09000","0","1","Bulk","-","Active","Infrared (IR)","100mA","1100mW/sr @ 100mA","860nm","1.5V","6°","Top View","-40°C ~ 100°C (TA)","Through Hole","Radial"
http://www.vishay.com/docs/81040/tssf4500.pdf,//media.digikey.com/photos/Vishay%20Semiconductors/TSSF4500.JPG,TSSF4500-ND,TSSF4500,Vishay Semiconductor Opto Division,EMITTER IR 890NM 100MA RADIAL,5989,0,"1.11000","0","1","Bulk","-","Active","Infrared (IR)","100mA","10mW/sr @ 100mA","890nm","1.35V","44°","Side View","-40°C ~ 100°C (TA)","Through Hole","Radial"
http://www.vishay.com/docs/81090/tsff5210.pdf,//media.digikey.com/photos/Vishay%20Photos/VISHAYSEMICONDUCTORS-TSFF5210.jpg,751-1207-ND,TSFF5210,Vishay Semiconductor Opto Division,EMITTER IR 870NM 100MA RADIAL,18787,0,"1.16000","0","1","Bulk","-","Active","Infrared (IR)","100mA","120mW/sr @ 100mA","870nm","1.5V","20°","Top View","-40°C ~ 85°C (TA)","Through Hole","Radial, 5mm Dia (T 1 3/4)"
http://www.vishay.com/docs/81870/tshg6410.pdf,//media.digikey.com/Photos/Vishay%20Semiconductors/TSHG6410.jpg,TSHG6410-ND,TSHG6410,Vishay Semiconductor Opto Division,EMITTER IR 850NM 100MA RADIAL,17703,0,"1.16000","0","1","Bulk","-","Active","Infrared (IR)","100mA","45mW/sr @ 100mA","850nm","1.5V","36°","Top View","-40°C ~ 85°C (TA)","Through Hole","Radial"
http://www.vishay.com/docs/84755/tshg8200.pdf,//media.digikey.com/photos/Vishay%20Photos/TSHG8200.JPG,751-1214-ND,TSHG8200,Vishay Semiconductor Opto Division,EMITTER IR 830NM 100MA RADIAL,7898,0,"1.42000","0","1","Bulk","-","Active","Infrared (IR)","100mA","120mW/sr @ 100mA","830nm","1.5V","20°","Top View","-40°C ~ 85°C (TA)","Through Hole","Radial, 5mm Dia (T 1 3/4)"
http://www.vishay.com/docs/84636/tshg6400.pdf,//media.digikey.com/photos/Vishay%20Photos/TSHG6400.JPG,751-1213-ND,TSHG6400,Vishay Semiconductor Opto Division,EMITTER IR 850NM 100MA RADIAL,5579,0,"1.42000","0","1","Bulk","-","Active","Infrared (IR)","100mA","45mW/sr @ 100mA","850nm","1.5V","44°","Top View","-40°C ~ 85°C (TA)","Through Hole","Radial, 5mm Dia (T 1 3/4)"
http://www.vishay.com/docs/84240/vsly5940.pdf,//media.digikey.com/Photos/Vishay%20Semiconductors/VSLY5940.JPG,VSLY5940-ND,VSLY5940,Vishay Semiconductor Opto Division,EMITTER IR RADIAL,1957,0,"1.50000","0","1","Bulk","-","Active","Infrared (IR)","100mA","300mW/sr @ 100mA","940nm","1.65V","6°","Top View","-40°C ~ 85°C (TA)","Through Hole","Radial"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496370/SFH%204715.pdf,"//media.digikey.com/photos/Osram%20Opto%20Photos/MFG_SFH-47(15,15S,25S).jpg",475-3020-2-ND,SFH 4715,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1A SMD,14400,0,"1.58315","0","600","Tape & Reel (TR)","OSLON® Black","Active","Infrared (IR)","1A","270mW/sr @ 1A","860nm","1.5V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496370/SFH%204715.pdf,"//media.digikey.com/photos/Osram%20Opto%20Photos/MFG_SFH-47(15,15S,25S).jpg",475-3020-1-ND,SFH 4715,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1A SMD,14955,0,"3.27000","0","1","Cut Tape (CT)","OSLON® Black","Active","Infrared (IR)","1A","270mW/sr @ 1A","860nm","1.5V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496370/SFH%204715.pdf,"//media.digikey.com/photos/Osram%20Opto%20Photos/MFG_SFH-47(15,15S,25S).jpg",475-3020-6-ND,SFH 4715,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1A SMD,14955,0,"Digi-Reel","0","1","Digi-Reel®","OSLON® Black","Active","Infrared (IR)","1A","270mW/sr @ 1A","860nm","1.5V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-5318126/SFH%204715A_EN.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/MFG_SFH-4715AS.jpg,475-3137-2-ND,SFH 4715A,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1.5A SMD,4800,0,"1.58315","0","600","Tape & Reel (TR)","OSLON® Black","Active","Infrared (IR)","1.5A","415mW/sr @ 1A","860nm","1.65V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-5318126/SFH%204715A_EN.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/MFG_SFH-4715AS.jpg,475-3137-1-ND,SFH 4715A,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1.5A SMD,4869,0,"3.27000","0","1","Cut Tape (CT)","OSLON® Black","Active","Infrared (IR)","1.5A","415mW/sr @ 1A","860nm","1.65V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-5318126/SFH%204715A_EN.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/MFG_SFH-4715AS.jpg,475-3137-6-ND,SFH 4715A,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1.5A SMD,4869,0,"Digi-Reel","0","1","Digi-Reel®","OSLON® Black","Active","Infrared (IR)","1.5A","415mW/sr @ 1A","860nm","1.65V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496382/SFH%204725S.pdf,"//media.digikey.com/photos/Osram%20Opto%20Photos/MFG_SFH-47(15,15S,25S).jpg",475-3012-2-ND,SFH 4725S,OSRAM Opto Semiconductors Inc.,EMITTER IR 950NM 1A SMD,16200,0,"1.75882","0","600","Tape & Reel (TR)","OSLON® Black","Active","Infrared (IR)","1A","320mW/sr @ 1A","950nm","2.75V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496382/SFH%204725S.pdf,"//media.digikey.com/photos/Osram%20Opto%20Photos/MFG_SFH-47(15,15S,25S).jpg",475-3012-1-ND,SFH 4725S,OSRAM Opto Semiconductors Inc.,EMITTER IR 950NM 1A SMD,16679,0,"4.00000","0","1","Cut Tape (CT)","OSLON® Black","Active","Infrared (IR)","1A","320mW/sr @ 1A","950nm","2.75V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496382/SFH%204725S.pdf,"//media.digikey.com/photos/Osram%20Opto%20Photos/MFG_SFH-47(15,15S,25S).jpg",475-3012-6-ND,SFH 4725S,OSRAM Opto Semiconductors Inc.,EMITTER IR 950NM 1A SMD,16679,0,"Digi-Reel","0","1","Digi-Reel®","OSLON® Black","Active","Infrared (IR)","1A","320mW/sr @ 1A","950nm","2.75V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496367/SFH%204715S.pdf,"//media.digikey.com/photos/Osram%20Opto%20Photos/MFG_SFH-47(15,15S,25S).jpg",475-2991-2-ND,SFH 4715S,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1A SMD,14400,0,"1.75882","0","600","Tape & Reel (TR)","OSLON® Black","Active","Infrared (IR)","1A","440mW/sr @ 1A","860nm","2.9V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496367/SFH%204715S.pdf,"//media.digikey.com/photos/Osram%20Opto%20Photos/MFG_SFH-47(15,15S,25S).jpg",475-2991-1-ND,SFH 4715S,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1A SMD,14754,0,"4.00000","0","1","Cut Tape (CT)","OSLON® Black","Active","Infrared (IR)","1A","440mW/sr @ 1A","860nm","2.9V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496367/SFH%204715S.pdf,"//media.digikey.com/photos/Osram%20Opto%20Photos/MFG_SFH-47(15,15S,25S).jpg",475-2991-6-ND,SFH 4715S,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1A SMD,14754,0,"Digi-Reel","0","1","Digi-Reel®","OSLON® Black","Active","Infrared (IR)","1A","440mW/sr @ 1A","860nm","2.9V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496346/SFH%204716S.pdf,//media.digikey.com/photos/Osram%20Opto%20Photos/MFG_SFH-4716S.jpg,475-3045-2-ND,SFH 4716S,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1A SMD,12600,0,"1.75882","0","600","Tape & Reel (TR)","OSLON® Black","Active","Infrared (IR)","1A","225mW/sr @ 1A","860nm","2.9V","150°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496346/SFH%204716S.pdf,//media.digikey.com/photos/Osram%20Opto%20Photos/MFG_SFH-4716S.jpg,475-3045-1-ND,SFH 4716S,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1A SMD,13159,0,"4.00000","0","1","Cut Tape (CT)","OSLON® Black","Active","Infrared (IR)","1A","225mW/sr @ 1A","860nm","2.9V","150°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496346/SFH%204716S.pdf,//media.digikey.com/photos/Osram%20Opto%20Photos/MFG_SFH-4716S.jpg,475-3045-6-ND,SFH 4716S,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1A SMD,13159,0,"Digi-Reel","0","1","Digi-Reel®","OSLON® Black","Active","Infrared (IR)","1A","225mW/sr @ 1A","860nm","2.9V","150°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-5575882/SFH%204716AS_EN.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/MFG_SFH-4716AS.jpg,475-3145-2-ND,SFH 4716AS,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1.5A 3SMD,7800,0,"1.75882","0","600","Tape & Reel (TR)","OSLON® Black","Active","Infrared (IR)","1.5A","300mW/sr @ 1A","860nm","3.2V","150°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-5575882/SFH%204716AS_EN.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/MFG_SFH-4716AS.jpg,475-3145-1-ND,SFH 4716AS,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1.5A 3SMD,8487,0,"4.00000","0","1","Cut Tape (CT)","OSLON® Black","Active","Infrared (IR)","1.5A","300mW/sr @ 1A","860nm","3.2V","150°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-5575882/SFH%204716AS_EN.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/MFG_SFH-4716AS.jpg,475-3145-6-ND,SFH 4716AS,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1.5A 3SMD,8487,0,"Digi-Reel","0","1","Digi-Reel®","OSLON® Black","Active","Infrared (IR)","1.5A","300mW/sr @ 1A","860nm","3.2V","150°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-5580411/SFH%204715AS_EN.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/MFG_SFH-4715AS.jpg,475-3144-2-ND,SFH 4715AS,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 3SMD,3600,0,"1.75882","0","600","Tape & Reel (TR)","OSLON® Black","Active","Infrared (IR)","1.5A","780mW/sr @ 1A","860nm","3.2V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-5580411/SFH%204715AS_EN.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/MFG_SFH-4715AS.jpg,475-3144-1-ND,SFH 4715AS,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 3SMD,4008,0,"4.00000","0","1","Cut Tape (CT)","OSLON® Black","Active","Infrared (IR)","1.5A","780mW/sr @ 1A","860nm","3.2V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-5580411/SFH%204715AS_EN.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/MFG_SFH-4715AS.jpg,475-3144-6-ND,SFH 4715AS,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 3SMD,4008,0,"Digi-Reel","0","1","Digi-Reel®","OSLON® Black","Active","Infrared (IR)","1.5A","780mW/sr @ 1A","860nm","3.2V","90°","Top View","-40°C ~ 125°C (TA)","Surface Mount","3-SMD, No Lead"
https://www.lumileds.com/uploads/685/DS191-pdf,//media.digikey.com/Photos/Lumileds/MFG_LUXEON-IR-DOMED-SERIES-90-DEGREES.jpg,1416-1992-2-ND,L1I0-0850090000000,Lumileds,LED INFRARED SMD,1000,0,"1.94425","0","1000","Tape & Reel (TR)","LUXEON IR Domed","Active","Infrared (IR)","1A","750mW/sr @ 1A (Typ)","850nm","3.2V","90°","Top View","-30°C ~ 85°C (TC)","Surface Mount","3-SMD, No Lead"
https://www.lumileds.com/uploads/685/DS191-pdf,//media.digikey.com/Photos/Lumileds/MFG_LUXEON-IR-DOMED-SERIES-90-DEGREES.jpg,1416-1992-1-ND,L1I0-0850090000000,Lumileds,LED INFRARED SMD,1709,0,"4.10000","0","1","Cut Tape (CT)","LUXEON IR Domed","Active","Infrared (IR)","1A","750mW/sr @ 1A (Typ)","850nm","3.2V","90°","Top View","-30°C ~ 85°C (TC)","Surface Mount","3-SMD, No Lead"
https://www.lumileds.com/uploads/685/DS191-pdf,//media.digikey.com/Photos/Lumileds/MFG_LUXEON-IR-DOMED-SERIES-90-DEGREES.jpg,1416-1992-6-ND,L1I0-0850090000000,Lumileds,LED INFRARED SMD,1709,0,"Digi-Reel","0","1","Digi-Reel®","LUXEON IR Domed","Active","Infrared (IR)","1A","750mW/sr @ 1A (Typ)","850nm","3.2V","90°","Top View","-30°C ~ 85°C (TC)","Surface Mount","3-SMD, No Lead"
https://www.lumileds.com/uploads/685/DS191-pdf,//media.digikey.com/Photos/Lumileds/MFG_LUXEON-IR-DOMED-SERIES-60-DEGREES.jpg,1416-1994-2-ND,L1I0-0940060000000,Lumileds,LED INFRARED SMD,2000,0,"1.99475","0","1000","Tape & Reel (TR)","LUXEON IR Domed","Active","Infrared (IR)","1A","1190mW/sr @ 1A (Typ)","940nm","2.9V","60°","Top View","-30°C ~ 85°C (TC)","Surface Mount","3-SMD, No Lead"
https://www.lumileds.com/uploads/685/DS191-pdf,//media.digikey.com/Photos/Lumileds/MFG_LUXEON-IR-DOMED-SERIES-60-DEGREES.jpg,1416-1994-1-ND,L1I0-0940060000000,Lumileds,LED INFRARED SMD,3647,0,"4.21000","0","1","Cut Tape (CT)","LUXEON IR Domed","Active","Infrared (IR)","1A","1190mW/sr @ 1A (Typ)","940nm","2.9V","60°","Top View","-30°C ~ 85°C (TC)","Surface Mount","3-SMD, No Lead"
https://www.lumileds.com/uploads/685/DS191-pdf,//media.digikey.com/Photos/Lumileds/MFG_LUXEON-IR-DOMED-SERIES-60-DEGREES.jpg,1416-1994-6-ND,L1I0-0940060000000,Lumileds,LED INFRARED SMD,3647,0,"Digi-Reel","0","1","Digi-Reel®","LUXEON IR Domed","Active","Infrared (IR)","1A","1190mW/sr @ 1A (Typ)","940nm","2.9V","60°","Top View","-30°C ~ 85°C (TC)","Surface Mount","3-SMD, No Lead"
https://www.lumileds.com/uploads/685/DS191-pdf,//media.digikey.com/Photos/Lumileds/MFG_LUXEON-IR-DOMED-SERIES-150-DEGREES.jpg,1416-1996-2-ND,L1I0-0940150000000,Lumileds,LED INFRARED SMD,1000,0,"1.99475","0","1000","Tape & Reel (TR)","LUXEON IR Domed","Active","Infrared (IR)","1A","350mW/sr @ 1A (Typ)","940nm","2.9V","150°","Top View","-30°C ~ 85°C (TC)","Surface Mount","3-SMD, No Lead"
https://www.lumileds.com/uploads/685/DS191-pdf,//media.digikey.com/Photos/Lumileds/MFG_LUXEON-IR-DOMED-SERIES-150-DEGREES.jpg,1416-1996-1-ND,L1I0-0940150000000,Lumileds,LED INFRARED SMD,1535,0,"4.21000","0","1","Cut Tape (CT)","LUXEON IR Domed","Active","Infrared (IR)","1A","350mW/sr @ 1A (Typ)","940nm","2.9V","150°","Top View","-30°C ~ 85°C (TC)","Surface Mount","3-SMD, No Lead"
https://www.lumileds.com/uploads/685/DS191-pdf,//media.digikey.com/Photos/Lumileds/MFG_LUXEON-IR-DOMED-SERIES-150-DEGREES.jpg,1416-1996-6-ND,L1I0-0940150000000,Lumileds,LED INFRARED SMD,1535,0,"Digi-Reel","0","1","Digi-Reel®","LUXEON IR Domed","Active","Infrared (IR)","1A","350mW/sr @ 1A (Typ)","940nm","2.9V","150°","Top View","-30°C ~ 85°C (TC)","Surface Mount","3-SMD, No Lead"
http://www.vishay.com/docs/81223/vsmy98545.pdf,//media.digikey.com/Renders/Vishay%20Semi%20Renders/VSMY98545TR-ND.jpg,VSMY98545TR-ND,VSMY98545,Vishay Semiconductor Opto Division,EMITTER IR 850NM 1A SMD,44400,0,"2.17500","0","600","Tape & Reel (TR)","SurfLight™","Active","Infrared (IR)","1A","230mW/sr @ 1A","850nm","1.8V","90°","Top View","-40°C ~ 95°C (TA)","Surface Mount","3-SMD, No Lead"
http://www.vishay.com/docs/81223/vsmy98545.pdf,//media.digikey.com/Renders/Vishay%20Semi%20Renders/VSMY98545TR-ND.jpg,VSMY98545CT-ND,VSMY98545,Vishay Semiconductor Opto Division,EMITTER IR 850NM 1A SMD,44933,0,"4.95000","0","1","Cut Tape (CT)","SurfLight™","Active","Infrared (IR)","1A","230mW/sr @ 1A","850nm","1.8V","90°","Top View","-40°C ~ 95°C (TA)","Surface Mount","3-SMD, No Lead"
http://www.vishay.com/docs/81223/vsmy98545.pdf,//media.digikey.com/Renders/Vishay%20Semi%20Renders/VSMY98545TR-ND.jpg,VSMY98545DKR-ND,VSMY98545,Vishay Semiconductor Opto Division,EMITTER IR 850NM 1A SMD,44933,0,"Digi-Reel","0","1","Digi-Reel®","SurfLight™","Active","Infrared (IR)","1A","230mW/sr @ 1A","850nm","1.8V","90°","Top View","-40°C ~ 95°C (TA)","Surface Mount","3-SMD, No Lead"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496174/SFH%204232.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/SFH-4232-Z.jpg,475-2844-2-ND,SFH 4232-Z,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1A SMT,16800,0,"2.24804","0","800","Tape & Reel (TR)","Platinum DRAGON","Not For New Designs","Infrared (IR)","1A","180mW/sr @ 1A","860nm","1.5V","120°","Top View","-40°C ~ 125°C (TA)","Surface Mount","2-SMD, Gull Wing"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496174/SFH%204232.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/SFH-4232-Z.jpg,475-2844-1-ND,SFH 4232-Z,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1A SMT,18387,0,"5.30000","0","1","Cut Tape (CT)","Platinum DRAGON","Not For New Designs","Infrared (IR)","1A","180mW/sr @ 1A","860nm","1.5V","120°","Top View","-40°C ~ 125°C (TA)","Surface Mount","2-SMD, Gull Wing"
https://dammedia.osram.info/media/resource/hires/osram-dam-2496174/SFH%204232.pdf,//media.digikey.com/Photos/Osram%20Opto%20Photos/SFH-4232-Z.jpg,475-2844-6-ND,SFH 4232-Z,OSRAM Opto Semiconductors Inc.,EMITTER IR 860NM 1A SMT,18387,0,"Digi-Reel","0","1","Digi-Reel®","Platinum DRAGON","Not For New Designs","Infrared (IR)","1A","180mW/sr @ 1A","860nm","1.5V","120°","Top View","-40°C ~ 125°C (TA)","Surface Mount","2-SMD, Gull Wing"
-,-,475-3553-2-ND,SFH 4717AS A01,OSRAM Opto Semiconductors Inc.,EMITTER IR,7800,0,"2.28648","0","600","Tape & Reel (TR)","OSLON® Black","Active","Infrared (IR)","1.5A","630mW/sr @ 1A","860nm","3.5V","50°","Top View","-40°C ~ 125°C","Surface Mount","1515 (3838 Metric)"
-,-,475-3553-1-ND,SFH 4717AS A01,OSRAM Opto Semiconductors Inc.,EMITTER IR,7842,0,"5.20000","0","1","Cut Tape (CT)","OSLON® Black","Active","Infrared (IR)","1.5A","630mW/sr @ 1A","860nm","3.5V","50°","Top View","-40°C ~ 125°C","Surface Mount","1515 (3838 Metric)"
-,-,475-3553-6-ND,SFH 4717AS A01,OSRAM Opto Semiconductors Inc.,EMITTER IR,7842,0,"Digi-Reel","0","1","Digi-Reel®","OSLON® Black","Active","Infrared (IR)","1.5A","630mW/sr @ 1A","860nm","3.5V","50°","Top View","-40°C ~ 125°C","Surface Mount","1515 (3838 Metric)"
http://optoelectronics.liteon.com/upload/media/media/New%20Products/Datasheete/LTPL-C034UVHXXX%20UV%203535%20Lens%20type%20Series_Ver3.4_20150723.pdf,//media.digikey.com/Photos/Lite%20On%20Photos/MFG_LTPL-C034UVH365.jpg,160-2186TR-ND,LTPL-C034UVH405,Lite-On Inc.,LED 500MA 100MW 405NM,3500,0,"2.54634","0","500","Tape & Reel (TR)","C03","Active","Ultraviolet (UV)","700mA","-","405nm","3.7V","130°","Top View","-40°C ~ 85°C (TA)","Surface Mount","2-SMD, No Lead Exposed Pad"
http://optoelectronics.liteon.com/upload/media/media/New%20Products/Datasheete/LTPL-C034UVHXXX%20UV%203535%20Lens%20type%20Series_Ver3.4_20150723.pdf,//media.digikey.com/Photos/Lite%20On%20Photos/MFG_LTPL-C034UVH365.jpg,160-2186CT-ND,LTPL-C034UVH405,Lite-On Inc.,LED 500MA 100MW 405NM,3861,0,"5.80000","0","1","Cut Tape (CT)","C03","Active","Ultraviolet (UV)","700mA","-","405nm","3.7V","130°","Top View","-40°C ~ 85°C (TA)","Surface Mount","2-SMD, No Lead Exposed Pad"
http://optoelectronics.liteon.com/upload/media/media/New%20Products/Datasheete/LTPL-C034UVHXXX%20UV%203535%20Lens%20type%20Series_Ver3.4_20150723.pdf,//media.digikey.com/Photos/Lite%20On%20Photos/MFG_LTPL-C034UVH365.jpg,160-2186DKR-ND,LTPL-C034UVH405,Lite-On Inc.,LED 500MA 100MW 405NM,3861,0,"Digi-Reel","0","1","Digi-Reel®","C03","Active","Ultraviolet (UV)","700mA","-","405nm","3.7V","130°","Top View","-40°C ~ 85°C (TA)","Surface Mount","2-SMD, No Lead Exposed Pad"
https://download.luminus.com/datasheets/Luminus_SST-10-UV_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_SST-10-UV.jpg,1214-1421-2-ND,SST-10-UV-A130-F385-00,Luminus Devices Inc.,UV MOD SST10 385NM TOP VIEW,1000,0,"2.61870","0","500","Tape & Reel (TR)","SST-10-UV","Active","Ultraviolet (UV)","1A","-","385nm","3.4V","130°","Top View","-","Surface Mount","2-SMD, No Lead Exposed Pad"
https://download.luminus.com/datasheets/Luminus_SST-10-UV_Datasheet.pdf,//media.digikey.com/Photos/Luminus%20Devices%20Photo/MFG_SST-10-UV.jpg,1214-1421-1-ND,SST-10-UV-A130-F385-00,Luminus Devices Inc.,UV MOD SST10 385NM TOP VIEW,1188,0,"5.96000","0","1","Cut Tape (CT)","SST-10-UV","Active","Ultraviolet (UV)","1A","-","385nm","3.4V","130°","Top View","-","Surface Mount","2-SMD, No Lead Exposed Pad"
