Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Configuration","Color","Size / Dimension","Contents"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/632_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_632.jpg,1528-1263-ND,632,Adafruit Industries LLC,STARTER PK EL STRIP 100CM AQUA,0,0,"19.95000","0","1","-","Active","EL Tape (Starter Pack)","Aqua","3.28' (1m)","Batteries, EL Strip, Inverter"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/633_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_633.jpg,1528-1264-ND,633,Adafruit Industries LLC,STARTER PK EL STRIP 100CM BLUE,0,0,"19.95000","0","1","-","Active","EL Tape (Starter Pack)","Blue","3.28' (1m)","Batteries, EL Strip, Inverter"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/634_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_634.jpg,1528-1265-ND,634,Adafruit Industries LLC,STARTER PK EL STRIP 100CM GREEN,0,0,"19.95000","0","1","-","Active","EL Tape (Starter Pack)","Green","3.28' (1m)","Batteries, EL Strip, Inverter"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/635_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_635.jpg,1528-1266-ND,635,Adafruit Industries LLC,STARTER PK EL STRIP 100CM WHITE,0,0,"19.95000","0","1","-","Active","EL Tape (Starter Pack)","White","3.28' (1m)","Batteries, EL Strip, Inverter"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/675_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_675_A.jpg,1528-1270-ND,675,Adafruit Industries LLC,PIPING EL WIRE SEWABLE 5M AQUA,0,0,"19.95000","0","1","-","Active","EL Wire (Welted)","Aqua","16.40' (5m)","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/584_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_584.jpg,584-ND,584,Adafruit Industries LLC,WIRE STARTER PK EL GRN 2.5M-8.2',0,0,"19.95000","0","1","-","Active","EL Wire (Starter Pack)","Green","8.2' (2.5m)","Copper Tape, EL Wire, Foam Tape, Heat Shrink, Inverter"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/631_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/631.jpg,631-ND,631,Adafruit Industries LLC,STARTER PK EL STRIP 100CM RED,0,0,"19.95000","0","1","-","Active","EL Tape (Starter Pack)","Red","3.28' (1m)","Batteries, EL Strip, Inverter"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/627_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_627.jpg,1528-1260-ND,627,Adafruit Industries LLC,STARTER PK EL PANEL 10X10CM AQUA,0,0,"24.95000","0","1","-","Active","EL Panel (Starter Pack)","Aqua","3.937"" L x 3.937"" W (100.00mm x 100.00mm)","Batteries, EL Panel, Inverter"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/628_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_628.jpg,1528-1261-ND,628,Adafruit Industries LLC,STARTER PK EL PANEL 10X10CM WHT,0,0,"24.95000","0","1","-","Active","EL Panel (Starter Pack)","White","3.937"" L x 3.937"" W (100.00mm x 100.00mm)","Batteries, EL Panel, Inverter"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/629_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_629.jpg,1528-1262-ND,629,Adafruit Industries LLC,STARTER PK EL PANEL 10X10CM BLUE,0,0,"24.95000","0","1","-","Active","EL Panel (Starter Pack)","Blue","3.937"" L x 3.937"" W (100.00mm x 100.00mm)","Batteries, EL Panel, Inverter"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/676_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_676.jpg,676-ND,676,Adafruit Industries LLC,STARTER EL PIPING WELTED 5M AQUA,0,0,"27.95000","0","1","-","Active","EL Wire (Welted)","Aqua","16.40' (5m)","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/414_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_414.jpg,1528-1238-ND,414,Adafruit Industries LLC,ELECTROLUMINESC PNL 20X15CM AQUA,0,0,"34.95000","0","1","-","Active","EL Panel","Aqua","7.874"" L x 5.906"" W (200.00mm x 150.00mm)","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/948_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_948.jpg,1528-1276-ND,948,Adafruit Industries LLC,WIRE EL FLOW EFFECT INV BLUE 2M,0,0,"Obsolete","0","1","-","Obsolete","EL Wire (Flow Effect)","Blue","6.56' (2m)","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/953_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_953.jpg,1528-1277-ND,953,Adafruit Industries LLC,WIRE EL FLOW EFFECT INV PINK 2M,0,0,"Obsolete","0","1","-","Obsolete","EL Wire (Flow Effect)","Pink","6.56' (2m)","-"
//media.digikey.com/pdf/Data%20Sheets/Adafruit%20PDFs/952_Web.pdf,//media.digikey.com/Photos/Adafruit%20Industries%20LLC/MFG_952.jpg,952-ND,952,Adafruit Industries LLC,WIRE EL FLOW EFFECT INV GREEN 2M,0,0,"Obsolete","0","1","-","Obsolete","EL Wire (Flow Effect)","Green","6.56' (2m)","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_104990032.jpg,104990032-ND,104990032,"Seeed Technology Co., Ltd",EL WIRE-RED 3M,0,0,"Obsolete","0","5","-","Obsolete","EL Wire","Red","9.84' (3m)","-"
-,//media.digikey.com/Photos/Seeed%20Technology%20Ltd/MFG_104990034.jpg,104990034-ND,104990034,"Seeed Technology Co., Ltd",EL WIRE-YELLOW 3M,0,0,"Obsolete","0","5","-","Obsolete","EL Wire","Yellow","9.84' (3m)","-"
-,//media.digikey.com/photos/Seeed%20Technology%20Ltd/MFG_104990036.jpg,104990036-ND,104990036,"Seeed Technology Co., Ltd",EL WIRE-BLUE 3M,0,0,"Obsolete","0","5","-","Obsolete","EL Wire","Blue","9.84' (3m)","-"
-,//media.digikey.com/photos/Seeed%20Technology%20Ltd/MFG_104990038.jpg,104990038-ND,104990038,"Seeed Technology Co., Ltd",EL WIRE-GREEN 3M,0,0,"Obsolete","0","5","-","Obsolete","EL Wire","Green","9.84' (3m)","-"
-,//media.digikey.com/photos/Seeed%20Technology%20Ltd/MFG_104990040.jpg,104990040-ND,104990040,"Seeed Technology Co., Ltd",EL WIRE-WHITE 3M,0,0,"Obsolete","0","5","-","Obsolete","EL Wire","White","9.84' (3m)","-"
