Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Color","Configuration","Lens Color","Lens Transparency","Millicandela Rating","Lens Style","Lens Size","Voltage - Forward (Vf) (Typ)","Current - Test","Viewing Angle","Mounting Type","Wavelength - Dominant","Wavelength - Peak","Features","Package / Case","Supplier Device Package","Size / Dimension","Height (Max)"
http://optoelectronics.liteon.com/upload/download/DS-22-98-0002/LTST-C150CKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C150AKT,LTST-C150CKT,LTST-C150EKT,LTST-C150GKT,LTST-C150YKT.jpg",160-1167-2-ND,LTST-C150CKT,Lite-On Inc.,LED RED CLEAR 1206 SMD,294000,0,"0.05934","0","3000","Tape & Reel (TR)","-","Active","Red","Standard","Colorless","Clear","10mcd","Rectangle with Flat Top","2.06mm x 1.60mm","1.8V","10mA","130°","Surface Mount","638nm","660nm","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.10mm"
http://optoelectronics.liteon.com/upload/download/DS-22-98-0002/LTST-C150CKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C150AKT,LTST-C150CKT,LTST-C150EKT,LTST-C150GKT,LTST-C150YKT.jpg",160-1167-1-ND,LTST-C150CKT,Lite-On Inc.,LED RED CLEAR 1206 SMD,299112,0,"0.37000","0","1","Cut Tape (CT)","-","Active","Red","Standard","Colorless","Clear","10mcd","Rectangle with Flat Top","2.06mm x 1.60mm","1.8V","10mA","130°","Surface Mount","638nm","660nm","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.10mm"
http://optoelectronics.liteon.com/upload/download/DS-22-98-0002/LTST-C150CKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C150AKT,LTST-C150CKT,LTST-C150EKT,LTST-C150GKT,LTST-C150YKT.jpg",160-1167-6-ND,LTST-C150CKT,Lite-On Inc.,LED RED CLEAR 1206 SMD,299112,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","10mcd","Rectangle with Flat Top","2.06mm x 1.60mm","1.8V","10mA","130°","Surface Mount","638nm","660nm","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.10mm"
http://optoelectronics.liteon.com/upload/download/DS22-2007-0094/LTST-C193KGKT-5A.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C193TBKT-5A.jpg,160-1828-2-ND,LTST-C193KGKT-5A,Lite-On Inc.,LED GREEN CLEAR CHIP SMD,155000,0,"0.05980","0","5000","Tape & Reel (TR)","-","Active","Green","Standard","Colorless","Clear","16.25mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2V","5mA","130°","Surface Mount","572nm","574nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.45mm"
http://optoelectronics.liteon.com/upload/download/DS22-2007-0094/LTST-C193KGKT-5A.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C193TBKT-5A.jpg,160-1828-1-ND,LTST-C193KGKT-5A,Lite-On Inc.,LED GREEN CLEAR CHIP SMD,167008,0,"0.41000","0","1","Cut Tape (CT)","-","Active","Green","Standard","Colorless","Clear","16.25mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2V","5mA","130°","Surface Mount","572nm","574nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.45mm"
http://optoelectronics.liteon.com/upload/download/DS22-2007-0094/LTST-C193KGKT-5A.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C193TBKT-5A.jpg,160-1828-6-ND,LTST-C193KGKT-5A,Lite-On Inc.,LED GREEN CLEAR CHIP SMD,167008,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Green","Standard","Colorless","Clear","16.25mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2V","5mA","130°","Surface Mount","572nm","574nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.45mm"
http://www.kingbrightusa.com/images/catalog/SPEC/APT1608EC.pdf,//media.digikey.com/Renders/Kingbright%20Renders/APT1608%20SERIES.jpg,754-1117-2-ND,APT1608EC,Kingbright,LED RED CLEAR CHIP SMD,94000,0,"0.05980","0","2000","Tape & Reel (TR)","-","Active","Red","Standard","Colorless","Clear","8mcd","Rectangle with Flat Top","1.20mm x 0.80mm","2V","20mA","120°","Surface Mount","617nm","627nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.75mm"
http://www.kingbrightusa.com/images/catalog/SPEC/APT1608EC.pdf,//media.digikey.com/Renders/Kingbright%20Renders/APT1608%20SERIES.jpg,754-1117-1-ND,APT1608EC,Kingbright,LED RED CLEAR CHIP SMD,96234,0,"0.37000","0","1","Cut Tape (CT)","-","Active","Red","Standard","Colorless","Clear","8mcd","Rectangle with Flat Top","1.20mm x 0.80mm","2V","20mA","120°","Surface Mount","617nm","627nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.75mm"
http://www.kingbrightusa.com/images/catalog/SPEC/APT1608EC.pdf,//media.digikey.com/Renders/Kingbright%20Renders/APT1608%20SERIES.jpg,754-1117-6-ND,APT1608EC,Kingbright,LED RED CLEAR CHIP SMD,96234,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","8mcd","Rectangle with Flat Top","1.20mm x 0.80mm","2V","20mA","120°","Surface Mount","617nm","627nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.75mm"
http://optoelectronics.liteon.com/upload/download/DS22-2010-0197/LTST-C194KGKT.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C193TBKT-5A.jpg,160-1834-2-ND,LTST-C194KGKT,Lite-On Inc.,LED GREEN CLEAR SMD,90000,0,"0.05980","0","5000","Tape & Reel (TR)","-","Active","Green","Standard","Colorless","Clear","65mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2.1V","20mA","130°","Surface Mount","572nm","574nm","-","0603 (1608 Metric)","-","1.60mm L x 0.80mm W","0.45mm"
http://optoelectronics.liteon.com/upload/download/DS22-2010-0197/LTST-C194KGKT.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C193TBKT-5A.jpg,160-1834-1-ND,LTST-C194KGKT,Lite-On Inc.,LED GREEN CLEAR SMD,96158,0,"0.41000","0","1","Cut Tape (CT)","-","Active","Green","Standard","Colorless","Clear","65mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2.1V","20mA","130°","Surface Mount","572nm","574nm","-","0603 (1608 Metric)","-","1.60mm L x 0.80mm W","0.45mm"
http://optoelectronics.liteon.com/upload/download/DS22-2010-0197/LTST-C194KGKT.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C193TBKT-5A.jpg,160-1834-6-ND,LTST-C194KGKT,Lite-On Inc.,LED GREEN CLEAR SMD,96158,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Green","Standard","Colorless","Clear","65mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2.1V","20mA","130°","Surface Mount","572nm","574nm","-","0603 (1608 Metric)","-","1.60mm L x 0.80mm W","0.45mm"
http://optoelectronics.liteon.com/upload/download/DS22-2010-0195/LTST-C194KRKT.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C194KFKT.jpg,160-1835-2-ND,LTST-C194KRKT,Lite-On Inc.,LED RED CLEAR SMD,75000,0,"0.05980","0","5000","Tape & Reel (TR)","-","Active","Red","Standard","Colorless","Clear","95.6mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2V","20mA","130°","Surface Mount","631nm","639nm","-","0603 (1608 Metric)","-","1.60mm L x 0.80mm W","0.45mm"
http://optoelectronics.liteon.com/upload/download/DS22-2010-0195/LTST-C194KRKT.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C194KFKT.jpg,160-1835-1-ND,LTST-C194KRKT,Lite-On Inc.,LED RED CLEAR SMD,79090,0,"0.41000","0","1","Cut Tape (CT)","-","Active","Red","Standard","Colorless","Clear","95.6mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2V","20mA","130°","Surface Mount","631nm","639nm","-","0603 (1608 Metric)","-","1.60mm L x 0.80mm W","0.45mm"
http://optoelectronics.liteon.com/upload/download/DS22-2010-0195/LTST-C194KRKT.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C194KFKT.jpg,160-1835-6-ND,LTST-C194KRKT,Lite-On Inc.,LED RED CLEAR SMD,79090,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","95.6mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2V","20mA","130°","Surface Mount","631nm","639nm","-","0603 (1608 Metric)","-","1.60mm L x 0.80mm W","0.45mm"
http://optoelectronics.liteon.com/upload/download/DS22-2004-141/LTST-C193KSKT-5A.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C194KFKT.jpg,160-1831-2-ND,LTST-C193KSKT-5A,Lite-On Inc.,LED YELLOW CLEAR CHIP SMD,30000,0,"0.05980","0","5000","Tape & Reel (TR)","-","Active","Yellow","Standard","Colorless","Clear","26.05mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2V","5mA","130°","Surface Mount","591nm","591nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.45mm"
http://optoelectronics.liteon.com/upload/download/DS22-2004-141/LTST-C193KSKT-5A.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C194KFKT.jpg,160-1831-1-ND,LTST-C193KSKT-5A,Lite-On Inc.,LED YELLOW CLEAR CHIP SMD,35185,0,"0.41000","0","1","Cut Tape (CT)","-","Active","Yellow","Standard","Colorless","Clear","26.05mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2V","5mA","130°","Surface Mount","591nm","591nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.45mm"
http://optoelectronics.liteon.com/upload/download/DS22-2004-141/LTST-C193KSKT-5A.PDF,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C194KFKT.jpg,160-1831-6-ND,LTST-C193KSKT-5A,Lite-On Inc.,LED YELLOW CLEAR CHIP SMD,35185,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Yellow","Standard","Colorless","Clear","26.05mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2V","5mA","130°","Surface Mount","591nm","591nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.45mm"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/SML-310%20Series.pdf,//media.digikey.com/Photos/Rohm%20Photos/MFG_SML-310%20SERIES.jpg,511-1301-2-ND,SML-310VTT86,Rohm Semiconductor,LED RED CLEAR 0603 SMD,99000,0,"0.06000","0","3000","Tape & Reel (TR)","SML-31","Not For New Designs","Red","Standard","Colorless","Clear","4mcd","Rectangle with Flat Top","1.20mm x 0.80mm","2V","20mA","-","Surface Mount","-","650nm","-","0603 (1608 Metric)","0603 (1608 Metric)","1.60mm L x 0.80mm W","0.90mm"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/SML-310%20Series.pdf,//media.digikey.com/Photos/Rohm%20Photos/MFG_SML-310%20SERIES.jpg,511-1301-1-ND,SML-310VTT86,Rohm Semiconductor,LED RED CLEAR 0603 SMD,107226,0,"0.41000","0","1","Cut Tape (CT)","SML-31","Not For New Designs","Red","Standard","Colorless","Clear","4mcd","Rectangle with Flat Top","1.20mm x 0.80mm","2V","20mA","-","Surface Mount","-","650nm","-","0603 (1608 Metric)","0603 (1608 Metric)","1.60mm L x 0.80mm W","0.90mm"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/SML-310%20Series.pdf,//media.digikey.com/Photos/Rohm%20Photos/MFG_SML-310%20SERIES.jpg,511-1301-6-ND,SML-310VTT86,Rohm Semiconductor,LED RED CLEAR 0603 SMD,107226,0,"Digi-Reel","0","1","Digi-Reel®","SML-31","Not For New Designs","Red","Standard","Colorless","Clear","4mcd","Rectangle with Flat Top","1.20mm x 0.80mm","2V","20mA","-","Surface Mount","-","650nm","-","0603 (1608 Metric)","0603 (1608 Metric)","1.60mm L x 0.80mm W","0.90mm"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTST-C193TBKT-5A.pdf,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C193TBKT-5A.jpg,160-1827-2-ND,LTST-C193TBKT-5A,Lite-On Inc.,LED BLUE CLEAR CHIP SMD,281000,0,"0.06102","0","5000","Tape & Reel (TR)","-","Active","Blue","Standard","Colorless","Clear","15mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2.8V","5mA","130°","Surface Mount","470nm","468nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.45mm"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTST-C193TBKT-5A.pdf,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C193TBKT-5A.jpg,160-1827-1-ND,LTST-C193TBKT-5A,Lite-On Inc.,LED BLUE CLEAR CHIP SMD,287892,0,"0.47000","0","1","Cut Tape (CT)","-","Active","Blue","Standard","Colorless","Clear","15mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2.8V","5mA","130°","Surface Mount","470nm","468nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.45mm"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTST-C193TBKT-5A.pdf,//media.digikey.com/Renders/Lite%20On%20Renders/LTST-C193TBKT-5A.jpg,160-1827-6-ND,LTST-C193TBKT-5A,Lite-On Inc.,LED BLUE CLEAR CHIP SMD,287892,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Blue","Standard","Colorless","Clear","15mcd","Rectangle with Flat Top","1.15mm x 0.80mm","2.8V","5mA","130°","Surface Mount","470nm","468nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.45mm"
http://optoelectronics.liteon.com/upload/download/DS22-2010-0025/LTST-C194TBKT.PDF,//media.digikey.com/Photos/Lite%20On%20Photos/LTW-C194TS5.jpg,160-1837-2-ND,LTST-C194TBKT,Lite-On Inc.,LED BLUE CLEAR SMD,205000,0,"0.06102","0","5000","Tape & Reel (TR)","-","Active","Blue","Standard","Colorless","Clear","104mcd","Rectangle with Flat Top","1.15mm x 0.80mm","3.3V","20mA","130°","Surface Mount","468nm","468nm","-","0603 (1608 Metric)","-","1.60mm L x 0.80mm W","0.45mm"
http://optoelectronics.liteon.com/upload/download/DS22-2010-0025/LTST-C194TBKT.PDF,//media.digikey.com/Photos/Lite%20On%20Photos/LTW-C194TS5.jpg,160-1837-1-ND,LTST-C194TBKT,Lite-On Inc.,LED BLUE CLEAR SMD,206958,0,"0.47000","0","1","Cut Tape (CT)","-","Active","Blue","Standard","Colorless","Clear","104mcd","Rectangle with Flat Top","1.15mm x 0.80mm","3.3V","20mA","130°","Surface Mount","468nm","468nm","-","0603 (1608 Metric)","-","1.60mm L x 0.80mm W","0.45mm"
http://optoelectronics.liteon.com/upload/download/DS22-2010-0025/LTST-C194TBKT.PDF,//media.digikey.com/Photos/Lite%20On%20Photos/LTW-C194TS5.jpg,160-1837-6-ND,LTST-C194TBKT,Lite-On Inc.,LED BLUE CLEAR SMD,206958,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Blue","Standard","Colorless","Clear","104mcd","Rectangle with Flat Top","1.15mm x 0.80mm","3.3V","20mA","130°","Surface Mount","468nm","468nm","-","0603 (1608 Metric)","-","1.60mm L x 0.80mm W","0.45mm"
http://optoelectronics.liteon.com/upload/download/DS22-2000-073/LTST-C170KGKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C170KGKT,LTST-C170KRKT,LTST-C170KSKT.jpg",160-1414-2-ND,LTST-C170KGKT,Lite-On Inc.,LED GREEN CLEAR SMD,372000,0,"0.06187","0","3000","Tape & Reel (TR)","-","Active","Green","Standard","Colorless","Clear","35mcd","Rectangle with Flat Top","1.40mm x 1.25mm","2V","20mA","130°","Surface Mount","571nm","574nm","-","0805 (2012 Metric)","-","2.00mm L x 1.25mm W","1.10mm"
http://optoelectronics.liteon.com/upload/download/DS22-2000-073/LTST-C170KGKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C170KGKT,LTST-C170KRKT,LTST-C170KSKT.jpg",160-1414-1-ND,LTST-C170KGKT,Lite-On Inc.,LED GREEN CLEAR SMD,373269,0,"0.38000","0","1","Cut Tape (CT)","-","Active","Green","Standard","Colorless","Clear","35mcd","Rectangle with Flat Top","1.40mm x 1.25mm","2V","20mA","130°","Surface Mount","571nm","574nm","-","0805 (2012 Metric)","-","2.00mm L x 1.25mm W","1.10mm"
http://optoelectronics.liteon.com/upload/download/DS22-2000-073/LTST-C170KGKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C170KGKT,LTST-C170KRKT,LTST-C170KSKT.jpg",160-1414-6-ND,LTST-C170KGKT,Lite-On Inc.,LED GREEN CLEAR SMD,373269,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Green","Standard","Colorless","Clear","35mcd","Rectangle with Flat Top","1.40mm x 1.25mm","2V","20mA","130°","Surface Mount","571nm","574nm","-","0805 (2012 Metric)","-","2.00mm L x 1.25mm W","1.10mm"
http://optoelectronics.liteon.com/upload/download/DS22-2000-072/LTST-C150KGKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C150TBKT,LTST-C150KAKT,LTST-C150KGKT.jpg",160-1404-2-ND,LTST-C150KGKT,Lite-On Inc.,LED GREEN CLEAR 1206 SMD,294000,0,"0.06187","0","3000","Tape & Reel (TR)","-","Active","Green","Standard","Colorless","Clear","44.5mcd","Rectangle with Flat Top","2.06mm x 1.60mm","2V","20mA","130°","Surface Mount","571nm","574nm","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.10mm"
http://optoelectronics.liteon.com/upload/download/DS22-2000-072/LTST-C150KGKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C150TBKT,LTST-C150KAKT,LTST-C150KGKT.jpg",160-1404-1-ND,LTST-C150KGKT,Lite-On Inc.,LED GREEN CLEAR 1206 SMD,296627,0,"0.38000","0","1","Cut Tape (CT)","-","Active","Green","Standard","Colorless","Clear","44.5mcd","Rectangle with Flat Top","2.06mm x 1.60mm","2V","20mA","130°","Surface Mount","571nm","574nm","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.10mm"
http://optoelectronics.liteon.com/upload/download/DS22-2000-072/LTST-C150KGKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C150TBKT,LTST-C150KAKT,LTST-C150KGKT.jpg",160-1404-6-ND,LTST-C150KGKT,Lite-On Inc.,LED GREEN CLEAR 1206 SMD,296627,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Green","Standard","Colorless","Clear","44.5mcd","Rectangle with Flat Top","2.06mm x 1.60mm","2V","20mA","130°","Surface Mount","571nm","574nm","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.10mm"
http://optoelectronics.liteon.com/upload/download/DS-22-99-0187/LTST-C150KSKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C150KRKT,LTST-C150KSKT,LTST-C150KYKT.jpg",160-1406-2-ND,LTST-C150KSKT,Lite-On Inc.,LED YELLOW CLEAR 1206 SMD,228000,0,"0.06187","0","3000","Tape & Reel (TR)","-","Active","Yellow","Standard","Colorless","Clear","70mcd","Rectangle with Flat Top","2.06mm x 1.60mm","2.1V","20mA","130°","Surface Mount","591nm","588nm","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.10mm"
http://optoelectronics.liteon.com/upload/download/DS-22-99-0187/LTST-C150KSKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C150KRKT,LTST-C150KSKT,LTST-C150KYKT.jpg",160-1406-1-ND,LTST-C150KSKT,Lite-On Inc.,LED YELLOW CLEAR 1206 SMD,232699,0,"0.38000","0","1","Cut Tape (CT)","-","Active","Yellow","Standard","Colorless","Clear","70mcd","Rectangle with Flat Top","2.06mm x 1.60mm","2.1V","20mA","130°","Surface Mount","591nm","588nm","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.10mm"
http://optoelectronics.liteon.com/upload/download/DS-22-99-0187/LTST-C150KSKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C150KRKT,LTST-C150KSKT,LTST-C150KYKT.jpg",160-1406-6-ND,LTST-C150KSKT,Lite-On Inc.,LED YELLOW CLEAR 1206 SMD,232699,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Yellow","Standard","Colorless","Clear","70mcd","Rectangle with Flat Top","2.06mm x 1.60mm","2.1V","20mA","130°","Surface Mount","591nm","588nm","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.10mm"
http://optoelectronics.liteon.com/upload/download/DS-22-99-0149/LTST-C150KRKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C150KRKT,LTST-C150KSKT,LTST-C150KYKT.jpg",160-1405-2-ND,LTST-C150KRKT,Lite-On Inc.,LED RED CLEAR 1206 SMD,219000,0,"0.06187","0","3000","Tape & Reel (TR)","-","Active","Red","Standard","Colorless","Clear","54mcd","Rectangle with Flat Top","2.06mm x 1.60mm","2V","20mA","130°","Surface Mount","631nm","639nm","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.10mm"
http://optoelectronics.liteon.com/upload/download/DS-22-99-0149/LTST-C150KRKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C150KRKT,LTST-C150KSKT,LTST-C150KYKT.jpg",160-1405-1-ND,LTST-C150KRKT,Lite-On Inc.,LED RED CLEAR 1206 SMD,223183,0,"0.38000","0","1","Cut Tape (CT)","-","Active","Red","Standard","Colorless","Clear","54mcd","Rectangle with Flat Top","2.06mm x 1.60mm","2V","20mA","130°","Surface Mount","631nm","639nm","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.10mm"
http://optoelectronics.liteon.com/upload/download/DS-22-99-0149/LTST-C150KRKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C150KRKT,LTST-C150KSKT,LTST-C150KYKT.jpg",160-1405-6-ND,LTST-C150KRKT,Lite-On Inc.,LED RED CLEAR 1206 SMD,223183,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","54mcd","Rectangle with Flat Top","2.06mm x 1.60mm","2V","20mA","130°","Surface Mount","631nm","639nm","-","1206 (3216 Metric)","1206","3.20mm L x 1.60mm W","1.10mm"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTST-C170CKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C170YKT,LTST-C170CKT,LTST-C170AKT,LTST-C170EKT,LTST-C170GKT.jpg",160-1176-2-ND,LTST-C170CKT,Lite-On Inc.,LED RED CLEAR SMD,183000,0,"0.06187","0","3000","Tape & Reel (TR)","-","Active","Red","Standard","Colorless","Clear","10mcd","Rectangle with Flat Top","1.40mm x 1.25mm","1.8V","10mA","130°","Surface Mount","638nm","660nm","-","0805 (2012 Metric)","-","2.00mm L x 1.25mm W","1.10mm"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTST-C170CKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C170YKT,LTST-C170CKT,LTST-C170AKT,LTST-C170EKT,LTST-C170GKT.jpg",160-1176-1-ND,LTST-C170CKT,Lite-On Inc.,LED RED CLEAR SMD,190029,0,"0.38000","0","1","Cut Tape (CT)","-","Active","Red","Standard","Colorless","Clear","10mcd","Rectangle with Flat Top","1.40mm x 1.25mm","1.8V","10mA","130°","Surface Mount","638nm","660nm","-","0805 (2012 Metric)","-","2.00mm L x 1.25mm W","1.10mm"
//media.digikey.com/pdf/Data%20Sheets/Lite-On%20PDFs/LTST-C170CKT.pdf,"//media.digikey.com/photos/Lite%20On%20Photos/LTST-C170YKT,LTST-C170CKT,LTST-C170AKT,LTST-C170EKT,LTST-C170GKT.jpg",160-1176-6-ND,LTST-C170CKT,Lite-On Inc.,LED RED CLEAR SMD,190029,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","10mcd","Rectangle with Flat Top","1.40mm x 1.25mm","1.8V","10mA","130°","Surface Mount","638nm","660nm","-","0805 (2012 Metric)","-","2.00mm L x 1.25mm W","1.10mm"
http://www.kingbrightusa.com/images/catalog/SPEC/APT1608SURCK.pdf,//media.digikey.com/Renders/Kingbright%20Renders/APT1608%20SERIES.jpg,754-1123-2-ND,APT1608SURCK,Kingbright,LED RED CLEAR CHIP SMD,292000,0,"0.06200","0","2000","Tape & Reel (TR)","-","Active","Red","Standard","Colorless","Clear","80mcd","Rectangle with Flat Top","1.20mm x 0.80mm","1.95V","20mA","120°","Surface Mount","630nm","645nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.75mm"
http://www.kingbrightusa.com/images/catalog/SPEC/APT1608SURCK.pdf,//media.digikey.com/Renders/Kingbright%20Renders/APT1608%20SERIES.jpg,754-1123-1-ND,APT1608SURCK,Kingbright,LED RED CLEAR CHIP SMD,294364,0,"0.43000","0","1","Cut Tape (CT)","-","Active","Red","Standard","Colorless","Clear","80mcd","Rectangle with Flat Top","1.20mm x 0.80mm","1.95V","20mA","120°","Surface Mount","630nm","645nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.75mm"
http://www.kingbrightusa.com/images/catalog/SPEC/APT1608SURCK.pdf,//media.digikey.com/Renders/Kingbright%20Renders/APT1608%20SERIES.jpg,754-1123-6-ND,APT1608SURCK,Kingbright,LED RED CLEAR CHIP SMD,294364,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Red","Standard","Colorless","Clear","80mcd","Rectangle with Flat Top","1.20mm x 0.80mm","1.95V","20mA","120°","Surface Mount","630nm","645nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.75mm"
http://www.kingbrightusa.com/images/catalog/SPEC/APT1608SYCK.pdf,//media.digikey.com/Renders/Kingbright%20Renders/APT1608%20SERIES.jpg,754-1124-2-ND,APT1608SYCK,Kingbright,LED YELLOW CLEAR CHIP SMD,100000,0,"0.06200","0","2000","Tape & Reel (TR)","-","Active","Yellow","Standard","Colorless","Clear","150mcd","Rectangle with Flat Top","1.20mm x 0.80mm","2V","20mA","120°","Surface Mount","590nm","590nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.75mm"
http://www.kingbrightusa.com/images/catalog/SPEC/APT1608SYCK.pdf,//media.digikey.com/Renders/Kingbright%20Renders/APT1608%20SERIES.jpg,754-1124-1-ND,APT1608SYCK,Kingbright,LED YELLOW CLEAR CHIP SMD,103011,0,"0.43000","0","1","Cut Tape (CT)","-","Active","Yellow","Standard","Colorless","Clear","150mcd","Rectangle with Flat Top","1.20mm x 0.80mm","2V","20mA","120°","Surface Mount","590nm","590nm","-","0603 (1608 Metric)","Chip LED","1.60mm L x 0.80mm W","0.75mm"
