Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Composition","Diameter","Melting Point","Flux Type","Wire Gauge","Process","Form","Shelf Life","Shelf Life Start","Storage/Refrigeration Temperature"
https://www.kester.com/DesktopModules/Bring2mind/DMX/Download.aspx?Command=Core_Download&EntryId=978&language=en-US&PortalId=0&TabId=96,//media.digikey.com/Photos/Kester%20Photos/24-9574-1400.jpg,KE1922-ND,24-9574-7615,Kester Solder,SOLDER 66 .062 14AWG 1LB,12,0,"56.81000","0","1","275","Active","Wire Solder","Sn99.3Cu0.7 (99.3/0.7)","0.062"" (1.57mm)","441°F (227°C)","No-Clean","14 AWG, 16 SWG","Lead Free","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=1072,-,KE1858-ND,24-6040-0026,Kester Solder,SOLDER FLUX-CORED/44 .031"" 1LB S,23,0,"56.98000","0","1","44","Active","Wire Solder","Sn60Pb40 (60/40)","0.031"" (0.79mm)","361 ~ 374°F (183 ~ 190°C)","Rosin Activated (RA)","20 AWG, 22 SWG","Leaded","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=1072,//media.digikey.com/photos/Kester%20Photos/24-6337-0039.JPG,KE1101-ND,24-6337-0039,Kester Solder,SOLDER RA 18AWG 63/37 1LB,82,0,"57.22000","0","1","44","Active","Wire Solder","Sn63Pb37 (63/37)","0.040"" (1.02mm)","361°F (183°C)","Rosin Activated (RA)","18 AWG, 19 SWG","Leaded","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=958,//media.digikey.com/photos/Kester%20Photos/24-6337-8807.JPG,KE1401-ND,24-6337-8807,Kester Solder,SOLDER NO-CLEAN 24AWG 1LB,36,0,"57.98000","0","1","245","Active","Wire Solder","Sn63Pb37 (63/37)","0.020"" (0.51mm)","361°F (183°C)","No-Clean","24 AWG, 25 SWG","Leaded","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=1051,//media.digikey.com/photos/Kester%20Photos/KESTER%20SOLDER-%2024-6337-6417.jpg,KE1302-ND,24-6337-6417,Kester Solder,SOLDER WATER SOL 22AWG 63/37 1LB,29,0,"58.74000","0","1","331","Active","Wire Solder","Sn63Pb37 (63/37)","0.025"" (0.64mm)","361°F (183°C)","Water Soluble","22 AWG, 23 SWG","Leaded","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/DesktopModules/Bring2mind/DMX/Download.aspx?Command=Core_Download&EntryId=978&language=en-US&PortalId=0&TabId=96,-,KE1923-ND,24-9574-7618,Kester Solder,SOLDER 66 .031 20AWG 1LB,57,0,"59.06000","0","1","275","Active","Wire Solder","Sn99.3Cu0.7 (99.3/0.7)","0.031"" (0.79mm)","441°F (227°C)","No-Clean","20 AWG, 22 SWG","Lead Free","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=3390,//media.digikey.com/Photos/Kester%20Photos/MFG_268-Flux-Cored-Wire.jpg,KE1814-ND,96-9574-9531,Kester Solder,K100LD 3.3%/268 .031 500 G ROBO,45,0,"66.33000","0","1","268","Active","Wire Solder","Sn99.3Cu0.7 (99.3/0.7)","0.031"" (0.79mm)","441°F (227°C)","No-Clean","20 AWG, 22 SWG","Lead Free","Spool, 17.64 oz (500g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=958,//media.digikey.com/photos/Kester%20Photos/24-6337-8813.JPG,KE1403-ND,24-6337-8813,Kester Solder,SOLDER NO-CLEAN 18AWG 63/37 1LB,35,0,"68.96000","0","1","245","Active","Wire Solder","Sn63Pb37 (63/37)","0.040"" (1.02mm)","361°F (183°C)","No-Clean","18 AWG, 19 SWG","Leaded","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
http://www.mgchemicals.com/downloads/tds/tds-49500ws.pdf,//media.digikey.com/Photos/MG%20Chemicals%20Photos/MFG_49500WS-454G.jpg,473-1211-ND,49500WS-454G,MG Chemicals,SOLDER WIRE WS 3.3% FLUX CORE 0.,15,0,"69.25000","0","1","49500","Active","Wire Solder","Sn99.5Cu0.5 (99.5/0.5)","0.032"" (0.81mm)","442°F (228°C)","No-Clean","20 AWG, 21 SWG","Lead Free","Spool, 1 lb (454 g)","-","-","65°F ~ 80°F (18°C ~ 27°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=1018,-,KE1867-ND,24-6040-9720,Kester Solder,SOLDER FLUX-CORED/285 .040"" 1LB,32,0,"73.71000","0","1","285","Active","Wire Solder","Sn60Pb40 (60/40)","0.040"" (1.02mm)","361 ~ 374°F (183 ~ 190°C)","Rosin Mildly Activated (RMA)","18 AWG, 19 SWG","Leaded","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://tdsna.henkel.com/NA/UT/HNAUTTDS.nsf/web/1C4F68DAFD72D2FD852578790051155F/$File/LOCTITE%20C%20511-EN.pdf,//media.digikey.com/Photos/Henkel%5EMulticore%20-%2082/MM01951.JPG,82-108-ND,732998,Multicore,97SC C511 2% .064DIA 14AWG,73,0,"73.77000","0","1","C511™","Active","Wire Solder","Sn96.5Ag3Cu0.5 (96.5/3/0.5)","0.064"" (1.63mm)","423°F (217°C)","No-Clean","14 AWG, 16 SWG","Lead Free","Spool, 1 lb (454 g)","-","-","-"
https://tdsna.henkel.com/NA/UT/HNAUTTDS.nsf/web/3FE451C4CABFAFFD852578790050C190/$File/LOCTITE%20C%20400-EN.pdf,//media.digikey.com/Photos/Multicore/MM01880.jpg,82-122-ND,673832,Multicore,97SC 400 2% .064DIA 14AWG,26,0,"73.88000","0","1","C400","Active","Wire Solder","Sn96.5Ag3Cu0.5 (96.5/3/0.5)","0.064"" (1.63mm)","423°F (217°C)","No-Clean","14 AWG, 16 SWG","Lead Free","Spool, 1 lb (454 g)","-","-","-"
https://www.kester.com/downloads?Command=Core_Download&EntryId=958,-,KE1905-ND,24-7150-8800,Kester Solder,SOLDER FLUX-CORED/245 .031"" 1LB,17,0,"79.96000","0","1","245","Active","Wire Solder","Sn62Pb36Ag2 (62/36/2)","0.031"" (0.79mm)","354°F (179°C)","No-Clean","20 AWG, 22 SWG","Leaded","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=3390,//media.digikey.com/Photos/Kester%20Photos/MFG_268-Flux-Cored-Wire.jpg,KE1813-ND,96-9574-9520,Kester Solder,K100LD 3.3%/268 .020 500 G ROBO,41,0,"80.60000","0","1","268","Active","Wire Solder","Sn99.3Cu0.7 (99.3/0.7)","0.020"" (0.51mm)","441°F (227°C)","No-Clean","24 AWG, 25 SWG","Lead Free","Spool, 17.64 oz (500g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
http://www.chipquik.com/datasheets/SMD2040.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMD2200.jpg,SMD2200-ND,SMD2200,Chip Quik Inc.,SOLDER SPHERES 63/37 .024 DIAM,2,0,"81.95000","0","1","SMD2","Active","Solder Sphere","Sn63Pb37 (63/37)","0.024"" (0.61mm)","361°F (183°C)","-","-","Leaded","Jar","24 Months","Date of Manufacture","-"
http://www.chipquik.com/datasheets/SMD291AX500T3C.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/SMD291AX500T3C.JPG,SMD291AX500T3C-ND,SMD291AX500T3C,Chip Quik Inc.,SOLDER PASTE NO-CLEAN 63/37 T3 5,5,0,"83.25000","0","1","-","Active","Solder Paste","Sn63Pb37 (63/37)","-","361°F (183°C)","No-Clean","-","Leaded","Cartridge, 17.64 oz (500g)","12 Months, 6 Months","Date of Manufacture","37°F ~ 46°F (3°C ~ 8°C)"
https://www.kester.com/DesktopModules/Bring2mind/DMX/Download.aspx?Command=Core_Download&EntryId=978&language=en-US&PortalId=0&TabId=96,-,KE1921-ND,24-9574-7609,Kester Solder,SOLDER 66 .015 27AWG 1LB,90,0,"83.29000","0","1","275","Active","Wire Solder","Sn99.3Cu0.7 (99.3/0.7)","0.015"" (0.38mm)","441°F (227°C)","No-Clean","27 AWG, 28 SWG","Lead Free","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=1091,//media.digikey.com/photos/Kester%20Photos/24-7068-1400.jpg,KE1125-ND,24-7068-1400,Kester Solder,SOLDER RA .062"" 14AWG 1LB,54,0,"91.10000","0","1","48","Active","Wire Solder","Sn96.5Ag3Cu0.5 (96.5/3/0.5)","0.062"" (1.57mm)","423 ~ 424°F (217 ~ 218°C)","Rosin Activated (RA)","14 AWG, 16 SWG","Lead Free","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=3390,//media.digikey.com/Photos/Kester%20Photos/MFG_268-Flux-Cored-Wire.jpg,KE1812-ND,96-9574-9515,Kester Solder,K100LD 3.3%/268 .015 500 G ROBO,36,0,"91.12000","0","1","268","Active","Wire Solder","Sn99.3Cu0.7 (99.3/0.7)","0.015"" (0.38mm)","441°F (227°C)","No-Clean","27 AWG, 28 SWG","Lead Free","Spool, 17.64 oz (500g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=1018,//media.digikey.com/Photos/Kester%20Photos/24-6337-9727.jpg,KE1907-ND,24-7150-9710,Kester Solder,SOLDER FLUX-CORED/285 .031"" 1LB,18,0,"94.70000","0","1","285","Active","Wire Solder","Sn62Pb36Ag2 (62/36/2)","0.031"" (0.79mm)","354°F (179°C)","Rosin Mildly Activated (RMA)","20 AWG, 22 SWG","Leaded","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=3390,//media.digikey.com/Photos/Kester%20Photos/MFG_268-Flux-Cored-Wire.jpg,KE1854-ND,96-7069-9540,Kester Solder,SN96.5AG3.0CU0.5 3.3%/268 .040 5,8,0,"98.45000","0","1","268","Active","Wire Solder","Sn96.5Ag3Cu0.5 (96.5/3/0.5)","0.040"" (1.02mm)","423 ~ 424°F (217 ~ 218°C)","No-Clean","18 AWG, 19 SWG","Lead Free","Spool, 17.64 oz (500g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=1018,//media.digikey.com/Photos/Kester%20Photos/24-6337-9727.jpg,KE1860-ND,24-6040-9703,Kester Solder,SOLDER FLUX-CORED/285 .015"" 1LB,23,0,"98.60000","0","1","285","Active","Wire Solder","Sn60Pb40 (60/40)","0.015"" (0.38mm)","361 ~ 374°F (183 ~ 190°C)","Rosin Mildly Activated (RMA)","27 AWG, 28 SWG","Leaded","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=1051,//media.digikey.com/Photos/Kester%20Photos/24-7068-6422.jpg,KE1891-ND,24-7068-6422,Kester Solder,SOLDER 66 .015 27AWG 1LB,17,0,"102.22000","0","1","331","Active","Wire Solder","Sn96.5Ag3Cu0.5 (96.5/3/0.5)","0.015"" (0.38mm)","423 ~ 424°F (217 ~ 218°C)","Water Soluble","27 AWG, 28 SWG","Lead Free","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=3390,//media.digikey.com/Photos/Kester%20Photos/MFG_268-Flux-Cored-Wire.jpg,KE1811-ND,96-7069-9531,Kester Solder,SN96.5AG3.0CU0.5 3.3%/268 .031 5,24,0,"106.30000","0","1","268","Active","Wire Solder","Sn96.5Ag3Cu0.5 (96.5/3/0.5)","0.031"" (0.79mm)","423 ~ 424°F (217 ~ 218°C)","No-Clean","20 AWG, 22 SWG","Lead Free","Spool, 17.64 oz (500g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/DesktopModules/Bring2mind/DMX/Download.aspx?Command=Core_Download&EntryId=978&language=en-US&PortalId=0&TabId=96,//media.digikey.com/Photos/Kester%20Photos/24-9574-1402.jpg,KE1896-ND,24-7068-7618,Kester Solder,SOLDER FLUX-CORED/275 .031"" 1LB,18,0,"111.85000","0","1","275","Active","Wire Solder","Sn96.5Ag3Cu0.5 (96.5/3/0.5)","0.031"" (0.79mm)","423 ~ 424°F (217 ~ 218°C)","No-Clean","20 AWG, 22 SWG","Lead Free","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
http://www.chipquik.com/datasheets/SMD2040.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMD2040.jpg,SMD2040-ND,SMD2040,Chip Quik Inc.,SOLDER SPHERES SAC305 .020 DIAM,5,0,"120.95000","0","1","SMD2","Active","Solder Sphere","Sn96.5Ag3Cu0.5 (96.5/3/0.5)","0.020"" (0.51mm)","423 ~ 428°F (217 ~ 220°C)","-","-","Lead Free","Jar","24 Months","Date of Manufacture","-"
https://www.kester.com/DesktopModules/Bring2mind/DMX/Download.aspx?Command=Core_Download&EntryId=978&language=en-US&PortalId=0&TabId=96,//media.digikey.com/Photos/Kester%20Photos/24-9574-1402.jpg,KE1894-ND,24-7068-7610,Kester Solder,SOLDER FLUX-CORED/275 .020"" 1LB,11,0,"124.52000","0","1","275","Active","Wire Solder","Sn96.5Ag3Cu0.5 (96.5/3/0.5)","0.020"" (0.51mm)","423 ~ 424°F (217 ~ 218°C)","No-Clean","24 AWG, 25 SWG","Lead Free","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=1018,-,KE1906-ND,24-7150-9703,Kester Solder,SOLDER FLUX-CORED/285 .015"" 1LB,10,0,"133.44000","0","1","285","Active","Wire Solder","Sn62Pb36Ag2 (62/36/2)","0.015"" (0.38mm)","354°F (179°C)","Rosin Mildly Activated (RMA)","27 AWG, 28 SWG","Leaded","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/DesktopModules/Bring2mind/DMX/Download.aspx?Command=Core_Download&EntryId=978&language=en-US&PortalId=0&TabId=96,-,KE1893-ND,24-7068-7609,Kester Solder,SOLDER FLUX-CORED/275 .015"" 1LB,2,0,"141.95000","0","1","275","Active","Wire Solder","Sn96.5Ag3Cu0.5 (96.5/3/0.5)","0.015"" (0.38mm)","423 ~ 424°F (217 ~ 218°C)","No-Clean","27 AWG, 28 SWG","Lead Free","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=4512,//media.digikey.com/Photos/Kester%20Photos/MFG_70-4823-0911.jpg,KE1817-ND,70-4823-0911,Kester Solder,NP560 SN96.5AG3.0CU0.5 T4 600 G,8,0,"148.62000","0","1","NP560","Active","Solder Paste","Sn96.5Ag3Cu0.5 (96.5/3/0.5)","-","423 ~ 424°F (217 ~ 218°C)","No-Clean","-","Lead Free","Cartridge, 21.16 oz (600g)","9 Months","Date of Manufacture","32°F ~ 50°F (0°C ~ 10°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=1018,//media.digikey.com/Photos/Kester%20Photos/24-6337-9727.jpg,KE1908-ND,24-7150-9727,Kester Solder,SOLDER FLUX-CORED/285 .015"" 1LB,9,0,"154.88000","0","1","285","Active","Wire Solder","Sn62Pb36Ag2 (62/36/2)","0.015"" (0.38mm)","354°F (179°C)","Rosin Mildly Activated (RMA)","27 AWG, 28 SWG","Leaded","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=1018,-,KE1878-ND,24-6337-9744,Kester Solder,SOLDER FLUX-CORED/285 63/37 .010,25,0,"194.30000","0","1","285","Active","Wire Solder","Sn63Pb37 (63/37)","0.010"" (0.25mm)","361°F (183°C)","Rosin Mildly Activated (RMA)","30 AWG, 33 SWG","Leaded","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://www.kester.com/downloads?Command=Core_Download&EntryId=1143,//media.digikey.com/photos/Kester%20Photos/14-6337-0062.jpg,KE1603-ND,14-6337-0062,Kester Solder,SOLDER SOLID WIRE 14AWG 63/37,27,0,"58.32000","0","1","Solid Core Wire","Active","Wire Solder","Sn63Pb37 (63/37)","0.062"" (1.57mm)","361°F (183°C)","-","14 AWG, 16 SWG","Leaded","Spool, 1 lb (454 g)","-","-","50°F ~ 104°F (10°C ~ 40°C)"
https://tdsna.henkel.com/NA/UT/HNAUTTDS.nsf/web/805875D3C93DC516882571870000DAF1/$File/HYDRO-X-EN.pdf,//media.digikey.com/Photos/Henkel%5EMulticore%20-%2082/MM01947.JPG,82-135-ND,732977,Multicore,97SC HYDRO-X 2% .064DIA 14AWG,32,0,"74.80000","0","1","Hydro-X","Not For New Designs","Wire Solder","Sn96.5Ag3Cu0.5 (96.5/3/0.5)","0.064"" (1.63mm)","423°F (217°C)","Water Soluble","14 AWG, 16 SWG","Lead Free","Spool, 1 lb (454 g)","-","-","59°F ~ 86°F (15°C ~ 30°C)"
http://www.chipquik.com/datasheets/RASW.031 .7OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_RASW.031-.7OZ.JPG,RASW.031.7OZ-ND,RASW.031 .7OZ,Chip Quik Inc.,SOLDER WIRE POCKET PACK 63/37 TI,77,0,"4.45000","0","1","-","Active","Wire Solder","Sn63Pb37 (63/37)","0.031"" (0.79mm)","361°F (183°C)","Rosin Activated (RA)","21 AWG, 20 SWG","Leaded","Tube, 0.7 oz (19.85g)","-","-","-"
http://www.chipquik.com/datasheets/SMDSW.031 .7OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMDSW_031%5E20_7OZ.jpg,SMDSW.031.7OZ-ND,SMDSW.031 .7OZ,Chip Quik Inc.,SOLDER WIRE POCKET PACK 63/37 TI,76,0,"4.59000","0","1","SMD","Active","Wire Solder","Sn63Pb37 (63/37)","0.031"" (0.79mm)","361°F (183°C)","No-Clean, Water Soluble","20 AWG, 21 SWG","Leaded","Tube, 0.7 oz (19.85g)","-","-","-"
http://www.chipquik.com/datasheets/SMD2SW.020 .4OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMD2SW_020%5E20_4OZ.jpg,SMD2SW.020.4OZ-ND,SMD2SW.020 .4OZ,Chip Quik Inc.,SOLDER WIRE POCKET PACK 60/40 TI,78,0,"5.89000","0","1","SMD2","Active","Wire Solder","Sn60Pb40 (60/40)","0.020"" (0.51mm)","361 ~ 370°F (183 ~ 188°C)","No-Clean, Water Soluble","24 AWG, 25 SWG","Leaded","Tube, 0.4 oz (11.34g)","-","-","-"
http://www.chipquik.com/datasheets/SMDSW.020 .4OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMDSW_020%5E20_4OZ.jpg,SMDSW.020.4OZ-ND,SMDSW.020 .4OZ,Chip Quik Inc.,SOLDER WIRE POCKET PACK 63/37 TI,93,0,"5.99000","0","1","SMD","Active","Wire Solder","Sn63Pb37 (63/37)","0.020"" (0.51mm)","361°F (183°C)","No-Clean, Water Soluble","24 AWG, 25 SWG","Leaded","Tube, 0.4 oz (11.34g)","-","-","-"
http://www.chipquik.com/datasheets/SMD2SW.031 2OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMD2SW.031-2OZ.jpg,SMD2SW.0312OZ-ND,SMD2SW.031 2OZ,Chip Quik Inc.,SOLDER WIRE 60/40 TIN/LEAD NO-CL,33,0,"6.14000","0","1","SMD2","Active","Wire Solder","Sn60Pb40 (60/40)","0.031"" (0.79mm)","361 ~ 370°F (183 ~ 188°C)","No-Clean, Water Soluble","-","Leaded","Spool, 2 oz (56.70g)","-","Date of Manufacture","-"
http://www.chipquik.com/datasheets/SMD2SW.020 2OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMD2SW.020-2OZ.JPG,SMD2SW.0202OZ-ND,SMD2SW.020 2OZ,Chip Quik Inc.,SOLDER WIRE 60/40 TIN/LEAD NO-CL,35,0,"6.87000","0","1","SMD2","Active","Wire Solder","Sn60Pb40 (60/40)","0.020"" (0.51mm)","361 ~ 370°F (183 ~ 188°C)","No-Clean, Water Soluble","-","Leaded","Spool, 2 oz (56.70g)","-","Date of Manufacture","-"
http://www.chipquik.com/datasheets/SMD2SWLF.031 1OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMD2SWLF.031-1OZ.JPG,SMD2SWLF.0311OZ-ND,SMD2SWLF.031 1OZ,Chip Quik Inc.,LF SOLDER WIRE 99.3/0.7 TIN/COPP,45,0,"7.46000","0","1","SMD2","Active","Wire Solder","Sn99.3Cu0.7 (99.3/0.7)","0.031"" (0.79mm)","441°F (227°C)","No-Clean, Water Soluble","-","Lead Free","Spool, 1 oz (28.35g)","-","Date of Manufacture","-"
http://www.chipquik.com/datasheets/SMD2SWLF.020 1OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMD2SWLF.020-1OZ.JPG,SMD2SWLF.0201OZ-ND,SMD2SWLF.020 1OZ,Chip Quik Inc.,LF SOLDER WIRE 99.3/0.7 TIN/COPP,46,0,"7.52000","0","1","SMD2","Active","Wire Solder","Sn99.3Cu0.7 (99.3/0.7)","0.020"" (0.51mm)","441°F (227°C)","No-Clean, Water Soluble","-","Lead Free","Spool, 1 oz (28.35g)","-","Date of Manufacture","-"
http://www.chipquik.com/datasheets/SMD2SWLF.015 1OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMD2SWLF.015-1OZ.JPG,SMD2SWLF.0151OZ-ND,SMD2SWLF.015 1OZ,Chip Quik Inc.,LF SOLDER WIRE 99.3/0.7 TIN/COPP,36,0,"8.10000","0","1","SMD2","Active","Wire Solder","Sn99.3Cu0.7 (99.3/0.7)","0.015"" (0.38mm)","441°F (227°C)","No-Clean, Water Soluble","-","Lead Free","Spool, 1 oz (28.35g)","-","Date of Manufacture","-"
http://www.chipquik.com/datasheets/SMD3SW.031 1OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMD3SW.031-1OZ.JPG,SMD3SW.0311OZ-ND,SMD3SW.031 1OZ,Chip Quik Inc.,SOLDER WIRE 62/36/2 TIN/LEAD/SIL,38,0,"8.11000","0","1","SMD3","Active","Wire Solder","Sn62Pb36Ag2 (62/36/2)","0.031"" (0.79mm)","354°F (179°C)","No-Clean, Water Soluble","-","Leaded","Spool, 1 oz (28.35g)","-","Date of Manufacture","-"
http://www.chipquik.com/datasheets/SMD3SW.031 .7OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMD3SW_031%5E20_7OZ.jpg,SMD3SW.031.7OZ-ND,SMD3SW.031 .7OZ,Chip Quik Inc.,SOLDER WIRE POCKET PACK 62/36/2,96,0,"8.49000","0","1","SMD3","Active","Wire Solder","Sn62Pb36Ag2 (62/36/2)","0.031"" (0.79mm)","354°F (179°C)","No-Clean, Water Soluble","20 AWG, 21 SWG","Leaded","Tube, 0.7 oz (19.85g)","-","-","-"
http://www.chipquik.com/datasheets/SMD3SW.020 1OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMD3SW.020-1OZ.JPG,SMD3SW.0201OZ-ND,SMD3SW.020 1OZ,Chip Quik Inc.,SOLDER WIRE 62/36/2 TIN/LEAD/SIL,39,0,"8.77000","0","1","SMD3","Active","Wire Solder","Sn62Pb36Ag2 (62/36/2)","0.020"" (0.51mm)","354°F (179°C)","No-Clean, Water Soluble","-","Leaded","Spool, 1 oz (28.35g)","-","Date of Manufacture","-"
http://www.chipquik.com/datasheets/SMD2SWLF.031 .7OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMD2SWLF_031%5E20_7OZ.jpg,SMD2SWLF.031.7OZ-ND,SMD2SWLF.031 .7OZ,Chip Quik Inc.,LF SOLDER WIRE POCKET PACK 99.3/,95,0,"8.99000","0","1","SMD2","Active","Wire Solder","Sn99.3Cu0.7 (99.3/0.7)","0.031"" (0.79mm)","441°F (227°C)","No-Clean, Water Soluble","20 AWG, 21 SWG","Lead Free","Tube, 0.7 oz (19.85g)","-","-","-"
http://www.chipquik.com/datasheets/RASWLF.031 .7OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_RASWLF.031-.7OZ.JPG,RASWLF.031.7OZ-ND,RASWLF.031 .7OZ,Chip Quik Inc.,LF SOLDER WIRE POCKET PACK 96.5/,92,0,"9.69000","0","1","-","Active","Wire Solder","Sn96.5Ag3Cu0.5 (96.5/3/0.5)","0.031"" (0.79mm)","422 ~ 428°F (217 ~ 220°C)","Rosin Activated (RA)","21 AWG, 20 SWG","Lead Free","Tube, 0.7 oz (19.85g)","-","-","-"
http://www.chipquik.com/datasheets/SMDSWLF.031 .7OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMDSWLF_031%5E20_7OZ.jpg,SMDSWLF.031.7OZ-ND,SMDSWLF.031 .7OZ,Chip Quik Inc.,LF SOLDER WIRE POCKET PACK 96.5/,95,0,"9.99000","0","1","SMD","Active","Wire Solder","Sn96.5Ag3Cu0.5 (96.5/3/0.5)","0.031"" (0.79mm)","423 ~ 428°F (217 ~ 220°C)","No-Clean, Water Soluble","20 AWG, 21 SWG","Lead Free","Tube, 0.7 oz (19.85g)","-","-","-"
http://www.chipquik.com/datasheets/SMD3SW.020 .4OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMD3SW_020%5E20_4OZ.jpg,SMD3SW.020.4OZ-ND,SMD3SW.020 .4OZ,Chip Quik Inc.,SOLDER WIRE POCKET PACK 62/36/2,94,0,"9.99000","0","1","SMD3","Active","Wire Solder","Sn62Pb36Ag2 (62/36/2)","0.020"" (0.51mm)","354°F (179°C)","No-Clean, Water Soluble","24 AWG, 25 SWG","Leaded","Tube, 0.4 oz (11.34g)","-","-","-"
http://www.chipquik.com/datasheets/SMD2SWLF.020 .4OZ.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_SMD2SWLF_020%5E20_4OZ.jpg,SMD2SWLF.020.4OZ-ND,SMD2SWLF.020 .4OZ,Chip Quik Inc.,LF SOLDER WIRE POCKET PACK 99.3/,92,0,"10.49000","0","1","SMD2","Active","Wire Solder","Sn99.3Cu0.7 (99.3/0.7)","0.020"" (0.51mm)","441°F (227°C)","No-Clean, Water Soluble","24 AWG, 25 SWG","Lead Free","Tube, 0.7 oz (19.85g)","-","-","-"
