Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Number of Positions","Pitch","Outer Dimension","Inner Dimension","Thermal Center Pad","Material"
http://www.chipquik.com/datasheets/PA0102-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0102-S.JPG,PA0102-S-ND,PA0102-S,Chip Quik Inc.,LGA-16 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","LGA","16","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0008-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0008-S.JPG,PA0008-S-ND,PA0008-S,Chip Quik Inc.,SOIC-20 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SOIC","20","0.050"" (1.27mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0009-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0009-S.JPG,PA0009-S-ND,PA0009-S,Chip Quik Inc.,SOIC-24 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SOIC","24","0.050"" (1.27mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0099-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0099-S.JPG,IPC0099-S-ND,IPC0099-S,Chip Quik Inc.,QFN-44 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","44","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.315"" L x 0.315"" W (8.00mm x 8.00mm)","0.254"" L x 0.254"" W (6.45mm x 6.45mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0051-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0051-S.JPG,IPC0051-S-ND,IPC0051-S,Chip Quik Inc.,POWERSOIC-8/PSOP-8/HSOP-8 STENCI,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","PowerSOIC","8","0.050"" (1.27mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.197"" L x 0.157"" W (5.00mm x 4.00mm)","0.118"" L x 0.089"" W (3.00mm x 2.25mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0082-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0082-S.JPG,IPC0082-S-ND,IPC0082-S,Chip Quik Inc.,QFN-20 0.5 MM PITCH 4.0 X 4.0 MM,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","20","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.098"" L x 0.098"" W (2.50mm x 2.50mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0012-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0012-S.JPG,IPC0012-S-ND,IPC0012-S,Chip Quik Inc.,QFN-20 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","20","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.122"" L x 0.122"" W (3.10mm x 3.10mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0024-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0024-S.JPG,IPC0024-S-ND,IPC0024-S,Chip Quik Inc.,QFN-36 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","36","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.236"" L x 0.236"" W (6.00mm x 6.00mm)","0.161"" L x 0.161"" W (4.10mm x 4.10mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0028-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0028-S.JPG,IPC0028-S-ND,IPC0028-S,Chip Quik Inc.,QFN-48 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","48","0.016"" (0.40mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.236"" L x 0.236"" W (6.00mm x 6.00mm)","0.173"" L x 0.173"" W (4.40mm x 4.40mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0018-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0018-S.JPG,PA0018-S-ND,PA0018-S,Chip Quik Inc.,SSOP-20 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SSOP","20","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0106-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0106-S.JPG,PA0106-S-ND,PA0106-S,Chip Quik Inc.,PLCC-28/LCC-28/JLCC-28 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","PLCC/JLCC","28","0.050"" (1.27mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.492"" L x 0.492"" W (12.50mm x 12.50mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0061-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0061-S.JPG,PA0061-S-ND,PA0061-S,Chip Quik Inc.,QFN-16 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","QFN/LFCSP","16","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0065-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0065-S.JPG,PA0065-S-ND,PA0065-S,Chip Quik Inc.,QFN-28 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","QFN/LFCSP","28","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0071-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0071-S.JPG,PA0071-S-ND,PA0071-S,Chip Quik Inc.,QFN-40 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","QFN/LFCSP","40","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.236"" L x 0.236"" W (6.00mm x 6.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0072-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0072-S.JPG,PA0072-S-ND,PA0072-S,Chip Quik Inc.,QFN-44 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","QFN/LFCSP","44","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.276"" L x 0.276"" W (7.00mm x 7.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0046-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0046-S.JPG,IPC0046-S-ND,IPC0046-S,Chip Quik Inc.,QFN-68 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","68","0.016"" (0.40mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.315"" L x 0.315"" W (8.00mm x 8.00mm)","0.193"" L x 0.193"" W (4.90mm x 4.90mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0214-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0214-S.JPG,PA0214-S-ND,PA0214-S,Chip Quik Inc.,PLCC-32 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","PLCC/JLCC","32","0.050"" (1.27mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.551"" L x 0.453"" W (14.00mm x 11.50mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0102-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0102-S.JPG,IPC0102-S-ND,IPC0102-S,Chip Quik Inc.,QFN-20 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","20","0.016"" (0.40mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0042-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0042-S.JPG,IPC0042-S-ND,IPC0042-S,Chip Quik Inc.,QFN-28 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","28","0.016"" (0.40mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.094"" L x 0.094"" W (2.40mm x 2.40mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0031-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0031-S.JPG,IPC0031-S-ND,IPC0031-S,Chip Quik Inc.,QFN-56 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","56","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.315"" L x 0.315"" W (8.00mm x 8.00mm)","0.240"" L x 0.240"" W (6.10mm x 6.10mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0083-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0083-S.JPG,PA0083-S-ND,PA0083-S,Chip Quik Inc.,SOT23/TO-236 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SOT/SC","3","0.037"" (0.95mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0036-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0036-S.JPG,PA0036-S-ND,PA0036-S,Chip Quik Inc.,TSSOP-24 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TSSOP","24","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0042-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0042-S.JPG,PA0042-S-ND,PA0042-S,Chip Quik Inc.,VSSOP-8 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","VSSOP","8","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0073-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0073-S.JPG,PA0073-S-ND,PA0073-S,Chip Quik Inc.,QFN-48 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","QFN/LFCSP","48","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.276"" L x 0.276"" W (7.00mm x 7.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0017-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0017-S.JPG,PA0017-S-ND,PA0017-S,Chip Quik Inc.,SSOP-16 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SSOP","16","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0019-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0019-S.JPG,PA0019-S-ND,PA0019-S,Chip Quik Inc.,SSOP-24 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SSOP","24","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0092-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0092-S.JPG,PA0092-S-ND,PA0092-S,Chip Quik Inc.,TQFP-32 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TQFP","32","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0040-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0040-S.JPG,PA0040-S-ND,PA0040-S,Chip Quik Inc.,TSSOP-48 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TSSOP","48","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0105-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0105-S.JPG,PA0105-S-ND,PA0105-S,Chip Quik Inc.,PLCC-20/LCC-20/JLCC-20 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","PLCC/JLCC","20","0.050"" (1.27mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.394"" L x 0.394"" W (10.00mm x 10.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0064-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0064-S.JPG,PA0064-S-ND,PA0064-S,Chip Quik Inc.,QFN-24-THIN STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","QFN/LFCSP","24","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0025-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0025-S.JPG,IPC0025-S-ND,IPC0025-S,Chip Quik Inc.,QFN-38 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","38","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.276"" L x 0.197"" W (7.00mm x 5.00mm)","0.217"" L x 0.138"" W (5.50mm x 3.50mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0025-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0025-S.JPG,PA0025-S-ND,PA0025-S,Chip Quik Inc.,SSOP-48 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SSOP","48","0.025"" (0.64mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0113-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0113-S.JPG,PA0113-S-ND,PA0113-S,Chip Quik Inc.,TQFP-64/QFP-64 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TQFP","64","0.031"" (0.80mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.551"" L x 0.551"" W (14.00mm x 14.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0032-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0032-S.JPG,PA0032-S-ND,PA0032-S,Chip Quik Inc.,TSSOP-8 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TSSOP","8","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0072-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0072-S.JPG,IPC0072-S-ND,IPC0072-S,Chip Quik Inc.,DFN-14 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","14","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.157"" L x 0.118"" W (4.00mm x 3.00mm)","0.128"" L x 0.065"" W (3.25mm x 1.65mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0202-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0202-S.JPG,PA0202-S-ND,PA0202-S,Chip Quik Inc.,QFP-208/QFP-208/RQFP-208 STENCI,0,0,"11.59000","0","1","Proto-Advantage PA","Active","PQFP","208","0.020"" (0.50mm)","2.600"" L x 1.800"" W (66.04mm x 45.72mm)","1.102"" L x 1.102"" W (28.00mm x 28.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0044-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0044-S.JPG,IPC0044-S-ND,IPC0044-S,Chip Quik Inc.,QFN-40 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","40","0.016"" (0.40mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","0.138"" L x 0.138"" W (3.50mm x 3.50mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0066-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0066-S.JPG,IPC0066-S-ND,IPC0066-S,Chip Quik Inc.,DFN-10 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","10","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.118"" L x 0.079"" W (3.00mm x 2.00mm)","0.094"" L x 0.033"" W (2.40mm x 0.85mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0062-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0062-S.JPG,IPC0062-S-ND,IPC0062-S,Chip Quik Inc.,DFN-8 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","8","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.118"" L x 0.079"" W (3.00mm x 2.00mm)","0.053"" L x 0.057"" W (1.35mm x 1.45mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0063-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0063-S.JPG,IPC0063-S-ND,IPC0063-S,Chip Quik Inc.,DFN-8 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","8","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.091"" L x 0.055"" W (2.30mm x 1.40mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0098-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0098-S.JPG,PA0098-S-ND,PA0098-S,Chip Quik Inc.,LGA-8 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","LGA","8","0.050"" (1.27mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.197"" L x 0.197"" W (5.00mm x 5.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0079-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0079-S.JPG,IPC0079-S-ND,IPC0079-S,Chip Quik Inc.,MSOP-16 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","MSOP","16","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.157"" L x 0.118"" W (4.00mm x 3.00mm)","0.118"" L x 0.063"" W (3.00mm x 1.60mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0060-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0060-S.JPG,PA0060-S-ND,PA0060-S,Chip Quik Inc.,QFN-16-THIN STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","QFN/LFCSP","16","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0080-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0080-S.JPG,IPC0080-S-ND,IPC0080-S,Chip Quik Inc.,QFN-28 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","28","0.018"" (0.45mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.094"" L x 0.094"" W (2.40mm x 2.40mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0022-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0022-S.JPG,IPC0022-S-ND,IPC0022-S,Chip Quik Inc.,QFN-32 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","32","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.276"" L x 0.276"" W (7.00mm x 7.00mm)","0.185"" L x 0.185"" W (4.70mm x 4.70mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0087-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0087-S.JPG,PA0087-S-ND,PA0087-S,Chip Quik Inc.,SC70-6/SOT-363 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SOT/SC","6","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0007-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0007-S.JPG,PA0007-S-ND,PA0007-S,Chip Quik Inc.,SOIC-18 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SOIC","18","0.050"" (1.27mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0089-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0089-S.JPG,PA0089-S-ND,PA0089-S,Chip Quik Inc.,SOT23-8/TSOT-8 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","SOT/SC","8","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0057-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0057-S.JPG,IPC0057-S-ND,IPC0057-S,Chip Quik Inc.,DFN-6 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","6","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.083"" L x 0.079"" W (2.10mm x 2.00mm)","0.053"" L x 0.026"" W (1.35mm x 0.65mm)","Stainless Steel"
http://www.chipquik.com/datasheets/FPC030P045-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_FPC030P045-S.JPG,FPC030P045-S-ND,FPC030P045-S,Chip Quik Inc.,FPC/FFC SMT CONN STENCIL,0,0,"11.59000","0","1","Proto-Advantage FPC","Active","FPC/FFC","45","0.012"" (0.30mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0168-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0168-S.JPG,PA0168-S-ND,PA0168-S,Chip Quik Inc.,MINI SOIC-8 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","Mini SOIC","8","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0077-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0077-S.JPG,IPC0077-S-ND,IPC0077-S,Chip Quik Inc.,MSOP-10 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","MSOP","10","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.110"" L x 0.079"" W (2.80mm x 2.00mm)","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0008-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0008-S.JPG,IPC0008-S-ND,IPC0008-S,Chip Quik Inc.,QFN-16 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","QFN/LFCSP","16","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.157"" L x 0.157"" W (4.00mm x 4.00mm)","0.094"" L x 0.094"" W (2.40mm x 2.40mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0213-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0213-S.JPG,PA0213-S-ND,PA0213-S,Chip Quik Inc.,TSOP-86 II STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TSOP","86","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0196-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0196-S.JPG,PA0196-S-ND,PA0196-S,Chip Quik Inc.,TSSOP-64-EXP-PAD STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","TSSOP","64","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.669"" L x 0.240"" W (17.00mm x 6.10mm)","0.906"" L x 0.150"" W (23.00mm x 3.81mm)","Stainless Steel"
http://www.chipquik.com/datasheets/PA0026-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0026-S.JPG,PA0026-S-ND,PA0026-S,Chip Quik Inc.,UMAX-8/USOP-8/MSOP-8 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","uMAX","8","0.026"" (0.65mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","-","-","Stainless Steel"
http://www.chipquik.com/datasheets/PA0115-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_PA0115-S.JPG,PA0115-S-ND,PA0115-S,Chip Quik Inc.,CSP-16 STENCIL,0,0,"11.59000","0","1","Proto-Advantage PA","Active","CSP","16","0.020"" (0.50mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.138"" L x 0.138"" W (3.50mm x 3.50mm)","-","Stainless Steel"
http://www.chipquik.com/datasheets/IPC0088-S.pdf,//media.digikey.com/Photos/Chip%20Quik%20Photos/MFG_IPC0088-S.JPG,IPC0088-S-ND,IPC0088-S,Chip Quik Inc.,DFN-10 STENCIL,0,0,"11.59000","0","1","Proto-Advantage IPC","Active","DFN","10","0.016"" (0.40mm)","1.300"" L x 0.900"" W (33.02mm x 22.86mm)","0.079"" L x 0.079"" W (2.00mm x 2.00mm)","-","Stainless Steel"
