Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Tip - Type","Tip - Shape","Height","Width","Length","Diameter","Tip - Chip Size","Temperature Range","For Use With/Related Products"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/WPS11.jpg,WPS11-ND,WPS11,Apex Tool Group,REPLACE TIP CHISEL FOR WPS18MP,21,0,"10.50000","0","1","Weller®, WP","Active","Soldering","Chisel","0.031"" (0.80mm)","0.125"" (3.18mm)","1.000"" (25.40mm)","-","-","-","WPS18MP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/photos/Cooper%20Industries%20Photos/PPT2.jpg,PPT2-ND,PPT2,Apex Tool Group,TIP SOLDER FLAT 3/32"" FOR P2C,7,0,"10.80000","0","1","Weller®, Portasol®","Active","Soldering","Conical, Bent","-","-","0.457"" (11.60mm)","-","-","850°F (450°C)","P2C, P2KC"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/DS112.jpg,DS112-ND,DS112,Apex Tool Group,TIP REPLACEMENT FOR DS700 .031"",10,0,"11.20000","0","1","Weller®, DS","Active","Desoldering","Tiplet","-","-","0.500"" (12.70mm)","0.036"" (0.91mm) ID, 0.076"" (1.93mm) OD","-","-","DS80, DSV80"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/PSI9.JPG,PSI9-ND,PSI9,Apex Tool Group,TIP SOLDER HOT BLOWER FOR PSI100,12,0,"13.20000","0","1","Weller®, Portasol®","Active","Blow Torch","-","-","-","0.240"" (6.10mm)","-","-","-","PSI100"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/PSI6.jpg,TPSI6-ND,TPSI6,Apex Tool Group,TIP SOLDER CHISEL 3/32"" F/PSI100,23,0,"13.80000","0","1","Weller®, Portasol®","Active","Soldering","Chisel","-","-","-","-","-","-","PSI100"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_PSI1.jpg,PSI1-ND,PSI1,Apex Tool Group,TIP SOLDER FLAT 1/32"" FOR PSI100,22,0,"13.80000","0","1","Weller®, Portasol®","Active","Soldering","Conical","-","-","0.640"" (16.26mm)","0.031"" (0.80mm) OD","-","850°F (450°C)","PSI100"
-,//media.digikey.com/Photos/Apex%20Tool%20Photos/PSI5.JPG,TPSI5-ND,TPSI5,Apex Tool Group,TIP SOLDER CHISEL 1/32"" F/PSI100,22,0,"13.80000","0","1","Weller®, Portasol®","Active","Soldering","Chisel","-","-","-","-","-","-","PSI100"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/0054480299.jpg,T0054480299N-ND,T0054480299N,Apex Tool Group,XHT E TIP CHISEL 7.6 X 1.5,12,0,"14.10000","0","1","Weller®, XHTE","Active","Soldering","Chisel","0.059"" (1.50mm)","0.299"" (7.60mm)","1.890"" (48.00mm)","-","-","-","WP200"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/photos/Cooper%20Industries%20Photos/0051315299.JPG,T0051315299-ND,T0051315299,Apex Tool Group,DESOLDERING TIP 2.49X1.09MM,14,0,"15.50000","0","1","Weller®, DX","Active","Desoldering","Tiplet","-","-","0.866"" (22.00mm)","0.043"" (1.10mm) ID, 0.098"" (2.49mm) OD","-","-","DS80, DSV80"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/photos/Cooper%20Industries%20Photos/0051314899.JPG,T0051314899N-ND,T0051314899N,Apex Tool Group,DESOLDERING TIP 1.5X.71MM,8,0,"15.50000","0","1","Weller®, DX","Active","Desoldering","Tiplet","-","-","0.906"" (23.00mm)","0.028"" (0.70mm) ID, 0.059"" (1.50mm) OD","-","-","DS80, DSV80"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/photos/Cooper%20Industries%20Photos/0051315199.JPG,T0051315199N-ND,T0051315199N,Apex Tool Group,DESOLDERING TIP 1.1X.71MM,8,0,"15.50000","0","1","Weller®, DX","Active","Desoldering","Tiplet","-","-","1.220"" (31.00mm)","0.028"" (0.70mm) ID, 0.043"" (1.10mm) OD","-","-","DS80, DSV80"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/photos/Cooper%20Industries%20Photos/DX110.jpg,T0051314099N-ND,T0051314099N,Apex Tool Group,DESOLDER TIP FOR DXV80 1.9X0.7MM,7,0,"15.50000","0","1","Weller®, DX","Active","Desoldering","Tiplet","-","-","0.325"" (8.26mm)","0.028"" (0.70mm) ID, 0.075"" (1.90mm) OD","-","-","DS80, DSV80"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/t15-jd14.JPG,1691-1144-ND,T15-JD14,"American Hakko Products, Inc.","TIP,BENT CHISEL,1.4MM/30 X 6MM X",0,0,"16.77000","0","1","T15","Active","Soldering","Chisel, Bent 30°","0.031"" (0.80mm)","0.055"" (1.40mm)","-","-","-","-","FM-202, FM-203, FM-204, FM-206, FP-101, FP-102, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-JD16.JPG,1691-1145-ND,T15-JD16,"American Hakko Products, Inc.","TIP,BENT CHISEL,1.6MM/30 X 6MM X",0,0,"16.77000","0","1","T15","Active","Soldering","Chisel, Bent 30°","0.024"" (0.60mm)","0.063"" (1.60mm)","-","-","-","-","FM-202, FM-203, FM-204, FM-206, FP-101, FP-102, FX-951"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_UT_100_UT-200_Manual.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/70-01-01.JPG,MA1032-ND,70-01-01,Master Appliance Co,TIP 1.0MM CHISEL FOR UT-100SI,8,0,"17.83000","0","1","Ultratorch®","Active","Soldering","Conical","-","-","-","0.039"" (1.00mm) OD","-","507°F ~ 958°F (250°C ~ 500°C)","UT-100, UT-100Si"
http://www.masterappliance.com/content/sites/default/files/simple_products/downloads/Master_UT_100_UT-200_Manual.pdf,//media.digikey.com/Photos/Master%20Appliance%20Photos/70-01-02.JPG,MA1031-ND,70-01-02,Master Appliance Co,TIP 3.3MM CHISEL FOR UT-100SI,6,0,"17.83000","0","1","Ultratorch®","Active","Soldering","Chisel","-","0.130"" (3.30mm)","-","-","-","507°F ~ 958°F (250°C ~ 500°C)","UT-100, UT-100Si"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054414399,//media.digikey.com/photos/Cooper%20Industries%20Photos/0054414399.jpg,T0054414399-ND,T0054414399,Apex Tool Group,"TIP, 12.5MM THERMAL TWEEZER 2PC",2,0,"35.00000","0","1","Weller®, WTA","Active","Desoldering","Tweezer","-","0.492"" (12.50mm)","-","-","-","-","WTA50"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0058736814N,//media.digikey.com/Photos/Apex%20Tool%20Photos/0058736814.jpg,T0058736814N-ND,T0058736814N,Apex Tool Group,NOZZLE HOT AIR 44 PIN PLCC,3,0,"80.00000","0","1","Weller®","Active","Rework (Hot Air), SMD","Nozzle","-","0.709"" (18.00mm)","0.709"" (18.00mm)","-","PLCC-44","-","HAP2, HAP3"
-,//media.digikey.com/Photos/Hakko/503-T.JPG,1691-1003-ND,503-T/P,"American Hakko Products, Inc.","TIP,503,B,BB6,BLACK,GLD",19,0,"3.77000","0","1","-","Active","Soldering","Conical","-","-","-","0.236"" (6.00mm) OD","-","-","-"
-,//media.digikey.com/Photos/Aven%20Photos/MFG_17510-B51.jpg,243-1236-ND,17510-B51,Aven Tools,SOLDER TIPS STYLE B-51 2PC,3,0,"7.00000","0","1","-","Active","Soldering","Conical","-","-","3.500"" (88.90mm)","-","-","-","17510"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T15-D2.jpg,1691-1131-ND,T15-D2,"American Hakko Products, Inc.","TIP,CHISEL,2.0 X 5MM,FM-2027",1,0,"10.47000","0","1","T15","Active","Soldering","Chisel","0.016"" (0.40mm)","0.079"" (2.00mm)","0.197"" (5.00mm)","-","-","-","FM-203, FM-204, FM-205, FM-206, FX-951"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T19-D5.jpg,1691-1189-ND,T19-D5,"American Hakko Products, Inc.","TIP,5D,FX-601",25,0,"12.57000","0","1","T19","Active","Soldering","Chisel","0.039"" (1.00mm)","0.197"" (5.00mm)","0.709"" (18.00mm)","-","-","-","FM-2030, FM-2031"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/Photos/Hakko/T31-01JL02.JPG,1691-1252-ND,T31-01JL02,"American Hakko Products, Inc.","TIP,BENT,R0.2MM/30 X 7.2MM X 8MM",1,0,"17.97000","0","1","T31","Active","Soldering","Bent 30°","-","-","-","0.008"" (0.20mm) OD","-","842°F (450°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/photos/Hakko/T31-02BC1.JPG,1691-1258-ND,T31-02BC1,"American Hakko Products, Inc.","TIP,BEVEL,1MM/60 X 14.2MM,IH,400",0,0,"17.97000","0","1","T31","Active","Soldering","Bevel 60°","0.050"" (1.28mm)","0.040"" (1.02mm)","0.560"" (14.22mm)","-","-","752°F (400°C)","FX-100, FX1001"
https://hakko-production-images.s3.amazonaws.com/production/digital_catalog/pub/Hakko_Catalog_2016_Web.pdf,//media.digikey.com/photos/Hakko/T31-02KU.JPG,1691-1271-ND,T31-02KU,"American Hakko Products, Inc.","TIP,KNIFE,4.8MM/45 X 15MM,IH,400",3,0,"24.97000","0","1","T31","Active","Soldering","Knife 45°","0.091"" (2.30mm)","0.190"" (4.83mm)","0.591"" (15.00mm)","-","-","752°F (400°C)","FX-100, FX1001"
https://www.hakkousa.com/files/index/download/id/17752/,//media.digikey.com/photos/Hakko/T31-021601.JPG,1691-1257-ND,T31-021601,"American Hakko Products, Inc.","TIP,BENT,R0.25MM/30 X 15.3MM,IH,",5,0,"35.97000","0","1","T31","Active","Soldering","Bent 30°","-","-","-","0.020"" (0.51mm)","-","752°F (400°C)","FX-100, FX1001"
//media.digikey.com/pdf/Data%20Sheets/American%20Hakko%20Products/Product_European.pdf,//media.digikey.com/Photos/Hakko/T30-KU.jpg,1691-1202-ND,T30-KU,"American Hakko Products, Inc.","TIP, KNIFE, 1.8MM / 45 X 6MM, MI",1,0,"40.07000","0","1","T30","Active","Soldering","Knife 45°","0.039"" (1.00mm)","0.071"" (1.80mm)","0.236"" (6.00mm)","-","-","-","FM-2032"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTP8-ND,PTP8,Apex Tool Group,TIP CONICAL 1/32"" 800F,23,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Conical","-","-","0.620"" (15.75mm)","0.012"" (0.30mm) OD","-","800°F (427°C)","TC201, TCP"
-,-,PTB6-ND,PTB6,Apex Tool Group,TIP SCREWDRIVER 3/32"" 600F,18,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.020"" (0.50mm)","0.094"" (2.40mm)","0.620"" (15.75mm)","-","-","600°F (316°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTA6-ND,PTA6,Apex Tool Group,TIP SCREWDRIVER 1/16"" 600F,16,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.031"" (0.80mm)","0.062"" (1.57mm)","0.620"" (15.75mm)","-","-","600°F (316°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTE8-ND,PTE8,Apex Tool Group,TIP SCREWDRIVER 15/64"" 800F,14,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.042"" (1.07mm)","0.234"" (5.95mm)","0.620"" (15.75mm)","-","-","800°F (427°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTH6-ND,PTH6,Apex Tool Group,TIP SCREWDRIVER 1/32"" 600F,8,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.019"" (0.48mm)","0.031"" (0.80mm)","0.620"" (15.75mm)","-","-","600°F (316°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTR8-ND,PTR8,Apex Tool Group,PTR8 TIP,8,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.044"" (1.12mm)","0.062"" (1.57mm)","0.620"" (15.75mm)","-","-","800°F (427°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTBB8-ND,PTBB8,Apex Tool Group,TIP SINGLE FLAT 3/32"" 800F,6,0,"3.80000","0","1","Weller®, PT","Active","Soldering","Flat, Single","0.031"" (0.80mm)","0.094"" (2.40mm)","0.620"" (15.75mm)","-","-","800°F (427°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,PTR7-ND,PTR7,Apex Tool Group,TIP NARROW SCREWDRIVER 1/16"" 70,14,0,"3.90000","0","1","Weller®, PT","Active","Soldering","Screwdriver","0.044"" (1.12mm)","0.062"" (1.57mm)","0.620"" (15.75mm)","-","-","700°F (371°C)","TC201, TCP"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,CT5A7-ND,CT5A7,Apex Tool Group,TIP SOLDER 1/16""700F TAPER,23,0,"5.10000","0","1","Weller®, CT","Active","Soldering","Screwdriver","-","0.062"" (1.57mm)","1.156"" (29.36mm)","-","-","700°F (371°C)","W60P, WLC100"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,CT5A8-ND,CT5A8,Apex Tool Group,TIP SOLDER 1/16""800F TAPER,21,0,"5.10000","0","1","Weller®, CT","Active","Soldering","Screwdriver","-","0.062"" (1.57mm)","1.156"" (29.36mm)","-","-","800°F (427°C)","W60P, WLC100"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,CT5C8-ND,CT5C8,Apex Tool Group,1/8"" X 800A CT SERIES TIPS,20,0,"5.10000","0","1","Weller®, CT","Active","Soldering","Screwdriver","-","0.125"" (3.18mm)","1.156"" (29.36mm)","-","-","800°F (427°C)","W60P, WLC100"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,CT5C7-ND,CT5C7,Apex Tool Group,CT5C7 REPLACEMENT TIP,5,0,"5.10000","0","1","Weller®, CT","Active","Soldering","Screwdriver","-","0.125"" (3.18mm)","1.156"" (29.36mm)","-","-","700°F (371°C)","W60P, WLC100"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/photos/Apex%20Tool%20Photos/MFG_T0054321099.jpg,T0054321099-ND,T0054321099,Apex Tool Group,S31 SOLD.TIP LONGLIFE 0 4MM SI15,8,0,"5.30000","0","1","Weller®, S","Active","Soldering","-","-","-","-","-","-","-","WHS40, WHS40D"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/7250W.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_7250W.jpg,7250W-ND,7250W,Apex Tool Group,TIP GUN 7250,15,0,"5.80000","0","1","Weller®","Active","Soldering","-","-","-","-","-","-","-","8200N"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/7135N.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_7135N.jpg,7135N-ND,7135N,Apex Tool Group,TIP GUN W/NUTS 7135N,14,0,"6.20000","0","1","Weller®","Active","Soldering","-","-","-","-","-","-","-","8200N"
//media.digikey.com/pdf/Data%20Sheets/Cooper%20Tool%20All%20Brands%20PDFs/7135W.pdf,-,7135W-ND,7135W,Apex Tool Group,GUN TIP FOR 8200 2/BG,10,0,"6.20000","0","1","Weller®","Active","Soldering","-","-","-","-","-","-","-","8200N"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_PL113.jpg,PL113-ND,PL113,Apex Tool Group,TIP CHISEL PLATED .13,14,0,"6.40000","0","1","Weller®, PL","Active","Soldering","Chisel","-","0.130"" (3.30mm)","0.660"" (16.76mm)","-","-","-","Modular Heaters"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,-,T0054442099N-ND,T0054442099N,Apex Tool Group,TIP SOLDERING LTHX 0.8MM A,22,0,"6.90000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller/data/ebooks/epaper-Weller_Catalogue_2016-17_EN/index.html,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_PL155.jpg,PL155-ND,PL155,Apex Tool Group,TIP STEPPED CHISEL PLATED .07,8,0,"7.00000","0","1","Weller®, PL","Active","Soldering","Chisel, Stepped","-","0.070"" (1.78mm)","0.660"" (16.76mm)","-","-","-","Modular Heaters"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054488399N-ND,T0054488399N,Apex Tool Group,XNTMX SOLD TIP BENT CHISEL 3.2X,16,0,"8.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054488499N-ND,T0054488499N,Apex Tool Group,XNTAA SOLD TIP SLOPED 45 1.6MM,13,0,"8.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054488799N-ND,T0054488799N,Apex Tool Group,XNTF SOLD TIP SLOPED 45 1.2MM,6,0,"8.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,-,T0054448199N-ND,T0054448199N,Apex Tool Group,LT O SOLDERING TIP 0.8MM,3,0,"8.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054488599N-ND,T0054488599N,Apex Tool Group,XNTBB SOLD TIP SLOPED 45 2.4MM,1,0,"8.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054487499N-ND,T0054487499N,Apex Tool Group,XNT 4X SOLDERING TIP 1.2MM,25,0,"8.60000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054486899N-ND,T0054486899N,Apex Tool Group,XNT S SOLDERING TIP 0.4MM,24,0,"8.70000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054487199N-ND,T0054487199N,Apex Tool Group,XNT 1L SOLDERING TIP 0.2MM,18,0,"8.70000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054487299N-ND,T0054487299N,Apex Tool Group,XNT 1LX SOLDERING TIP 0.2MM,14,0,"8.70000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054487399N-ND,T0054487399N,Apex Tool Group,XNT HX SOLDERING TIP 0.8MM,5,0,"8.70000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,-,T0054444499N-ND,T0054444499N,Apex Tool Group,LT BB SOLDERING TIP 2.4MM,20,0,"8.80000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054488199N-ND,T0054488199N,Apex Tool Group,XNT1SCNW TIP NW CHISEL 0.3 X 0,24,0,"9.40000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054486599N-ND,T0054486599N,Apex Tool Group,XNT 1X SOLDERING TIP 0.4MM,5,0,"9.70000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054473899,-,T0054473899-ND,T0054473899,Apex Tool Group,XT BSC SOLDERING TIP CHISEL 2.5X,7,0,"10.40000","0","1","XT","Active","Soldering","Chisel","0.031"" (0.80mm)","0.098"" (2.50mm)","1.429"" (36.30mm)","-","-","-","Weller® WP120, WXP120"
-,//media.digikey.com/photos/Cooper%20Industries%20Photos/DS114.jpg,DS114-ND,DS114,Apex Tool Group,TIP REPLACEMENT FOR DS700 .073"",0,0,"11.20000","0","1","Weller®, DS","Active","Desoldering","Tiplet","-","-","0.500"" (12.70mm)","0.071"" (1.80mm) ID, 0.128"" (3.25mm) OD","-","-","DS80, DSV80"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0051325799.jpg,T0051325799N-ND,T0051325799N,Apex Tool Group,XDS 8 DESOLDERING TIP 1.5X2.9 L,0,0,"12.90000","0","1","Weller®, XDS","Active","Desoldering","Tiplet","-","-","0.413"" (10.50mm)","0.059"" (1.50mm) ID, 0.114"" (2.90mm) OD","-","-","DSX"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054474599N-ND,T0054474599N,Apex Tool Group,XTMX SOLD TIP BENT CHISEL 3.2 X,16,0,"13.90000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/Soldering_Tip_Brochure.pdf,-,T0054474299N-ND,T0054474299N,Apex Tool Group,XTCSL SOLD TIP CHISEL 3.2 X 0.4,12,0,"13.90000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0051325099.jpg,T0051325099N-ND,T0051325099N,Apex Tool Group,XDS 1 DESOLDERING TIP 1.4X2.5 L,0,0,"14.20000","0","1","Weller®, XDS","Active","Desoldering","Tiplet","-","-","0.413"" (10.50mm)","0.055"" (1.40mm) ID, 0.098"" (2.50mm) OD","-","-","DSX"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0051325499.jpg,T0051325499N-ND,T0051325499N,Apex Tool Group,XDS 5 DESOLDERING TIP 1.8X3.3 L,0,0,"14.20000","0","1","Weller®, XDS","Active","Desoldering","Tiplet","-","-","0.413"" (10.50mm)","0.071"" (1.80mm) ID, 0.130"" (3.30mm) OD","-","-","DSX"
-,-,T0054470899N-ND,T0054470899N,Apex Tool Group,XT AA 60 SOLDERING TIP 1 6MM,11,0,"14.30000","0","1","Weller®, XT","Active","Soldering","Round 60°","-","-","1.437"" (36.50mm)","-","-","-","Weller® WP120, WXP120"
http://www.weller-toolsus.com/MagentoShare/media/mannuals/ATG-1712%20Weller%20Rework%20Brochure.pdf,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0051326199.jpg,T0051326199-ND,T0051326199N,Apex Tool Group,XDSL3 DS TIP 1.0 X 2.3MM L,5,0,"16.90000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054462499N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054462499N.jpg,T0054462499N-ND,T0054462499N,Apex Tool Group,RT 10GWMS SOLDERING TIP 1.2 X 2.,5,0,"25.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054461999N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0054461999N.jpg,T0054461999N-ND,T0054461999N,Apex Tool Group,BENT CHISEL TIP RT5MS 0.8MMX0.4M,4,0,"25.50000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054463399N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054463399N.jpg,T0054463399N-ND,T0054463399N,Apex Tool Group,RT 13MS TIP POINTED 30DEG BENT 0,0,0,"27.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054462671N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054462399.jpg,T0054462671N-ND,T0054462671N,Apex Tool Group,RT 1SCNWMS TIP CHISEL 0.3X0.1 CH,4,0,"38.10000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054460373N,//media.digikey.com/Photos/Apex%20Tool%20Photos/T0054460373N.jpg,T0054460373N-ND,T0054460373N,Apex Tool Group,RT 3XMS SOLD.TIP CHISEL 30DG BNT,1,0,"46.70000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054465799N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054465799N.jpg,T0054465799N-ND,T0054465799N,Apex Tool Group,RTW 2MS SOLDERING TIP SET 0.7X0.,1,0,"55.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054465599N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054465599N.jpg,T0054465599N-ND,T0054465599N,Apex Tool Group,TIP SET RTW1MS 0.2MM,0,0,"55.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
https://media-weller.de/weller.php?action=send&modul_erp_article__lang=us&modul_erp_article__org_id=T0054465899N,//media.digikey.com/Photos/Apex%20Tool%20Photos/MFG_T0054465899N.jpg,T0054465899N-ND,T0054465899N,Apex Tool Group,TIP SET RTW3MS 3.0X0.7MM,3,0,"64.00000","0","1","*","Active","-","-","-","-","-","-","-","-","-"
