Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Type","Abrasive Material","Abrasive Grade","Abrasive Grit","Micron Size","Color","Width","Length","Diameter","Applications"
http://multimedia.3m.com/mws/media/245184O/3mtm-diamond-lapping-film-600x-series.pdf,//media.digikey.com/Photos/3M%20Photos/1MIC%203M661X%20DLF%203MIL%205%20IN.JPG,3M10750-ND,1MIC 3M661X DLF 3MIL 5 IN,3M,LAPPING FILM DIAMOND 5"",71,0,"8.76000","0","1","661X","Active","Lapping Film","Diamond","-","-","1µ","Lavender","-","-","5.00"" (127.00mm)","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/245184O/3mtm-diamond-lapping-film-600x-series.pdf,//media.digikey.com/Photos/3M%20Photos/9MIC%203M661X%20DLF%203MIL%205%20IN.JPG,3M10770-ND,9MIC 3M661X DLF 3MIL 5 IN,3M,LAPPING FILM DIAMOND 5"",57,0,"8.76000","0","1","661X","Active","Lapping Film","Diamond","-","-","9µ","Blue","-","-","5.00"" (127.00mm)","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/245184O/3mtm-diamond-lapping-film-600x-series.pdf,//media.digikey.com/Photos/3M%20Photos/3MIC%203M661X%20DLF%203MIL%205%20IN.JPG,3M10759-ND,3MIC 3M661X DLF 3MIL 5 IN,3M,LAPPING FILM DIAMOND 5"",38,0,"8.76000","0","1","661X","Active","Lapping Film","Diamond","-","-","3µ","Pink","-","-","5.00"" (127.00mm)","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/245184O/3mtm-diamond-lapping-film-600x-series.pdf,//media.digikey.com/Photos/3M%20Photos/%5E1MIC%203M661X%20DLF%203MIL%205%20IN.jpg,3M10744-ND,.1MIC 3M661X DLF 3MIL 5 IN,3M,LAPPING FILM DIAMOND 5"",30,0,"8.76000","0","1","661X","Active","Lapping Film","Diamond","-","-","0.1µ","Green","-","-","5.00"" (127.00mm)","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/245184O/3mtm-diamond-lapping-film-600x-series.pdf,//media.digikey.com/Photos/3M%20Photos/1MIC%203M662XW%20DLF%203MIL%20TH%205%20IN.JPG,3M10777-ND,1MIC 3M662XW DLF 3MIL TH 5 IN,3M,LAPPING FILM DIAMOND 5"",70,0,"10.83000","0","1","662XW","Active","Lapping Film","Diamond","-","-","1µ","Lavender","-","-","5.00"" (127.00mm)","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/245184O/3mtm-diamond-lapping-film-600x-series.pdf,//media.digikey.com/Photos/3M%20Photos/.1MIC%203M661X%20DLF%203MIL%206X6%20IN.JPG,3M10745-ND,.1MIC 3M661X DLF 3MIL 6X6 IN,3M,LAPPING FILM DIAMOND 6""X6"",79,0,"11.23000","0","1","661X","Active","Lapping Film","Diamond","-","-","0.1µ","Green","6.00"" (152.40mm)","6.00"" (152.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/245184O/3mtm-diamond-lapping-film-600x-series.pdf,//media.digikey.com/Photos/3M%20Photos/6MIC%203M661X%20DLF%203MIL%206X6%20IN.JPG,3M10769-ND,6MIC 3M661X DLF 3MIL 6X6 IN,3M,LAPPING FILM DIAMOND 6""X 6"",77,0,"11.23000","0","1","661X","Active","Lapping Film","Diamond","-","-","6µ","Brown","6.00"" (152.40mm)","6.00"" (152.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/245184O/3mtm-diamond-lapping-film-600x-series.pdf,//media.digikey.com/Photos/3M%20Photos/3MIC%203M661X%20DLF%203MIL%206X6%20IN.JPG,3M10761-ND,3MIC 3M661X DLF 3MIL 6X6 IN,3M,LAPPING FILM DIAMOND 6""X6"",73,0,"11.23000","0","1","661X","Active","Lapping Film","Diamond","-","-","3µ","Pink","6.00"" (152.40mm)","6.00"" (152.40mm)","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/245184O/3mtm-diamond-lapping-film-600x-series.pdf,//media.digikey.com/Photos/3M%20Photos/1MIC%203M662XW%20DLF%203MIL%20TH%206X6%20IN.JPG,3M10778-ND,1MIC 3M662XW DLF 3MIL TH 6X6 IN,3M,LAPPING FILM DIAMOND 6""X6"",50,0,"12.57000","0","1","662XW","Active","Lapping Film","Diamond","-","-","1µ","Lavender","6.00"" (152.40mm)","6.00"" (152.40mm)","-","Fiber Optic Connector Polishing"
https://multimedia.3m.com/mws/media/276102O/3mtm-lapping-film-461x-462x-463x-466x-468x-468xy-468xw.pdf,//media.digikey.com/Photos/3M%20Photos/15MIC%203M461X%20LF%20SC%203MIL%20TC%204.25%20IN.JPG,3M10802-ND,15MIC 3M461X LF SC 3MIL TC 4.25 IN,3M,LAPPING FILM SILICON CRBD 4.25"",147,0,"0.90000","0","1","461X","Active","Lapping Film","Silicon Carbide","-","-","15µ","Gray","-","-","4.25"" (107.95mm)","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/276100O/3mtm-lapping-film-aluminum-oxide.pdf,//media.digikey.com/Photos/3M%20Photos/.3MIC%203M268X%20LF%20AO%203MIL%204IN.JPG,3M10801-ND,.3MIC 3M268X LF AO 3MIL 4IN,3M,LAPPING FILM ALUMINUM OXIDE 4"",284,0,"0.99000","0","1","268X","Active","Lapping Film","Aluminum Oxide","-","-","0.3µ","White","-","-","4.00"" (101.60mm)","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/276100O/3mtm-lapping-film-aluminum-oxide.pdf,-,3M156282-ND,261X-5MIC,3M,LAPPING FILM ALUM OXIDE 5.5X4.5"",475,0,"1.08000","0","1","261X","Active","Lapping Film","Aluminum Oxide","-","-","5µ","Brown","4.50"" (114.30mm)","5.50"" (139.70mm)","-","Fiber Optic Connector Polishing"
https://multimedia.3m.com/mws/media/276102O/3mtm-lapping-film-461x-462x-463x-466x-468x-468xy-468xw.pdf,//media.digikey.com/Photos/3M%20Photos/9MIC%203M461X%20LF%20SC%203MIL%205%20IN.JPG,3M10790-ND,9MIC 3M461X LF SC 3MIL 5 IN,3M,LAPPING FILM SILICON CARBIDE 5"",457,0,"1.11000","0","1","461X","Active","Lapping Film","Silicon Carbide","-","-","9µ","Gray","-","-","5.00"" (127.00mm)","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/276100O/3mtm-lapping-film-aluminum-oxide.pdf,//media.digikey.com/Photos/3M%20Photos/9MIC%203M266X%20LF%20AO%203MIL%20TP%205IN.JPG,3M10800-ND,9MIC 3M266X LF AO 3MIL TP 5IN,3M,LAPPING FILM ALUMINUM OXIDE 5"",310,0,"1.36000","0","1","266X","Active","Lapping Film","Aluminum Oxide","-","-","9µ","Blue","-","-","5.00"" (127.00mm)","Fiber Optic Connector Polishing"
https://multimedia.3m.com/mws/media/276104O/3mtm-wetordrytm-polishing-paper-281q-286q-481q-486q.pdf,-,3M156300-ND,286Q-3MIC-DISC,3M,POLISH FILM ALUM OXIDE 5"" DIA,498,0,"1.78000","0","1","Wetordry™","Active","Polishing Film","Aluminum Oxide","-","-","3µ","Pink","-","-","5.00"" (127.00mm)","Fiber Optic Connector Polishing"
https://multimedia.3m.com/mws/media/276104O/3mtm-wetordrytm-polishing-paper-281q-286q-481q-486q.pdf,//media.digikey.com/Photos/3M%20Photos/Wetordry-Series.JPG,3M156296-ND,281Q-2MIC,3M,POLISH FILM ALUM OXIDE 11 X 8.5"",229,0,"1.98000","0","1","Wetordry™","Active","Polishing Film","Aluminum Oxide","-","-","2µ","-","8.50"" (215.90mm)","11.00"" (279.40mm)","-","Fiber Optic Connector Polishing"
https://multimedia.3m.com/mws/media/276104O/3mtm-wetordrytm-polishing-paper-281q-286q-481q-486q.pdf,//media.digikey.com/Photos/3M%20Photos/Wetordry-Series.JPG,3M156297-ND,281Q-3MIC,3M,POLISH FILM ALUM OXIDE 11 X 8.5"",117,0,"1.98000","0","1","Wetordry™","Active","Polishing Film","Aluminum Oxide","-","-","3µ","-","8.50"" (215.90mm)","11.00"" (279.40mm)","-","Fiber Optic Connector Polishing"
https://multimedia.3m.com/mws/media/314854O/3mtm-polishing-film-951m-958m-961m-968m.pdf,-,3M156285-ND,968M-5"",3M,POLISH FILM 5"" DIA,497,0,"2.29000","0","1","968M","Active","Polishing Film","-","-","-","-","-","-","-","5.00"" (127.00mm)","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/245184O/3mtm-diamond-lapping-film-600x-series.pdf,//media.digikey.com/Photos/3M%20Photos/15MIC-3M661X-DLF-3MIL-4-IN.jpg,3M10754-ND,15MIC 3M661X DLF 3MIL 4 IN,3M,LAPPING FILM DIAMOND 4"",35,0,"8.23000","0","1","661X","Active","Lapping Film","Diamond","-","-","15µ","Orange","-","-","4.00"" (101.60mm)","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/245184O/3mtm-diamond-lapping-film-600x-series.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_6MIC-3M661X-DLF-3MIL-4-IN.jpg,3M10765-ND,6MIC 3M661X DLF 3MIL 4 IN,3M,LAPPING FILM DIAMOND 4"",41,0,"8.40000","0","1","661X","Active","Lapping Film","Diamond","-","-","6µ","Brown","-","-","4.00"" (101.60mm)","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/245184O/3mtm-diamond-lapping-film-600x-series.pdf,//media.digikey.com/Photos/3M%20Photos/6MIC%203M662XW%20DLF%203MIL%20TH%204%5E25%20IN.JPG,3M10783-ND,6MIC 3M662XW DLF 3MIL TH 4.25 IN,3M,LAPPING FILM DIAMOND 4.25"",29,0,"10.32000","0","1","662XW","Active","Lapping Film","Diamond","-","-","6µ","Brown","-","-","4.25"" (107.95mm)","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/245184O/3mtm-diamond-lapping-film-600x-series.pdf,//media.digikey.com/Photos/3M%20Photos/30MIC%203M661X%20DLF%203MIL%206X6%20IN.jpg,3M10764-ND,30MIC 3M661X DLF 3MIL 6X6 IN,3M,LAPPING FILM DIAMOND 6""X6"",6,0,"19.35000","0","1","661X","Active","Lapping Film","Diamond","-","-","30µ","Green","6.00"" (152.40mm)","6.00"" (152.40mm)","-","Fiber Optic Connector Polishing"
https://multimedia.3m.com/mws/media/276104O/3mtm-wetordrytm-polishing-paper-281q-286q-481q-486q.pdf,-,3M156299-ND,286Q-3MIC,3M,POLISH FILM ALUM OXIDE 5"" DIA,2,0,"144.33000","0","1","Wetordry™","Active","Polishing Film","Aluminum Oxide","-","-","3µ","Pink","-","-","5.00"" (127.00mm)","Fiber Optic Connector Polishing"
https://multimedia.3m.com/mws/media/276104O/3mtm-wetordrytm-polishing-paper-281q-286q-481q-486q.pdf,-,3M156301-ND,286Q-9MIC,3M,POLISH FILM ALUM OXIDE 5"" DIA,2,0,"144.33000","0","1","Wetordry™","Active","Polishing Film","Aluminum Oxide","-","-","9µ","Blue","-","-","5.00"" (127.00mm)","Fiber Optic Connector Polishing"
https://multimedia.3m.com/mws/media/276104O/3mtm-wetordrytm-polishing-paper-281q-286q-481q-486q.pdf,-,3M156303-ND,486Q-30MIC,3M,POLISH FILM SILICON CARBIDE 5"",2,0,"144.33000","0","1","Wetordry™","Active","Polishing Film","Silicon Carbide","-","-","30µ","-","-","-","5.00"" (127.00mm)","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/276100O/3mtm-lapping-film-aluminum-oxide.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_2MIC-3M254X-AO-TR3-DISC.jpg,3M158823-ND,2MIC 3M254X AO TR3 DISC,3M,LAPPING FILM ALUMINUM OXIDE 5"",300,0,"0.87000","0","1","254X","Active","Lapping Film","Aluminum Oxide","-","-","2µ","Teal","-","-","5.00"" (127.00mm)","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M160614-ND,80510,3M,ROLOC DISC,500,0,"0.97000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/76624.jpg,3M160555-ND,76624,3M,ROLOC DISC,500,0,"0.97000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/76625.jpg,3M160556-ND,76625,3M,ROLOC DISC,500,0,"0.97000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M158336-ND,11428,3M,ROLOC DISC,500,0,"0.99000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M158334-ND,11425,3M,ROLOC DISC,500,0,"0.99000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11427.jpg,3M158335-ND,11427,3M,ROLOC DISC,500,0,"0.99000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_76622.jpg,3M160553-ND,76622,3M,ROLOC DISC,500,0,"1.01000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_76623.jpg,3M160554-ND,76623,3M,ROLOC DISC,500,0,"1.01000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/photos/3M%20Photos/14660.JPG,3M158515-ND,14660,3M,ROLOC DISC,500,0,"1.16000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M160581-ND,777F-1.5""-P120YF,3M,ROLOC DISC,300,0,"1.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_76628.jpg,3M160559-ND,76628,3M,ROLOC DISC,275,0,"1.16000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M158340-ND,11448,3M,ROLOC DISC,500,0,"1.20000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/76627.jpg,3M160558-ND,76627,3M,ROLOC DISC,500,0,"1.20000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/photos/3M%20Photos/11455.JPG,3M158342-ND,11455,3M,ROLOC DISC,495,0,"1.20000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
https://www.panduit.com/content/dam/panduit/en/products/assets/f/fp/fpp/fpp5/fpp5l/media/N-FBFS119--RevR--ENG.pdf,//media.digikey.com/Photos/Panduit%20Corp%20Photos/MFG_FPP5-L.jpg,298-16242-ND,FPP5-L,Panduit Corp,POLISHING FILM ALUMINUM OXIDE,220,0,"1.21000","0","1","-","Active","Polishing Film","Aluminum Oxide","-","-","-","-","-","-","-","Fiber Optic Connector Polishing"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M160557-ND,76626,3M,ROLOC DISC,250,0,"1.26000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11450.jpg,3M158341-ND,11450,3M,ROLOC DISC,500,0,"1.29000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500151040.jpg,3M160077-ND,61500124443,3M,SURFACE CONDITION DISC TS 3/4"",400,0,"1.58000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500192853.jpg,3M160222-ND,61500149119,3M,SURFACE CONDITION DISC TR 3/4"",400,0,"1.58000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%202in.jpg,3M159993-ND,61500120185,3M,SURFACE CONDITION DISC TS 3/4"",200,0,"1.58000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%202in.jpg,3M159994-ND,61500120193,3M,SURFACE CONDITION DISC TS 3/4"",200,0,"1.58000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500192853.jpg,3M159995-ND,61500120201,3M,SURFACE CONDITION DISC TS 3/4"",200,0,"1.58000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500151040.jpg,3M160081-ND,61500125812,3M,SURFACE CONDITION DISC TS 3/4"",200,0,"1.58000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500192853.jpg,3M159912-ND,61500077971,3M,SURFACE CONDITION DISC TR 1"",600,0,"1.64000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%202in.jpg,3M159911-ND,61500077963,3M,SURFACE COND DISC TR 1"" 1=1DISC,400,0,"1.64000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500151040.jpg,3M159913-ND,61500077989,3M,SURFACE CONDITION DISC TR 1"",400,0,"1.64000","0","1","Scotch-Brite™","Active","Disc","Aluminum Oxide","Coarse","-","-","Brown","-","-","1.00"" (25.40mm)","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%20gray.jpg,3M159923-ND,61500080090,3M,SURFACE CONDITION DISC TR 1"",400,0,"1.64000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/61500094901.jpg,3M159944-ND,61500094901,3M,SURFACE CONDITION DISC TR 1"",400,0,"1.64000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/50256.JPG,3M159589-ND,50256,3M,ROLOC DISC,200,0,"1.68000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14661.jpg,3M159588-ND,50254,3M,ROLOC DISC,200,0,"1.68000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14661.jpg,3M160571-ND,76754,3M,ROLOC DISC,200,0,"1.68000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14661.jpg,3M158516-ND,14661,3M,ROLOC DISC,200,0,"1.68000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M160612-ND,80508,3M,ROLOC DISC,50,0,"1.68000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M160615-ND,80512,3M,ROLOC DISC,50,0,"1.68000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500192853.jpg,3M159810-ND,61500037462,3M,SURFACE CONDITION DISC TR 1-1/2"",250,0,"1.70000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500151040.jpg,3M159809-ND,61500037454,3M,SURFACE CONDITION DISC TR 1-1/2"",200,0,"1.70000","0","1","Scotch-Brite™","Active","Disc","Aluminum Oxide","Coarse","-","-","Brown","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%202in.jpg,3M159811-ND,61500037470,3M,SURFACE CONDITION DISC TR 1-1/2"",200,0,"1.70000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500192853.jpg,3M160234-ND,61500151131,3M,SURFACE CONDITIN DISC TSM 1-1/2"",200,0,"1.70000","0","1","Scotch-Brite™","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_61500151040.jpg,3M160235-ND,61500151149,3M,SURFACE CONDITIN DISC TSM 1-1/2"",200,0,"1.70000","0","1","Scotch-Brite™","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11100.jpg,3M158296-ND,11109,3M,ROLOC DISC,200,0,"1.74000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11100.jpg,3M160639-ND,82090,3M,ROLOC DISC,200,0,"1.74000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11100.jpg,3M158294-ND,11107,3M,ROLOC DISC,200,0,"1.74000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_14661.jpg,3M160569-ND,76750,3M,ROLOC DISC,200,0,"1.74000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11100.jpg,3M158293-ND,11106,3M,ROLOC DISC,200,0,"1.74000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,-,3M160548-ND,76433,3M,ROLOC DISC,195,0,"1.74000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
-,//media.digikey.com/Photos/3M%20Photos/MFG_high%20strength%20disc%20no%20hole%20red.jpg,3M159934-ND,61500083920,3M,HIGH STRENGTH DISC TR 2"" A VFN,200,0,"1.76000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/1086413O/new-scotch-brite-al-surface-conditioning-discs-brochure-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_AL-DR-1%5E-NH-A-CRS.jpg,3M161013-ND,AL-DR-1""-NH A VFN,3M,SCOTCH-BRITE ROLOC AL SURFACE CO,200,0,"1.76000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/1086413O/new-scotch-brite-al-surface-conditioning-discs-brochure-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_AL-DR-1%5E-NH-A-CRS.jpg,3M161012-ND,AL-DR-1""-NH A MED,3M,SCOTCH-BRITE ROLOC AL SURFACE CO,200,0,"1.76000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/1086413O/new-scotch-brite-al-surface-conditioning-discs-brochure-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_AL-DR-1%5E-NH-A-CRS.jpg,3M161011-ND,AL-DR-1""-NH A CRS,3M,SCOTCH-BRITE ROLOC AL SURFACE CO,200,0,"1.76000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/524507O/3mtm-power-tools-abrasives-and-accessories-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_11100.jpg,3M158298-ND,11110,3M,ROLOC DISC 1=1PC,200,0,"1.78000","0","1","*","Active","-","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/686656O/3mtm-industrial-products-for-welding-catalog.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_surface%20conditioning%20disc%20red.jpg,3M160164-ND,61500135936,3M,PD SURFACE CONDITION DISC TR 1"",200,0,"1.80000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
http://multimedia.3m.com/mws/media/1086413O/new-scotch-brite-al-surface-conditioning-discs-brochure-pdf.pdf,//media.digikey.com/Photos/3M%20Photos/MFG_AL-DR-1%5E-NH-A-CRS.jpg,3M161014-ND,AL-DR-1.5""-NH A MED,3M,SCOTCH-BRITE ROLOC AL SURFACE CO,200,0,"1.82000","0","1","*","Active","Disc","-","-","-","-","-","-","-","-","-"
