Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Applications","Voltage - Rated","Current Rating (Amps)","Mounting Type","Package / Case","Supplier Device Package"
https://www.diodes.com/assets/Datasheets/ds30295.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20SOT363;%20;%206.jpg,981-CTA2N1P-7-CHP,CTA2N1P-7,Diodes Incorporated,TRANS ARRAY NPN/P-CH 60V SOT-363,3000,0,"0.21000","0","3000","Tape & Reel (TR)","-","Active","NPN, P-Channel","General Purpose","40V NPN, 50V P-Channel","600mA NPN, 130mA P-Channel","Surface Mount","6-TSSOP, SC-88, SOT-363","SOT-363"
https://www.diodes.com/assets/Datasheets/ds30295.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20SOT363;%20;%206.jpg,CTA2N1P-7-F-ND,CTA2N1P-7-F,Diodes Incorporated,TRANS ARRAY NPN/P-CH 60V SOT363,0,6000,"0.11261","0","3000","Tape & Box (TB)","-","Active","NPN, P-Channel","General Purpose","40V NPN, 50V P-Channel","600mA NPN, 130mA P-Channel","Surface Mount","6-TSSOP, SC-88, SOT-363","SOT-363"
https://www.diodes.com/assets/Datasheets/ds30295.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20SOT363;%20;%206.jpg,CTA2N1P-FDITR-ND,CTA2N1P-7-F,Diodes Incorporated,TRANS ARRAY NPN/P-CH 60V SOT363,0,6000,"Active","0","3000","Tape & Reel (TR)","-","Active","NPN, P-Channel","General Purpose","40V NPN, 50V P-Channel","600mA NPN, 130mA P-Channel","Surface Mount","6-TSSOP, SC-88, SOT-363","SOT-363"
https://www.diodes.com/assets/Datasheets/ds30295.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20SOT363;%20;%206.jpg,CTA2N1P-FDICT-ND,CTA2N1P-7-F,Diodes Incorporated,TRANS ARRAY NPN/P-CH 60V SOT363,2170,0,"0.41000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","NPN, P-Channel","General Purpose","40V NPN, 50V P-Channel","600mA NPN, 130mA P-Channel","Surface Mount","6-TSSOP, SC-88, SOT-363","SOT-363"
https://www.diodes.com/assets/Datasheets/ds30295.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20SOT363;%20;%206.jpg,CTA2N1P-FDIDKR-ND,CTA2N1P-7-F,Diodes Incorporated,TRANS ARRAY NPN/P-CH 60V SOT363,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","NPN, P-Channel","General Purpose","40V NPN, 50V P-Channel","600mA NPN, 130mA P-Channel","Surface Mount","6-TSSOP, SC-88, SOT-363","SOT-363"
https://www.diodes.com/assets/Datasheets/DTM3A25P20NFDB.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20U-DFN2020B-6;%20B;%206.jpg,DTM3A25P20NFDB-7DITR-ND,DTM3A25P20NFDB-7,Diodes Incorporated,TRANSISTOR ARRAY U-DFN2020-6 T&R,0,15000,"Active","0","3000","Tape & Reel (TR)","-","Active","PNP, N-Channel","General Purpose","25V PNP, 20 N-Channel","3A","Surface Mount","6-UDFN Exposed Pad","U-DFN2020-6 (Type B)"
https://www.diodes.com/assets/Datasheets/DTM3A25P20NFDB.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20U-DFN2020B-6;%20B;%206.jpg,DTM3A25P20NFDB-7DICT-ND,DTM3A25P20NFDB-7,Diodes Incorporated,TRANSISTOR ARRAY U-DFN2020-6 T&R,2985,15000,"0.44000","0","1","Cut Tape (CT)","-","Active","PNP, N-Channel","General Purpose","25V PNP, 20 N-Channel","3A","Surface Mount","6-UDFN Exposed Pad","U-DFN2020-6 (Type B)"
https://www.diodes.com/assets/Datasheets/DTM3A25P20NFDB.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20U-DFN2020B-6;%20B;%206.jpg,DTM3A25P20NFDB-7DIDKR-ND,DTM3A25P20NFDB-7,Diodes Incorporated,TRANSISTOR ARRAY U-DFN2020-6 T&R,2985,15000,"Digi-Reel","0","1","Digi-Reel®","-","Active","PNP, N-Channel","General Purpose","25V PNP, 20 N-Channel","3A","Surface Mount","6-UDFN Exposed Pad","U-DFN2020-6 (Type B)"
https://industrial.panasonic.com/content/data/SC/ds/ds4/DMC50201_E.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI-5DB.jpg,DMC502010RTR-ND,DMC502010R,Panasonic Electronic Components,TRANSISTOR NPN 50V SMINI5-F3-B,0,0,"0.10793","0","3000","Tape & Reel (TR)","-","Active","2 NPN (Dual) Common Base","General Amplification","50V","100mA","Surface Mount","6-SMD (5 Leads), Flat Lead","SMini5-F3-B"
https://industrial.panasonic.com/content/data/SC/ds/ds4/DMC50201_E.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI-5DB.jpg,DMC502010RCT-ND,DMC502010R,Panasonic Electronic Components,TRANSISTOR NPN 50V SMINI5-F3-B,2236,0,"0.44000","0","1","Cut Tape (CT)","-","Active","2 NPN (Dual) Common Base","General Amplification","50V","100mA","Surface Mount","6-SMD (5 Leads), Flat Lead","SMini5-F3-B"
https://industrial.panasonic.com/content/data/SC/ds/ds4/DMC50201_E.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI-5DB.jpg,DMC502010RDKR-ND,DMC502010R,Panasonic Electronic Components,TRANSISTOR NPN 50V SMINI5-F3-B,2236,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","2 NPN (Dual) Common Base","General Amplification","50V","100mA","Surface Mount","6-SMD (5 Leads), Flat Lead","SMini5-F3-B"
https://www.diodes.com/assets/Datasheets/ds31675.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20SOT363;%20;%206.jpg,DMB53D0UDWDITR-ND,DMB53D0UDW-7,Diodes Incorporated,MOSFET NMOS+NPN TRANS SOT-363,0,60000,"0.10206","0","3000","Tape & Reel (TR)","-","Active","NPN, N-Channel","General Purpose","45V NPN, 50V N-Channel","100mA PNP, 160mA N-Channel","Surface Mount","6-TSSOP, SC-88, SOT-363","SOT-363"
https://www.diodes.com/assets/Datasheets/ds31675.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20SOT363;%20;%206.jpg,DMB53D0UDWDICT-ND,DMB53D0UDW-7,Diodes Incorporated,MOSFET NMOS+NPN TRANS SOT-363,2770,60000,"0.47000","0","1","Cut Tape (CT)","-","Active","NPN, N-Channel","General Purpose","45V NPN, 50V N-Channel","100mA PNP, 160mA N-Channel","Surface Mount","6-TSSOP, SC-88, SOT-363","SOT-363"
https://www.diodes.com/assets/Datasheets/ds31675.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20SOT363;%20;%206.jpg,DMB53D0UDWDIDKR-ND,DMB53D0UDW-7,Diodes Incorporated,MOSFET NMOS+NPN TRANS SOT-363,2770,60000,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN, N-Channel","General Purpose","45V NPN, 50V N-Channel","100mA PNP, 160mA N-Channel","Surface Mount","6-TSSOP, SC-88, SOT-363","SOT-363"
https://www.diodes.com/assets/Datasheets/ds31651.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-563.jpg,DMB53D0UV-7-ND,DMB53D0UV-7,Diodes Incorporated,MOSFET NMOS+NPN TRANS SOT-563,0,231000,"0.12994","0","3000","Tape & Reel (TR)","-","Active","NPN, N-Channel","General Purpose","45V NPN, 50V N-Channel","100mA PNP, 160mA N-Channel","Surface Mount","SOT-563, SOT-666","SOT-563"
https://www.diodes.com/assets/Datasheets/ds31651.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-563.jpg,DMB53D0UVDITR-ND,DMB53D0UV-7,Diodes Incorporated,MOSFET NMOS+NPN TRANS SOT-563,0,231000,"Active","0","3000","Tape & Reel (TR)","-","Active","NPN, N-Channel","General Purpose","45V NPN, 50V N-Channel","100mA PNP, 160mA N-Channel","Surface Mount","SOT-563, SOT-666","SOT-563"
https://www.diodes.com/assets/Datasheets/ds31651.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-563.jpg,DMB53D0UVDICT-ND,DMB53D0UV-7,Diodes Incorporated,MOSFET NMOS+NPN TRANS SOT-563,1845,0,"0.47000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","NPN, N-Channel","General Purpose","45V NPN, 50V N-Channel","100mA PNP, 160mA N-Channel","Surface Mount","SOT-563, SOT-666","SOT-563"
https://www.diodes.com/assets/Datasheets/ds31651.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT-563.jpg,DMB53D0UVDIDKR-ND,DMB53D0UV-7,Diodes Incorporated,MOSFET NMOS+NPN TRANS SOT-563,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","NPN, N-Channel","General Purpose","45V NPN, 50V N-Channel","100mA PNP, 160mA N-Channel","Surface Mount","SOT-563, SOT-666","SOT-563"
https://www.diodes.com/assets/Datasheets/ds30658.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20SOT363;%20;%206.jpg,LMN200B02DITR-ND,LMN200B02-7,Diodes Incorporated,MCU LOAD SWITCH 200MA SOT-363,0,0,"0.12994","0","3000","Tape & Reel (TR)","-","Active","PNP Pre-Biased, N-Channel Pre-Biased","Load Switch","50V PNP, 60V N-Channel","200mA PNP, 115mA N-Channel","Surface Mount","6-TSSOP, SC-88, SOT-363","SOT-363"
https://www.diodes.com/assets/Datasheets/ds30658.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20SOT363;%20;%206.jpg,LMN200B02DICT-ND,LMN200B02-7,Diodes Incorporated,MCU LOAD SWITCH 200MA SOT-363,1767,0,"0.47000","0","1","Cut Tape (CT)","-","Active","PNP Pre-Biased, N-Channel Pre-Biased","Load Switch","50V PNP, 60V N-Channel","200mA PNP, 115mA N-Channel","Surface Mount","6-TSSOP, SC-88, SOT-363","SOT-363"
https://www.diodes.com/assets/Datasheets/ds30658.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20SOT363;%20;%206.jpg,LMN200B02DIDKR-ND,LMN200B02-7,Diodes Incorporated,MCU LOAD SWITCH 200MA SOT-363,1767,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","PNP Pre-Biased, N-Channel Pre-Biased","Load Switch","50V PNP, 60V N-Channel","200mA PNP, 115mA N-Channel","Surface Mount","6-TSSOP, SC-88, SOT-363","SOT-363"
https://assets.nexperia.com/documents/data-sheet/BCV62.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-5467-2-ND,"BCV62B,235",Nexperia USA Inc.,TRANS PNP 30V 100MA DUAL SOT143B,0,0,"0.16212","0","10000","Tape & Reel (TR)","-","Active","2 PNP (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
https://assets.nexperia.com/documents/data-sheet/BCV62.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-5467-1-ND,"BCV62B,235",Nexperia USA Inc.,TRANS PNP 30V 100MA DUAL SOT143B,9170,0,"0.52000","0","1","Cut Tape (CT)","-","Active","2 PNP (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
https://assets.nexperia.com/documents/data-sheet/BCV62.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-5467-6-ND,"BCV62B,235",Nexperia USA Inc.,TRANS PNP 30V 100MA DUAL SOT143B,9170,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","2 PNP (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
https://assets.nexperia.com/documents/data-sheet/BCV61.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-5465-2-ND,"BCV61B,235",Nexperia USA Inc.,TRANS NPN 30V 100MA DUAL SOT143B,0,0,"0.18200","0","10000","Tape & Reel (TR)","-","Active","2 NPN (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
https://assets.nexperia.com/documents/data-sheet/BCV61.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-5465-1-ND,"BCV61B,235",Nexperia USA Inc.,TRANS NPN 30V 100MA DUAL SOT143B,5516,0,"0.52000","0","1","Cut Tape (CT)","-","Active","2 NPN (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
https://assets.nexperia.com/documents/data-sheet/BCV61.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-5465-6-ND,"BCV61B,235",Nexperia USA Inc.,TRANS NPN 30V 100MA DUAL SOT143B,5516,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","2 NPN (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
https://assets.nexperia.com/documents/data-sheet/BCV61.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-5464-2-ND,"BCV61,215",Nexperia USA Inc.,TRANS NPN 30V 100MA DUAL SOT143B,0,0,"0.17949","0","3000","Tape & Reel (TR)","-","Active","2 NPN (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
https://assets.nexperia.com/documents/data-sheet/BCV61.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-1190-2-ND,"BCV61,235",Nexperia USA Inc.,TRANS NPN 30V 100MA DUAL SOT143B,0,0,"0.16212","0","10000","Tape & Reel (TR)","-","Active","2 NPN (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
https://assets.nexperia.com/documents/data-sheet/BCV61.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-5464-1-ND,"BCV61,215",Nexperia USA Inc.,TRANS NPN 30V 100MA DUAL SOT143B,2527,0,"0.52000","0","1","Cut Tape (CT)","-","Active","2 NPN (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
https://assets.nexperia.com/documents/data-sheet/BCV61.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-5464-6-ND,"BCV61,215",Nexperia USA Inc.,TRANS NPN 30V 100MA DUAL SOT143B,2527,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","2 NPN (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
https://assets.nexperia.com/documents/data-sheet/BCV62.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-4900-2-ND,"BCV62B,215",Nexperia USA Inc.,TRANS PNP 30V 100MA DUAL SOT143B,0,0,"0.18846","0","3000","Tape & Reel (TR)","-","Active","2 PNP (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
https://assets.nexperia.com/documents/data-sheet/BCV62.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-4900-1-ND,"BCV62B,215",Nexperia USA Inc.,TRANS PNP 30V 100MA DUAL SOT143B,2320,0,"0.55000","0","1","Cut Tape (CT)","-","Active","2 PNP (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
https://assets.nexperia.com/documents/data-sheet/BCV62.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-4900-6-ND,"BCV62B,215",Nexperia USA Inc.,TRANS PNP 30V 100MA DUAL SOT143B,2320,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","2 PNP (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
http://www.onsemi.com/pub/Collateral/CPH5905-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TSOT-23-5_419AE%E2%88%9201.jpg,CPH5905H-TL-EOSTR-ND,CPH5905H-TL-E,ON Semiconductor,TRANS NPN/JFET N-CH 15V CPH5,0,0,"0.20344","0","3000","Tape & Reel (TR)","-","Active","NPN + FET","Amplifier","50V","150mA","Surface Mount","SOT-23-5 Thin, TSOT-23-5","5-CPH"
http://www.onsemi.com/pub/Collateral/CPH5905-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TSOT-23-5_419AE%E2%88%9201.jpg,CPH5905H-TL-EOSCT-ND,CPH5905H-TL-E,ON Semiconductor,TRANS NPN/JFET N-CH 15V CPH5,2958,0,"0.59000","0","1","Cut Tape (CT)","-","Active","NPN + FET","Amplifier","50V","150mA","Surface Mount","SOT-23-5 Thin, TSOT-23-5","5-CPH"
http://www.onsemi.com/pub/Collateral/CPH5905-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TSOT-23-5_419AE%E2%88%9201.jpg,CPH5905H-TL-EOSDKR-ND,CPH5905H-TL-E,ON Semiconductor,TRANS NPN/JFET N-CH 15V CPH5,2958,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN + FET","Amplifier","50V","150mA","Surface Mount","SOT-23-5 Thin, TSOT-23-5","5-CPH"
https://assets.nexperia.com/documents/data-sheet/BCV61.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-4899-1-ND,"BCV61C,215",Nexperia USA Inc.,TRANS NPN 30V 100MA DUAL SOT143B,2713,0,"0.59000","0","1","Cut Tape (CT)","-","Active","2 NPN (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
https://assets.nexperia.com/documents/data-sheet/BCV61.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,1727-4899-6-ND,"BCV61C,215",Nexperia USA Inc.,TRANS NPN 30V 100MA DUAL SOT143B,2713,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","2 NPN (Dual) Current Mirror","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143B"
https://www.diodes.com/assets/Datasheets/ds30296.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20SOT363;%20;%206.jpg,CTA2P1NDITR-ND,CTA2P1N-7,Diodes Incorporated,TRANS ARRAY PNP/N-CH -40V SOT363,0,0,"Discontinued at Digi-Key","0","30000","Tape & Reel (TR)","-","Discontinued at Digi-Key","PNP, N-Channel","General Purpose","40V PNP, 60V N-Channel","600mA PNP, 115mA N-Channel","Surface Mount","6-TSSOP, SC-88, SOT-363","SOT-363"
https://www.diodes.com/assets/Datasheets/ds30296.pdf,//media.digikey.com/Renders/Diodes%20Renders/31;%20SOT363;%20;%206.jpg,CTA2P1NDICT-ND,CTA2P1N-7,Diodes Incorporated,TRANS ARRAY PNP/N-CH -40V SOT363,2286,0,"0.61000","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","PNP, N-Channel","General Purpose","40V PNP, 60V N-Channel","600mA PNP, 115mA N-Channel","Surface Mount","6-TSSOP, SC-88, SOT-363","SOT-363"
https://industrial.panasonic.com/content/data/SC/ds/ds4/DMG20102_E.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/9;MINI5-G3-B;;5.jpg,DMG201020RTR-ND,DMG201020R,Panasonic Electronic Components,TRANS NPN PNP 50V MINI5-G3-B,0,0,"0.21792","0","3000","Tape & Reel (TR)","-","Active","NPN + PNP (Emitter Coupled)","General Amplification","50V","500mA","Surface Mount","SC-74A, SOT-753","Mini5-G3-B"
https://industrial.panasonic.com/content/data/SC/ds/ds4/DMG20102_E.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/9;MINI5-G3-B;;5.jpg,DMG201020RCT-ND,DMG201020R,Panasonic Electronic Components,TRANS NPN PNP 50V MINI5-G3-B,1338,0,"0.69000","0","1","Cut Tape (CT)","-","Active","NPN + PNP (Emitter Coupled)","General Amplification","50V","500mA","Surface Mount","SC-74A, SOT-753","Mini5-G3-B"
https://industrial.panasonic.com/content/data/SC/ds/ds4/DMG20102_E.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/9;MINI5-G3-B;;5.jpg,DMG201020RDKR-ND,DMG201020R,Panasonic Electronic Components,TRANS NPN PNP 50V MINI5-G3-B,1338,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","NPN + PNP (Emitter Coupled)","General Amplification","50V","500mA","Surface Mount","SC-74A, SOT-753","Mini5-G3-B"
https://industrial.panasonic.com/content/data/SC/ds/ds4/DMC904F0_E.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI6-F1.jpg,DMC904F00RTR-ND,DMC904F00R,Panasonic Electronic Components,TRANSISTOR NPN 20V SSMINI6-F3-B,0,0,"0.21422","0","8000","Tape & Reel (TR)","-","Active","2 NPN (Dual)","High Frequency","20V","15mA","Surface Mount","SOT-563, SOT-666","SSMini6-F3-B"
https://industrial.panasonic.com/content/data/SC/ds/ds4/DMC904F0_E.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI6-F1.jpg,DMC904F00RCT-ND,DMC904F00R,Panasonic Electronic Components,TRANSISTOR NPN 20V SSMINI6-F3-B,7970,0,"0.72000","0","1","Cut Tape (CT)","-","Active","2 NPN (Dual)","High Frequency","20V","15mA","Surface Mount","SOT-563, SOT-666","SSMini6-F3-B"
https://industrial.panasonic.com/content/data/SC/ds/ds4/DMC904F0_E.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI6-F1.jpg,DMC904F00RDKR-ND,DMC904F00R,Panasonic Electronic Components,TRANSISTOR NPN 20V SSMINI6-F3-B,7970,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","2 NPN (Dual)","High Frequency","20V","15mA","Surface Mount","SOT-563, SOT-666","SSMini6-F3-B"
https://www.infineon.com/dgdl/bcv61.pdf?folderId=db3a30431441fb5d0114498f7eab01ce&fileId=db3a30431441fb5d011449d8ff720246,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,BCV61CE6327HTSA1TR-ND,BCV61CE6327HTSA1,Infineon Technologies,TRANSISTOR NPN DOUBLE SOT-143,0,0,"0.09053","0","3000","Tape & Reel (TR)","-","Last Time Buy","2 NPN, Base Collector Junction","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","PG-SOT143-4"
https://www.infineon.com/dgdl/bcv61.pdf?folderId=db3a30431441fb5d0114498f7eab01ce&fileId=db3a30431441fb5d011449d8ff720246,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,BCV61CE6327HTSA1CT-ND,BCV61CE6327HTSA1,Infineon Technologies,TRANSISTOR NPN DOUBLE SOT-143,4506,0,"0.42000","0","1","Cut Tape (CT)","-","Last Time Buy","2 NPN, Base Collector Junction","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","PG-SOT143-4"
https://www.infineon.com/dgdl/bcv61.pdf?folderId=db3a30431441fb5d0114498f7eab01ce&fileId=db3a30431441fb5d011449d8ff720246,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,BCV61CE6327HTSA1DKR-ND,BCV61CE6327HTSA1,Infineon Technologies,TRANSISTOR NPN DOUBLE SOT-143,4506,0,"Digi-Reel","0","1","Digi-Reel®","-","Last Time Buy","2 NPN, Base Collector Junction","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","PG-SOT143-4"
http://www.aldinc.com/pdf/ALD810023.pdf,//media.digikey.com/Renders/Advanced%20Linear%20Devices/8-SOIC%20PKG.jpg,1014-1263-5-ND,ALD910023SAL,Advanced Linear Devices Inc.,MOSFET DUAL SAB 10.6V 8SOIC,48,0,"3.39000","0","1","Tube","SAB™","Active","2 N-Channel (Dual)","Supercapacitor Auto Balancing","10.6V","80mA","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.aldinc.com/pdf/ALD810026.pdf,//media.digikey.com/Renders/Advanced%20Linear%20Devices/8-SOIC%20PKG.jpg,1014-1266-5-ND,ALD910026SAL,Advanced Linear Devices Inc.,MOSFET DUAL SAB 10.6V 8SOIC,52,0,"3.75000","0","1","Tube","SAB™","Active","2 N-Channel (Dual)","Supercapacitor Auto Balancing","10.6V","80mA","Surface Mount","8-SOIC (0.154"", 3.90mm Width)","8-SOIC"
http://www.aldinc.com/pdf/ALD810026.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/16%20SOIC.jpg,1014-1260-5-ND,ALD810026SCL,Advanced Linear Devices Inc.,MOSFET QUAD SAB 10.6V 16SOIC,38,0,"4.82000","0","1","Tube","SAB™","Active","4 N-Channel","Supercapacitor Auto Balancing","10.6V","80mA","Surface Mount","16-SOIC (0.154"", 3.90mm Width)","16-SOIC"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+SC+4+ALA7001+DMR935E1+8+WW,//media.digikey.com/Renders/Panasonic%20Renders/SMINI6-F1.jpg,DMR935E10RTR-ND,DMR935E10R,Panasonic Electronic Components,TRANSISTOR PNP 20V SSMINI6-F3-B,0,0,"0.12581","0","8000","Tape & Reel (TR)","-","Active","PNP, N-Channel","CCD Output Circuits","20V","50mA","Surface Mount","SOT-563, SOT-666","SSMini6-F3-B"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+SC+4+ALA7001+DMR935E1+8+WW,//media.digikey.com/Renders/Panasonic%20Renders/SMINI6-F1.jpg,DMR935E10RCT-ND,DMR935E10R,Panasonic Electronic Components,TRANSISTOR PNP 20V SSMINI6-F3-B,634,0,"0.54000","0","1","Cut Tape (CT)","-","Active","PNP, N-Channel","CCD Output Circuits","20V","50mA","Surface Mount","SOT-563, SOT-666","SSMini6-F3-B"
http://industrial.panasonic.com/www-cgi/jvcr13pz.cgi?E+SC+4+ALA7001+DMR935E1+8+WW,//media.digikey.com/Renders/Panasonic%20Renders/SMINI6-F1.jpg,DMR935E10RDKR-ND,DMR935E10R,Panasonic Electronic Components,TRANSISTOR PNP 20V SSMINI6-F3-B,634,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","PNP, N-Channel","CCD Output Circuits","20V","50mA","Surface Mount","SOT-563, SOT-666","SSMini6-F3-B"
https://www.infineon.com/dgdl/bcv61.pdf?folderId=db3a30431441fb5d0114498f7eab01ce&fileId=db3a30431441fb5d011449d8ff720246,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,BCV61BE6327HTSA1TR-ND,BCV61BE6327HTSA1,Infineon Technologies,TRANSISTOR NPN DOUBLE SOT-143,0,0,"0.08550","0","9000","Tape & Reel (TR)","-","Last Time Buy","2 NPN, Base Collector Junction","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143-4"
https://www.infineon.com/dgdl/bcv61.pdf?folderId=db3a30431441fb5d0114498f7eab01ce&fileId=db3a30431441fb5d011449d8ff720246,//media.digikey.com/Renders/Diodes%20Renders/SOT143.jpg,BCV61BE6327HTSA1CT-ND,BCV61BE6327HTSA1,Infineon Technologies,TRANSISTOR NPN DOUBLE SOT-143,370,0,"0.42000","0","1","Cut Tape (CT)","-","Last Time Buy","2 NPN, Base Collector Junction","Current Mirror","30V","100mA","Surface Mount","TO-253-4, TO-253AA","SOT-143-4"
