Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Filter Type","Number of Lines","Impedance @ Frequency","Inductance @ Frequency","Current Rating (Max)","DC Resistance (DCR) (Max)","Voltage Rating - DC","Voltage Rating - AC","Operating Temperature","Ratings","Approvals","Features","Mounting Type","Size / Dimension","Height (Max)","Package / Case"
https://assets.nexperia.com/documents/data-sheet/PCMFXUSB3S_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/5-CSP.jpg,1727-2508-1-ND,PCMF1USB3SZ,Nexperia USA Inc.,COMMON MODE CHOKE 2LN SMD ESD,20723,0,"0.52000","0","1","Cut Tape (CT)","PCM","Active","Signal Line","2","-","-","-","3Ohm (Typ)","-","-","-40°C ~ 85°C","-","-","ESD","Surface Mount","0.046"" L x 0.030"" W (1.17mm x 0.77mm)","0.024"" (0.60mm)","5-UFBGA, WLCSP"
https://assets.nexperia.com/documents/data-sheet/PCMFXUSB3S_SER.pdf,//media.digikey.com/Renders/NXP%20Semi%20Renders/5-CSP.jpg,1727-2508-6-ND,PCMF1USB3SZ,Nexperia USA Inc.,COMMON MODE CHOKE 2LN SMD ESD,20723,0,"Digi-Reel","0","1","Digi-Reel®","PCM","Active","Signal Line","2","-","-","-","3Ohm (Typ)","-","-","-40°C ~ 85°C","-","-","ESD","Surface Mount","0.046"" L x 0.030"" W (1.17mm x 0.77mm)","0.024"" (0.60mm)","5-UFBGA, WLCSP"
https://www.murata.com/~/media/webrenewal/products/emiconfun/mail/2013/06/28/en-20130628/l0114s0133dlw21h.ashx,//media.digikey.com/Renders/Murata%20Renders/Horizontal_4PC_Pad(2mmx1_2mm).jpg,490-1064-2-ND,DLW21HN900SQ2L,Murata Electronics North America,CMC 330MA 2LN 90 OHM SMD,36000,0,"0.18528","0","3000","Tape & Reel (TR)","DLW21","Active","Signal Line","2","90 Ohms @ 100MHz","-","330mA","350mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.039"" (1.00mm)","Horizontal, 4 PC Pad"
https://www.murata.com/~/media/webrenewal/products/emiconfun/mail/2013/06/28/en-20130628/l0114s0133dlw21h.ashx,//media.digikey.com/Renders/Murata%20Renders/Horizontal_4PC_Pad(2mmx1_2mm).jpg,490-1064-1-ND,DLW21HN900SQ2L,Murata Electronics North America,CMC 330MA 2LN 90 OHM SMD,36755,0,"0.53000","0","1","Cut Tape (CT)","DLW21","Active","Signal Line","2","90 Ohms @ 100MHz","-","330mA","350mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.039"" (1.00mm)","Horizontal, 4 PC Pad"
https://www.murata.com/~/media/webrenewal/products/emiconfun/mail/2013/06/28/en-20130628/l0114s0133dlw21h.ashx,//media.digikey.com/Renders/Murata%20Renders/Horizontal_4PC_Pad(2mmx1_2mm).jpg,490-1064-6-ND,DLW21HN900SQ2L,Murata Electronics North America,CMC 330MA 2LN 90 OHM SMD,36755,0,"Digi-Reel","0","1","Digi-Reel®","DLW21","Active","Signal Line","2","90 Ohms @ 100MHz","-","330mA","350mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.039"" (1.00mm)","Horizontal, 4 PC Pad"
https://www.murata.com/~/media/webrenewal/products/emiconfun/mail/2013/06/28/en-20130628/l0114s0133dlw21h.ashx,//media.digikey.com/Renders/Murata%20Renders/Horizontal_4PC_Pad(2mmx1_2mm).jpg,490-1066-2-ND,DLW21HN181SQ2L,Murata Electronics North America,CMC 250MA 2LN 180 OHM SMD,21000,0,"0.18528","0","3000","Tape & Reel (TR)","DLW21","Active","Signal Line","2","180 Ohms @ 100MHz","-","250mA","500mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.039"" (1.00mm)","Horizontal, 4 PC Pad"
https://www.murata.com/~/media/webrenewal/products/emiconfun/mail/2013/06/28/en-20130628/l0114s0133dlw21h.ashx,//media.digikey.com/Renders/Murata%20Renders/Horizontal_4PC_Pad(2mmx1_2mm).jpg,490-1066-1-ND,DLW21HN181SQ2L,Murata Electronics North America,CMC 250MA 2LN 180 OHM SMD,23730,0,"0.53000","0","1","Cut Tape (CT)","DLW21","Active","Signal Line","2","180 Ohms @ 100MHz","-","250mA","500mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.039"" (1.00mm)","Horizontal, 4 PC Pad"
https://www.murata.com/~/media/webrenewal/products/emiconfun/mail/2013/06/28/en-20130628/l0114s0133dlw21h.ashx,//media.digikey.com/Renders/Murata%20Renders/Horizontal_4PC_Pad(2mmx1_2mm).jpg,490-1066-6-ND,DLW21HN181SQ2L,Murata Electronics North America,CMC 250MA 2LN 180 OHM SMD,23730,0,"Digi-Reel","0","1","Digi-Reel®","DLW21","Active","Signal Line","2","180 Ohms @ 100MHz","-","250mA","500mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.039"" (1.00mm)","Horizontal, 4 PC Pad"
https://www.murata.com/~/media/webrenewal/products/emiconfun/mail/2011/09/28/en-20110928/l0114s0129dlp11.ashx,"//media.digikey.com/Renders/Murata%20Renders/0504-(1210-Metric)-0,92-4-Lead-DLP11S-Series.jpg",490-6033-2-ND,DLP11SA350HL2L,Murata Electronics North America,CMC 170MA 2LN 35 OHM SMD,12000,0,"0.18688","0","3000","Tape & Reel (TR)","DLP11","Active","Signal Line","2","35 Ohms @ 100MHz","-","170mA","1.13Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.036"" (0.92mm)","0504 (1210 Metric), 4 Lead"
https://www.murata.com/~/media/webrenewal/products/emiconfun/mail/2011/09/28/en-20110928/l0114s0129dlp11.ashx,"//media.digikey.com/Renders/Murata%20Renders/0504-(1210-Metric)-0,92-4-Lead-DLP11S-Series.jpg",490-6033-1-ND,DLP11SA350HL2L,Murata Electronics North America,CMC 170MA 2LN 35 OHM SMD,16800,0,"0.54000","0","1","Cut Tape (CT)","DLP11","Active","Signal Line","2","35 Ohms @ 100MHz","-","170mA","1.13Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.036"" (0.92mm)","0504 (1210 Metric), 4 Lead"
https://www.murata.com/~/media/webrenewal/products/emiconfun/mail/2011/09/28/en-20110928/l0114s0129dlp11.ashx,"//media.digikey.com/Renders/Murata%20Renders/0504-(1210-Metric)-0,92-4-Lead-DLP11S-Series.jpg",490-6033-6-ND,DLP11SA350HL2L,Murata Electronics North America,CMC 170MA 2LN 35 OHM SMD,16800,0,"Digi-Reel","0","1","Digi-Reel®","DLP11","Active","Signal Line","2","35 Ohms @ 100MHz","-","170mA","1.13Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.036"" (0.92mm)","0504 (1210 Metric), 4 Lead"
https://www.murata.com/~/media/webrenewal/products/emiconfun/mail/2011/09/28/en-20110928/l0114s0129dlp11.ashx,"//media.digikey.com/Renders/Murata%20Renders/0504-(1210-Metric)-0,92-4-Lead-DLP11S-Series.jpg",490-6035-2-ND,DLP11SA900HL2L,Murata Electronics North America,CMC 150MA 2LN 90 OHM SMD,3000,0,"0.18688","0","3000","Tape & Reel (TR)","DLP11","Active","Signal Line","2","90 Ohms @ 100MHz","-","150mA","1.75Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.036"" (0.92mm)","0504 (1210 Metric), 4 Lead"
https://www.murata.com/~/media/webrenewal/products/emiconfun/mail/2011/09/28/en-20110928/l0114s0129dlp11.ashx,"//media.digikey.com/Renders/Murata%20Renders/0504-(1210-Metric)-0,92-4-Lead-DLP11S-Series.jpg",490-6035-1-ND,DLP11SA900HL2L,Murata Electronics North America,CMC 150MA 2LN 90 OHM SMD,5522,0,"0.54000","0","1","Cut Tape (CT)","DLP11","Active","Signal Line","2","90 Ohms @ 100MHz","-","150mA","1.75Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.036"" (0.92mm)","0504 (1210 Metric), 4 Lead"
https://www.murata.com/~/media/webrenewal/products/emiconfun/mail/2011/09/28/en-20110928/l0114s0129dlp11.ashx,"//media.digikey.com/Renders/Murata%20Renders/0504-(1210-Metric)-0,92-4-Lead-DLP11S-Series.jpg",490-6035-6-ND,DLP11SA900HL2L,Murata Electronics North America,CMC 150MA 2LN 90 OHM SMD,5522,0,"Digi-Reel","0","1","Digi-Reel®","DLP11","Active","Signal Line","2","90 Ohms @ 100MHz","-","150mA","1.75Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.036"" (0.92mm)","0504 (1210 Metric), 4 Lead"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_acm2012_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ACM2012.jpg,445-2207-2-ND,ACM2012-900-2P-T002,TDK Corporation,CMC 400MA 2LN 90 OHM SMD,198000,0,"0.19040","0","2000","Tape & Reel (TR)","ACM","Active","Signal Line","2","90 Ohms @ 100MHz","-","400mA","190mOhm","50V","-","-25°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.051"" (1.30mm)","Horizontal, 4 PC Pad"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_acm2012_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ACM2012.jpg,445-2207-1-ND,ACM2012-900-2P-T002,TDK Corporation,CMC 400MA 2LN 90 OHM SMD,199320,0,"0.52000","0","1","Cut Tape (CT)","ACM","Active","Signal Line","2","90 Ohms @ 100MHz","-","400mA","190mOhm","50V","-","-25°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.051"" (1.30mm)","Horizontal, 4 PC Pad"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_acm2012_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ACM2012.jpg,445-2207-6-ND,ACM2012-900-2P-T002,TDK Corporation,CMC 400MA 2LN 90 OHM SMD,199320,0,"Digi-Reel","0","1","Digi-Reel®","ACM","Active","Signal Line","2","90 Ohms @ 100MHz","-","400mA","190mOhm","50V","-","-25°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.051"" (1.30mm)","Horizontal, 4 PC Pad"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_acm2012_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ACM2012.jpg,445-2210-2-ND,ACM2012-361-2P-T002,TDK Corporation,CMC 220MA 2LN 360 OHM SMD,124000,0,"0.19040","0","2000","Tape & Reel (TR)","ACM","Active","Signal Line","2","360 Ohms @ 100MHz","-","220mA","500mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.051"" (1.30mm)","Horizontal, 4 PC Pad"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_acm2012_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ACM2012.jpg,445-2210-1-ND,ACM2012-361-2P-T002,TDK Corporation,CMC 220MA 2LN 360 OHM SMD,127532,0,"0.52000","0","1","Cut Tape (CT)","ACM","Active","Signal Line","2","360 Ohms @ 100MHz","-","220mA","500mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.051"" (1.30mm)","Horizontal, 4 PC Pad"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_acm2012_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ACM2012.jpg,445-2210-6-ND,ACM2012-361-2P-T002,TDK Corporation,CMC 220MA 2LN 360 OHM SMD,127532,0,"Digi-Reel","0","1","Digi-Reel®","ACM","Active","Signal Line","2","360 Ohms @ 100MHz","-","220mA","500mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.051"" (1.30mm)","Horizontal, 4 PC Pad"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_acm2012_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ACM2012.jpg,445-2209-2-ND,ACM2012-201-2P-T002,TDK Corporation,CMC 350MA 2LN 200 OHM SMD,70000,0,"0.19040","0","2000","Tape & Reel (TR)","ACM","Active","Signal Line","2","200 Ohms @ 100MHz","-","350mA","250mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.051"" (1.30mm)","Horizontal, 4 PC Pad"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_acm2012_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ACM2012.jpg,445-2209-1-ND,ACM2012-201-2P-T002,TDK Corporation,CMC 350MA 2LN 200 OHM SMD,70366,0,"0.52000","0","1","Cut Tape (CT)","ACM","Active","Signal Line","2","200 Ohms @ 100MHz","-","350mA","250mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.051"" (1.30mm)","Horizontal, 4 PC Pad"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_acm2012_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ACM2012.jpg,445-2209-6-ND,ACM2012-201-2P-T002,TDK Corporation,CMC 350MA 2LN 200 OHM SMD,70366,0,"Digi-Reel","0","1","Digi-Reel®","ACM","Active","Signal Line","2","200 Ohms @ 100MHz","-","350mA","250mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.051"" (1.30mm)","Horizontal, 4 PC Pad"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_acm2012_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ACM2012.jpg,445-2208-2-ND,ACM2012-121-2P-T002,TDK Corporation,CMC 370MA 2LN 120 OHM SMD,56000,0,"0.19040","0","2000","Tape & Reel (TR)","ACM","Active","Signal Line","2","120 Ohms @ 100MHz","-","370mA","220mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.051"" (1.30mm)","Horizontal, 4 PC Pad"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_acm2012_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ACM2012.jpg,445-2208-1-ND,ACM2012-121-2P-T002,TDK Corporation,CMC 370MA 2LN 120 OHM SMD,57220,0,"0.52000","0","1","Cut Tape (CT)","ACM","Active","Signal Line","2","120 Ohms @ 100MHz","-","370mA","220mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.051"" (1.30mm)","Horizontal, 4 PC Pad"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_acm2012_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ACM2012.jpg,445-2208-6-ND,ACM2012-121-2P-T002,TDK Corporation,CMC 370MA 2LN 120 OHM SMD,57220,0,"Digi-Reel","0","1","Digi-Reel®","ACM","Active","Signal Line","2","120 Ohms @ 100MHz","-","370mA","220mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.051"" (1.30mm)","Horizontal, 4 PC Pad"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_mcz1210ah_en.pdf,//media.digikey.com/Renders/TDK%20Renders/SMD-MCZ-Series.jpg,445-5390-2-ND,MCZ1210AH900L2T,TDK Corporation,CMC 100MA 2LN 90 OHM SMD,24000,0,"0.20000","0","4000","Tape & Reel (TR)","MCZ-AH","Active","Signal Line","2","90 Ohms @ 100MHz","-","100mA","1.75Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.024"" (0.60mm)","0504 (1210 Metric), 4 Lead"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_mcz1210ah_en.pdf,//media.digikey.com/Renders/TDK%20Renders/SMD-MCZ-Series.jpg,445-5390-1-ND,MCZ1210AH900L2T,TDK Corporation,CMC 100MA 2LN 90 OHM SMD,27250,0,"0.58000","0","1","Cut Tape (CT)","MCZ-AH","Active","Signal Line","2","90 Ohms @ 100MHz","-","100mA","1.75Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.024"" (0.60mm)","0504 (1210 Metric), 4 Lead"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_mcz1210ah_en.pdf,//media.digikey.com/Renders/TDK%20Renders/SMD-MCZ-Series.jpg,445-5390-6-ND,MCZ1210AH900L2T,TDK Corporation,CMC 100MA 2LN 90 OHM SMD,27250,0,"Digi-Reel","0","1","Digi-Reel®","MCZ-AH","Active","Signal Line","2","90 Ohms @ 100MHz","-","100mA","1.75Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.024"" (0.60mm)","0504 (1210 Metric), 4 Lead"
https://industrial.panasonic.com/cdbs/www-data/pdf/AWC0000/AWC0000COL31.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/EXC24-Series(Common-Mode.jpg,P12972TR-ND,EXC-24CE900U,Panasonic Electronic Components,CMC 160MA 2LN 90 OHM SMD,20000,0,"0.20414","0","5000","Tape & Reel (TR)","EXC24","Active","Signal Line","2","90 Ohms @ 100MHz","-","160mA","1.75Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.024"" (0.60mm)","0504 (1210 Metric), 4 Lead"
https://industrial.panasonic.com/cdbs/www-data/pdf/AWC0000/AWC0000COL31.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/EXC24-Series(Common-Mode.jpg,P12972CT-ND,EXC-24CE900U,Panasonic Electronic Components,CMC 160MA 2LN 90 OHM SMD,22963,0,"0.61000","0","1","Cut Tape (CT)","EXC24","Active","Signal Line","2","90 Ohms @ 100MHz","-","160mA","1.75Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.024"" (0.60mm)","0504 (1210 Metric), 4 Lead"
https://industrial.panasonic.com/cdbs/www-data/pdf/AWC0000/AWC0000COL31.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/EXC24-Series(Common-Mode.jpg,P12972DKR-ND,EXC-24CE900U,Panasonic Electronic Components,CMC 160MA 2LN 90 OHM SMD,22963,0,"Digi-Reel","0","1","Digi-Reel®","EXC24","Active","Signal Line","2","90 Ohms @ 100MHz","-","160mA","1.75Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.024"" (0.60mm)","0504 (1210 Metric), 4 Lead"
https://industrial.panasonic.com/cdbs/www-data/pdf/AWC0000/AWC0000COL31.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/EXC24-Series(Common-Mode.jpg,P12971TR-ND,EXC-24CE201U,Panasonic Electronic Components,CMC 130MA 2LN 200 OHM SMD,10000,0,"0.20414","0","5000","Tape & Reel (TR)","EXC24","Active","Signal Line","2","200 Ohms @ 100MHz","-","130mA","2.7Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.024"" (0.60mm)","0504 (1210 Metric), 4 Lead"
https://industrial.panasonic.com/cdbs/www-data/pdf/AWC0000/AWC0000COL31.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/EXC24-Series(Common-Mode.jpg,P12971CT-ND,EXC-24CE201U,Panasonic Electronic Components,CMC 130MA 2LN 200 OHM SMD,12672,0,"0.61000","0","1","Cut Tape (CT)","EXC24","Active","Signal Line","2","200 Ohms @ 100MHz","-","130mA","2.7Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.024"" (0.60mm)","0504 (1210 Metric), 4 Lead"
https://industrial.panasonic.com/cdbs/www-data/pdf/AWC0000/AWC0000COL31.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/EXC24-Series(Common-Mode.jpg,P12971DKR-ND,EXC-24CE201U,Panasonic Electronic Components,CMC 130MA 2LN 200 OHM SMD,12672,0,"Digi-Reel","0","1","Digi-Reel®","EXC24","Active","Signal Line","2","200 Ohms @ 100MHz","-","130mA","2.7Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.024"" (0.60mm)","0504 (1210 Metric), 4 Lead"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=18962,//media.digikey.com/Photos/Fair-Right/2744045447.JPG,1934-1344-2-ND,2744045447,Fair-Rite Products Corp.,CMC 5A 2LN 60 OHM SMD,26400,0,"0.20777","0","2400","Tape & Reel (TR)","-","Active","Signal Line","2","60 Ohms @ 100MHz","-","5A","1.4mOhm","-","-","-55°C ~ 125°C","-","-","-","Surface Mount","0.220"" L x 0.350"" W (5.60mm x 8.90mm)","0.120"" (3.05mm)","Horizontal, 4 PC Pad"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=18962,//media.digikey.com/Photos/Fair-Right/2744045447.JPG,1934-1344-1-ND,2744045447,Fair-Rite Products Corp.,CMC 5A 2LN 60 OHM SMD,28638,0,"0.56000","0","1","Cut Tape (CT)","-","Active","Signal Line","2","60 Ohms @ 100MHz","-","5A","1.4mOhm","-","-","-55°C ~ 125°C","-","-","-","Surface Mount","0.220"" L x 0.350"" W (5.60mm x 8.90mm)","0.120"" (3.05mm)","Horizontal, 4 PC Pad"
http://www.fair-rite.com/wp-content/themes/fair-rite/print_product.php?pid=18962,//media.digikey.com/Photos/Fair-Right/2744045447.JPG,1934-1344-6-ND,2744045447,Fair-Rite Products Corp.,CMC 5A 2LN 60 OHM SMD,28638,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Signal Line","2","60 Ohms @ 100MHz","-","5A","1.4mOhm","-","-","-55°C ~ 125°C","-","-","-","Surface Mount","0.220"" L x 0.350"" W (5.60mm x 8.90mm)","0.120"" (3.05mm)","Horizontal, 4 PC Pad"
https://www.murata.com/en-us/products/productdata/8796756279326/EFLE0018.pdf,//media.digikey.com/Renders/Murata%20Renders/0302-(0806-Metric)-4-Lead.jpg,490-5151-2-ND,DLP0NSN900HL2L,Murata Electronics North America,CMC 100MA 2LN 90 OHM SMD,85000,0,"0.21003","0","5000","Tape & Reel (TR)","DLP0N","Active","Signal Line","2","90 Ohms @ 100MHz","-","100mA","3.75Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.033"" L x 0.026"" W (0.85mm x 0.65mm)","0.020"" (0.50mm)","0302 (0806 Metric), 4 Lead"
https://www.murata.com/en-us/products/productdata/8796756279326/EFLE0018.pdf,//media.digikey.com/Renders/Murata%20Renders/0302-(0806-Metric)-4-Lead.jpg,490-5151-1-ND,DLP0NSN900HL2L,Murata Electronics North America,CMC 100MA 2LN 90 OHM SMD,87585,0,"0.62000","0","1","Cut Tape (CT)","DLP0N","Active","Signal Line","2","90 Ohms @ 100MHz","-","100mA","3.75Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.033"" L x 0.026"" W (0.85mm x 0.65mm)","0.020"" (0.50mm)","0302 (0806 Metric), 4 Lead"
https://www.murata.com/en-us/products/productdata/8796756279326/EFLE0018.pdf,//media.digikey.com/Renders/Murata%20Renders/0302-(0806-Metric)-4-Lead.jpg,490-5151-6-ND,DLP0NSN900HL2L,Murata Electronics North America,CMC 100MA 2LN 90 OHM SMD,87585,0,"Digi-Reel","0","1","Digi-Reel®","DLP0N","Active","Signal Line","2","90 Ohms @ 100MHz","-","100mA","3.75Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.033"" L x 0.026"" W (0.85mm x 0.65mm)","0.020"" (0.50mm)","0302 (0806 Metric), 4 Lead"
https://industrial.panasonic.com/cdbs/www-data/pdf/AWC0000/AWC0000COL31.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/EXC24-Series(2-Mode).jpg,P11169TR-ND,EXC-24CB102U,Panasonic Electronic Components,CMC 50MA 2LN 1 KOHM SMD,15000,0,"0.22181","0","5000","Tape & Reel (TR)","EXC24","Active","Signal Line","2","1 kOhms @ 100MHz","-","50mA","1.5Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.024"" (0.60mm)","0504 (1210 Metric), 4 Lead"
https://industrial.panasonic.com/cdbs/www-data/pdf/AWC0000/AWC0000COL31.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/EXC24-Series(2-Mode).jpg,P11169CT-ND,EXC-24CB102U,Panasonic Electronic Components,CMC 50MA 2LN 1 KOHM SMD,19240,0,"0.66000","0","1","Cut Tape (CT)","EXC24","Active","Signal Line","2","1 kOhms @ 100MHz","-","50mA","1.5Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.024"" (0.60mm)","0504 (1210 Metric), 4 Lead"
https://industrial.panasonic.com/cdbs/www-data/pdf/AWC0000/AWC0000COL31.pdf,//media.digikey.com/Renders/Panasonic%20Elect%20Works%20Renders/EXC24-Series(2-Mode).jpg,P11169DKR-ND,EXC-24CB102U,Panasonic Electronic Components,CMC 50MA 2LN 1 KOHM SMD,19240,0,"Digi-Reel","0","1","Digi-Reel®","EXC24","Active","Signal Line","2","1 kOhms @ 100MHz","-","50mA","1.5Ohm","5V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.049"" L x 0.039"" W (1.25mm x 1.00mm)","0.024"" (0.60mm)","0504 (1210 Metric), 4 Lead"
https://product.tdk.com/info/en/catalog/datasheets/cmf_commercial_signal_acm2012e_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_ACM2012E.jpg,445-175023-2-ND,ACM2012E-900-2P-T00,TDK Corporation,CMC 330MA 2LN 90 OHM SMD,28000,0,"0.22355","0","2000","Tape & Reel (TR)","ACM-E","Active","Signal Line","2","90 Ohms @ 100MHz","-","330mA","350mOhm","50V","-","-40°C ~ 85°C","-","-","-","Surface Mount","0.079"" L x 0.047"" W (2.00mm x 1.20mm)","0.043"" (1.10mm)","Horizontal, 4 PC Pad"
