Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Filter Order","Technology","Number of Channels","Center / Cutoff Frequency","Attenuation Value","Resistance - Channel (Ohms)","Current","Values","ESD Protection","Operating Temperature","Applications","Voltage - Rated","Mounting Type","Package / Case","Size / Dimension","Height"
https://www.knowlescapacitors.com/getattachment/d832ef33-ec0f-45c7-8006-dfb1282e2264/SBSP-SBSPP-1A.aspx,"//media.digikey.com/Renders/Knowles%20Syfer/SBS-Series-1206-(3216-Metric),-3-PC-Pad.jpg",1608-1207-1-ND,SBSPP1000102MXT,Knowles Syfer,FILTER LC(PI) 1000PF SMD,4954,0,"1.23000","0","1","Cut Tape (CT)","SBSP","Active","Low Pass","3rd","LC (Pi)","1","-","37dB @ 100MHz","-","1A","C = 1000pF","No","-","General Purpose","100V","Surface Mount","1206 (3216 Metric), 3 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)"
https://www.knowlescapacitors.com/getattachment/d832ef33-ec0f-45c7-8006-dfb1282e2264/SBSP-SBSPP-1A.aspx,"//media.digikey.com/Renders/Knowles%20Syfer/SBS-Series-1206-(3216-Metric),-3-PC-Pad.jpg",1608-1207-6-ND,SBSPP1000102MXT,Knowles Syfer,FILTER LC(PI) 1000PF SMD,4954,0,"Digi-Reel","0","1","Digi-Reel®","SBSP","Active","Low Pass","3rd","LC (Pi)","1","-","37dB @ 100MHz","-","1A","C = 1000pF","No","-","General Purpose","100V","Surface Mount","1206 (3216 Metric), 3 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.071"" (1.80mm)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/a7/86/d3/98/2c/7f/4b/d2/CD00217829.pdf/files/CD00217829.pdf/jcr:content/translations/en.CD00217829.pdf,//media.digikey.com/Photos/STMicro%20Photos/EMIF08-1502M16.jpg,497-8751-2-ND,EMIF06-MSD02N16,STMicroelectronics,FILTER RC(PI) 45 OHM/20PF SMD,6000,0,"0.58200","0","3000","Tape & Reel (TR)","IPAD™","Active","Low Pass","2nd","RC (Pi)","6","-","-","45","-","R = 45Ohms, C = 20pF (Total)","Yes","-30°C ~ 85°C","Data Lines for Mobile Devices","-","Surface Mount","16-UFDFN Exposed Pad","0.138"" L x 0.047"" W (3.50mm x 1.20mm)","0.022"" (0.55mm)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/a7/86/d3/98/2c/7f/4b/d2/CD00217829.pdf/files/CD00217829.pdf/jcr:content/translations/en.CD00217829.pdf,//media.digikey.com/Photos/STMicro%20Photos/EMIF08-1502M16.jpg,497-8751-1-ND,EMIF06-MSD02N16,STMicroelectronics,FILTER RC(PI) 45 OHM/20PF SMD,6151,0,"1.32000","0","1","Cut Tape (CT)","IPAD™","Active","Low Pass","2nd","RC (Pi)","6","-","-","45","-","R = 45Ohms, C = 20pF (Total)","Yes","-30°C ~ 85°C","Data Lines for Mobile Devices","-","Surface Mount","16-UFDFN Exposed Pad","0.138"" L x 0.047"" W (3.50mm x 1.20mm)","0.022"" (0.55mm)"
http://www.st.com/content/ccc/resource/technical/document/datasheet/a7/86/d3/98/2c/7f/4b/d2/CD00217829.pdf/files/CD00217829.pdf/jcr:content/translations/en.CD00217829.pdf,//media.digikey.com/Photos/STMicro%20Photos/EMIF08-1502M16.jpg,497-8751-6-ND,EMIF06-MSD02N16,STMicroelectronics,FILTER RC(PI) 45 OHM/20PF SMD,6151,0,"Digi-Reel","0","1","Digi-Reel®","IPAD™","Active","Low Pass","2nd","RC (Pi)","6","-","-","45","-","R = 45Ohms, C = 20pF (Total)","Yes","-30°C ~ 85°C","Data Lines for Mobile Devices","-","Surface Mount","16-UFDFN Exposed Pad","0.138"" L x 0.047"" W (3.50mm x 1.20mm)","0.022"" (0.55mm)"
http://www.ctscorp.com/wp-content/uploads/2016/01/4700-003.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4700-003LF.jpg,410-1193-2-ND,4700-003MLF,Tusonix a Subsidiary of CTS Electronic Components,FILTER LC(PI) 0.1UH/2000PF SMD,4000,0,"0.68800","0","2000","Tape & Reel (TR)","4700","Active","Low Pass","3rd","LC (Pi)","1","-","45dB @ 100MHz","-","10A","L = 0.1µH, C = 2000pF","No","-55°C ~ 125°C","General Purpose","100V","Surface Mount","Pill, Square","0.315"" L x 0.090"" W (8.00mm x 2.29mm)","0.095"" (2.41mm)"
http://www.ctscorp.com/wp-content/uploads/2016/01/4700-003.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4700-003LF.jpg,410-1193-1-ND,4700-003MLF,Tusonix a Subsidiary of CTS Electronic Components,FILTER LC(PI) 0.1UH/2000PF SMD,9517,0,"1.33000","0","1","Cut Tape (CT)","4700","Active","Low Pass","3rd","LC (Pi)","1","-","45dB @ 100MHz","-","10A","L = 0.1µH, C = 2000pF","No","-55°C ~ 125°C","General Purpose","100V","Surface Mount","Pill, Square","0.315"" L x 0.090"" W (8.00mm x 2.29mm)","0.095"" (2.41mm)"
http://www.ctscorp.com/wp-content/uploads/2016/01/4700-003.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4700-003LF.jpg,410-1193-6-ND,4700-003MLF,Tusonix a Subsidiary of CTS Electronic Components,FILTER LC(PI) 0.1UH/2000PF SMD,9517,0,"Digi-Reel","0","1","Digi-Reel®","4700","Active","Low Pass","3rd","LC (Pi)","1","-","45dB @ 100MHz","-","10A","L = 0.1µH, C = 2000pF","No","-55°C ~ 125°C","General Purpose","100V","Surface Mount","Pill, Square","0.315"" L x 0.090"" W (8.00mm x 2.29mm)","0.095"" (2.41mm)"
http://www.ctscorp.com/wp-content/uploads/2016/01/4701-001.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4701-001LF.jpg,410-1199-2-ND,4701-001MLF,Tusonix a Subsidiary of CTS Electronic Components,FILTER LC(PI) 0.1UH/8200PF SMD,12000,0,"0.72000","0","2000","Tape & Reel (TR)","4700","Active","Low Pass","3rd","LC (Pi)","1","-","65dB @ 100MHz","-","10A","L = 0.1µH, C = 8200pF","No","-55°C ~ 125°C","General Purpose","100V","Surface Mount","Pill, Square","0.394"" L x 0.090"" W (10.00mm x 2.29mm)","0.095"" (2.41mm)"
http://www.ctscorp.com/wp-content/uploads/2016/01/4701-001.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4701-001LF.jpg,410-1199-1-ND,4701-001MLF,Tusonix a Subsidiary of CTS Electronic Components,FILTER LC(PI) 0.1UH/8200PF SMD,12221,0,"1.40000","0","1","Cut Tape (CT)","4700","Active","Low Pass","3rd","LC (Pi)","1","-","65dB @ 100MHz","-","10A","L = 0.1µH, C = 8200pF","No","-55°C ~ 125°C","General Purpose","100V","Surface Mount","Pill, Square","0.394"" L x 0.090"" W (10.00mm x 2.29mm)","0.095"" (2.41mm)"
http://www.ctscorp.com/wp-content/uploads/2016/01/4701-001.pdf,//media.digikey.com/Photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4701-001LF.jpg,410-1199-6-ND,4701-001MLF,Tusonix a Subsidiary of CTS Electronic Components,FILTER LC(PI) 0.1UH/8200PF SMD,12221,0,"Digi-Reel","0","1","Digi-Reel®","4700","Active","Low Pass","3rd","LC (Pi)","1","-","65dB @ 100MHz","-","10A","L = 0.1µH, C = 8200pF","No","-55°C ~ 125°C","General Purpose","100V","Surface Mount","Pill, Square","0.394"" L x 0.090"" W (10.00mm x 2.29mm)","0.095"" (2.41mm)"
https://www.semtech.com/uploads/documents/eclamp2357nq.pdf,//media.digikey.com/Renders/Semtech%20Renders/16-WFQFN%20Exposed%20Pad.jpg,ECLAMP2357NQTLTTR-ND,ECLAMP2357NQTLT,Semtech Corporation,FILTER LC(PI) 100 OHM/12PF SMD,12000,0,"0.75600","0","3000","Tape & Reel (TR)","EMIClamp®","Active","Low Pass","3rd","LC (Pi)","6","-","30dB @ 1.8GHz","100","-","R = 100Ohms, C = 12pF","Yes","-40°C ~ 125°C","Automotive","-","Surface Mount","16-UFQFN Exposed Pad","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.028"" (0.70mm)"
https://www.semtech.com/uploads/documents/eclamp2357nq.pdf,//media.digikey.com/Renders/Semtech%20Renders/16-WFQFN%20Exposed%20Pad.jpg,ECLAMP2357NQTLTCT-ND,ECLAMP2357NQTLT,Semtech Corporation,FILTER LC(PI) 100 OHM/12PF SMD,12573,0,"1.79000","0","1","Cut Tape (CT)","EMIClamp®","Active","Low Pass","3rd","LC (Pi)","6","-","30dB @ 1.8GHz","100","-","R = 100Ohms, C = 12pF","Yes","-40°C ~ 125°C","Automotive","-","Surface Mount","16-UFQFN Exposed Pad","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.028"" (0.70mm)"
https://www.semtech.com/uploads/documents/eclamp2357nq.pdf,//media.digikey.com/Renders/Semtech%20Renders/16-WFQFN%20Exposed%20Pad.jpg,ECLAMP2357NQTLTDKR-ND,ECLAMP2357NQTLT,Semtech Corporation,FILTER LC(PI) 100 OHM/12PF SMD,12573,0,"Digi-Reel","0","1","Digi-Reel®","EMIClamp®","Active","Low Pass","3rd","LC (Pi)","6","-","30dB @ 1.8GHz","100","-","R = 100Ohms, C = 12pF","Yes","-40°C ~ 125°C","Automotive","-","Surface Mount","16-UFQFN Exposed Pad","0.118"" L x 0.118"" W (3.00mm x 3.00mm)","0.028"" (0.70mm)"
https://www.murata.com/en-us/products/productdata/8796777775134/ENFH0008.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-5052-2-ND,BNX022-01L,Murata Electronics North America,FILTER LC 1UF SMD,6800,0,"2.84175","0","400","Tape & Reel (TR)","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 1MHz ~ 1GHz","0.00043","20A","C = 1µF","No","-40°C ~ 125°C","Data Lines for Mobile Devices","50V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.130"" (3.30mm)"
https://www.murata.com/en-us/products/productdata/8796777775134/ENFH0008.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-5052-1-ND,BNX022-01L,Murata Electronics North America,FILTER LC 1UF SMD,6972,0,"6.04000","0","1","Cut Tape (CT)","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 1MHz ~ 1GHz","0.00043","20A","C = 1µF","No","-40°C ~ 125°C","Data Lines for Mobile Devices","50V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.130"" (3.30mm)"
https://www.murata.com/en-us/products/productdata/8796777775134/ENFH0008.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-5052-6-ND,BNX022-01L,Murata Electronics North America,FILTER LC 1UF SMD,6972,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 1MHz ~ 1GHz","0.00043","20A","C = 1µF","No","-40°C ~ 125°C","Data Lines for Mobile Devices","50V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.130"" (3.30mm)"
https://www.murata.com/en-us/products/productdata/8796777775134/ENFH0008.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-5990-2-ND,BNX023-01L,Murata Electronics North America,FILTER LC 1UF SMD,10400,0,"3.07500","0","400","Tape & Reel (TR)","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 1MHz ~ 1GHz","0.00043","20A","C = 1µF","No","-40°C ~ 125°C","Data Lines for Mobile Devices","100V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.130"" (3.30mm)"
https://www.murata.com/en-us/products/productdata/8796777775134/ENFH0008.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-5990-1-ND,BNX023-01L,Murata Electronics North America,FILTER LC 1UF SMD,10500,0,"6.54000","0","1","Cut Tape (CT)","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 1MHz ~ 1GHz","0.00043","20A","C = 1µF","No","-40°C ~ 125°C","Data Lines for Mobile Devices","100V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.130"" (3.30mm)"
https://www.murata.com/en-us/products/productdata/8796777775134/ENFH0008.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-5990-6-ND,BNX023-01L,Murata Electronics North America,FILTER LC 1UF SMD,10500,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 1MHz ~ 1GHz","0.00043","20A","C = 1µF","No","-40°C ~ 125°C","Data Lines for Mobile Devices","100V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.130"" (3.30mm)"
https://www.knowlescapacitors.com/getattachment/42bf4426-421e-4235-adcb-075080cf56b0/SBSG-SBSGC-10A.aspx,"//media.digikey.com/Renders/Knowles%20Syfer/SBS-Series-1812-(4532-Metric),-3-PC-Pad.jpg",1608-1195-2-ND,SBSGP5000473MXT,Knowles Syfer,FILTER LC(PI) 0.047UF SMD,2500,0,"3.51698","0","500","Tape & Reel (TR)","SBSG","Active","Low Pass","3rd","LC (Pi)","1","-","39dB @ 100MHz","-","5A","C = 0.047µF","No","-","General Purpose","500V","Surface Mount","1812 (4532 Metric), 3 PC Pad","0.179"" L x 0.126"" W (4.55mm x 3.20mm)","0.104"" (2.64mm)"
https://www.knowlescapacitors.com/getattachment/42bf4426-421e-4235-adcb-075080cf56b0/SBSG-SBSGC-10A.aspx,"//media.digikey.com/Renders/Knowles%20Syfer/SBS-Series-1812-(4532-Metric),-3-PC-Pad.jpg",1608-1195-1-ND,SBSGP5000473MXT,Knowles Syfer,FILTER LC(PI) 0.047UF SMD,3573,0,"7.20000","0","1","Cut Tape (CT)","SBSG","Active","Low Pass","3rd","LC (Pi)","1","-","39dB @ 100MHz","-","5A","C = 0.047µF","No","-","General Purpose","500V","Surface Mount","1812 (4532 Metric), 3 PC Pad","0.179"" L x 0.126"" W (4.55mm x 3.20mm)","0.104"" (2.64mm)"
https://www.knowlescapacitors.com/getattachment/42bf4426-421e-4235-adcb-075080cf56b0/SBSG-SBSGC-10A.aspx,"//media.digikey.com/Renders/Knowles%20Syfer/SBS-Series-1812-(4532-Metric),-3-PC-Pad.jpg",1608-1195-6-ND,SBSGP5000473MXT,Knowles Syfer,FILTER LC(PI) 0.047UF SMD,3573,0,"Digi-Reel","0","1","Digi-Reel®","SBSG","Active","Low Pass","3rd","LC (Pi)","1","-","39dB @ 100MHz","-","5A","C = 0.047µF","No","-","General Purpose","500V","Surface Mount","1812 (4532 Metric), 3 PC Pad","0.179"" L x 0.126"" W (4.55mm x 3.20mm)","0.104"" (2.64mm)"
https://www.knowlescapacitors.com/getattachment/42bf4426-421e-4235-adcb-075080cf56b0/SBSG-SBSGC-10A.aspx,"//media.digikey.com/Renders/Knowles%20Syfer/SBS-Series-1812-(4532-Metric),-3-PC-Pad.jpg",1608-1189-2-ND,SBSGP0500224MXT,Knowles Syfer,FILTER LC(PI) 0.22UF SMD,1000,0,"3.62356","0","500","Tape & Reel (TR)","SBSG","Active","Low Pass","3rd","LC (Pi)","1","-","39dB @ 100MHz","-","5A","C = 0.22µF","No","-","General Purpose","50V","Surface Mount","1812 (4532 Metric), 3 PC Pad","0.179"" L x 0.126"" W (4.55mm x 3.20mm)","0.104"" (2.64mm)"
https://www.knowlescapacitors.com/getattachment/42bf4426-421e-4235-adcb-075080cf56b0/SBSG-SBSGC-10A.aspx,"//media.digikey.com/Renders/Knowles%20Syfer/SBS-Series-1812-(4532-Metric),-3-PC-Pad.jpg",1608-1189-1-ND,SBSGP0500224MXT,Knowles Syfer,FILTER LC(PI) 0.22UF SMD,1752,0,"7.42000","0","1","Cut Tape (CT)","SBSG","Active","Low Pass","3rd","LC (Pi)","1","-","39dB @ 100MHz","-","5A","C = 0.22µF","No","-","General Purpose","50V","Surface Mount","1812 (4532 Metric), 3 PC Pad","0.179"" L x 0.126"" W (4.55mm x 3.20mm)","0.104"" (2.64mm)"
https://www.knowlescapacitors.com/getattachment/42bf4426-421e-4235-adcb-075080cf56b0/SBSG-SBSGC-10A.aspx,"//media.digikey.com/Renders/Knowles%20Syfer/SBS-Series-1812-(4532-Metric),-3-PC-Pad.jpg",1608-1189-6-ND,SBSGP0500224MXT,Knowles Syfer,FILTER LC(PI) 0.22UF SMD,1752,0,"Digi-Reel","0","1","Digi-Reel®","SBSG","Active","Low Pass","3rd","LC (Pi)","1","-","39dB @ 100MHz","-","5A","C = 0.22µF","No","-","General Purpose","50V","Surface Mount","1812 (4532 Metric), 3 PC Pad","0.179"" L x 0.126"" W (4.55mm x 3.20mm)","0.104"" (2.64mm)"
https://www.murata.com/en-us/products/productdata/8796778004510/QNFH9101.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-12523-2-ND,BNX026H01L,Murata Electronics North America,FILTER LC 10UF SMD,6000,0,"3.63000","0","400","Tape & Reel (TR)","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 50kHz ~ 1GHz","0.00043","20A","C = 10µF","No","-55°C ~ 125°C","Automotive","50V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.146"" (3.70mm)"
https://www.murata.com/en-us/products/productdata/8796778004510/QNFH9101.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-12523-1-ND,BNX026H01L,Murata Electronics North America,FILTER LC 10UF SMD,6301,0,"7.19000","0","1","Cut Tape (CT)","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 50kHz ~ 1GHz","0.00043","20A","C = 10µF","No","-55°C ~ 125°C","Automotive","50V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.146"" (3.70mm)"
https://www.murata.com/en-us/products/productdata/8796778004510/QNFH9101.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-12523-6-ND,BNX026H01L,Murata Electronics North America,FILTER LC 10UF SMD,6301,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 50kHz ~ 1GHz","0.00043","20A","C = 10µF","No","-55°C ~ 125°C","Automotive","50V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.146"" (3.70mm)"
https://www.murata.com/en-us/products/productdata/8796778004510/QNFH9101.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-7835-2-ND,BNX025H01L,Murata Electronics North America,FILTER LC 10UF SMD,3200,0,"3.63000","0","400","Tape & Reel (TR)","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 50kHz ~ 1GHz","0.00043","20A","C = 10µF","No","-55°C ~ 125°C","Automotive","25V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.146"" (3.70mm)"
https://www.murata.com/en-us/products/productdata/8796778004510/QNFH9101.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-7835-1-ND,BNX025H01L,Murata Electronics North America,FILTER LC 10UF SMD,3361,0,"7.19000","0","1","Cut Tape (CT)","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 50kHz ~ 1GHz","0.00043","20A","C = 10µF","No","-55°C ~ 125°C","Automotive","25V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.146"" (3.70mm)"
https://www.murata.com/en-us/products/productdata/8796778004510/QNFH9101.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-7835-6-ND,BNX025H01L,Murata Electronics North America,FILTER LC 10UF SMD,3361,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 50kHz ~ 1GHz","0.00043","20A","C = 10µF","No","-55°C ~ 125°C","Automotive","25V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.146"" (3.70mm)"
https://www.murata.com/en-us/products/productdata/8796778004510/QNFH9101.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-7833-2-ND,BNX024H01L,Murata Electronics North America,FILTER LC 4.7UF SMD,2000,0,"3.63000","0","400","Tape & Reel (TR)","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 100kHz ~ 1GHz","0.00043","20A","C = 4.7µF","No","-55°C ~ 125°C","Automotive","50V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.146"" (3.70mm)"
https://www.murata.com/en-us/products/productdata/8796778004510/QNFH9101.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-7833-1-ND,BNX024H01L,Murata Electronics North America,FILTER LC 4.7UF SMD,2212,0,"7.19000","0","1","Cut Tape (CT)","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 100kHz ~ 1GHz","0.00043","20A","C = 4.7µF","No","-55°C ~ 125°C","Automotive","50V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.146"" (3.70mm)"
https://www.murata.com/en-us/products/productdata/8796778004510/QNFH9101.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX025H01L.JPG,490-7833-6-ND,BNX024H01L,Murata Electronics North America,FILTER LC 4.7UF SMD,2212,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","35dB @ 100kHz ~ 1GHz","0.00043","20A","C = 4.7µF","No","-55°C ~ 125°C","Automotive","50V","Surface Mount","4-SMD, No Lead","0.476"" L x 0.358"" W (12.10mm x 9.10mm)","0.146"" (3.70mm)"
https://api.kemet.com/component-edge/download/specsheet/P409CE104M250AH470.pdf,//media.digikey.com/Photos/Kemet%20Photos/PMR209MC6100M.jpg,399-7512-ND,PMR209MC6100M047R30,KEMET,FILTER RC 47 OHM/0.1UF TH,221,0,"3.83000","0","1","Bulk","PMR209","Active","Low Pass","1st","RC","1","-","-","47","-","R = 47Ohms, C = 0.1µF","No","-40°C ~ 85°C","General Purpose","250VAC","Through Hole","Radial","0.945"" L x 0.299"" W (24.00mm x 7.60mm)","0.551"" (14.00mm)"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/BNX_Series.pdf,//media.digikey.com/photos/Murata%20Photos/BNX01x-01.JPG,490-5054-ND,BNX012-01,Murata Electronics North America,FILTER LC TH,333,0,"4.90000","0","1","Bulk","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","40dB @ 1MHz ~ 1GHz","-","15A","-","No","-40°C ~ 125°C","Data Lines for Mobile Devices","50V","Through Hole","Block, 4 Lead","0.472"" L x 0.433"" W (12.00mm x 11.00mm)","0.335"" (8.50mm)"
https://www.knowlescapacitors.com/getattachment/aa847e2f-cd86-44aa-8533-18b7535f3a94/SBSM-SBSMP-10A.aspx,"//media.digikey.com/Renders/Knowles%20Syfer/SBS-Series-2220-(5750-Metric),-3-PC-Pad.jpg",1608-1199-2-ND,SBSMP1000334MXT,Knowles Syfer,FILTER LC(PI) 0.33UF SMD,500,0,"5.39490","0","500","Tape & Reel (TR)","SBSM","Active","Low Pass","3rd","LC (Pi)","1","-","44dB @ 100MHz","-","10A","C = 0.33µF","No","-","General Purpose","100V","Surface Mount","2220 (5750 Metric), 3 PC Pad","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","0.130"" (3.30mm)"
https://www.knowlescapacitors.com/getattachment/aa847e2f-cd86-44aa-8533-18b7535f3a94/SBSM-SBSMP-10A.aspx,"//media.digikey.com/Renders/Knowles%20Syfer/SBS-Series-2220-(5750-Metric),-3-PC-Pad.jpg",1608-1199-1-ND,SBSMP1000334MXT,Knowles Syfer,FILTER LC(PI) 0.33UF SMD,659,0,"11.44000","0","1","Cut Tape (CT)","SBSM","Active","Low Pass","3rd","LC (Pi)","1","-","44dB @ 100MHz","-","10A","C = 0.33µF","No","-","General Purpose","100V","Surface Mount","2220 (5750 Metric), 3 PC Pad","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","0.130"" (3.30mm)"
https://www.knowlescapacitors.com/getattachment/aa847e2f-cd86-44aa-8533-18b7535f3a94/SBSM-SBSMP-10A.aspx,"//media.digikey.com/Renders/Knowles%20Syfer/SBS-Series-2220-(5750-Metric),-3-PC-Pad.jpg",1608-1199-6-ND,SBSMP1000334MXT,Knowles Syfer,FILTER LC(PI) 0.33UF SMD,659,0,"Digi-Reel","0","1","Digi-Reel®","SBSM","Active","Low Pass","3rd","LC (Pi)","1","-","44dB @ 100MHz","-","10A","C = 0.33µF","No","-","General Purpose","100V","Surface Mount","2220 (5750 Metric), 3 PC Pad","0.224"" L x 0.197"" W (5.70mm x 5.00mm)","0.130"" (3.30mm)"
https://www.murata.com/en-us/api/pdfdownloadapi?cate=luNoiseSupprFilteBlockType&partno=BNX012H01,//media.digikey.com/Photos/Murata%20Photos/BNX012H01.JPG,490-7830-ND,BNX012H01,Murata Electronics North America,FILTER LC TH,1105,0,"7.02000","0","1","Bulk","EMIFIL®, BNX","Active","Low Pass","5th","LC","2","-","40dB @ 1MHz ~ 1GHz","-","15A","-","No","-55°C ~ 125°C","Automotive","50V","Through Hole","Block, 4 Lead","0.472"" L x 0.433"" W (12.00mm x 11.00mm)","0.335"" (8.50mm)"
https://www.murata.com/en-eu/products/productdata/8796779151390/ENFH0005.pdf,//media.digikey.com/Photos/Murata%20Photos/BNX003-01.jpg,490-12627-ND,BNX003-01,Murata Electronics North America,FILTER LC TH,558,0,"8.53000","0","1","Bulk","EMIFIL®, BNX","Last Time Buy","Low Pass","5th","LC","2","-","40dB @ 5MHz ~ 1GHz","-","10A","-","No","-30°C ~ 85°C","Data Lines for Mobile Devices","150V","Through Hole","Block, 4 Lead","0.472"" L x 0.433"" W (12.00mm x 11.00mm)","0.512"" (13.00mm)"
http://www.ctscorp.com/wp-content/uploads/2016/01/4209-003.pdf,//media.digikey.com/photos/Tusonix%20a%20Subsidiary%20of%20CTS%20Electronic%20Components/4209-003LF.JPG,410-1088-ND,4209-003LF,Tusonix a Subsidiary of CTS Electronic Components,FILTER LC(PI) 1500PF CHASSIS,2138,0,"8.64000","0","1","Bulk","4200","Active","Low Pass","3rd","LC (Pi)","1","-","45dB @ 100MHz","-","10A","C = 1500pF","No","-55°C ~ 125°C","Data Lines for Mobile Devices","200V","Chassis Mount","Axial, Bushing, 1 Turret Lead","0.250"" Dia x 0.517"" L (6.35mm x 13.13mm)","-"
