Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Type","Filter Order","Technology","Number of Channels","Center / Cutoff Frequency","Attenuation Value","Resistance - Channel (Ohms)","Current","Values","ESD Protection","Operating Temperature","Applications","Voltage - Rated","Mounting Type","Package / Case","Size / Dimension","Height"
https://www.murata.com/en-eu/products/productdata/8796731277342/ENFD0006.pdf,//media.digikey.com/photos/Murata%20Photos/NFL21S%20SERIES.jpg,490-2539-2-ND,NFL21SP307X1C3D,Murata Electronics North America,FILTER LC(PI) 45NH/19PF SMD,16000,0,"0.13379","0","4000","Tape & Reel (TR)","EMIFIL®, NFL21","Active","Low Pass","3rd","LC (Pi)","1","300MHz (Cutoff)","-","-","300mA","L = 45nH, C = 19pF","No","-55°C ~ 125°C","General Purpose","16V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
https://www.murata.com/en-eu/products/productdata/8796731277342/ENFD0006.pdf,//media.digikey.com/photos/Murata%20Photos/NFL21S%20SERIES.jpg,490-2539-1-ND,NFL21SP307X1C3D,Murata Electronics North America,FILTER LC(PI) 45NH/19PF SMD,20056,0,"0.30000","0","1","Cut Tape (CT)","EMIFIL®, NFL21","Active","Low Pass","3rd","LC (Pi)","1","300MHz (Cutoff)","-","-","300mA","L = 45nH, C = 19pF","No","-55°C ~ 125°C","General Purpose","16V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
https://www.murata.com/en-eu/products/productdata/8796731277342/ENFD0006.pdf,//media.digikey.com/photos/Murata%20Photos/NFL21S%20SERIES.jpg,490-2539-6-ND,NFL21SP307X1C3D,Murata Electronics North America,FILTER LC(PI) 45NH/19PF SMD,20056,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, NFL21","Active","Low Pass","3rd","LC (Pi)","1","300MHz (Cutoff)","-","-","300mA","L = 45nH, C = 19pF","No","-55°C ~ 125°C","General Purpose","16V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
https://assets.nexperia.com/documents/data-sheet/IP4251_52_53_54-TTL.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-UFDFN.jpg,1727-5678-2-ND,"IP4254CZ8-4-TTL,13",Nexperia USA Inc.,FILTER RC(PI) 100 OHM/30PF SMD,72000,0,"0.14144","0","4000","Tape & Reel (TR)","-","Active","Low Pass","2nd","RC (Pi)","4","-","28dB @ 800MHz ~ 3GHz","100","-","R = 100Ohms, C = 30pF (Total)","Yes","-40°C ~ 85°C","LAN, WAN","-","Surface Mount","8-UFDFN Exposed Pad","0.067"" L x 0.053"" W (1.70mm x 1.35mm)","0.022"" (0.55mm)"
https://assets.nexperia.com/documents/data-sheet/IP4251_52_53_54-TTL.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-UFDFN.jpg,1727-5678-1-ND,"IP4254CZ8-4-TTL,13",Nexperia USA Inc.,FILTER RC(PI) 100 OHM/30PF SMD,75742,0,"0.32000","0","1","Cut Tape (CT)","-","Active","Low Pass","2nd","RC (Pi)","4","-","28dB @ 800MHz ~ 3GHz","100","-","R = 100Ohms, C = 30pF (Total)","Yes","-40°C ~ 85°C","LAN, WAN","-","Surface Mount","8-UFDFN Exposed Pad","0.067"" L x 0.053"" W (1.70mm x 1.35mm)","0.022"" (0.55mm)"
https://assets.nexperia.com/documents/data-sheet/IP4251_52_53_54-TTL.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/8-UFDFN.jpg,1727-5678-6-ND,"IP4254CZ8-4-TTL,13",Nexperia USA Inc.,FILTER RC(PI) 100 OHM/30PF SMD,75742,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","Low Pass","2nd","RC (Pi)","4","-","28dB @ 800MHz ~ 3GHz","100","-","R = 100Ohms, C = 30pF (Total)","Yes","-40°C ~ 85°C","LAN, WAN","-","Surface Mount","8-UFDFN Exposed Pad","0.067"" L x 0.053"" W (1.70mm x 1.35mm)","0.022"" (0.55mm)"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_signal_mem2012s_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_MEM2012S.jpg,445-6199-2-ND,MEM2012S25R0T001,TDK Corporation,FILTER LC(T) 25MHZ SMD,72000,0,"0.17000","0","4000","Tape & Reel (TR)","MEM","Active","Low Pass","3rd","LC (T-Type)","1","25MHz (Cutoff)","30dB @ 70MHz ~ 2GHz","-","100mA","-","No","-40°C ~ 85°C","Data Lines for Mobile Devices","10V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_signal_mem2012s_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_MEM2012S.jpg,445-6199-1-ND,MEM2012S25R0T001,TDK Corporation,FILTER LC(T) 25MHZ SMD,74524,0,"0.39000","0","1","Cut Tape (CT)","MEM","Active","Low Pass","3rd","LC (T-Type)","1","25MHz (Cutoff)","30dB @ 70MHz ~ 2GHz","-","100mA","-","No","-40°C ~ 85°C","Data Lines for Mobile Devices","10V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_signal_mem2012s_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_MEM2012S.jpg,445-6199-6-ND,MEM2012S25R0T001,TDK Corporation,FILTER LC(T) 25MHZ SMD,74524,0,"Digi-Reel","0","1","Digi-Reel®","MEM","Active","Low Pass","3rd","LC (T-Type)","1","25MHz (Cutoff)","30dB @ 70MHz ~ 2GHz","-","100mA","-","No","-40°C ~ 85°C","Data Lines for Mobile Devices","10V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_signal_mem1608p_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MEM%20Series%200603.jpg,445-8962-2-ND,MEM1608P25R0,TDK Corporation,FILTER LC(PI) 25MHZ SMD,24000,0,"0.17000","0","4000","Tape & Reel (TR)","MEM","Active","Low Pass","3rd","LC (Pi)","1","25MHz (Cutoff)","20dB @ 70MHz ~ 2GHz","-","100mA","-","No","-40°C ~ 85°C","Data Lines for Mobile Devices","10V","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_signal_mem1608p_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MEM%20Series%200603.jpg,445-8962-1-ND,MEM1608P25R0,TDK Corporation,FILTER LC(PI) 25MHZ SMD,24642,0,"0.39000","0","1","Cut Tape (CT)","MEM","Active","Low Pass","3rd","LC (Pi)","1","25MHz (Cutoff)","20dB @ 70MHz ~ 2GHz","-","100mA","-","No","-40°C ~ 85°C","Data Lines for Mobile Devices","10V","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_signal_mem1608p_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MEM%20Series%200603.jpg,445-8962-6-ND,MEM1608P25R0,TDK Corporation,FILTER LC(PI) 25MHZ SMD,24642,0,"Digi-Reel","0","1","Digi-Reel®","MEM","Active","Low Pass","3rd","LC (Pi)","1","25MHz (Cutoff)","20dB @ 70MHz ~ 2GHz","-","100mA","-","No","-40°C ~ 85°C","Data Lines for Mobile Devices","10V","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_signal_mem2012s_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_MEM2012S.jpg,445-6201-2-ND,MEM2012S50R0T001,TDK Corporation,FILTER LC(T) 50MHZ SMD,16000,0,"0.17000","0","4000","Tape & Reel (TR)","MEM","Active","Low Pass","3rd","LC (T-Type)","1","50MHz (Cutoff)","30dB @ 200MHz ~ 2GHz","-","100mA","-","No","-40°C ~ 85°C","Data Lines for Mobile Devices","10V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_signal_mem2012s_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_MEM2012S.jpg,445-6201-1-ND,MEM2012S50R0T001,TDK Corporation,FILTER LC(T) 50MHZ SMD,19675,0,"0.39000","0","1","Cut Tape (CT)","MEM","Active","Low Pass","3rd","LC (T-Type)","1","50MHz (Cutoff)","30dB @ 200MHz ~ 2GHz","-","100mA","-","No","-40°C ~ 85°C","Data Lines for Mobile Devices","10V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_signal_mem2012s_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_MEM2012S.jpg,445-6201-6-ND,MEM2012S50R0T001,TDK Corporation,FILTER LC(T) 50MHZ SMD,19675,0,"Digi-Reel","0","1","Digi-Reel®","MEM","Active","Low Pass","3rd","LC (T-Type)","1","50MHz (Cutoff)","30dB @ 200MHz ~ 2GHz","-","100mA","-","No","-40°C ~ 85°C","Data Lines for Mobile Devices","10V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
https://www.murata.com/en-eu/products/productdata/8796731965470/ENFD0003.pdf,//media.digikey.com/Renders/Murata%20Renders/EMIFIL-NFL-ST-18-Series.jpg,490-6954-2-ND,NFL18SP157X1A3D,Murata Electronics North America,FILTER LC(PI) 100NH/34PF SMD,28000,0,"0.17306","0","4000","Tape & Reel (TR)","EMIFIL®, NFL18","Active","Low Pass","3rd","LC (Pi)","1","150MHz (Cutoff)","-","-","100mA","L = 100nH, C = 34pF","No","-55°C ~ 125°C","General Purpose","10V","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://www.murata.com/en-eu/products/productdata/8796731965470/ENFD0003.pdf,//media.digikey.com/Renders/Murata%20Renders/EMIFIL-NFL-ST-18-Series.jpg,490-6954-1-ND,NFL18SP157X1A3D,Murata Electronics North America,FILTER LC(PI) 100NH/34PF SMD,33926,0,"0.39000","0","1","Cut Tape (CT)","EMIFIL®, NFL18","Active","Low Pass","3rd","LC (Pi)","1","150MHz (Cutoff)","-","-","100mA","L = 100nH, C = 34pF","No","-55°C ~ 125°C","General Purpose","10V","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://www.murata.com/en-eu/products/productdata/8796731965470/ENFD0003.pdf,//media.digikey.com/Renders/Murata%20Renders/EMIFIL-NFL-ST-18-Series.jpg,490-6954-6-ND,NFL18SP157X1A3D,Murata Electronics North America,FILTER LC(PI) 100NH/34PF SMD,33926,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, NFL18","Active","Low Pass","3rd","LC (Pi)","1","150MHz (Cutoff)","-","-","100mA","L = 100nH, C = 34pF","No","-55°C ~ 125°C","General Purpose","10V","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://www.murata.com/en-eu/products/productdata/8796731277342/ENFD0006.pdf,//media.digikey.com/photos/Murata%20Photos/NFL21S%20SERIES.jpg,490-4540-2-ND,NFL21SP206X1C7D,Murata Electronics North America,FILTER LC(PI) 700NH/240PF SMD,40000,0,"0.17952","0","4000","Tape & Reel (TR)","EMIFIL®, NFL21","Active","Low Pass","3rd","LC (Pi)","1","20MHz (Cutoff)","-","-","100mA","L = 700nH, C = 240pF","No","-55°C ~ 125°C","General Purpose","16V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
https://www.murata.com/en-eu/products/productdata/8796731277342/ENFD0006.pdf,//media.digikey.com/photos/Murata%20Photos/NFL21S%20SERIES.jpg,490-4540-1-ND,NFL21SP206X1C7D,Murata Electronics North America,FILTER LC(PI) 700NH/240PF SMD,41779,0,"0.41000","0","1","Cut Tape (CT)","EMIFIL®, NFL21","Active","Low Pass","3rd","LC (Pi)","1","20MHz (Cutoff)","-","-","100mA","L = 700nH, C = 240pF","No","-55°C ~ 125°C","General Purpose","16V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
https://www.murata.com/en-eu/products/productdata/8796731277342/ENFD0006.pdf,//media.digikey.com/photos/Murata%20Photos/NFL21S%20SERIES.jpg,490-4540-6-ND,NFL21SP206X1C7D,Murata Electronics North America,FILTER LC(PI) 700NH/240PF SMD,41779,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, NFL21","Active","Low Pass","3rd","LC (Pi)","1","20MHz (Cutoff)","-","-","100mA","L = 700nH, C = 240pF","No","-55°C ~ 125°C","General Purpose","16V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
https://www.murata.com/en-eu/products/productdata/8796731277342/ENFD0006.pdf,//media.digikey.com/photos/Murata%20Photos/NFL21S%20SERIES.jpg,490-4016-2-ND,NFL21SP106X1C3D,Murata Electronics North America,FILTER LC(PI) 680NH/670PF SMD,24000,0,"0.17952","0","4000","Tape & Reel (TR)","EMIFIL®, NFL21","Active","Low Pass","3rd","LC (Pi)","1","10MHz (Cutoff)","-","-","100mA","L = 680nH, C = 670pF","No","-55°C ~ 125°C","General Purpose","16V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
https://www.murata.com/en-eu/products/productdata/8796731277342/ENFD0006.pdf,//media.digikey.com/photos/Murata%20Photos/NFL21S%20SERIES.jpg,490-4016-1-ND,NFL21SP106X1C3D,Murata Electronics North America,FILTER LC(PI) 680NH/670PF SMD,27507,0,"0.41000","0","1","Cut Tape (CT)","EMIFIL®, NFL21","Active","Low Pass","3rd","LC (Pi)","1","10MHz (Cutoff)","-","-","100mA","L = 680nH, C = 670pF","No","-55°C ~ 125°C","General Purpose","16V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
https://www.murata.com/en-eu/products/productdata/8796731277342/ENFD0006.pdf,//media.digikey.com/photos/Murata%20Photos/NFL21S%20SERIES.jpg,490-4016-6-ND,NFL21SP106X1C3D,Murata Electronics North America,FILTER LC(PI) 680NH/670PF SMD,27507,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, NFL21","Active","Low Pass","3rd","LC (Pi)","1","10MHz (Cutoff)","-","-","100mA","L = 680nH, C = 670pF","No","-55°C ~ 125°C","General Purpose","16V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.037"" (0.95mm)"
http://www.onsemi.com/pub/Collateral/EMI7204MU-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/8-UDFN_517AZ.jpg,EMI7204MUTAGOSTR-ND,EMI7204MUTAG,ON Semiconductor,FILTER LC(PI) 17NH/12PF ESD SMD,15000,0,"0.20150","0","3000","Tape & Reel (TR)","EMI720xMU","Active","Low Pass","3rd","LC (Pi)","4","250MHz (Cutoff)","-23dB @ 800MHz ~ 6GHz","10","30mA","L = 17nH, C = 12pF","Yes","-40°C ~ 85°C","Data Lines for Mobile Devices","-","Surface Mount","8-UFDFN Exposed Pad","0.067"" L x 0.053"" W (1.70mm x 1.35mm)","0.022"" (0.55mm)"
http://www.onsemi.com/pub/Collateral/EMI7204MU-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/8-UDFN_517AZ.jpg,EMI7204MUTAGOSCT-ND,EMI7204MUTAG,ON Semiconductor,FILTER LC(PI) 17NH/12PF ESD SMD,17938,0,"0.59000","0","1","Cut Tape (CT)","EMI720xMU","Active","Low Pass","3rd","LC (Pi)","4","250MHz (Cutoff)","-23dB @ 800MHz ~ 6GHz","10","30mA","L = 17nH, C = 12pF","Yes","-40°C ~ 85°C","Data Lines for Mobile Devices","-","Surface Mount","8-UFDFN Exposed Pad","0.067"" L x 0.053"" W (1.70mm x 1.35mm)","0.022"" (0.55mm)"
http://www.onsemi.com/pub/Collateral/EMI7204MU-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/8-UDFN_517AZ.jpg,EMI7204MUTAGOSDKR-ND,EMI7204MUTAG,ON Semiconductor,FILTER LC(PI) 17NH/12PF ESD SMD,17938,0,"Digi-Reel","0","1","Digi-Reel®","EMI720xMU","Active","Low Pass","3rd","LC (Pi)","4","250MHz (Cutoff)","-23dB @ 800MHz ~ 6GHz","10","30mA","L = 17nH, C = 12pF","Yes","-40°C ~ 85°C","Data Lines for Mobile Devices","-","Surface Mount","8-UFDFN Exposed Pad","0.067"" L x 0.053"" W (1.70mm x 1.35mm)","0.022"" (0.55mm)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd4f202,"//media.digikey.com/Renders/NXP%20Semi%20Renders/10-UFBGA,%20WLCSP.jpg",296-27637-2-ND,TPD4F202YFUR,Texas Instruments,FILTER RC(PI) 100 OHM/15PF SMD,63000,0,"0.20230","0","3000","Tape & Reel (TR)","TPD","Active","Low Pass","2nd","RC (Pi)","4","108MHz (Cutoff)","40dB @ 1GHz ~ 3GHz","100","-","R = 100Ohms, C = 15pF","Yes","-40°C ~ 85°C","Data Lines for Mobile Devices","-","Surface Mount","10-XFBGA, DSBGA","0.061"" L x 0.041"" W (1.56mm x 1.05mm)","0.014"" (0.35mm)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd4f202,"//media.digikey.com/Renders/NXP%20Semi%20Renders/10-UFBGA,%20WLCSP.jpg",296-27637-1-ND,TPD4F202YFUR,Texas Instruments,FILTER RC(PI) 100 OHM/15PF SMD,68485,0,"0.46000","0","1","Cut Tape (CT)","TPD","Active","Low Pass","2nd","RC (Pi)","4","108MHz (Cutoff)","40dB @ 1GHz ~ 3GHz","100","-","R = 100Ohms, C = 15pF","Yes","-40°C ~ 85°C","Data Lines for Mobile Devices","-","Surface Mount","10-XFBGA, DSBGA","0.061"" L x 0.041"" W (1.56mm x 1.05mm)","0.014"" (0.35mm)"
http://www.ti.com/general/docs/suppproductinfo.tsp?distId=10&gotoUrl=http%3A%2F%2Fwww.ti.com%2Flit%2Fgpn%2Ftpd4f202,"//media.digikey.com/Renders/NXP%20Semi%20Renders/10-UFBGA,%20WLCSP.jpg",296-27637-6-ND,TPD4F202YFUR,Texas Instruments,FILTER RC(PI) 100 OHM/15PF SMD,68485,0,"Digi-Reel","0","1","Digi-Reel®","TPD","Active","Low Pass","2nd","RC (Pi)","4","108MHz (Cutoff)","40dB @ 1GHz ~ 3GHz","100","-","R = 100Ohms, C = 15pF","Yes","-40°C ~ 85°C","Data Lines for Mobile Devices","-","Surface Mount","10-XFBGA, DSBGA","0.061"" L x 0.041"" W (1.56mm x 1.05mm)","0.014"" (0.35mm)"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_signal_mem2012f_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0805-MEM-T.jpg,445-9360-2-ND,MEM2012F10R0,TDK Corporation,FILTER LC(PI) 10MHZ SMD,44000,0,"0.20400","0","4000","Tape & Reel (TR)","MEM","Active","Low Pass","3rd","LC (Pi)","1","10MHz (Cutoff)","20dB @ 200MHz ~ 2GHz","-","200mA","-","No","-40°C ~ 85°C","Data Lines for Mobile Devices","12V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_signal_mem2012f_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0805-MEM-T.jpg,445-9360-1-ND,MEM2012F10R0,TDK Corporation,FILTER LC(PI) 10MHZ SMD,50601,0,"0.46000","0","1","Cut Tape (CT)","MEM","Active","Low Pass","3rd","LC (Pi)","1","10MHz (Cutoff)","20dB @ 200MHz ~ 2GHz","-","200mA","-","No","-40°C ~ 85°C","Data Lines for Mobile Devices","12V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)"
https://product.tdk.com/info/en/catalog/datasheets/3tf_commercial_signal_mem2012f_en.pdf,//media.digikey.com/Renders/TDK%20Renders/0805-MEM-T.jpg,445-9360-6-ND,MEM2012F10R0,TDK Corporation,FILTER LC(PI) 10MHZ SMD,50601,0,"Digi-Reel","0","1","Digi-Reel®","MEM","Active","Low Pass","3rd","LC (Pi)","1","10MHz (Cutoff)","20dB @ 200MHz ~ 2GHz","-","200mA","-","No","-40°C ~ 85°C","Data Lines for Mobile Devices","12V","Surface Mount","0805 (2012 Metric), 3 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)"
https://www.bourns.com/docs/product-datasheets/emi_t_series9c9a65d2124244ad86f88ead2f343209.pdf,//media.digikey.com/photos/Bourns%20Photos/EMI%20SERIES.jpg,M9935TB-ND,EMI103T-RC,Bourns Inc.,FILTER LC(T) 0.05 OHM/0.01UF TH,56000,0,"0.24098","0","2000","Tape & Box (TB)","EMIT","Active","Low Pass","3rd","LC (T-Type)","1","-","25dB @ 15MHz ~ 200MHz","0.05","5A","R = 0.05Ohms, C = 10000pF","No","-25°C ~ 85°C","General Purpose","50V","Through Hole","Radial - 3 Leads","0.354"" L x 0.126"" W (9.00mm x 3.20mm)","0.315"" (8.00mm)"
https://www.bourns.com/docs/product-datasheets/emi_t_series9c9a65d2124244ad86f88ead2f343209.pdf,//media.digikey.com/photos/Bourns%20Photos/EMI%20SERIES.jpg,M9935CT-ND,EMI103T-RC,Bourns Inc.,FILTER LC(T) 0.05 OHM/0.01UF TH,56650,0,"0.52000","0","1","Cut Tape (CT)","EMIT","Active","Low Pass","3rd","LC (T-Type)","1","-","25dB @ 15MHz ~ 200MHz","0.05","5A","R = 0.05Ohms, C = 10000pF","No","-25°C ~ 85°C","General Purpose","50V","Through Hole","Radial - 3 Leads","0.354"" L x 0.126"" W (9.00mm x 3.20mm)","0.315"" (8.00mm)"
https://www.murata.com/en-us/products/productdata/8796732686366/ENFD0007.pdf,//media.digikey.com/Renders/Murata%20Renders/NFA18SL227.jpg,490-7791-2-ND,NFA18SL227V1A45L,Murata Electronics North America,FILTER LC 220MHZ SMD,24000,0,"0.24176","0","4000","Tape & Reel (TR)","EMIFIL®, NFA18","Active","Low Pass","2nd","LC","4","220MHz (Cutoff)","30dB @ 900MHz","-","25mA","-","No","-40°C ~ 85°C","General Purpose","10V","Surface Mount","0603 (1608 Metric), Array, 10 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.026"" (0.65mm)"
https://www.murata.com/en-us/products/productdata/8796732686366/ENFD0007.pdf,//media.digikey.com/Renders/Murata%20Renders/NFA18SL227.jpg,490-7791-1-ND,NFA18SL227V1A45L,Murata Electronics North America,FILTER LC 220MHZ SMD,28951,0,"0.54000","0","1","Cut Tape (CT)","EMIFIL®, NFA18","Active","Low Pass","2nd","LC","4","220MHz (Cutoff)","30dB @ 900MHz","-","25mA","-","No","-40°C ~ 85°C","General Purpose","10V","Surface Mount","0603 (1608 Metric), Array, 10 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.026"" (0.65mm)"
https://www.murata.com/en-us/products/productdata/8796732686366/ENFD0007.pdf,//media.digikey.com/Renders/Murata%20Renders/NFA18SL227.jpg,490-7791-6-ND,NFA18SL227V1A45L,Murata Electronics North America,FILTER LC 220MHZ SMD,28951,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, NFA18","Active","Low Pass","2nd","LC","4","220MHz (Cutoff)","30dB @ 900MHz","-","25mA","-","No","-40°C ~ 85°C","General Purpose","10V","Surface Mount","0603 (1608 Metric), Array, 10 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.026"" (0.65mm)"
https://www.murata.com/en-us/products/productdata/8796732686366/ENFD0007.pdf,//media.digikey.com/Renders/Murata%20Renders/NFA18SL227.jpg,490-7792-2-ND,NFA18SL506X1A45L,Murata Electronics North America,FILTER LC 50MHZ SMD,8000,0,"0.24176","0","4000","Tape & Reel (TR)","EMIFIL®, NFA18","Active","Low Pass","2nd","LC","4","50MHz (Cutoff)","30dB @ 500MHz","-","25mA","-","No","-40°C ~ 85°C","General Purpose","10V","Surface Mount","0603 (1608 Metric), Array, 10 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.026"" (0.65mm)"
https://www.murata.com/en-us/products/productdata/8796732686366/ENFD0007.pdf,//media.digikey.com/Renders/Murata%20Renders/NFA18SL227.jpg,490-7792-1-ND,NFA18SL506X1A45L,Murata Electronics North America,FILTER LC 50MHZ SMD,8265,0,"0.54000","0","1","Cut Tape (CT)","EMIFIL®, NFA18","Active","Low Pass","2nd","LC","4","50MHz (Cutoff)","30dB @ 500MHz","-","25mA","-","No","-40°C ~ 85°C","General Purpose","10V","Surface Mount","0603 (1608 Metric), Array, 10 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.026"" (0.65mm)"
https://www.murata.com/en-us/products/productdata/8796732686366/ENFD0007.pdf,//media.digikey.com/Renders/Murata%20Renders/NFA18SL227.jpg,490-7792-6-ND,NFA18SL506X1A45L,Murata Electronics North America,FILTER LC 50MHZ SMD,8265,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, NFA18","Active","Low Pass","2nd","LC","4","50MHz (Cutoff)","30dB @ 500MHz","-","25mA","-","No","-40°C ~ 85°C","General Purpose","10V","Surface Mount","0603 (1608 Metric), Array, 10 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.026"" (0.65mm)"
//media.digikey.com/pdf/Data%20Sheets/Murata%20PDFs/NFL18ST%20Series.pdf,//media.digikey.com/Renders/Murata%20Renders/EMIFIL-NFL-ST-18-Series.jpg,490-2530-2-ND,NFL18ST307X1C3D,Murata Electronics North America,FILTER LC(T) 62NH/18PF SMD,16000,0,"0.24412","0","4000","Tape & Reel (TR)","EMIFIL®, NFL18","Active","Low Pass","3rd","LC (T-Type)","1","300MHz (Cutoff)","-","1.8","200mA","L = 62nH, C = 18pF","No","-55°C ~ 125°C","General Purpose","16V","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.035"" (0.90mm)"
