Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","Bandwidth","Filter Type","Ripple","Insertion Loss","Mounting Type","Package / Case","Size / Dimension","Height (Max)"
https://www.johansontechnology.com/datasheets/2450BP08A0100/2450BP08A0100.pdf,-,712-1637-6-ND,2450BP08A0100T,Johanson Technology Inc.,2.4GHZ MINI BPF,14279,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","2.45GHz","100MHz","Band Pass","-","1dB","Surface Mount","5-SMD, No Lead","0.055"" L x 0.043"" W (1.40mm x 1.10mm)","0.024"" (0.60mm)"
//media.digikey.com/pdf/Data%20Sheets/Johanson%20Technology/2450BP18C100C.pdf,//media.digikey.com/Renders/Johanson%20Tech%20Renders/2.45GHz%20Filter4.jpg,712-1084-2-ND,2450BP18C100CE,Johanson Technology Inc.,FILTER BANDPASS 2.4GHZ,3000,0,"0.31200","0","3000","Tape & Reel (TR)","-","Active","2.45GHz Center","-","Band Pass","0.7dB","2.5dB","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.041"" (1.05mm)"
//media.digikey.com/pdf/Data%20Sheets/Johanson%20Technology/2450BP18C100C.pdf,//media.digikey.com/Renders/Johanson%20Tech%20Renders/2.45GHz%20Filter4.jpg,712-1084-1-ND,2450BP18C100CE,Johanson Technology Inc.,FILTER BANDPASS 2.4GHZ,5739,0,"0.70000","0","1","Cut Tape (CT)","-","Active","2.45GHz Center","-","Band Pass","0.7dB","2.5dB","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.041"" (1.05mm)"
//media.digikey.com/pdf/Data%20Sheets/Johanson%20Technology/2450BP18C100C.pdf,//media.digikey.com/Renders/Johanson%20Tech%20Renders/2.45GHz%20Filter4.jpg,712-1084-6-ND,2450BP18C100CE,Johanson Technology Inc.,FILTER BANDPASS 2.4GHZ,5739,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","2.45GHz Center","-","Band Pass","0.7dB","2.5dB","Surface Mount","1206 (3216 Metric), 4 PC Pad","0.126"" L x 0.063"" W (3.20mm x 1.60mm)","0.041"" (1.05mm)"
//media.digikey.com/pdf/Data%20Sheets/Walsin%20Technology%20PDFs/RBBPF3225180C67B1U.pdf,//media.digikey.com/Renders/Walsin%20Technology/RFBPF-Series-1210-3-PC-Pad.jpg,1292-1110-2-ND,RBBPF3225180C67B1U,Walsin Technology Corporation,RF FILTER,8000,0,"0.41310","0","2000","Tape & Reel (TR)","RBBPF","Active","1.4GHz Center","550MHz","Band Pass","-","2dB","Surface Mount","1210 (3225 Metric), 3 PC Pad","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.071"" (1.80mm)"
//media.digikey.com/pdf/Data%20Sheets/Walsin%20Technology%20PDFs/RBBPF3225180C67B1U.pdf,//media.digikey.com/Renders/Walsin%20Technology/RFBPF-Series-1210-3-PC-Pad.jpg,1292-1110-1-ND,RBBPF3225180C67B1U,Walsin Technology Corporation,RF FILTER,9007,0,"0.87000","0","1","Cut Tape (CT)","RBBPF","Active","1.4GHz Center","550MHz","Band Pass","-","2dB","Surface Mount","1210 (3225 Metric), 3 PC Pad","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.071"" (1.80mm)"
//media.digikey.com/pdf/Data%20Sheets/Walsin%20Technology%20PDFs/RBBPF3225180C67B1U.pdf,//media.digikey.com/Renders/Walsin%20Technology/RFBPF-Series-1210-3-PC-Pad.jpg,1292-1110-6-ND,RBBPF3225180C67B1U,Walsin Technology Corporation,RF FILTER,9007,0,"Digi-Reel","0","1","Digi-Reel®","RBBPF","Active","1.4GHz Center","550MHz","Band Pass","-","2dB","Surface Mount","1210 (3225 Metric), 3 PC Pad","0.126"" L x 0.098"" W (3.20mm x 2.50mm)","0.071"" (1.80mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea255787bt-2044a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA255787BT-2044A1.jpg,445-175638-2-ND,DEA255787BT-2044A1,TDK Corporation,FILTER BANDPASS FOR 5GHZ W-LAN S,4000,0,"0.43452","0","2000","Tape & Reel (TR)","DEA","Active","5.7875GHz Center","125MHz","Band Pass","-","1.6dB","Surface Mount","1008 (2520 Metric), 4 PC Pad","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.059"" (1.50mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea255787bt-2044a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA255787BT-2044A1.jpg,445-175638-1-ND,DEA255787BT-2044A1,TDK Corporation,FILTER BANDPASS FOR 5GHZ W-LAN S,4688,0,"0.91000","0","1","Cut Tape (CT)","DEA","Active","5.7875GHz Center","125MHz","Band Pass","-","1.6dB","Surface Mount","1008 (2520 Metric), 4 PC Pad","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.059"" (1.50mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea255787bt-2044a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA255787BT-2044A1.jpg,445-175638-6-ND,DEA255787BT-2044A1,TDK Corporation,FILTER BANDPASS FOR 5GHZ W-LAN S,4688,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","5.7875GHz Center","125MHz","Band Pass","-","1.6dB","Surface Mount","1008 (2520 Metric), 4 PC Pad","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.059"" (1.50mm)"
http://datasheets.avx.com/lp0603.pdf,//media.digikey.com/Photos/AVX%20Photos/MFG_LP0603-Series.jpg,478-2914-2-ND,LP0603A2140ANTR,AVX Corporation,FILTER LOW PASS 2140MHZ 0603 SMD,3000,0,"0.46400","0","3000","Tape & Reel (TR)","LP0603","Active","2.14GHz Center","60MHz","Low Pass","-","0.3dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.033"" W (1.60mm x 0.84mm)","0.028"" (0.70mm)"
http://datasheets.avx.com/lp0603.pdf,//media.digikey.com/Photos/AVX%20Photos/MFG_LP0603-Series.jpg,478-2914-1-ND,LP0603A2140ANTR,AVX Corporation,FILTER LOW PASS 2140MHZ 0603 SMD,10001,0,"0.99000","0","1","Cut Tape (CT)","LP0603","Active","2.14GHz Center","60MHz","Low Pass","-","0.3dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.033"" W (1.60mm x 0.84mm)","0.028"" (0.70mm)"
http://datasheets.avx.com/lp0603.pdf,//media.digikey.com/Photos/AVX%20Photos/MFG_LP0603-Series.jpg,478-2914-6-ND,LP0603A2140ANTR,AVX Corporation,FILTER LOW PASS 2140MHZ 0603 SMD,10001,0,"Digi-Reel","0","1","Digi-Reel®","LP0603","Active","2.14GHz Center","60MHz","Low Pass","-","0.3dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.033"" W (1.60mm x 0.84mm)","0.028"" (0.70mm)"
https://www.knowlescapacitors.com/getattachment/69df7735-7ed2-4c4f-903b-a99acda4fa2d/Gain-Equalizers.aspx,-,1761-1009-ND,AEQ3055-10,Knowles Dielectric Labs,GAIN EQUALIZERS,1860,0,"7.49300","0","10","Tray","*","Active","-","-","-","-","-","Surface Mount","2-SMD, No Lead","0.040"" L x 0.020"" W (1.01mm x 0.50mm)","0.007"" (0.18mm)"
https://www.knowlescapacitors.com/getattachment/69df7735-7ed2-4c4f-903b-a99acda4fa2d/Gain-Equalizers.aspx,-,1761-1010-ND,AEQ05246-10,Knowles Dielectric Labs,GAIN EQUALIZERS,670,0,"7.49300","0","10","Tray","*","Active","-","-","-","-","-","Surface Mount","2-SMD, No Lead","0.028"" L x 0.016"" W (0.71mm x 0.41mm)","0.008"" (0.20mm)"
https://www.knowlescapacitors.com/getattachment/69df7735-7ed2-4c4f-903b-a99acda4fa2d/Gain-Equalizers.aspx,-,1761-1005-ND,AEQ05471-10,Knowles Dielectric Labs,GAIN EQUALIZERS,1830,0,"8.03300","0","10","Tray","*","Active","-","-","-","-","-","Surface Mount","2-SMD, No Lead","0.028"" L x 0.016"" W (0.71mm x 0.41mm)","0.008"" (0.20mm)"
https://www.knowlescapacitors.com/getattachment/69df7735-7ed2-4c4f-903b-a99acda4fa2d/Gain-Equalizers.aspx,//media.digikey.com/Photos/Knowles-Dielectric-Labs/MFG_AEQ05469-10.jpg,1761-1004-ND,AEQ05470-10,Knowles Dielectric Labs,GAIN EQUALIZERS,357,0,"8.03300","0","10","Tray","*","Active","-","-","-","-","-","Surface Mount","2-SMD, No Lead","0.028"" L x 0.016"" W (0.71mm x 0.41mm)","0.008"" (0.20mm)"
https://www.knowlescapacitors.com/getattachment/69df7735-7ed2-4c4f-903b-a99acda4fa2d/Gain-Equalizers.aspx,-,1761-1006-ND,AEQ05472-10,Knowles Dielectric Labs,GAIN EQUALIZERS,330,0,"8.03300","0","10","Tray","*","Active","-","-","-","-","-","Surface Mount","2-SMD, No Lead","0.028"" L x 0.016"" W (0.71mm x 0.41mm)","0.008"" (0.20mm)"
https://www.knowlescapacitors.com/getattachment/69df7735-7ed2-4c4f-903b-a99acda4fa2d/Gain-Equalizers.aspx,-,1761-1001-ND,AEQ05467-10,Knowles Dielectric Labs,GAIN EQUALIZERS,240,0,"8.03300","0","10","Tray","*","Active","-","-","-","-","-","Surface Mount","2-SMD, No Lead","0.028"" L x 0.016"" W (0.71mm x 0.41mm)","0.008"" (0.20mm)"
http://www.crystek.com/microwave/spec-sheets/filter/CHPFL-0300.pdf,//media.digikey.com/Photos/Crystek%20Photos/CHPFL-1000.JPG,744-1378-ND,CHPFL-0300,Crystek Corporation,HIGH PASS FILT 300 MHZ - 3.0 GHZ,256,0,"24.09000","0","1","Bulk","-","Active","1.65GHz Center","2.7GHz","High Pass","-","-","Free Hanging (In-Line)","Inline, SMA Connection, F and M","0.435"" Dia x 1.504"" L (11.05mm x 38.20mm)","-"
https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Lowpass-Filters/L128XH4S-Datasheet.pdf.aspx,//media.digikey.com/Photos/Knowles-Dielectric-Labs/L095XG9S.jpg,1761-1053-ND,L128XH4S,Knowles Dielectric Labs,LOWPASS FILTER,221,0,"73.78000","0","1","-","-","Active","12.8GHz","-","Low Pass","-","1.5dB","Surface Mount","6-SMD, No Lead","0.220"" L x 0.140"" W (5.59mm x 3.56mm)","0.103"" (2.62mm)"
https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Bandpass-Filters/B060NC5S_Datasheet.pdf.aspx?lang=en-US,//media.digikey.com/Photos/Knowles-Dielectric-Labs/B096QC2S.jpg,1761-1020-ND,B060NC5S,Knowles Dielectric Labs,BANDPASS FILTERS,31,0,"115.50000","0","1","-","-","Active","6GHz","1GHz","Band Pass","-","3dB","Surface Mount","8-SMD, No Lead","0.500"" L x 0.200"" W (12.70mm x 5.08mm)","0.088"" (2.24mm)"
https://www.knowlescapacitors.com/getattachment/Products/Microwave-Products/Highpass-Filters/H140XHXS_Data_Sheet.pdf.aspx,//media.digikey.com/Photos/Knowles-Dielectric-Labs/H160XHXS.jpg,1761-1047-ND,H140XHXS,Knowles Dielectric Labs,HIGHPASS FILTER,101,0,"136.50000","0","1","-","-","Active","14GHz","-","High Pass","-","2dB","Surface Mount","2-SMD, No Lead","0.450"" L x 0.175"" W (11.43mm x 4.45mm)","0.083"" (2.11mm)"
-,//media.digikey.com/Renders/Walsin%20Technology/RFBPF%200603.jpg,1292-1015-2-ND,RFBPF1608070A0T,Walsin Technology Corporation,FILTER BANDPASS 2.4GHZ ISM SMD,4000,0,"0.12750","0","4000","Tape & Reel (TR)","RFBPF","Active","2.45GHz Center","-","Band Pass","-","2.5dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
-,//media.digikey.com/Renders/Walsin%20Technology/RFBPF%200603.jpg,1292-1015-1-ND,RFBPF1608070A0T,Walsin Technology Corporation,FILTER BANDPASS 2.4GHZ ISM SMD,4004,0,"0.29000","0","1","Cut Tape (CT)","RFBPF","Active","2.45GHz Center","-","Band Pass","-","2.5dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
-,//media.digikey.com/Renders/Walsin%20Technology/RFBPF%200603.jpg,1292-1015-6-ND,RFBPF1608070A0T,Walsin Technology Corporation,FILTER BANDPASS 2.4GHZ ISM SMD,4004,0,"Digi-Reel","0","1","Digi-Reel®","RFBPF","Active","2.45GHz Center","-","Band Pass","-","2.5dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea162500lt-1212a1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA1609.jpg,445-3257-2-ND,DEA162500LT-1212A1,TDK Corporation,FILTER LOWPASS 2.4GHZ W-LAN 0603,4000,0,"0.13702","0","4000","Tape & Reel (TR)","DEA","Active","2.45GHz Center","100MHz","Low Pass","-","0.42dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.024"" W (1.60mm x 0.60mm)","0.035"" (0.90mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea162500lt-1212a1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA1609.jpg,445-3257-1-ND,DEA162500LT-1212A1,TDK Corporation,FILTER LOWPASS 2.4GHZ W-LAN 0603,6137,0,"0.31000","0","1","Cut Tape (CT)","DEA","Active","2.45GHz Center","100MHz","Low Pass","-","0.42dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.024"" W (1.60mm x 0.60mm)","0.035"" (0.90mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea162500lt-1212a1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA1609.jpg,445-3257-6-ND,DEA162500LT-1212A1,TDK Corporation,FILTER LOWPASS 2.4GHZ W-LAN 0603,6137,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.45GHz Center","100MHz","Low Pass","-","0.42dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.024"" W (1.60mm x 0.60mm)","0.035"" (0.90mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162450bt-2096a1-h_en.pdf,"//media.digikey.com/Renders/TDK%20Renders/0608%20(1608%20Metric),%203%20PC%20Pad.jpg",445-6876-2-ND,DEA162450BT-2096A1-H,TDK Corporation,FILTER BANDPASS 2.45GHZ WLAN SMD,4000,0,"0.13702","0","4000","Tape & Reel (TR)","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","2.5dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.024"" (0.60mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162450bt-2096a1-h_en.pdf,"//media.digikey.com/Renders/TDK%20Renders/0608%20(1608%20Metric),%203%20PC%20Pad.jpg",445-6876-1-ND,DEA162450BT-2096A1-H,TDK Corporation,FILTER BANDPASS 2.45GHZ WLAN SMD,6219,0,"0.32000","0","1","Cut Tape (CT)","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","2.5dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.024"" (0.60mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162450bt-2096a1-h_en.pdf,"//media.digikey.com/Renders/TDK%20Renders/0608%20(1608%20Metric),%203%20PC%20Pad.jpg",445-6876-6-ND,DEA162450BT-2096A1-H,TDK Corporation,FILTER BANDPASS 2.45GHZ WLAN SMD,6219,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","2.5dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.024"" (0.60mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162450bt-2092a1-h_en.pdf,"//media.digikey.com/Renders/TDK%20Renders/0608%20(1608%20Metric),%203%20PC%20Pad.jpg",445-15639-2-ND,DEA162450BT-2092A1-H,TDK Corporation,FILTER BANDPASS 2.4 GHZ,4000,0,"0.13702","0","4000","Tape & Reel (TR)","DEA","Active","2.45GHz Center","-","Band Pass","-","2.74dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.024"" (0.60mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162450bt-2092a1-h_en.pdf,"//media.digikey.com/Renders/TDK%20Renders/0608%20(1608%20Metric),%203%20PC%20Pad.jpg",445-15639-1-ND,DEA162450BT-2092A1-H,TDK Corporation,FILTER BANDPASS 2.4 GHZ,4645,0,"1.36000","0","1","Cut Tape (CT)","DEA","Active","2.45GHz Center","-","Band Pass","-","2.74dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.024"" (0.60mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162450bt-2092a1-h_en.pdf,"//media.digikey.com/Renders/TDK%20Renders/0608%20(1608%20Metric),%203%20PC%20Pad.jpg",445-15639-6-ND,DEA162450BT-2092A1-H,TDK Corporation,FILTER BANDPASS 2.4 GHZ,4645,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.45GHz Center","-","Band Pass","-","2.74dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.024"" (0.60mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea165375bt-2122a1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA1609.jpg,445-15653-2-ND,DEA165375BT-2122A1,TDK Corporation,FILTER BANDPASS 5GHZ WLAN,4000,0,"0.13702","0","4000","Tape & Reel (TR)","DEA","Active","5.375GHz Center","-","Band Pass","0.2dB","1.1dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea165375bt-2122a1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA1609.jpg,445-15653-1-ND,DEA165375BT-2122A1,TDK Corporation,FILTER BANDPASS 5GHZ WLAN,7575,0,"0.31000","0","1","Cut Tape (CT)","DEA","Active","5.375GHz Center","-","Band Pass","0.2dB","1.1dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea165375bt-2122a1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA1609.jpg,445-15653-6-ND,DEA165375BT-2122A1,TDK Corporation,FILTER BANDPASS 5GHZ WLAN,7575,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","5.375GHz Center","-","Band Pass","0.2dB","1.1dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea165363bt-2124a3_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA165363BT-2124A3.jpg,445-173091-2-ND,DEA165363BT-2124A3,TDK Corporation,MULTILAYER BAND PASS FILTER FOR,4000,0,"0.13702","0","4000","Tape & Reel (TR)","DEA","Active","5.3625GHz Center","925MHz","Band Pass","-","1.5dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea165363bt-2124a3_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA165363BT-2124A3.jpg,445-173091-1-ND,DEA165363BT-2124A3,TDK Corporation,MULTILAYER BAND PASS FILTER FOR,4571,0,"1.36000","0","1","Cut Tape (CT)","DEA","Active","5.3625GHz Center","925MHz","Band Pass","-","1.5dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea165363bt-2124a3_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA165363BT-2124A3.jpg,445-173091-6-ND,DEA165363BT-2124A3,TDK Corporation,MULTILAYER BAND PASS FILTER FOR,4571,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","5.3625GHz Center","925MHz","Band Pass","-","1.5dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea202450bt-7089c3_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA20.jpg,445-3971-2-ND,DEA202450BT-7089C3,TDK Corporation,FILTER BANDPASS WLAN&BLUETOOTH,18000,0,"0.16440","0","2000","Tape & Reel (TR)","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","2.95dB","Surface Mount","0805 (2012 Metric), 8 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea202450bt-7089c3_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA20.jpg,445-3971-1-ND,DEA202450BT-7089C3,TDK Corporation,FILTER BANDPASS WLAN&BLUETOOTH,19900,0,"0.35000","0","1","Cut Tape (CT)","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","2.95dB","Surface Mount","0805 (2012 Metric), 8 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea202450bt-7089c3_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA20.jpg,445-3971-6-ND,DEA202450BT-7089C3,TDK Corporation,FILTER BANDPASS WLAN&BLUETOOTH,19900,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","2.95dB","Surface Mount","0805 (2012 Metric), 8 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_hpf_dea202484ht-8002a1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA20.jpg,445-3260-2-ND,DEA202484HT-8002A1,TDK Corporation,FILTER HIPASS 2.4GHZ WLAN SMD,2000,0,"0.16440","0","2000","Tape & Reel (TR)","DEA","Active","2.442GHz Center","84MHz","High Pass","-","0.65dB","Surface Mount","0805 (2012 Metric), 6 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.043"" (1.10mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_hpf_dea202484ht-8002a1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA20.jpg,445-3260-1-ND,DEA202484HT-8002A1,TDK Corporation,FILTER HIPASS 2.4GHZ WLAN SMD,5918,0,"0.35000","0","1","Cut Tape (CT)","DEA","Active","2.442GHz Center","84MHz","High Pass","-","0.65dB","Surface Mount","0805 (2012 Metric), 6 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.043"" (1.10mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_hpf_dea202484ht-8002a1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA20.jpg,445-3260-6-ND,DEA202484HT-8002A1,TDK Corporation,FILTER HIPASS 2.4GHZ WLAN SMD,5918,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.442GHz Center","84MHz","High Pass","-","0.65dB","Surface Mount","0805 (2012 Metric), 6 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.043"" (1.10mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea202450bt-3201b2_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA20.jpg,445-6871-2-ND,DEA202450BT-3201B2,TDK Corporation,FILTER BANDPASS 2.45GHZ WLAN SMD,2000,0,"0.16440","0","2000","Tape & Reel (TR)","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","2.5dB","Surface Mount","0805 (2012 Metric), 6 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.032"" (0.80mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea202450bt-3201b2_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA20.jpg,445-6871-1-ND,DEA202450BT-3201B2,TDK Corporation,FILTER BANDPASS 2.45GHZ WLAN SMD,4285,0,"0.35000","0","1","Cut Tape (CT)","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","2.5dB","Surface Mount","0805 (2012 Metric), 6 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.032"" (0.80mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea202450bt-3201b2_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA20.jpg,445-6871-6-ND,DEA202450BT-3201B2,TDK Corporation,FILTER BANDPASS 2.45GHZ WLAN SMD,4285,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","2.5dB","Surface Mount","0805 (2012 Metric), 6 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.032"" (0.80mm)"
https://www.johansontechnology.com/datasheets/5515BP15C975/5515BP15C975.pdf,//media.digikey.com/Renders/Johanson%20Tech%20Renders/1.9GHz%20Filter4.jpg,712-1136-2-ND,5515BP15C975E,Johanson Technology Inc.,FILTER BANDPASS 5.5GHZ WIFI,8000,0,"0.17850","0","4000","Tape & Reel (TR)","-","Active","5.5GHz Center","975MHz","Band Pass","-","2dB","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.041"" (1.05mm)"
https://www.johansontechnology.com/datasheets/5515BP15C975/5515BP15C975.pdf,//media.digikey.com/Renders/Johanson%20Tech%20Renders/1.9GHz%20Filter4.jpg,712-1136-1-ND,5515BP15C975E,Johanson Technology Inc.,FILTER BANDPASS 5.5GHZ WIFI,9997,0,"0.40000","0","1","Cut Tape (CT)","-","Active","5.5GHz Center","975MHz","Band Pass","-","2dB","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.041"" (1.05mm)"
https://www.johansontechnology.com/datasheets/5515BP15C975/5515BP15C975.pdf,//media.digikey.com/Renders/Johanson%20Tech%20Renders/1.9GHz%20Filter4.jpg,712-1136-6-ND,5515BP15C975E,Johanson Technology Inc.,FILTER BANDPASS 5.5GHZ WIFI,9997,0,"Digi-Reel","0","1","Digi-Reel®","-","Active","5.5GHz Center","975MHz","Band Pass","-","2dB","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.041"" (1.05mm)"
