Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","Bandwidth","Filter Type","Ripple","Insertion Loss","Mounting Type","Package / Case","Size / Dimension","Height (Max)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/DEA202450BT-1195A1.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA20.jpg,445-3251-2-ND,DEA202450BT-1195A1,TDK Corporation,FILTER BANDPASS 2.4GHZ WLAN SMD,6000,0,"0.43452","0","2000","Tape & Reel (TR)","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","2.3dB","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/DEA202450BT-1195A1.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA20.jpg,445-3251-1-ND,DEA202450BT-1195A1,TDK Corporation,FILTER BANDPASS 2.4GHZ WLAN SMD,6237,0,"0.91000","0","1","Cut Tape (CT)","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","2.3dB","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/DEA202450BT-1195A1.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA20.jpg,445-3251-6-ND,DEA202450BT-1195A1,TDK Corporation,FILTER BANDPASS 2.4GHZ WLAN SMD,6237,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","2.3dB","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.039"" (1.00mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea202450bt-1283a2_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA202450BT-1283A2.jpg,445-15646-2-ND,DEA202450BT-1283A2,TDK Corporation,FILTER BANDPASS 2.4 GHZ,2000,0,"0.43452","0","2000","Tape & Reel (TR)","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","1.3dB","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.041"" (1.05mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea202450bt-1283a2_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA202450BT-1283A2.jpg,445-15646-1-ND,DEA202450BT-1283A2,TDK Corporation,FILTER BANDPASS 2.4 GHZ,2000,0,"0.91000","0","1","Cut Tape (CT)","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","1.3dB","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.041"" (1.05mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea202450bt-1283a2_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA202450BT-1283A2.jpg,445-15646-6-ND,DEA202450BT-1283A2,TDK Corporation,FILTER BANDPASS 2.4 GHZ,2000,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","1.3dB","Surface Mount","0805 (2012 Metric), 4 PC Pad","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","0.041"" (1.05mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162450bt-1289a3_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA162450BT-1289A3.jpg,445-173090-2-ND,DEA162450BT-1289A3,TDK Corporation,MULTILAYER BAND PASS FILTER FOR,4000,0,"0.60000","0","4000","Tape & Reel (TR)","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","1.3dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162450bt-1289a3_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA162450BT-1289A3.jpg,445-173090-1-ND,DEA162450BT-1289A3,TDK Corporation,MULTILAYER BAND PASS FILTER FOR,7128,0,"1.36000","0","1","Cut Tape (CT)","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","1.3dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162450bt-1289a3_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA162450BT-1289A3.jpg,445-173090-6-ND,DEA162450BT-1289A3,TDK Corporation,MULTILAYER BAND PASS FILTER FOR,7128,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.45GHz Center","100MHz","Band Pass","-","1.3dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea252450bt-7022b1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA25.jpg,445-3256-2-ND,DEA252450BT-7022B1,TDK Corporation,FILTER BANDPASS 2.4GHZ 1008 SMD,2000,0,"1.22667","0","2000","Tape & Reel (TR)","DEA","Active","2.45GHz Center","100MHz","Band Pass","0.2dB","2.7dB","Surface Mount","1008 (2520 Metric), 6 PC Pad","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.039"" (1.00mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea252450bt-7022b1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA25.jpg,445-3256-1-ND,DEA252450BT-7022B1,TDK Corporation,FILTER BANDPASS 2.4GHZ 1008 SMD,3392,0,"2.61000","0","1","Cut Tape (CT)","DEA","Active","2.45GHz Center","100MHz","Band Pass","0.2dB","2.7dB","Surface Mount","1008 (2520 Metric), 6 PC Pad","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.039"" (1.00mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea252450bt-7022b1_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA25.jpg,445-3256-6-ND,DEA252450BT-7022B1,TDK Corporation,FILTER BANDPASS 2.4GHZ 1008 SMD,3392,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.45GHz Center","100MHz","Band Pass","0.2dB","2.7dB","Surface Mount","1008 (2520 Metric), 6 PC Pad","0.098"" L x 0.079"" W (2.50mm x 2.00mm)","0.039"" (1.00mm)"
https://www.johansontechnology.com/datasheets/2450FM07B0037/2450FM07B0037.pdf,-,712-1761-2-ND,2450FM07B0037T,Johanson Technology Inc.,NORDICSEMICONDUCTOR FRONT-END FI,10000,0,"0.09563","0","10000","-","-","Active","2.45GHz Center","100MHz","Low Pass","-","0.8dB","Surface Mount","0402 (1005 Metric), 4 PC Pad","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)"
https://www.johansontechnology.com/datasheets/2450FM07B0037/2450FM07B0037.pdf,-,712-1761-1-ND,2450FM07B0037T,Johanson Technology Inc.,NORDICSEMICONDUCTOR FRONT-END FI,19900,0,"0.28000","0","1","-","-","Active","2.45GHz Center","100MHz","Low Pass","-","0.8dB","Surface Mount","0402 (1005 Metric), 4 PC Pad","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)"
https://www.johansontechnology.com/datasheets/2450FM07B0037/2450FM07B0037.pdf,-,712-1761-6-ND,2450FM07B0037T,Johanson Technology Inc.,NORDICSEMICONDUCTOR FRONT-END FI,19900,0,"Digi-Reel","0","1","-","-","Active","2.45GHz Center","100MHz","Low Pass","-","0.8dB","Surface Mount","0402 (1005 Metric), 4 PC Pad","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","0.016"" (0.40mm)"
http://www.st.com/resource/en/datasheet/mlpf-wb55-01e3.pdf,-,497-19088-2-ND,MLPF-WB55-01E3,STMicroelectronics,2.4 GHZ LOW PASS FILTER MATCHED,5000,0,"0.10944","0","5000","-","-","Active","2.45GHz Center","100MHz","Low Pass","-","1.1dB","Surface Mount","6-SMD, No Lead","0.063"" L x 0.039"" W (1.60mm x 1.00mm)","0.017"" (0.43mm)"
http://www.st.com/resource/en/datasheet/mlpf-wb55-01e3.pdf,-,497-19088-1-ND,MLPF-WB55-01E3,STMicroelectronics,2.4 GHZ LOW PASS FILTER MATCHED,9965,0,"0.26000","0","1","-","*","Active","-","-","-","-","-","-","-","-","-"
http://www.st.com/resource/en/datasheet/mlpf-wb55-01e3.pdf,-,497-19088-6-ND,MLPF-WB55-01E3,STMicroelectronics,2.4 GHZ LOW PASS FILTER MATCHED,9965,0,"Digi-Reel","0","1","-","*","Active","-","-","-","-","-","-","-","-","-"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea162690lt-5064a1_en.pdf,-,445-181436-2-ND,DEA162690LT-5064A1,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 6,8000,0,"0.12257","0","4000","Tape & Reel (TR)","DEA","Active","1.6945GHz Center","1.991GHz","Low Pass","-","0.18dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea162690lt-5064a1_en.pdf,-,445-181436-1-ND,DEA162690LT-5064A1,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 6,8000,0,"0.28000","0","1","Cut Tape (CT)","DEA","Active","1.6945GHz Center","1.991GHz","Low Pass","-","0.18dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea162690lt-5064a1_en.pdf,-,445-181436-6-ND,DEA162690LT-5064A1,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 6,8000,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","1.6945GHz Center","1.991GHz","Low Pass","-","0.18dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea162690lt-5057c1_en.pdf,-,445-181432-2-ND,DEA162690LT-5057C1,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 1,4000,0,"0.12257","0","4000","Tape & Reel (TR)","DEA","Active","2.2GHz Center","-","Low Pass","-","0.5dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea162690lt-5057c1_en.pdf,-,445-181432-1-ND,DEA162690LT-5057C1,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 1,6780,0,"0.28000","0","1","Cut Tape (CT)","DEA","Active","2.2GHz Center","-","Low Pass","-","0.5dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea162690lt-5057c1_en.pdf,-,445-181432-6-ND,DEA162690LT-5057C1,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 1,6780,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.2GHz Center","-","Low Pass","-","0.5dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea160960lt-5059a1_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_DEA160960LT-5059A1.jpg,445-181435-2-ND,DEA160960LT-5059A1,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 6,4000,0,"0.12257","0","4000","Tape & Reel (TR)","DEA","Active","829MHz Center","262MHz","Low Pass","-","0.35dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea160960lt-5059a1_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_DEA160960LT-5059A1.jpg,445-181435-1-ND,DEA160960LT-5059A1,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 6,4640,0,"0.28000","0","1","Cut Tape (CT)","DEA","Active","829MHz Center","262MHz","Low Pass","-","0.35dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea160960lt-5059a1_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_DEA160960LT-5059A1.jpg,445-181435-6-ND,DEA160960LT-5059A1,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 6,4640,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","829MHz Center","262MHz","Low Pass","-","0.35dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea165538bt-2236b1-h_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_DEA165538BT-2236B1-H_Top.jpg,445-180211-2-ND,DEA165538BT-2236B1-H,TDK Corporation,FILTER BANDPASS 5GHZ W-LAN/LTE-U,8000,0,"0.13702","0","4000","Tape & Reel (TR)","DEA","Active","-","-","Band Pass","-","1.8dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.026"" (0.65mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea165538bt-2236b1-h_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_DEA165538BT-2236B1-H_Top.jpg,445-180211-1-ND,DEA165538BT-2236B1-H,TDK Corporation,FILTER BANDPASS 5GHZ W-LAN/LTE-U,8000,0,"0.31000","0","1","Cut Tape (CT)","DEA","Active","-","-","Band Pass","-","1.8dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.026"" (0.65mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea165538bt-2236b1-h_en.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_DEA165538BT-2236B1-H_Top.jpg,445-180211-6-ND,DEA165538BT-2236B1-H,TDK Corporation,FILTER BANDPASS 5GHZ W-LAN/LTE-U,8000,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","-","-","Band Pass","-","1.8dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.026"" (0.65mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea160960lt-1169aa_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA160960LT-1169AA.jpg,445-180967-2-ND,DEA160960LT-1169AA,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 8,8000,0,"0.13702","0","4000","Tape & Reel (TR)","DEA","Active","892MHz Center","136MHz","Low Pass","-","0.73dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea160960lt-1169aa_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA160960LT-1169AA.jpg,445-180967-1-ND,DEA160960LT-1169AA,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 8,11690,0,"0.31000","0","1","Cut Tape (CT)","DEA","Active","892MHz Center","136MHz","Low Pass","-","0.73dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea160960lt-1169aa_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA160960LT-1169AA.jpg,445-180967-6-ND,DEA160960LT-1169AA,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 8,11690,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","892MHz Center","136MHz","Low Pass","-","0.73dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea160960lt-5044c1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA160960LT-5044C1.jpg,445-180968-2-ND,DEA160960LT-5044C1,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 6,8000,0,"0.13702","0","4000","Tape & Reel (TR)","DEA","Active","829.5MHz Center","-","Low Pass","-","0.7dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea160960lt-5044c1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA160960LT-5044C1.jpg,445-180968-1-ND,DEA160960LT-5044C1,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 6,9500,0,"0.31000","0","1","Cut Tape (CT)","DEA","Active","829.5MHz Center","-","Low Pass","-","0.7dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea160960lt-5044c1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA160960LT-5044C1.jpg,445-180968-6-ND,DEA160960LT-5044C1,TDK Corporation,MULTILAYER LOW PASS FILTER FOR 6,9500,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","829.5MHz Center","-","Low Pass","-","0.7dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/DEA162300HT-8047A1_Rev1_0.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_DEA162300HT-8047A1.jpg,445-175383-2-ND,DEA162300HT-8047A1,TDK Corporation,FILTER HIGHPASS FOR 2300-2690MHZ,4000,0,"0.13702","0","4000","Tape & Reel (TR)","DEA","Active","2.4GHz","-","High Pass","-","0.5dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.026"" (0.65mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/DEA162300HT-8047A1_Rev1_0.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_DEA162300HT-8047A1.jpg,445-175383-1-ND,DEA162300HT-8047A1,TDK Corporation,FILTER HIGHPASS FOR 2300-2690MHZ,7775,0,"0.31000","0","1","Cut Tape (CT)","DEA","Active","2.4GHz","-","High Pass","-","0.5dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.026"" (0.65mm)"
//media.digikey.com/pdf/Data%20Sheets/TDK%20PDFs/DEA162300HT-8047A1_Rev1_0.pdf,//media.digikey.com/Photos/TDK%20Photos/MFG_DEA162300HT-8047A1.jpg,445-175383-6-ND,DEA162300HT-8047A1,TDK Corporation,FILTER HIGHPASS FOR 2300-2690MHZ,7775,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.4GHz","-","High Pass","-","0.5dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.026"" (0.65mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162495bt-1289a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA162450BT-1260B2.jpg,445-175611-2-ND,DEA162495BT-1289A1,TDK Corporation,FILTER BANDPASS FOR 2.45GHZ WLAN,4000,0,"0.13702","0","4000","Tape & Reel (TR)","DEA","Active","2.495GHz Center","390MHz","Band Pass","-","2dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162495bt-1289a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA162450BT-1260B2.jpg,445-175611-1-ND,DEA162495BT-1289A1,TDK Corporation,FILTER BANDPASS FOR 2.45GHZ WLAN,6249,0,"0.31000","0","1","Cut Tape (CT)","DEA","Active","2.495GHz Center","390MHz","Band Pass","-","2dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162495bt-1289a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA162450BT-1260B2.jpg,445-175611-6-ND,DEA162495BT-1289A1,TDK Corporation,FILTER BANDPASS FOR 2.45GHZ WLAN,6249,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.495GHz Center","390MHz","Band Pass","-","2dB","Surface Mount","0603 (1608 Metric), 4 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea162500lt-5033a2_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA1609.jpg,445-175616-2-ND,DEA162500LT-5033A2,TDK Corporation,FILTER LOW PASS FOR 2.45GHZ WLAN,4000,0,"0.13702","0","4000","Tape & Reel (TR)","DEA","Active","2.45GHz Center","100MHz","Low Pass","-","1dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea162500lt-5033a2_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA1609.jpg,445-175616-1-ND,DEA162500LT-5033A2,TDK Corporation,FILTER LOW PASS FOR 2.45GHZ WLAN,7813,0,"0.31000","0","1","Cut Tape (CT)","DEA","Active","2.45GHz Center","100MHz","Low Pass","-","1dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_lpf_dea162500lt-5033a2_en.pdf,//media.digikey.com/Renders/TDK%20Renders/DEA1609.jpg,445-175616-6-ND,DEA162500LT-5033A2,TDK Corporation,FILTER LOW PASS FOR 2.45GHZ WLAN,7813,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.45GHz Center","100MHz","Low Pass","-","1dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea165550bt-2230c2-h_en.pdf,-,445-181433-2-ND,DEA165550BT-2230C2-H,TDK Corporation,MULTILAYER BAND PASS FILTER FOR,4000,0,"0.13702","0","4000","Tape & Reel (TR)","DEA","Active","5.55GHz Center","800MHz","Band Pass","-","0.9dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.024"" (0.60mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea165550bt-2230c2-h_en.pdf,-,445-181433-1-ND,DEA165550BT-2230C2-H,TDK Corporation,MULTILAYER BAND PASS FILTER FOR,7575,0,"0.31000","0","1","Cut Tape (CT)","DEA","Active","5.55GHz Center","800MHz","Band Pass","-","0.9dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.024"" (0.60mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea165550bt-2230c2-h_en.pdf,-,445-181433-6-ND,DEA165550BT-2230C2-H,TDK Corporation,MULTILAYER BAND PASS FILTER FOR,7575,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","5.55GHz Center","800MHz","Band Pass","-","0.9dB","Surface Mount","0603 (1608 Metric), 3 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.024"" (0.60mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162450bt-7219a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA160787LT-5032A1.jpg,445-181434-2-ND,DEA162450BT-7219A1,TDK Corporation,MULTILAYER BAND PASS FILTER (BAL,4000,0,"0.13702","0","4000","Tape & Reel (TR)","DEA","Active","2.45GHz Center","100MHz","Balance","-","1.75dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162450bt-7219a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA160787LT-5032A1.jpg,445-181434-1-ND,DEA162450BT-7219A1,TDK Corporation,MULTILAYER BAND PASS FILTER (BAL,7963,0,"0.31000","0","1","Cut Tape (CT)","DEA","Active","2.45GHz Center","100MHz","Balance","-","1.75dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://product.tdk.com/info/en/documents/data_sheet/rf_bpf_dea162450bt-7219a1_en.pdf,//media.digikey.com/photos/TDK%20Photos/MFG_DEA160787LT-5032A1.jpg,445-181434-6-ND,DEA162450BT-7219A1,TDK Corporation,MULTILAYER BAND PASS FILTER (BAL,7963,0,"Digi-Reel","0","1","Digi-Reel®","DEA","Active","2.45GHz Center","100MHz","Balance","-","1.75dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.028"" (0.70mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=FI168W1697B1-T &u=M,-,587-6075-2-ND,FI168W1697B1-T,Taiyo Yuden,"FILTER, COUPLER, W-CDMA/CDMA/GSM",8000,0,"0.14240","0","8000","Tape & Reel (TR)","FI","Active","1.6945GHz Center","1.991GHz","Band Pass","-","0.38dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.020"" (0.50mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=FI168W1697B1-T &u=M,-,587-6075-1-ND,FI168W1697B1-T,Taiyo Yuden,"FILTER, COUPLER, W-CDMA/CDMA/GSM",8000,0,"0.34000","0","1","Cut Tape (CT)","FI","Active","1.6945GHz Center","1.991GHz","Band Pass","-","0.38dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.020"" (0.50mm)"
https://ds.yuden.co.jp/TYCOMPAS/ut/detail?pn=FI168W1697B1-T &u=M,-,587-6075-6-ND,FI168W1697B1-T,Taiyo Yuden,"FILTER, COUPLER, W-CDMA/CDMA/GSM",8000,0,"Digi-Reel","0","1","Digi-Reel®","FI","Active","1.6945GHz Center","1.991GHz","Band Pass","-","0.38dB","Surface Mount","0603 (1608 Metric), 6 PC Pad","0.063"" L x 0.031"" W (1.60mm x 0.80mm)","0.020"" (0.50mm)"
