Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Filter Type","Number of Lines","Impedance @ Frequency","Current Rating (Max)","DC Resistance (DCR) (Max)","Ratings","Operating Temperature","Package / Case","Mounting Type","Height (Max)","Size / Dimension","Features"
https://www.yuden.co.jp/productdata/catalog/mlci07_e.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/0805%20(1.05%20thick).jpg,587-1902-2-ND,BK2125HM601-T,Taiyo Yuden,FERRITE BEAD 600 OHM 0805 1LN,184000,0,"0.01936","0","4000","Tape & Reel (TR)","BK","Active","-","1","600 Ohms @ 100MHz","500mA","250mOhm","-","-55°C ~ 125°C","0805 (2012 Metric)","Surface Mount","0.041"" (1.05mm)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-"
https://www.yuden.co.jp/productdata/catalog/mlci07_e.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/0805%20(1.05%20thick).jpg,587-1902-1-ND,BK2125HM601-T,Taiyo Yuden,FERRITE BEAD 600 OHM 0805 1LN,187630,0,"0.10000","0","1","Cut Tape (CT)","BK","Active","-","1","600 Ohms @ 100MHz","500mA","250mOhm","-","-55°C ~ 125°C","0805 (2012 Metric)","Surface Mount","0.041"" (1.05mm)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-"
https://www.yuden.co.jp/productdata/catalog/mlci07_e.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/0805%20(1.05%20thick).jpg,587-1902-6-ND,BK2125HM601-T,Taiyo Yuden,FERRITE BEAD 600 OHM 0805 1LN,187630,0,"Digi-Reel","0","1","Digi-Reel®","BK","Active","-","1","600 Ohms @ 100MHz","500mA","250mOhm","-","-55°C ~ 125°C","0805 (2012 Metric)","Surface Mount","0.041"" (1.05mm)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-"
https://www.yuden.co.jp/productdata/catalog/mlci07_e.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/0805%20(1.05%20thick).jpg,587-1911-2-ND,BK2125HS470-T,Taiyo Yuden,FERRITE BEAD 47 OHM 0805 1LN,4000,0,"0.01936","0","4000","Tape & Reel (TR)","BK","Active","-","1","47 Ohms @ 100MHz","1A","50mOhm","-","-55°C ~ 125°C","0805 (2012 Metric)","Surface Mount","0.041"" (1.05mm)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-"
https://www.yuden.co.jp/productdata/catalog/mlci07_e.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/0805%20(1.05%20thick).jpg,587-1911-1-ND,BK2125HS470-T,Taiyo Yuden,FERRITE BEAD 47 OHM 0805 1LN,9626,0,"0.10000","0","1","Cut Tape (CT)","BK","Active","-","1","47 Ohms @ 100MHz","1A","50mOhm","-","-55°C ~ 125°C","0805 (2012 Metric)","Surface Mount","0.041"" (1.05mm)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-"
https://www.yuden.co.jp/productdata/catalog/mlci07_e.pdf,//media.digikey.com/Renders/Taiyo%20Yuden%20Renders/0805%20(1.05%20thick).jpg,587-1911-6-ND,BK2125HS470-T,Taiyo Yuden,FERRITE BEAD 47 OHM 0805 1LN,9626,0,"Digi-Reel","0","1","Digi-Reel®","BK","Active","-","1","47 Ohms @ 100MHz","1A","50mOhm","-","-55°C ~ 125°C","0805 (2012 Metric)","Surface Mount","0.041"" (1.05mm)","0.079"" L x 0.049"" W (2.00mm x 1.25mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-1006-2-ND,BLM15AG601SN1D,Murata Electronics North America,FERRITE BEAD 600 OHM 0402 1LN,1730000,0,"0.02016","0","10000","Tape & Reel (TR)","EMIFIL®, BLM15","Active","-","1","600 Ohms @ 100MHz","300mA","520mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-1006-1-ND,BLM15AG601SN1D,Murata Electronics North America,FERRITE BEAD 600 OHM 0402 1LN,1754002,0,"0.10000","0","1","Cut Tape (CT)","EMIFIL®, BLM15","Active","-","1","600 Ohms @ 100MHz","300mA","520mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-1006-6-ND,BLM15AG601SN1D,Murata Electronics North America,FERRITE BEAD 600 OHM 0402 1LN,1754002,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, BLM15","Active","-","1","600 Ohms @ 100MHz","300mA","520mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-1005-2-ND,BLM15AG121SN1D,Murata Electronics North America,FERRITE BEAD 120 OHM 0402 1LN,320000,0,"0.02016","0","10000","Tape & Reel (TR)","EMIFIL®, BLM15","Active","-","1","120 Ohms @ 100MHz","550mA","190mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-1005-1-ND,BLM15AG121SN1D,Murata Electronics North America,FERRITE BEAD 120 OHM 0402 1LN,321059,0,"0.10000","0","1","Cut Tape (CT)","EMIFIL®, BLM15","Active","-","1","120 Ohms @ 100MHz","550mA","190mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-1005-6-ND,BLM15AG121SN1D,Murata Electronics North America,FERRITE BEAD 120 OHM 0402 1LN,321059,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, BLM15","Active","-","1","120 Ohms @ 100MHz","550mA","190mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-1007-2-ND,BLM15AG102SN1D,Murata Electronics North America,FERRITE BEAD 1 KOHM 0402 1LN,320000,0,"0.02016","0","10000","Tape & Reel (TR)","EMIFIL®, BLM15","Active","-","1","1 kOhms @ 100MHz","300mA","650mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-1007-1-ND,BLM15AG102SN1D,Murata Electronics North America,FERRITE BEAD 1 KOHM 0402 1LN,332269,0,"0.10000","0","1","Cut Tape (CT)","EMIFIL®, BLM15","Active","-","1","1 kOhms @ 100MHz","300mA","650mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-1007-6-ND,BLM15AG102SN1D,Murata Electronics North America,FERRITE BEAD 1 KOHM 0402 1LN,332269,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, BLM15","Active","-","1","1 kOhms @ 100MHz","300mA","650mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-5176-2-ND,BLM15AG100SN1D,Murata Electronics North America,FERRITE BEAD 10 OHM 0402 1LN,160000,0,"0.02016","0","10000","Tape & Reel (TR)","EMIFIL®, BLM15","Active","-","1","10 Ohms @ 100MHz","1A","25mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-5176-1-ND,BLM15AG100SN1D,Murata Electronics North America,FERRITE BEAD 10 OHM 0402 1LN,165215,0,"0.10000","0","1","Cut Tape (CT)","EMIFIL®, BLM15","Active","-","1","10 Ohms @ 100MHz","1A","25mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-5176-6-ND,BLM15AG100SN1D,Murata Electronics North America,FERRITE BEAD 10 OHM 0402 1LN,165215,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, BLM15","Active","-","1","10 Ohms @ 100MHz","1A","25mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-5178-2-ND,BLM15AG221SN1D,Murata Electronics North America,FERRITE BEAD 220 OHM 0402 1LN,100000,0,"0.02016","0","10000","Tape & Reel (TR)","EMIFIL®, BLM15","Active","-","1","220 Ohms @ 100MHz","450mA","290mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-5178-1-ND,BLM15AG221SN1D,Murata Electronics North America,FERRITE BEAD 220 OHM 0402 1LN,109765,0,"0.10000","0","1","Cut Tape (CT)","EMIFIL®, BLM15","Active","-","1","220 Ohms @ 100MHz","450mA","290mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-5178-6-ND,BLM15AG221SN1D,Murata Electronics North America,FERRITE BEAD 220 OHM 0402 1LN,109765,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, BLM15","Active","-","1","220 Ohms @ 100MHz","450mA","290mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-5177-2-ND,BLM15AG700SN1D,Murata Electronics North America,FERRITE BEAD 70 OHM 0402 1LN,110000,0,"0.02016","0","10000","Tape & Reel (TR)","EMIFIL®, BLM15","Active","-","1","70 Ohms @ 100MHz","600mA","150mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-5177-1-ND,BLM15AG700SN1D,Murata Electronics North America,FERRITE BEAD 70 OHM 0402 1LN,126977,0,"0.10000","0","1","Cut Tape (CT)","EMIFIL®, BLM15","Active","-","1","70 Ohms @ 100MHz","600mA","150mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://www.murata.com/en-us/products/productdata/8796740059166/ENFA0018.pdf,//media.digikey.com/Renders/Murata%20Renders/ZRB-SERIES-0402.jpg,490-5177-6-ND,BLM15AG700SN1D,Murata Electronics North America,FERRITE BEAD 70 OHM 0402 1LN,126977,0,"Digi-Reel","0","1","Digi-Reel®","EMIFIL®, BLM15","Active","-","1","70 Ohms @ 100MHz","600mA","150mOhm","-","-55°C ~ 125°C","0402 (1005 Metric)","Surface Mount","0.022"" (0.55mm)","0.039"" L x 0.020"" W (1.00mm x 0.50mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-1565-2-ND,MPZ1608S221ATA00,TDK Corporation,FERRITE BEAD 220 OHM 0603 1LN,508000,0,"0.02080","0","4000","Tape & Reel (TR)","MPZ","Active","Power Line","1","220 Ohms @ 100MHz","2.2A","50mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-1565-1-ND,MPZ1608S221ATA00,TDK Corporation,FERRITE BEAD 220 OHM 0603 1LN,513035,0,"0.10000","0","1","Cut Tape (CT)","MPZ","Active","Power Line","1","220 Ohms @ 100MHz","2.2A","50mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-1565-6-ND,MPZ1608S221ATA00,TDK Corporation,FERRITE BEAD 220 OHM 0603 1LN,513335,0,"Digi-Reel","0","1","Digi-Reel®","MPZ","Active","Power Line","1","220 Ohms @ 100MHz","2.2A","50mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-2205-2-ND,MPZ1608S601ATA00,TDK Corporation,FERRITE BEAD 600 OHM 0603 1LN,476000,0,"0.02080","0","4000","Tape & Reel (TR)","MPZ","Active","Power Line","1","600 Ohms @ 100MHz","1A","150mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-2205-1-ND,MPZ1608S601ATA00,TDK Corporation,FERRITE BEAD 600 OHM 0603 1LN,476461,0,"0.10000","0","1","Cut Tape (CT)","MPZ","Active","Power Line","1","600 Ohms @ 100MHz","1A","150mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-2205-6-ND,MPZ1608S601ATA00,TDK Corporation,FERRITE BEAD 600 OHM 0603 1LN,476461,0,"Digi-Reel","0","1","Digi-Reel®","MPZ","Active","Power Line","1","600 Ohms @ 100MHz","1A","150mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTAH0.jpg,445-1564-2-ND,MPZ1608S101ATAH0,TDK Corporation,FERRITE BEAD 100 OHM 0603 1LN,420000,0,"0.02080","0","4000","Tape & Reel (TR)","MPZ","Active","Power Line","1","100 Ohms @ 100MHz","3A","30mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.030"" (0.75mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTAH0.jpg,445-1564-1-ND,MPZ1608S101ATAH0,TDK Corporation,FERRITE BEAD 100 OHM 0603 1LN,422828,0,"0.10000","0","1","Cut Tape (CT)","MPZ","Active","Power Line","1","100 Ohms @ 100MHz","3A","30mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.030"" (0.75mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTAH0.jpg,445-1564-6-ND,MPZ1608S101ATAH0,TDK Corporation,FERRITE BEAD 100 OHM 0603 1LN,422828,0,"Digi-Reel","0","1","Digi-Reel®","MPZ","Active","Power Line","1","100 Ohms @ 100MHz","3A","30mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.030"" (0.75mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-5221-2-ND,MPZ1608S331ATA00,TDK Corporation,FERRITE BEAD 330 OHM 0603 1LN,300000,0,"0.02080","0","4000","Tape & Reel (TR)","MPZ","Active","Power Line","1","330 Ohms @ 100MHz","1.7A","80mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-5221-1-ND,MPZ1608S331ATA00,TDK Corporation,FERRITE BEAD 330 OHM 0603 1LN,301157,0,"0.10000","0","1","Cut Tape (CT)","MPZ","Active","Power Line","1","330 Ohms @ 100MHz","1.7A","80mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-5221-6-ND,MPZ1608S331ATA00,TDK Corporation,FERRITE BEAD 330 OHM 0603 1LN,301157,0,"Digi-Reel","0","1","Digi-Reel®","MPZ","Active","Power Line","1","330 Ohms @ 100MHz","1.7A","80mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-2985-2-ND,MPZ1608Y151BTA00,TDK Corporation,FERRITE BEAD 150 OHM 0603 1LN,288000,0,"0.02080","0","4000","Tape & Reel (TR)","MPZ","Active","Power Line","1","150 Ohms @ 100MHz","1.8A","50mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-2985-1-ND,MPZ1608Y151BTA00,TDK Corporation,FERRITE BEAD 150 OHM 0603 1LN,292447,0,"0.10000","0","1","Cut Tape (CT)","MPZ","Active","Power Line","1","150 Ohms @ 100MHz","1.8A","50mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-2985-6-ND,MPZ1608Y151BTA00,TDK Corporation,FERRITE BEAD 150 OHM 0603 1LN,292447,0,"Digi-Reel","0","1","Digi-Reel®","MPZ","Active","Power Line","1","150 Ohms @ 100MHz","1.8A","50mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTAH0.jpg,445-1563-2-ND,MPZ1608S600ATAH0,TDK Corporation,FERRITE BEAD 60 OHM 0603 1LN,208000,0,"0.02080","0","4000","Tape & Reel (TR)","MPZ","Active","Power Line","1","60 Ohms @ 100MHz","3.5A","20mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.030"" (0.75mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTAH0.jpg,445-1563-1-ND,MPZ1608S600ATAH0,TDK Corporation,FERRITE BEAD 60 OHM 0603 1LN,211573,0,"0.10000","0","1","Cut Tape (CT)","MPZ","Active","Power Line","1","60 Ohms @ 100MHz","3.5A","20mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.030"" (0.75mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTAH0.jpg,445-1563-6-ND,MPZ1608S600ATAH0,TDK Corporation,FERRITE BEAD 60 OHM 0603 1LN,211573,0,"Digi-Reel","0","1","Digi-Reel®","MPZ","Active","Power Line","1","60 Ohms @ 100MHz","3.5A","20mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.030"" (0.75mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-8694-2-ND,MPZ1608S102ATA00,TDK Corporation,FERRITE BEAD 1 KOHM 0603 1LN,112000,0,"0.02080","0","4000","Tape & Reel (TR)","MPZ","Active","Power Line","1","1 kOhms @ 100MHz","800mA","300mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-8694-1-ND,MPZ1608S102ATA00,TDK Corporation,FERRITE BEAD 1 KOHM 0603 1LN,113006,0,"0.10000","0","1","Cut Tape (CT)","MPZ","Active","Power Line","1","1 kOhms @ 100MHz","800mA","300mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-8694-6-ND,MPZ1608S102ATA00,TDK Corporation,FERRITE BEAD 1 KOHM 0603 1LN,113006,0,"Digi-Reel","0","1","Digi-Reel®","MPZ","Active","Power Line","1","1 kOhms @ 100MHz","800mA","300mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-5218-2-ND,MPZ1608B471ATA00,TDK Corporation,FERRITE BEAD 470 OHM 0603 1LN,108000,0,"0.02080","0","4000","Tape & Reel (TR)","MPZ","Active","Power Line","1","470 Ohms @ 100MHz","1A","150mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-5218-1-ND,MPZ1608B471ATA00,TDK Corporation,FERRITE BEAD 470 OHM 0603 1LN,114515,0,"0.10000","0","1","Cut Tape (CT)","MPZ","Active","Power Line","1","470 Ohms @ 100MHz","1A","150mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTA00.jpg,445-5218-6-ND,MPZ1608B471ATA00,TDK Corporation,FERRITE BEAD 470 OHM 0603 1LN,114515,0,"Digi-Reel","0","1","Digi-Reel®","MPZ","Active","Power Line","1","470 Ohms @ 100MHz","1A","150mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.037"" (0.95mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
https://product.tdk.com/info/en/catalog/datasheets/beads_commercial_power_mpz1608_en.pdf,//media.digikey.com/Renders/TDK%20Renders/MPZ1608xxxxxTAH0.jpg,445-1562-2-ND,MPZ1608S300ATAH0,TDK Corporation,FERRITE BEAD 30 OHM 0603 1LN,60000,0,"0.02080","0","4000","Tape & Reel (TR)","MPZ","Active","Power Line","1","30 Ohms @ 100MHz","5A","10mOhm","-","-55°C ~ 125°C","0603 (1608 Metric)","Surface Mount","0.030"" (0.75mm)","0.063"" L x 0.032"" W (1.60mm x 0.80mm)","-"
