Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Filter Type","Number of Lines","Impedance @ Frequency","Current Rating (Max)","DC Resistance (DCR) (Max)","Ratings","Operating Temperature","Package / Case","Mounting Type","Height (Max)","Size / Dimension","Features"
https://katalog.we-online.de/pbs/datasheet/742792515.pdf,//media.digikey.com/Renders/Wurth%20Electronics%20Renders/0402.jpg,732-1642-6-ND,742792515,Wurth Electronics Inc.,FERRITE BEAD 785 OHM 1812 1LN,35488,0,"Digi-Reel","0","1","Digi-Reel®","WE-CBF","Active","Signal Line","1","785 Ohms @ 100MHz","3A","50mOhm","-","-55°C ~ 125°C","1812 (4532 Metric)","Surface Mount","0.067"" (1.70mm)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-"
https://katalog.we-online.de/pbs/datasheet/742792511.pdf,//media.digikey.com/Renders/Wurth%20Electronics%20Renders/0402.jpg,732-1641-2-ND,742792511,Wurth Electronics Inc.,FERRITE BEAD 120 OHM 1812 1LN,14000,0,"0.21300","0","1000","Tape & Reel (TR)","WE-CBF","Active","Signal Line","1","120 Ohms @ 100MHz","3A","50mOhm","-","-55°C ~ 125°C","1812 (4532 Metric)","Surface Mount","0.067"" (1.70mm)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-"
https://katalog.we-online.de/pbs/datasheet/742792511.pdf,//media.digikey.com/Renders/Wurth%20Electronics%20Renders/0402.jpg,732-1641-1-ND,742792511,Wurth Electronics Inc.,FERRITE BEAD 120 OHM 1812 1LN,14818,0,"0.27000","0","1","Cut Tape (CT)","WE-CBF","Active","Signal Line","1","120 Ohms @ 100MHz","3A","50mOhm","-","-55°C ~ 125°C","1812 (4532 Metric)","Surface Mount","0.067"" (1.70mm)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-"
https://katalog.we-online.de/pbs/datasheet/742792511.pdf,//media.digikey.com/Renders/Wurth%20Electronics%20Renders/0402.jpg,732-1641-6-ND,742792511,Wurth Electronics Inc.,FERRITE BEAD 120 OHM 1812 1LN,14818,0,"Digi-Reel","0","1","Digi-Reel®","WE-CBF","Active","Signal Line","1","120 Ohms @ 100MHz","3A","50mOhm","-","-55°C ~ 125°C","1812 (4532 Metric)","Surface Mount","0.067"" (1.70mm)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-"
https://katalog.we-online.de/pbs/datasheet/742792514.pdf,//media.digikey.com/Renders/Wurth%20Electronics%20Renders/0402.jpg,732-1643-2-ND,742792514,Wurth Electronics Inc.,FERRITE BEAD 600 OHM 1812 1LN,10000,0,"0.21300","0","1000","Tape & Reel (TR)","WE-CBF","Active","Signal Line","1","600 Ohms @ 100MHz","3A","40mOhm","-","-55°C ~ 125°C","1812 (4532 Metric)","Surface Mount","0.067"" (1.70mm)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-"
https://katalog.we-online.de/pbs/datasheet/742792514.pdf,//media.digikey.com/Renders/Wurth%20Electronics%20Renders/0402.jpg,732-1643-1-ND,742792514,Wurth Electronics Inc.,FERRITE BEAD 600 OHM 1812 1LN,10641,0,"0.27000","0","1","Cut Tape (CT)","WE-CBF","Active","Signal Line","1","600 Ohms @ 100MHz","3A","40mOhm","-","-55°C ~ 125°C","1812 (4532 Metric)","Surface Mount","0.067"" (1.70mm)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-"
https://katalog.we-online.de/pbs/datasheet/742792514.pdf,//media.digikey.com/Renders/Wurth%20Electronics%20Renders/0402.jpg,732-1643-6-ND,742792514,Wurth Electronics Inc.,FERRITE BEAD 600 OHM 1812 1LN,10641,0,"Digi-Reel","0","1","Digi-Reel®","WE-CBF","Active","Signal Line","1","600 Ohms @ 100MHz","3A","40mOhm","-","-55°C ~ 125°C","1812 (4532 Metric)","Surface Mount","0.067"" (1.70mm)","0.177"" L x 0.126"" W (4.50mm x 3.20mm)","-"
https://katalog.we-online.de/pbs/datasheet/74279223560.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74279223560.jpg,732-3421-2-ND,74279223560,Wurth Electronics Inc.,FERRITE BEAD 56 OHM 1612 1LN,7500,0,"0.41200","0","2500","Tape & Reel (TR)","WE-MPSB","Active","-","1","56 Ohms @ 100MHz","10A","4mOhm","-","-55°C ~ 125°C","1612 (4030 Metric)","Surface Mount","0.098"" (2.48mm)","0.160"" L x 0.120"" W (4.06mm x 3.05mm)","-"
https://katalog.we-online.de/pbs/datasheet/74279223560.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74279223560.jpg,732-3421-1-ND,74279223560,Wurth Electronics Inc.,FERRITE BEAD 56 OHM 1612 1LN,9641,0,"0.51000","0","1","Cut Tape (CT)","WE-MPSB","Active","-","1","56 Ohms @ 100MHz","10A","4mOhm","-","-55°C ~ 125°C","1612 (4030 Metric)","Surface Mount","0.098"" (2.48mm)","0.160"" L x 0.120"" W (4.06mm x 3.05mm)","-"
https://katalog.we-online.de/pbs/datasheet/74279223560.pdf,//media.digikey.com/Photos/Wurth%20Electronics%20Photos/74279223560.jpg,732-3421-6-ND,74279223560,Wurth Electronics Inc.,FERRITE BEAD 56 OHM 1612 1LN,10841,0,"Digi-Reel","0","1","Digi-Reel®","WE-MPSB","Active","-","1","56 Ohms @ 100MHz","10A","4mOhm","-","-55°C ~ 125°C","1612 (4030 Metric)","Surface Mount","0.098"" (2.48mm)","0.160"" L x 0.120"" W (4.06mm x 3.05mm)","-"
