Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Frequency","Impedance","Bandwidth","Insertion Loss","Filter Type","Mounting Type","Package / Case","Size / Dimension","Height (Max)"
//media.digikey.com/pdf/Data%20Sheets/CTS%20Corporation%20PDFs/KFF6338A.pdf,-,410-1020-2-ND,KFF6338A,Tusonix a Subsidiary of CTS Electronic Components,FILTER CERAMIC GPS 1575.5MHZ SMD,0,0,"2.24000","0","1000","Tape & Reel (TR)","-","Active","1.576GHz Center","50Ohm","11MHz","1.5dB","FM","Surface Mount","Monoblock, 2 PC Pad","0.311"" L x 0.177"" W (7.90mm x 4.50mm)","0.365"" (9.27mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0138B.pdf,-,CER0138B-ND,CER0138B,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FILTER,0,0,"2.24000","0","1000","Tape & Reel (TR)","-","Active","1.575GHz Center","-","20MHz","0.99dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","-"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0139B.pdf,-,CER0139B-ND,CER0139B,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FILTER,0,0,"2.94000","0","1000","Tape & Reel (TR)","-","Active","1.227GHz Center","-","24MHz","0.8dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.311"" L x 0.177"" W (7.90mm x 4.50mm)","0.430"" (10.92mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/KFF6538A.pdf,-,KFF6538A-ND,KFF6538A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 1.2276GHZ BAND PASS,0,0,"2.94000","0","1000","-","-","Active","1.2276GHz Center","-","20MHz","1.5dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.177"" (4.50mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0032A.pdf,-,CER0032A-ND,CER0032A,Tusonix a Subsidiary of CTS Electronic Components,FILTER CER BAND PASS 1.57542GHZ,0,0,"3.08850","0","500","Tape & Reel (TR)","-","Active","1.57542GHz Center","-","4MHz","1.25dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.165"" L x 0.157"" W (4.20mm x 4.00mm)","0.079"" (2.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0468A.pdf,-,CER0468A-ND,CER0468A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 1.95GHZ BAND PASS,0,0,"3.37500","0","1000","-","-","Active","1.95GHz Center","-","60MHz","1.8dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.155"" (3.93mm)"
//media.digikey.com/pdf/Data%20Sheets/CTS%20Corporation%20PDFs/KFF6193A.pdf,-,410-1019-2-ND,KFF6193A,Tusonix a Subsidiary of CTS Electronic Components,FILTER CERAMIC 915MHZ SMD,0,0,"3.41600","0","1000","Tape & Reel (TR)","-","Active","915MHz Center","50Ohm","26MHz","2dB","FM","Surface Mount","Monoblock, 2 PC Pad","0.311"" L x 0.177"" W (7.90mm x 4.50mm)","0.346"" (8.79mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0325C.pdf,-,CER0325C-ND,CER0325C,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 3.5GHZ BAND PASS,0,0,"3.44250","0","1000","-","-","Active","3.5GHz Center","-","200MHz","1.4dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.094"" (2.40mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0109A.pdf,-,CER0109A-ND,CER0109A,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FILTER,0,0,"3.63150","0","1000","Tape & Reel (TR)","-","Active","1.95GHz Center","-","60MHz","1dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.278"" L x 0.155"" W (7.05mm x 3.93mm)","0.221"" (5.61mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0109B.pdf,-,CER0109B-ND,CER0109B,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FILTER,0,0,"3.63150","0","1000","Tape & Reel (TR)","-","Active","1.95GHz Center","-","60MHz","1dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.278"" L x 0.155"" W (7.05mm x 3.93mm)","0.221"" (5.61mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0110A.pdf,-,CER0110A-ND,CER0110A,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FILTER,0,0,"3.63150","0","1000","Tape & Reel (TR)","-","Active","2.14GHz Center","-","60MHz","1.3dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.278"" L x 0.155"" W (7.05mm x 3.93mm)","0.198"" (5.03mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0110B.pdf,-,CER0110B-ND,CER0110B,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FILTER,0,0,"3.63150","0","1000","Tape & Reel (TR)","-","Active","2.14GHz Center","-","60MHz","1.3dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.278"" L x 0.155"" W (7.05mm x 3.93mm)","0.198"" (5.03mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0325D.pdf,-,CER0325D-ND,CER0325D,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"3.67200","0","1000","-","-","Active","-","-","101MHz","1.2dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.094"" (2.40mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0325E.pdf,-,CER0325E-ND,CER0325E,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"3.67200","0","1000","-","-","Active","-","-","101MHz","1.2dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.094"" (2.40mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0003A.pdf,-,CER0003A-ND,CER0003A,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FILTER,0,0,"3.75300","0","1000","Tape & Reel (TR)","-","Active","1.88GHz Center","-","60MHz","1.7dB","Band Pass","Surface Mount","0302 (0805 Metric)","0.311"" L x 0.107"" W (7.90mm x 2.72mm)","0.260"" (6.60mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0021A.pdf,-,CER0021A-ND,CER0021A,Tusonix a Subsidiary of CTS Electronic Components,FILTER CER BAND PASS 1.96GHZ SMD,0,0,"3.75300","0","1000","Tape & Reel (TR)","-","Active","1.96GHz Center","-","60MHz","1.7dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.311"" L x 0.255"" W (7.89mm x 6.47mm)","0.107"" (2.72mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0001A.pdf,-,CER0001A-ND,CER0001A,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FILTER,0,0,"3.86100","0","1000","Tape & Reel (TR)","-","Active","836.5MHz Center","-","25MHz","3.2dB","Band Pass","Surface Mount","0402 (1106 Metric)","0.465"" L x 0.177"" W (11.80mm x 4.50mm)","0.421"" (10.70mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0002A.pdf,-,CER0002A-ND,CER0002A,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FILTER,0,0,"3.86100","0","1000","Tape & Reel (TR)","-","Active","881.5MHz Center","-","25MHz","3.1dB","Band Pass","Surface Mount","0402 (1106 Metric)","0.465"" L x 0.177"" W (11.80mm x 4.50mm)","0.358"" (9.10mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0004A.pdf,-,CER0004A-ND,CER0004A,Tusonix a Subsidiary of CTS Electronic Components,FILTER CER BAND PASS 1.2276GHZ,0,0,"3.88800","0","1000","Tape & Reel (TR)","-","Active","1.2276GHz Center","-","20MHz","1.1dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.463"" L x 0.391"" W (11.75mm x 9.92mm)","0.177"" (4.50mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0074A.pdf,-,CER0074A-ND,CER0074A,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FILTER,0,0,"3.89200","0","500","Tape & Reel (TR)","-","Active","1.472GHz Center","-","40MHz","0.4dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.220"" L x 0.126"" W (5.58mm x 3.20mm)","0.197"" (5.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0074B.pdf,-,CER0074B-ND,CER0074B,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FILTER,0,0,"3.89200","0","500","Tape & Reel (TR)","-","Active","1.472GHz Center","-","40MHz","0.5dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.220"" L x 0.126"" W (5.58mm x 3.20mm)","0.197"" (5.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0005A.pdf,-,CER0005A-ND,CER0005A,Tusonix a Subsidiary of CTS Electronic Components,FILTER CER BAND PASS 1.5749GHZ,0,0,"3.91500","0","1000","Tape & Reel (TR)","-","Active","1.5749GHz Center","-","21MHz","1.5dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.463"" L x 0.305"" W (11.75mm x 7.75mm)","0.177"" (4.50mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/KFF6449A.pdf,-,KFF6449A-ND,KFF6449A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.02300","0","1000","-","-","Active","-","-","34MHz","2.2dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.177"" (4.50mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/KFF6450A.pdf,-,KFF6450A-ND,KFF6450A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.02300","0","1000","-","-","Active","-","-","34MHz","2.2dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.177"" (4.50mm)"
//media.digikey.com/pdf/Data%20Sheets/CTS%20Corporation%20PDFs/KFF6595A.pdf,-,KFF6595A-ND,KFF6595A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 1.55GHZ BAND PASS,0,0,"4.13100","0","1000","-","-","Active","1.55GHz Center","-","50MHz","2.4dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.177"" (4.50mm)"
-,-,CER0738A-ND,CER0738A,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FILTER,0,0,"4.18500","0","1000","-","*","Active","-","-","-","-","-","-","-","-","-"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0159B.pdf,-,CER0159B-ND,CER0159B,Tusonix a Subsidiary of CTS Electronic Components,FILTER CER BAND PASS 1.7475GHZ,0,0,"4.21200","0","1000","Tape & Reel (TR)","-","Active","1.7475GHz Center","-","75MHz","0.7dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.278"" L x 0.303"" W (7.05mm x 7.70mm)","0.158"" (4.02mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0312A.pdf,-,CER0312A-ND,CER0312A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 3.55GHZ BAND PASS,0,0,"4.32600","0","500","-","-","Active","3.55GHz Center","-","500MHz","1.3dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","-"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0183A.pdf,-,CER0183A-ND,CER0183A,Tusonix a Subsidiary of CTS Electronic Components,FILTER CER BANDPASS 3.285GHZ SMD,0,0,"4.33350","0","1000","Tape & Reel (TR)","-","Active","3.285GHz Center","-","50MHz","0.95dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.463"" L x 0.272"" W (11.75mm x 6.90mm)","0.181"" (4.60mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0359B.pdf,-,CER0359B-ND,CER0359B,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.34700","0","1000","-","-","Active","-","-","90MHz","1.5dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.394"" L x 0.374"" W (10.00mm x 9.50mm)","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0638A.pdf,-,CER0638A-ND,CER0638A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.34700","0","1000","-","-","Active","-","-","110MHz","1.7dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.094"" (2.40mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0639A.pdf,-,CER0639A-ND,CER0639A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.34700","0","1000","-","-","Active","-","-","114MHz","1.7dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.094"" (2.40mm)"
//media.digikey.com/pdf/Data%20Sheets/CTS%20Corporation%20PDFs/KFF6505A.pdf,-,KFF6505A-ND,KFF6505A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.45500","0","1000","-","-","Active","-","-","40MHz","2dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.177"" (4.50mm)"
//media.digikey.com/pdf/Data%20Sheets/CTS%20Corporation%20PDFs/KFF6505B.pdf,-,KFF6505B-ND,KFF6505B,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.45500","0","1000","-","-","Active","-","-","20MHz","2dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.177"" (4.50mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0284A.pdf,-,CER0284A-ND,CER0284A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.50800","0","500","-","-","Active","-","-","245MHz","1.5dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.112"" (2.85mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0284B.pdf,-,CER0284B-ND,CER0284B,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.50800","0","500","-","-","Active","-","-","195MHz","1.5dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.112"" (2.85mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0700A.pdf,-,CER0700A-ND,CER0700A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.50800","0","500","-","-","Active","-","-","200MHz","1.7dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0273B.pdf,-,CER0273B-ND,CER0273B,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.55000","0","500","-","-","Active","-","-","26MHz","1dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.155"" (3.93mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0263B.pdf,-,CER0263B-ND,CER0263B,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.63400","0","500","-","-","Active","-","-","195MHz","1.5dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.094"" (2.40mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0533B.pdf,-,CER0533B-ND,CER0533B,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 3.35GHZ BAND PASS,0,0,"4.64800","0","500","-","-","Active","3.35GHz Center","-","350MHz","1.7dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/11/CER0534B.pdf,-,CER0534B-ND,CER0534B,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 3.5GHZ BAND PASS,0,0,"4.64800","0","500","-","-","Active","3.5GHz Center","-","200MHz","1.8dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.161"" (4.10mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0370A.pdf,-,CER0370A-ND,CER0370A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.77900","0","1000","-","-","Active","-","-","375MHz","1.1dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.102"" (2.60mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0370C.pdf,-,CER0370C-ND,CER0370C,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.77900","0","1000","-","-","Active","-","-","380MHz","1.4dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.102"" (2.60mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0689A.pdf,-,CER0689A-ND,CER0689A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.84650","0","1000","-","-","Active","-","-","18MHz","2.4dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.177"" (4.50mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0206A.pdf,-,CER0206A-ND,CER0206A,Tusonix a Subsidiary of CTS Electronic Components,FILTER CER BAND PASS 1.88GHZ SMD,0,0,"4.88700","0","1000","Tape & Reel (TR)","-","Active","1.88GHz Center","-","60MHz","1dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.278"" L x 0.232"" W (7.05mm x 5.90mm)","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0206B.pdf,-,CER0206B-ND,CER0206B,Tusonix a Subsidiary of CTS Electronic Components,FILTER CER BAND PASS 1.88GHZ SMD,0,0,"4.88700","0","1000","Tape & Reel (TR)","-","Active","1.88GHz Center","-","60MHz","2.9dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.278"" L x 0.232"" W (7.05mm x 5.90mm)","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0357B.pdf,-,CER0357B-ND,CER0357B,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 1.575GHZ BAND PASS,0,0,"4.95600","0","500","-","-","Active","1.575GHz Center","-","100MHz","1.5dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0358B.pdf,-,CER0358B-ND,CER0358B,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 1.227GHZ BAND PASS,0,0,"4.95600","0","500","-","-","Active","1.227GHz Center","-","90MHz","1.5dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.394"" L x 0.362"" W (10.00mm x 9.20mm)","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0357C.pdf,-,410-1289-2-ND,CER0357C,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.95600","0","500","Tape & Reel (TR)","-","Active","-","-","91MHz","1.5dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.394"" L x 0.157"" W (10.00mm x 4.00mm)","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0357C.pdf,-,410-1289-1-ND,CER0357C,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"Discontinued at Digi-Key","0","1","Cut Tape (CT)","-","Discontinued at Digi-Key","-","-","91MHz","1.5dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.394"" L x 0.157"" W (10.00mm x 4.00mm)","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0357C.pdf,-,410-1289-6-ND,CER0357C,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"Digi-Reel","0","1","Digi-Reel®","-","Discontinued at Digi-Key","-","-","91MHz","1.5dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.394"" L x 0.157"" W (10.00mm x 4.00mm)","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0786A.pdf,-,CER0786A-ND,CER0786A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"4.97000","0","500","-","-","Active","-","-","15MHz","1.8dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0186A.pdf,-,CER0186A-ND,CER0186A,Tusonix a Subsidiary of CTS Electronic Components,FILTER CER BANDPASS 3.525GHZ SMD,0,0,"5.05400","0","500","Tape & Reel (TR)","-","Active","3.525GHz Center","-","50MHz","0.95dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.463"" L x 0.272"" W (11.75mm x 6.90mm)","0.181"" (4.60mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0188A.pdf,-,CER0188A-ND,CER0188A,Tusonix a Subsidiary of CTS Electronic Components,FILTER CER BANDPASS 3.425GHZ SMD,0,0,"5.05400","0","500","Tape & Reel (TR)","-","Active","3.425GHz Center","-","50MHz","0.95dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.463"" L x 0.272"" W (11.75mm x 6.90mm)","0.181"" (4.60mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0347B.pdf,-,CER0347B-ND,CER0347B,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"5.06800","0","500","-","-","Active","-","-","100MHz","1.7dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.402"" L x 0.311"" W (10.20mm x 7.90mm)","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0348B.pdf,-,CER0348B-ND,CER0348B,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 2.593GHZ BAND PASS,0,0,"5.06800","0","500","-","-","Active","2.593GHz Center","-","194MHz","1.7dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0349B.pdf,-,CER0349B-ND,CER0349B,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 3.5GHZ BAND PASS,0,0,"5.06800","0","500","-","-","Active","3.5GHz Center","-","200MHz","1.7dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0349D.pdf,-,CER0349D-ND,CER0349D,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 3.5GHZ BAND PASS,0,0,"5.06800","0","500","-","-","Active","3.5GHz Center","-","240MHz","1.7dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0676A.pdf,-,CER0676A-ND,CER0676A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 2.55GHZ BAND PASS,0,0,"5.06800","0","500","-","-","Active","2.55GHz Center","-","300MHz","2.2dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.157"" (4.00mm)"
-,-,CER0815A-ND,CER0815A,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FILTER,0,0,"5.06800","0","500","-","*","Active","-","-","-","-","-","-","-","-","-"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0369A.pdf,-,CER0369A-ND,CER0369A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 5.375GHZ BAND PASS,0,0,"5.14350","0","1000","-","-","Active","5.375GHz Center","-","950MHz","1.1dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.102"" (2.60mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0789A.pdf,-,CER0789A-ND,CER0789A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"5.29200","0","500","-","-","Active","-","-","66MHz","3.1dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.189"" (4.80mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0531A.pdf,-,CER0531A-ND,CER0531A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"5.41800","0","500","-","-","Active","-","-","20MHz","1.7dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.402"" L x 0.217"" W (10.20mm x 5.50mm)","0.157"" (4.00mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0263C.pdf,-,CER0263C-ND,CER0263C,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER 2.25GHZ BAND PASS,0,0,"5.61400","0","500","-","-","Active","2.25GHz Center","-","200MHz","1.8dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.094"" (2.40mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0526B.pdf,-,CER0526B-ND,CER0526B,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"5.64200","0","500","-","-","Active","-","-","295MHz","1.5dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.402"" L x 0.193"" W (10.20mm x 4.90mm)","0.161"" (4.10mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0117A.pdf,-,CER0117A-ND,CER0117A,Tusonix a Subsidiary of CTS Electronic Components,CERAMIC FILTER,0,0,"5.68400","0","500","Tape & Reel (TR)","-","Active","881.5MHz Center","-","25MHz","1.1dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.580"" L x 0.236"" W (14.74mm x 6.00mm)","0.485"" (12.32mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0059A.pdf,-,CER0059A-ND,CER0059A,Tusonix a Subsidiary of CTS Electronic Components,FILTER CER BAND PASS 1.96GHZ SMD,0,0,"5.69800","0","500","Tape & Reel (TR)","-","Active","1.96GHz Center","-","60MHz","3.5dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.278"" L x 0.222"" W (7.05mm x 5.65mm)","0.155"" (3.93mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0688A.pdf,-,CER0688A-ND,CER0688A,Tusonix a Subsidiary of CTS Electronic Components,CER FILTER BAND PASS,0,0,"5.69800","0","500","-","-","Active","-","-","11MHz","2.4dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","-","0.177"" (4.50mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0202A.pdf,-,CER0202A-ND,CER0202A,Tusonix a Subsidiary of CTS Electronic Components,FILTER CER BAND PASS 2.14GHZ SMD,0,0,"5.75400","0","500","Tape & Reel (TR)","Monoblock LR","Active","2.14GHz Center","-","60MHz","1.9dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.646"" L x 0.248"" W (16.42mm x 6.30mm)","0.191"" (4.85mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0205A.pdf,-,CER0205A-ND,CER0205A,Tusonix a Subsidiary of CTS Electronic Components,FILTER CER BAND PASS 1.95GHZ SMD,0,0,"5.75400","0","500","Tape & Reel (TR)","Monoblock LR","Active","1.95GHz Center","-","60MHz","1.9dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.646"" L x 0.268"" W (16.42mm x 6.80mm)","0.191"" (4.85mm)"
http://www.ctscorp.com/wp-content/uploads/2015/12/CER0205B.pdf,-,CER0205B-ND,CER0205B,Tusonix a Subsidiary of CTS Electronic Components,FILTER CER BAND PASS 1.95GHZ SMD,0,0,"5.75400","0","500","Tape & Reel (TR)","Monoblock LR","Active","1.95GHz Center","-","60MHz","2dB","Band Pass","Surface Mount","Monoblock, 2 PC Pad","0.646"" L x 0.268"" W (16.42mm x 6.80mm)","0.191"" (4.85mm)"
